https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AMP,Volume USDT
1659312000,2022-08-01 00:00:00,AMP/USDT,0.00908,0.00925,0.008,0.0084,6239231.6454,53525.19244776
1659225600,2022-07-31 00:00:00,AMP/USDT,0.00902,0.00941,0.00895,0.00908,2600853.0097,23837.095274185
1659139200,2022-07-30 00:00:00,AMP/USDT,0.0089,0.00936,0.0089,0.00898,5083487.1551,46763.249177748
1659052800,2022-07-29 00:00:00,AMP/USDT,0.00893,0.0091,0.00868,0.00891,2853573.7261,25275.179678406
1658966400,2022-07-28 00:00:00,AMP/USDT,0.00856,0.00902,0.00851,0.00891,4134866.2509,36406.680148025
1658880000,2022-07-27 00:00:00,AMP/USDT,0.00836,0.0087,0.00812,0.00855,2128742.9536,18018.217242986
1658793600,2022-07-26 00:00:00,AMP/USDT,0.00841,0.00851,0.00813,0.00834,1792302.9726,14899.439095594
1658707200,2022-07-25 00:00:00,AMP/USDT,0.00894,0.00922,0.00839,0.00842,1917061.4147,16747.225649456
1658620800,2022-07-24 00:00:00,AMP/USDT,0.00908,0.0092,0.00883,0.00894,6522536.0449,58193.62493765
1658534400,2022-07-23 00:00:00,AMP/USDT,0.00895,0.00916,0.00884,0.00908,4963911.2073,44685.612774901
1658448000,2022-07-22 00:00:00,AMP/USDT,0.00924,0.00944,0.00891,0.00897,3649983.7101,33727.727147888
1658361600,2022-07-21 00:00:00,AMP/USDT,0.00934,0.00944,0.00911,0.00924,3061339.6951,28355.359467247
1658275200,2022-07-20 00:00:00,AMP/USDT,0.00949,0.01087,0.00918,0.00935,12479447.29667801,124174.4580761979791
1658188800,2022-07-19 00:00:00,AMP/USDT,0.00924,0.00996,0.00907,0.00949,17721335.07803505,166353.1938690177829
1658102400,2022-07-18 00:00:00,AMP/USDT,0.00892,0.0093,0.00891,0.0093,1396250.77219066,12847.5258898329332
1658016000,2022-07-17 00:00:00,AMP/USDT,0.00909,0.00929,0.00893,0.00893,2210770.63562714,20209.8868082061339
1657929600,2022-07-16 00:00:00,AMP/USDT,0.009,0.00926,0.0089,0.00909,1331811.25533167,12107.7349016904486
1657843200,2022-07-15 00:00:00,AMP/USDT,0.00896,0.00926,0.00886,0.00901,1880997.28805355,17069.1399647882424
1657756800,2022-07-14 00:00:00,AMP/USDT,0.00892,0.00902,0.00861,0.00896,2367790.59760478,20953.7224538032473
1657670400,2022-07-13 00:00:00,AMP/USDT,0.00878,0.00909,0.00848,0.00887,5603824.26876412,49083.6545780425528
1657584000,2022-07-12 00:00:00,AMP/USDT,0.00882,0.00916,0.00875,0.00878,3801629.87934703,33919.5493729043652
1657497600,2022-07-11 00:00:00,AMP/USDT,0.00912,0.00914,0.00873,0.00882,4309630.31066353,38610.0200619588146
1657411200,2022-07-10 00:00:00,AMP/USDT,0.00912,0.0096,0.00906,0.00914,3664748.30293825,33980.2803896249982
1657324800,2022-07-09 00:00:00,AMP/USDT,0.00917,0.00939,0.00907,0.00909,2518367.68430653,23096.8456547802992
1657238400,2022-07-08 00:00:00,AMP/USDT,0.00931,0.0095,0.00904,0.00917,5086328.29196708,47103.8411509920824
1657152000,2022-07-07 00:00:00,AMP/USDT,0.00911,0.00943,0.00909,0.00931,13609456.08321739,125945.3825941480725
1657065600,2022-07-06 00:00:00,AMP/USDT,0.00912,0.00924,0.00902,0.00911,2758817.76233148,25171.7525334619086
1656979200,2022-07-05 00:00:00,AMP/USDT,0.00942,0.00944,0.00895,0.00912,9046564.36362647,82562.4911325191416
1656892800,2022-07-04 00:00:00,AMP/USDT,0.0092,0.00948,0.009,0.00942,1676767.5907662,15466.304982374798
1656806400,2022-07-03 00:00:00,AMP/USDT,0.00909,0.01021,0.00896,0.00919,8244998.81221216,79046.6379622938339
1656720000,2022-07-02 00:00:00,AMP/USDT,0.00946,0.00952,0.00896,0.00914,10935053.6595741,100954.1647155912863
1656633600,2022-07-01 00:00:00,AMP/USDT,0.01023,0.01135,0.00938,0.00943,76612697.67073576,790503.6107970591093
1656547200,2022-06-30 00:00:00,AMP/USDT,0.00854,0.0164,0.00831,0.01023,116395487.67506401,1401652.8625275523772
1656460800,2022-06-29 00:00:00,AMP/USDT,0.00879,0.00923,0.00832,0.00855,3729174.04856046,32228.5551249811721
1656374400,2022-06-28 00:00:00,AMP/USDT,0.00901,0.00915,0.00871,0.00876,3041669.37846246,27256.4254322735565
1656288000,2022-06-27 00:00:00,AMP/USDT,0.00911,0.00943,0.00897,0.00897,2539617.08928777,23276.3197258299769
1656201600,2022-06-26 00:00:00,AMP/USDT,0.00938,0.00957,0.00911,0.00911,2932916.00331003,27541.0224105773391
1656115200,2022-06-25 00:00:00,AMP/USDT,0.00942,0.0096,0.00928,0.00937,2968276.6901202,28082.079579404912
1656028800,2022-06-24 00:00:00,AMP/USDT,0.0093,0.00971,0.00911,0.00943,6382515.23666752,59909.7260086698815
1655942400,2022-06-23 00:00:00,AMP/USDT,0.00952,0.00967,0.00899,0.00928,3268842.62140711,30509.9938693209699
1655856000,2022-06-22 00:00:00,AMP/USDT,0.00911,0.00956,0.00871,0.0095,3424796.63004792,31335.0621093362094
1655769600,2022-06-21 00:00:00,AMP/USDT,0.00902,0.00941,0.00895,0.00911,4086260.49653656,37776.2170555852124
1655683200,2022-06-20 00:00:00,AMP/USDT,0.00893,0.00929,0.0086,0.00904,3058543.68494533,27466.7624867943284
1655596800,2022-06-19 00:00:00,AMP/USDT,0.0085,0.00922,0.00817,0.00893,3468455.82957325,30475.4570517883054
1655510400,2022-06-18 00:00:00,AMP/USDT,0.009,0.00909,0.00793,0.00851,4988473.01391009,41943.6306545103042
1655424000,2022-06-17 00:00:00,AMP/USDT,0.00877,0.00933,0.00876,0.00898,4410287.29190844,39681.0571451716322
1655337600,2022-06-16 00:00:00,AMP/USDT,0.00981,0.00989,0.00875,0.00875,4140203.3974645,38844.5949204702635
1655251200,2022-06-15 00:00:00,AMP/USDT,0.00974,0.00986,0.00878,0.00981,6822586.41171846,63630.4116562561907
1655164800,2022-06-14 00:00:00,AMP/USDT,0.0091,0.00981,0.00862,0.00976,4861710.18386054,45479.9011134412187
1655078400,2022-06-13 00:00:00,AMP/USDT,0.0101,0.01027,0.00895,0.00908,5813927.12770725,55917.7191735023674
1654992000,2022-06-12 00:00:00,AMP/USDT,0.01051,0.01072,0.00999,0.0101,2329368.71679157,24003.098985775875
1654905600,2022-06-11 00:00:00,AMP/USDT,0.01096,0.0111,0.01041,0.01046,3249553.67628322,34473.1147883740324
1654819200,2022-06-10 00:00:00,AMP/USDT,0.01111,0.01144,0.01083,0.01092,2072172.69087185,22987.2206675470794
1654732800,2022-06-09 00:00:00,AMP/USDT,0.01112,0.01138,0.01103,0.01113,898773.77599212,10084.2198298482239
1654646400,2022-06-08 00:00:00,AMP/USDT,0.01163,0.01163,0.01111,0.01113,1822539.91756838,20814.3575245710435
1654560000,2022-06-07 00:00:00,AMP/USDT,0.01189,0.0119,0.01121,0.01162,1516959.2830156,17342.507362031438
1654473600,2022-06-06 00:00:00,AMP/USDT,0.01148,0.01191,0.01147,0.01185,3810483.27750695,44864.0892504416178
1654387200,2022-06-05 00:00:00,AMP/USDT,0.0115,0.01164,0.01128,0.01148,2023314.63992664,23122.4312704713234
1654300800,2022-06-04 00:00:00,AMP/USDT,0.01141,0.01201,0.01125,0.01147,1890729.9785637,22021.3359759272933
1654214400,2022-06-03 00:00:00,AMP/USDT,0.01188,0.01194,0.01123,0.01136,3127651.27647751,36130.5775173398607
1654128000,2022-06-02 00:00:00,AMP/USDT,0.01202,0.01207,0.01143,0.01188,4120703.31116183,48635.2063442113148
1654041600,2022-06-01 00:00:00,AMP/USDT,0.01256,0.01265,0.01124,0.01202,3383690.07999966,41402.4114989034128
1653955200,2022-05-31 00:00:00,AMP/USDT,0.01265,0.01276,0.01203,0.01255,6544714.71071411,82344.6520925421058
1653868800,2022-05-30 00:00:00,AMP/USDT,0.01186,0.0127,0.01174,0.01261,2980646.79487298,36434.4335193712103
1653782400,2022-05-29 00:00:00,AMP/USDT,0.01168,0.0125,0.0115,0.01182,2269695.3683749,26604.2010741303422
1653696000,2022-05-28 00:00:00,AMP/USDT,0.01147,0.01187,0.01139,0.01167,1338515.84692676,15522.4922688368688
1653609600,2022-05-27 00:00:00,AMP/USDT,0.01231,0.01237,0.0114,0.01144,3892786.2515762,46095.7351269736122
1653523200,2022-05-26 00:00:00,AMP/USDT,0.01282,0.01297,0.0122,0.01234,3566958.82510661,44702.8862372614435
1653436800,2022-05-25 00:00:00,AMP/USDT,0.01328,0.01381,0.01281,0.01281,3779917.14403852,49894.1414395847576
1653350400,2022-05-24 00:00:00,AMP/USDT,0.01292,0.01421,0.01273,0.01329,8745988.41715775,115719.6640492547623
1653264000,2022-05-23 00:00:00,AMP/USDT,0.0133,0.01485,0.01274,0.01289,8423315.62316535,113776.2686250133334
1653177600,2022-05-22 00:00:00,AMP/USDT,0.01331,0.01342,0.01291,0.01332,1631624.44157878,21598.3360666082156
1653091200,2022-05-21 00:00:00,AMP/USDT,0.01308,0.01334,0.01286,0.01331,3281777.71360526,43011.9548774219452
1653004800,2022-05-20 00:00:00,AMP/USDT,0.01375,0.01393,0.01296,0.01308,6540211.87313675,87538.5328826974804
1652918400,2022-05-19 00:00:00,AMP/USDT,0.0133,0.014,0.01306,0.01379,10070367.16610988,137844.3014439677151
1652832000,2022-05-18 00:00:00,AMP/USDT,0.01413,0.01437,0.01307,0.01332,5222386.81941198,71673.4424282186634
1652745600,2022-05-17 00:00:00,AMP/USDT,0.01386,0.01444,0.01363,0.01414,3084036.72460158,43392.4283421283646
1652659200,2022-05-16 00:00:00,AMP/USDT,0.01416,0.01421,0.01298,0.01385,2092000.55452791,28285.3226697246933
1652572800,2022-05-15 00:00:00,AMP/USDT,0.01377,0.01441,0.01294,0.01424,2561208.86084143,34537.949740971458
1652486400,2022-05-14 00:00:00,AMP/USDT,0.01349,0.01533,0.01276,0.01377,5221627.11865275,71441.8048184369064
1652400000,2022-05-13 00:00:00,AMP/USDT,0.01207,0.01536,0.01161,0.01347,16344499.14067555,219335.8220679721545
1652313600,2022-05-12 00:00:00,AMP/USDT,0.01061,0.01245,0.00974,0.01207,12632882.17683993,138888.4787960883143
1652227200,2022-05-11 00:00:00,AMP/USDT,0.01343,0.01365,0.01,0.01056,8575444.79183991,102109.130029496395
1652140800,2022-05-10 00:00:00,AMP/USDT,0.01331,0.01486,0.0131,0.01343,4545636.76154188,63826.2408529690704
1652054400,2022-05-09 00:00:00,AMP/USDT,0.01781,0.01793,0.0132,0.0133,10137854.20159045,157907.6584888211807
1651968000,2022-05-08 00:00:00,AMP/USDT,0.01786,0.01803,0.01772,0.01782,1735023.20988081,30905.2201389469304
1651881600,2022-05-07 00:00:00,AMP/USDT,0.01801,0.01827,0.01771,0.01788,2253153.77597808,40444.9065662849709
1651795200,2022-05-06 00:00:00,AMP/USDT,0.01786,0.01828,0.01715,0.01798,7051758.36230472,126217.2571422600045
1651708800,2022-05-05 00:00:00,AMP/USDT,0.01939,0.01951,0.01769,0.01783,2972884.33468243,55620.2295579645258
1651622400,2022-05-04 00:00:00,AMP/USDT,0.01806,0.01982,0.01806,0.01937,2841225.51480917,54079.7994957509803
1651536000,2022-05-03 00:00:00,AMP/USDT,0.01862,0.01875,0.018,0.01806,2664957.20160908,48715.7050855744709
1651449600,2022-05-02 00:00:00,AMP/USDT,0.01921,0.01946,0.01822,0.01864,3022057.72414739,56976.6770989675634
1651363200,2022-05-01 00:00:00,AMP/USDT,0.01931,0.01972,0.01887,0.01922,3902583.78715286,74818.3849027982534
1651276800,2022-04-30 00:00:00,AMP/USDT,0.02062,0.02064,0.01931,0.01931,3379280.58234643,67072.4579341696736
1651190400,2022-04-29 00:00:00,AMP/USDT,0.02088,0.02103,0.02,0.02058,2745784.38722789,56198.0832973689053
1651104000,2022-04-28 00:00:00,AMP/USDT,0.02156,0.02195,0.02079,0.02091,4510052.43754424,96043.6926836276026
1651017600,2022-04-27 00:00:00,AMP/USDT,0.02111,0.02242,0.02071,0.02161,4001634.96754522,86348.694324389057
1650931200,2022-04-26 00:00:00,AMP/USDT,0.02168,0.02231,0.02059,0.02111,4647566.76969772,99910.1015926907828
1650844800,2022-04-25 00:00:00,AMP/USDT,0.0217,0.02347,0.02114,0.02167,13724742.53830447,301893.5830268795452
1650758400,2022-04-24 00:00:00,AMP/USDT,0.02204,0.02236,0.02135,0.02173,4263986.33802704,93373.557312689683
1650672000,2022-04-23 00:00:00,AMP/USDT,0.02269,0.02293,0.02191,0.02204,4703928.01327939,104628.4290410679869
1650585600,2022-04-22 00:00:00,AMP/USDT,0.0243,0.02433,0.02269,0.02273,11838900.87484793,276529.7920275214511
1650499200,2022-04-21 00:00:00,AMP/USDT,0.02266,0.02487,0.02176,0.02439,10610684.33257995,241961.8347117286926
1650412800,2022-04-20 00:00:00,AMP/USDT,0.02222,0.02321,0.02191,0.02266,6561864.79923525,148844.4754300691931
1650326400,2022-04-19 00:00:00,AMP/USDT,0.02166,0.02258,0.02166,0.02222,2849191.92602945,62853.6926269341644
1650240000,2022-04-18 00:00:00,AMP/USDT,0.02224,0.02236,0.021,0.02161,3634844.49679097,78474.8035523229304
1650153600,2022-04-17 00:00:00,AMP/USDT,0.02264,0.02279,0.0222,0.02222,1332356.31580031,30136.1066546147433
1650067200,2022-04-16 00:00:00,AMP/USDT,0.02252,0.02286,0.02243,0.02265,1506463.25811365,34208.2995606998504
1649980800,2022-04-15 00:00:00,AMP/USDT,0.02246,0.02278,0.0222,0.0225,2654920.69320719,59789.4472284579422
1649894400,2022-04-14 00:00:00,AMP/USDT,0.02336,0.02481,0.02234,0.02246,5592657.89035194,130361.0124196747429
1649808000,2022-04-13 00:00:00,AMP/USDT,0.0232,0.02378,0.02295,0.02342,3231422.05960971,75446.5277224966178
1649721600,2022-04-12 00:00:00,AMP/USDT,0.02257,0.02397,0.02252,0.02323,4939819.20586079,114516.8922407827503
1649635200,2022-04-11 00:00:00,AMP/USDT,0.02456,0.02492,0.02247,0.02258,7347036.19154457,172832.0157337371339
1649548800,2022-04-10 00:00:00,AMP/USDT,0.02507,0.0253,0.02447,0.02455,4112264.29421222,102261.2699794818505
1649462400,2022-04-09 00:00:00,AMP/USDT,0.02447,0.02523,0.02415,0.02505,3696774.58511356,91192.4574378975698
1649376000,2022-04-08 00:00:00,AMP/USDT,0.02535,0.02567,0.02426,0.02445,3981055.13609188,99968.3151374294806
1649289600,2022-04-07 00:00:00,AMP/USDT,0.02504,0.02577,0.02491,0.02537,7474940.09945756,188638.6141603343868
1649203200,2022-04-06 00:00:00,AMP/USDT,0.02728,0.02733,0.0238,0.02505,13617448.83326753,355103.9955331336498
1649116800,2022-04-05 00:00:00,AMP/USDT,0.02828,0.02931,0.02703,0.02727,7320917.41547326,206697.9425513332874
1649030400,2022-04-04 00:00:00,AMP/USDT,0.02775,0.03001,0.02721,0.02833,15228982.25362489,437462.4008294944095
1648944000,2022-04-03 00:00:00,AMP/USDT,0.0275,0.02986,0.02712,0.02785,10814367.43505587,301957.8617927449595
1648857600,2022-04-02 00:00:00,AMP/USDT,0.02737,0.0284,0.02706,0.02755,10614098.93180188,293868.6687423403982
1648771200,2022-04-01 00:00:00,AMP/USDT,0.02692,0.02784,0.0264,0.02742,7601610.21623053,206781.5537391828796
1648684800,2022-03-31 00:00:00,AMP/USDT,0.02763,0.0298,0.02688,0.02699,13205503.96652955,372796.0827489465968
1648598400,2022-03-30 00:00:00,AMP/USDT,0.02725,0.03,0.027,0.02764,7928321.78495096,218670.0584977851662
1648512000,2022-03-29 00:00:00,AMP/USDT,0.02706,0.02794,0.02671,0.02725,3464363.49139178,94905.3070857097563
1648425600,2022-03-28 00:00:00,AMP/USDT,0.02783,0.02834,0.02707,0.02709,5247755.14854923,146184.930558048237
1648339200,2022-03-27 00:00:00,AMP/USDT,0.02641,0.02783,0.02634,0.02779,3635964.04400301,98683.9245581998853
1648252800,2022-03-26 00:00:00,AMP/USDT,0.02606,0.02874,0.0247,0.02642,4466816.27120254,116488.6438026617054
1648166400,2022-03-25 00:00:00,AMP/USDT,0.027,0.02732,0.02598,0.02603,2323344.46630741,61868.1289133148498
1648080000,2022-03-24 00:00:00,AMP/USDT,0.02682,0.02729,0.02632,0.02702,3744952.37585984,100725.1760147091364
1647993600,2022-03-23 00:00:00,AMP/USDT,0.02651,0.02754,0.026,0.02682,6149679.06052359,162484.9766635800708
1647907200,2022-03-22 00:00:00,AMP/USDT,0.02618,0.02783,0.02618,0.02638,7428212.68500045,200082.8543970334402
1647820800,2022-03-21 00:00:00,AMP/USDT,0.02553,0.02865,0.02523,0.02618,4878917.28736363,128984.3831032898269
1647734400,2022-03-20 00:00:00,AMP/USDT,0.02693,0.02804,0.02545,0.02553,1543793.53243783,40529.1126756979789
1647648000,2022-03-19 00:00:00,AMP/USDT,0.02523,0.02752,0.0252,0.02694,4518507.2188119,118471.9463943219586
1647561600,2022-03-18 00:00:00,AMP/USDT,0.02506,0.0263,0.02444,0.02523,2533233.85397003,63212.9100568998597
1647475200,2022-03-17 00:00:00,AMP/USDT,0.02521,0.02551,0.02499,0.025,724733.02883994,18226.7864886885559
1647388800,2022-03-16 00:00:00,AMP/USDT,0.02455,0.02529,0.0244,0.02521,1430335.6728718,35544.9895185748948
1647302400,2022-03-15 00:00:00,AMP/USDT,0.02464,0.02512,0.02407,0.02452,962353.6925064,23690.1114570804426
1647216000,2022-03-14 00:00:00,AMP/USDT,0.0244,0.02513,0.02415,0.0246,714083.19559945,17483.2905631591552
1647129600,2022-03-13 00:00:00,AMP/USDT,0.02467,0.02534,0.02435,0.02441,785649.49205145,19430.8554891186645
1647043200,2022-03-12 00:00:00,AMP/USDT,0.0247,0.02583,0.02463,0.02468,965793.0442531,24156.3647790325472
1646956800,2022-03-11 00:00:00,AMP/USDT,0.02578,0.02578,0.0246,0.02472,2741936.43814809,68472.0037405907622
1646870400,2022-03-10 00:00:00,AMP/USDT,0.02594,0.0274,0.02462,0.0258,4443498.26477396,115997.1482756071036
1646784000,2022-03-09 00:00:00,AMP/USDT,0.02497,0.02785,0.02497,0.02585,3818682.11175079,99730.8219680394779
1646697600,2022-03-08 00:00:00,AMP/USDT,0.02494,0.02609,0.02477,0.02496,1740217.33288542,43924.0220530638718
1646611200,2022-03-07 00:00:00,AMP/USDT,0.0261,0.02641,0.02459,0.02481,3117683.30597274,79016.3711241985427
1646524800,2022-03-06 00:00:00,AMP/USDT,0.02698,0.02702,0.02604,0.02611,883279.11645254,23378.7654364471293
1646438400,2022-03-05 00:00:00,AMP/USDT,0.02666,0.02759,0.02606,0.02697,2192587.29823429,59322.967338567578
1646352000,2022-03-04 00:00:00,AMP/USDT,0.02752,0.02752,0.02624,0.02654,1182900.11949387,31687.0834768266987
1646265600,2022-03-03 00:00:00,AMP/USDT,0.02831,0.02987,0.02706,0.02758,2445826.58144107,68766.6096110109636
1646179200,2022-03-02 00:00:00,AMP/USDT,0.02888,0.0294,0.02804,0.02838,1445126.90954192,41555.1097302838659
1646092800,2022-03-01 00:00:00,AMP/USDT,0.02931,0.03016,0.02855,0.02901,8242100.28531142,237104.4758099464991
1646006400,2022-02-28 00:00:00,AMP/USDT,0.0268,0.03013,0.02659,0.02931,3658218.38690946,102935.823075703403
1645920000,2022-02-27 00:00:00,AMP/USDT,0.02836,0.02884,0.02661,0.02679,1790228.02100329,49781.7734742818514
1645833600,2022-02-26 00:00:00,AMP/USDT,0.02931,0.0296,0.02829,0.02836,2281218.39766339,66086.8283554333658
1645747200,2022-02-25 00:00:00,AMP/USDT,0.02629,0.03018,0.02612,0.02931,7370505.2412491,209960.478846520552
1645660800,2022-02-24 00:00:00,AMP/USDT,0.02595,0.02692,0.0215,0.02619,12507195.54205752,321688.2079196655985
1645574400,2022-02-23 00:00:00,AMP/USDT,0.02664,0.02792,0.02582,0.02593,892807.53589872,24157.5394256737572
1645488000,2022-02-22 00:00:00,AMP/USDT,0.02566,0.02666,0.02431,0.02663,2023214.45144799,52031.3540233079867
1645401600,2022-02-21 00:00:00,AMP/USDT,0.02719,0.02878,0.02566,0.02566,1007680.80137034,27549.2319224303817
1645315200,2022-02-20 00:00:00,AMP/USDT,0.02878,0.02896,0.027,0.02719,1053877.23556765,29315.1335144113866
1645228800,2022-02-19 00:00:00,AMP/USDT,0.0292,0.03006,0.02844,0.02895,2156873.27927311,63153.0910134183182
1645142400,2022-02-18 00:00:00,AMP/USDT,0.02986,0.03067,0.02916,0.02935,975834.20506082,29108.3261930660603
1645056000,2022-02-17 00:00:00,AMP/USDT,0.03216,0.03231,0.02971,0.02987,1438947.86601157,44427.649915831937
1644969600,2022-02-16 00:00:00,AMP/USDT,0.03093,0.0338,0.03031,0.03226,4227731.18628591,134339.2297847209123
1644883200,2022-02-15 00:00:00,AMP/USDT,0.02953,0.03106,0.02928,0.03098,2758471.6265983,84092.5833186351583
1644796800,2022-02-14 00:00:00,AMP/USDT,0.03006,0.0315,0.02887,0.02954,1961375.88261202,58397.2331260973608
1644710400,2022-02-13 00:00:00,AMP/USDT,0.03118,0.0313,0.03003,0.03006,1996647.1378499,61231.1549880337824
1644624000,2022-02-12 00:00:00,AMP/USDT,0.03304,0.03402,0.03068,0.03117,8705699.41871079,281230.6396638131715
1644537600,2022-02-11 00:00:00,AMP/USDT,0.03043,0.03752,0.02995,0.03304,29619950.42496389,993253.8965751460272
1644451200,2022-02-10 00:00:00,AMP/USDT,0.03126,0.03187,0.0301,0.03043,2639259.42482897,82174.0190567914158
1644364800,2022-02-09 00:00:00,AMP/USDT,0.03134,0.03198,0.03002,0.03126,3134136.7021152,98042.4010925507569
1644278400,2022-02-08 00:00:00,AMP/USDT,0.03323,0.03377,0.03052,0.03134,4044720.36904736,128749.0751377605955
1644192000,2022-02-07 00:00:00,AMP/USDT,0.03217,0.03399,0.03126,0.0331,3072181.29701026,100272.7860356717835
