https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SXPHALF,Volume USDT
1663545600000.0,2022-09-19 00:00:00,SXPHALF/USDT,6422.0,6434.5,6403.0,6408.5,0.0,0.0
1663459200000.0,2022-09-18 00:00:00,SXPHALF/USDT,6706.0,6720.5,6359.5,6422.0,0.0,0.0
1663372800000.0,2022-09-17 00:00:00,SXPHALF/USDT,6600.5,6835.0,6597.0,6706.0,0.0,0.0
1663286400000.0,2022-09-16 00:00:00,SXPHALF/USDT,6561.5,6835.0,6520.5,6600.5,0.0,0.0
1663200000000.0,2022-09-15 00:00:00,SXPHALF/USDT,6705.0,6835.0,6544.0,6561.5,0.0,0.0
1663113600000.0,2022-09-14 00:00:00,SXPHALF/USDT,6659.0,6835.0,6606.5,6705.0,0.0,0.0
1663027200000.0,2022-09-13 00:00:00,SXPHALF/USDT,6976.0,7051.0,6645.5,6659.0,0.12440688992341192,828.42548
1662940800000.0,2022-09-12 00:00:00,SXPHALF/USDT,6943.0,7055.5,6892.5,6976.0,0.0,0.0
1662854400000.0,2022-09-11 00:00:00,SXPHALF/USDT,6962.5,7017.5,6888.5,6943.0,0.00428739737865476,29.7674
1662768000000.0,2022-09-10 00:00:00,SXPHALF/USDT,6938.5,6996.0,6909.0,6962.5,0.0,0.0
1662681600000.0,2022-09-09 00:00:00,SXPHALF/USDT,6795.5,6981.5,6785.5,6938.5,0.0,0.0
1662595200000.0,2022-09-08 00:00:00,SXPHALF/USDT,6673.5,6909.0,6632.0,6795.5,0.0,0.0
1662508800000.0,2022-09-07 00:00:00,SXPHALF/USDT,6550.5,6909.0,6491.5,6673.5,0.0,0.0
1662422400000.0,2022-09-06 00:00:00,SXPHALF/USDT,6838.5,6933.5,6545.0,6550.5,0.0,0.0
1662336000000.0,2022-09-05 00:00:00,SXPHALF/USDT,6893.5,6915.0,6764.0,6838.5,0.004465567010309279,30.53778
1662249600000.0,2022-09-04 00:00:00,SXPHALF/USDT,6800.0,6894.0,6799.0,6893.5,0.0,0.0
1662163200000.0,2022-09-03 00:00:00,SXPHALF/USDT,6799.0,6820.5,6770.0,6800.0,0.0,0.0
1662076800000.0,2022-09-02 00:00:00,SXPHALF/USDT,6824.0,6899.0,6764.0,6799.0,0.0,0.0
1661990400000.0,2022-09-01 00:00:00,SXPHALF/USDT,6734.0,6829.0,6514.5,6824.0,0.00440380715123095,30.05158
1661904000000.0,2022-08-31 00:00:00,SXPHALF/USDT,6759.5,7129.0,6453.0,6750.0,0.0028275688888888886,19.08609
1661817600000.0,2022-08-30 00:00:00,SXPHALF/USDT,6861.0,6925.0,6703.5,6759.5,0.0,0.0
1661731200000.0,2022-08-29 00:00:00,SXPHALF/USDT,6673.0,6925.0,6648.5,6861.0,0.0,0.0
1661644800000.0,2022-08-28 00:00:00,SXPHALF/USDT,6720.0,6925.0,6664.5,6673.0,0.0,0.0
1661558400000.0,2022-08-27 00:00:00,SXPHALF/USDT,6746.5,6925.0,6656.0,6720.0,0.0,0.0
1661472000000.0,2022-08-26 00:00:00,SXPHALF/USDT,7085.5,7100.0,6708.5,6746.5,0.0,0.0
1661385600000.0,2022-08-25 00:00:00,SXPHALF/USDT,6925.0,7164.0,6925.0,7085.5,0.0,0.0
1661299200000.0,2022-08-24 00:00:00,SXPHALF/USDT,7052.0,7176.0,6925.0,6925.0,0.0,0.0
1661212800000.0,2022-08-23 00:00:00,SXPHALF/USDT,6976.0,7093.5,6920.0,7052.0,0.0,0.0
1661126400000.0,2022-08-22 00:00:00,SXPHALF/USDT,6992.5,6996.5,6773.0,6976.0,0.0,0.0
1661040000000.0,2022-08-21 00:00:00,SXPHALF/USDT,6925.0,7039.5,6921.5,6992.5,0.0,0.0
1660953600000.0,2022-08-20 00:00:00,SXPHALF/USDT,6885.0,7016.0,6858.0,6925.0,0.0,0.0
