https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume YFI,Volume BTC
1657497600000.0,2022-07-11 00:00:00,YFI/BTC,0.2895,0.28975,0.2745,0.275,4.102937272727273,1.12830775
1657411200000.0,2022-07-10 00:00:00,YFI/BTC,0.30075,0.30175,0.28775,0.2895,0.11049222797927463,0.0319875
1657324800000.0,2022-07-09 00:00:00,YFI/BTC,0.293,0.302,0.2925,0.30075,0.16276392352452201,0.04895125
1657238400000.0,2022-07-08 00:00:00,YFI/BTC,0.30475,0.307,0.292,0.293,0.5734726962457338,0.1680275
1657152000000.0,2022-07-07 00:00:00,YFI/BTC,0.308,0.31775,0.303,0.30475,0.5617104183757178,0.17118125
1657065600000.0,2022-07-06 00:00:00,YFI/BTC,0.3055,0.31625,0.302,0.308,2.649049512987013,0.81590725
1656979200000.0,2022-07-05 00:00:00,YFI/BTC,0.31425,0.3165,0.3035,0.3055,0.921904255319149,0.28164175
1656892800000.0,2022-07-04 00:00:00,YFI/BTC,0.302,0.327,0.2905,0.31425,0.8478329355608593,0.2664315
1656806400000.0,2022-07-03 00:00:00,YFI/BTC,0.31425,0.31475,0.2925,0.302,0.35020364238410595,0.1057615
1656720000000.0,2022-07-02 00:00:00,YFI/BTC,0.28275,0.31475,0.2755,0.31425,1.1134876690533015,0.3499135
1656633600000.0,2022-07-01 00:00:00,YFI/BTC,0.27225,0.2835,0.26675,0.28275,0.26474093722369585,0.0748555
1656547200000.0,2022-06-30 00:00:00,YFI/BTC,0.2775,0.283,0.2675,0.27225,0.3831845730027548,0.104322
1656460800000.0,2022-06-29 00:00:00,YFI/BTC,0.27775,0.2875,0.273,0.2775,0.334881981981982,0.09292975
1656374400000.0,2022-06-28 00:00:00,YFI/BTC,0.3,0.30275,0.2745,0.27775,2.7527884788478847,0.764587
1656288000000.0,2022-06-27 00:00:00,YFI/BTC,0.3065,0.31925,0.29575,0.3,0.4280475,0.12841425
1656201600000.0,2022-06-26 00:00:00,YFI/BTC,0.328,0.33025,0.306,0.3065,0.7459086460032627,0.228621
1656115200000.0,2022-06-25 00:00:00,YFI/BTC,0.3355,0.3445,0.31325,0.328,1.9756707317073172,0.64802
1656028800000.0,2022-06-24 00:00:00,YFI/BTC,0.258,0.382,0.258,0.3355,3.2276721311475405,1.082884
1655942400000.0,2022-06-23 00:00:00,YFI/BTC,0.24975,0.25875,0.24325,0.258,2.125059108527132,0.54826525
1655856000000.0,2022-06-22 00:00:00,YFI/BTC,0.24825,0.26,0.2445,0.24975,1.4072582582582582,0.35146275
1655769600000.0,2022-06-21 00:00:00,YFI/BTC,0.239,0.258,0.237,0.24825,1.019394763343404,0.25306475
1655683200000.0,2022-06-20 00:00:00,YFI/BTC,0.231,0.24225,0.2285,0.239,0.33097803347280336,0.07910375
1655596800000.0,2022-06-19 00:00:00,YFI/BTC,0.22975,0.2355,0.2255,0.231,0.243995670995671,0.056363
1655510400000.0,2022-06-18 00:00:00,YFI/BTC,0.235,0.235,0.2255,0.22975,0.152278563656148,0.034986
1655424000000.0,2022-06-17 00:00:00,YFI/BTC,0.2265,0.23525,0.22575,0.235,0.17476914893617024,0.04107075
1655337600000.0,2022-06-16 00:00:00,YFI/BTC,0.236,0.23975,0.2255,0.2265,1.0339381898454747,0.234187
1655251200000.0,2022-06-15 00:00:00,YFI/BTC,0.2205,0.2435,0.21275,0.236,1.7806514830508475,0.42023375
1655164800000.0,2022-06-14 00:00:00,YFI/BTC,0.21975,0.22525,0.2135,0.2205,0.743015873015873,0.163835
1655078400000.0,2022-06-13 00:00:00,YFI/BTC,0.2265,0.2265,0.2025,0.21975,0.8096313993174061,0.1779165
1654992000000.0,2022-06-12 00:00:00,YFI/BTC,0.22475,0.2305,0.21725,0.2265,0.44213686534216334,0.100144
1654905600000.0,2022-06-11 00:00:00,YFI/BTC,0.24225,0.243,0.22175,0.22475,1.1084760845383759,0.24913
1654819200000.0,2022-06-10 00:00:00,YFI/BTC,0.249,0.25225,0.2405,0.24225,0.25254179566563467,0.06117825
1654732800000.0,2022-06-09 00:00:00,YFI/BTC,0.24675,0.2535,0.2445,0.249,0.2786847389558233,0.0693925
1654646400000.0,2022-06-08 00:00:00,YFI/BTC,0.244,0.25125,0.24225,0.24675,0.2382502532928065,0.05878825
1654560000000.0,2022-06-07 00:00:00,YFI/BTC,0.238,0.254,0.23725,0.244,0.35167930327868857,0.08580975
1654473600000.0,2022-06-06 00:00:00,YFI/BTC,0.2485,0.24925,0.23575,0.238,0.4602941176470588,0.10955
1654387200000.0,2022-06-05 00:00:00,YFI/BTC,0.25325,0.2555,0.247,0.2485,0.2563209255533199,0.06369575
1654300800000.0,2022-06-04 00:00:00,YFI/BTC,0.2505,0.25325,0.247,0.25325,0.13870088845014808,0.035126
1654214400000.0,2022-06-03 00:00:00,YFI/BTC,0.249,0.254,0.2415,0.2505,0.30251796407185627,0.07578075
1654128000000.0,2022-06-02 00:00:00,YFI/BTC,0.2515,0.253,0.2445,0.249,0.3048935742971888,0.0759185
1654041600000.0,2022-06-01 00:00:00,YFI/BTC,0.25325,0.25775,0.24975,0.2515,0.2827962226640159,0.07112325
1653955200000.0,2022-05-31 00:00:00,YFI/BTC,0.2645,0.26775,0.25175,0.25325,0.893481737413623,0.22627425
1653868800000.0,2022-05-30 00:00:00,YFI/BTC,0.252,0.268,0.25175,0.2645,0.4135982986767486,0.10939675
1653782400000.0,2022-05-29 00:00:00,YFI/BTC,0.2625,0.26325,0.252,0.252,0.2064345238095238,0.0520215
1653696000000.0,2022-05-28 00:00:00,YFI/BTC,0.25825,0.26725,0.25625,0.2625,2.3954666666666666,0.62881
1653609600000.0,2022-05-27 00:00:00,YFI/BTC,0.266,0.27475,0.258,0.25825,1.2147734753146178,0.31371525
1653523200000.0,2022-05-26 00:00:00,YFI/BTC,0.28775,0.29675,0.26475,0.266,0.9970667293233081,0.26521975
1653436800000.0,2022-05-25 00:00:00,YFI/BTC,0.3065,0.34375,0.26,0.28775,21.083887923544744,6.06688875
1653350400000.0,2022-05-24 00:00:00,YFI/BTC,0.3065,0.31675,0.3045,0.3065,1.7713613376835238,0.54292225
1653264000000.0,2022-05-23 00:00:00,YFI/BTC,0.31225,0.322,0.3045,0.3065,3.142068515497553,0.963044
1653177600000.0,2022-05-22 00:00:00,YFI/BTC,0.316,0.3205,0.311,0.31225,0.5436589271417134,0.1697575
1653091200000.0,2022-05-21 00:00:00,YFI/BTC,0.3145,0.319,0.30825,0.316,1.5400316455696204,0.48665
1653004800000.0,2022-05-20 00:00:00,YFI/BTC,0.313,0.325,0.31125,0.3145,0.738298092209857,0.23219475
1652918400000.0,2022-05-19 00:00:00,YFI/BTC,0.316,0.32,0.3065,0.313,1.5644904153354633,0.4896855
1652832000000.0,2022-05-18 00:00:00,YFI/BTC,0.32825,0.33775,0.31475,0.316,0.9727294303797468,0.3073825
1652745600000.0,2022-05-17 00:00:00,YFI/BTC,0.32525,0.343,0.32525,0.32825,3.5532482863670984,1.16635375
1652659200000.0,2022-05-16 00:00:00,YFI/BTC,0.33775,0.33775,0.324,0.32525,1.3938808608762492,0.45335975
1652572800000.0,2022-05-15 00:00:00,YFI/BTC,0.33975,0.34275,0.33225,0.33775,0.5194344929681718,0.175439
1652486400000.0,2022-05-14 00:00:00,YFI/BTC,0.33825,0.34525,0.33075,0.33975,6.9551493745401025,2.363012
1652400000000.0,2022-05-13 00:00:00,YFI/BTC,0.341,0.3605,0.33,0.33825,2.8253473762010346,0.95567375
1652313600000.0,2022-05-12 00:00:00,YFI/BTC,0.3905,0.4005,0.3395,0.341,6.615387829912023,2.25584725
1652227200000.0,2022-05-11 00:00:00,YFI/BTC,0.44175,0.46725,0.387,0.3905,6.9227035851472465,2.70331575
1652140800000.0,2022-05-10 00:00:00,YFI/BTC,0.4125,0.4605,0.40975,0.44175,4.021839275608376,1.7766475
1652054400000.0,2022-05-09 00:00:00,YFI/BTC,0.4565,0.46175,0.41125,0.4125,1.7248460606060607,0.711499
1651968000000.0,2022-05-08 00:00:00,YFI/BTC,0.46175,0.47,0.45475,0.4565,1.902895399780942,0.86867175
1651881600000.0,2022-05-07 00:00:00,YFI/BTC,0.46475,0.473,0.45925,0.46175,0.23741093665403357,0.1096245
1651795200000.0,2022-05-06 00:00:00,YFI/BTC,0.46175,0.474,0.461,0.46475,0.3443641742872512,0.16004325
1651708800000.0,2022-05-05 00:00:00,YFI/BTC,0.46175,0.4655,0.452,0.46175,0.40828965890633456,0.18852775
1651622400000.0,2022-05-04 00:00:00,YFI/BTC,0.46225,0.471,0.45125,0.46175,1.2363865728207903,0.5709015
1651536000000.0,2022-05-03 00:00:00,YFI/BTC,0.44575,0.46625,0.4445,0.46225,0.3316560302866414,0.153308
1651449600000.0,2022-05-02 00:00:00,YFI/BTC,0.443,0.45075,0.43375,0.44575,0.13772518227706115,0.061391
1651363200000.0,2022-05-01 00:00:00,YFI/BTC,0.44225,0.45025,0.43475,0.443,0.976604401805869,0.43263575
1651276800000.0,2022-04-30 00:00:00,YFI/BTC,0.43975,0.445,0.42075,0.44225,2.338291690220464,1.0341095
1651190400000.0,2022-04-29 00:00:00,YFI/BTC,0.45075,0.45575,0.43075,0.43975,2.8627885162023876,1.25891125
1651104000000.0,2022-04-28 00:00:00,YFI/BTC,0.45125,0.458,0.445,0.45075,0.951699944536883,0.42897875
1651017600000.0,2022-04-27 00:00:00,YFI/BTC,0.45875,0.4615,0.4505,0.45125,0.5169030470914128,0.2332525
1650931200000.0,2022-04-26 00:00:00,YFI/BTC,0.4625,0.473,0.455,0.45875,0.9514354223433242,0.436471
1650844800000.0,2022-04-25 00:00:00,YFI/BTC,0.4625,0.47175,0.45625,0.4625,2.6810675675675673,1.23999375
1650758400000.0,2022-04-24 00:00:00,YFI/BTC,0.465,0.47575,0.4625,0.4625,0.3913318918918919,0.180991
1650672000000.0,2022-04-23 00:00:00,YFI/BTC,0.47125,0.47275,0.46375,0.465,0.2551806451612903,0.118659
1650585600000.0,2022-04-22 00:00:00,YFI/BTC,0.46375,0.474,0.4625,0.47125,0.34887214854111404,0.164406
1650499200000.0,2022-04-21 00:00:00,YFI/BTC,0.46275,0.47325,0.4575,0.46375,0.5126415094339623,0.2377375
1650412800000.0,2022-04-20 00:00:00,YFI/BTC,0.469,0.469,0.455,0.46275,0.7055591572123177,0.3264975
1650326400000.0,2022-04-19 00:00:00,YFI/BTC,0.46875,0.472,0.465,0.469,0.10287846481876334,0.04825
1650240000000.0,2022-04-18 00:00:00,YFI/BTC,0.4715,0.47525,0.465,0.46875,0.8374202666666667,0.39254075
1650153600000.0,2022-04-17 00:00:00,YFI/BTC,0.47275,0.483,0.47025,0.4715,0.9424708377518559,0.444375
1650067200000.0,2022-04-16 00:00:00,YFI/BTC,0.47175,0.47775,0.46825,0.47275,0.4053606557377049,0.19163425
1649980800000.0,2022-04-15 00:00:00,YFI/BTC,0.4705,0.4785,0.47025,0.47175,0.3250471648118707,0.153341
1649894400000.0,2022-04-14 00:00:00,YFI/BTC,0.47125,0.476,0.46375,0.4705,0.38612539851222105,0.181672
1649808000000.0,2022-04-13 00:00:00,YFI/BTC,0.47025,0.4765,0.46125,0.47125,3.365083289124668,1.5857955
1649721600000.0,2022-04-12 00:00:00,YFI/BTC,0.46725,0.4795,0.466,0.47025,2.0959090909090907,0.98560125
1649635200000.0,2022-04-11 00:00:00,YFI/BTC,0.4775,0.4775,0.45,0.46725,4.665785981808454,2.1800885
1649548800000.0,2022-04-10 00:00:00,YFI/BTC,0.48325,0.48625,0.4755,0.4775,0.31819895287958117,0.15194
1649462400000.0,2022-04-09 00:00:00,YFI/BTC,0.4865,0.4865,0.479,0.48325,0.3099544749094671,0.1497855
1649376000000.0,2022-04-08 00:00:00,YFI/BTC,0.4905,0.501,0.48575,0.4865,0.43773124357656734,0.21295625
1649289600000.0,2022-04-07 00:00:00,YFI/BTC,0.50425,0.5045,0.4865,0.4905,0.19692864424057085,0.0965935
1649203200000.0,2022-04-06 00:00:00,YFI/BTC,0.51675,0.51725,0.4985,0.50425,0.7665294992563213,0.3865225
1649116800000.0,2022-04-05 00:00:00,YFI/BTC,0.51175,0.532,0.5075,0.51675,0.5022089985486211,0.2595165
1649030400000.0,2022-04-04 00:00:00,YFI/BTC,0.54375,0.54775,0.504,0.51175,0.8194655593551539,0.4193615
1648944000000.0,2022-04-03 00:00:00,YFI/BTC,0.50825,0.54425,0.5005,0.54375,0.2629563218390805,0.1429825
1648857600000.0,2022-04-02 00:00:00,YFI/BTC,0.50675,0.5135,0.49425,0.50825,0.34538416133792427,0.1755415
1648771200000.0,2022-04-01 00:00:00,YFI/BTC,0.4895,0.50775,0.48875,0.50675,0.5877183029107055,0.29782625
1648684800000.0,2022-03-31 00:00:00,YFI/BTC,0.51,0.51325,0.4895,0.4895,0.557282431052094,0.27278975
1648598400000.0,2022-03-30 00:00:00,YFI/BTC,0.49275,0.519,0.484,0.51,1.6974901960784314,0.86572
1648512000000.0,2022-03-29 00:00:00,YFI/BTC,0.4735,0.498,0.4675,0.49275,0.46037645865043125,0.2268505
1648425600000.0,2022-03-28 00:00:00,YFI/BTC,0.47425,0.50725,0.4675,0.4735,1.6169223864836324,0.76561275
1648339200000.0,2022-03-27 00:00:00,YFI/BTC,0.475,0.477,0.46175,0.47425,0.1366721138639958,0.06481675
1648252800000.0,2022-03-26 00:00:00,YFI/BTC,0.464,0.47675,0.46275,0.475,0.2269805263157895,0.10781575
1648166400000.0,2022-03-25 00:00:00,YFI/BTC,0.483,0.48925,0.46025,0.464,1.9587758620689655,0.908872
1648080000000.0,2022-03-24 00:00:00,YFI/BTC,0.477,0.48475,0.4715,0.483,1.1328374741200828,0.5471605
1647993600000.0,2022-03-23 00:00:00,YFI/BTC,0.48,0.4845,0.4755,0.477,0.09796278825995808,0.04672825
1647907200000.0,2022-03-22 00:00:00,YFI/BTC,0.49525,0.49575,0.475,0.48,0.17064114583333334,0.08190775
1647820800000.0,2022-03-21 00:00:00,YFI/BTC,0.48375,0.50375,0.4785,0.49525,0.5585759717314487,0.27663475
1647734400000.0,2022-03-20 00:00:00,YFI/BTC,0.49175,0.496,0.47875,0.48375,0.36137260981912145,0.174814
1647648000000.0,2022-03-19 00:00:00,YFI/BTC,0.49175,0.5005,0.487,0.49175,2.488965937976614,1.223949
1647561600000.0,2022-03-18 00:00:00,YFI/BTC,0.47475,0.49575,0.47,0.49175,5.611359430604982,2.759386
1647475200000.0,2022-03-17 00:00:00,YFI/BTC,0.46775,0.484,0.46425,0.47475,0.7535918904686677,0.35776775
1647388800000.0,2022-03-16 00:00:00,YFI/BTC,0.46975,0.4745,0.45975,0.46775,1.1651293425975413,0.54498925
1647302400000.0,2022-03-15 00:00:00,YFI/BTC,0.4665,0.478,0.466,0.46975,0.4841474188398084,0.22742825
1647216000000.0,2022-03-14 00:00:00,YFI/BTC,0.47675,0.482,0.466,0.4665,0.3367834941050375,0.1571095
1647129600000.0,2022-03-13 00:00:00,YFI/BTC,0.4725,0.48075,0.4715,0.47675,0.20989931830099634,0.1000695
1647043200000.0,2022-03-12 00:00:00,YFI/BTC,0.477,0.48525,0.4715,0.4725,0.3188719576719577,0.150667
1646956800000.0,2022-03-11 00:00:00,YFI/BTC,0.48225,0.4875,0.47175,0.477,0.21580817610062894,0.1029405
1646870400000.0,2022-03-10 00:00:00,YFI/BTC,0.48525,0.49175,0.47925,0.48225,0.35132555728356657,0.16942675
1646784000000.0,2022-03-09 00:00:00,YFI/BTC,0.49975,0.5065,0.47025,0.48525,0.7678238021638331,0.3725865
1646697600000.0,2022-03-08 00:00:00,YFI/BTC,0.48425,0.543,0.484,0.49975,5.0735857928964485,2.5355245
1646611200000.0,2022-03-07 00:00:00,YFI/BTC,0.47525,0.508,0.468,0.48425,1.884609705730511,0.91262225
1646524800000.0,2022-03-06 00:00:00,YFI/BTC,0.5145,0.5145,0.45325,0.47525,7.324234613361389,3.4808425
1646438400000.0,2022-03-05 00:00:00,YFI/BTC,0.507,0.518,0.4995,0.5145,0.5781219630709428,0.29744375
1646352000000.0,2022-03-04 00:00:00,YFI/BTC,0.51175,0.517,0.505,0.507,0.35215236686390533,0.17854125
1646265600000.0,2022-03-03 00:00:00,YFI/BTC,0.50875,0.51575,0.494,0.51175,1.3432305813385441,0.68739825
1646179200000.0,2022-03-02 00:00:00,YFI/BTC,0.48925,0.51,0.48,0.50875,1.224051597051597,0.62273625
1646092800000.0,2022-03-01 00:00:00,YFI/BTC,0.50025,0.50325,0.48525,0.48925,1.4127736331119058,0.6911995
1646006400000.0,2022-02-28 00:00:00,YFI/BTC,0.51325,0.518,0.4845,0.50025,1.8907266366816593,0.945836
1645920000000.0,2022-02-27 00:00:00,YFI/BTC,0.5345,0.5345,0.5125,0.51325,0.05162006819288846,0.026494
1645833600000.0,2022-02-26 00:00:00,YFI/BTC,0.515,0.54225,0.51425,0.5345,2.1942231057062678,1.17281225
1645747200000.0,2022-02-25 00:00:00,YFI/BTC,0.5055,0.51525,0.49625,0.515,1.5503538834951456,0.79843225
1645660800000.0,2022-02-24 00:00:00,YFI/BTC,0.547,0.55625,0.498,0.5055,3.0910934718100895,1.56254775
1645574400000.0,2022-02-23 00:00:00,YFI/BTC,0.5385,0.54925,0.5355,0.547,0.18692550274223033,0.10224825
1645488000000.0,2022-02-22 00:00:00,YFI/BTC,0.53225,0.5565,0.527,0.5385,0.44493964716805945,0.2396
1645401600000.0,2022-02-21 00:00:00,YFI/BTC,0.541,0.56075,0.53175,0.53225,0.6605678722404885,0.35158725
1645315200000.0,2022-02-20 00:00:00,YFI/BTC,0.5395,0.54375,0.52425,0.541,0.7855318853974121,0.42497275
1645228800000.0,2022-02-19 00:00:00,YFI/BTC,0.54775,0.55,0.539,0.5395,0.012045412418906396,0.0064985
1645142400000.0,2022-02-18 00:00:00,YFI/BTC,0.55325,0.56375,0.54675,0.54775,0.47793929712460065,0.26179125
1645056000000.0,2022-02-17 00:00:00,YFI/BTC,0.54125,0.55325,0.53675,0.55325,0.1483809308630818,0.08209175
1644969600000.0,2022-02-16 00:00:00,YFI/BTC,0.55025,0.551,0.53275,0.54125,0.14642217090069284,0.079251
1644883200000.0,2022-02-15 00:00:00,YFI/BTC,0.54175,0.5565,0.53475,0.55025,0.08554202635165833,0.0470695
1644796800000.0,2022-02-14 00:00:00,YFI/BTC,0.5445,0.5445,0.5345,0.54175,0.09456852791878173,0.0512325
1644710400000.0,2022-02-13 00:00:00,YFI/BTC,0.54725,0.5545,0.5425,0.5445,0.042325987144168964,0.0230465
1644624000000.0,2022-02-12 00:00:00,YFI/BTC,0.545,0.555,0.54,0.54725,1.0959968021927822,0.59978425
1644537600000.0,2022-02-11 00:00:00,YFI/BTC,0.5625,0.575,0.54,0.545,1.0267279816513761,0.55956675
1644451200000.0,2022-02-10 00:00:00,YFI/BTC,0.5925,0.593,0.553,0.5625,1.5027706666666667,0.8453085
