https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume JUP,Volume USDT
1663459200,2022-09-18 00:00:00,JUP/USDT,0.0087,0.008727,0.008415,0.008534,714851.786,6128.0233906923
1663372800,2022-09-17 00:00:00,JUP/USDT,0.008489,0.009437,0.008318,0.008727,9599002.6517,84799.7844709291
1663286400,2022-09-16 00:00:00,JUP/USDT,0.008273,0.008581,0.008191,0.008465,3743099.8459102,31319.2445283582256
1663200000,2022-09-15 00:00:00,JUP/USDT,0.00894,0.009139,0.008202,0.008256,10631644.0272,90939.6904735772
1663113600,2022-09-14 00:00:00,JUP/USDT,0.008828,0.009077,0.00841,0.008942,5870805.3476,50966.7722614644
1663027200,2022-09-13 00:00:00,JUP/USDT,0.009075,0.009153,0.008551,0.008847,8675024.5261,76890.9583354705
1662940800,2022-09-12 00:00:00,JUP/USDT,0.009211,0.009846,0.008783,0.0091,6591971.2173,60833.005536552
1662854400,2022-09-11 00:00:00,JUP/USDT,0.009134,0.010697,0.008712,0.009175,20051005.1598,193381.3562154835
1662768000,2022-09-10 00:00:00,JUP/USDT,0.009291,0.009448,0.008387,0.009134,9438995.22661864,85345.72935119894288
1662681600,2022-09-09 00:00:00,JUP/USDT,0.008999,0.009407,0.008918,0.009236,5063898.5551,46223.7707760031
1662595200,2022-09-08 00:00:00,JUP/USDT,0.009147,0.009782,0.008661,0.009005,14336612.0309531,129733.9480423889022
1662508800,2022-09-07 00:00:00,JUP/USDT,0.008927,0.009571,0.008501,0.009147,13827631.3289,125119.0532651083
1662422400,2022-09-06 00:00:00,JUP/USDT,0.00943,0.01,0.008681,0.008927,11107030.4307,103390.0352075439
1662336000,2022-09-05 00:00:00,JUP/USDT,0.009622,0.0107,0.009175,0.009437,12792298.3848,125362.8109455935
1662249600,2022-09-04 00:00:00,JUP/USDT,0.011362,0.011362,0.009122,0.009622,28717545.08953272,282878.18933215799872
1662163200,2022-09-03 00:00:00,JUP/USDT,0.008579,0.012401,0.008379,0.011421,87713237.22165348,959544.82945727759865
1662076800,2022-09-02 00:00:00,JUP/USDT,0.008417,0.008744,0.008368,0.008582,3860694.7382,32964.0111424615
1661990400,2022-09-01 00:00:00,JUP/USDT,0.008536,0.008564,0.008198,0.008441,7011597.18739899,58877.17110027493721
1661904000,2022-08-31 00:00:00,JUP/USDT,0.008547,0.008786,0.008499,0.008547,3602404.19151113,31041.25863310133413
1661817600,2022-08-30 00:00:00,JUP/USDT,0.008983,0.009301,0.008499,0.008522,10151012.762401,90467.64494642662661
1661731200,2022-08-29 00:00:00,JUP/USDT,0.008793,0.00941,0.008609,0.008986,10372963.6474608,92159.08126576658148
1661644800,2022-08-28 00:00:00,JUP/USDT,0.008928,0.009177,0.008786,0.008792,6266009.118598,56119.4658170056503
1661558400,2022-08-27 00:00:00,JUP/USDT,0.009504,0.009672,0.00872,0.008948,13121925.63040619,121654.47742772574624
1661472000,2022-08-26 00:00:00,JUP/USDT,0.00986,0.010374,0.0095,0.009507,18439533.74253932,182067.90970882741281
1661385600,2022-08-25 00:00:00,JUP/USDT,0.010059,0.01073,0.0096,0.00986,12064164.11459218,120689.75056002944174
1661299200,2022-08-24 00:00:00,JUP/USDT,0.01001,0.010325,0.00988,0.010059,6957348.32676214,70581.09726112080871
1661212800,2022-08-23 00:00:00,JUP/USDT,0.010583,0.011,0.009969,0.010023,8149476.42532108,84477.17285902699095
1661126400,2022-08-22 00:00:00,JUP/USDT,0.010495,0.011,0.01015,0.010586,25012811.57482851,261359.94697648162868
1661040000,2022-08-21 00:00:00,JUP/USDT,0.010931,0.011129,0.01037,0.010525,16411947.58110535,176968.11021007068738
1660953600,2022-08-20 00:00:00,JUP/USDT,0.010967,0.011247,0.01034,0.010931,16664446.29862292,180023.54615966307634
1660867200,2022-08-19 00:00:00,JUP/USDT,0.011972,0.012053,0.0105,0.010967,22541437.310051,252425.41691953123702
1660780800,2022-08-18 00:00:00,JUP/USDT,0.013137,0.013137,0.011917,0.012026,17187583.65232079,211170.5752410664967
1660694400,2022-08-17 00:00:00,JUP/USDT,0.011859,0.013899,0.011805,0.013138,56431990.14387182,731379.96287954190818
1660608000,2022-08-16 00:00:00,JUP/USDT,0.01205,0.012156,0.011335,0.011899,10729408.87564538,126077.31545847839426
1660521600,2022-08-15 00:00:00,JUP/USDT,0.012716,0.012949,0.0113,0.01205,26792711.05586166,325538.24462042241813
1660435200,2022-08-14 00:00:00,JUP/USDT,0.013433,0.013579,0.012249,0.012716,19858856.87247004,256712.74280182950895
1660348800,2022-08-13 00:00:00,JUP/USDT,0.013959,0.014386,0.013333,0.013433,12026234.60271602,165501.98506420108389
1660262400,2022-08-12 00:00:00,JUP/USDT,0.012853,0.01495,0.01226,0.013861,34794288.91961193,466341.71856664196103
1660176000,2022-08-11 00:00:00,JUP/USDT,0.013188,0.013622,0.012226,0.012815,18062553.42768959,235462.74729622266578
1660089600,2022-08-10 00:00:00,JUP/USDT,0.01326,0.013544,0.012957,0.013188,14876246.50510377,196490.17588679753017
1660003200,2022-08-09 00:00:00,JUP/USDT,0.013639,0.013815,0.012967,0.013261,16837258.61975529,225829.94221761259318
1659916800,2022-08-08 00:00:00,JUP/USDT,0.013712,0.014332,0.013355,0.01366,20969297.3601639,290260.30476733858541
1659830400,2022-08-07 00:00:00,JUP/USDT,0.013873,0.015178,0.013687,0.013712,23474513.37971036,331484.30828077766114
1659744000,2022-08-06 00:00:00,JUP/USDT,0.014141,0.014144,0.0137,0.013872,11640191.65276496,161870.34410649319992
1659657600,2022-08-05 00:00:00,JUP/USDT,0.013854,0.01448,0.01353,0.014127,25404221.20642112,354994.93094635471192
1659571200,2022-08-04 00:00:00,JUP/USDT,0.01411,0.0144,0.013792,0.013869,13900855.6125335,195392.83753023007448
1659484800,2022-08-03 00:00:00,JUP/USDT,0.01436,0.014407,0.013749,0.014104,22793226.73094515,321142.51223573870855
1659398400,2022-08-02 00:00:00,JUP/USDT,0.014029,0.015098,0.013677,0.01436,41018993.28035098,583298.90355097771539
1659312000,2022-08-01 00:00:00,JUP/USDT,0.01478,0.014878,0.01383,0.014047,26964220.30342342,385661.18535384856261
1659225600,2022-07-31 00:00:00,JUP/USDT,0.014659,0.01655,0.01425,0.01478,34776807.91889074,524767.60774387053799
1659139200,2022-07-30 00:00:00,JUP/USDT,0.01455,0.015559,0.014295,0.0147,27147257.93832539,403817.43972690876673
1659052800,2022-07-29 00:00:00,JUP/USDT,0.014656,0.01522,0.0144,0.014552,15061527.37546865,221085.83433741023391
1658966400,2022-07-28 00:00:00,JUP/USDT,0.014773,0.015616,0.014368,0.014656,24031679.4818518,357477.06470882244851
1658880000,2022-07-27 00:00:00,JUP/USDT,0.01454,0.01596,0.0141,0.014692,39318365.89138719,585727.07186979382859
1658793600,2022-07-26 00:00:00,JUP/USDT,0.014858,0.01571,0.013872,0.014626,23967211.16724228,352985.72029623387726
1658707200,2022-07-25 00:00:00,JUP/USDT,0.015562,0.0189,0.014034,0.014821,91512552.56762158,1499963.63375582658543
1658620800,2022-07-24 00:00:00,JUP/USDT,0.013149,0.0189,0.013146,0.015562,115684894.81286258,1846757.54244976687301
1658534400,2022-07-23 00:00:00,JUP/USDT,0.013775,0.013969,0.012659,0.013149,12718263.39885386,168851.9454567160844
1658448000,2022-07-22 00:00:00,JUP/USDT,0.014334,0.014509,0.013685,0.013727,11835353.13623183,167518.43406440388946
1658361600,2022-07-21 00:00:00,JUP/USDT,0.014507,0.01688,0.013617,0.01435,41047733.65739483,623647.70289676752909
1658275200,2022-07-20 00:00:00,JUP/USDT,0.013976,0.01521,0.012704,0.014466,43109507.72144809,619685.25725849605903
1658188800,2022-07-19 00:00:00,JUP/USDT,0.014356,0.0144,0.01372,0.014,23256763.11982018,326319.18612749687844
1658102400,2022-07-18 00:00:00,JUP/USDT,0.013945,0.014623,0.013841,0.014342,23691223.10651677,338105.87452366175475
1658016000,2022-07-17 00:00:00,JUP/USDT,0.014594,0.015029,0.013831,0.013944,21912124.07252342,313637.17870901392663
1657929600,2022-07-16 00:00:00,JUP/USDT,0.014717,0.01498,0.014037,0.014569,21779881.87461514,315200.79632054864386
1657843200,2022-07-15 00:00:00,JUP/USDT,0.014504,0.015464,0.013867,0.014732,35938723.63699566,530013.2432729569018
1657756800,2022-07-14 00:00:00,JUP/USDT,0.014164,0.015935,0.01328,0.014506,42508761.18846906,619426.57153936437543
1657670400,2022-07-13 00:00:00,JUP/USDT,0.014595,0.015,0.013023,0.014131,53997601.0113411,762028.17124507665419
1657584000,2022-07-12 00:00:00,JUP/USDT,0.014793,0.01671,0.013744,0.014595,57750954.96170292,868057.91339142607299
1657497600,2022-07-11 00:00:00,JUP/USDT,0.017201,0.0176,0.014577,0.014793,38727711.61776521,627579.97529525681634
1657411200,2022-07-10 00:00:00,JUP/USDT,0.015295,0.01912,0.015148,0.017156,76757461.37792933,1319293.4132363233224
1657324800,2022-07-09 00:00:00,JUP/USDT,0.014766,0.01685,0.01381,0.015295,43696857.67011244,666175.23961408481075
1657238400,2022-07-08 00:00:00,JUP/USDT,0.01548,0.0162,0.013246,0.014766,47474644.56097971,708131.73335196777911
1657152000,2022-07-07 00:00:00,JUP/USDT,0.017616,0.019109,0.0151,0.015514,105527656.12641438,1818697.99570975565203
1657065600,2022-07-06 00:00:00,JUP/USDT,0.011301,0.019,0.010765,0.017616,249543574.02162267,3721054.84318164130493
1656979200,2022-07-05 00:00:00,JUP/USDT,0.010348,0.012398,0.009926,0.011241,42933485.15267351,469092.55971891999212
1656892800,2022-07-04 00:00:00,JUP/USDT,0.010689,0.011501,0.01008,0.01035,31219871.2164855,331217.51623002150661
1656806400,2022-07-03 00:00:00,JUP/USDT,0.010815,0.01377,0.010419,0.010675,46709656.4271971,537623.4376230075946
1656720000,2022-07-02 00:00:00,JUP/USDT,0.010628,0.014,0.01029,0.010826,155382852.53410483,1903316.9229110450784
1656633600,2022-07-01 00:00:00,JUP/USDT,0.008272,0.012304,0.008163,0.010628,180662018.94918853,1906120.25220976098916
1656547200,2022-06-30 00:00:00,JUP/USDT,0.009315,0.009315,0.00781,0.008272,51840131.81220291,433222.06290868256761
1656460800,2022-06-29 00:00:00,JUP/USDT,0.008677,0.01008,0.00793,0.009298,77943454.76693225,682426.09285492395864
1656374400,2022-06-28 00:00:00,JUP/USDT,0.009498,0.01017,0.008331,0.008677,84168836.02651753,770677.36794031235482
1656288000,2022-06-27 00:00:00,JUP/USDT,0.01064,0.01188,0.009035,0.009498,94815420.98297193,962588.11198660780468
1656201600,2022-06-26 00:00:00,JUP/USDT,0.011316,0.0118,0.01021,0.010641,85782317.79635245,959876.29441592531077
1656115200,2022-06-25 00:00:00,JUP/USDT,0.01459,0.014921,0.010835,0.011397,146453414.41837536,1796298.12863972083611
1656028800,2022-06-24 00:00:00,JUP/USDT,0.01674,0.0197,0.01389,0.01459,279329552.25893028,4567706.52189412371499
1655942400,2022-06-23 00:00:00,JUP/USDT,0.009582,0.017518,0.00955,0.01674,336768430.24857259,4418229.45874569995641
1655856000,2022-06-22 00:00:00,JUP/USDT,0.008472,0.01225,0.008053,0.009582,170998670.89351865,1682627.71028037855164
1655769600,2022-06-21 00:00:00,JUP/USDT,0.008336,0.00868,0.007349,0.008472,51524438.72156755,420558.31121480158421
1655683200,2022-06-20 00:00:00,JUP/USDT,0.00718,0.01,0.006571,0.00831,79611906.95908498,680704.56027072576055
1655596800,2022-06-19 00:00:00,JUP/USDT,0.005905,0.0084,0.0056,0.007236,82622106.76863824,572667.994311401288
1655510400,2022-06-18 00:00:00,JUP/USDT,0.006288,0.006694,0.0051,0.00595,67907440.2088198,395266.24948779581058
1655424000,2022-06-17 00:00:00,JUP/USDT,0.008066,0.008668,0.006042,0.006264,111781003.95331899,785424.23178738903504
1655337600,2022-06-16 00:00:00,JUP/USDT,0.00538,0.01064,0.005,0.008066,445407928.7821693,3290766.89508391142851
1655251200,2022-06-15 00:00:00,JUP/USDT,0.00327,0.006,0.00293,0.005348,184100328.65248649,880412.40840922940855
1655164800,2022-06-14 00:00:00,JUP/USDT,0.00319,0.00373,0.003,0.00329,66556643.36531501,219700.9417439315419
1655078400,2022-06-13 00:00:00,JUP/USDT,0.00356,0.00367,0.00284,0.00318,68138402.75139221,218577.3473563852929
1654992000,2022-06-12 00:00:00,JUP/USDT,0.00386,0.00415,0.00346,0.00356,58744955.87821328,225764.4510449807689
1654905600,2022-06-11 00:00:00,JUP/USDT,0.00372,0.00431,0.00331,0.00387,50450150.47279982,193049.0230164501853
1654819200,2022-06-10 00:00:00,JUP/USDT,0.00419,0.00451,0.00367,0.00372,54793682.49523265,223182.7100323746518
1654732800,2022-06-09 00:00:00,JUP/USDT,0.00504,0.00524,0.00408,0.00419,77214758.57784426,342629.6704619490186
1654646400,2022-06-08 00:00:00,JUP/USDT,0.00456,0.0064,0.00434,0.00504,151469818.80294808,795993.5957430884564
1654560000,2022-06-07 00:00:00,JUP/USDT,0.00355,0.006,0.00322,0.00455,132959955.52012637,567289.2046648002428
1654473600,2022-06-06 00:00:00,JUP/USDT,0.00368,0.008,0.00346,0.00356,404386817.24281302,1986116.3080269322134
1654387200,2022-06-05 00:00:00,JUP/USDT,0.00326,0.00425,0.00292,0.00371,105118436.23489864,348292.7516774801782
1654300800,2022-06-04 00:00:00,JUP/USDT,0.00321,0.00358,0.00316,0.00326,34356513.41715603,115394.3641887738363
1654214400,2022-06-03 00:00:00,JUP/USDT,0.00305,0.00328,0.00281,0.00318,35524125.63787034,107928.3623883149143
1654128000,2022-06-02 00:00:00,JUP/USDT,0.0031,0.00334,0.0029,0.00304,49111866.32529144,153582.8046628949462
1654041600,2022-06-01 00:00:00,JUP/USDT,0.00408,0.00517,0.0026,0.00313,138869589.21508649,504125.1871914584534
1653955200,2022-05-31 00:00:00,JUP/USDT,0.00358,0.00421,0.00355,0.00408,58410889.33358704,221960.4620837064609
