https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume H3RO3S,Volume USDT
1663459200,2022-09-18 00:00:00,H3RO3S/USDT,0.0023,0.0047,0.0023,0.00378,80023472.8207,303746.146990406
1663372800,2022-09-17 00:00:00,H3RO3S/USDT,0.00182,0.00378,0.00179,0.0023,122214798.30234844,345143.339872874586
1663286400,2022-09-16 00:00:00,H3RO3S/USDT,0.00199,0.00214,0.00175,0.00181,10382424.1442,19963.383477401
1663200000,2022-09-15 00:00:00,H3RO3S/USDT,0.00211,0.00224,0.00172,0.00198,10452252.6207,21250.610319553
1663113600,2022-09-14 00:00:00,H3RO3S/USDT,0.00208,0.00218,0.00204,0.0021,6756715.3204,14182.288824647
1663027200,2022-09-13 00:00:00,H3RO3S/USDT,0.00228,0.00239,0.00197,0.00209,21522127.4769,46209.544802598
1662940800,2022-09-12 00:00:00,H3RO3S/USDT,0.00234,0.00264,0.00223,0.00226,31405356.8008,74476.476838271
1662854400,2022-09-11 00:00:00,H3RO3S/USDT,0.00228,0.00241,0.00221,0.00234,6463493.7645,15016.00486541
1662768000,2022-09-10 00:00:00,H3RO3S/USDT,0.00224,0.00239,0.00219,0.00229,2979183.78,6832.973923282
1662681600,2022-09-09 00:00:00,H3RO3S/USDT,0.00213,0.00234,0.0021,0.00223,8485407.1115,18731.731641589
1662595200,2022-09-08 00:00:00,H3RO3S/USDT,0.0022,0.0023,0.0018,0.00214,9984272.498,21621.651518619
1662508800,2022-09-07 00:00:00,H3RO3S/USDT,0.00218,0.00248,0.00211,0.0022,12547906.3045,28552.176710082
1662422400,2022-09-06 00:00:00,H3RO3S/USDT,0.00215,0.00248,0.00213,0.00217,8893996.3856,20577.84684637
1662336000,2022-09-05 00:00:00,H3RO3S/USDT,0.00221,0.00233,0.0021,0.00214,4234981.99086585,9300.216918497919
1662249600,2022-09-04 00:00:00,H3RO3S/USDT,0.00233,0.00233,0.00214,0.0022,1570052.7827,3457.169507444
1662163200,2022-09-03 00:00:00,H3RO3S/USDT,0.00227,0.00256,0.00217,0.00233,9814553.9598,23186.986195147
1662076800,2022-09-02 00:00:00,H3RO3S/USDT,0.00207,0.00249,0.00197,0.00226,7288406.757,16130.578033386
1661990400,2022-09-01 00:00:00,H3RO3S/USDT,0.00226,0.00226,0.00206,0.00207,6130592.6857,13169.246303731
1661904000,2022-08-31 00:00:00,H3RO3S/USDT,0.00209,0.00261,0.00208,0.00224,20325059.89807306,48462.8973486059492
1661817600,2022-08-30 00:00:00,H3RO3S/USDT,0.00218,0.00224,0.00207,0.00208,3009929.26177973,6447.1357570677979
1661731200,2022-08-29 00:00:00,H3RO3S/USDT,0.0022,0.00224,0.00213,0.00216,1624646.87249532,3536.993067312126
1661644800,2022-08-28 00:00:00,H3RO3S/USDT,0.00215,0.00225,0.00214,0.0022,1164416.07440676,2548.7746437761273
1661558400,2022-08-27 00:00:00,H3RO3S/USDT,0.00227,0.00227,0.00213,0.00215,5673514.68994412,12418.0650599104363
1661472000,2022-08-26 00:00:00,H3RO3S/USDT,0.00245,0.00245,0.00221,0.00227,7972340.26507716,18669.4799983594258
1661385600,2022-08-25 00:00:00,H3RO3S/USDT,0.00244,0.00251,0.00241,0.00244,3366988.82835137,8199.3193596796602
1661299200,2022-08-24 00:00:00,H3RO3S/USDT,0.00246,0.00256,0.00242,0.00244,3352312.78136999,8242.3472582589489
1661212800,2022-08-23 00:00:00,H3RO3S/USDT,0.00242,0.00273,0.0024,0.00248,17458747.38407023,44511.0150821987071
1661126400,2022-08-22 00:00:00,H3RO3S/USDT,0.00251,0.00251,0.00235,0.00242,5359575.42400141,13063.9905317487735
1661040000,2022-08-21 00:00:00,H3RO3S/USDT,0.00238,0.00251,0.00238,0.00251,2887915.51669292,7049.8946669598357
1660953600,2022-08-20 00:00:00,H3RO3S/USDT,0.00246,0.00251,0.00234,0.00241,10033130.86974837,24127.0197720364824
1660867200,2022-08-19 00:00:00,H3RO3S/USDT,0.00259,0.00262,0.0024,0.00243,14148296.67862815,35183.7484102574767
1660780800,2022-08-18 00:00:00,H3RO3S/USDT,0.00275,0.00315,0.00253,0.00259,32472541.29375229,90599.7540663914548
1660694400,2022-08-17 00:00:00,H3RO3S/USDT,0.00259,0.00296,0.00255,0.00275,45287068.78359292,125885.5629455752865
1660608000,2022-08-16 00:00:00,H3RO3S/USDT,0.0026,0.0029,0.00251,0.00259,12606037.49386089,34038.8724874054057
1660521600,2022-08-15 00:00:00,H3RO3S/USDT,0.00265,0.00282,0.00255,0.0026,9793056.38655909,25914.0919529627003
1660435200,2022-08-14 00:00:00,H3RO3S/USDT,0.00256,0.00302,0.00253,0.00263,25313818.29755174,68027.7601429142271
1660348800,2022-08-13 00:00:00,H3RO3S/USDT,0.00263,0.00278,0.00254,0.00256,15493595.23299135,40571.7540956951557
1660262400,2022-08-12 00:00:00,H3RO3S/USDT,0.00277,0.0033,0.00253,0.00261,58180815.61180252,167697.7496579251418
1660176000,2022-08-11 00:00:00,H3RO3S/USDT,0.00251,0.00292,0.00244,0.00277,19586423.32246941,52065.8839154602297
1660089600,2022-08-10 00:00:00,H3RO3S/USDT,0.00247,0.00256,0.0024,0.00253,7823062.64237434,19342.1353206325146
1660003200,2022-08-09 00:00:00,H3RO3S/USDT,0.00263,0.00263,0.0024,0.00247,5915863.46014445,14739.9551215795935
1659916800,2022-08-08 00:00:00,H3RO3S/USDT,0.00257,0.00278,0.00251,0.0026,13310715.86146148,34975.9069497405835
1659830400,2022-08-07 00:00:00,H3RO3S/USDT,0.00257,0.0026,0.0025,0.00255,4407874.11999373,11243.0952267498852
1659744000,2022-08-06 00:00:00,H3RO3S/USDT,0.00263,0.00266,0.00254,0.00258,4616635.63088189,11989.0295263921255
1659657600,2022-08-05 00:00:00,H3RO3S/USDT,0.00258,0.00268,0.00251,0.00263,6222409.9476142,16094.6956140734938
1659571200,2022-08-04 00:00:00,H3RO3S/USDT,0.00262,0.00279,0.0025,0.00258,14387493.13520364,37796.4338578331293
1659484800,2022-08-03 00:00:00,H3RO3S/USDT,0.00295,0.00307,0.0025,0.00262,26097039.71396744,70348.9084354424271
1659398400,2022-08-02 00:00:00,H3RO3S/USDT,0.00268,0.00357,0.00263,0.00294,57991565.94474321,175576.0237492470889
1659312000,2022-08-01 00:00:00,H3RO3S/USDT,0.00256,0.00318,0.00253,0.00266,18816016.27198154,52939.875448425699
1659225600,2022-07-31 00:00:00,H3RO3S/USDT,0.00261,0.00273,0.00254,0.00258,7633565.09721944,20093.4521056707933
1659139200,2022-07-30 00:00:00,H3RO3S/USDT,0.00249,0.00274,0.00244,0.0026,18008396.75103847,46649.8425477618375
1659052800,2022-07-29 00:00:00,H3RO3S/USDT,0.00266,0.00304,0.0023,0.00247,42991903.43242693,116783.519329318977
1658966400,2022-07-28 00:00:00,H3RO3S/USDT,0.00255,0.00275,0.00252,0.00266,9310558.7019521,24354.1464948685652
1658880000,2022-07-27 00:00:00,H3RO3S/USDT,0.00252,0.0027,0.00244,0.00255,11370581.67467087,29104.6374689722147
1658793600,2022-07-26 00:00:00,H3RO3S/USDT,0.00253,0.00279,0.00236,0.00254,14321870.95744166,36121.4486633811987
1658707200,2022-07-25 00:00:00,H3RO3S/USDT,0.00259,0.00274,0.00249,0.00253,8847328.90495349,23149.4027847942438
1658620800,2022-07-24 00:00:00,H3RO3S/USDT,0.00253,0.00264,0.00246,0.00259,5207637.73949839,13246.4692239563364
1658534400,2022-07-23 00:00:00,H3RO3S/USDT,0.00265,0.00267,0.00234,0.00253,8894123.89726023,22587.1282234459724
1658448000,2022-07-22 00:00:00,H3RO3S/USDT,0.00273,0.00275,0.00254,0.00267,5866942.23229785,15693.0835025496471
1658361600,2022-07-21 00:00:00,H3RO3S/USDT,0.00275,0.00282,0.00261,0.00273,6687513.8450679,18133.5602157539737
1658275200,2022-07-20 00:00:00,H3RO3S/USDT,0.00298,0.00298,0.00266,0.00275,16958302.26155552,48000.6801831866741
1658188800,2022-07-19 00:00:00,H3RO3S/USDT,0.00284,0.00344,0.00282,0.00299,24460411.41374222,74831.5353204131948
1658102400,2022-07-18 00:00:00,H3RO3S/USDT,0.00277,0.00298,0.00275,0.00284,8964789.34017605,25734.4975104292315
