https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GAS,Volume USDT
1660608000,2022-08-16 00:00:00,GAS/USDT,3.0847,3.148,2.9952,3.0396,4416.8326,13677.12447163
1660521600,2022-08-15 00:00:00,GAS/USDT,3.0909,3.1636,2.9299,3.0628,3161.5696,9596.57815842
1660435200,2022-08-14 00:00:00,GAS/USDT,3.163,3.195,3.0884,3.1106,1395.9656,4382.6406886
1660348800,2022-08-13 00:00:00,GAS/USDT,3.1866,3.1867,3.1034,3.1719,505.1456,1584.28636131
1660262400,2022-08-12 00:00:00,GAS/USDT,3.0764,3.1681,3.0221,3.1589,2165.693,6701.83308917
1660176000,2022-08-11 00:00:00,GAS/USDT,3.0165,3.1864,3.0165,3.0931,2435.841,7539.57246666
1660089600,2022-08-10 00:00:00,GAS/USDT,2.8776,3.2558,2.8517,3.0441,2342.4615,7077.65692021
1660003200,2022-08-09 00:00:00,GAS/USDT,3.0001,3.0163,2.8647,2.8966,647.5386,1900.66690431
1659916800,2022-08-08 00:00:00,GAS/USDT,3.0048,3.0737,2.9745,3.0177,786.9496,2384.15693323
1659830400,2022-08-07 00:00:00,GAS/USDT,3.002,3.032,2.9605,2.9778,1608.2773,4842.39233787
1659744000,2022-08-06 00:00:00,GAS/USDT,3.0189,3.0427,2.9679,3.0024,1551.3351,4667.79462287
1659657600,2022-08-05 00:00:00,GAS/USDT,2.9132,3.052,2.9101,3.032,8562.9849,25445.29833713
1659571200,2022-08-04 00:00:00,GAS/USDT,2.9104,2.9368,2.8706,2.897,606.0284,1758.05788655
1659484800,2022-08-03 00:00:00,GAS/USDT,2.9285,2.9628,2.8616,2.8873,863.3554,2519.05659632
1659398400,2022-08-02 00:00:00,GAS/USDT,3.0913,3.1061,2.8518,2.9467,2487.686,7506.25755789
1659312000,2022-08-01 00:00:00,GAS/USDT,2.9498,3.163,2.9382,3.109,6149.816,18778.75711285
1659225600,2022-07-31 00:00:00,GAS/USDT,2.9065,3,2.8784,2.9717,2731.7725,8111.69166689
1659139200,2022-07-30 00:00:00,GAS/USDT,2.8957,3,2.8502,2.8757,1981.0599,5801.69658375
1659052800,2022-07-29 00:00:00,GAS/USDT,2.8853,3,2.8351,2.9339,2912.56181655,8561.96523741849
1658966400,2022-07-28 00:00:00,GAS/USDT,2.7836,2.8972,2.719,2.8733,1042.6329,2898.0702741
1658880000,2022-07-27 00:00:00,GAS/USDT,2.6418,2.7538,2.5932,2.7323,2054.4574,5488.46647854
1658793600,2022-07-26 00:00:00,GAS/USDT,2.6477,2.7135,2.5574,2.6132,4347.3539,11481.76574072
1658707200,2022-07-25 00:00:00,GAS/USDT,2.8082,2.8496,2.6477,2.6477,4117.7479,11312.9301696
1658620800,2022-07-24 00:00:00,GAS/USDT,2.8244,2.8351,2.7596,2.7976,1677.4762,4683.64447348
1658534400,2022-07-23 00:00:00,GAS/USDT,2.8254,2.8751,2.7042,2.8475,4454.888,12404.78803793
1658448000,2022-07-22 00:00:00,GAS/USDT,2.7937,2.9918,2.7838,2.8733,5663.0828,16448.14064835
1658361600,2022-07-21 00:00:00,GAS/USDT,2.7994,2.8185,2.678,2.7643,1138.3739,3171.56731054
1658275200,2022-07-20 00:00:00,GAS/USDT,2.8892,3.0324,2.7075,2.77,4597.4779,13289.52843273
1658188800,2022-07-19 00:00:00,GAS/USDT,2.8147,2.9,2.7437,2.9,2559.2798,7339.73656189
1658102400,2022-07-18 00:00:00,GAS/USDT,2.6761,2.863,2.6151,2.863,2160.5527,5860.86082668
1658016000,2022-07-17 00:00:00,GAS/USDT,2.7237,2.7595,2.676,2.7004,569.4091,1534.98273521
1657929600,2022-07-16 00:00:00,GAS/USDT,2.6604,2.74,2.6424,2.73,1601.3801,4319.94888717
1657843200,2022-07-15 00:00:00,GAS/USDT,2.637,2.7082,2.6081,2.6894,1931.7925,5175.19902279
1657756800,2022-07-14 00:00:00,GAS/USDT,2.6413,2.6684,2.5213,2.657,2048.3744,5335.46217834
1657670400,2022-07-13 00:00:00,GAS/USDT,2.5562,2.6443,2.4097,2.6437,3301.4309,8357.11014286
1657584000,2022-07-12 00:00:00,GAS/USDT,2.5958,2.6236,2.5345,2.5345,2854.165,7303.1071331
1657497600,2022-07-11 00:00:00,GAS/USDT,2.7803,2.8114,2.5962,2.6264,1256.4536,3385.80623171
1657411200,2022-07-10 00:00:00,GAS/USDT,2.8401,2.8531,2.7223,2.807,2665.0565,7458.75800618
1657324800,2022-07-09 00:00:00,GAS/USDT,2.8499,2.8989,2.7853,2.8859,1710.3754,4880.3320087
1657238400,2022-07-08 00:00:00,GAS/USDT,2.7838,2.8685,2.6787,2.8685,2293.9143,6394.16269059
1657152000,2022-07-07 00:00:00,GAS/USDT,2.7247,2.8311,2.6689,2.8042,1339.72649837,3671.639317337619
1657065600,2022-07-06 00:00:00,GAS/USDT,2.7082,2.7434,2.6239,2.735,933.47984019,2507.997221374522
1656979200,2022-07-05 00:00:00,GAS/USDT,2.7318,2.7896,2.5869,2.6905,3908.22213443,10409.90323728061
1656892800,2022-07-04 00:00:00,GAS/USDT,2.6293,2.9161,2.5405,2.7087,7862.30388578,20759.185026932452
1656806400,2022-07-03 00:00:00,GAS/USDT,2.617,2.6293,2.4612,2.615,5845.61365745,14917.535727716789
1656720000,2022-07-02 00:00:00,GAS/USDT,2.6291,2.748,2.5375,2.6469,7307.67591086,19115.544801442866
1656633600,2022-07-01 00:00:00,GAS/USDT,2.6354,2.6666,2.4861,2.5988,1894.09016896,4837.037425939381
1656547200,2022-06-30 00:00:00,GAS/USDT,2.724,2.7398,2.4269,2.6092,2241.06393309,5687.529352218183
1656460800,2022-06-29 00:00:00,GAS/USDT,2.8175,2.8175,2.6719,2.7494,2280.78750049,6271.424278908734
1656374400,2022-06-28 00:00:00,GAS/USDT,2.9017,2.9529,2.806,2.8292,1609.74071584,4617.565985490894
1656288000,2022-06-27 00:00:00,GAS/USDT,2.8635,2.9813,2.7838,2.9172,3320.53168181,9567.671450164709
1656201600,2022-06-26 00:00:00,GAS/USDT,2.8569,3.0813,2.8402,2.868,6213.45294321,18221.379970788685
1656115200,2022-06-25 00:00:00,GAS/USDT,2.8296,2.8569,2.7198,2.8416,1805.84460814,5050.279202337556
1656028800,2022-06-24 00:00:00,GAS/USDT,2.7533,2.8611,2.6917,2.8611,1138.39554946,3135.097313550482
1655942400,2022-06-23 00:00:00,GAS/USDT,2.6546,2.7819,2.6226,2.7819,458.82872441,1236.606160886961
1655856000,2022-06-22 00:00:00,GAS/USDT,2.695,2.7551,2.5752,2.6588,1076.77763679,2861.424245810249
1655769600,2022-06-21 00:00:00,GAS/USDT,2.6566,2.7651,2.5834,2.7186,1209.96531085,3261.563875784756
1655683200,2022-06-20 00:00:00,GAS/USDT,2.5821,2.659,2.4632,2.6566,2116.85465929,5395.559488199791
1655596800,2022-06-19 00:00:00,GAS/USDT,2.4598,2.62,2.3505,2.6062,2146.93738602,5371.865131312728
1655510400,2022-06-18 00:00:00,GAS/USDT,2.6625,2.7421,2.2959,2.493,11288.79925267,28527.849409118702
1655424000,2022-06-17 00:00:00,GAS/USDT,2.4815,2.6998,2.4441,2.6624,1960.89120356,5051.67324070244
1655337600,2022-06-16 00:00:00,GAS/USDT,2.6483,2.735,2.3736,2.5095,5592.27960616,13941.545866478957
1655251200,2022-06-15 00:00:00,GAS/USDT,2.4646,2.6316,2.1195,2.6316,9677.72404897,23763.044417908274
1655164800,2022-06-14 00:00:00,GAS/USDT,2.4263,2.6346,2.1153,2.4407,4631.03904401,10804.226980322236
1655078400,2022-06-13 00:00:00,GAS/USDT,2.937,2.937,2.2825,2.4271,11202.69361304,28050.658598221548
1654992000,2022-06-12 00:00:00,GAS/USDT,3.1689,3.1934,2.8344,2.9732,4874.63419982,14796.835354516021
1654905600,2022-06-11 00:00:00,GAS/USDT,2.9667,3.1841,2.8133,3.1841,6196.81385499,18663.184922730046
1654819200,2022-06-10 00:00:00,GAS/USDT,2.9668,3.0519,2.8323,2.9456,2791.07297591,8154.43658361696
1654732800,2022-06-09 00:00:00,GAS/USDT,3.0633,3.0774,2.973,3.0108,1260.57905099,3810.782120406541
1654646400,2022-06-08 00:00:00,GAS/USDT,3.0514,3.1,2.924,3.0158,3012.11880705,9100.282799357578
1654560000,2022-06-07 00:00:00,GAS/USDT,3.1985,3.1985,2.8823,3.0275,2837.39439412,8423.798761944951
1654473600,2022-06-06 00:00:00,GAS/USDT,3.1308,3.6162,3.081,3.2268,16076.79743192,53214.414361109644
1654387200,2022-06-05 00:00:00,GAS/USDT,2.8547,4.1689,2.7805,3.1334,52275.50011257,178683.845657313663
1654300800,2022-06-04 00:00:00,GAS/USDT,2.859,2.9116,2.75,2.855,1849.22160278,5283.641277859778
1654214400,2022-06-03 00:00:00,GAS/USDT,2.952,2.9871,2.7404,2.8025,1879.86259362,5360.243636089045
1654128000,2022-06-02 00:00:00,GAS/USDT,2.794,2.952,2.7809,2.9213,1034.85874684,2953.750128590409
1654041600,2022-06-01 00:00:00,GAS/USDT,2.9631,3.1568,2.7733,2.8269,2400.70366854,7191.547932740572
1653955200,2022-05-31 00:00:00,GAS/USDT,3.0436,3.0662,2.881,2.9738,1725.11033455,5110.829270013029
1653868800,2022-05-30 00:00:00,GAS/USDT,2.8501,3.1025,2.7425,3.0216,7446.59418971,21627.833719170084
1653782400,2022-05-29 00:00:00,GAS/USDT,2.7554,2.8596,2.6489,2.8596,7158.2026625,19785.24464536101
1653696000,2022-05-28 00:00:00,GAS/USDT,2.6414,2.7648,2.5755,2.7359,8421.85446498,22607.929479456888
1653609600,2022-05-27 00:00:00,GAS/USDT,2.7062,2.7485,2.5002,2.6035,4632.13718317,11925.598647741277
1653523200,2022-05-26 00:00:00,GAS/USDT,2.8605,2.8646,2.4635,2.7452,5510.18711745,14869.111423821655
1653436800,2022-05-25 00:00:00,GAS/USDT,2.7683,3.1701,2.7683,2.8851,5342.77615387,15803.110732507717
1653350400,2022-05-24 00:00:00,GAS/USDT,2.8252,2.8632,2.4975,2.761,10171.0779407,27163.797663635781
1653264000,2022-05-23 00:00:00,GAS/USDT,2.6611,4,2.6611,2.8237,58948.94256534,194693.060515265212
1653177600,2022-05-22 00:00:00,GAS/USDT,2.4144,3.2059,2.4015,2.6158,23493.16129745,62601.995374326806
1653091200,2022-05-21 00:00:00,GAS/USDT,2.3767,2.4013,2.2537,2.4013,3252.38729699,7545.44436980491
1653004800,2022-05-20 00:00:00,GAS/USDT,2.465,2.486,2.3308,2.3819,3771.69272343,9057.927399435309
1652918400,2022-05-19 00:00:00,GAS/USDT,2.4087,2.5764,2.2494,2.4792,11292.48157624,26631.856760985461
1652832000,2022-05-18 00:00:00,GAS/USDT,2.65,2.6592,2.3734,2.3952,14814.30321733,36869.26385633547
1652745600,2022-05-17 00:00:00,GAS/USDT,2.4812,2.65,2.4129,2.65,26616.52160733,66882.497308952063
1652659200,2022-05-16 00:00:00,GAS/USDT,2.5771,2.8445,2.4341,2.485,38433.37165811,100197.488161390342
1652572800,2022-05-15 00:00:00,GAS/USDT,2.3898,2.5607,2.3311,2.5477,4433.08372123,10775.870249195316
1652486400,2022-05-14 00:00:00,GAS/USDT,2.2681,2.4679,2.18,2.3828,5978.54971273,13884.916164856245
1652400000,2022-05-13 00:00:00,GAS/USDT,2.0708,2.4067,2.036,2.2455,8060.79704154,18132.587235876166
1652313600,2022-05-12 00:00:00,GAS/USDT,2.3004,2.464,1.7419,2.0786,12274.98315209,25349.225922861771
1652227200,2022-05-11 00:00:00,GAS/USDT,3.0609,3.1,2.1795,2.3436,9738.81245548,25777.381213191163
1652140800,2022-05-10 00:00:00,GAS/USDT,3.0102,3.2945,2.8789,3.0768,5340.53003808,16574.916558003979
1652054400,2022-05-09 00:00:00,GAS/USDT,3.555,3.7751,3.009,3.042,13173.61784998,45288.268141698429
1651968000,2022-05-08 00:00:00,GAS/USDT,3.7244,3.7791,3.5256,3.555,5407.04324578,19626.048604038098
1651881600,2022-05-07 00:00:00,GAS/USDT,3.8676,3.8676,3.6478,3.7244,3191.15388851,12085.699051145423
1651795200,2022-05-06 00:00:00,GAS/USDT,3.9648,3.9661,3.7819,3.8749,9095.2980727,35008.79221129783
1651708800,2022-05-05 00:00:00,GAS/USDT,4.3342,4.3998,3.8938,3.9531,7824.37295933,32588.590528296646
1651622400,2022-05-04 00:00:00,GAS/USDT,4.0594,4.3231,3.9767,4.3231,6164.17599129,25384.459648744856
1651536000,2022-05-03 00:00:00,GAS/USDT,4.0837,4.1941,4.0047,4.0444,4515.96329466,18538.635879541116
1651449600,2022-05-02 00:00:00,GAS/USDT,4.1426,4.1628,3.9969,4.1138,3606.78093131,14751.788176522366
1651363200,2022-05-01 00:00:00,GAS/USDT,4.0072,4.1438,3.9066,4.1438,5744.82406132,23203.091387057836
1651276800,2022-04-30 00:00:00,GAS/USDT,4.3554,4.3691,4,4.0336,6421.64327141,27121.503026613988
1651190400,2022-04-29 00:00:00,GAS/USDT,4.5734,4.7155,4.3268,4.3691,5060.0869323,22760.54018085474
1651104000,2022-04-28 00:00:00,GAS/USDT,4.5197,4.713,4.4883,4.5734,5151.15365206,23614.531115694514
1651017600,2022-04-27 00:00:00,GAS/USDT,4.4552,4.6003,4.3649,4.5458,5772.79901363,25847.414191669294
1650931200,2022-04-26 00:00:00,GAS/USDT,4.7344,4.7901,4.4348,4.4552,3345.80182474,15405.660454179362
1650844800,2022-04-25 00:00:00,GAS/USDT,4.8575,5.1486,4.4869,4.7489,19238.51244726,91341.030946049823
1650758400,2022-04-24 00:00:00,GAS/USDT,4.9916,4.9916,4.8071,4.8686,3085.94892604,15041.355531543763
1650672000,2022-04-23 00:00:00,GAS/USDT,4.9717,5.0286,4.9215,4.9937,3787.41542591,18808.209849417742
1650585600,2022-04-22 00:00:00,GAS/USDT,5.0056,5.1088,4.9184,5.0213,9268.93527264,46539.826730163585
1650499200,2022-04-21 00:00:00,GAS/USDT,5.0536,5.4314,4.9005,5.0061,16544.37516266,85070.199948464251
1650412800,2022-04-20 00:00:00,GAS/USDT,5.0194,5.2024,4.8962,5.028,9286.61442051,47241.559539025949
1650326400,2022-04-19 00:00:00,GAS/USDT,4.8284,5.0193,4.7959,5.0193,4513.4982181,22138.6026329633
1650240000,2022-04-18 00:00:00,GAS/USDT,4.7551,4.8735,4.5641,4.84,6324.98823993,29622.884264263548
1650153600,2022-04-17 00:00:00,GAS/USDT,4.885,4.885,4.748,4.7624,3874.90647609,18725.178311595243
1650067200,2022-04-16 00:00:00,GAS/USDT,4.905,5.014,4.8238,4.8827,2761.34326795,13549.864575244463
1649980800,2022-04-15 00:00:00,GAS/USDT,4.8336,5.203,4.7865,4.8978,2961.23638002,14429.390990458304
1649894400,2022-04-14 00:00:00,GAS/USDT,4.9287,4.9668,4.7603,4.8284,5028.00000125,24619.272429848247
1649808000,2022-04-13 00:00:00,GAS/USDT,4.6952,4.9642,4.6458,4.9372,5762.30312586,27754.891627602333
1649721600,2022-04-12 00:00:00,GAS/USDT,4.5423,4.7648,4.4131,4.6952,13912.08840903,63591.604173204991
1649635200,2022-04-11 00:00:00,GAS/USDT,4.905,5.0186,4.4442,4.5118,17725.34757564,81223.749714062411
1649548800,2022-04-10 00:00:00,GAS/USDT,5.1038,5.1258,4.9084,4.9084,4414.50302241,22225.411123532709
1649462400,2022-04-09 00:00:00,GAS/USDT,5.0002,5.2031,4.9691,5.0794,3332.96593678,16870.751674796198
1649376000,2022-04-08 00:00:00,GAS/USDT,5.264,5.2888,5.0185,5.0185,11552.56193159,59692.877826669987
1649289600,2022-04-07 00:00:00,GAS/USDT,5.0434,5.3091,4.9409,5.2706,4846.80800971,24828.970577642322
1649203200,2022-04-06 00:00:00,GAS/USDT,5.5406,5.8619,5.0014,5.01,18122.99041987,97005.876502177472
1649116800,2022-04-05 00:00:00,GAS/USDT,5.7121,5.9877,5.5406,5.5501,13698.34992456,78080.206214439475
1649030400,2022-04-04 00:00:00,GAS/USDT,6,6,5.5158,5.7586,15393.41366017,88372.781361728541
1648944000,2022-04-03 00:00:00,GAS/USDT,6.1327,6.1734,5.8799,6,10055.31737833,60213.039247325344
1648857600,2022-04-02 00:00:00,GAS/USDT,6.2513,6.3996,6.0211,6.1408,11224.66558044,69651.686689861056
1648771200,2022-04-01 00:00:00,GAS/USDT,5.8212,6.2581,5.5931,6.2537,25360.76186579,149613.180773651847
1648684800,2022-03-31 00:00:00,GAS/USDT,5.7734,6.4,5.5071,5.8212,23300.85849306,134957.988083807567
1648598400,2022-03-30 00:00:00,GAS/USDT,5.7053,5.8156,5.5066,5.7649,5586.90233104,31717.317715044627
1648512000,2022-03-29 00:00:00,GAS/USDT,5.6053,5.9066,5.4622,5.7323,11319.92593918,64581.086076210013
1648425600,2022-03-28 00:00:00,GAS/USDT,5.4969,5.804,5.4442,5.5937,13893.78555821,77945.442080482983
1648339200,2022-03-27 00:00:00,GAS/USDT,5.1395,6.1288,5.1191,5.4738,21407.57529337,119668.581043984957
1648252800,2022-03-26 00:00:00,GAS/USDT,4.9716,5.1563,4.9313,5.1563,9512.92682568,47904.550245321263
1648166400,2022-03-25 00:00:00,GAS/USDT,5.0315,5.0924,4.8386,4.9825,13612.7325258,67212.1322074466
1648080000,2022-03-24 00:00:00,GAS/USDT,4.9604,5.0779,4.8649,5.0347,6048.98892439,30132.07523801685
1647993600,2022-03-23 00:00:00,GAS/USDT,4.8445,5.1101,4.7909,4.9814,10618.40011155,52185.779206142835
1647907200,2022-03-22 00:00:00,GAS/USDT,4.7293,4.8575,4.7063,4.8575,1140.00748157,5434.5023606205
1647820800,2022-03-21 00:00:00,GAS/USDT,4.7796,4.7799,4.6578,4.7293,1702.98656318,8037.265708682881
1647734400,2022-03-20 00:00:00,GAS/USDT,4.7762,4.8575,4.6621,4.7763,3779.00191514,18099.539986703282
1647648000,2022-03-19 00:00:00,GAS/USDT,4.6387,4.7624,4.6145,4.747,1189.30033609,5597.505792175778
1647561600,2022-03-18 00:00:00,GAS/USDT,4.5641,4.6659,4.4673,4.6659,1329.04558542,6067.157887346114
1647475200,2022-03-17 00:00:00,GAS/USDT,4.5527,4.6348,4.5011,4.5607,3205.21311512,14586.124035737692
1647388800,2022-03-16 00:00:00,GAS/USDT,4.451,4.5658,4.284,4.5658,4817.53387499,21266.635769252632
1647302400,2022-03-15 00:00:00,GAS/USDT,4.5086,4.6132,4.327,4.4686,5675.05793681,25427.754872379096
1647216000,2022-03-14 00:00:00,GAS/USDT,4.4057,4.5102,4.3173,4.5102,2158.54921378,9511.32499681148
1647129600,2022-03-13 00:00:00,GAS/USDT,4.5915,4.5916,4.3945,4.4051,862.08039454,3860.072301205947
1647043200,2022-03-12 00:00:00,GAS/USDT,4.66,4.6605,4.5603,4.6003,1267.38899492,5834.688118553524
1646956800,2022-03-11 00:00:00,GAS/USDT,4.646,5.6067,4.6063,4.6939,21051.07465642,103779.044666308018
1646870400,2022-03-10 00:00:00,GAS/USDT,4.7496,4.7496,4.5094,4.6235,2942.24663231,13461.818605521028
1646784000,2022-03-09 00:00:00,GAS/USDT,4.5776,4.7624,4.5011,4.7624,2973.88940394,13810.604047878247
1646697600,2022-03-08 00:00:00,GAS/USDT,4.3806,4.5766,4.3506,4.5766,1722.89879783,7663.213261762671
1646611200,2022-03-07 00:00:00,GAS/USDT,4.4651,4.7929,4.2888,4.4,3668.36324208,16166.40977473384
1646524800,2022-03-06 00:00:00,GAS/USDT,4.6418,4.663,4.4709,4.4709,1374.97983532,6213.615009465021
1646438400,2022-03-05 00:00:00,GAS/USDT,4.6141,4.6923,4.5119,4.681,1958.72061307,9043.716093346362
1646352000,2022-03-04 00:00:00,GAS/USDT,4.8816,5.0261,4.558,4.6105,2701.8834397,12829.213059614988
1646265600,2022-03-03 00:00:00,GAS/USDT,4.9723,5.0895,4.7763,4.8695,3348.58203113,16677.977160254182
1646179200,2022-03-02 00:00:00,GAS/USDT,5.1189,5.1189,4.8524,4.9796,2137.15326748,10614.45485570592
1646092800,2022-03-01 00:00:00,GAS/USDT,5.0954,5.2283,5.0186,5.1546,3518.70653623,18066.407275894651
1646006400,2022-02-28 00:00:00,GAS/USDT,4.7793,5.1176,4.5744,5.0892,4764.56934292,23033.593363442908
1645920000,2022-02-27 00:00:00,GAS/USDT,4.9167,4.9168,4.6526,4.7862,2640.86036722,12578.743239174876
1645833600,2022-02-26 00:00:00,GAS/USDT,4.8133,4.9201,4.7333,4.9197,2904.58379385,14034.553715516795
1645747200,2022-02-25 00:00:00,GAS/USDT,4.5776,4.8287,4.2996,4.8287,7046.37246805,32332.122544948731
1645660800,2022-02-24 00:00:00,GAS/USDT,4.6665,4.8336,3.9674,4.5776,17774.30567786,81168.523644708713
1645574400,2022-02-23 00:00:00,GAS/USDT,4.7456,4.8424,4.595,4.6559,3465.5276296,16338.125552007932
1645488000,2022-02-22 00:00:00,GAS/USDT,4.5768,4.7536,4.3531,4.7536,4319.85770789,19659.741827762648
1645401600,2022-02-21 00:00:00,GAS/USDT,4.9374,5.0848,4.5084,4.623,11366.35340098,55192.521466706375
1645315200,2022-02-20 00:00:00,GAS/USDT,5.2315,5.5396,4.7559,4.9369,14990.87896192,78087.265923325231
1645228800,2022-02-19 00:00:00,GAS/USDT,5.402,5.4066,5.0633,5.2295,5660.04772395,29756.034436432671
1645142400,2022-02-18 00:00:00,GAS/USDT,5.2512,5.5129,5.2251,5.4019,19819.5073961,106132.628386192436
1645056000,2022-02-17 00:00:00,GAS/USDT,5.8018,5.8988,5.1953,5.2631,15629.60874344,85704.253065967271
1644969600,2022-02-16 00:00:00,GAS/USDT,5.5557,5.8146,5.4496,5.8,16242.47210248,90547.332954510917
1644883200,2022-02-15 00:00:00,GAS/USDT,5.32,5.579,5.2962,5.5549,17520.10962559,95616.860400319533
1644796800,2022-02-14 00:00:00,GAS/USDT,5.3798,5.6252,5.0632,5.2991,48518.74667537,258606.148067354902
1644710400,2022-02-13 00:00:00,GAS/USDT,5.1719,5.6792,5.0263,5.4319,38384.55330836,203891.854566529004
1644624000,2022-02-12 00:00:00,GAS/USDT,5.2604,5.2604,4.9446,5.1942,14084.80061707,71732.335570313843
1644537600,2022-02-11 00:00:00,GAS/USDT,5.4598,5.9496,5.1189,5.2766,18430.29697516,99666.6732540252
1644451200,2022-02-10 00:00:00,GAS/USDT,5.6318,5.763,5.3557,5.4293,8367.98787014,46500.629505138798
1644364800,2022-02-09 00:00:00,GAS/USDT,5.5788,5.763,5.3164,5.6468,6922.94615065,38242.612197273074
1644278400,2022-02-08 00:00:00,GAS/USDT,5.6295,5.8998,5.2533,5.5698,27974.87219797,154944.946795053213
1644192000,2022-02-07 00:00:00,GAS/USDT,5.5429,5.6705,5.3521,5.6296,25727.63138374,141826.786853848341
1644105600,2022-02-06 00:00:00,GAS/USDT,5.5319,5.8799,5.1766,5.5557,23637.06703462,128437.487526966263
1644019200,2022-02-05 00:00:00,GAS/USDT,5.138,6.0299,5.138,5.5231,49198.35969502,278005.321431975533
1643932800,2022-02-04 00:00:00,GAS/USDT,4.7891,5.4998,4.6972,5.13,30453.11598808,155120.380264297913
1643846400,2022-02-03 00:00:00,GAS/USDT,4.8305,5.0037,4.5776,4.7891,22518.53283557,107121.618463505963
1643760000,2022-02-02 00:00:00,GAS/USDT,4.5081,6.0144,4.4814,4.8305,135755.09530371,676700.29789057322
1643673600,2022-02-01 00:00:00,GAS/USDT,4.5497,4.624,4.4408,4.4828,8135.73187713,36744.822004977354
1643587200,2022-01-31 00:00:00,GAS/USDT,4.7093,4.7093,4.3529,4.5378,19113.69234714,86241.967146514245
1643500800,2022-01-30 00:00:00,GAS/USDT,4.2699,5.3999,4.2699,4.7248,60172.60064293,296611.812978948937
1643414400,2022-01-29 00:00:00,GAS/USDT,4.1752,4.2713,3.8186,4.2699,5620.23640372,23341.739165554442
