https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AAVE,Volume USDT
1663545600000.0,2022-09-19 00:00:00,AAVE/USDT,73.08,73.28,72.5,72.78,32.65499312998077,2376.6304
1663459200000.0,2022-09-18 00:00:00,AAVE/USDT,81.45,82.03,70.79,73.08,1426.7146729611386,104264.3083
1663372800000.0,2022-09-17 00:00:00,AAVE/USDT,79.43,81.76,79.14,81.45,296.147269490485,24121.1951
1663286400000.0,2022-09-16 00:00:00,AAVE/USDT,78.63,80.58,77.27,79.43,1802.0381883419361,143135.8933
1663200000000.0,2022-09-15 00:00:00,AAVE/USDT,83.73,84.3,77.84,78.63,1816.0897481877148,142799.1369
1663113600000.0,2022-09-14 00:00:00,AAVE/USDT,83.02,85.96,81.18,83.73,740.0650364266093,61965.6455
1663027200000.0,2022-09-13 00:00:00,AAVE/USDT,91.05,93.59,82.36,83.02,5484.673634064081,455337.6051
1662940800000.0,2022-09-12 00:00:00,AAVE/USDT,91.67,97.0,89.39,91.05,1634.8488555738606,148852.9883
1662854400000.0,2022-09-11 00:00:00,AAVE/USDT,92.77,94.52,89.22,91.67,1264.856905203447,115949.4325
1662768000000.0,2022-09-10 00:00:00,AAVE/USDT,91.25,93.98,89.82,92.77,757.6796130214509,70289.9377
1662681600000.0,2022-09-09 00:00:00,AAVE/USDT,88.32,94.14,88.3,91.25,1030.107693150685,93997.327
1662595200000.0,2022-09-08 00:00:00,AAVE/USDT,87.6,90.0,85.52,88.32,629.0917855525363,55561.3865
1662508800000.0,2022-09-07 00:00:00,AAVE/USDT,83.61,89.32,82.01,87.6,1569.7456118721461,137509.7156
1662422400000.0,2022-09-06 00:00:00,AAVE/USDT,91.25,93.8,83.08,83.61,1706.7390108838656,142700.4487
1662336000000.0,2022-09-05 00:00:00,AAVE/USDT,88.92,91.78,86.78,91.25,433.12910465753424,39523.0308
1662249600000.0,2022-09-04 00:00:00,AAVE/USDT,87.14,89.04,85.8,88.92,330.85202316689157,29419.3619
1662163200000.0,2022-09-03 00:00:00,AAVE/USDT,88.48,88.78,85.77,87.14,1608.1902088593067,140137.6948
1662076800000.0,2022-09-02 00:00:00,AAVE/USDT,86.53,92.23,84.89,88.48,7748.262110081374,685566.2315
1661990400000.0,2022-09-01 00:00:00,AAVE/USDT,84.87,87.11,82.07,86.53,648.3554039061597,56102.1931
1661904000000.0,2022-08-31 00:00:00,AAVE/USDT,84.52,88.85,84.35,84.87,1218.0063167196888,103372.1961
1661817600000.0,2022-08-30 00:00:00,AAVE/USDT,85.82,88.01,81.35,84.52,1051.0581637482253,88835.436
1661731200000.0,2022-08-29 00:00:00,AAVE/USDT,78.7,86.3,77.98,85.82,839.583777674202,72053.0798
1661644800000.0,2022-08-28 00:00:00,AAVE/USDT,82.19,83.5,78.24,78.7,1185.1729275730622,93273.1094
1661558400000.0,2022-08-27 00:00:00,AAVE/USDT,82.82,83.51,80.39,82.19,1790.4802287382895,147159.57
1661472000000.0,2022-08-26 00:00:00,AAVE/USDT,93.38,94.24,81.76,82.82,11248.43118932625,931595.0711
1661385600000.0,2022-08-25 00:00:00,AAVE/USDT,88.57,95.82,87.73,93.38,5439.411245448705,507932.2221
1661299200000.0,2022-08-24 00:00:00,AAVE/USDT,89.47,91.87,86.92,88.57,2698.021797448346,238963.7906
1661212800000.0,2022-08-23 00:00:00,AAVE/USDT,88.63,91.18,85.14,89.47,1567.1462210796915,140212.5724
1661126400000.0,2022-08-22 00:00:00,AAVE/USDT,86.05,88.79,82.0,88.63,1177.07674940765,104324.3123
1661040000000.0,2022-08-21 00:00:00,AAVE/USDT,82.9,87.1,81.59,86.05,3983.1930947123765,342753.7658
1660953600000.0,2022-08-20 00:00:00,AAVE/USDT,83.5,86.95,79.8,82.9,950.1359420989143,78766.2696
1660867200000.0,2022-08-19 00:00:00,AAVE/USDT,94.98,95.47,82.8,83.5,3920.6822886227546,327376.9711
1660780800000.0,2022-08-18 00:00:00,AAVE/USDT,100.3,101.72,94.25,94.98,2777.57843335439,263814.3996
1660694400000.0,2022-08-17 00:00:00,AAVE/USDT,109.91,112.29,99.33,100.3,3358.9206021934197,336899.7364
1660608000000.0,2022-08-16 00:00:00,AAVE/USDT,107.15,110.49,105.48,109.91,2578.365193340005,283388.1184
1660521600000.0,2022-08-15 00:00:00,AAVE/USDT,107.49,112.44,103.82,107.15,1666.3404759682687,178548.382
