https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BAND,Volume USDT
1660176000,2022-08-11 00:00:00,BAND/USDT,1.8536,1.8949,1.7484,1.7693,53320.44614778,97287.572875050779
1660089600,2022-08-10 00:00:00,BAND/USDT,1.765,1.8885,1.7178,1.8546,98275.05197525,175424.167694749437
1660003200,2022-08-09 00:00:00,BAND/USDT,1.8732,1.9093,1.695,1.7694,114492.28128617,208267.794830465255
1659916800,2022-08-08 00:00:00,BAND/USDT,1.8118,1.9841,1.8063,1.8752,89129.38060909,169408.157140507835
1659830400,2022-08-07 00:00:00,BAND/USDT,1.83,1.865,1.7804,1.8127,29661.11676184,54376.06019688198
1659744000,2022-08-06 00:00:00,BAND/USDT,1.833,1.9152,1.8006,1.8281,37424.02357153,69351.255517910951
1659657600,2022-08-05 00:00:00,BAND/USDT,1.7554,1.8653,1.7482,1.8344,41957.58361563,76307.584777641011
1659571200,2022-08-04 00:00:00,BAND/USDT,1.6904,1.8457,1.6805,1.7476,80899.18591658,141810.966348157478
1659484800,2022-08-03 00:00:00,BAND/USDT,1.6384,1.7325,1.5841,1.69,27702.95567035,46578.795344314111
1659398400,2022-08-02 00:00:00,BAND/USDT,1.7111,1.7263,1.5653,1.6306,32739.74055289,53289.610076909845
1659312000,2022-08-01 00:00:00,BAND/USDT,1.6758,1.7607,1.6436,1.7137,79796.73136603,135891.486252919585
1659225600,2022-07-31 00:00:00,BAND/USDT,1.7875,1.8778,1.6649,1.6823,55899.40458813,99364.353046444926
1659139200,2022-07-30 00:00:00,BAND/USDT,1.6738,1.8823,1.6738,1.8,75585.36489084,136587.65851429294
1659052800,2022-07-29 00:00:00,BAND/USDT,1.7575,1.8176,1.6326,1.6667,56720.07896899,97643.18116789821
1658966400,2022-07-28 00:00:00,BAND/USDT,1.5247,2.1066,1.472,1.75,238742.08574349,423895.585042273572
1658880000,2022-07-27 00:00:00,BAND/USDT,1.404,1.5183,1.3753,1.5183,25438.91404364,36689.487119905564
1658793600,2022-07-26 00:00:00,BAND/USDT,1.397,1.4142,1.3464,1.4112,35609.80659076,49237.156494667505
1658707200,2022-07-25 00:00:00,BAND/USDT,1.5686,1.5773,1.3932,1.3995,37362.65611284,54875.305286702658
1658620800,2022-07-24 00:00:00,BAND/USDT,1.5756,1.633,1.559,1.5668,44192.45638475,70374.458415072973
1658534400,2022-07-23 00:00:00,BAND/USDT,1.5001,1.5932,1.476,1.5744,83048.11841199,126689.996568906572
1658448000,2022-07-22 00:00:00,BAND/USDT,1.5198,1.5942,1.4624,1.5002,149805.6441806,231560.095186640867
1658361600,2022-07-21 00:00:00,BAND/USDT,1.5015,1.531,1.4265,1.5184,138882.44899254,205930.683480941174
1658275200,2022-07-20 00:00:00,BAND/USDT,1.6214,1.6701,1.4739,1.5045,157031.49432773,248772.078453055411
1658188800,2022-07-19 00:00:00,BAND/USDT,1.5089,1.654,1.4672,1.6184,132517.54344581,212238.331534987108
1658102400,2022-07-18 00:00:00,BAND/USDT,1.396,1.5346,1.3882,1.5137,65083.99608329,96934.498026322706
1658016000,2022-07-17 00:00:00,BAND/USDT,1.4189,1.4698,1.3825,1.3856,20857.49967781,29675.496146486816
1657929600,2022-07-16 00:00:00,BAND/USDT,1.3666,1.4325,1.333,1.4195,38044.60441545,52774.660362615158
1657843200,2022-07-15 00:00:00,BAND/USDT,1.3594,1.4149,1.3222,1.3699,52751.93430625,72639.032459280982
1657756800,2022-07-14 00:00:00,BAND/USDT,1.2877,1.3792,1.2704,1.3561,129128.26412002,172632.030409157763
1657670400,2022-07-13 00:00:00,BAND/USDT,1.2256,1.2862,1.1858,1.2862,45661.06471184,56544.720609518707
1657584000,2022-07-12 00:00:00,BAND/USDT,1.3249,1.353,1.2267,1.2267,30976.66854795,39916.944671134319
1657497600,2022-07-11 00:00:00,BAND/USDT,1.4335,1.4687,1.3256,1.3324,17501.58652003,24685.421016554421
1657411200,2022-07-10 00:00:00,BAND/USDT,1.4727,1.5183,1.4021,1.4349,37124.17621021,54469.086987979575
1657324800,2022-07-09 00:00:00,BAND/USDT,1.418,1.5244,1.418,1.4768,58105.03712932,86367.730892971221
1657238400,2022-07-08 00:00:00,BAND/USDT,1.4243,1.4642,1.3552,1.411,25298.87321525,35389.716801589135
1657152000,2022-07-07 00:00:00,BAND/USDT,1.3491,1.432,1.3415,1.4243,47035.04632118,65682.866799386103
1657065600,2022-07-06 00:00:00,BAND/USDT,1.3214,1.37,1.3057,1.3508,8561.73402823,11503.219302023426
1656979200,2022-07-05 00:00:00,BAND/USDT,1.355,1.464,1.2862,1.3208,53677.85219584,73334.87688012901
1656892800,2022-07-04 00:00:00,BAND/USDT,1.2883,1.36,1.2558,1.3568,45160.48451144,59524.699681013523
1656806400,2022-07-03 00:00:00,BAND/USDT,1.3091,1.3182,1.2551,1.296,39240.53297088,50240.363255562392
1656720000,2022-07-02 00:00:00,BAND/USDT,1.2849,1.339,1.2363,1.3069,44092.51862678,56896.092075724344
1656633600,2022-07-01 00:00:00,BAND/USDT,1.303,1.3478,1.2482,1.2833,21362.66076843,27634.944334056503
1656547200,2022-06-30 00:00:00,BAND/USDT,1.3641,1.3722,1.2302,1.3036,33351.89099498,42694.983950427626
1656460800,2022-06-29 00:00:00,BAND/USDT,1.3679,1.4094,1.3253,1.3626,24125.80339883,33059.623729394107
1656374400,2022-06-28 00:00:00,BAND/USDT,1.4497,1.4713,1.3421,1.366,25445.10890243,35659.469158581175
1656288000,2022-06-27 00:00:00,BAND/USDT,1.4355,1.5144,1.4142,1.4485,30536.50910828,44696.214555697584
1656201600,2022-06-26 00:00:00,BAND/USDT,1.5428,1.6123,1.4337,1.4337,46935.5882585,72068.471221350475
1656115200,2022-06-25 00:00:00,BAND/USDT,1.5113,1.6552,1.4644,1.5465,129258.04413578,201647.648160668063
1656028800,2022-06-24 00:00:00,BAND/USDT,1.4512,1.55,1.4256,1.5106,45988.65397567,68293.175684678304
1655942400,2022-06-23 00:00:00,BAND/USDT,1.367,1.4687,1.366,1.4382,34858.48920182,49240.421412354854
1655856000,2022-06-22 00:00:00,BAND/USDT,1.4266,1.464,1.3629,1.3703,32540.72265727,45785.219097603699
1655769600,2022-06-21 00:00:00,BAND/USDT,1.4354,1.5668,1.4142,1.4303,89167.04121791,134096.791019906937
1655683200,2022-06-20 00:00:00,BAND/USDT,1.385,1.5311,1.3256,1.4364,77175.62892028,110967.795697854719
1655596800,2022-06-19 00:00:00,BAND/USDT,1.2945,1.4063,1.2232,1.383,43702.07994579,58277.25643210749
1655510400,2022-06-18 00:00:00,BAND/USDT,1.3726,1.3962,1.185,1.2927,68623.46587215,89588.435213139442
1655424000,2022-06-17 00:00:00,BAND/USDT,1.3486,1.4514,1.3486,1.3753,50129.02203708,70106.25671042647
1655337600,2022-06-16 00:00:00,BAND/USDT,1.5755,1.5959,1.3142,1.3478,44064.16259759,63433.75452017031
1655251200,2022-06-15 00:00:00,BAND/USDT,1.4585,1.5859,1.2547,1.5677,120804.81098642,167563.448760395969
1655164800,2022-06-14 00:00:00,BAND/USDT,1.3171,1.5215,1.2049,1.454,150946.82026509,211603.180235448205
1655078400,2022-06-13 00:00:00,BAND/USDT,1.4199,1.464,1.212,1.3189,125650.65135978,163852.662656531115
1654992000,2022-06-12 00:00:00,BAND/USDT,1.7722,1.8,1.4194,1.4194,298662.80042387,469565.816664608964
1654905600,2022-06-11 00:00:00,BAND/USDT,1.885,2.155,1.7404,1.7715,325768.47293142,642367.047929416867
1654819200,2022-06-10 00:00:00,BAND/USDT,2.0051,2.143,1.8082,1.8819,500735.70096578,993648.796755295539
1654732800,2022-06-09 00:00:00,BAND/USDT,1.6666,2.5672,1.6384,2.0114,675855.44231845,1447893.681775482409
1654646400,2022-06-08 00:00:00,BAND/USDT,1.7152,1.7772,1.6446,1.6597,56079.5691392,95913.22493472975
1654560000,2022-06-07 00:00:00,BAND/USDT,1.7174,1.9318,1.5771,1.7098,127266.05410244,223982.206438460316
1654473600,2022-06-06 00:00:00,BAND/USDT,1.636,1.7914,1.636,1.726,26295.63683435,45362.55541786371
1654387200,2022-06-05 00:00:00,BAND/USDT,1.648,1.6821,1.6201,1.6316,25630.24778164,42410.465583657717
1654300800,2022-06-04 00:00:00,BAND/USDT,1.6192,1.6976,1.5753,1.6433,41977.62483775,68576.310786339479
1654214400,2022-06-03 00:00:00,BAND/USDT,1.6817,1.6873,1.5613,1.6149,11654.51654705,18897.930068902341
1654128000,2022-06-02 00:00:00,BAND/USDT,1.6309,1.7,1.5948,1.6902,13674.02947596,22382.065533495295
1654041600,2022-06-01 00:00:00,BAND/USDT,1.8175,1.8422,1.5852,1.6328,30446.52009495,52622.947391320887
1653955200,2022-05-31 00:00:00,BAND/USDT,1.8066,1.86,1.6684,1.8181,57683.52884558,102280.113441688457
1653868800,2022-05-30 00:00:00,BAND/USDT,1.5551,1.844,1.5123,1.8138,53825.64307609,92239.030883848916
1653782400,2022-05-29 00:00:00,BAND/USDT,1.5026,1.5679,1.4342,1.5459,17881.98095472,26950.110019383958
1653696000,2022-05-28 00:00:00,BAND/USDT,1.4389,1.5215,1.4337,1.5036,17663.25414045,26171.520538650603
1653609600,2022-05-27 00:00:00,BAND/USDT,1.537,1.5484,1.4104,1.4377,30121.8288704,44913.416231361955
1653523200,2022-05-26 00:00:00,BAND/USDT,1.6981,1.7379,1.4955,1.5396,81034.54920698,130923.857665441435
1653436800,2022-05-25 00:00:00,BAND/USDT,1.7677,1.7804,1.6631,1.6906,33168.71443468,56810.560666638074
1653350400,2022-05-24 00:00:00,BAND/USDT,1.706,1.7715,1.623,1.7651,38679.69446944,66087.514982447654
1653264000,2022-05-23 00:00:00,BAND/USDT,1.8531,1.9512,1.6676,1.7031,159795.91681827,289740.654325424289
1653177600,2022-05-22 00:00:00,BAND/USDT,1.7614,1.9134,1.6467,1.8595,119178.30892373,219335.386832688408
1653091200,2022-05-21 00:00:00,BAND/USDT,1.6817,1.8402,1.6338,1.7529,55899.57078942,98434.961133425154
1653004800,2022-05-20 00:00:00,BAND/USDT,1.7698,1.7974,1.6217,1.6697,30857.8377703,52872.640726240307
1652918400,2022-05-19 00:00:00,BAND/USDT,1.5882,1.8095,1.5422,1.7717,47988.9117606,79806.773812361799
1652832000,2022-05-18 00:00:00,BAND/USDT,1.7671,1.8213,1.5574,1.5759,45680.88501153,76254.501024068594
1652745600,2022-05-17 00:00:00,BAND/USDT,1.5972,1.7958,1.5972,1.7643,28938.81993171,49327.692309157517
1652659200,2022-05-16 00:00:00,BAND/USDT,1.8038,1.8038,1.5848,1.5968,21556.62174047,35328.360135389487
1652572800,2022-05-15 00:00:00,BAND/USDT,1.719,1.8099,1.6549,1.8099,18322.01568731,31284.186123250728
1652486400,2022-05-14 00:00:00,BAND/USDT,1.727,1.8055,1.5284,1.7283,29035.60625119,48437.469326630575
1652400000,2022-05-13 00:00:00,BAND/USDT,1.5149,1.8944,1.4944,1.7222,44332.952222,77170.491693482483
1652313600,2022-05-12 00:00:00,BAND/USDT,1.817,1.9265,1.2856,1.5167,169546.96637528,259506.125857868346
1652227200,2022-05-11 00:00:00,BAND/USDT,2.2352,2.3163,1.6768,1.815,121393.52581853,234070.398619998485
1652140800,2022-05-10 00:00:00,BAND/USDT,2.1982,2.4883,2.0934,2.2418,39382.68781268,90247.362553620674
1652054400,2022-05-09 00:00:00,BAND/USDT,2.7393,2.8207,2.1855,2.2081,79418.3812674,198439.75738376173
1651968000,2022-05-08 00:00:00,BAND/USDT,2.7793,2.8275,2.6721,2.7319,25448.9437496,70143.729233499035
1651881600,2022-05-07 00:00:00,BAND/USDT,2.9244,2.9703,2.715,2.7868,24689.12188921,69991.571943026377
1651795200,2022-05-06 00:00:00,BAND/USDT,2.9323,3.0143,2.8253,2.9263,22281.07727263,64864.164728169154
1651708800,2022-05-05 00:00:00,BAND/USDT,3.3441,3.3815,2.8383,2.9407,41024.9817256,126813.873730840774
1651622400,2022-05-04 00:00:00,BAND/USDT,2.9745,3.3448,2.9502,3.3405,37535.26949415,116658.623987706423
1651536000,2022-05-03 00:00:00,BAND/USDT,3.0347,3.2098,2.9018,2.9737,94636.53952282,291913.375587604837
1651449600,2022-05-02 00:00:00,BAND/USDT,3.114,3.1708,2.8888,3.0363,38412.4745681,116208.154966816042
1651363200,2022-05-01 00:00:00,BAND/USDT,2.9531,3.1396,2.9016,3.1107,25455.30152803,76510.760635257102
1651276800,2022-04-30 00:00:00,BAND/USDT,3.2494,3.3644,2.787,2.9555,66110.53799572,204653.636193711712
1651190400,2022-04-29 00:00:00,BAND/USDT,3.5025,3.56,3.1815,3.247,38350.50056926,129207.691226860599
1651104000,2022-04-28 00:00:00,BAND/USDT,3.4498,3.6238,3.3883,3.5093,57544.11134691,201642.45470156882
1651017600,2022-04-27 00:00:00,BAND/USDT,3.3083,3.5162,3.2893,3.4375,25899.35843315,88966.601943838203
1650931200,2022-04-26 00:00:00,BAND/USDT,3.617,3.6983,3.2337,3.3171,35203.71694642,122305.724448265605
1650844800,2022-04-25 00:00:00,BAND/USDT,3.5988,3.6307,3.3396,3.6083,64402.65734278,226489.484577962178
1650758400,2022-04-24 00:00:00,BAND/USDT,3.6634,3.7792,3.5626,3.5951,38952.13806153,143529.645491578506
1650672000,2022-04-23 00:00:00,BAND/USDT,3.7624,3.793,3.631,3.6675,33165.93864548,122506.772871926525
1650585600,2022-04-22 00:00:00,BAND/USDT,3.661,3.8452,3.6474,3.7668,54919.92796255,205671.175417537465
1650499200,2022-04-21 00:00:00,BAND/USDT,3.9487,4.0482,3.5976,3.6742,60840.75893534,237404.948095003263
1650412800,2022-04-20 00:00:00,BAND/USDT,3.9602,4.1426,3.8512,3.94,51595.77209413,205099.168972893885
1650326400,2022-04-19 00:00:00,BAND/USDT,3.7832,3.9709,3.7682,3.9603,35916.9400404,139083.811101984772
1650240000,2022-04-18 00:00:00,BAND/USDT,3.5554,3.833,3.4137,3.7863,36111.26018922,131050.045800749195
1650153600,2022-04-17 00:00:00,BAND/USDT,3.7544,3.8352,3.5466,3.5609,54193.19317203,204676.881230274509
1650067200,2022-04-16 00:00:00,BAND/USDT,3.7361,3.8266,3.6672,3.7524,18513.01471467,69400.554736408599
1649980800,2022-04-15 00:00:00,BAND/USDT,3.781,3.8555,3.7124,3.7373,38325.53262873,146159.187358519774
1649894400,2022-04-14 00:00:00,BAND/USDT,3.9223,3.9776,3.6706,3.7695,58928.47570624,224037.809757988249
1649808000,2022-04-13 00:00:00,BAND/USDT,3.7957,3.955,3.6809,3.9222,44048.87674782,168501.639693919023
1649721600,2022-04-12 00:00:00,BAND/USDT,3.5945,3.9068,3.5809,3.7938,73176.22677493,275048.401085836846
1649635200,2022-04-11 00:00:00,BAND/USDT,3.9386,3.9666,3.4925,3.5969,64877.95862966,243074.146836639758
1649548800,2022-04-10 00:00:00,BAND/USDT,4.1857,4.2024,3.9387,3.9503,53231.27372733,218667.241010399925
1649462400,2022-04-09 00:00:00,BAND/USDT,4.0582,4.1913,4.032,4.1857,45879.17111444,189068.497979038108
1649376000,2022-04-08 00:00:00,BAND/USDT,4.4186,4.4575,4.001,4.0481,98300.53561807,419577.171696246292
1649289600,2022-04-07 00:00:00,BAND/USDT,4.3268,4.4756,4.216,4.4194,57445.22080877,249513.459540782278
1649203200,2022-04-06 00:00:00,BAND/USDT,5.0426,5.0517,4.309,4.3367,115084.44309587,539019.793015097157
1649116800,2022-04-05 00:00:00,BAND/USDT,5.164,5.582,5.0106,5.061,85449.82468533,453564.908396601706
1649030400,2022-04-04 00:00:00,BAND/USDT,5.3826,5.3983,4.9375,5.1577,73451.45610184,375086.316336659974
1648944000,2022-04-03 00:00:00,BAND/USDT,5.36,5.5514,5.2746,5.4,62070.01513371,336138.674460094669
1648857600,2022-04-02 00:00:00,BAND/USDT,5.0966,5.627,5.0837,5.36,116681.79319921,625113.166561302544
1648771200,2022-04-01 00:00:00,BAND/USDT,4.8925,5.3525,4.6221,5.1197,130247.39651839,662043.897961016763
1648684800,2022-03-31 00:00:00,BAND/USDT,4.8846,5.264,4.6792,4.8921,116998.97082371,581037.312401675496
1648598400,2022-03-30 00:00:00,BAND/USDT,4.5108,5.0379,4.3446,4.8857,159608.30478181,775484.145729505584
1648512000,2022-03-29 00:00:00,BAND/USDT,4.3114,4.7474,4.3114,4.5246,54912.98688115,249054.395027456824
1648425600,2022-03-28 00:00:00,BAND/USDT,4.5758,4.7538,4.2734,4.3179,53378.97662915,244315.318953118626
1648339200,2022-03-27 00:00:00,BAND/USDT,4.1813,4.5882,4.125,4.5614,51664.3766408,223328.653242096604
1648252800,2022-03-26 00:00:00,BAND/USDT,4.0226,4.1919,3.9911,4.1906,18936.2827905,77853.699685076756
1648166400,2022-03-25 00:00:00,BAND/USDT,4.1413,4.2222,3.9334,4.0308,38525.27438183,157582.371453071339
1648080000,2022-03-24 00:00:00,BAND/USDT,4.0228,4.2034,3.9895,4.1303,55243.81654412,227029.516230433919
1647993600,2022-03-23 00:00:00,BAND/USDT,3.8109,4.05,3.7743,4.0241,33404.88915595,131147.700073563678
1647907200,2022-03-22 00:00:00,BAND/USDT,3.7439,3.9365,3.7,3.8118,28461.81740045,109320.089336789414
1647820800,2022-03-21 00:00:00,BAND/USDT,3.5905,3.8276,3.4987,3.7414,36950.17797393,137901.752933731006
1647734400,2022-03-20 00:00:00,BAND/USDT,3.8024,3.822,3.5532,3.5866,24598.16278308,90317.736607314945
1647648000,2022-03-19 00:00:00,BAND/USDT,3.7273,3.9,3.7273,3.8081,22736.83137413,86615.589012590351
1647561600,2022-03-18 00:00:00,BAND/USDT,3.5224,3.7453,3.4637,3.7318,51485.49770861,188122.666134123707
1647475200,2022-03-17 00:00:00,BAND/USDT,3.643,3.659,3.5164,3.5287,19445.83093359,69625.612625839628
1647388800,2022-03-16 00:00:00,BAND/USDT,3.4365,3.6417,3.4175,3.6417,42905.00655027,152430.510328178408
1647302400,2022-03-15 00:00:00,BAND/USDT,3.3608,3.4951,3.2784,3.4335,25047.9303473,85320.080837762645
1647216000,2022-03-14 00:00:00,BAND/USDT,3.3028,3.4768,3.2604,3.3608,17905.20184479,60128.311601447684
1647129600,2022-03-13 00:00:00,BAND/USDT,3.3711,3.4709,3.28,3.309,20592.76192423,69369.28773269458
1647043200,2022-03-12 00:00:00,BAND/USDT,3.4357,3.5293,3.37,3.3731,9250.84750168,31891.448199811591
1646956800,2022-03-11 00:00:00,BAND/USDT,3.4666,3.5532,3.36,3.4372,32086.17343012,110287.938139551588
1646870400,2022-03-10 00:00:00,BAND/USDT,3.7277,3.7894,3.3806,3.4716,52028.63287332,183709.525392515686
1646784000,2022-03-09 00:00:00,BAND/USDT,3.4714,3.7985,3.4694,3.7297,46667.96375835,171726.010694409397
1646697600,2022-03-08 00:00:00,BAND/USDT,3.4958,3.5938,3.4288,3.4726,54121.39624935,191360.377661094769
1646611200,2022-03-07 00:00:00,BAND/USDT,3.7145,3.8182,3.4504,3.494,77634.47729673,280449.494412826108
1646524800,2022-03-06 00:00:00,BAND/USDT,3.813,3.9999,3.6922,3.7166,36001.48138086,138054.2279860227
1646438400,2022-03-05 00:00:00,BAND/USDT,3.7246,3.9024,3.5818,3.8135,31050.41673465,117906.568563095586
1646352000,2022-03-04 00:00:00,BAND/USDT,3.962,4.0549,3.6718,3.7252,49199.32868521,191223.915378006083
1646265600,2022-03-03 00:00:00,BAND/USDT,4.0231,4.2319,3.86,3.9672,39932.85767189,161022.711802273721
1646179200,2022-03-02 00:00:00,BAND/USDT,4.2346,4.2346,3.9554,4.0235,61872.06379685,252568.17780589936
1646092800,2022-03-01 00:00:00,BAND/USDT,3.931,4.3233,3.8918,4.2337,121945.86073351,496523.041192683849
1646006400,2022-02-28 00:00:00,BAND/USDT,3.4537,3.9385,3.3425,3.931,55238.47563368,203085.319919544506
1645920000,2022-02-27 00:00:00,BAND/USDT,3.5867,3.7245,3.3767,3.4505,57354.1021709,203160.523995380083
1645833600,2022-02-26 00:00:00,BAND/USDT,3.6629,3.7847,3.572,3.5871,55723.93682281,205717.116509630699
1645747200,2022-02-25 00:00:00,BAND/USDT,3.5528,3.7188,3.4557,3.681,59224.59170343,212479.365262470452
1645660800,2022-02-24 00:00:00,BAND/USDT,3.6526,3.7001,3.084,3.5665,118474.59717795,402661.185186988919
1645574400,2022-02-23 00:00:00,BAND/USDT,3.8676,3.9955,3.633,3.6502,70515.83915405,269728.570388134545
1645488000,2022-02-22 00:00:00,BAND/USDT,3.796,3.936,3.5991,3.8881,93616.16068257,353478.089824971765
1645401600,2022-02-21 00:00:00,BAND/USDT,4.3904,4.6061,3.7745,3.7921,135743.10523154,560625.284629444334
1645315200,2022-02-20 00:00:00,BAND/USDT,4.9245,4.9959,4.3649,4.3772,190439.2770665,899640.571630773103
1645228800,2022-02-19 00:00:00,BAND/USDT,4.6994,5.3886,4.5624,4.928,255713.89669074,1241492.060938270433
1645142400,2022-02-18 00:00:00,BAND/USDT,4.4268,4.9042,4.3588,4.6985,216100.28352133,1016591.947175606511
1645056000,2022-02-17 00:00:00,BAND/USDT,4.8699,5.3786,4.355,4.4446,235384.39483072,1126273.293047641268
1644969600,2022-02-16 00:00:00,BAND/USDT,4.6271,4.8888,4.3634,4.871,140969.14329541,658290.296728851539
1644883200,2022-02-15 00:00:00,BAND/USDT,4.2052,4.7282,4.175,4.6289,100150.83970913,455296.601276411022
1644796800,2022-02-14 00:00:00,BAND/USDT,4.0468,4.642,3.9528,4.2079,141358.82498683,612646.179716011607
1644710400,2022-02-13 00:00:00,BAND/USDT,4.2579,4.3912,3.9912,4.0468,130662.41527434,556044.803672163891
1644624000,2022-02-12 00:00:00,BAND/USDT,4.2537,5.43,4,4.2577,570406.48886899,2672044.932013013719
1644537600,2022-02-11 00:00:00,BAND/USDT,3.8918,4.5029,3.8083,4.2404,164634.16727224,691352.506143959188
1644451200,2022-02-10 00:00:00,BAND/USDT,4.152,4.1821,3.8179,3.9067,44610.13093434,179211.147260371949
1644364800,2022-02-09 00:00:00,BAND/USDT,3.9736,4.2059,3.816,4.1562,26176.9356904,105321.37711169661
1644278400,2022-02-08 00:00:00,BAND/USDT,4.0716,4.2543,3.8174,3.9786,35465.143507,141674.416192970267
1644192000,2022-02-07 00:00:00,BAND/USDT,3.948,4.114,3.8597,4.053,30198.00834467,120884.659395629015
1644105600,2022-02-06 00:00:00,BAND/USDT,3.901,4.0601,3.69,3.9565,24175.70242113,93389.207178767102
1644019200,2022-02-05 00:00:00,BAND/USDT,3.825,4.0311,3.78,3.8991,34968.68271458,135475.041621041429
1643932800,2022-02-04 00:00:00,BAND/USDT,3.3695,3.9855,3.3495,3.825,55205.37741286,203289.884131522552
1643846400,2022-02-03 00:00:00,BAND/USDT,3.3738,3.4299,3.2418,3.3892,25115.16739012,83239.434021970197
1643760000,2022-02-02 00:00:00,BAND/USDT,3.4853,3.5513,3.3,3.369,44213.96175379,150854.299510767387
1643673600,2022-02-01 00:00:00,BAND/USDT,3.4728,3.633,3.4715,3.4861,38566.81091914,136846.072062818773
