https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume REVU,Volume USDT
1659571200,2022-08-04 00:00:00,REVU/USDT,0.03697,0.0371,0.035,0.03547,6574243.2578,238960.274407592
1659484800,2022-08-03 00:00:00,REVU/USDT,0.03697,0.0372,0.03671,0.03703,6482756.36,239941.805103381
1659398400,2022-08-02 00:00:00,REVU/USDT,0.03705,0.04025,0.03519,0.03697,7153786.8565,261344.086752288
1659312000,2022-08-01 00:00:00,REVU/USDT,0.03905,0.03908,0.0368,0.03705,6621183.1493,254316.171401752
1659225600,2022-07-31 00:00:00,REVU/USDT,0.03868,0.0393,0.0385,0.03906,6584280.7705,255166.081109427
1659139200,2022-07-30 00:00:00,REVU/USDT,0.03908,0.0397,0.03846,0.03865,6331722.0304,248117.125922425
1659052800,2022-07-29 00:00:00,REVU/USDT,0.03899,0.0399,0.03849,0.03904,6276384.2064,246297.223478781
1658966400,2022-07-28 00:00:00,REVU/USDT,0.03884,0.0393,0.0385,0.03899,5937711.1745,230546.727333719
1658880000,2022-07-27 00:00:00,REVU/USDT,0.0391,0.03977,0.03847,0.03883,6547026.7625,256844.45437577
1658793600,2022-07-26 00:00:00,REVU/USDT,0.03945,0.0397,0.03896,0.0391,6460352.8695,253732.191244829
1658707200,2022-07-25 00:00:00,REVU/USDT,0.04145,0.04159,0.0391,0.03939,6618791.4698,267134.642686804
1658620800,2022-07-24 00:00:00,REVU/USDT,0.0412,0.0424,0.04049,0.04155,6594697.38090232,273100.3040124090432
1658534400,2022-07-23 00:00:00,REVU/USDT,0.03981,0.04216,0.039,0.04104,6700106.73968613,270711.809539317697
1658448000,2022-07-22 00:00:00,REVU/USDT,0.03923,0.0399,0.03896,0.03987,6488499.9836,255664.049038259
1658361600,2022-07-21 00:00:00,REVU/USDT,0.03987,0.04,0.03896,0.03925,6775734.21,267616.335783494
1658275200,2022-07-20 00:00:00,REVU/USDT,0.04054,0.04066,0.0397,0.03983,5155870.28868568,207556.3734598578464
1658188800,2022-07-19 00:00:00,REVU/USDT,0.0407,0.0481,0.03938,0.04054,8476486.6333069,348729.2541282316117
1658102400,2022-07-18 00:00:00,REVU/USDT,0.03904,0.0416,0.03801,0.0407,6706110.43385978,265472.7789810786328
1658016000,2022-07-17 00:00:00,REVU/USDT,0.03911,0.03917,0.03891,0.03904,6031856.3834039,235384.743457449373
1657929600,2022-07-16 00:00:00,REVU/USDT,0.03947,0.03947,0.0389,0.03912,4932471.85245229,193285.6460048283166
1657843200,2022-07-15 00:00:00,REVU/USDT,0.0398,0.04022,0.03682,0.03947,7414495.89202041,289927.1650169872111
1657756800,2022-07-14 00:00:00,REVU/USDT,0.04435,0.04447,0.0395,0.03977,7016656.92660246,303468.2638968468079
1657670400,2022-07-13 00:00:00,REVU/USDT,0.04416,0.04447,0.04368,0.04435,6296214.49433671,276710.0092207361902
1657584000,2022-07-12 00:00:00,REVU/USDT,0.04543,0.04544,0.044,0.04418,6361250.66447706,283514.1961678514431
1657497600,2022-07-11 00:00:00,REVU/USDT,0.04616,0.04645,0.04498,0.04543,6425107.44322456,293344.7257024923522
1657411200,2022-07-10 00:00:00,REVU/USDT,0.04702,0.04705,0.04606,0.04634,6484370.85963425,301361.3253520429175
1657324800,2022-07-09 00:00:00,REVU/USDT,0.04766,0.04782,0.04606,0.04704,6511058.23983986,303843.6107906902592
1657238400,2022-07-08 00:00:00,REVU/USDT,0.04792,0.04929,0.04507,0.0479,6785765.64111582,321881.2213592857855
1657152000,2022-07-07 00:00:00,REVU/USDT,0.0442,0.04907,0.044,0.04792,7552377.02943889,341224.1618445236302
1657065600,2022-07-06 00:00:00,REVU/USDT,0.04587,0.04594,0.04421,0.04448,6739839.97175025,305421.0019288518901
1656979200,2022-07-05 00:00:00,REVU/USDT,0.04797,0.0483,0.0446,0.04579,6881125.08557049,318581.5909411092768
1656892800,2022-07-04 00:00:00,REVU/USDT,0.04802,0.0483,0.0472,0.04796,6473462.20311326,308888.880762222458
1656806400,2022-07-03 00:00:00,REVU/USDT,0.04902,0.0492,0.04736,0.04814,6580196.45289443,317637.9211177594745
1656720000,2022-07-02 00:00:00,REVU/USDT,0.05084,0.05112,0.04862,0.04905,6659641.91938717,329606.8518949172646
1656633600,2022-07-01 00:00:00,REVU/USDT,0.05011,0.0558,0.04967,0.05112,6629464.86081419,337713.0998203515128
1656547200,2022-06-30 00:00:00,REVU/USDT,0.05327,0.0541,0.04987,0.05008,6557840.85830042,340760.8743974925123
1656460800,2022-06-29 00:00:00,REVU/USDT,0.05491,0.0552,0.05309,0.05347,6630806.95750789,360529.8334076625576
1656374400,2022-06-28 00:00:00,REVU/USDT,0.05472,0.05713,0.05462,0.05505,6567146.08296568,366938.3904909092018
1656288000,2022-06-27 00:00:00,REVU/USDT,0.05434,0.0553,0.05343,0.05489,6406622.0783672,346658.7238524648545
1656201600,2022-06-26 00:00:00,REVU/USDT,0.05078,0.0588,0.05064,0.0544,6969523.87766337,373867.2487176467953
1656115200,2022-06-25 00:00:00,REVU/USDT,0.05271,0.0531,0.05054,0.05075,6554562.07994083,341336.7139278103004
1656028800,2022-06-24 00:00:00,REVU/USDT,0.05296,0.0532,0.05193,0.05278,6605102.63785668,347296.5261735531348
1655942400,2022-06-23 00:00:00,REVU/USDT,0.05134,0.0532,0.05084,0.05294,6582405.60661348,341277.5097520125741
1655856000,2022-06-22 00:00:00,REVU/USDT,0.05089,0.05165,0.05064,0.05137,6465680.83102898,329590.9906542986098
1655769600,2022-06-21 00:00:00,REVU/USDT,0.0497,0.0513,0.0497,0.05076,5685697.61977302,285342.6348537650469
1655683200,2022-06-20 00:00:00,REVU/USDT,0.05014,0.05035,0.04935,0.04972,6406603.59813297,319517.4637235165269
1655596800,2022-06-19 00:00:00,REVU/USDT,0.04801,0.0506,0.0478,0.05032,6713515.57443656,326687.40725277629
1655510400,2022-06-18 00:00:00,REVU/USDT,0.0522,0.05227,0.047,0.04793,6692118.66866169,330012.8255140593454
1655424000,2022-06-17 00:00:00,REVU/USDT,0.05363,0.0539,0.05221,0.0524,6261121.99486432,333462.997512672633
1655337600,2022-06-16 00:00:00,REVU/USDT,0.0563,0.0573,0.05301,0.05365,6552120.46255533,360113.6716532631876
1655251200,2022-06-15 00:00:00,REVU/USDT,0.0563,0.05699,0.0523,0.0563,6146713.51717577,332706.5374559242071
1655164800,2022-06-14 00:00:00,REVU/USDT,0.0586,0.06,0.0562,0.0563,6226919.41338819,362151.894975221532
1655078400,2022-06-13 00:00:00,REVU/USDT,0.0595,0.0601,0.0569,0.0586,5724794.75744712,337624.968172964472
1654992000,2022-06-12 00:00:00,REVU/USDT,0.0618,0.0618,0.0595,0.0595,5555401.65877403,335941.13916183974
1654905600,2022-06-11 00:00:00,REVU/USDT,0.0643,0.0645,0.0612,0.0618,6643935.26032936,418589.214736501792
1654819200,2022-06-10 00:00:00,REVU/USDT,0.0656,0.0656,0.0638,0.0643,5058229.48412354,327699.804581798712
1654732800,2022-06-09 00:00:00,REVU/USDT,0.0648,0.0682,0.0647,0.0656,5563762.81548616,369614.148616192769
1654646400,2022-06-08 00:00:00,REVU/USDT,0.0643,0.0663,0.0636,0.0648,5665279.33179447,365676.045597552784
1654560000,2022-06-07 00:00:00,REVU/USDT,0.0639,0.0869,0.0621,0.0643,8149355.99819307,538970.574013013294
1654473600,2022-06-06 00:00:00,REVU/USDT,0.0641,0.0688,0.0636,0.0639,5709742.87412482,370015.993187069663
1654387200,2022-06-05 00:00:00,REVU/USDT,0.0645,0.0649,0.0635,0.0641,4695446.4692666,301775.575807454684
1654300800,2022-06-04 00:00:00,REVU/USDT,0.0657,0.0659,0.0645,0.0645,5188031.17602225,338619.190849545723
1654214400,2022-06-03 00:00:00,REVU/USDT,0.0681,0.0685,0.065,0.0658,5736825.80591453,385532.751368530366
1654128000,2022-06-02 00:00:00,REVU/USDT,0.0687,0.0695,0.066,0.068,5945459.51633745,403467.629359992284
1654041600,2022-06-01 00:00:00,REVU/USDT,0.0745,0.0749,0.0636,0.0689,6299224.01077547,456720.348282624482
1653955200,2022-05-31 00:00:00,REVU/USDT,0.0712,0.081,0.0705,0.0744,7383378.40160673,548450.540323996292
1653868800,2022-05-30 00:00:00,REVU/USDT,0.0666,0.073,0.0664,0.0714,6074211.40539083,419458.864498418101
1653782400,2022-05-29 00:00:00,REVU/USDT,0.0597,0.0718,0.0597,0.0666,7109155.782565,458655.058774888226
1653696000,2022-05-28 00:00:00,REVU/USDT,0.0579,0.06,0.0575,0.0598,4896081.90575831,285184.392855860114
1653609600,2022-05-27 00:00:00,REVU/USDT,0.0585,0.0586,0.0564,0.0579,5484050.02300619,318098.177412303507
1653523200,2022-05-26 00:00:00,REVU/USDT,0.0604,0.0614,0.0578,0.0586,5769895.95605573,345396.925391038087
1653436800,2022-05-25 00:00:00,REVU/USDT,0.0612,0.0618,0.0601,0.0604,6102350.81050861,373144.983715875903
1653350400,2022-05-24 00:00:00,REVU/USDT,0.0641,0.0642,0.0602,0.0613,5297384.44399012,327557.879240816299
1653264000,2022-05-23 00:00:00,REVU/USDT,0.0642,0.0655,0.0631,0.0641,5290200.77597575,342407.051014529362
1653177600,2022-05-22 00:00:00,REVU/USDT,0.0645,0.0689,0.0635,0.0641,5946803.98720144,388418.314611078086
1653091200,2022-05-21 00:00:00,REVU/USDT,0.0661,0.0673,0.0642,0.0645,6410310.58584494,421148.038884100465
1653004800,2022-05-20 00:00:00,REVU/USDT,0.0641,0.0666,0.0641,0.0661,6070036.39563649,398536.341681481557
1652918400,2022-05-19 00:00:00,REVU/USDT,0.0615,0.065,0.0598,0.0643,5949038.09184354,373833.912958343716
1652832000,2022-05-18 00:00:00,REVU/USDT,0.0628,0.0658,0.061,0.0614,5991365.93167579,375465.793947941361
1652745600,2022-05-17 00:00:00,REVU/USDT,0.061,0.0657,0.0608,0.063,6166786.5103999,388548.065591683897
1652659200,2022-05-16 00:00:00,REVU/USDT,0.0559,0.065,0.0553,0.061,6879728.98835684,399948.628586033116
1652572800,2022-05-15 00:00:00,REVU/USDT,0.0545,0.0562,0.0542,0.0561,5610018.61347289,309913.316319642768
1652486400,2022-05-14 00:00:00,REVU/USDT,0.0582,0.0586,0.0538,0.0546,5750706.79121406,323576.297852164547
1652400000,2022-05-13 00:00:00,REVU/USDT,0.0538,0.0586,0.0523,0.0583,6261535.89652509,355426.443873911805
1652313600,2022-05-12 00:00:00,REVU/USDT,0.0599,0.06,0.0536,0.0538,5609799.54716912,324454.831339243086
1652227200,2022-05-11 00:00:00,REVU/USDT,0.08,0.0805,0.0586,0.0599,6261981.40819308,461249.029732723784
1652140800,2022-05-10 00:00:00,REVU/USDT,0.0784,0.0845,0.078,0.0803,5547445.63153873,444194.175143696263
1652054400,2022-05-09 00:00:00,REVU/USDT,0.0809,0.0816,0.0752,0.0786,4317531.32856077,339923.219992258186
1651968000,2022-05-08 00:00:00,REVU/USDT,0.0833,0.0838,0.0807,0.081,3501707.75793508,288376.888658776804
1651881600,2022-05-07 00:00:00,REVU/USDT,0.0835,0.0844,0.0828,0.0835,3352486.117595,279637.732996898787
1651795200,2022-05-06 00:00:00,REVU/USDT,0.0859,0.086,0.0761,0.0835,3455125.38356547,285962.562973362292
1651708800,2022-05-05 00:00:00,REVU/USDT,0.0875,0.0887,0.0856,0.0859,3111862.81630801,271290.328342272005
1651622400,2022-05-04 00:00:00,REVU/USDT,0.0879,0.0895,0.0855,0.0877,3656898.0060792,319998.108057659274
1651536000,2022-05-03 00:00:00,REVU/USDT,0.088,0.0895,0.0876,0.0879,3808887.21407712,336516.950603263872
1651449600,2022-05-02 00:00:00,REVU/USDT,0.0873,0.09,0.0873,0.088,3520720.45133466,312590.343535254099
1651363200,2022-05-01 00:00:00,REVU/USDT,0.0872,0.0897,0.0854,0.0873,3625297.4382066,313685.585302901811
1651276800,2022-04-30 00:00:00,REVU/USDT,0.0932,0.0933,0.0858,0.0872,3416217.45665773,307314.030039736369
1651190400,2022-04-29 00:00:00,REVU/USDT,0.0962,0.0963,0.092,0.0932,3879884.33434891,366652.538259647251
1651104000,2022-04-28 00:00:00,REVU/USDT,0.0962,0.0978,0.0954,0.0962,3601694.55872092,346861.835082969252
1651017600,2022-04-27 00:00:00,REVU/USDT,0.0953,0.0973,0.0936,0.0962,3916762.77215794,373841.46718095452
1650931200,2022-04-26 00:00:00,REVU/USDT,0.1026,0.1042,0.0946,0.0952,3906587.47647419,391399.217614133662
1650844800,2022-04-25 00:00:00,REVU/USDT,0.1087,0.1091,0.0963,0.1027,3944330.55786982,406528.052838391502
1650758400,2022-04-24 00:00:00,REVU/USDT,0.1086,0.111,0.1064,0.1093,3722087.49157408,405611.40751635707
1650672000,2022-04-23 00:00:00,REVU/USDT,0.108,0.11,0.1059,0.1086,4129664.21088965,445037.547354964563
1650585600,2022-04-22 00:00:00,REVU/USDT,0.1055,0.1086,0.1029,0.1081,3847569.2157033,407744.407211324151
1650499200,2022-04-21 00:00:00,REVU/USDT,0.1098,0.1107,0.1032,0.1055,4103853.61452415,445954.883158180669
1650412800,2022-04-20 00:00:00,REVU/USDT,0.1054,0.1137,0.1054,0.1101,4426258.59717625,486470.901347229855
1650326400,2022-04-19 00:00:00,REVU/USDT,0.1008,0.1066,0.0981,0.1055,4315923.19129698,438394.743905136496
1650240000,2022-04-18 00:00:00,REVU/USDT,0.0969,0.1017,0.0952,0.1007,4257878.89934245,413049.137410613981
1650153600,2022-04-17 00:00:00,REVU/USDT,0.0967,0.0984,0.0965,0.0969,3736706.81812239,362755.921167626368
1650067200,2022-04-16 00:00:00,REVU/USDT,0.0969,0.1,0.0957,0.0967,3617796.56381037,351881.925317657183
1649980800,2022-04-15 00:00:00,REVU/USDT,0.0926,0.0971,0.0924,0.0969,3864697.75175564,367159.806357083947
1649894400,2022-04-14 00:00:00,REVU/USDT,0.0932,0.0952,0.0924,0.0927,3334318.32708537,311446.368139821323
1649808000,2022-04-13 00:00:00,REVU/USDT,0.0916,0.0963,0.0916,0.0932,2960315.52310685,274272.729594997356
1649721600,2022-04-12 00:00:00,REVU/USDT,0.0889,0.092,0.088,0.0916,2600528.2228724,232895.594374072144
1649635200,2022-04-11 00:00:00,REVU/USDT,0.0922,0.0925,0.0888,0.089,2798225.23182891,253857.004370281506
1649548800,2022-04-10 00:00:00,REVU/USDT,0.0862,0.0935,0.0861,0.0922,3328177.77513677,300619.982210679926
1649462400,2022-04-09 00:00:00,REVU/USDT,0.0852,0.0873,0.0845,0.0862,2819148.54208437,242293.411888337644
1649376000,2022-04-08 00:00:00,REVU/USDT,0.0868,0.0875,0.075,0.0853,3036850.87656471,261595.736654720341
1649289600,2022-04-07 00:00:00,REVU/USDT,0.0887,0.0887,0.0866,0.0868,2841387.63500271,247936.169267795891
1649203200,2022-04-06 00:00:00,REVU/USDT,0.0933,0.1036,0.0761,0.0887,4975622.22526421,460090.112641398629
1649116800,2022-04-05 00:00:00,REVU/USDT,0.094,0.0953,0.0933,0.0933,2347831.21828174,221055.200646089273
1649030400,2022-04-04 00:00:00,REVU/USDT,0.0956,0.0973,0.0926,0.094,2749872.07106786,260313.269556116509
1648944000,2022-04-03 00:00:00,REVU/USDT,0.0957,0.0964,0.0954,0.0956,2322410.08243459,222453.136828296051
1648857600,2022-04-02 00:00:00,REVU/USDT,0.0949,0.0978,0.0943,0.0957,3008816.44597094,288635.476219718072
1648771200,2022-04-01 00:00:00,REVU/USDT,0.0922,0.0963,0.0914,0.0949,2810745.96818302,261442.672543322581
1648684800,2022-03-31 00:00:00,REVU/USDT,0.0942,0.0946,0.091,0.0922,2768727.45205655,257072.547066425845
1648598400,2022-03-30 00:00:00,REVU/USDT,0.0972,0.0972,0.0941,0.0942,2648628.21890191,253482.401252915352
1648512000,2022-03-29 00:00:00,REVU/USDT,0.0974,0.0979,0.097,0.0971,2535787.17146283,246690.871405404443
1648425600,2022-03-28 00:00:00,REVU/USDT,0.0979,0.1038,0.0942,0.0974,3609738.05770131,352889.051969040203
1648339200,2022-03-27 00:00:00,REVU/USDT,0.0978,0.0987,0.0933,0.0979,2819466.80430799,272042.298609291786
1648252800,2022-03-26 00:00:00,REVU/USDT,0.0967,0.0984,0.0967,0.0978,2340498.98838888,228594.686748486191
1648166400,2022-03-25 00:00:00,REVU/USDT,0.0958,0.0987,0.0947,0.0967,3149742.73773167,303084.327257263351
1648080000,2022-03-24 00:00:00,REVU/USDT,0.0931,0.098,0.0923,0.0958,3565790.08815114,334051.241055969249
1647993600,2022-03-23 00:00:00,REVU/USDT,0.0941,0.096,0.0926,0.0932,3847854.59924407,362929.637272370207
1647907200,2022-03-22 00:00:00,REVU/USDT,0.089,0.0953,0.089,0.0942,4213541.27151893,385019.791034889191
1647820800,2022-03-21 00:00:00,REVU/USDT,0.0868,0.0891,0.0865,0.089,3072855.87222595,269241.121512931722
1647734400,2022-03-20 00:00:00,REVU/USDT,0.0901,0.0907,0.0866,0.0868,3514147.06725489,312993.939532408752
1647648000,2022-03-19 00:00:00,REVU/USDT,0.0871,0.0921,0.0862,0.0903,3561807.98654734,317279.293001881734
1647561600,2022-03-18 00:00:00,REVU/USDT,0.0842,0.088,0.0834,0.0869,3983958.36193856,340208.619096447317
1647475200,2022-03-17 00:00:00,REVU/USDT,0.0871,0.0874,0.0828,0.0842,3985803.20390974,341345.172265781757
1647388800,2022-03-16 00:00:00,REVU/USDT,0.0859,0.091,0.0858,0.0871,3171650.89799003,275833.099455168613
1647302400,2022-03-15 00:00:00,REVU/USDT,0.0845,0.0869,0.0839,0.0859,2165597.16330301,184030.887822724566
1647216000,2022-03-14 00:00:00,REVU/USDT,0.0832,0.0874,0.0816,0.0845,3215463.22909133,268845.317992385425
1647129600,2022-03-13 00:00:00,REVU/USDT,0.0861,0.0864,0.083,0.0832,3678620.29502604,313280.011953725126
1647043200,2022-03-12 00:00:00,REVU/USDT,0.0869,0.0881,0.0854,0.0861,3602777.93724114,311756.13008175773
1646956800,2022-03-11 00:00:00,REVU/USDT,0.0888,0.0888,0.0865,0.087,3224929.21507519,281506.352376812499
1646870400,2022-03-10 00:00:00,REVU/USDT,0.0902,0.0912,0.0867,0.0894,3470122.5433642,311124.567729447012
1646784000,2022-03-09 00:00:00,REVU/USDT,0.091,0.0963,0.0902,0.0905,3683134.01706667,340241.869519365192
1646697600,2022-03-08 00:00:00,REVU/USDT,0.0898,0.0964,0.0888,0.091,3688087.93441427,333197.530310362723
1646611200,2022-03-07 00:00:00,REVU/USDT,0.0907,0.0921,0.0874,0.0897,3855646.28017792,345421.766652695271
1646524800,2022-03-06 00:00:00,REVU/USDT,0.0909,0.096,0.0893,0.0908,3834791.04613625,351202.104211044701
1646438400,2022-03-05 00:00:00,REVU/USDT,0.0931,0.0961,0.0901,0.0908,3857319.24910512,358849.959201669355
1646352000,2022-03-04 00:00:00,REVU/USDT,0.0914,0.0971,0.0902,0.093,4183985.81369582,384627.149248559276
1646265600,2022-03-03 00:00:00,REVU/USDT,0.0975,0.0979,0.0901,0.0915,3637271.23433017,341742.41212201885
1646179200,2022-03-02 00:00:00,REVU/USDT,0.0952,0.0986,0.0949,0.0975,4000687.26003808,386184.323806393903
1646092800,2022-03-01 00:00:00,REVU/USDT,0.0956,0.1016,0.0942,0.0952,2584757.95719696,249696.602652002278
1646006400,2022-02-28 00:00:00,REVU/USDT,0.094,0.0969,0.0919,0.0955,2677729.50394897,252585.181724466795
1645920000,2022-02-27 00:00:00,REVU/USDT,0.0971,0.1002,0.0925,0.094,3832941.86294271,372107.290137892887
1645833600,2022-02-26 00:00:00,REVU/USDT,0.0944,0.0988,0.094,0.0976,3198151.6790975,309121.778322676597
1645747200,2022-02-25 00:00:00,REVU/USDT,0.1004,0.1031,0.0912,0.0942,2920353.34150341,283614.981830005033
1645660800,2022-02-24 00:00:00,REVU/USDT,0.0973,0.1075,0.0844,0.1005,3156908.44803076,291856.262160228883
1645574400,2022-02-23 00:00:00,REVU/USDT,0.0991,0.1082,0.0971,0.0974,4421281.36735989,444286.649085878035
1645488000,2022-02-22 00:00:00,REVU/USDT,0.1027,0.104,0.0962,0.099,3221602.37922586,320349.831364823643
1645401600,2022-02-21 00:00:00,REVU/USDT,0.1161,0.1165,0.1022,0.1027,2712699.81057439,295380.584155149138
1645315200,2022-02-20 00:00:00,REVU/USDT,0.1184,0.1211,0.1141,0.1162,3322965.08398744,394297.389166999873
1645228800,2022-02-19 00:00:00,REVU/USDT,0.1205,0.1322,0.1173,0.1183,3604706.88943652,449683.05837743201
1645142400,2022-02-18 00:00:00,REVU/USDT,0.1193,0.1335,0.1188,0.1205,4280151.37285708,538688.10412177162
1645056000,2022-02-17 00:00:00,REVU/USDT,0.1209,0.1329,0.1141,0.1199,3119338.30434883,384085.851480676196
1644969600,2022-02-16 00:00:00,REVU/USDT,0.1206,0.1329,0.1198,0.121,1863310.43187596,234130.90138956089
1644883200,2022-02-15 00:00:00,REVU/USDT,0.118,0.1231,0.114,0.1212,3318885.20941938,392337.778073762731
1644796800,2022-02-14 00:00:00,REVU/USDT,0.1169,0.1198,0.111,0.1176,2813570.40618292,327017.950311677025
1644710400,2022-02-13 00:00:00,REVU/USDT,0.1268,0.1411,0.1165,0.1169,4319053.70139597,543993.539423948926
1644624000,2022-02-12 00:00:00,REVU/USDT,0.0979,0.2191,0.097,0.1261,6354541.75272355,874886.019197794537
1644537600,2022-02-11 00:00:00,REVU/USDT,0.1058,0.1061,0.0972,0.0984,2412627.06833098,246859.51572260863
1644451200,2022-02-10 00:00:00,REVU/USDT,0.1061,0.11,0.1045,0.106,1164503.25021537,124918.639067059296
1644364800,2022-02-09 00:00:00,REVU/USDT,0.1118,0.112,0.1045,0.1062,927240.74815704,100650.783773288973
1644278400,2022-02-08 00:00:00,REVU/USDT,0.1186,0.1186,0.1093,0.1124,768019.30085865,86747.783630175423
1644192000,2022-02-07 00:00:00,REVU/USDT,0.1103,0.1214,0.1102,0.1186,1305172.24523057,150734.64631669648
1644105600,2022-02-06 00:00:00,REVU/USDT,0.1133,0.115,0.1087,0.1109,600358.96807304,66955.724223996084
1644019200,2022-02-05 00:00:00,REVU/USDT,0.1165,0.1224,0.1127,0.1133,788070.84731677,93128.971179161574
1643932800,2022-02-04 00:00:00,REVU/USDT,0.1138,0.1178,0.1117,0.1172,636062.75648991,73084.375005653914
