https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume NIM,Volume BTC
1663459200,2022-09-18 00:00:00,NIM/BTC,0.0000000677,0.0000000679,0.0000000677,0.0000000678,424567.249,0.0287785302951
1663372800,2022-09-17 00:00:00,NIM/BTC,0.0000000702,0.0000000711,0.0000000677,0.0000000677,11454639.301,0.793340184149
1663286400,2022-09-16 00:00:00,NIM/BTC,0.0000000682,0.0000000733,0.000000067,0.0000000704,18311104.36,1.2858893819356
1663200000,2022-09-15 00:00:00,NIM/BTC,0.0000000717,0.0000000717,0.000000068,0.0000000681,19816266.632,1.377576823621
1663113600,2022-09-14 00:00:00,NIM/BTC,0.000000075,0.0000000758,0.0000000675,0.0000000717,39458429.465,2.7925437833862
1663027200,2022-09-13 00:00:00,NIM/BTC,0.00000007,0.0000000755,0.0000000689,0.0000000749,20723195.316,1.4941261539894
1662940800,2022-09-12 00:00:00,NIM/BTC,0.0000000708,0.0000000778,0.0000000693,0.00000007,25633554.766,1.8125218612513
1662854400,2022-09-11 00:00:00,NIM/BTC,0.0000000762,0.0000000763,0.00000007,0.0000000709,16995850.68,1.2307502707099
1662768000,2022-09-10 00:00:00,NIM/BTC,0.0000000699,0.0000000784,0.0000000676,0.0000000763,21427424.72,1.5304664663956
1662681600,2022-09-09 00:00:00,NIM/BTC,0.0000000672,0.000000081,0.0000000661,0.0000000696,48235022.427,3.5480148412507
1662595200,2022-09-08 00:00:00,NIM/BTC,0.0000000613,0.0000000696,0.0000000602,0.0000000672,22639041.153,1.4673867348791
1662508800,2022-09-07 00:00:00,NIM/BTC,0.0000000577,0.0000000638,0.0000000522,0.0000000612,26739506.669,1.5875705015544
1662422400,2022-09-06 00:00:00,NIM/BTC,0.000000061,0.0000000613,0.0000000565,0.0000000577,19807182.908,1.1772349981352
1662336000,2022-09-05 00:00:00,NIM/BTC,0.0000000602,0.0000000627,0.0000000597,0.0000000611,19313183.625,1.1767010248685
1662249600,2022-09-04 00:00:00,NIM/BTC,0.0000000631,0.000000064,0.00000006,0.0000000602,12642666.423,0.7736703210065
1662163200,2022-09-03 00:00:00,NIM/BTC,0.0000000605,0.0000000671,0.00000006,0.0000000629,38208460.106,2.3660414225077
1662076800,2022-09-02 00:00:00,NIM/BTC,0.0000000551,0.0000000682,0.0000000549,0.0000000604,26236530.38,1.58506109737
1661990400,2022-09-01 00:00:00,NIM/BTC,0.0000000565,0.0000000568,0.0000000535,0.0000000551,17436928.757,0.9634446152772
1661904000,2022-08-31 00:00:00,NIM/BTC,0.0000000606,0.0000000608,0.0000000562,0.0000000566,13867263.598,0.8004610575678
1661817600,2022-08-30 00:00:00,NIM/BTC,0.0000000618,0.0000000637,0.0000000578,0.0000000606,13144027.213,0.8044143989918
1661731200,2022-08-29 00:00:00,NIM/BTC,0.0000000636,0.0000000636,0.000000059,0.0000000616,14278611.513,0.8759778892506
1661644800,2022-08-28 00:00:00,NIM/BTC,0.0000000615,0.0000000658,0.0000000611,0.0000000637,12113477.871,0.7770127576835
1661558400,2022-08-27 00:00:00,NIM/BTC,0.0000000615,0.0000000629,0.0000000573,0.0000000613,15393761.258,0.9268879143013
1661472000,2022-08-26 00:00:00,NIM/BTC,0.000000065,0.0000000663,0.0000000602,0.0000000615,12189432.518,0.7692927450511
1661385600,2022-08-25 00:00:00,NIM/BTC,0.0000000655,0.0000000671,0.0000000626,0.0000000653,14568645.271,0.9449132735743
1661299200,2022-08-24 00:00:00,NIM/BTC,0.0000000674,0.0000000682,0.000000063,0.0000000655,14517940.526,0.953227852086
1661212800,2022-08-23 00:00:00,NIM/BTC,0.0000000632,0.0000000728,0.0000000601,0.0000000678,17989759.897,1.1768001678378
1661126400,2022-08-22 00:00:00,NIM/BTC,0.0000000631,0.0000000654,0.0000000595,0.0000000629,3886115.066,0.2386261907902
1661040000,2022-08-21 00:00:00,NIM/BTC,0.0000000608,0.000000067,0.0000000602,0.0000000634,3312973.575,0.2083072793606
1660953600,2022-08-20 00:00:00,NIM/BTC,0.000000067,0.0000000685,0.0000000604,0.0000000609,6070561.799,0.3863188872261
1660867200,2022-08-19 00:00:00,NIM/BTC,0.0000000666,0.00000007,0.0000000624,0.0000000671,9706096.83,0.6465351016599
1660780800,2022-08-18 00:00:00,NIM/BTC,0.0000000684,0.0000000685,0.0000000666,0.000000067,1007289.767,0.0676300901929
1660694400,2022-08-17 00:00:00,NIM/BTC,0.00000007,0.00000007,0.000000065,0.0000000685,8509835.023,0.5716355326043
1660608000,2022-08-16 00:00:00,NIM/BTC,0.0000000668,0.0000000705,0.0000000646,0.0000000705,8543121.926,0.5595111368084
1660521600,2022-08-15 00:00:00,NIM/BTC,0.0000000632,0.0000000695,0.000000061,0.0000000666,23481367.939,1.5312743710715
1660435200,2022-08-14 00:00:00,NIM/BTC,0.0000000653,0.0000000656,0.000000063,0.0000000632,14689512.989,0.9424703595163
1660348800,2022-08-13 00:00:00,NIM/BTC,0.0000000645,0.0000000696,0.0000000642,0.0000000654,13226045.775,0.8783590943587
1660262400,2022-08-12 00:00:00,NIM/BTC,0.00000007,0.00000007,0.0000000636,0.0000000645,12698747.196,0.8272593086349
1660176000,2022-08-11 00:00:00,NIM/BTC,0.00000007,0.0000000722,0.0000000661,0.0000000702,11832000.373,0.8168887309897
1660089600,2022-08-10 00:00:00,NIM/BTC,0.00000007,0.0000000756,0.0000000689,0.00000007,18139746.491,1.2802559749872
1660003200,2022-08-09 00:00:00,NIM/BTC,0.0000000704,0.0000000778,0.0000000693,0.00000007,19507960.045,1.3726016726948
1659916800,2022-08-08 00:00:00,NIM/BTC,0.000000071,0.0000000764,0.0000000696,0.0000000706,26550387.873,1.893759461858
1659830400,2022-08-07 00:00:00,NIM/BTC,0.0000000743,0.0000000748,0.0000000707,0.000000071,14899401.847,1.0818656780963
1659744000,2022-08-06 00:00:00,NIM/BTC,0.0000000703,0.0000000777,0.0000000691,0.0000000744,29563144.615,2.1625131633449
1659657600,2022-08-05 00:00:00,NIM/BTC,0.0000000701,0.0000000747,0.00000007,0.0000000704,17328543.803,1.2556452304674
1659571200,2022-08-04 00:00:00,NIM/BTC,0.0000000751,0.0000000751,0.00000007,0.00000007,18138119.856,1.3180532819699
1659484800,2022-08-03 00:00:00,NIM/BTC,0.0000000747,0.0000000759,0.0000000729,0.0000000751,13945447.705,1.045155788725
1659398400,2022-08-02 00:00:00,NIM/BTC,0.0000000721,0.0000000796,0.0000000694,0.0000000747,23910887.454,1.754478521888
1659312000,2022-08-01 00:00:00,NIM/BTC,0.0000000762,0.0000000765,0.0000000721,0.0000000722,18264644.629,1.3669492925301
1659225600,2022-07-31 00:00:00,NIM/BTC,0.0000000797,0.0000000804,0.0000000753,0.0000000762,15052603.867,1.1676452820456
1659139200,2022-07-30 00:00:00,NIM/BTC,0.0000000793,0.0000000875,0.0000000768,0.0000000796,28692155.48,2.3116373423889
1659052800,2022-07-29 00:00:00,NIM/BTC,0.0000000887,0.0000000887,0.0000000781,0.0000000794,20852321.065,1.7448624639656
1658966400,2022-07-28 00:00:00,NIM/BTC,0.000000092,0.0000000993,0.000000087,0.0000000887,25124339.554,2.2880878791707
1658880000,2022-07-27 00:00:00,NIM/BTC,0.0000000867,0.00000011,0.0000000855,0.0000000921,33054026.669,3.1710576643627
1658793600,2022-07-26 00:00:00,NIM/BTC,0.0000000954,0.0000000955,0.0000000865,0.0000000865,16384777.336,1.4818827996505
1658707200,2022-07-25 00:00:00,NIM/BTC,0.0000001111,0.0000001111,0.0000000886,0.0000000954,36036477.736,3.5625633836983
1658620800,2022-07-24 00:00:00,NIM/BTC,0.0000000871,0.0000001177,0.0000000836,0.0000001116,46144412.205,4.4292832382101
1658534400,2022-07-23 00:00:00,NIM/BTC,0.0000000894,0.0000001089,0.0000000808,0.0000000871,45866378.478,4.167220760525
1658448000,2022-07-22 00:00:00,NIM/BTC,0.0000000726,0.0000000994,0.0000000712,0.0000000893,38035448.113,3.095949764128
1658361600,2022-07-21 00:00:00,NIM/BTC,0.0000000698,0.0000000735,0.0000000694,0.0000000728,20793438.432,1.4823642899072
1658275200,2022-07-20 00:00:00,NIM/BTC,0.0000000673,0.0000000716,0.0000000657,0.0000000698,31027132.372,2.1140908998182
1658188800,2022-07-19 00:00:00,NIM/BTC,0.0000000681,0.0000000708,0.0000000671,0.0000000673,26046139.294,1.7900685106918
1658102400,2022-07-18 00:00:00,NIM/BTC,0.0000000692,0.0000000711,0.0000000669,0.000000068,32446789.725,2.2365046997898
1658016000,2022-07-17 00:00:00,NIM/BTC,0.0000000722,0.0000000729,0.000000069,0.0000000693,28528378.688,2.0154623559646
1657929600,2022-07-16 00:00:00,NIM/BTC,0.0000000747,0.0000000748,0.0000000699,0.0000000722,18464266.374,1.3187355503761
1657843200,2022-07-15 00:00:00,NIM/BTC,0.0000000794,0.0000000795,0.0000000728,0.0000000748,21499485.797,1.6069754711536
1657756800,2022-07-14 00:00:00,NIM/BTC,0.0000000694,0.0000000932,0.0000000687,0.0000000795,51034884.983,4.1630882360902
1657670400,2022-07-13 00:00:00,NIM/BTC,0.0000000726,0.0000000758,0.0000000685,0.0000000697,17431552.045,1.2637945983298
1657584000,2022-07-12 00:00:00,NIM/BTC,0.0000000772,0.0000000774,0.0000000721,0.0000000728,6262944.053,0.4691999478017
1657497600,2022-07-11 00:00:00,NIM/BTC,0.000000079,0.0000000796,0.0000000748,0.000000077,6305065.548,0.4933188171829
1657411200,2022-07-10 00:00:00,NIM/BTC,0.0000000796,0.0000000802,0.0000000787,0.0000000792,6363463.181,0.505280441013
1657324800,2022-07-09 00:00:00,NIM/BTC,0.0000000812,0.0000000812,0.000000079,0.0000000796,6631043.18,0.530008726113
1657238400,2022-07-08 00:00:00,NIM/BTC,0.0000000856,0.0000000858,0.0000000804,0.0000000809,12228427.994,1.0150706662825
1657152000,2022-07-07 00:00:00,NIM/BTC,0.0000000913,0.000000092,0.0000000833,0.0000000858,21299136.93898823,1.855049106757898838
1657065600,2022-07-06 00:00:00,NIM/BTC,0.0000000784,0.0000000916,0.0000000754,0.0000000912,25797590.87146387,2.096607424373299343
1656979200,2022-07-05 00:00:00,NIM/BTC,0.0000000796,0.0000001059,0.0000000768,0.0000000787,49260460.87443875,4.183326337714070146
1656892800,2022-07-04 00:00:00,NIM/BTC,0.0000000661,0.0000000936,0.000000066,0.0000000796,75838065.19882188,5.882797671795675454
1656806400,2022-07-03 00:00:00,NIM/BTC,0.0000000679,0.0000000679,0.000000065,0.0000000661,19668383.296,1.3094680646375
1656720000,2022-07-02 00:00:00,NIM/BTC,0.0000000708,0.0000000708,0.0000000644,0.0000000679,36047544.24926364,2.428328135091746317
1656633600,2022-07-01 00:00:00,NIM/BTC,0.000000084,0.000000084,0.0000000685,0.0000000708,52964842.14836525,3.913657275853299775
1656547200,2022-06-30 00:00:00,NIM/BTC,0.0000000803,0.00000011,0.0000000721,0.000000084,172619029.98206963,14.893121102859969519
1656460800,2022-06-29 00:00:00,NIM/BTC,0.000000058,0.0000001479,0.0000000572,0.0000000802,117532747.89238929,9.428017046511504992
1656374400,2022-06-28 00:00:00,NIM/BTC,0.000000054,0.0000000586,0.0000000534,0.000000058,27770869.85777311,1.55372468169691034
1656288000,2022-06-27 00:00:00,NIM/BTC,0.000000053,0.0000000542,0.000000051,0.0000000541,20550435.19166206,1.082072497680297957
1656201600,2022-06-26 00:00:00,NIM/BTC,0.0000000528,0.000000054,0.0000000523,0.000000053,7690773.68568269,0.411285712763782429
1656115200,2022-06-25 00:00:00,NIM/BTC,0.0000000525,0.0000000531,0.0000000504,0.0000000524,13651903.68503591,0.705644207905899639
1656028800,2022-06-24 00:00:00,NIM/BTC,0.0000000474,0.0000000535,0.0000000467,0.0000000525,15952536.98306033,0.794632600009598378
1655942400,2022-06-23 00:00:00,NIM/BTC,0.0000000469,0.0000000504,0.0000000453,0.0000000474,16048725.35066239,0.758229589913799684
1655856000,2022-06-22 00:00:00,NIM/BTC,0.0000000459,0.000000047,0.0000000447,0.000000047,6286606.74861942,0.28766870702489981
1655769600,2022-06-21 00:00:00,NIM/BTC,0.0000000443,0.0000000461,0.0000000428,0.0000000458,16885618.36183947,0.753861085511399567
1655683200,2022-06-20 00:00:00,NIM/BTC,0.0000000476,0.0000000479,0.0000000432,0.0000000444,21134574.26890451,0.965100499643199107
1655596800,2022-06-19 00:00:00,NIM/BTC,0.0000000493,0.0000000498,0.0000000467,0.0000000476,15660200.28395951,0.751067539948799794
1655510400,2022-06-18 00:00:00,NIM/BTC,0.0000000492,0.0000000495,0.0000000473,0.000000049,15017820.24928373,0.729466962661099851
1655424000,2022-06-17 00:00:00,NIM/BTC,0.0000000462,0.0000000498,0.0000000451,0.0000000493,15107077.72644978,0.714733305217699924
1655337600,2022-06-16 00:00:00,NIM/BTC,0.0000000466,0.0000000488,0.0000000452,0.0000000464,13515395.42449892,0.634256102376499996
1655251200,2022-06-15 00:00:00,NIM/BTC,0.0000000531,0.0000000547,0.0000000439,0.0000000465,86175786.96169864,4.002344140323499213
1655164800,2022-06-14 00:00:00,NIM/BTC,0.0000000555,0.000000058,0.0000000454,0.000000053,85669371.60327161,4.339953141335807677
1655078400,2022-06-13 00:00:00,NIM/BTC,0.0000000507,0.000000056,0.0000000504,0.0000000555,27535334.90523928,1.48344762509079968
1654992000,2022-06-12 00:00:00,NIM/BTC,0.0000000449,0.0000000516,0.0000000447,0.0000000504,25607280.25158677,1.223303790867999668
1654905600,2022-06-11 00:00:00,NIM/BTC,0.0000000481,0.00000005,0.0000000443,0.0000000449,27020306.05271888,1.265721649854098646
1654819200,2022-06-10 00:00:00,NIM/BTC,0.0000000466,0.0000000506,0.0000000454,0.0000000482,24099768.06831444,1.132882271749846368
1654732800,2022-06-09 00:00:00,NIM/BTC,0.0000000457,0.0000000477,0.0000000451,0.0000000466,12752630.99160352,0.58975044981046016
1654646400,2022-06-08 00:00:00,NIM/BTC,0.0000000465,0.0000000474,0.0000000453,0.0000000456,17761899.36324086,0.82064057417879999
1654560000,2022-06-07 00:00:00,NIM/BTC,0.000000045,0.0000000486,0.0000000446,0.0000000465,24840218.87061978,1.157932662628599226
1654473600,2022-06-06 00:00:00,NIM/BTC,0.0000000461,0.0000000502,0.0000000444,0.0000000447,26663099.31010658,1.234115149589298652
1654387200,2022-06-05 00:00:00,NIM/BTC,0.0000000473,0.0000000483,0.0000000459,0.0000000461,19157923.21327272,0.904874506229099664
1654300800,2022-06-04 00:00:00,NIM/BTC,0.0000000489,0.000000049,0.0000000458,0.0000000474,16331002.62204194,0.775421004479499606
1654214400,2022-06-03 00:00:00,NIM/BTC,0.0000000499,0.0000000511,0.0000000485,0.0000000489,15639209.49398425,0.7819681584888999
1654128000,2022-06-02 00:00:00,NIM/BTC,0.0000000495,0.0000000517,0.0000000477,0.0000000499,21454237.72073493,1.057582986986699514
1654041600,2022-06-01 00:00:00,NIM/BTC,0.0000000456,0.0000000539,0.0000000454,0.0000000495,35334656.21498001,1.702409222676099046
1653955200,2022-05-31 00:00:00,NIM/BTC,0.0000000484,0.0000000485,0.0000000448,0.0000000456,30756104.64491722,1.426084207806299786
1653868800,2022-05-30 00:00:00,NIM/BTC,0.0000000446,0.0000000515,0.0000000434,0.0000000484,34717146.70648206,1.64213495715894213
