https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GRIN,Volume USDT
1663459200,2022-09-18 00:00:00,GRIN/USDT,0.120466,0.120466,0.11734,0.119676,1489.85368377,176.25529316785613
1663455600,2022-09-17 23:00:00,GRIN/USDT,0.12126,0.12206,0.12033,0.12206,477.34220982,57.84496666921887
1663452000,2022-09-17 22:00:00,GRIN/USDT,0.1188,0.121261,0.117404,0.121261,1113.60490334,134.05528247807618
1663448400,2022-09-17 21:00:00,GRIN/USDT,0.118801,0.118801,0.117399,0.117469,285.95415597,33.81757711736734
1663444800,2022-09-17 20:00:00,GRIN/USDT,0.119675,0.119676,0.119675,0.119676,50.65992238,6.06276799029774
1663441200,2022-09-17 19:00:00,GRIN/USDT,0.12033,0.12033,0.118891,0.119675,487.51716951,58.37830252199539
1663437600,2022-09-17 18:00:00,GRIN/USDT,0.121258,0.1225,0.12033,0.12033,2601.1406218,317.37635275083488
1663434000,2022-09-17 17:00:00,GRIN/USDT,0.119675,0.12206,0.118891,0.119705,4935.67898761,592.97614494577774
1663430400,2022-09-17 16:00:00,GRIN/USDT,0.113539,0.11927,0.112864,0.11927,28001.06219261,3211.68904593492856
1663426800,2022-09-17 15:00:00,GRIN/USDT,0.112798,0.112798,0.1125,0.1125,1446.1558633,163.0969670685134
1663423200,2022-09-17 14:00:00,GRIN/USDT,0.112798,0.112798,0.112798,0.112798,154.40528643,17.41660749873114
1663419600,2022-09-17 13:00:00,GRIN/USDT,0.112798,0.112798,0.112501,0.112798,549.42562201,61.93817431148398
1663416000,2022-09-17 12:00:00,GRIN/USDT,0.114063,0.114063,0.112798,0.114062,87.67686518,9.91301835938743
1663412400,2022-09-17 11:00:00,GRIN/USDT,0.112865,0.112865,0.112865,0.112865,90.7853589,10.2464895322485
1663408800,2022-09-17 10:00:00,GRIN/USDT,0.113582,0.113582,0.113582,0.113582,0,0
1663405200,2022-09-17 09:00:00,GRIN/USDT,0.113489,0.113582,0.113489,0.113582,7888.99391198,895.71351191053825
1663401600,2022-09-17 08:00:00,GRIN/USDT,0.114129,0.114129,0.112503,0.112503,332.33039083,37.51411394019883
1663398000,2022-09-17 07:00:00,GRIN/USDT,0.11406,0.114123,0.11406,0.114123,350,39.94010785667156
1663394400,2022-09-17 06:00:00,GRIN/USDT,0.11322,0.114061,0.11322,0.113795,148.96386321,16.92103761945017
1663390800,2022-09-17 05:00:00,GRIN/USDT,0.112864,0.112864,0.112864,0.112864,0,0
1663387200,2022-09-17 04:00:00,GRIN/USDT,0.112864,0.112864,0.112864,0.112864,70.03425735,7.9043464215504
1663383600,2022-09-17 03:00:00,GRIN/USDT,0.113131,0.113131,0.112798,0.112798,137.10572787,15.47256676110224
1663380000,2022-09-17 02:00:00,GRIN/USDT,0.114232,0.114232,0.114232,0.114232,10.74653711,1.22759842714952
1663376400,2022-09-17 01:00:00,GRIN/USDT,0.11429,0.11429,0.11429,0.11429,0,0
1663372800,2022-09-17 00:00:00,GRIN/USDT,0.11429,0.11429,0.114289,0.11429,6515.17465682,744.61905263691208
1663369200,2022-09-16 23:00:00,GRIN/USDT,0.114233,0.114233,0.114233,0.114233,43.77018899,4.99999999889467
1663365600,2022-09-16 22:00:00,GRIN/USDT,0.113188,0.113188,0.113188,0.113188,9.54182229,1.08001978136052
1663362000,2022-09-16 21:00:00,GRIN/USDT,0.114286,0.114289,0.114232,0.114289,878.07673293,100.34854385457213
1663358400,2022-09-16 20:00:00,GRIN/USDT,0.113848,0.114286,0.112804,0.114286,471.26208619,53.66281367287352
1663354800,2022-09-16 19:00:00,GRIN/USDT,0.113542,0.113542,0.113542,0.113542,51.84424681,5.88649947130102
1663351200,2022-09-16 18:00:00,GRIN/USDT,0.11349,0.113542,0.11349,0.113542,75.90919468,8.61882201140688
1663347600,2022-09-16 17:00:00,GRIN/USDT,0.113542,0.113542,0.1125,0.112503,648.48403194,73.11115850374645
1663344000,2022-09-16 16:00:00,GRIN/USDT,0.11457,0.11457,0.113542,0.113542,261.05345618,29.6480414117933
1663340400,2022-09-16 15:00:00,GRIN/USDT,0.114625,0.114625,0.113778,0.113778,26.0381265,2.9662581872985
1663336800,2022-09-16 14:00:00,GRIN/USDT,0.113903,0.113903,0.113903,0.113903,0,0
1663333200,2022-09-16 13:00:00,GRIN/USDT,0.115092,0.115092,0.113903,0.113903,242.13287742,27.74472691229857
1663329600,2022-09-16 12:00:00,GRIN/USDT,0.113911,0.11514,0.113911,0.115139,23.36080412,2.66996851448293
1663326000,2022-09-16 11:00:00,GRIN/USDT,0.113904,0.115045,0.113904,0.115045,193.27922851,22.02400496807276
1663322400,2022-09-16 10:00:00,GRIN/USDT,0.113547,0.114625,0.113547,0.114625,35.4965107,4.06129372068433
1663318800,2022-09-16 09:00:00,GRIN/USDT,0.11413,0.114293,0.11413,0.114293,316.93552504,36.22211938365192
1663315200,2022-09-16 08:00:00,GRIN/USDT,0.114293,0.114293,0.1125,0.113903,8677.97608443,989.30711896209744
1663311600,2022-09-16 07:00:00,GRIN/USDT,0.114295,0.114295,0.114295,0.114295,130.78470443,14.94803779282685
1663308000,2022-09-16 06:00:00,GRIN/USDT,0.114294,0.114294,0.114294,0.114294,1.18653054,0.13561332153876
1663304400,2022-09-16 05:00:00,GRIN/USDT,0.114296,0.114296,0.114296,0.114296,0,0
1663300800,2022-09-16 04:00:00,GRIN/USDT,0.114296,0.114296,0.114296,0.114296,725.39298513,82.90951662841848
1663297200,2022-09-16 03:00:00,GRIN/USDT,0.114292,0.114292,0.114292,0.114292,0,0
1663293600,2022-09-16 02:00:00,GRIN/USDT,0.114292,0.114292,0.114292,0.114292,23.19272775,2.650743240003
1663290000,2022-09-16 01:00:00,GRIN/USDT,0.114292,0.114292,0.114292,0.114292,0,0
1663286400,2022-09-16 00:00:00,GRIN/USDT,0.114292,0.114292,0.114292,0.114292,160.87770753,18.38703494901876
1663282800,2022-09-15 23:00:00,GRIN/USDT,0.114292,0.114292,0.114292,0.114292,267.07912002,30.52500678532584
1663279200,2022-09-15 22:00:00,GRIN/USDT,0.114292,0.114292,0.114292,0.114292,1215.47360441,138.91890919522772
1663275600,2022-09-15 21:00:00,GRIN/USDT,0.114294,0.115045,0.114292,0.115045,127.99868298,14.71827535958291
1663272000,2022-09-15 20:00:00,GRIN/USDT,0.114428,0.114428,0.114292,0.114292,2691.1161333,307.57872907592735
1663268400,2022-09-15 19:00:00,GRIN/USDT,0.114292,0.114428,0.114292,0.114292,751.98229014,85.94583598717784
1663264800,2022-09-15 18:00:00,GRIN/USDT,0.113543,0.114625,0.112798,0.114625,476.10696041,54.14624799109715
1663261200,2022-09-15 17:00:00,GRIN/USDT,0.114291,0.114428,0.114291,0.114428,160.80578567,18.38311049151641
1663257600,2022-09-15 16:00:00,GRIN/USDT,0.114291,0.114291,0.114291,0.114291,84.62121108,9.67144283554428
1663254000,2022-09-15 15:00:00,GRIN/USDT,0.115043,0.115044,0.112501,0.11413,1827.27172877,208.26544089055837
