https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ZCX,Volume BTC
1663459200,2022-09-18 00:00:00,ZCX/BTC,0.00000369,0.00000372,0.00000369,0.0000037,2387.4524,0.008855962626
1663372800,2022-09-17 00:00:00,ZCX/BTC,0.00000347,0.00000386,0.00000344,0.00000368,311998.0852,1.132635667692
1663286400,2022-09-16 00:00:00,ZCX/BTC,0.00000415,0.0000042,0.00000324,0.00000349,238486.1004,0.900586095273
1663200000,2022-09-15 00:00:00,ZCX/BTC,0.00000382,0.0000042,0.00000375,0.0000041,115145.4028,0.46421145644
1663113600,2022-09-14 00:00:00,ZCX/BTC,0.00000399,0.00000399,0.00000375,0.00000381,72103.7829,0.279812846143
1663027200,2022-09-13 00:00:00,ZCX/BTC,0.00000397,0.00000418,0.00000377,0.00000393,127144.2762,0.504316375249
1662940800,2022-09-12 00:00:00,ZCX/BTC,0.00000421,0.00000448,0.00000381,0.00000394,299009.3785,1.20924290961
1662854400,2022-09-11 00:00:00,ZCX/BTC,0.00000425,0.00000451,0.00000408,0.00000421,123515.5569,0.523880408822
1662768000,2022-09-10 00:00:00,ZCX/BTC,0.00000436,0.00000463,0.00000414,0.00000428,117474.6768,0.508960192227
1662681600,2022-09-09 00:00:00,ZCX/BTC,0.00000418,0.000005,0.00000374,0.00000437,484984.9231,2.072001470509
1662595200,2022-09-08 00:00:00,ZCX/BTC,0.00000396,0.0000044,0.00000385,0.00000419,153933.9818,0.627322632638
1662508800,2022-09-07 00:00:00,ZCX/BTC,0.00000414,0.00000416,0.00000375,0.00000396,135966.1319,0.536626729591
1662422400,2022-09-06 00:00:00,ZCX/BTC,0.00000392,0.00000423,0.00000387,0.00000415,101873.3958,0.408843397534
1662336000,2022-09-05 00:00:00,ZCX/BTC,0.00000446,0.00000456,0.00000383,0.00000383,120399.5318,0.500821299946
1662249600,2022-09-04 00:00:00,ZCX/BTC,0.00000434,0.0000049,0.00000428,0.00000451,113282.2997,0.529724620335
1662163200,2022-09-03 00:00:00,ZCX/BTC,0.00000443,0.00000531,0.00000428,0.00000428,537732.9032,2.566878366119
1662076800,2022-09-02 00:00:00,ZCX/BTC,0.00000403,0.00000526,0.0000037,0.00000452,690634.7412,3.005156703153
1661990400,2022-09-01 00:00:00,ZCX/BTC,0.00000484,0.00000497,0.00000389,0.00000409,337704.0286,1.459446036045
1661904000,2022-08-31 00:00:00,ZCX/BTC,0.00000553,0.00000553,0.00000447,0.00000486,335672.0111,1.676551127423
1661817600,2022-08-30 00:00:00,ZCX/BTC,0.00000587,0.00000639,0.00000535,0.00000548,188226.8314,1.092381723478
1661731200,2022-08-29 00:00:00,ZCX/BTC,0.00000557,0.00000713,0.00000523,0.00000594,245046.8837,1.520471869655
1661644800,2022-08-28 00:00:00,ZCX/BTC,0.00000596,0.00000596,0.0000055,0.00000566,65726.4106,0.371926305989
1661558400,2022-08-27 00:00:00,ZCX/BTC,0.00000519,0.00000595,0.00000504,0.00000595,142863.5862,0.795772335328
1661472000,2022-08-26 00:00:00,ZCX/BTC,0.00000527,0.00000565,0.00000489,0.00000513,149976.6689,0.776444370975
1661385600,2022-08-25 00:00:00,ZCX/BTC,0.00000555,0.00000578,0.00000475,0.00000517,208099.3803,1.065590301718
1661299200,2022-08-24 00:00:00,ZCX/BTC,0.00000573,0.00000614,0.00000553,0.00000558,63548.2335,0.365512443803
1661212800,2022-08-23 00:00:00,ZCX/BTC,0.0000058,0.00000639,0.00000557,0.00000572,103447.0375,0.616495557216
1661126400,2022-08-22 00:00:00,ZCX/BTC,0.00000592,0.00000627,0.0000054,0.00000581,83816.6601,0.491016640231
1661040000,2022-08-21 00:00:00,ZCX/BTC,0.00000531,0.00000652,0.00000531,0.00000598,117741.3103,0.68885511314
1660953600,2022-08-20 00:00:00,ZCX/BTC,0.00000621,0.00000638,0.000005,0.00000526,236712.0398,1.345456071217
1660867200,2022-08-19 00:00:00,ZCX/BTC,0.00000691,0.00000691,0.00000558,0.00000637,207945.5738,1.300717020546
1660780800,2022-08-18 00:00:00,ZCX/BTC,0.00000702,0.00000886,0.00000655,0.00000694,192252.3295,1.48646536002
1660694400,2022-08-17 00:00:00,ZCX/BTC,0.00000675,0.00000762,0.00000629,0.00000705,139036.0078,0.94563536885
1660608000,2022-08-16 00:00:00,ZCX/BTC,0.00000707,0.00000749,0.00000676,0.00000682,21024.6418,0.149813091029
1660521600,2022-08-15 00:00:00,ZCX/BTC,0.00000788,0.00000799,0.00000705,0.00000714,44294.6564,0.329895802311
1660435200,2022-08-14 00:00:00,ZCX/BTC,0.0000084,0.00000865,0.00000747,0.00000788,49712.2051,0.396190089835
1660348800,2022-08-13 00:00:00,ZCX/BTC,0.00000887,0.00000894,0.00000824,0.00000836,40839.5464,0.348741776679
1660262400,2022-08-12 00:00:00,ZCX/BTC,0.00000887,0.00000941,0.0000084,0.00000891,117521.3622,1.038274224526
1660176000,2022-08-11 00:00:00,ZCX/BTC,0.00000962,0.00001109,0.00000837,0.0000088,194470.5247,1.89162986064
1660089600,2022-08-10 00:00:00,ZCX/BTC,0.0000101,0.00001109,0.00000865,0.00000968,240333.2613,2.384325690102
1660003200,2022-08-09 00:00:00,ZCX/BTC,0.00000887,0.0000105,0.00000742,0.00001003,231813.582,1.922997121113
1659916800,2022-08-08 00:00:00,ZCX/BTC,0.00001028,0.0000103,0.00000793,0.0000088,255520.0276,2.187274560839
1659830400,2022-08-07 00:00:00,ZCX/BTC,0.00001088,0.00001146,0.00001006,0.00001035,37094.0549,0.383686041251
1659744000,2022-08-06 00:00:00,ZCX/BTC,0.00001161,0.00001235,0.00001075,0.00001089,49875.0965,0.557422525286
1659657600,2022-08-05 00:00:00,ZCX/BTC,0.00001239,0.00001239,0.00001079,0.00001169,66886.9732,0.755118960318
1659571200,2022-08-04 00:00:00,ZCX/BTC,0.00001058,0.00001297,0.00000991,0.00001229,291586.4137,3.355230149689
1659484800,2022-08-03 00:00:00,ZCX/BTC,0.00000842,0.00001117,0.00000791,0.00001057,285964.3977,2.706897707355
1659398400,2022-08-02 00:00:00,ZCX/BTC,0.00000891,0.00001025,0.00000815,0.00000842,186513.0477,1.686628742297
1659312000,2022-08-01 00:00:00,ZCX/BTC,0.00000689,0.00000991,0.00000637,0.0000089,728990.5634,5.434949616295
1659225600,2022-07-31 00:00:00,ZCX/BTC,0.00000688,0.0000083,0.00000611,0.00000688,505112.7758,3.704503513019
1659139200,2022-07-30 00:00:00,ZCX/BTC,0.0000078,0.00000783,0.00000586,0.00000687,489873.0603,3.230807786843
1659052800,2022-07-29 00:00:00,ZCX/BTC,0.00001112,0.00001131,0.00000725,0.00000774,470072.9415,4.073536330829
1658966400,2022-07-28 00:00:00,ZCX/BTC,0.00001417,0.00001443,0.00001071,0.00001127,171761.8875,2.041489747349
1658880000,2022-07-27 00:00:00,ZCX/BTC,0.00001391,0.00001496,0.00001337,0.00001421,43299.7293,0.617132702146
1658793600,2022-07-26 00:00:00,ZCX/BTC,0.00001456,0.0000157,0.00001397,0.00001401,33929.788,0.501665141969
1658707200,2022-07-25 00:00:00,ZCX/BTC,0.00001315,0.00001596,0.00001175,0.00001479,106279.3022,1.464050220247
1658620800,2022-07-24 00:00:00,ZCX/BTC,0.00001393,0.00001477,0.00001275,0.00001322,67077.0352,0.916320045909
1658534400,2022-07-23 00:00:00,ZCX/BTC,0.00001571,0.00001666,0.00001311,0.00001407,86603.9934,1.28878414473
1658448000,2022-07-22 00:00:00,ZCX/BTC,0.00001833,0.00001885,0.00001544,0.00001591,61012.97708336,1.0262007938179536
1658361600,2022-07-21 00:00:00,ZCX/BTC,0.00001875,0.00001964,0.00001827,0.00001827,7188.167,0.136048246884
1658275200,2022-07-20 00:00:00,ZCX/BTC,0.00001986,0.00001986,0.00001822,0.00001883,7068.3497,0.132467911392
1658188800,2022-07-19 00:00:00,ZCX/BTC,0.00002071,0.00002113,0.00001904,0.00001961,12308.63282976,0.2453351887960971
1658102400,2022-07-18 00:00:00,ZCX/BTC,0.00002043,0.00002082,0.00001947,0.00002072,11112.36686254,0.2227452225478288
1658016000,2022-07-17 00:00:00,ZCX/BTC,0.00002102,0.00002265,0.00001963,0.00002046,28303.22839776,0.5956474533141208
1657929600,2022-07-16 00:00:00,ZCX/BTC,0.0000217,0.0000217,0.00002025,0.00002025,18373.4029,0.390271295694
1657843200,2022-07-15 00:00:00,ZCX/BTC,0.0000217,0.00002282,0.00001975,0.00002193,26398.27971673,0.5577787973480077
1657756800,2022-07-14 00:00:00,ZCX/BTC,0.00002081,0.00002183,0.00002037,0.00002094,12850.4157,0.272268133944
1657670400,2022-07-13 00:00:00,ZCX/BTC,0.00002204,0.00002238,0.00002075,0.00002129,8959.86305679,0.1923906840509232
1657584000,2022-07-12 00:00:00,ZCX/BTC,0.00002122,0.00002356,0.00002097,0.00002189,13497.88330131,0.2960942622654076
1657497600,2022-07-11 00:00:00,ZCX/BTC,0.00002048,0.0000237,0.00002048,0.00002157,19806.3824116,0.444513319669892
1657411200,2022-07-10 00:00:00,ZCX/BTC,0.00002082,0.00002186,0.00002044,0.00002055,11436.7405,0.240680282984
1657324800,2022-07-09 00:00:00,ZCX/BTC,0.00002123,0.00002127,0.00001993,0.00002093,6221.47028234,0.1273292551478552
1657238400,2022-07-08 00:00:00,ZCX/BTC,0.00001993,0.00002123,0.0000198,0.00002112,18527.26854491,0.3795241093359244
1657152000,2022-07-07 00:00:00,ZCX/BTC,0.00001975,0.0000227,0.00001953,0.00001976,30876.7238,0.653904637626
1657065600,2022-07-06 00:00:00,ZCX/BTC,0.00002032,0.0000205,0.00001914,0.00001972,27158.8495,0.54152898956
1656979200,2022-07-05 00:00:00,ZCX/BTC,0.00002002,0.0000227,0.00001942,0.0000203,74267.5017,1.549789384316
1656892800,2022-07-04 00:00:00,ZCX/BTC,0.00002032,0.00002101,0.00001878,0.00002002,58623.75684252,1.1499554370198746
1656806400,2022-07-03 00:00:00,ZCX/BTC,0.00002116,0.00002144,0.00001942,0.00001994,27359.02774384,0.5559845999309129
1656720000,2022-07-02 00:00:00,ZCX/BTC,0.00002191,0.00002208,0.00001892,0.00002115,76089.5292315,1.5470868888717102
1656633600,2022-07-01 00:00:00,ZCX/BTC,0.00002081,0.00002293,0.00002041,0.0000218,37498.08252948,0.8164833105285293
1656547200,2022-06-30 00:00:00,ZCX/BTC,0.00002455,0.00002479,0.00002041,0.0000207,85410.11297004,1.8994900475378108
1656460800,2022-06-29 00:00:00,ZCX/BTC,0.00002772,0.00002865,0.00002455,0.00002503,16030.36898957,0.4225495207037953
1656374400,2022-06-28 00:00:00,ZCX/BTC,0.00002861,0.0000333,0.00002645,0.00002781,108536.0467962,3.209312428079724
1656288000,2022-06-27 00:00:00,ZCX/BTC,0.00002312,0.00003614,0.0000228,0.00002884,137309.64512374,3.9316162024682324
1656201600,2022-06-26 00:00:00,ZCX/BTC,0.00002168,0.00002312,0.00002134,0.00002294,19212.34970507,0.4258109685778426
1656115200,2022-06-25 00:00:00,ZCX/BTC,0.00002297,0.0000251,0.00002148,0.0000217,29602.30017831,0.6909897456499669
1656028800,2022-06-24 00:00:00,ZCX/BTC,0.00001978,0.00002312,0.00001978,0.00002312,40142.39136842,0.8564076924580981
1655942400,2022-06-23 00:00:00,ZCX/BTC,0.00001974,0.00002052,0.00001956,0.00002002,4195.32,0.084461205815
1655856000,2022-06-22 00:00:00,ZCX/BTC,0.00002028,0.0000214,0.00001983,0.00002,19983.0388,0.41012816693
1655769600,2022-06-21 00:00:00,ZCX/BTC,0.00002022,0.00002063,0.00001934,0.00002031,13143.99584921,0.2655945984788098
1655683200,2022-06-20 00:00:00,ZCX/BTC,0.00001938,0.00002111,0.00001863,0.00002004,14657.2916,0.297192276636
