https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BEAR,Volume USDT
1663545600000.0,2022-09-19 00:00:00,BEAR/USDT,0.00022355,0.00022415,0.00022295,0.0002239,1938491.514068781,434.02825
1663459200000.0,2022-09-18 00:00:00,BEAR/USDT,0.0002023,0.00022575,0.0002021,0.00022355,1395920624.4687989,312058.0556
1663372800000.0,2022-09-17 00:00:00,BEAR/USDT,0.0002139,0.0002143,0.0002007,0.0002023,748761952.0514088,151474.5429
1663286400000.0,2022-09-16 00:00:00,BEAR/USDT,0.00021685,0.0002279,0.0002103,0.0002139,734663710.1449276,157144.5676
1663200000000.0,2022-09-15 00:00:00,BEAR/USDT,0.00020085,0.0002222,0.0001983,0.00021685,2035482968.411344,441394.4817
1663113600000.0,2022-09-14 00:00:00,BEAR/USDT,0.00020305,0.000219,0.00019175,0.00020085,2416891688.822504,485432.6957
1663027200000.0,2022-09-13 00:00:00,BEAR/USDT,0.0001563,0.0002092,0.00014795,0.00020305,5258432691.455306,1067724.758
1662940800000.0,2022-09-12 00:00:00,BEAR/USDT,0.00017,0.00017565,0.0001546,0.0001563,4861368798.784389,759831.94325
1662854400000.0,2022-09-11 00:00:00,BEAR/USDT,0.00017335,0.00018055,0.0001696,0.00017005,1340063980.2999117,227877.87985
1662768000000.0,2022-09-10 00:00:00,BEAR/USDT,0.0001803,0.00018655,0.00016985,0.00017335,2161600336.6022496,374713.41835
1662681600000.0,2022-09-09 00:00:00,BEAR/USDT,0.0002568,0.0002569,0.0001701,0.0001803,7483281256.239601,1349235.6105
1662595200000.0,2022-09-08 00:00:00,BEAR/USDT,0.0002584,0.0002679,0.0002518,0.0002568,1319305420.5607476,338797.632
1662508800000.0,2022-09-07 00:00:00,BEAR/USDT,0.000281,0.0002915,0.0002513,0.0002584,1412621091.7182662,365021.2901
1662422400000.0,2022-09-06 00:00:00,BEAR/USDT,0.0002439,0.0002849,0.0002295,0.000281,2356470075.622776,662168.09125
1662336000000.0,2022-09-05 00:00:00,BEAR/USDT,0.0002374,0.0002495,0.0002358,0.0002439,491825999.17999184,119956.3612
1662249600000.0,2022-09-04 00:00:00,BEAR/USDT,0.0002444,0.0002522,0.0002368,0.0002374,1194490932.1819713,283572.1473
1662163200000.0,2022-09-03 00:00:00,BEAR/USDT,0.0002399,0.0002498,0.0002355,0.0002444,374526637.27495915,91534.31015
1662076800000.0,2022-09-02 00:00:00,BEAR/USDT,0.0002335,0.0002462,0.0002232,0.0002399,2308644460.6085873,553843.8061
1661990400000.0,2022-09-01 00:00:00,BEAR/USDT,0.0002374,0.000253,0.0002316,0.0002335,786555430.8351177,183660.6931
1661904000000.0,2022-08-31 00:00:00,BEAR/USDT,0.0002466,0.0002469,0.0002215,0.0002374,1755535833.6141534,416764.2069
1661817600000.0,2022-08-30 00:00:00,BEAR/USDT,0.00023005,0.0002544,0.0002195,0.0002467,1997826676.9355495,492863.8412
1661731200000.0,2022-08-29 00:00:00,BEAR/USDT,0.0002584,0.0002585,0.0002256,0.00023005,2335141544.4468594,537199.3123
1661644800000.0,2022-08-28 00:00:00,BEAR/USDT,0.0002416,0.0002592,0.0002371,0.0002584,1007661461.880805,260379.72175
1661558400000.0,2022-08-27 00:00:00,BEAR/USDT,0.0002338,0.0002483,0.0002303,0.0002416,1451005422.1854305,350562.91
1661472000000.0,2022-08-26 00:00:00,BEAR/USDT,0.0001977,0.000238,0.0001894,0.0002338,3149539416.381523,736362.31555
1661385600000.0,2022-08-25 00:00:00,BEAR/USDT,0.00020295,0.00020745,0.00019135,0.0001977,2235818600.9104705,442021.3374
1661299200000.0,2022-08-24 00:00:00,BEAR/USDT,0.0002005,0.0002098,0.0001893,0.00020295,3155527395.1712246,640414.28485
1661212800000.0,2022-08-23 00:00:00,BEAR/USDT,0.00020355,0.0002173,0.0001956,0.0002005,2403097916.9576063,481821.13235
1661126400000.0,2022-08-22 00:00:00,BEAR/USDT,0.00020005,0.0002171,0.00020005,0.00020355,728208962.6627364,148226.93435
1661040000000.0,2022-08-21 00:00:00,BEAR/USDT,0.00021115,0.000213,0.0001931,0.00020005,645659860.7848037,129164.25515
1660953600000.0,2022-08-20 00:00:00,BEAR/USDT,0.00022145,0.0002229,0.00020475,0.00021115,1028322439.4979872,217130.2831
1660867200000.0,2022-08-19 00:00:00,BEAR/USDT,0.000169,0.00022215,0.000169,0.00022145,3559111410.927975,788165.22195
1660780800000.0,2022-08-18 00:00:00,BEAR/USDT,0.00016645,0.00017075,0.0001613,0.000169,1142485974.260355,193080.12965
1660694400000.0,2022-08-17 00:00:00,BEAR/USDT,0.0001559,0.0001698,0.00014425,0.00016645,4002073544.9083805,666145.14155
1660608000000.0,2022-08-16 00:00:00,BEAR/USDT,0.0001516,0.00015935,0.0001491,0.0001559,2052992026.2989097,320061.4569
1660521600000.0,2022-08-15 00:00:00,BEAR/USDT,0.00014785,0.0001575,0.00013175,0.0001516,9148394222.62533,1386896.56415
1660435200000.0,2022-08-14 00:00:00,BEAR/USDT,0.0001451,0.0001502,0.0001351,0.00014785,4447992209.671966,657635.6482
1660348800000.0,2022-08-13 00:00:00,BEAR/USDT,0.00014585,0.0001477,0.0001375,0.0001451,6420399119.917298,931599.9123
1660262400000.0,2022-08-12 00:00:00,BEAR/USDT,0.0001548,0.0001612,0.00014555,0.00014585,3410625056.222146,497439.66445
1660176000000.0,2022-08-11 00:00:00,BEAR/USDT,0.00015515,0.0001563,0.00013245,0.0001548,12808807584.302326,1982803.41405
1660089600000.0,2022-08-10 00:00:00,BEAR/USDT,0.00017335,0.0001839,0.0001493,0.00015515,8736819836.287464,1355517.5976
1660003200000.0,2022-08-09 00:00:00,BEAR/USDT,0.00016035,0.000179,0.000158,0.00017335,3917923296.7983847,679172.0035
1659916800000.0,2022-08-08 00:00:00,BEAR/USDT,0.0001751,0.00017525,0.0001508,0.00016035,8646152960.087309,1386410.62715
1659830400000.0,2022-08-07 00:00:00,BEAR/USDT,0.0001799,0.0001822,0.0001693,0.0001751,1050486925.1856083,183940.2606
1659744000000.0,2022-08-06 00:00:00,BEAR/USDT,0.0001725,0.00018115,0.00017165,0.0001799,1243147914.6748192,223642.30985
1659657600000.0,2022-08-05 00:00:00,BEAR/USDT,0.00019035,0.0001907,0.0001688,0.0001725,3424365817.3913045,590703.1035
1659571200000.0,2022-08-04 00:00:00,BEAR/USDT,0.00018495,0.0001947,0.0001757,0.00019035,2698850641.7126346,513726.21965
1659484800000.0,2022-08-03 00:00:00,BEAR/USDT,0.0001817,0.0001879,0.0001663,0.00018495,4558632001.892404,843118.98875
1659398400000.0,2022-08-02 00:00:00,BEAR/USDT,0.0001748,0.00018845,0.0001713,0.00018195,3425740437.482825,623313.4726
1659312000000.0,2022-08-01 00:00:00,BEAR/USDT,0.00017405,0.0001842,0.00017015,0.0001748,2412200796.052632,421652.69915
1659225600000.0,2022-07-31 00:00:00,BEAR/USDT,0.0001667,0.0001755,0.000156,0.00017405,2342328635.736857,407682.29905
1659139200000.0,2022-07-30 00:00:00,BEAR/USDT,0.0001647,0.0001695,0.00014645,0.0001667,6127045698.260347,1021378.5179
1659052800000.0,2022-07-29 00:00:00,BEAR/USDT,0.00016375,0.00017125,0.000151,0.0001647,3316343911.6575594,546201.84225
1658966400000.0,2022-07-28 00:00:00,BEAR/USDT,0.00018435,0.0001959,0.0001554,0.00016375,5800302199.08397,949799.4851
1658880000000.0,2022-07-27 00:00:00,BEAR/USDT,0.0002403,0.0002483,0.00017905,0.00018435,2874394357.4721994,529894.5998
1658793600000.0,2022-07-26 00:00:00,BEAR/USDT,0.0002394,0.0002581,0.0002383,0.0002403,1891755250.520183,454588.7867
1658707200000.0,2022-07-25 00:00:00,BEAR/USDT,0.0002047,0.0002409,0.00020315,0.0002394,2235379918.546366,535149.9525
1658620800000.0,2022-07-24 00:00:00,BEAR/USDT,0.0002084,0.00021365,0.0001927,0.0002047,1034669376.8930142,211796.82145
1658534400000.0,2022-07-23 00:00:00,BEAR/USDT,0.00020225,0.0002218,0.00019415,0.0002084,1959261068.138196,408310.0066
1658448000000.0,2022-07-22 00:00:00,BEAR/USDT,0.0001906,0.00020655,0.00017635,0.00020225,2850363774.5364647,576486.0734
1658361600000.0,2022-07-21 00:00:00,BEAR/USDT,0.0001887,0.0002102,0.0001844,0.0001906,3383520507.082896,644899.00865
1658275200000.0,2022-07-20 00:00:00,BEAR/USDT,0.0001856,0.00019675,0.0001649,0.0001887,4021799693.428723,758913.60215
1658188800000.0,2022-07-19 00:00:00,BEAR/USDT,0.0002161,0.000242,0.0001752,0.0001856,5091373705.818965,944958.9598
1658102400000.0,2022-07-18 00:00:00,BEAR/USDT,0.0002823,0.0002836,0.00020615,0.000216,4976882039.351852,1075006.5205
1658016000000.0,2022-07-17 00:00:00,BEAR/USDT,0.0002672,0.000283,0.00025,0.0002826,1564568489.3842888,442147.0551
1657929600000.0,2022-07-16 00:00:00,BEAR/USDT,0.0002827,0.000296,0.0002525,0.0002672,1532106772.4550898,409378.9296
1657843200000.0,2022-07-15 00:00:00,BEAR/USDT,0.0002934,0.0003014,0.0002677,0.0002827,2035431631.765122,575416.5223
1657756800000.0,2022-07-14 00:00:00,BEAR/USDT,0.000309,0.0003354,0.0002809,0.0002934,1582346288.070893,464260.40092
1657670400000.0,2022-07-13 00:00:00,BEAR/USDT,0.0003627,0.0003851,0.0003017,0.000309,2010499623.0744338,621244.38353
1657584000000.0,2022-07-12 00:00:00,BEAR/USDT,0.0003306,0.0003656,0.0003221,0.0003627,1668010582.6027021,604987.43831
1657497600000.0,2022-07-11 00:00:00,BEAR/USDT,0.000293,0.0003339,0.000293,0.0003306,1668924085.6019359,551746.3027
1657411200000.0,2022-07-10 00:00:00,BEAR/USDT,0.0002667,0.0003001,0.0002656,0.000293,843284144.0273037,247082.2542
1657324800000.0,2022-07-09 00:00:00,BEAR/USDT,0.0002663,0.000275,0.0002535,0.0002667,1081558580.4274468,288451.6734
1657238400000.0,2022-07-08 00:00:00,BEAR/USDT,0.000265,0.0002804,0.0002353,0.0002663,2426257712.730004,646112.4289
1657152000000.0,2022-07-07 00:00:00,BEAR/USDT,0.0003145,0.0003275,0.0002556,0.000265,3548897938.4150944,940457.95368
1657065600000.0,2022-07-06 00:00:00,BEAR/USDT,0.000333,0.0003537,0.0003104,0.0003145,1431748219.936407,450284.81517
1656979200000.0,2022-07-05 00:00:00,BEAR/USDT,0.0003319,0.0003771,0.0003056,0.000333,1965472373.003003,654502.30021
1656892800000.0,2022-07-04 00:00:00,BEAR/USDT,0.0003874,0.0004019,0.000326,0.0003319,1211513892.588129,402101.46095
1656806400000.0,2022-07-03 00:00:00,BEAR/USDT,0.0003906,0.0004178,0.0003682,0.0003874,1008641526.664946,390747.72743
1656720000000.0,2022-07-02 00:00:00,BEAR/USDT,0.0003916,0.0004074,0.0003796,0.0003906,253638213.05683565,99071.08602
1656633600000.0,2022-07-01 00:00:00,BEAR/USDT,0.0003549,0.0004054,0.0003027,0.0003916,483764579.97957104,189442.20952
1656547200000.0,2022-06-30 00:00:00,BEAR/USDT,0.0003468,0.0004193,0.0003434,0.0003549,1766263867.0329669,626847.04641
1656460800000.0,2022-06-29 00:00:00,BEAR/USDT,0.0003382,0.000357,0.0003306,0.0003468,532278394.31949246,184594.14715
1656374400000.0,2022-06-28 00:00:00,BEAR/USDT,0.0003174,0.0003406,0.0002951,0.0003382,721695247.841514,244077.33282
1656288000000.0,2022-06-27 00:00:00,BEAR/USDT,0.0003025,0.0003244,0.000282,0.0003174,969067367.6748581,307581.9825
1656201600000.0,2022-06-26 00:00:00,BEAR/USDT,0.0002843,0.0003049,0.0002677,0.0003025,1176972759.6694217,356034.2598
1656115200000.0,2022-06-25 00:00:00,BEAR/USDT,0.0002953,0.0003088,0.0002816,0.0002843,887746672.1772774,252386.3789
1656028800000.0,2022-06-24 00:00:00,BEAR/USDT,0.0003027,0.0003181,0.0002847,0.0002953,1578305133.7622755,466073.506
1655942400000.0,2022-06-23 00:00:00,BEAR/USDT,0.0003647,0.0003685,0.0002964,0.0003027,1971148016.7492568,596666.50467
1655856000000.0,2022-06-22 00:00:00,BEAR/USDT,0.000329,0.0003745,0.00032,0.0003647,829155955.9363862,302393.17713
1655769600000.0,2022-06-21 00:00:00,BEAR/USDT,0.0003359,0.000346,0.0002821,0.000329,2001145638.9969609,658376.91523
1655683200000.0,2022-06-20 00:00:00,BEAR/USDT,0.0003386,0.0003819,0.0003127,0.0003359,1351997865.793391,454136.08312
1655596800000.0,2022-06-19 00:00:00,BEAR/USDT,0.0004462,0.0005168,0.0003265,0.0003386,1567681034.9675136,530816.79844
1655510400000.0,2022-06-18 00:00:00,BEAR/USDT,0.0003669,0.00052,0.000349,0.0004471,2029684189.9351373,907471.80132
1655424000000.0,2022-06-17 00:00:00,BEAR/USDT,0.0003757,0.0003798,0.0003206,0.0003669,1277675816.1624422,468779.25695
1655337600000.0,2022-06-16 00:00:00,BEAR/USDT,0.0002943,0.0003795,0.0002767,0.0003757,1252468921.6928399,470552.57388
1655251200000.0,2022-06-15 00:00:00,BEAR/USDT,0.0003105,0.0003982,0.0002795,0.0002943,2875202340.061162,846172.04868
1655164800000.0,2022-06-14 00:00:00,BEAR/USDT,0.0003011,0.0003653,0.0002633,0.0003105,3934259826.731079,1221587.6762
1655078400000.0,2022-06-13 00:00:00,BEAR/USDT,0.0002054,0.0003146,0.0001989,0.0003011,5392712354.699435,1623745.69
1654992000000.0,2022-06-12 00:00:00,BEAR/USDT,0.0001724,0.0002054,0.0001694,0.0002054,3881978618.7925997,797358.4083
1654905600000.0,2022-06-11 00:00:00,BEAR/USDT,0.00016075,0.00017715,0.00015545,0.0001724,2306319517.111369,397609.48475
1654819200000.0,2022-06-10 00:00:00,BEAR/USDT,0.0001459,0.0001638,0.0001426,0.00016075,2636985735.303266,423895.45695
1654732800000.0,2022-06-09 00:00:00,BEAR/USDT,0.00014435,0.0001483,0.00013745,0.0001459,3236950602.4674435,472271.0929
1654646400000.0,2022-06-08 00:00:00,BEAR/USDT,0.0001322,0.0001488,0.0001305,0.00014435,2879621402.493938,415673.34945
1654560000000.0,2022-06-07 00:00:00,BEAR/USDT,0.00012965,0.0001567,0.0001267,0.00013225,12668517501.323252,1675411.43955
1654473600000.0,2022-06-06 00:00:00,BEAR/USDT,0.0001515,0.0001519,0.0001238,0.00012965,9392787595.063633,1217774.9117
1654387200000.0,2022-06-05 00:00:00,BEAR/USDT,0.0001522,0.0001575,0.00014765,0.0001515,1081578737.6237624,163859.17875
1654300800000.0,2022-06-04 00:00:00,BEAR/USDT,0.0001553,0.0001588,0.00015035,0.0001522,1298147951.0512483,197578.11815
1654214400000.0,2022-06-03 00:00:00,BEAR/USDT,0.0001443,0.00016085,0.0001412,0.0001553,2633631233.741146,409002.9306
1654128000000.0,2022-06-02 00:00:00,BEAR/USDT,0.0001549,0.0001576,0.0001413,0.0001443,3775024229.0367284,544735.99625
1654041600000.0,2022-06-01 00:00:00,BEAR/USDT,0.0001302,0.0001607,0.0001281,0.0001549,3425259178.8250484,530572.6468
1653955200000.0,2022-05-31 00:00:00,BEAR/USDT,0.00013085,0.0001373,0.0001228,0.0001302,2282573496.543779,297191.06925
1653868800000.0,2022-05-30 00:00:00,BEAR/USDT,0.00016875,0.0001715,0.0001207,0.00013085,10133918852.502865,1326023.28185
1653782400000.0,2022-05-29 00:00:00,BEAR/USDT,0.000177,0.0001803,0.00016725,0.00016875,1879314320.2962964,317134.29155
1653696000000.0,2022-05-28 00:00:00,BEAR/USDT,0.00018515,0.0001865,0.0001731,0.000177,1356984290.960452,240186.2195
1653609600000.0,2022-05-27 00:00:00,BEAR/USDT,0.0001745,0.0001915,0.00017155,0.00018515,2589941218.741561,479527.61665
1653523200000.0,2022-05-26 00:00:00,BEAR/USDT,0.0001686,0.00019475,0.0001626,0.0001745,3486191633.2378216,608340.44
1653436800000.0,2022-05-25 00:00:00,BEAR/USDT,0.0001669,0.0001724,0.0001576,0.0001686,2175561718.56465,366799.70575
1653350400000.0,2022-05-24 00:00:00,BEAR/USDT,0.0001773,0.00018495,0.00016425,0.0001669,1309310823.8466148,218523.9765
1653264000000.0,2022-05-23 00:00:00,BEAR/USDT,0.000158,0.00018065,0.0001527,0.0001773,4599376525.662719,815469.458
1653177600000.0,2022-05-22 00:00:00,BEAR/USDT,0.00017365,0.0001764,0.000155,0.000158,4590899688.29114,725362.15075
1653091200000.0,2022-05-21 00:00:00,BEAR/USDT,0.0001781,0.00018175,0.00017,0.00017365,1351024222.8620791,234605.3563
1653004800000.0,2022-05-20 00:00:00,BEAR/USDT,0.00015945,0.00018505,0.00015275,0.0001781,5788403882.088715,1030914.7314
1652918400000.0,2022-05-19 00:00:00,BEAR/USDT,0.00019295,0.00019295,0.0001551,0.00015945,4256929157.7296953,678767.3542
1652832000000.0,2022-05-18 00:00:00,BEAR/USDT,0.00016395,0.0001931,0.00015975,0.00019295,2437184771.961648,470254.80175
1652745600000.0,2022-05-17 00:00:00,BEAR/USDT,0.00017345,0.00018115,0.00015805,0.00016395,2702237918.2677646,443031.9067
1652659200000.0,2022-05-16 00:00:00,BEAR/USDT,0.0001518,0.00018505,0.0001518,0.00017345,2688824161.1415396,466376.55075
1652572800000.0,2022-05-15 00:00:00,BEAR/USDT,0.00017325,0.00018415,0.00015075,0.0001518,2845195886.693017,431900.7356
1652486400000.0,2022-05-14 00:00:00,BEAR/USDT,0.0001892,0.000202,0.0001694,0.00017325,1946741077.6334774,337272.8917
1652400000000.0,2022-05-13 00:00:00,BEAR/USDT,0.0002049,0.0002101,0.0001618,0.0001892,5751097031.448204,1088107.55835
1652313600000.0,2022-05-12 00:00:00,BEAR/USDT,0.00020345,0.000282,0.000182,0.0002049,5910506197.657393,1211062.7199
1652227200000.0,2022-05-11 00:00:00,BEAR/USDT,0.0001702,0.00022375,0.00015075,0.00020345,9522557413.369377,1937364.30575
1652140800000.0,2022-05-10 00:00:00,BEAR/USDT,0.000192,0.0002,0.00014695,0.0001702,7414534916.568743,1261953.8428
1652054400000.0,2022-05-09 00:00:00,BEAR/USDT,0.0001429,0.000193,0.0001406,0.000192,6465076942.8125,1241294.77302
1651968000000.0,2022-05-08 00:00:00,BEAR/USDT,0.00012785,0.00014665,0.00012755,0.00014295,4752008022.385449,679299.5468
1651881600000.0,2022-05-07 00:00:00,BEAR/USDT,0.00012215,0.0001349,0.00012125,0.00012785,3340093398.9831834,427030.94106
1651795200000.0,2022-05-06 00:00:00,BEAR/USDT,0.00011725,0.0001293,0.00011609,0.00012215,5464863288.088417,667533.05064
1651708800000.0,2022-05-05 00:00:00,BEAR/USDT,9.48e-05,0.00012471,9.384e-05,0.00011725,16439932709.168444,1927582.11015
1651622400000.0,2022-05-04 00:00:00,BEAR/USDT,0.00011215,0.0001128,9.23e-05,9.48e-05,12594482322.679323,1193956.92419
1651536000000.0,2022-05-03 00:00:00,BEAR/USDT,0.0001059,0.0001139,0.0001048,0.00011215,5680786565.760142,637100.21335
1651449600000.0,2022-05-02 00:00:00,BEAR/USDT,0.0001062,0.00010992,0.00010055,0.0001059,6653170663.644948,704570.77328
1651363200000.0,2022-05-01 00:00:00,BEAR/USDT,0.0001136,0.00011555,0.0001042,0.0001062,3175628935.687382,337251.79297
