https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DOGE,Volume BTC
1657929600,2022-07-16 00:00:00,DOGE/BTC,3.03e-06,3.04e-06,3e-06,3.03e-06,0.99739554,330444.64091308
1657843200,2022-07-15 00:00:00,DOGE/BTC,3.04e-06,3.07e-06,3.01e-06,3.03e-06,0.95373165,315118.86470054
1657756800,2022-07-14 00:00:00,DOGE/BTC,3.07e-06,3.07e-06,3e-06,3.04e-06,0.55395935,183288.53542604
1657670400,2022-07-13 00:00:00,DOGE/BTC,3.1e-06,3.14e-06,3.03e-06,3.06e-06,1.25701041,409765.41471535
1657584000,2022-07-12 00:00:00,DOGE/BTC,3.1e-06,3.14e-06,3.08e-06,3.1e-06,0.85295346,273859.54462787
1657497600,2022-07-11 00:00:00,DOGE/BTC,3.23e-06,3.23e-06,3.07e-06,3.09e-06,0.68744126,217199.86965812
1657411200,2022-07-10 00:00:00,DOGE/BTC,3.22e-06,3.24e-06,3.18e-06,3.23e-06,0.55523968,173774.05727838
1657324800,2022-07-09 00:00:00,DOGE/BTC,3.19e-06,3.24e-06,3.19e-06,3.22e-06,0.49726293,154674.92258159
1657238400,2022-07-08 00:00:00,DOGE/BTC,3.27e-06,3.32e-06,3.16e-06,3.19e-06,1.69723133,527283.96977359
1657152000,2022-07-07 00:00:00,DOGE/BTC,3.34e-06,3.4e-06,3.25e-06,3.27e-06,5.10476972,1520356.67311527
1657065600,2022-07-06 00:00:00,DOGE/BTC,3.32e-06,3.41e-06,3.31e-06,3.33e-06,0.9504083,283066.09809447
1656979200,2022-07-05 00:00:00,DOGE/BTC,3.44e-06,3.44e-06,3.32e-06,3.32e-06,0.93686828,277456.52215247
1656892800,2022-07-04 00:00:00,DOGE/BTC,3.48e-06,3.57e-06,3.41e-06,3.43e-06,1.07661834,311329.64545237
1656806400,2022-07-03 00:00:00,DOGE/BTC,3.47e-06,3.49e-06,3.42e-06,3.47e-06,0.56445893,164051.47439831
1656720000,2022-07-02 00:00:00,DOGE/BTC,3.45e-06,3.51e-06,3.42e-06,3.47e-06,0.75142164,216284.08265696
1656633600,2022-07-01 00:00:00,DOGE/BTC,3.34e-06,3.45e-06,3.28e-06,3.42e-06,0.93723676,278452.70022457
1656547200,2022-06-30 00:00:00,DOGE/BTC,3.46e-06,3.46e-06,3.28e-06,3.32e-06,1.15226449,344209.6587999
1656460800,2022-06-29 00:00:00,DOGE/BTC,3.26e-06,3.51e-06,3.22e-06,3.44e-06,1.35169053,396424.31122384
1656374400,2022-06-28 00:00:00,DOGE/BTC,3.46e-06,3.46e-06,3.24e-06,3.25e-06,0.89230146,266155.23802221
1656288000,2022-06-27 00:00:00,DOGE/BTC,3.5e-06,3.68e-06,3.42e-06,3.49e-06,2.7670427,780686.71020552
1656201600,2022-06-26 00:00:00,DOGE/BTC,3.19e-06,3.62e-06,3.15e-06,3.5e-06,3.31524561,966810.53166669
1656115200,2022-06-25 00:00:00,DOGE/BTC,3.16e-06,3.22e-06,3.11e-06,3.19e-06,1.43875449,453143.36080579
1656028800,2022-06-24 00:00:00,DOGE/BTC,3.04e-06,3.22e-06,3.04e-06,3.17e-06,0.98326976,313076.52909694
1655942400,2022-06-23 00:00:00,DOGE/BTC,3.1e-06,3.15e-06,3.04e-06,3.06e-06,0.71791371,232128.87426087
1655856000,2022-06-22 00:00:00,DOGE/BTC,3.18e-06,3.18e-06,3.05e-06,3.1e-06,2.80442086,910777.57747197
1655769600,2022-06-21 00:00:00,DOGE/BTC,2.92e-06,3.25e-06,2.89e-06,3.18e-06,6.42988371,2068286.29337657
1655683200,2022-06-20 00:00:00,DOGE/BTC,2.94e-06,2.96e-06,2.87e-06,2.91e-06,1.98339596,678826.21342699
1655596800,2022-06-19 00:00:00,DOGE/BTC,2.79e-06,3.16e-06,2.79e-06,2.93e-06,9.92026281,3321444.69666327
1655510400,2022-06-18 00:00:00,DOGE/BTC,2.79e-06,2.85e-06,2.74e-06,2.78e-06,4.21272804,1506702.78983895
1655424000,2022-06-17 00:00:00,DOGE/BTC,2.71e-06,2.8e-06,2.7e-06,2.79e-06,4.61944493,1687226.84648681
1655337600,2022-06-16 00:00:00,DOGE/BTC,2.78e-06,2.79e-06,2.64e-06,2.69e-06,1.66219899,610437.58309878
1655251200,2022-06-15 00:00:00,DOGE/BTC,2.51e-06,2.84e-06,2.44e-06,2.78e-06,4.65776024,1803847.27008206
1655164800,2022-06-14 00:00:00,DOGE/BTC,2.41e-06,2.57e-06,2.39e-06,2.51e-06,5.71036158,2303853.05071835
1655078400,2022-06-13 00:00:00,DOGE/BTC,2.4e-06,2.45e-06,2.19e-06,2.39e-06,4.20259537,1811559.6037511
1654992000,2022-06-12 00:00:00,DOGE/BTC,2.47e-06,2.47e-06,2.35e-06,2.39e-06,3.86408828,1616535.61415657
1654905600,2022-06-11 00:00:00,DOGE/BTC,2.6e-06,2.61e-06,2.41e-06,2.46e-06,2.97974868,1180194.13857003
1654819200,2022-06-10 00:00:00,DOGE/BTC,2.64e-06,2.65e-06,2.57e-06,2.59e-06,1.00707848,387340.24541027
1654732800,2022-06-09 00:00:00,DOGE/BTC,2.63e-06,2.66e-06,2.62e-06,2.63e-06,0.32287867,122424.00828544
1654646400,2022-06-08 00:00:00,DOGE/BTC,2.59e-06,2.66e-06,2.58e-06,2.63e-06,1.10992662,424140.5644065
1654560000,2022-06-07 00:00:00,DOGE/BTC,2.64e-06,2.71e-06,2.57e-06,2.58e-06,1.15429458,436065.34139531
1654473600,2022-06-06 00:00:00,DOGE/BTC,2.72e-06,2.72e-06,2.6e-06,2.63e-06,2.1025829,796991.21632919
1654387200,2022-06-05 00:00:00,DOGE/BTC,2.75e-06,2.76e-06,2.7e-06,2.72e-06,1.10270083,403266.84336945
1654300800,2022-06-04 00:00:00,DOGE/BTC,2.71e-06,2.77e-06,2.69e-06,2.73e-06,0.42143601,154684.1022136
1654214400,2022-06-03 00:00:00,DOGE/BTC,2.72e-06,2.73e-06,2.68e-06,2.7e-06,0.74333748,275217.59554683
1654128000,2022-06-02 00:00:00,DOGE/BTC,2.72e-06,2.73e-06,2.7e-06,2.72e-06,0.6192057,228037.00355067
1654041600,2022-06-01 00:00:00,DOGE/BTC,2.71e-06,2.82e-06,2.68e-06,2.72e-06,1.24074839,454633.08733234
1653955200,2022-05-31 00:00:00,DOGE/BTC,2.78e-06,2.79e-06,2.65e-06,2.7e-06,2.67409789,994361.00645054
1653868800,2022-05-30 00:00:00,DOGE/BTC,2.81e-06,2.82e-06,2.73e-06,2.77e-06,1.10029216,396634.30230489
1653782400,2022-05-29 00:00:00,DOGE/BTC,2.82e-06,2.84e-06,2.78e-06,2.81e-06,1.05767177,377291.05915379
1653696000,2022-05-28 00:00:00,DOGE/BTC,2.86e-06,2.89e-06,2.8e-06,2.82e-06,2.09698866,740882.87450322
1653609600,2022-05-27 00:00:00,DOGE/BTC,2.67e-06,3.09e-06,2.64e-06,2.85e-06,4.45168331,1545375.22929176
1653523200,2022-05-26 00:00:00,DOGE/BTC,2.81e-06,2.82e-06,2.66e-06,2.66e-06,2.94450336,1089116.5844697
1653436800,2022-05-25 00:00:00,DOGE/BTC,2.83e-06,2.83e-06,2.77e-06,2.8e-06,0.92310826,331119.06404384
1653350400,2022-05-24 00:00:00,DOGE/BTC,2.86e-06,2.88e-06,2.8e-06,2.81e-06,0.41992834,148702.08545627
1653264000,2022-05-23 00:00:00,DOGE/BTC,2.84e-06,2.9e-06,2.83e-06,2.85e-06,0.49920551,174098.73543111
1653177600,2022-05-22 00:00:00,DOGE/BTC,2.87e-06,2.88e-06,2.83e-06,2.84e-06,0.92658656,325834.18719906
1653091200,2022-05-21 00:00:00,DOGE/BTC,2.88e-06,2.89e-06,2.84e-06,2.87e-06,1.52398334,529727.19657725
1653004800,2022-05-20 00:00:00,DOGE/BTC,2.87e-06,2.89e-06,2.84e-06,2.88e-06,1.51065958,526284.0028563
1652918400,2022-05-19 00:00:00,DOGE/BTC,2.91e-06,2.91e-06,2.84e-06,2.86e-06,1.64465565,572829.18900756
1652832000,2022-05-18 00:00:00,DOGE/BTC,2.97e-06,2.99e-06,2.91e-06,2.91e-06,0.56377439,190955.30597727
1652745600,2022-05-17 00:00:00,DOGE/BTC,2.95e-06,3.01e-06,2.93e-06,2.97e-06,1.70918265,579029.72453061
1652659200,2022-05-16 00:00:00,DOGE/BTC,2.98e-06,2.98e-06,2.91e-06,2.94e-06,1.96568256,670658.6267297
1652572800,2022-05-15 00:00:00,DOGE/BTC,2.98e-06,3e-06,2.93e-06,2.97e-06,0.98684644,333385.88618094
1652486400,2022-05-14 00:00:00,DOGE/BTC,3.01e-06,3.1e-06,2.9e-06,2.98e-06,2.00292577,665939.39055963
1652400000,2022-05-13 00:00:00,DOGE/BTC,2.85e-06,3.12e-06,2.85e-06,3.02e-06,4.82697942,1612160.05845113
1652313600,2022-05-12 00:00:00,DOGE/BTC,2.92e-06,3.04e-06,2.59e-06,2.84e-06,11.11638033,3991265.29256562
1652227200,2022-05-11 00:00:00,DOGE/BTC,3.49e-06,3.53e-06,2.57e-06,2.92e-06,22.45091922,7544795.60094526
1652140800,2022-05-10 00:00:00,DOGE/BTC,3.39e-06,3.68e-06,3.33e-06,3.48e-06,6.98034715,1972663.57752745
1652054400,2022-05-09 00:00:00,DOGE/BTC,3.66e-06,3.66e-06,3.33e-06,3.38e-06,9.63666722,2764368.08105173
1651968000,2022-05-08 00:00:00,DOGE/BTC,3.61e-06,3.67e-06,3.6e-06,3.65e-06,3.58666016,985867.92191291
1651881600,2022-05-07 00:00:00,DOGE/BTC,3.55e-06,3.67e-06,3.52e-06,3.59e-06,6.46893543,1800843.49904537
1651795200,2022-05-06 00:00:00,DOGE/BTC,3.52e-06,3.6e-06,3.48e-06,3.55e-06,1.50021889,425600.58951536
1651708800,2022-05-05 00:00:00,DOGE/BTC,3.42e-06,3.58e-06,3.39e-06,3.51e-06,4.08704608,1189348.35718934
1651622400,2022-05-04 00:00:00,DOGE/BTC,3.43e-06,3.45e-06,3.33e-06,3.4e-06,2.7572226,814976.26050366
1651536000,2022-05-03 00:00:00,DOGE/BTC,3.41e-06,3.43e-06,3.37e-06,3.43e-06,1.21686323,357947.68464133
1651449600,2022-05-02 00:00:00,DOGE/BTC,3.45e-06,3.45e-06,3.35e-06,3.4e-06,1.202983,354472.29475689
1651363200,2022-05-01 00:00:00,DOGE/BTC,3.39e-06,3.57e-06,3.37e-06,3.45e-06,3.69320272,1065965.59153226
1651276800,2022-04-30 00:00:00,DOGE/BTC,3.5e-06,3.53e-06,3.3e-06,3.38e-06,1.93027189,563920.3833516
1651190400,2022-04-29 00:00:00,DOGE/BTC,3.47e-06,3.66e-06,3.45e-06,3.49e-06,3.64667708,1030967.10507376
1651104000,2022-04-28 00:00:00,DOGE/BTC,3.57e-06,3.64e-06,3.42e-06,3.46e-06,1.90380648,543995.36904774
1651017600,2022-04-27 00:00:00,DOGE/BTC,3.62e-06,3.72e-06,3.53e-06,3.55e-06,3.10546275,860413.03107117
1650931200,2022-04-26 00:00:00,DOGE/BTC,3.92e-06,4.09e-06,3.6e-06,3.61e-06,14.41214807,3780046.31698764
1650844800,2022-04-25 00:00:00,DOGE/BTC,3.33e-06,4.25e-06,3.21e-06,3.91e-06,16.64635757,4485043.34068437
1650758400,2022-04-24 00:00:00,DOGE/BTC,3.39e-06,3.39e-06,3.33e-06,3.34e-06,1.05535363,314678.05427005
1650672000,2022-04-23 00:00:00,DOGE/BTC,3.43e-06,3.44e-06,3.38e-06,3.39e-06,1.09960212,322953.38295635
1650585600,2022-04-22 00:00:00,DOGE/BTC,3.36e-06,3.45e-06,3.36e-06,3.43e-06,1.4703369,431140.58896447
1650499200,2022-04-21 00:00:00,DOGE/BTC,3.4e-06,3.42e-06,3.31e-06,3.37e-06,3.70070224,1105498.81794367
1650412800,2022-04-20 00:00:00,DOGE/BTC,3.43e-06,3.54e-06,3.39e-06,3.39e-06,4.40338494,1276598.70414384
1650326400,2022-04-19 00:00:00,DOGE/BTC,3.42e-06,3.47e-06,3.41e-06,3.43e-06,1.21553754,353396.20599278
1650240000,2022-04-18 00:00:00,DOGE/BTC,3.51e-06,3.53e-06,3.39e-06,3.44e-06,4.44613562,1283659.64123532
1650162114,2022-04-17 02:21:54,DOGE/BTC,3.5e-06,3.5e-06,3.5e-06,3.5e-06,0.0,0.0
1650153600,2022-04-17 00:00:00,DOGE/BTC,3.55e-06,3.6e-06,3.5e-06,3.5e-06,2.99689379,843553.96777012
1650071505,2022-04-16 01:11:45,DOGE/BTC,3.56e-06,3.56e-06,3.56e-06,3.56e-06,0.0,0.0
1650067200,2022-04-16 00:00:00,DOGE/BTC,3.6e-06,3.64e-06,3.53e-06,3.56e-06,1.66479209,466809.07278103
1649980800,2022-04-15 00:00:00,DOGE/BTC,3.6e-06,3.71e-06,3.56e-06,3.59e-06,8.37388757,2298577.62820797
1649894400,2022-04-14 00:00:00,DOGE/BTC,3.4e-06,3.64e-06,3.35e-06,3.6e-06,9.23264458,2629899.57356403
1649808000,2022-04-13 00:00:00,DOGE/BTC,3.44e-06,3.59e-06,3.39e-06,3.4e-06,6.13278297,1757468.71485276
1649721600,2022-04-12 00:00:00,DOGE/BTC,3.39e-06,3.56e-06,3.39e-06,3.43e-06,7.48401286,2163996.96970632
1649635200,2022-04-11 00:00:00,DOGE/BTC,3.51e-06,3.57e-06,3.38e-06,3.41e-06,10.6137896,3085042.35548073
1649548800,2022-04-10 00:00:00,DOGE/BTC,3.36e-06,3.68e-06,3.36e-06,3.51e-06,50.34202851,14281262.38115133
1649462400,2022-04-09 00:00:00,DOGE/BTC,3.37e-06,3.4e-06,3.34e-06,3.38e-06,6.20802297,1846806.75908854
1649376000,2022-04-08 00:00:00,DOGE/BTC,3.37e-06,3.51e-06,3.34e-06,3.36e-06,14.51478605,4244155.77625611
1649289600,2022-04-07 00:00:00,DOGE/BTC,3.33e-06,3.4e-06,3.25e-06,3.36e-06,14.37555887,4328460.33124734
1649203200,2022-04-06 00:00:00,DOGE/BTC,3.79e-06,3.84e-06,3.27e-06,3.3e-06,36.55414262,10502090.18737457
1649116800,2022-04-05 00:00:00,DOGE/BTC,3.19e-06,3.89e-06,3.16e-06,3.79e-06,48.6626336,13679403.34589994
1649030400,2022-04-04 00:00:00,DOGE/BTC,3.16e-06,3.39e-06,3.09e-06,3.18e-06,19.26265453,5961193.87699926
1648944000,2022-04-03 00:00:00,DOGE/BTC,3.03e-06,3.22e-06,2.99e-06,3.15e-06,11.00516583,3535055.39734855
1648857600,2022-04-02 00:00:00,DOGE/BTC,3.06e-06,3.09e-06,3.02e-06,3.02e-06,3.52865072,1156703.77045308
1648771200,2022-04-01 00:00:00,DOGE/BTC,3.04e-06,3.08e-06,2.99e-06,3.05e-06,7.67203184,2529237.69960442
1648684800,2022-03-31 00:00:00,DOGE/BTC,3.05e-06,3.13e-06,3e-06,3.03e-06,9.88905184,3235153.67507552
1648598400,2022-03-30 00:00:00,DOGE/BTC,3.05e-06,3.07e-06,2.97e-06,3.04e-06,5.46201855,1807124.28122624
1648512000,2022-03-29 00:00:00,DOGE/BTC,3.03e-06,3.1e-06,2.98e-06,3.03e-06,7.05063582,2314274.2273374
1648425600,2022-03-28 00:00:00,DOGE/BTC,3.1e-06,3.23e-06,3e-06,3.02e-06,10.44553563,3316781.15100649
1648339200,2022-03-27 00:00:00,DOGE/BTC,3.06e-06,3.2e-06,3.04e-06,3.09e-06,16.20005691,5175531.69072465
1648252800,2022-03-26 00:00:00,DOGE/BTC,2.96e-06,3.07e-06,2.93e-06,3.05e-06,5.05408545,1685085.12836315
1648166400,2022-03-25 00:00:00,DOGE/BTC,3.11e-06,3.11e-06,2.89e-06,2.95e-06,6.7788217,2254800.63733688
1648080000,2022-03-24 00:00:00,DOGE/BTC,3.03e-06,3.29e-06,2.98e-06,3.11e-06,14.3964279,4569758.57749107
1647993600,2022-03-23 00:00:00,DOGE/BTC,2.89e-06,3.08e-06,2.88e-06,3.02e-06,6.89892566,2289787.20614023
1647907200,2022-03-22 00:00:00,DOGE/BTC,2.91e-06,2.92e-06,2.84e-06,2.88e-06,2.82947116,979147.66731622
1647820800,2022-03-21 00:00:00,DOGE/BTC,2.89e-06,2.95e-06,2.88e-06,2.9e-06,1.56437356,536867.14876526
1647734400,2022-03-20 00:00:00,DOGE/BTC,2.93e-06,2.93e-06,2.86e-06,2.88e-06,4.33543435,1499070.54030794
1647648000,2022-03-19 00:00:00,DOGE/BTC,2.86e-06,2.98e-06,2.83e-06,2.92e-06,3.19211102,1096389.71140674
1647561600,2022-03-18 00:00:00,DOGE/BTC,2.85e-06,2.86e-06,2.81e-06,2.86e-06,1.71550268,604911.95947467
1647475200,2022-03-17 00:00:00,DOGE/BTC,2.85e-06,2.9e-06,2.83e-06,2.84e-06,1.37576209,480310.46093686
1647388800,2022-03-16 00:00:00,DOGE/BTC,2.87e-06,2.89e-06,2.77e-06,2.84e-06,3.03405047,1073170.03648
1647302400,2022-03-15 00:00:00,DOGE/BTC,2.88e-06,2.91e-06,2.83e-06,2.86e-06,1.47604986,511720.45363703
1647216000,2022-03-14 00:00:00,DOGE/BTC,2.96e-06,3.13e-06,2.87e-06,2.87e-06,6.08143854,2030756.20582491
1647129600,2022-03-13 00:00:00,DOGE/BTC,2.96e-06,2.97e-06,2.89e-06,2.94e-06,3.33219934,1132715.88332458
1647043200,2022-03-12 00:00:00,DOGE/BTC,2.98e-06,2.99e-06,2.94e-06,2.95e-06,1.10387136,371803.44911545
1646956800,2022-03-11 00:00:00,DOGE/BTC,2.97e-06,3e-06,2.94e-06,2.97e-06,2.82844409,950198.5472108
1646870400,2022-03-10 00:00:00,DOGE/BTC,2.9e-06,3.01e-06,2.88e-06,2.95e-06,2.87290021,971310.8270969
1646784000,2022-03-09 00:00:00,DOGE/BTC,3.03e-06,3.03e-06,2.86e-06,2.9e-06,3.12908998,1069839.31623907
1646697600,2022-03-08 00:00:00,DOGE/BTC,3.08e-06,3.09e-06,3e-06,3.02e-06,3.97167949,1297420.33048433
1646611200,2022-03-07 00:00:00,DOGE/BTC,3.14e-06,3.15e-06,3.05e-06,3.08e-06,9.24093512,2978786.89471634
1646524800,2022-03-06 00:00:00,DOGE/BTC,3.18e-06,3.2e-06,3.11e-06,3.13e-06,4.54071431,1439819.02406683
1646438400,2022-03-05 00:00:00,DOGE/BTC,3.14e-06,3.2e-06,3.11e-06,3.17e-06,4.03071491,1276036.10078869
1646352000,2022-03-04 00:00:00,DOGE/BTC,3.06e-06,3.15e-06,3.02e-06,3.12e-06,6.11418801,1979461.33590326
1646265600,2022-03-03 00:00:00,DOGE/BTC,3.03e-06,3.07e-06,3.02e-06,3.05e-06,3.64845944,1200155.38156994
1646179200,2022-03-02 00:00:00,DOGE/BTC,3.01e-06,3.1e-06,2.98e-06,3.03e-06,4.51005669,1478568.30429488
1646092800,2022-03-01 00:00:00,DOGE/BTC,3.09e-06,3.11e-06,2.98e-06,3.01e-06,8.02575972,2632379.57271711
1646006400,2022-02-28 00:00:00,DOGE/BTC,3.27e-06,3.27e-06,3e-06,3.07e-06,10.04643855,3223816.12282661
1645920000,2022-02-27 00:00:00,DOGE/BTC,3.27e-06,3.28e-06,3.21e-06,3.26e-06,6.04703872,1863785.71479873
1645833600,2022-02-26 00:00:00,DOGE/BTC,3.26e-06,3.28e-06,3.23e-06,3.27e-06,3.90350212,1199960.66488586
1645747200,2022-02-25 00:00:00,DOGE/BTC,3.24e-06,3.26e-06,3.15e-06,3.25e-06,6.7188158,2100413.36275486
1645660800,2022-02-24 00:00:00,DOGE/BTC,3.41e-06,3.46e-06,3.12e-06,3.23e-06,17.55827036,5427442.76880463
1645574400,2022-02-23 00:00:00,DOGE/BTC,3.42e-06,3.48e-06,3.42e-06,3.42e-06,4.19291567,1219231.17083966
1645488000,2022-02-22 00:00:00,DOGE/BTC,3.47e-06,3.49e-06,3.41e-06,3.43e-06,5.54715563,1614034.61490819
1645401600,2022-02-21 00:00:00,DOGE/BTC,3.55e-06,3.62e-06,3.44e-06,3.46e-06,8.46088011,2383044.77425621
1645315200,2022-02-20 00:00:00,DOGE/BTC,3.52e-06,3.59e-06,3.46e-06,3.55e-06,4.3721011,1232727.32970163
1645228800,2022-02-19 00:00:00,DOGE/BTC,3.46e-06,3.63e-06,3.46e-06,3.51e-06,9.55981693,2689036.03196324
1645142400,2022-02-18 00:00:00,DOGE/BTC,3.42e-06,3.49e-06,3.41e-06,3.46e-06,2.90335615,838361.10999776
1645056000,2022-02-17 00:00:00,DOGE/BTC,3.4e-06,3.45e-06,3.36e-06,3.41e-06,2.80593204,822817.51013816
1644969600,2022-02-16 00:00:00,DOGE/BTC,3.4e-06,3.42e-06,3.36e-06,3.39e-06,2.5573435,754937.35885038
1644883200,2022-02-15 00:00:00,DOGE/BTC,3.42e-06,3.43e-06,3.37e-06,3.41e-06,5.13758237,1506916.05568222
1644796800,2022-02-14 00:00:00,DOGE/BTC,3.52e-06,3.57e-06,3.41e-06,3.42e-06,12.05602817,3481399.98038439
1644710400,2022-02-13 00:00:00,DOGE/BTC,3.42e-06,3.71e-06,3.41e-06,3.52e-06,39.98711258,11084186.46398947
1644624000,2022-02-12 00:00:00,DOGE/BTC,3.4e-06,3.45e-06,3.35e-06,3.41e-06,4.04239743,1188246.51473018
1644537600,2022-02-11 00:00:00,DOGE/BTC,3.48e-06,3.53e-06,3.38e-06,3.41e-06,7.05247974,2037775.1468229
1644451200,2022-02-10 00:00:00,DOGE/BTC,3.58e-06,3.63e-06,3.43e-06,3.48e-06,10.8644805,3082496.31743727
1644364800,2022-02-09 00:00:00,DOGE/BTC,3.59e-06,3.67e-06,3.56e-06,3.6e-06,8.71338627,2419855.51279471
1644278400,2022-02-08 00:00:00,DOGE/BTC,3.77e-06,3.78e-06,3.55e-06,3.58e-06,17.8699522,4852093.53173244
1644192000,2022-02-07 00:00:00,DOGE/BTC,3.62e-06,3.92e-06,3.6e-06,3.77e-06,26.86503758,7186492.94126888
1644105600,2022-02-06 00:00:00,DOGE/BTC,3.55e-06,3.73e-06,3.51e-06,3.62e-06,22.18984413,6111244.97184867
1644019200,2022-02-05 00:00:00,DOGE/BTC,3.55e-06,3.62e-06,3.53e-06,3.54e-06,2.90883313,813802.32594027
1643932800,2022-02-04 00:00:00,DOGE/BTC,3.69e-06,3.71e-06,3.52e-06,3.54e-06,6.91005998,1911237.12746508
1643846400,2022-02-03 00:00:00,DOGE/BTC,3.72e-06,3.75e-06,3.7e-06,3.7e-06,2.09492753,563835.98253539
1643760000,2022-02-02 00:00:00,DOGE/BTC,3.67e-06,3.8e-06,3.66e-06,3.71e-06,5.79348446,1554438.23837331
1643673600,2022-02-01 00:00:00,DOGE/BTC,3.68e-06,3.73e-06,3.65e-06,3.69e-06,4.74804372,1285507.9854328
1643587200,2022-01-31 00:00:00,DOGE/BTC,3.67e-06,3.75e-06,3.66e-06,3.68e-06,5.18312828,1398201.65135001
1643500800,2022-01-30 00:00:00,DOGE/BTC,3.74e-06,3.78e-06,3.66e-06,3.67e-06,4.31721685,1159298.74033475
1643414400,2022-01-29 00:00:00,DOGE/BTC,3.74e-06,3.79e-06,3.71e-06,3.75e-06,3.81468244,1013679.5594627
1643328000,2022-01-28 00:00:00,DOGE/BTC,3.81e-06,3.82e-06,3.72e-06,3.74e-06,7.75792729,2053647.63332739
1643241600,2022-01-27 00:00:00,DOGE/BTC,3.89e-06,3.93e-06,3.8e-06,3.8e-06,8.69514347,2236542.16209756
1643155200,2022-01-26 00:00:00,DOGE/BTC,3.85e-06,3.98e-06,3.83e-06,3.88e-06,20.21278066,5169055.88663891
1643068800,2022-01-25 00:00:00,DOGE/BTC,3.74e-06,4.11e-06,3.7e-06,3.86e-06,32.45370783,8358563.29894832
1642982400,2022-01-24 00:00:00,DOGE/BTC,3.9e-06,3.95e-06,3.7e-06,3.75e-06,33.82573334,8859177.38894575
1642896000,2022-01-23 00:00:00,DOGE/BTC,3.8e-06,4.01e-06,3.78e-06,3.9e-06,39.39160723,10075217.8573661
1642809600,2022-01-22 00:00:00,DOGE/BTC,3.9e-06,3.95e-06,3.52e-06,3.8e-06,70.4469458,19002583.51700801
1642723200,2022-01-21 00:00:00,DOGE/BTC,3.81e-06,3.99e-06,3.77e-06,3.88e-06,33.54859524,8588167.85516392
1642636800,2022-01-20 00:00:00,DOGE/BTC,3.88e-06,3.96e-06,3.73e-06,3.8e-06,13.61284388,3529702.74538897
1642550400,2022-01-19 00:00:00,DOGE/BTC,3.89e-06,4e-06,3.87e-06,3.88e-06,20.00344178,5098913.9947824
1642464000,2022-01-18 00:00:00,DOGE/BTC,4.03e-06,4.11e-06,3.89e-06,3.89e-06,19.11025408,4796315.47123626
1642377600,2022-01-17 00:00:00,DOGE/BTC,4.1e-06,4.13e-06,3.93e-06,4.04e-06,59.12369876,14568668.7364621
1642291200,2022-01-16 00:00:00,DOGE/BTC,4.28e-06,4.28e-06,4.07e-06,4.1e-06,14.2944565,3433197.7151524
1642204800,2022-01-15 00:00:00,DOGE/BTC,4.25e-06,4.52e-06,4.22e-06,4.29e-06,39.38392717,8960328.85005563
1642118400,2022-01-14 00:00:00,DOGE/BTC,4.03e-06,4.99e-06,4.02e-06,4.25e-06,147.55421488,33727870.77914548
1642032000,2022-01-13 00:00:00,DOGE/BTC,3.69e-06,4.15e-06,3.68e-06,4.04e-06,72.26688634,18344765.69083715
1641945600,2022-01-12 00:00:00,DOGE/BTC,3.6e-06,3.72e-06,3.56e-06,3.71e-06,19.10331741,5234063.47633137
