https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EQZ,Volume BTC
1652058000,2022-05-09 01:00:00,EQZ/BTC,0.00000163,0.00000163,0.00000163,0.00000163,3865.6654,0.006301034602
1652054400,2022-05-09 00:00:00,EQZ/BTC,0.00000163,0.00000163,0.00000163,0.00000163,14086.8096,0.022961499648
1652050800,2022-05-08 23:00:00,EQZ/BTC,0.00000163,0.00000163,0.00000163,0.00000163,19663.9823,0.032052291149
1652047200,2022-05-08 22:00:00,EQZ/BTC,0.00000162,0.00000164,0.00000162,0.00000163,18775.0669,0.03060368022
1652043600,2022-05-08 21:00:00,EQZ/BTC,0.00000162,0.00000162,0.00000162,0.00000162,0,0
1652040000,2022-05-08 20:00:00,EQZ/BTC,0.00000161,0.00000162,0.00000161,0.00000162,9528.2675,0.015341806445
1652036400,2022-05-08 19:00:00,EQZ/BTC,0.00000161,0.00000161,0.00000161,0.00000161,13559.579,0.02183092219
1652032800,2022-05-08 18:00:00,EQZ/BTC,0.00000164,0.00000164,0.00000161,0.00000161,9949.3386,0.01618487196
1652029200,2022-05-08 17:00:00,EQZ/BTC,0.0000017,0.0000017,0.00000164,0.00000165,11390.0952,0.018931533506
1652025600,2022-05-08 16:00:00,EQZ/BTC,0.00000166,0.0000017,0.00000166,0.00000169,11035.5571,0.018541798806
1652022000,2022-05-08 15:00:00,EQZ/BTC,0.00000167,0.00000167,0.00000167,0.00000167,0,0
1652018400,2022-05-08 14:00:00,EQZ/BTC,0.00000167,0.00000167,0.00000167,0.00000167,138.704,0.00023163568
1652014800,2022-05-08 13:00:00,EQZ/BTC,0.00000166,0.00000166,0.00000166,0.00000166,14178.7448,0.023536716368
1652011200,2022-05-08 12:00:00,EQZ/BTC,0.00000166,0.00000166,0.00000166,0.00000166,14225.5179,0.023614359714
1652007600,2022-05-08 11:00:00,EQZ/BTC,0.00000166,0.00000166,0.00000166,0.00000166,10015.4868,0.016625708088
1652004000,2022-05-08 10:00:00,EQZ/BTC,0.00000166,0.00000166,0.00000166,0.00000166,13665.7671,0.022685173386
1652000400,2022-05-08 09:00:00,EQZ/BTC,0.00000166,0.00000166,0.00000166,0.00000166,1621.7103,0.002692039098
1651996800,2022-05-08 08:00:00,EQZ/BTC,0.00000166,0.00000166,0.00000166,0.00000166,1483.8165,0.00246313539
1651993200,2022-05-08 07:00:00,EQZ/BTC,0.00000166,0.00000166,0.00000166,0.00000166,16355.6313,0.027150347958
1651989600,2022-05-08 06:00:00,EQZ/BTC,0.00000167,0.00000167,0.00000166,0.00000166,4614.2567,0.007687132004
1651986000,2022-05-08 05:00:00,EQZ/BTC,0.00000168,0.00000168,0.00000168,0.00000168,35.3766,0.000059432688
1651982400,2022-05-08 04:00:00,EQZ/BTC,0.00000167,0.00000167,0.00000167,0.00000167,0,0
1651978800,2022-05-08 03:00:00,EQZ/BTC,0.00000168,0.00000169,0.00000167,0.00000167,10264.5156,0.017252739249
1651975200,2022-05-08 02:00:00,EQZ/BTC,0.00000166,0.00000168,0.00000166,0.00000168,9446.9155,0.015830227103
1651971600,2022-05-08 01:00:00,EQZ/BTC,0.00000163,0.00000166,0.00000161,0.00000166,12628.1645,0.020578971273
1651968000,2022-05-08 00:00:00,EQZ/BTC,0.00000163,0.00000163,0.00000163,0.00000163,13422.345,0.02187842235
1651964400,2022-05-07 23:00:00,EQZ/BTC,0.00000164,0.00000164,0.00000162,0.00000162,6542.1666,0.010660065952
1651960800,2022-05-07 22:00:00,EQZ/BTC,0.00000165,0.00000165,0.00000164,0.00000164,10875.4034,0.017917897312
1651957200,2022-05-07 21:00:00,EQZ/BTC,0.00000164,0.00000166,0.00000164,0.00000165,14786.3753,0.024356766399
1651953600,2022-05-07 20:00:00,EQZ/BTC,0.00000163,0.00000164,0.00000163,0.00000164,1891.8419,0.003084235619
1651950000,2022-05-07 19:00:00,EQZ/BTC,0.00000163,0.00000163,0.00000163,0.00000163,16420.0131,0.026764621353
1651946400,2022-05-07 18:00:00,EQZ/BTC,0.00000165,0.00000165,0.00000162,0.00000163,9394.1274,0.015292279588
1651942800,2022-05-07 17:00:00,EQZ/BTC,0.00000165,0.00000165,0.00000165,0.00000165,3160.4773,0.005214787545
1651939200,2022-05-07 16:00:00,EQZ/BTC,0.00000166,0.00000166,0.00000165,0.00000165,1328.6918,0.002202651347
1651935600,2022-05-07 15:00:00,EQZ/BTC,0.00000167,0.00000168,0.00000166,0.00000166,11231.7297,0.01873533166
1651932000,2022-05-07 14:00:00,EQZ/BTC,0.00000167,0.00000167,0.00000167,0.00000167,3885.1872,0.006488262624
1651928400,2022-05-07 13:00:00,EQZ/BTC,0.00000166,0.00000167,0.00000166,0.00000167,2683.2024,0.004475659523
1651924800,2022-05-07 12:00:00,EQZ/BTC,0.00000161,0.00000167,0.00000161,0.00000166,16185.4912,0.026630916914
1651921200,2022-05-07 11:00:00,EQZ/BTC,0.00000161,0.00000161,0.00000161,0.00000161,8053.6687,0.012966406607
1651917600,2022-05-07 10:00:00,EQZ/BTC,0.00000161,0.00000161,0.00000161,0.00000161,15244.8112,0.024544146032
1651914000,2022-05-07 09:00:00,EQZ/BTC,0.00000161,0.00000161,0.00000161,0.00000161,16779.1124,0.027014370964
1651910400,2022-05-07 08:00:00,EQZ/BTC,0.00000161,0.00000161,0.00000161,0.00000161,14610.0689,0.023522210929
1651906800,2022-05-07 07:00:00,EQZ/BTC,0.00000161,0.00000161,0.00000161,0.00000161,6435.8502,0.010361718822
1651903200,2022-05-07 06:00:00,EQZ/BTC,0.00000161,0.00000161,0.00000161,0.00000161,14298.8613,0.023021166693
1651899600,2022-05-07 05:00:00,EQZ/BTC,0.00000161,0.00000161,0.00000161,0.00000161,16767.5672,0.026995783192
1651896000,2022-05-07 04:00:00,EQZ/BTC,0.00000161,0.00000161,0.00000161,0.00000161,3115.9797,0.005016727317
