https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AAVE,Volume EUR
1663545600,2022-09-19 00:00:00,AAVE/EUR,73.37,73.37,73.37,73.37,0.00000000,0.0
1663459200,2022-09-18 00:00:00,AAVE/EUR,80.50,81.22,70.52,73.37,434.12241568,31851.561638441603
1663372800,2022-09-17 00:00:00,AAVE/EUR,80.40,81.40,79.30,80.82,29.76579716,2405.6717264712
1663286400,2022-09-16 00:00:00,AAVE/EUR,78.56,79.98,77.26,79.96,248.19137738,19845.382535304798
1663200000,2022-09-15 00:00:00,AAVE/EUR,83.21,84.40,78.19,79.30,583.21977088,46249.327830784
1663113600,2022-09-14 00:00:00,AAVE/EUR,83.48,85.80,81.56,83.72,724.34080257,60641.8119911604
1663027200,2022-09-13 00:00:00,AAVE/EUR,89.04,92.14,82.76,83.29,714.25130230,59489.990968567006
1662940800,2022-09-12 00:00:00,AAVE/EUR,90.41,95.40,89.01,89.33,594.08443089,53069.5622114037
1662854400,2022-09-11 00:00:00,AAVE/EUR,92.53,93.90,88.41,90.45,814.77781564,73696.653424638
1662768000,2022-09-10 00:00:00,AAVE/EUR,90.69,93.01,89.56,93.01,423.87114406,39424.2551090206
1662681600,2022-09-09 00:00:00,AAVE/EUR,89.39,93.62,88.86,90.90,1078.65645496,98049.871755864
1662595200,2022-09-08 00:00:00,AAVE/EUR,87.84,89.90,86.01,88.01,483.91751178,42589.5802117578
1662508800,2022-09-07 00:00:00,AAVE/EUR,84.19,88.85,83.11,87.76,337.70398334,29636.9015779184
1662422400,2022-09-06 00:00:00,AAVE/EUR,92.15,93.97,84.01,84.62,533.41040833,45137.188752884605
1662336000,2022-09-05 00:00:00,AAVE/EUR,89.87,91.91,87.51,91.91,175.45372402,16125.9517746782
1662249600,2022-09-04 00:00:00,AAVE/EUR,87.58,89.40,86.26,88.85,126.44601245,11234.728206182499
1662163200,2022-09-03 00:00:00,AAVE/EUR,88.56,88.90,86.13,87.40,218.70636291,19114.936118334
1662076800,2022-09-02 00:00:00,AAVE/EUR,86.66,91.79,85.51,88.90,598.52665393,53209.019534376996
1661990400,2022-09-01 00:00:00,AAVE/EUR,84.80,87.40,82.21,86.51,462.60519459,40019.975383980905
1661904000,2022-08-31 00:00:00,AAVE/EUR,85.63,88.49,84.01,84.01,179.53345770,15082.605781377002
1661817600,2022-08-30 00:00:00,AAVE/EUR,85.60,87.90,81.51,85.11,440.06309986,37453.7704290846
1661731200,2022-08-29 00:00:00,AAVE/EUR,78.56,85.99,78.56,85.99,323.16146612,27788.6544716588
1661644800,2022-08-28 00:00:00,AAVE/EUR,82.02,83.80,78.88,78.88,293.37616610,23141.511981967997
1661558400,2022-08-27 00:00:00,AAVE/EUR,82.58,83.49,81.01,82.04,378.13976603,31022.5864051012
1661472000,2022-08-26 00:00:00,AAVE/EUR,93.01,93.46,82.21,82.28,918.94945809,75611.1614116452
1661385600,2022-08-25 00:00:00,AAVE/EUR,88.56,95.63,88.17,93.96,830.24991202,78010.2817333992
1661299200,2022-08-24 00:00:00,AAVE/EUR,89.20,92.07,87.51,88.79,306.31235541,27197.474036853902
1661212800,2022-08-23 00:00:00,AAVE/EUR,89.25,90.99,86.00,89.41,433.51782161,38760.8284301501
1661126400,2022-08-22 00:00:00,AAVE/EUR,85.11,88.90,81.98,88.90,463.57064062,41211.429951118
1661040000,2022-08-21 00:00:00,AAVE/EUR,83.40,86.68,81.45,85.97,707.65941548,60837.4799488156
1660953600,2022-08-20 00:00:00,AAVE/EUR,84.10,86.50,79.68,82.99,758.99461752,62988.9633079848
1660867200,2022-08-19 00:00:00,AAVE/EUR,93.78,93.78,82.56,83.15,1681.76028273,139838.3675089995
1660780800,2022-08-18 00:00:00,AAVE/EUR,98.43,99.88,93.55,94.98,944.58569628,89716.7494326744
1660694400,2022-08-17 00:00:00,AAVE/EUR,108.49,110.00,97.66,98.72,1067.95264047,105428.2846671984
1660608000,2022-08-16 00:00:00,AAVE/EUR,104.93,108.40,103.99,108.37,465.31985287,50426.7124555219
1660521600,2022-08-15 00:00:00,AAVE/EUR,104.74,109.73,101.56,104.95,371.68354207,39008.187740246496
1660435200,2022-08-14 00:00:00,AAVE/EUR,107.37,112.00,103.51,104.56,576.34015676,60262.126790825605
1660348800,2022-08-13 00:00:00,AAVE/EUR,111.50,112.54,107.38,108.14,543.96113518,58823.95715836521
1660262400,2022-08-12 00:00:00,AAVE/EUR,103.01,110.47,102.51,110.47,379.21251708,41891.6067618276
1660176000,2022-08-11 00:00:00,AAVE/EUR,107.01,110.64,103.01,104.17,731.31082109,76180.6482329453
1660089600,2022-08-10 00:00:00,AAVE/EUR,95.71,109.11,93.56,107.60,1125.12531211,121063.48358303601
1660003200,2022-08-09 00:00:00,AAVE/EUR,100.01,101.45,93.34,96.15,1212.01089002,116534.84707542301
1659916800,2022-08-08 00:00:00,AAVE/EUR,100.95,104.68,99.37,100.57,752.46507731,75675.4128250667
1659830400,2022-08-07 00:00:00,AAVE/EUR,97.44,102.50,95.51,100.00,313.22181246,31322.181246000004
