https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LRC,Volume BTC
1663459200,2022-09-18 00:00:00,LRC/BTC,0.00001653,0.00001653,0.00001642,0.00001643,8.8491,0.000145690985
1663372800,2022-09-17 00:00:00,LRC/BTC,0.00001647,0.00001662,0.00001629,0.00001648,2019.4163,0.03312282554
1663286400,2022-09-16 00:00:00,LRC/BTC,0.00001642,0.00001656,0.00001611,0.00001646,1825.5173,0.029918938144
1663200000,2022-09-15 00:00:00,LRC/BTC,0.00001666,0.00001677,0.0000161,0.00001638,2104.3699,0.034632431408
1663113600,2022-09-14 00:00:00,LRC/BTC,0.00001639,0.00001678,0.0000162,0.00001663,1271.4388,0.020906897118
1663027200,2022-09-13 00:00:00,LRC/BTC,0.00001566,0.00001659,0.00001537,0.00001638,6265.8394,0.100826659747
1662940800,2022-09-12 00:00:00,LRC/BTC,0.00001656,0.00001692,0.00001561,0.0000157,33161.9734,0.533193127346
1662854400,2022-09-11 00:00:00,LRC/BTC,0.0000169,0.00001733,0.00001645,0.00001659,4919.3723,0.082269050449
1662768000,2022-09-10 00:00:00,LRC/BTC,0.00001733,0.00001767,0.00001677,0.00001688,3152.6568,0.054205183716
1662681600,2022-09-09 00:00:00,LRC/BTC,0.00001776,0.00001791,0.00001674,0.00001736,15754.4201,0.271245836394
1662595200,2022-09-08 00:00:00,LRC/BTC,0.00001771,0.00001789,0.00001733,0.00001773,5613.6596,0.098899527877
1662508800,2022-09-07 00:00:00,LRC/BTC,0.00001734,0.00001802,0.00001723,0.00001771,4114.3332,0.072442360825
1662422400,2022-09-06 00:00:00,LRC/BTC,0.00001796,0.00001837,0.00001728,0.00001731,14643.6424,0.263871283869
1662336000,2022-09-05 00:00:00,LRC/BTC,0.00001843,0.00001861,0.00001774,0.00001795,5406.0773,0.096361376764
1662249600,2022-09-04 00:00:00,LRC/BTC,0.00001791,0.00001865,0.00001787,0.00001844,3198.4794,0.05865913755
1662163200,2022-09-03 00:00:00,LRC/BTC,0.00001776,0.00001799,0.00001764,0.00001788,629.8075,0.011250616913
1662076800,2022-09-02 00:00:00,LRC/BTC,0.00001758,0.00001795,0.00001743,0.00001776,2920.9649,0.051595632777
1661990400,2022-09-01 00:00:00,LRC/BTC,0.00001755,0.00001763,0.00001714,0.00001757,4327.9157,0.075242782966
1661904000,2022-08-31 00:00:00,LRC/BTC,0.00001804,0.00001815,0.00001752,0.00001756,5154.7796,0.091731323332
1661817600,2022-08-30 00:00:00,LRC/BTC,0.00001804,0.00001829,0.00001765,0.00001792,3384.964,0.061521856077
1661731200,2022-08-29 00:00:00,LRC/BTC,0.00001742,0.00001808,0.00001728,0.00001807,1591.9297,0.028149125905
1661644800,2022-08-28 00:00:00,LRC/BTC,0.00001773,0.00001789,0.00001738,0.0000174,4124.2993,0.073252029041
1661558400,2022-08-27 00:00:00,LRC/BTC,0.00001746,0.00001792,0.00001739,0.00001775,1251.4362,0.022111920945
1661472000,2022-08-26 00:00:00,LRC/BTC,0.00001829,0.00001844,0.00001708,0.00001753,6289.6012,0.111788637555
1661385600,2022-08-25 00:00:00,LRC/BTC,0.00001813,0.00001874,0.00001793,0.00001825,10598.5571,0.194619489774
1661299200,2022-08-24 00:00:00,LRC/BTC,0.00001799,0.00001838,0.00001776,0.00001811,1641.8149,0.029615669873
1661212800,2022-08-23 00:00:00,LRC/BTC,0.00001764,0.00001792,0.00001728,0.00001788,2542.7121,0.044799725653
1661126400,2022-08-22 00:00:00,LRC/BTC,0.00001783,0.00001784,0.00001707,0.00001765,2812.6942,0.049235672285
1661040000,2022-08-21 00:00:00,LRC/BTC,0.00001767,0.00001804,0.00001758,0.00001781,3974.0607,0.070663694811
1660953600,2022-08-20 00:00:00,LRC/BTC,0.00001789,0.00001817,0.00001736,0.00001766,4303.5887,0.075906722453
1660867200,2022-08-19 00:00:00,LRC/BTC,0.00001721,0.00001801,0.00001678,0.00001792,14259.9837,0.244402001538
1660780800,2022-08-18 00:00:00,LRC/BTC,0.00001802,0.00001845,0.00001715,0.00001723,7987.0662,0.142706201117
1660694400,2022-08-17 00:00:00,LRC/BTC,0.00001907,0.0000195,0.00001787,0.00001804,28730.7211,0.542106163969
1660608000,2022-08-16 00:00:00,LRC/BTC,0.00001951,0.0000197,0.00001901,0.00001908,11899.0653,0.230800143509
1660521600,2022-08-15 00:00:00,LRC/BTC,0.00001982,0.00002008,0.00001923,0.00001952,6863.0423,0.134474170246
1660435200,2022-08-14 00:00:00,LRC/BTC,0.00001999,0.00002123,0.00001916,0.00001987,22023.9721,0.450471784698
1660348800,2022-08-13 00:00:00,LRC/BTC,0.00001952,0.00002034,0.00001936,0.00002025,12594.0307,0.24753032066
1660262400,2022-08-12 00:00:00,LRC/BTC,0.00001915,0.00001966,0.00001894,0.00001944,8353.4791,0.16061884083
1660176000,2022-08-11 00:00:00,LRC/BTC,0.00001944,0.00001979,0.00001906,0.00001912,23688.8711,0.461061189042
1660089600,2022-08-10 00:00:00,LRC/BTC,0.0000194,0.00001967,0.00001898,0.00001942,14295.9761,0.277101761275
1660003200,2022-08-09 00:00:00,LRC/BTC,0.00001982,0.00002007,0.00001919,0.00001939,12438.7325,0.242694000569
1659916800,2022-08-08 00:00:00,LRC/BTC,0.00002075,0.0000212,0.00001958,0.00001973,14348.2691,0.291439078999
1659830400,2022-08-07 00:00:00,LRC/BTC,0.00001892,0.00002124,0.00001854,0.00002077,52797.0393,1.053641878773
1659744000,2022-08-06 00:00:00,LRC/BTC,0.00001886,0.00001916,0.00001861,0.00001888,6331.3229,0.119652201243
1659657600,2022-08-05 00:00:00,LRC/BTC,0.00001841,0.000019,0.00001831,0.0000188,16083.0029,0.299362025498
1659571200,2022-08-04 00:00:00,LRC/BTC,0.00001764,0.00001879,0.00001764,0.00001839,13217.2907,0.239868962541
1659484800,2022-08-03 00:00:00,LRC/BTC,0.0000175,0.000018,0.00001713,0.00001761,4243.9412,0.075043550647
1659398400,2022-08-02 00:00:00,LRC/BTC,0.00001815,0.00001834,0.00001732,0.0000175,2844.7656,0.050290845216
1659312000,2022-08-01 00:00:00,LRC/BTC,0.00001792,0.00001862,0.00001774,0.00001816,18430.4773,0.329607635359
1659225600,2022-07-31 00:00:00,LRC/BTC,0.00001822,0.00001889,0.0000178,0.000018,11835.2991,0.218136593412
1659139200,2022-07-30 00:00:00,LRC/BTC,0.00001791,0.00001908,0.00001788,0.00001823,17416.3142,0.32011774112
1659052800,2022-07-29 00:00:00,LRC/BTC,0.00001818,0.00001875,0.00001749,0.00001778,17738.8992,0.324183968324
1658966400,2022-07-28 00:00:00,LRC/BTC,0.00001727,0.00001826,0.00001707,0.00001815,13692.6225,0.240440508337
1658880000,2022-07-27 00:00:00,LRC/BTC,0.00001733,0.00001743,0.00001677,0.00001723,8746.5383,0.150077991451
1658793600,2022-07-26 00:00:00,LRC/BTC,0.00001703,0.00001741,0.00001692,0.00001734,2530.41,0.043537730451
1658707200,2022-07-25 00:00:00,LRC/BTC,0.00001788,0.00001792,0.00001704,0.00001709,3397.2609,0.059250406242
1658620800,2022-07-24 00:00:00,LRC/BTC,0.00001812,0.00001847,0.00001777,0.00001783,5007.9439,0.089976928409
1658534400,2022-07-23 00:00:00,LRC/BTC,0.0000178,0.00001829,0.00001776,0.00001816,22181.3481,0.400737862628
1658448000,2022-07-22 00:00:00,LRC/BTC,0.00001873,0.00001887,0.00001775,0.00001788,8057.4161,0.146243736081
1658361600,2022-07-21 00:00:00,LRC/BTC,0.00001823,0.00001878,0.00001787,0.00001865,8513.4899,0.156452459516
1658275200,2022-07-20 00:00:00,LRC/BTC,0.00001931,0.00002019,0.00001801,0.00001821,116670.5405,2.19006217741
1658188800,2022-07-19 00:00:00,LRC/BTC,0.00001924,0.00002146,0.00001887,0.00001931,33074.5861,0.661083586924
1658102400,2022-07-18 00:00:00,LRC/BTC,0.00001819,0.00002109,0.0000181,0.00001922,176205.3133,3.417820580128
1658016000,2022-07-17 00:00:00,LRC/BTC,0.00001834,0.00001856,0.000018,0.00001827,2132.7906,0.038960688181
1657929600,2022-07-16 00:00:00,LRC/BTC,0.00001813,0.00001839,0.00001792,0.00001825,7927.1646,0.143940377415
1657843200,2022-07-15 00:00:00,LRC/BTC,0.0000186,0.00001884,0.0000178,0.00001808,11333.2832,0.206543779791
1657756800,2022-07-14 00:00:00,LRC/BTC,0.00001835,0.00001879,0.00001802,0.0000186,5721.6995,0.104970971796
1657670400,2022-07-13 00:00:00,LRC/BTC,0.00001877,0.00001884,0.00001811,0.00001837,28510.8492,0.525459632341
1657584000,2022-07-12 00:00:00,LRC/BTC,0.00001975,0.00002004,0.0000186,0.00001864,5546.8441,0.107568952998
1657497600,2022-07-11 00:00:00,LRC/BTC,0.00001871,0.00002046,0.0000183,0.00001966,17965.5328,0.354639986522
1657411200,2022-07-10 00:00:00,LRC/BTC,0.00001878,0.00001884,0.00001843,0.00001871,1722.5531,0.032208266774
1657324800,2022-07-09 00:00:00,LRC/BTC,0.00001866,0.00001906,0.0000186,0.00001883,3400.335,0.064107144998
1657238400,2022-07-08 00:00:00,LRC/BTC,0.00001935,0.0000195,0.00001851,0.00001857,26259.5784,0.497402938443
1657152000,2022-07-07 00:00:00,LRC/BTC,0.00001989,0.00002064,0.00001797,0.00001932,60739.48075042,1.1955455567163788
1657065600,2022-07-06 00:00:00,LRC/BTC,0.00002018,0.00002089,0.00001987,0.00001987,6225.55197514,0.1252412154424211
1656979200,2022-07-05 00:00:00,LRC/BTC,0.00001982,0.00002159,0.00001976,0.00002022,131133.44653523,2.7515705399793178
1656892800,2022-07-04 00:00:00,LRC/BTC,0.0000197,0.00002003,0.0000195,0.00001981,13386.52631158,0.2648935520985748
1656806400,2022-07-03 00:00:00,LRC/BTC,0.00001969,0.00001982,0.00001942,0.0000197,8591.13504367,0.1683549265806295
1656720000,2022-07-02 00:00:00,LRC/BTC,0.00001973,0.00001981,0.00001928,0.00001969,19889.31627865,0.390983405177479
1656633600,2022-07-01 00:00:00,LRC/BTC,0.00001932,0.00001987,0.0000189,0.00001967,19026.05369379,0.3693479177528662
1656547200,2022-06-30 00:00:00,LRC/BTC,0.00001935,0.00002003,0.00001878,0.00001937,17487.42251236,0.3370055450509748
1656460800,2022-06-29 00:00:00,LRC/BTC,0.00001911,0.00001991,0.00001903,0.00001934,15177.9775269,0.29736195166693
1656374400,2022-06-28 00:00:00,LRC/BTC,0.00001959,0.00002018,0.00001897,0.00001912,11612.54654259,0.2279165575356004
1656288000,2022-06-27 00:00:00,LRC/BTC,0.00001908,0.00001998,0.00001903,0.00001961,4048.122,0.079541252314
1656201600,2022-06-26 00:00:00,LRC/BTC,0.00002051,0.00002087,0.00001902,0.00001904,10501.88993641,0.2101466100172008
1656115200,2022-06-25 00:00:00,LRC/BTC,0.00002001,0.00002077,0.00001968,0.00002049,18895.59753389,0.3814457141765141
1656028800,2022-06-24 00:00:00,LRC/BTC,0.0000192,0.00002031,0.0000192,0.00002007,16791.74257639,0.3336928656848863
1655942400,2022-06-23 00:00:00,LRC/BTC,0.00001872,0.0000197,0.00001872,0.00001914,16131.4047,0.311178279474
1655856000,2022-06-22 00:00:00,LRC/BTC,0.00001893,0.00001938,0.00001835,0.00001875,28836.49553597,0.5356937818739271
1655769600,2022-06-21 00:00:00,LRC/BTC,0.00001814,0.00001938,0.00001792,0.00001894,25707.7174,0.480583036347
1655683200,2022-06-20 00:00:00,LRC/BTC,0.00001789,0.00001851,0.00001767,0.00001815,13676.29782349,0.2480127715158044
1655596800,2022-06-19 00:00:00,LRC/BTC,0.00001805,0.00001884,0.00001767,0.00001787,18542.79464211,0.337805522015765
1655510400,2022-06-18 00:00:00,LRC/BTC,0.00001825,0.00001869,0.00001766,0.00001802,10226.72603678,0.186120461257618
1655424000,2022-06-17 00:00:00,LRC/BTC,0.00001776,0.0000185,0.00001764,0.00001826,10264.84012869,0.1856692815695885
1655337600,2022-06-16 00:00:00,LRC/BTC,0.00001824,0.00001835,0.00001708,0.00001781,23827.44777835,0.4199283912509495
1655251200,2022-06-15 00:00:00,LRC/BTC,0.00001714,0.00001835,0.00001666,0.00001823,40737.21247151,0.7016804289515655
1655164800,2022-06-14 00:00:00,LRC/BTC,0.00001666,0.0000175,0.00001609,0.00001716,39152.10173699,0.6543775458688198
1655078400,2022-06-13 00:00:00,LRC/BTC,0.0000152,0.00001679,0.00001425,0.00001679,37914.55565823,0.587969281326688
1654992000,2022-06-12 00:00:00,LRC/BTC,0.00001547,0.000016,0.00001474,0.00001523,7601.0522208,0.117074408574679
1654905600,2022-06-11 00:00:00,LRC/BTC,0.00001648,0.00001686,0.00001527,0.00001549,5982.51140306,0.0949896160159808
1654819200,2022-06-10 00:00:00,LRC/BTC,0.00001704,0.00001709,0.00001618,0.0000165,6259.3305087,0.103947482971855
1654732800,2022-06-09 00:00:00,LRC/BTC,0.00001718,0.00001769,0.00001701,0.00001704,5200.48537336,0.0895726174507045
1654646400,2022-06-08 00:00:00,LRC/BTC,0.000017,0.00001769,0.00001698,0.00001717,6283.1667186,0.108830111410721
1654560000,2022-06-07 00:00:00,LRC/BTC,0.00001763,0.00001779,0.00001693,0.00001698,9560.22265502,0.1674087648367384
1654473600,2022-06-06 00:00:00,LRC/BTC,0.00001698,0.00001907,0.00001693,0.00001761,46972.3201,0.851464843288
1654387200,2022-06-05 00:00:00,LRC/BTC,0.00001735,0.00001746,0.00001687,0.00001703,1633.09700935,0.0278853636469785
1654300800,2022-06-04 00:00:00,LRC/BTC,0.0000174,0.00001761,0.00001683,0.00001729,2122.90609329,0.0365037077109841
1654214400,2022-06-03 00:00:00,LRC/BTC,0.00001811,0.00001811,0.0000173,0.00001743,4890.02872712,0.0853953158736801
1654128000,2022-06-02 00:00:00,LRC/BTC,0.00001757,0.00001826,0.00001729,0.00001812,5156.24197792,0.0923287721718693
1654041600,2022-06-01 00:00:00,LRC/BTC,0.0000178,0.0000188,0.00001727,0.0000176,18301.56135612,0.3301300696458924
1653955200,2022-05-31 00:00:00,LRC/BTC,0.00001791,0.00001812,0.00001687,0.00001776,9346.18495067,0.1629278180866139
1653868800,2022-05-30 00:00:00,LRC/BTC,0.00001678,0.0000185,0.0000165,0.00001791,12240.33401429,0.2153441718058485
1653782400,2022-05-29 00:00:00,LRC/BTC,0.00001659,0.00001717,0.00001616,0.00001679,5212.86994886,0.0864776473098878
1653696000,2022-05-28 00:00:00,LRC/BTC,0.00001681,0.00001807,0.00001632,0.00001668,49974.72123351,0.8366650183999097
1653609600,2022-05-27 00:00:00,LRC/BTC,0.00001746,0.00001757,0.00001622,0.00001675,45662.02830809,0.764823305939664
1653523200,2022-05-26 00:00:00,LRC/BTC,0.0000208,0.00002104,0.00001737,0.00001751,36332.89153168,0.684332019921611
1653436800,2022-05-25 00:00:00,LRC/BTC,0.00001865,0.00002156,0.00001861,0.00002076,34260.87351129,0.6794849310728968
1653350400,2022-05-24 00:00:00,LRC/BTC,0.00001902,0.00001999,0.00001794,0.00001868,22791.68332315,0.4323412456783775
