https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CWS,Volume USDT
1659830400,2022-08-07 00:00:00,CWS/USDT,0.834,0.918,0.803,0.89,247321.3959,206999.3907864
1659744000,2022-08-06 00:00:00,CWS/USDT,0.922,0.995,0.834,0.834,475032.7058,426177.3776096
1659657600,2022-08-05 00:00:00,CWS/USDT,0.721,1.9,0.701,0.926,1272900.9339284,1210547.50309826501
1659571200,2022-08-04 00:00:00,CWS/USDT,0.712,0.73,0.7,0.722,144340.429,102896.3034043
1659484800,2022-08-03 00:00:00,CWS/USDT,0.734,0.759,0.7,0.711,187853.5331,136385.8792008
1659398400,2022-08-02 00:00:00,CWS/USDT,0.762,0.768,0.688,0.735,173643.282,125046.7115502
1659312000,2022-08-01 00:00:00,CWS/USDT,0.787,0.813,0.752,0.764,396941.2053,310979.2295872
1659225600,2022-07-31 00:00:00,CWS/USDT,0.775,0.841,0.775,0.787,448510.8083,360748.9375827
1659139200,2022-07-30 00:00:00,CWS/USDT,0.81,0.82,0.739,0.78,475806.783,370642.0045381
1659052800,2022-07-29 00:00:00,CWS/USDT,0.714,0.818,0.675,0.807,304970.0678,237603.569804
1658966400,2022-07-28 00:00:00,CWS/USDT,0.681,0.737,0.661,0.706,135598.0236,94366.7043568
1658880000,2022-07-27 00:00:00,CWS/USDT,0.634,0.708,0.624,0.68,97683.0695,64239.0688164
1658793600,2022-07-26 00:00:00,CWS/USDT,0.648,0.648,0.588,0.633,145428.3327,90161.9938888
1658707200,2022-07-25 00:00:00,CWS/USDT,0.678,0.704,0.631,0.647,153658.2525,100417.5823034
1658620800,2022-07-24 00:00:00,CWS/USDT,0.665,0.767,0.658,0.678,261168.7648,182809.898004
1658534400,2022-07-23 00:00:00,CWS/USDT,0.678,0.703,0.62,0.668,172525.9569,113814.6052291
1658448000,2022-07-22 00:00:00,CWS/USDT,0.654,0.72,0.632,0.677,208847.052,139927.6251942
1658361600,2022-07-21 00:00:00,CWS/USDT,0.651,0.678,0.615,0.653,158951.13593284,101269.9943810608
1658275200,2022-07-20 00:00:00,CWS/USDT,0.686,0.725,0.65,0.65,107705.9026,73617.703237
1658188800,2022-07-19 00:00:00,CWS/USDT,0.64,0.708,0.63,0.692,228661.0529474,151969.52325120377
1658102400,2022-07-18 00:00:00,CWS/USDT,0.632,0.684,0.627,0.649,195428.84070986,128418.221259574
1658016000,2022-07-17 00:00:00,CWS/USDT,0.652,0.783,0.621,0.642,221919.20577956,146078.2452498483
1657929600,2022-07-16 00:00:00,CWS/USDT,0.658,0.724,0.624,0.668,204972.82820183,135738.08649146727
1657843200,2022-07-15 00:00:00,CWS/USDT,0.665,0.685,0.623,0.666,175696.82663016,113608.27567888236
1657756800,2022-07-14 00:00:00,CWS/USDT,0.63,0.686,0.607,0.678,209186.44876799,135776.78679885521
1657670400,2022-07-13 00:00:00,CWS/USDT,0.606,0.667,0.584,0.641,151166.23783484,93600.26393598565
1657584000,2022-07-12 00:00:00,CWS/USDT,0.614,0.633,0.606,0.611,87856.24869225,54215.58769498821
1657497600,2022-07-11 00:00:00,CWS/USDT,0.667,0.673,0.615,0.618,91152.40363805,59396.7942521943
1657411200,2022-07-10 00:00:00,CWS/USDT,0.676,0.728,0.652,0.667,113492.84017943,76617.56666080571
1657324800,2022-07-09 00:00:00,CWS/USDT,0.679,0.69,0.669,0.68,75462.25077739,51272.8138905991
1657238400,2022-07-08 00:00:00,CWS/USDT,0.686,0.712,0.676,0.683,75394.1779543,52295.53443825764
1657152000,2022-07-07 00:00:00,CWS/USDT,0.683,0.731,0.683,0.695,123142.8787418,86259.74828236616
1657065600,2022-07-06 00:00:00,CWS/USDT,0.693,0.719,0.672,0.691,96200.10460215,66407.43350168613
1656979200,2022-07-05 00:00:00,CWS/USDT,0.703,0.73,0.66,0.685,89713.97001451,62330.39033716791
1656892800,2022-07-04 00:00:00,CWS/USDT,0.723,0.74,0.688,0.703,98489.61084819,69748.34050167404
1656806400,2022-07-03 00:00:00,CWS/USDT,0.639,0.787,0.624,0.735,309719.42929326,215010.20026739038
1656720000,2022-07-02 00:00:00,CWS/USDT,0.657,0.666,0.61,0.628,91451.46227943,58087.45577969406
1656633600,2022-07-01 00:00:00,CWS/USDT,0.629,0.674,0.628,0.658,111790.78606025,73396.11858249202
1656547200,2022-06-30 00:00:00,CWS/USDT,0.632,0.642,0.581,0.641,111690.92758427,69377.52216779269
1656460800,2022-06-29 00:00:00,CWS/USDT,0.698,0.706,0.625,0.635,100479.65211045,66338.47519597761
1656374400,2022-06-28 00:00:00,CWS/USDT,0.764,0.764,0.695,0.698,83512.76136278,60640.38225078512
1656288000,2022-06-27 00:00:00,CWS/USDT,0.733,0.776,0.719,0.764,118777.74061025,88659.39692659065
1656201600,2022-06-26 00:00:00,CWS/USDT,0.748,0.796,0.735,0.74,107714.73294599,82127.17389853762
1656115200,2022-06-25 00:00:00,CWS/USDT,0.774,0.797,0.711,0.753,91406.53663113,68638.49933697796
1656028800,2022-06-24 00:00:00,CWS/USDT,0.721,0.79,0.709,0.789,96376.06723909,71550.92220876485
1655942400,2022-06-23 00:00:00,CWS/USDT,0.642,0.728,0.642,0.728,131661.32695511,90499.95010188331
1655856000,2022-06-22 00:00:00,CWS/USDT,0.707,0.707,0.643,0.647,56377.14805697,37829.6506762873
1655769600,2022-06-21 00:00:00,CWS/USDT,0.726,0.779,0.698,0.709,76641.69146655,56508.43361818429
1655683200,2022-06-20 00:00:00,CWS/USDT,0.713,0.74,0.683,0.737,115322.49475229,82004.15967236756
1655596800,2022-06-19 00:00:00,CWS/USDT,0.674,0.776,0.61,0.712,142654.01496176,96732.79718375432
1655510400,2022-06-18 00:00:00,CWS/USDT,0.71,0.715,0.614,0.682,78672.11138258,52752.35222645486
1655424000,2022-06-17 00:00:00,CWS/USDT,0.741,0.771,0.698,0.71,76829.13402241,56319.96726949479
1655337600,2022-06-16 00:00:00,CWS/USDT,0.811,0.932,0.742,0.745,158915.02641937,133581.9377883751
1655251200,2022-06-15 00:00:00,CWS/USDT,0.828,0.831,0.683,0.83,122140.81361878,92417.19818551181
1655164800,2022-06-14 00:00:00,CWS/USDT,0.814,0.873,0.769,0.828,100384.83556938,82190.57765326739
1655078400,2022-06-13 00:00:00,CWS/USDT,0.883,0.91,0.78,0.814,112559.0916928,93793.64948685103
1654992000,2022-06-12 00:00:00,CWS/USDT,1.071,1.077,0.898,0.9,104093.09148212,100988.18369520263
1654905600,2022-06-11 00:00:00,CWS/USDT,1.109,1.11,0.991,1.071,85467.00316003,89278.96901197456
1654819200,2022-06-10 00:00:00,CWS/USDT,1.154,1.16,1.092,1.11,59191.05857087,67022.47345134235
1654732800,2022-06-09 00:00:00,CWS/USDT,1.219,1.22,1.14,1.154,81920.83345627,96745.8063191549
1654646400,2022-06-08 00:00:00,CWS/USDT,1.347,1.372,1.15,1.219,112679.5287296,142559.19140942414
1654560000,2022-06-07 00:00:00,CWS/USDT,1.359,1.372,1.194,1.351,117610.05309608,149657.55466857448
1654473600,2022-06-06 00:00:00,CWS/USDT,1.165,1.427,1.159,1.355,116888.43862071,147400.64571829053
1654387200,2022-06-05 00:00:00,CWS/USDT,1.173,1.202,1.13,1.164,82907.7591554,95467.45268566737
1654300800,2022-06-04 00:00:00,CWS/USDT,1.14,1.174,1.088,1.173,105800.6920041,120207.71420933744
1654214400,2022-06-03 00:00:00,CWS/USDT,1.162,1.252,1.128,1.147,111423.5554618,131897.41766632079
1654128000,2022-06-02 00:00:00,CWS/USDT,1.186,1.281,1.127,1.165,90418.51575235,105698.65328317213
1654041600,2022-06-01 00:00:00,CWS/USDT,1.303,1.331,1.181,1.188,78993.76438522,99308.41963560869
1653955200,2022-05-31 00:00:00,CWS/USDT,1.285,1.339,1.236,1.301,77696.04328287,99953.97923818357
1653868800,2022-05-30 00:00:00,CWS/USDT,1.12,1.291,1.111,1.276,84642.02296567,100130.06743105959
1653782400,2022-05-29 00:00:00,CWS/USDT,1.123,1.169,1.113,1.123,80929.10130517,91384.372189687
1653696000,2022-05-28 00:00:00,CWS/USDT,1.048,1.153,1.043,1.128,99962.51205506,109969.38731294607
1653609600,2022-05-27 00:00:00,CWS/USDT,1.199,1.211,1.045,1.048,126165.05368965,140917.09018930317
1653523200,2022-05-26 00:00:00,CWS/USDT,1.341,1.376,1.155,1.2,161109.69612535,205095.52628636259
1653436800,2022-05-25 00:00:00,CWS/USDT,1.323,1.379,1.265,1.358,194054.81274932,256713.67183508367
1653350400,2022-05-24 00:00:00,CWS/USDT,1.319,1.408,1.255,1.321,134305.47000817,176221.38853620814
1653264000,2022-05-23 00:00:00,CWS/USDT,1.329,1.402,1.307,1.319,131054.17901264,178065.22815678389
1653177600,2022-05-22 00:00:00,CWS/USDT,1.384,1.403,1.331,1.331,73146.32200581,101545.18760930223
1653091200,2022-05-21 00:00:00,CWS/USDT,1.396,1.465,1.33,1.396,127965.82241124,179057.29730769523
1653004800,2022-05-20 00:00:00,CWS/USDT,1.236,1.457,1.227,1.389,191245.13736087,260307.79001181148
1652918400,2022-05-19 00:00:00,CWS/USDT,1.179,1.269,1.148,1.236,133078.87851479,160048.14998015968
1652832000,2022-05-18 00:00:00,CWS/USDT,1.224,1.281,1.131,1.179,76504.54383321,91832.65099598459
1652745600,2022-05-17 00:00:00,CWS/USDT,1.2,1.274,1.183,1.216,68328.02039756,83852.00237888904
1652659200,2022-05-16 00:00:00,CWS/USDT,1.234,1.281,1.151,1.202,92848.63814618,112915.20517293185
1652572800,2022-05-15 00:00:00,CWS/USDT,1.165,1.302,1.134,1.234,95654.99557788,114609.26091874545
1652486400,2022-05-14 00:00:00,CWS/USDT,1.184,1.21,1.133,1.166,59780.61281727,69795.32476142722
1652400000,2022-05-13 00:00:00,CWS/USDT,1.166,1.274,1.142,1.194,80877.23709297,98776.60698684739
1652313600,2022-05-12 00:00:00,CWS/USDT,1.217,1.249,1.043,1.163,83050.44811915,95296.69677177608
1652227200,2022-05-11 00:00:00,CWS/USDT,1.6,1.65,1.201,1.217,106847.24090591,154642.08907704074
1652140800,2022-05-10 00:00:00,CWS/USDT,1.689,1.727,1.603,1.61,65724.5255186,110350.57892376768
1652054400,2022-05-09 00:00:00,CWS/USDT,1.954,2.013,1.692,1.695,153437.95091112,290324.77448112378
1651968000,2022-05-08 00:00:00,CWS/USDT,2.325,2.354,1.867,1.955,182716.61323856,371837.77796078264
1651881600,2022-05-07 00:00:00,CWS/USDT,2.428,2.45,2.314,2.353,182390.61324146,433225.6759553701
1651795200,2022-05-06 00:00:00,CWS/USDT,2.34,2.459,2.312,2.428,161551.15055251,383368.78141480336
1651708800,2022-05-05 00:00:00,CWS/USDT,2.571,2.725,2.27,2.339,167205.08598827,425077.2089780025
1651622400,2022-05-04 00:00:00,CWS/USDT,2.329,2.613,2.315,2.578,155938.13883745,380454.41742948714
1651536000,2022-05-03 00:00:00,CWS/USDT,2.325,2.337,2.304,2.335,142721.53028881,331629.64890562031
1651449600,2022-05-02 00:00:00,CWS/USDT,2.296,2.33,2.272,2.325,154915.6926,356436.4563879
1651363200,2022-05-01 00:00:00,CWS/USDT,2.307,2.33,2.27,2.28,152997.73844505,352040.50308441916
1651276800,2022-04-30 00:00:00,CWS/USDT,2.462,2.462,2.28,2.291,169220.18978082,399274.23432969796
1651190400,2022-04-29 00:00:00,CWS/USDT,2.64,2.686,2.441,2.442,167535.55733567,421182.91249886878
1651104000,2022-04-28 00:00:00,CWS/USDT,2.495,2.686,2.473,2.683,63818.49425713,162916.65703973627
1651017600,2022-04-27 00:00:00,CWS/USDT,2.451,2.514,2.45,2.495,51407.43042063,127882.2862203462
1650931200,2022-04-26 00:00:00,CWS/USDT,2.68,2.703,2.453,2.457,52390.84386701,135839.22790303671
1650844800,2022-04-25 00:00:00,CWS/USDT,2.763,2.799,2.584,2.694,60505.76971053,161140.26677381491
1650758400,2022-04-24 00:00:00,CWS/USDT,2.937,2.948,2.765,2.8,60769.62899683,170689.43537922006
1650672000,2022-04-23 00:00:00,CWS/USDT,2.907,3.081,2.891,2.951,56248.61779584,165671.7325453772
1650585600,2022-04-22 00:00:00,CWS/USDT,2.99,2.993,2.917,2.939,32869.70355178,97113.25044258283
1650499200,2022-04-21 00:00:00,CWS/USDT,3.009,3.069,2.946,2.961,33028.3362872,99471.35182632259
1650412800,2022-04-20 00:00:00,CWS/USDT,3.088,3.24,2.94,3.032,47615.60826139,145141.65384515454
1650326400,2022-04-19 00:00:00,CWS/USDT,3.077,3.12,3.04,3.099,38636.01613669,118991.10202859513
1650240000,2022-04-18 00:00:00,CWS/USDT,2.987,3.205,2.896,3.071,50066.07964668,148779.97010038824
1650153600,2022-04-17 00:00:00,CWS/USDT,3.109,3.303,2.985,2.993,52844.08296819,164503.81364374081
1650067200,2022-04-16 00:00:00,CWS/USDT,2.994,3.149,2.96,3.111,47321.84822573,144199.81042421227
1649980800,2022-04-15 00:00:00,CWS/USDT,3.078,3.101,2.987,3.001,46986.13577944,143131.49244845755
1649894400,2022-04-14 00:00:00,CWS/USDT,3.249,3.254,3.047,3.078,37303.86152829,117882.41798987567
1649808000,2022-04-13 00:00:00,CWS/USDT,3.096,3.24,3.095,3.24,34334.25909512,109020.59772203003
1649721600,2022-04-12 00:00:00,CWS/USDT,3.104,3.208,3.029,3.118,46934.41113582,147665.00137337957
1649635200,2022-04-11 00:00:00,CWS/USDT,3.457,3.457,3.055,3.118,55404.47283611,177314.4001628671
1649548800,2022-04-10 00:00:00,CWS/USDT,3.535,3.608,3.411,3.434,50439.08745645,175844.11695863776
1649462400,2022-04-09 00:00:00,CWS/USDT,3.539,3.613,3.371,3.535,55291.30066205,193990.04319057987
1649376000,2022-04-08 00:00:00,CWS/USDT,3.798,3.86,3.519,3.538,51302.71555601,190407.4244519987
1649289600,2022-04-07 00:00:00,CWS/USDT,3.856,3.993,3.723,3.802,42026.54095658,162008.52110268604
1649203200,2022-04-06 00:00:00,CWS/USDT,4.621,4.678,3.845,3.866,84674.83960073,354125.1939785082
1649116800,2022-04-05 00:00:00,CWS/USDT,4.184,4.772,4.152,4.621,94736.93875876,428262.69917923785
1649030400,2022-04-04 00:00:00,CWS/USDT,4.228,4.291,3.883,4.184,66875.12003526,272293.7449535188
1648944000,2022-04-03 00:00:00,CWS/USDT,4.349,4.382,4.18,4.23,54934.2765114,235016.34235061254
1648857600,2022-04-02 00:00:00,CWS/USDT,4.294,4.723,4.037,4.357,68795.9144812,303196.17941598826
1648771200,2022-04-01 00:00:00,CWS/USDT,4.155,4.303,4.001,4.273,48940.60439711,202165.79903300054
1648684800,2022-03-31 00:00:00,CWS/USDT,4.34,4.466,4.129,4.158,53599.09212875,231304.60069531975
1648598400,2022-03-30 00:00:00,CWS/USDT,4.377,4.38,4.3,4.339,51472.89836593,223657.26608606601
1648512000,2022-03-29 00:00:00,CWS/USDT,3.88,4.527,3.821,4.372,128210.06316901,554035.82322931542
1648425600,2022-03-28 00:00:00,CWS/USDT,3.752,4.006,3.731,3.885,47903.85686754,186788.69703232624
1648339200,2022-03-27 00:00:00,CWS/USDT,3.649,3.752,3.567,3.752,49822.93828631,181992.54955144655
1648252800,2022-03-26 00:00:00,CWS/USDT,3.467,3.812,3.439,3.642,51931.1387934,186334.88422550846
1648166400,2022-03-25 00:00:00,CWS/USDT,3.513,3.601,3.448,3.512,51940.78772854,182700.52111695058
1648080000,2022-03-24 00:00:00,CWS/USDT,3.422,3.58,3.387,3.555,50514.89495176,176042.71730193302
1647993600,2022-03-23 00:00:00,CWS/USDT,3.522,3.562,3.334,3.468,43215.00463561,150569.30565363687
1647907200,2022-03-22 00:00:00,CWS/USDT,3.347,3.601,3.338,3.542,46532.38632684,160818.06197180846
1647820800,2022-03-21 00:00:00,CWS/USDT,3.316,3.411,3.241,3.343,45316.33762323,150054.56472602353
1647734400,2022-03-20 00:00:00,CWS/USDT,3.331,3.488,3.237,3.329,50954.90063785,172266.28526120617
1647648000,2022-03-19 00:00:00,CWS/USDT,3.329,3.46,3.325,3.387,47170.85613997,159751.87552135642
1647561600,2022-03-18 00:00:00,CWS/USDT,3.245,3.375,3.144,3.324,44627.82705076,144598.63930261212
1647475200,2022-03-17 00:00:00,CWS/USDT,3.176,3.287,3.148,3.237,44921.31526047,144158.5984266191
1647388800,2022-03-16 00:00:00,CWS/USDT,3.021,3.213,3.021,3.187,46477.76250372,143913.78420170155
1647302400,2022-03-15 00:00:00,CWS/USDT,3.058,3.119,2.951,3.067,51281.15021677,155296.54608595475
1647216000,2022-03-14 00:00:00,CWS/USDT,3.044,3.153,3.032,3.056,44561.15564934,137192.97024984357
1647129600,2022-03-13 00:00:00,CWS/USDT,3.191,3.231,3.054,3.072,46660.8732,146556.950469
1647043200,2022-03-12 00:00:00,CWS/USDT,3.157,3.238,3.142,3.198,44345.92671084,141035.29200899532
1646956800,2022-03-11 00:00:00,CWS/USDT,3.216,3.339,3.147,3.185,48793.52083647,157027.62604427204
1646870400,2022-03-10 00:00:00,CWS/USDT,3.342,3.397,3.161,3.216,48197.48888198,157025.68827846892
1646784000,2022-03-09 00:00:00,CWS/USDT,3.239,3.625,3.239,3.37,53325.46502904,179717.23554395539
1646697600,2022-03-08 00:00:00,CWS/USDT,3.211,3.346,3.209,3.263,47922.90023806,156661.82130862754
1646611200,2022-03-07 00:00:00,CWS/USDT,3.392,3.403,3.193,3.233,54837.5257364,180092.23265414223
1646524800,2022-03-06 00:00:00,CWS/USDT,3.453,3.473,3.35,3.401,53791.86023354,182904.34572853981
1646438400,2022-03-05 00:00:00,CWS/USDT,3.561,3.561,3.433,3.467,47084.88631946,163943.26501884836
1646352000,2022-03-04 00:00:00,CWS/USDT,3.723,3.726,3.54,3.56,49573.89433766,180934.1100688484
1646265600,2022-03-03 00:00:00,CWS/USDT,3.978,3.987,3.693,3.723,52897.39349293,203880.29095273214
1646179200,2022-03-02 00:00:00,CWS/USDT,3.887,4.06,3.875,3.98,52155.33158365,206764.00079498334
1646092800,2022-03-01 00:00:00,CWS/USDT,3.884,4.007,3.871,3.887,55436.04131602,217447.95299234538
1646006400,2022-02-28 00:00:00,CWS/USDT,3.663,3.895,3.587,3.884,54275.43031698,200293.85742194928
1645920000,2022-02-27 00:00:00,CWS/USDT,3.889,3.91,3.647,3.662,54727.56567781,208104.10455159658
1645833600,2022-02-26 00:00:00,CWS/USDT,3.779,3.94,3.757,3.888,49800.12593089,193231.79620368771
1645747200,2022-02-25 00:00:00,CWS/USDT,3.505,3.789,3.465,3.779,50314.81020946,183806.54863586974
1645660800,2022-02-24 00:00:00,CWS/USDT,3.79,3.821,3.274,3.505,73367.0454828,254705.37820729812
1645574400,2022-02-23 00:00:00,CWS/USDT,3.794,3.881,3.773,3.789,58998.44322162,225557.38727003737
1645488000,2022-02-22 00:00:00,CWS/USDT,3.776,3.816,3.571,3.802,122435.50742915,449979.8355362811
1645401600,2022-02-21 00:00:00,CWS/USDT,3.919,4.037,3.773,3.776,156924.62205399,617825.37908186654
1645315200,2022-02-20 00:00:00,CWS/USDT,4.198,4.233,3.872,3.919,189285.04925803,758452.6069299734
1645228800,2022-02-19 00:00:00,CWS/USDT,4.084,4.244,4.08,4.2,129485.7587332,540517.84106447455
1645142400,2022-02-18 00:00:00,CWS/USDT,4.323,4.474,3.947,4.086,153572.68335955,654395.49450238193
1645056000,2022-02-17 00:00:00,CWS/USDT,4.581,4.586,4.263,4.324,88862.85416436,390757.51694930687
1644969600,2022-02-16 00:00:00,CWS/USDT,4.623,4.8,4.527,4.583,120622.78859102,559609.56340803795
1644883200,2022-02-15 00:00:00,CWS/USDT,4.287,4.629,4.282,4.623,92398.939272,413426.68176433412
1644796800,2022-02-14 00:00:00,CWS/USDT,4.235,4.308,4.194,4.287,82879.26643921,352776.66972467994
1644710400,2022-02-13 00:00:00,CWS/USDT,4.307,4.323,4.233,4.238,49857.82746933,213899.56699701806
1644624000,2022-02-12 00:00:00,CWS/USDT,4.305,4.336,4.235,4.306,44194.63030687,189178.76483286061
1644537600,2022-02-11 00:00:00,CWS/USDT,4.523,4.608,4.3,4.309,59794.33910817,267951.68542565943
1644451200,2022-02-10 00:00:00,CWS/USDT,4.783,4.824,4.523,4.526,59516.15744515,279755.11368084431
1644364800,2022-02-09 00:00:00,CWS/USDT,4.709,4.81,4.627,4.776,45677.19727794,214593.05336708332
1644278400,2022-02-08 00:00:00,CWS/USDT,4.977,5.106,4.569,4.711,73507.45714722,356483.97004020381
1644192000,2022-02-07 00:00:00,CWS/USDT,4.508,5.067,4.491,4.977,76517.07240506,367995.63793032473
1644105600,2022-02-06 00:00:00,CWS/USDT,4.454,4.604,4.446,4.514,56890.18046552,256932.53171130587
1644019200,2022-02-05 00:00:00,CWS/USDT,4.347,4.71,4.345,4.454,62438.52565098,283098.4013180033
1643932800,2022-02-04 00:00:00,CWS/USDT,4.033,4.46,4.033,4.345,68442.74021456,288911.26818538268
1643846400,2022-02-03 00:00:00,CWS/USDT,4.141,4.152,3.959,4.033,25941.42221916,105288.15472985303
1643760000,2022-02-02 00:00:00,CWS/USDT,4.173,4.284,4.116,4.14,56218.21179019,235126.16467179132
1643673600,2022-02-01 00:00:00,CWS/USDT,4.112,4.183,4.083,4.178,39995.67167262,165682.30688070524
1643587200,2022-01-31 00:00:00,CWS/USDT,4.156,4.156,4.011,4.115,37283.94769887,152075.30264539562
1643500800,2022-01-30 00:00:00,CWS/USDT,4.258,4.267,4.13,4.158,32108.86888726,135107.20617751199
1643414400,2022-01-29 00:00:00,CWS/USDT,3.913,4.318,3.902,4.254,43918.38563618,176317.70970316185
1643328000,2022-01-28 00:00:00,CWS/USDT,3.897,3.95,3.829,3.924,34336.04590056,133531.00496191243
1643241600,2022-01-27 00:00:00,CWS/USDT,3.932,3.932,3.804,3.896,17811.48418496,68764.11874629946
1643155200,2022-01-26 00:00:00,CWS/USDT,4.045,4.25,3.9,3.929,85865.04664245,350276.41840675024
1643068800,2022-01-25 00:00:00,CWS/USDT,3.938,4.162,3.85,4.079,47245.46982997,186946.62369034417
1642982400,2022-01-24 00:00:00,CWS/USDT,4.19,4.193,3.781,3.945,60218.98384624,234841.0247364067
1642896000,2022-01-23 00:00:00,CWS/USDT,4.164,4.333,3.995,4.186,92049.05382167,383036.78137192046
1642809600,2022-01-22 00:00:00,CWS/USDT,4.57,4.592,4.061,4.165,65386.56731491,278084.79704310165
1642723200,2022-01-21 00:00:00,CWS/USDT,5.141,5.259,4.555,4.57,84584.98533235,422835.3989566264
1642636800,2022-01-20 00:00:00,CWS/USDT,5.458,5.577,5.096,5.141,76348.29907842,411870.12736199261
1642550400,2022-01-19 00:00:00,CWS/USDT,5.622,5.632,5.327,5.469,81930.04797681,449823.46622295821
1642464000,2022-01-18 00:00:00,CWS/USDT,5.819,5.866,5.545,5.62,69845.45910528,399859.952868445
1642377600,2022-01-17 00:00:00,CWS/USDT,6.167,6.223,5.75,5.818,72662.64205122,428820.23243758363
1642291200,2022-01-16 00:00:00,CWS/USDT,6.166,6.197,6.025,6.178,52633.35098404,321869.19412346635
