https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CREAM,Volume USDT
1663545600000.0,2022-09-19 00:00:00,CREAM/USDT,15.8,16.15,15.75,16.15,14.091609907120745,227.5795
1663459200000.0,2022-09-18 00:00:00,CREAM/USDT,18.25,18.25,15.8,15.8,184.25819620253165,2911.2795
1663372800000.0,2022-09-17 00:00:00,CREAM/USDT,16.25,18.3,16.25,18.25,407.2007397260274,7431.4135
1663286400000.0,2022-09-16 00:00:00,CREAM/USDT,16.55,16.75,16.1,16.25,43.889723076923076,713.208
1663200000000.0,2022-09-15 00:00:00,CREAM/USDT,16.55,17.6,16.05,16.55,468.00344410876136,7745.457
1663113600000.0,2022-09-14 00:00:00,CREAM/USDT,17.05,17.15,16.25,16.55,107.13253776435045,1773.0435
1663027200000.0,2022-09-13 00:00:00,CREAM/USDT,18.45,18.55,16.5,17.05,1254.2528152492669,21385.0105
1662940800000.0,2022-09-12 00:00:00,CREAM/USDT,19.05,23.05,18.4,18.45,6343.8455555555565,117043.9505
1662854400000.0,2022-09-11 00:00:00,CREAM/USDT,17.95,23.0,17.7,19.05,4381.768372703412,83472.6875
1662768000000.0,2022-09-10 00:00:00,CREAM/USDT,18.0,18.65,17.6,17.95,123.03278551532036,2208.4385
1662681600000.0,2022-09-09 00:00:00,CREAM/USDT,17.1,18.85,17.1,18.0,374.4113888888889,6739.405
1662595200000.0,2022-09-08 00:00:00,CREAM/USDT,16.55,19.65,16.3,17.1,1832.0066959064327,31327.3145
1662508800000.0,2022-09-07 00:00:00,CREAM/USDT,16.1,16.8,15.65,16.55,117.0943504531722,1937.9115
1662422400000.0,2022-09-06 00:00:00,CREAM/USDT,16.8,17.0,15.85,16.1,88.90760869565216,1431.4125
1662336000000.0,2022-09-05 00:00:00,CREAM/USDT,17.1,17.2,16.8,16.8,13.130714285714285,220.596
1662249600000.0,2022-09-04 00:00:00,CREAM/USDT,16.85,17.1,16.85,17.1,0.33999999999999997,5.814
1662163200000.0,2022-09-03 00:00:00,CREAM/USDT,16.95,17.05,16.85,16.85,0.12062314540059348,2.0325
1662076800000.0,2022-09-02 00:00:00,CREAM/USDT,16.55,17.5,16.5,16.95,60.456047197640125,1024.73
1661990400000.0,2022-09-01 00:00:00,CREAM/USDT,16.85,16.85,16.2,16.55,49.21389728096677,814.49
1661904000000.0,2022-08-31 00:00:00,CREAM/USDT,16.85,17.6,16.45,16.85,297.11293768545994,5006.353
1661817600000.0,2022-08-30 00:00:00,CREAM/USDT,16.9,17.3,16.1,16.85,175.62525222551926,2959.2855
1661731200000.0,2022-08-29 00:00:00,CREAM/USDT,16.05,17.3,16.05,16.9,184.31843195266273,3114.9815
1661644800000.0,2022-08-28 00:00:00,CREAM/USDT,16.4,16.8,16.05,16.05,12.215233644859811,196.0545
