https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume PYR,Volume USDT
1663358400,2022-09-16 20:00:00,PYR/USDT,3.3103,3.391,3.3103,3.3498,31206.96472724,104745.20783717141
1663354800,2022-09-16 19:00:00,PYR/USDT,3.2736,3.3269,3.2721,3.3129,20857.5118072,68897.291434184869
1663351200,2022-09-16 18:00:00,PYR/USDT,3.2579,3.2827,3.231,3.2747,10569.19390993,34416.231860938636
1663347600,2022-09-16 17:00:00,PYR/USDT,3.2802,3.2918,3.2126,3.2579,24992.74621052,81210.128782902855
1663344000,2022-09-16 16:00:00,PYR/USDT,3.3433,3.3457,3.2183,3.2776,24051.45492255,78570.800419207453
1663340400,2022-09-16 15:00:00,PYR/USDT,3.2992,3.3507,3.2844,3.3455,20853.4531817,69055.539116414916
1663336800,2022-09-16 14:00:00,PYR/USDT,3.2576,3.3293,3.2493,3.3029,14333.07226728,47122.347563809576
1663333200,2022-09-16 13:00:00,PYR/USDT,3.2912,3.3147,3.2358,3.2445,20512.81737285,67202.220500582098
1663329600,2022-09-16 12:00:00,PYR/USDT,3.3366,3.3374,3.2801,3.2935,5596.23783283,18500.126887668566
1663326000,2022-09-16 11:00:00,PYR/USDT,3.3254,3.3365,3.3061,3.3341,6772.85311737,22489.9488904873
1663322400,2022-09-16 10:00:00,PYR/USDT,3.3164,3.333,3.2863,3.325,13819.43930252,45770.425311768912
1663318800,2022-09-16 09:00:00,PYR/USDT,3.2664,3.3175,3.2664,3.3089,6711.46212865,22117.731294461571
1663315200,2022-09-16 08:00:00,PYR/USDT,3.3029,3.3329,3.2595,3.2691,31533.19047764,103909.209125333999
1663311600,2022-09-16 07:00:00,PYR/USDT,3.3092,3.3233,3.2967,3.3064,7334.90425345,24291.059442725728
1663308000,2022-09-16 06:00:00,PYR/USDT,3.3103,3.3262,3.2923,3.3018,14657.48057327,48451.398739503424
1663304400,2022-09-16 05:00:00,PYR/USDT,3.3364,3.3506,3.3081,3.3142,13007.50031195,43305.932824018338
1663300800,2022-09-16 04:00:00,PYR/USDT,3.325,3.3457,3.3177,3.3375,5858.50004828,19565.063892809477
1663297200,2022-09-16 03:00:00,PYR/USDT,3.2968,3.326,3.2685,3.3234,17672.66925382,58195.99215873885
1663293600,2022-09-16 02:00:00,PYR/USDT,3.3702,3.3702,3.2968,3.2988,38546.80887741,127704.502197517905
1663290000,2022-09-16 01:00:00,PYR/USDT,3.3776,3.3834,3.3439,3.3834,4138.57710569,13923.656037082759
1663286400,2022-09-16 00:00:00,PYR/USDT,3.3316,3.3805,3.2899,3.3766,22000.57905567,73321.16596014896
1663282800,2022-09-15 23:00:00,PYR/USDT,3.31,3.3567,3.2911,3.3268,19785.44467409,65808.166492356798
1663279200,2022-09-15 22:00:00,PYR/USDT,3.4012,3.4176,3.2398,3.317,78806.54383504,260584.383987950471
1663275600,2022-09-15 21:00:00,PYR/USDT,3.42,3.4353,3.3971,3.4176,2959.68556986,10121.7053591615
1663272000,2022-09-15 20:00:00,PYR/USDT,3.412,3.4332,3.3999,3.42,6320.69977083,21622.684195921655
1663268400,2022-09-15 19:00:00,PYR/USDT,3.4118,3.42,3.3705,3.4143,22086.21281945,75096.887723728121
1663264800,2022-09-15 18:00:00,PYR/USDT,3.382,3.4207,3.3614,3.4102,34554.19743689,117619.966784088467
1663261200,2022-09-15 17:00:00,PYR/USDT,3.4083,3.4238,3.3781,3.3807,6963.31773864,23735.974240397374
1663257600,2022-09-15 16:00:00,PYR/USDT,3.3638,3.4082,3.3369,3.4082,7643.88230681,25816.428027924686
1663254000,2022-09-15 15:00:00,PYR/USDT,3.3533,3.3889,3.2619,3.3601,46875.82766199,156024.262852699845
1663250400,2022-09-15 14:00:00,PYR/USDT,3.4771,3.4849,3.34,3.3502,44363.31485463,150767.132909845452
1663246800,2022-09-15 13:00:00,PYR/USDT,3.4731,3.477,3.4032,3.477,29870.87060732,102812.177534396015
1663243200,2022-09-15 12:00:00,PYR/USDT,3.4642,3.4887,3.4409,3.4695,13676.33938067,47423.950891265314
1663239600,2022-09-15 11:00:00,PYR/USDT,3.4411,3.482,3.4113,3.4684,11365.90303803,39147.789706624124
1663236000,2022-09-15 10:00:00,PYR/USDT,3.479,3.5036,3.4378,3.445,22382.82862411,77323.773741478711
1663232400,2022-09-15 09:00:00,PYR/USDT,3.4814,3.4973,3.4539,3.4794,10074.89733277,35050.978229834745
1663228800,2022-09-15 08:00:00,PYR/USDT,3.5055,3.5117,3.4551,3.4744,8639.7893622,30083.682345997487
1663225200,2022-09-15 07:00:00,PYR/USDT,3.4673,3.5942,3.4647,3.5126,40150.82044817,141415.390449912043
1663221600,2022-09-15 06:00:00,PYR/USDT,3.4416,3.518,3.372,3.4673,64260.33988719,221139.155031342966
1663218000,2022-09-15 05:00:00,PYR/USDT,3.4048,3.4604,3.3961,3.442,27768.35840242,95366.640662414009
1663214400,2022-09-15 04:00:00,PYR/USDT,3.4188,3.4303,3.3717,3.4036,16628.09516172,56629.168247635421
1663210800,2022-09-15 03:00:00,PYR/USDT,3.4401,3.4404,3.3666,3.4109,20483.68992788,69631.910519063886
1663207200,2022-09-15 02:00:00,PYR/USDT,3.507,3.507,3.395,3.4403,39298.18693855,134898.406654488668
1663203600,2022-09-15 01:00:00,PYR/USDT,3.5064,3.5089,3.4553,3.5081,10662.72643488,37154.119266795007
1663200000,2022-09-15 00:00:00,PYR/USDT,3.5965,3.6038,3.4937,3.5,20299.53221159,71710.211995620645
1663196400,2022-09-14 23:00:00,PYR/USDT,3.5927,3.6167,3.56,3.5951,8108.41053822,29083.896694325251
1663192800,2022-09-14 22:00:00,PYR/USDT,3.6114,3.6213,3.5799,3.5944,15605.38613379,56222.533321277017
1663189200,2022-09-14 21:00:00,PYR/USDT,3.5662,3.6113,3.5144,3.6113,18745.28810921,67006.730062332491
1663185600,2022-09-14 20:00:00,PYR/USDT,3.4721,3.5912,3.4703,3.5699,44246.59302124,155935.077395826053
1663182000,2022-09-14 19:00:00,PYR/USDT,3.3752,3.4986,3.3427,3.4726,51400.77211776,176165.957438291612
1663178400,2022-09-14 18:00:00,PYR/USDT,3.4242,3.4287,3.322,3.3805,61694.86453921,208230.47953421311
1663174800,2022-09-14 17:00:00,PYR/USDT,3.4104,3.4557,3.4104,3.4227,8500.12873007,29194.004153903593
1663171200,2022-09-14 16:00:00,PYR/USDT,3.4242,3.4373,3.3947,3.4112,14587.66886099,49946.862524986303
1663167600,2022-09-14 15:00:00,PYR/USDT,3.448,3.4791,3.4107,3.419,21210.44686101,73041.71547272383
1663164000,2022-09-14 14:00:00,PYR/USDT,3.47,3.4799,3.3595,3.448,81726.78999294,280566.824316858103
1663160400,2022-09-14 13:00:00,PYR/USDT,3.5112,3.5659,3.4511,3.47,71632.30000832,250361.096803297812
1663156800,2022-09-14 12:00:00,PYR/USDT,3.4812,3.515,3.4174,3.5141,78685.4966132,274374.235360140718
1663153200,2022-09-14 11:00:00,PYR/USDT,3.5107,3.515,3.4389,3.4739,12763.68617636,44404.968539132883
1663149600,2022-09-14 10:00:00,PYR/USDT,3.5123,3.515,3.4884,3.511,31553.65118151,110716.19312943773
1663146000,2022-09-14 09:00:00,PYR/USDT,3.5414,3.5585,3.4922,3.5063,20130.53110412,70784.87664451599
1663142400,2022-09-14 08:00:00,PYR/USDT,3.5456,3.5543,3.4771,3.5513,23578.43919749,82796.640145319837
1663138800,2022-09-14 07:00:00,PYR/USDT,3.5223,3.5565,3.4583,3.5516,21021.38935726,73747.097787778488
1663135200,2022-09-14 06:00:00,PYR/USDT,3.5551,3.5585,3.5085,3.5201,7193.95476759,25417.407832476893
1663131600,2022-09-14 05:00:00,PYR/USDT,3.591,3.6011,3.5469,3.5543,15599.09080749,56013.480032557092
1663128000,2022-09-14 04:00:00,PYR/USDT,3.5051,3.5938,3.4826,3.5938,47372.90545146,168735.90710843673
1663124400,2022-09-14 03:00:00,PYR/USDT,3.523,3.6999,3.4214,3.5162,200002.08484276,707460.614323687198
1663120800,2022-09-14 02:00:00,PYR/USDT,3.6074,3.6177,3.4,3.5226,185938.64900206,647514.360866986322
1663117200,2022-09-14 01:00:00,PYR/USDT,3.6067,3.6347,3.6012,3.603,17664.30420948,63970.774024075261
1663113600,2022-09-14 00:00:00,PYR/USDT,3.5801,3.6132,3.5511,3.6013,13184.88170689,47214.559629074309
1663110000,2022-09-13 23:00:00,PYR/USDT,3.6471,3.6472,3.56,3.5856,20349.65329572,73008.134353327399
1663106400,2022-09-13 22:00:00,PYR/USDT,3.6581,3.6703,3.6307,3.6491,12656.89915859,46307.233456307189
1663102800,2022-09-13 21:00:00,PYR/USDT,3.664,3.6995,3.6108,3.6501,34248.94850545,125009.658099296917
1663099200,2022-09-13 20:00:00,PYR/USDT,3.7502,3.7638,3.6412,3.6734,52610.97774956,194080.080511684632
1663095600,2022-09-13 19:00:00,PYR/USDT,3.6655,3.7623,3.6347,3.7448,44091.70064399,163173.6619403
1663092000,2022-09-13 18:00:00,PYR/USDT,3.7893,3.7893,3.6311,3.6658,61390.41829064,228517.374305419728
1663088400,2022-09-13 17:00:00,PYR/USDT,3.8001,3.8491,3.7833,3.794,31855.80608765,121505.688737351064
1663084800,2022-09-13 16:00:00,PYR/USDT,3.6966,3.8149,3.6556,3.8055,145534.97511789,545355.252682336676
1663081200,2022-09-13 15:00:00,PYR/USDT,3.632,3.713,3.5941,3.6945,127838.08230808,467252.213878114667
1663077600,2022-09-13 14:00:00,PYR/USDT,3.7559,3.8034,3.5387,3.632,165640.94644258,610255.035256433069
1663074000,2022-09-13 13:00:00,PYR/USDT,3.8275,3.9415,3.7345,3.7569,193435.93643593,740694.466627466317
1663070400,2022-09-13 12:00:00,PYR/USDT,4.1745,4.2696,3.7511,3.8269,207962.89615606,825907.793544140218
1663066800,2022-09-13 11:00:00,PYR/USDT,4.1665,4.2228,4.109,4.1782,62951.87434394,262048.940951355851
1663063200,2022-09-13 10:00:00,PYR/USDT,4.0966,4.248,4.0852,4.1657,79445.8609236,331258.424072160568
1663059600,2022-09-13 09:00:00,PYR/USDT,4.0551,4.1,4.0527,4.0939,38191.97552694,155830.12577905287
1663056000,2022-09-13 08:00:00,PYR/USDT,4.0785,4.1292,4.0533,4.0578,52275.53957981,213499.850975188643
1663052400,2022-09-13 07:00:00,PYR/USDT,4.028,4.0859,4,4.0767,45514.30534955,184125.211569250012
1663048800,2022-09-13 06:00:00,PYR/USDT,4.0298,4.1014,4.0041,4.0287,50572.04350008,204884.201133492718
1663045200,2022-09-13 05:00:00,PYR/USDT,3.9562,4.0497,3.9378,4.0423,49551.66442988,196760.350869165074
1663041600,2022-09-13 04:00:00,PYR/USDT,3.9904,3.9935,3.9525,3.9571,35558.36810227,141286.536429525283
1663038000,2022-09-13 03:00:00,PYR/USDT,3.9792,3.9925,3.9394,3.9882,31359.0061008,124216.682100442955
1663034400,2022-09-13 02:00:00,PYR/USDT,3.9327,3.9819,3.8667,3.9803,46617.69150073,183160.996550606168
1663030800,2022-09-13 01:00:00,PYR/USDT,3.982,3.9954,3.8962,3.9284,63139.6828548,248008.447807457629
1663027200,2022-09-13 00:00:00,PYR/USDT,4.0856,4.0911,3.95,3.9834,65558.58736829,262865.327427448083
1663023600,2022-09-12 23:00:00,PYR/USDT,4.0545,4.0896,4.0456,4.085,34335.58202092,139659.226627282597
1663020000,2022-09-12 22:00:00,PYR/USDT,4.0862,4.131,4.0494,4.0535,40475.74976208,165016.8439975284
1663016400,2022-09-12 21:00:00,PYR/USDT,4.1193,4.1243,4.0323,4.0871,57367.51163454,233869.21586988106
1663012800,2022-09-12 20:00:00,PYR/USDT,4.086,4.1799,4.0555,4.1207,75891.14650168,312895.56367575746
1663009200,2022-09-12 19:00:00,PYR/USDT,4.0805,4.1118,4.056,4.0873,44785.47037851,182857.609788299453
1663005600,2022-09-12 18:00:00,PYR/USDT,4.0781,4.1048,4.0446,4.0809,46795.12378121,190579.525381836415
1663002000,2022-09-12 17:00:00,PYR/USDT,4.042,4.0999,4.0067,4.0805,66068.99618457,267111.397138180392
1662998400,2022-09-12 16:00:00,PYR/USDT,3.9,4.16,3.84,4.0458,155505.8246251,618109.64104010436
1662994800,2022-09-12 15:00:00,PYR/USDT,4.0115,4.0115,3.864,3.902,93167.59258911,367188.883196478458
1662991200,2022-09-12 14:00:00,PYR/USDT,4.0163,4.0593,3.9612,4.0128,71232.53484489,286135.050561062024
1662987600,2022-09-12 13:00:00,PYR/USDT,4.1389,4.14,3.95,4.0142,129425.0302207,522268.812838247195
1662984000,2022-09-12 12:00:00,PYR/USDT,4.1194,4.1649,4.0748,4.1389,64058.14433994,264146.728693761058
1662980400,2022-09-12 11:00:00,PYR/USDT,4.1672,4.1929,4.0687,4.1181,93488.85569194,387181.866666762245
1662976800,2022-09-12 10:00:00,PYR/USDT,4.0839,4.1955,4.0685,4.1669,65455.68576127,271643.01083743889
1662973200,2022-09-12 09:00:00,PYR/USDT,4.0583,4.0969,4.0541,4.0847,41554.13462422,169269.849452312178
1662969600,2022-09-12 08:00:00,PYR/USDT,4.157,4.2006,4.0201,4.0531,125259.14064578,514571.254397200524
1662966000,2022-09-12 07:00:00,PYR/USDT,4.1191,4.2247,4.1,4.1744,106434.7463206,442834.98967671911
1662962400,2022-09-12 06:00:00,PYR/USDT,4.0849,4.1207,4.015,4.1191,56802.7855361,231171.502414074355
1662958800,2022-09-12 05:00:00,PYR/USDT,4.0118,4.1103,3.9615,4.0856,92607.39409107,374931.932863772254
1662955200,2022-09-12 04:00:00,PYR/USDT,4.1241,4.1971,4.0029,4.0131,89076.61155199,365172.473700675715
1662951600,2022-09-12 03:00:00,PYR/USDT,4.1648,4.1807,4.0339,4.1225,88157.11584016,360801.677419958782
1662948000,2022-09-12 02:00:00,PYR/USDT,4.3205,4.3452,4.1251,4.1648,79073.50031328,333605.20771816272
1662944400,2022-09-12 01:00:00,PYR/USDT,4.1083,4.3802,4.1026,4.3167,98316.69514069,417392.40191148498
1662940800,2022-09-12 00:00:00,PYR/USDT,4.2507,4.3538,4.1015,4.1138,100747.62730509,427338.719859676325
1662937200,2022-09-11 23:00:00,PYR/USDT,4.1261,4.2626,4.0816,4.2545,83114.95109641,347763.250435366666
1662933600,2022-09-11 22:00:00,PYR/USDT,4.0511,4.1532,4.0329,4.1292,76095.36457136,312464.967114259148
1662930000,2022-09-11 21:00:00,PYR/USDT,4.1798,4.188,4.0016,4.0571,65989.14400279,271326.061248147721
1662926400,2022-09-11 20:00:00,PYR/USDT,4.2,4.2589,4.1212,4.1847,100033.54071119,419981.938502662529
1662922800,2022-09-11 19:00:00,PYR/USDT,3.979,4.26,3.9725,4.197,99815.03096416,410466.91454132766
1662919200,2022-09-11 18:00:00,PYR/USDT,4.0705,4.0765,3.9715,3.9788,56273.5604966,226589.38588752717
1662915600,2022-09-11 17:00:00,PYR/USDT,4.1237,4.1636,4.02,4.0758,73357.11394056,300288.467744181998
1662912000,2022-09-11 16:00:00,PYR/USDT,4.1216,4.2076,4.0353,4.1168,89869.38537711,368266.268290390828
1662908400,2022-09-11 15:00:00,PYR/USDT,3.9784,4.2434,3.9595,4.116,266707.55118144,1099575.322997071151
1662904800,2022-09-11 14:00:00,PYR/USDT,3.8341,4.02,3.83,3.9812,128312.52904316,505867.292563010203
1662901200,2022-09-11 13:00:00,PYR/USDT,3.8059,3.95,3.7973,3.8344,95048.44143304,365945.775886799977
1662897600,2022-09-11 12:00:00,PYR/USDT,3.7669,3.82,3.7365,3.8091,59942.44869642,226356.432631489697
1662894000,2022-09-11 11:00:00,PYR/USDT,3.7499,3.7811,3.7434,3.7675,35561.53025145,133847.577006134255
1662890400,2022-09-11 10:00:00,PYR/USDT,3.7405,3.7585,3.7342,3.75,28007.19779781,104914.457496441459
1662886800,2022-09-11 09:00:00,PYR/USDT,3.7751,3.7887,3.737,3.74,34803.78410184,131054.130462272591
1662883200,2022-09-11 08:00:00,PYR/USDT,3.7418,3.7831,3.7287,3.7753,37901.29619191,142225.57377203366
1662879600,2022-09-11 07:00:00,PYR/USDT,3.6879,3.7417,3.684,3.7412,33059.22274066,122959.602885807392
1662876000,2022-09-11 06:00:00,PYR/USDT,3.7165,3.7411,3.6316,3.6913,45751.8981737,168924.995303002416
1662872400,2022-09-11 05:00:00,PYR/USDT,3.7209,3.7379,3.7102,3.718,28683.22552409,106827.659850821164
1662868800,2022-09-11 04:00:00,PYR/USDT,3.7105,3.7316,3.7002,3.7216,34464.77708073,128178.438884644753
1662865200,2022-09-11 03:00:00,PYR/USDT,3.7258,3.7407,3.7002,3.711,36914.83967585,137273.416670813135
1662861600,2022-09-11 02:00:00,PYR/USDT,3.7478,3.7478,3.7001,3.7248,38530.84965063,143590.711848770593
1662858000,2022-09-11 01:00:00,PYR/USDT,3.7691,3.8015,3.7417,3.7454,52349.73644967,197109.32249592054
1662854400,2022-09-11 00:00:00,PYR/USDT,3.7981,3.8137,3.752,3.7687,62952.47848933,238158.527489823201
1662850800,2022-09-10 23:00:00,PYR/USDT,3.8333,3.847,3.7959,3.7985,31032.41595,118750.146407876944
1662847200,2022-09-10 22:00:00,PYR/USDT,3.8228,3.8411,3.7994,3.8328,42877.83772987,163786.513303150176
1662843600,2022-09-10 21:00:00,PYR/USDT,3.7981,3.862,3.7913,3.8238,32003.72868047,122191.971652316786
1662840000,2022-09-10 20:00:00,PYR/USDT,3.8382,3.9,3.7681,3.7998,74118.21473149,283547.749104342439
1662836400,2022-09-10 19:00:00,PYR/USDT,3.7735,3.8537,3.7729,3.8375,67013.73192869,255413.42486339326
1662832800,2022-09-10 18:00:00,PYR/USDT,3.6825,3.8971,3.6824,3.7733,87652.52780552,329469.578068144223
1662829200,2022-09-10 17:00:00,PYR/USDT,3.72,3.7226,3.6818,3.6821,33632.30662493,124429.484155575599
1662825600,2022-09-10 16:00:00,PYR/USDT,3.6668,3.74,3.6522,3.7223,58106.98505864,214324.81421876562
1662822000,2022-09-10 15:00:00,PYR/USDT,3.6914,3.7178,3.6301,3.666,64890.84362932,239306.033565282892
1662818400,2022-09-10 14:00:00,PYR/USDT,3.7175,3.7395,3.6689,3.6925,100494.199355,371565.920431606826
1662814800,2022-09-10 13:00:00,PYR/USDT,3.7676,3.7702,3.705,3.7133,46296.74617867,173030.742142053661
1662811200,2022-09-10 12:00:00,PYR/USDT,3.7666,3.78,3.719,3.7662,60087.32508904,225550.109190486556
1662807600,2022-09-10 11:00:00,PYR/USDT,3.7552,3.7774,3.7507,3.7668,35271.37857511,132699.033089949717
1662804000,2022-09-10 10:00:00,PYR/USDT,3.7555,3.7578,3.7309,3.7573,34195.6937927,128002.87762327222
1662800400,2022-09-10 09:00:00,PYR/USDT,3.726,3.7604,3.7257,3.7532,33801.14715254,126695.300328591019
1662796800,2022-09-10 08:00:00,PYR/USDT,3.7047,3.75,3.7047,3.7262,38717.85089434,144561.116778723349
1662793200,2022-09-10 07:00:00,PYR/USDT,3.756,3.7769,3.7,3.7058,66498.7959847,249178.911822373216
1662789600,2022-09-10 06:00:00,PYR/USDT,3.7863,3.8,3.729,3.76,75725.59720364,284718.426959531733
1662786000,2022-09-10 05:00:00,PYR/USDT,3.7676,3.8011,3.7575,3.7859,42174.70418378,159549.318285379489
1662782400,2022-09-10 04:00:00,PYR/USDT,3.7558,3.787,3.7483,3.7704,38941.66417176,146772.864571928248
1662778800,2022-09-10 03:00:00,PYR/USDT,3.7885,3.8135,3.7551,3.7568,37497.55108536,141499.257146111839
1662775200,2022-09-10 02:00:00,PYR/USDT,3.7869,3.819,3.7681,3.7888,47637.63532713,180506.246686009758
1662771600,2022-09-10 01:00:00,PYR/USDT,3.7722,3.8161,3.77,3.7858,47297.91959765,179230.913364879946
1662768000,2022-09-10 00:00:00,PYR/USDT,3.7877,3.8,3.736,3.7716,42780.8328049,160857.277458142949
1662764400,2022-09-09 23:00:00,PYR/USDT,3.7981,3.8659,3.7663,3.7892,53470.17113769,203418.710259443302
1662760800,2022-09-09 22:00:00,PYR/USDT,3.7943,3.8914,3.7919,3.8019,61867.23715001,236137.53235329978
1662757200,2022-09-09 21:00:00,PYR/USDT,3.8075,3.8082,3.7474,3.7935,52451.57961984,197815.28614502699
1662753600,2022-09-09 20:00:00,PYR/USDT,3.9087,3.9148,3.79,3.8082,105080.41251435,403877.412869209736
1662750000,2022-09-09 19:00:00,PYR/USDT,3.848,4.05,3.8237,3.9126,147949.70879497,575334.971899706328
1662746400,2022-09-09 18:00:00,PYR/USDT,3.7556,3.9272,3.7041,3.8496,137540.91304706,521331.93156256631
1662742800,2022-09-09 17:00:00,PYR/USDT,3.7903,3.8768,3.7403,3.7536,161171.00531453,613244.172715013341
1662739200,2022-09-09 16:00:00,PYR/USDT,3.8099,3.8782,3.7545,3.7919,123793.1039539,469998.863620052478
1662735600,2022-09-09 15:00:00,PYR/USDT,3.8392,3.8493,3.7969,3.8071,130764.72690011,499602.257562792648
1662732000,2022-09-09 14:00:00,PYR/USDT,3.884,3.9,3.82,3.8364,151897.12851233,584867.474252789662
1662728400,2022-09-09 13:00:00,PYR/USDT,3.8875,3.9,3.8093,3.875,76695.46584304,295613.680954296922
1662724800,2022-09-09 12:00:00,PYR/USDT,3.866,3.99,3.8519,3.8855,72972.14870012,285125.644685755473
1662721200,2022-09-09 11:00:00,PYR/USDT,3.8977,3.9104,3.857,3.8683,44977.83617102,174433.343503615351
1662717600,2022-09-09 10:00:00,PYR/USDT,3.8713,3.9152,3.8502,3.9017,41726.48269999,162151.334673509768
1662714000,2022-09-09 09:00:00,PYR/USDT,3.9394,3.9492,3.8475,3.8717,53667.64257089,208874.316710350319
1662710400,2022-09-09 08:00:00,PYR/USDT,3.8918,3.9695,3.8918,3.94,52416.33829485,206767.425191833175
1662706800,2022-09-09 07:00:00,PYR/USDT,3.9376,3.9478,3.8909,3.8911,35200.68506283,137889.701167151195
1662703200,2022-09-09 06:00:00,PYR/USDT,3.8707,3.975,3.8475,3.9359,51143.52806043,199914.515464173638
1662699600,2022-09-09 05:00:00,PYR/USDT,3.8764,3.9429,3.8427,3.8677,43724.7722812,169445.63797432074
1662696000,2022-09-09 04:00:00,PYR/USDT,3.8869,3.9749,3.8551,3.8775,60819.20905942,236401.101300978645
1662692400,2022-09-09 03:00:00,PYR/USDT,3.7614,3.99,3.756,3.8868,94303.18536995,362290.351328742282
1662688800,2022-09-09 02:00:00,PYR/USDT,3.7378,3.7854,3.735,3.7606,35416.55689164,132995.516864672108
1662685200,2022-09-09 01:00:00,PYR/USDT,3.7397,3.7615,3.733,3.7381,27991.93221484,104863.869143742592
1662681600,2022-09-09 00:00:00,PYR/USDT,3.7333,3.7808,3.7108,3.7397,33573.65316028,125541.237999344943
1662678000,2022-09-08 23:00:00,PYR/USDT,3.6672,3.7789,3.6668,3.7344,38412.64176084,141911.830341085764
1662674400,2022-09-08 22:00:00,PYR/USDT,3.6642,3.6837,3.6391,3.6669,38055.39057161,139437.173400703469
1662670800,2022-09-08 21:00:00,PYR/USDT,3.6911,3.6951,3.6636,3.6647,27687.37574227,101786.492694297399
1662667200,2022-09-08 20:00:00,PYR/USDT,3.6683,3.7162,3.6522,3.692,51123.68983373,188647.383482339807
1662663600,2022-09-08 19:00:00,PYR/USDT,3.6228,3.6682,3.6107,3.6682,31851.07397368,115830.410549335266
1662660000,2022-09-08 18:00:00,PYR/USDT,3.6656,3.6709,3.5985,3.6228,47933.25101564,174277.150865117977
1662656400,2022-09-08 17:00:00,PYR/USDT,3.6644,3.69,3.6499,3.6642,47145.63735367,173203.876162595033
1662652800,2022-09-08 16:00:00,PYR/USDT,3.6731,3.6849,3.615,3.6656,53445.21459253,194811.433204119384
1662649200,2022-09-08 15:00:00,PYR/USDT,3.7026,3.7591,3.6559,3.6714,45389.80239807,167340.337818820229
1662645600,2022-09-08 14:00:00,PYR/USDT,3.6816,3.704,3.6466,3.7027,69831.85805701,256829.002774819072
1662642000,2022-09-08 13:00:00,PYR/USDT,3.635,3.7163,3.6034,3.6786,68973.3377177,252294.131554212615
1662638400,2022-09-08 12:00:00,PYR/USDT,3.6729,3.7202,3.6165,3.6356,78606.94872999,288879.815131060107
