https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume PYR,Volume BTC
1663459200,2022-09-18 00:00:00,PYR/BTC,0.0001749,0.0001749,0.0001728,0.0001735,1794.6351,0.31138635068
1663372800,2022-09-17 00:00:00,PYR/BTC,0.0001687,0.0001787,0.0001683,0.0001749,26025.3478,4.53130680537
1663286400,2022-09-16 00:00:00,PYR/BTC,0.000169,0.0001722,0.0001656,0.0001688,23238.538,3.91931542643
1663200000,2022-09-15 00:00:00,PYR/BTC,0.0001772,0.0001773,0.0001652,0.0001694,60081.8732,10.28087891231
1663113600,2022-09-14 00:00:00,PYR/BTC,0.0001779,0.0001795,0.0001673,0.0001779,120767.6939,20.88940539604
1663027200,2022-09-13 00:00:00,PYR/BTC,0.0001824,0.0001889,0.0001721,0.0001779,144629.4866,26.04616630446
1662940800,2022-09-12 00:00:00,PYR/BTC,0.000195,0.0001992,0.0001742,0.0001825,182700.7124,33.8483010514
1662854400,2022-09-11 00:00:00,PYR/BTC,0.0001755,0.0001971,0.000171,0.0001949,169770.325,31.84189548103
1662768000,2022-09-10 00:00:00,PYR/BTC,0.0001773,0.0001795,0.0001726,0.0001756,48847.1187,8.59932683078
1662681600,2022-09-09 00:00:00,PYR/BTC,0.0001932,0.0001958,0.0001751,0.0001773,119381.5378,21.93052434319
1662595200,2022-09-08 00:00:00,PYR/BTC,0.0001905,0.0001933,0.0001875,0.0001933,51368.0842,9.78292636568
1662508800,2022-09-07 00:00:00,PYR/BTC,0.0001786,0.0001957,0.0001761,0.0001907,93465.0332,17.52379286853
1662422400,2022-09-06 00:00:00,PYR/BTC,0.0001826,0.0001833,0.0001751,0.0001785,84683.9145,15.16044972543
1662336000,2022-09-05 00:00:00,PYR/BTC,0.0001869,0.0001882,0.0001796,0.0001825,66066.317,12.14102733599
1662249600,2022-09-04 00:00:00,PYR/BTC,0.000188,0.0001891,0.0001859,0.0001867,13924.7224,2.6043651562
1662163200,2022-09-03 00:00:00,PYR/BTC,0.0001816,0.0001908,0.0001816,0.0001881,174030.2184,32.33831259575
1662076800,2022-09-02 00:00:00,PYR/BTC,0.0001727,0.0001838,0.0001713,0.0001827,273029.3861,48.08557925885
1661990400,2022-09-01 00:00:00,PYR/BTC,0.0001797,0.0001797,0.0001679,0.0001727,247163.9729,42.77555962655
1661904000,2022-08-31 00:00:00,PYR/BTC,0.0001722,0.0001941,0.0001722,0.0001797,316229.2968,57.60842672146
1661817600,2022-08-30 00:00:00,PYR/BTC,0.0001736,0.00018,0.0001672,0.0001724,224552.9481,38.62496913635
1661731200,2022-08-29 00:00:00,PYR/BTC,0.0001618,0.000174,0.0001606,0.0001736,183639.6219,31.10607112356
1661644800,2022-08-28 00:00:00,PYR/BTC,0.0001643,0.0001678,0.0001611,0.0001617,45706.8098,7.58229482969
1661558400,2022-08-27 00:00:00,PYR/BTC,0.0001652,0.0001671,0.0001608,0.0001645,154877.7833,25.44409047225
1661472000,2022-08-26 00:00:00,PYR/BTC,0.0001711,0.0001714,0.0001635,0.0001647,209739.1402,35.18222198823
1661385600,2022-08-25 00:00:00,PYR/BTC,0.0001709,0.0001749,0.0001681,0.0001713,73818.6141,12.71451193863
1661299200,2022-08-24 00:00:00,PYR/BTC,0.0001717,0.0001734,0.0001662,0.0001702,9247.1179,1.57486836698
1661212800,2022-08-23 00:00:00,PYR/BTC,0.0001734,0.0001758,0.00017,0.0001717,12413.509,2.13318229468
1661126400,2022-08-22 00:00:00,PYR/BTC,0.0001785,0.0001801,0.0001608,0.000174,29196.9695,5.03190495418
1661040000,2022-08-21 00:00:00,PYR/BTC,0.0001729,0.0001845,0.0001688,0.0001782,33581.0472,5.99251106792
1660953600,2022-08-20 00:00:00,PYR/BTC,0.0001729,0.0001782,0.00017,0.0001735,9109.6979,1.59792482182
1660867200,2022-08-19 00:00:00,PYR/BTC,0.0001632,0.000173,0.00016,0.0001729,23125.7472,3.83873759991
1660780800,2022-08-18 00:00:00,PYR/BTC,0.0001687,0.0001736,0.0001627,0.0001629,2938.6586,0.49302475585
1660694400,2022-08-17 00:00:00,PYR/BTC,0.0001734,0.000182,0.0001674,0.0001685,18495.3843,3.20741175861
1660608000,2022-08-16 00:00:00,PYR/BTC,0.0001801,0.0001821,0.000173,0.0001733,8864.1543,1.5632280293
1660521600,2022-08-15 00:00:00,PYR/BTC,0.0001791,0.0001868,0.0001769,0.0001806,43736.3494,7.95369980563
1660435200,2022-08-14 00:00:00,PYR/BTC,0.0001891,0.0001933,0.0001781,0.0001795,23100.3827,4.28208534008
1660348800,2022-08-13 00:00:00,PYR/BTC,0.0001958,0.0001988,0.0001883,0.0001891,18697.7925,3.61751073312
1660262400,2022-08-12 00:00:00,PYR/BTC,0.000202,0.0002043,0.000191,0.0001958,25243.3666,4.96763928459
1660176000,2022-08-11 00:00:00,PYR/BTC,0.0002093,0.0002164,0.0001973,0.0002019,47153.7398,9.77647340284
1660089600,2022-08-10 00:00:00,PYR/BTC,0.0001974,0.0002166,0.0001965,0.0002092,119563.1171,24.51528066814
1660003200,2022-08-09 00:00:00,PYR/BTC,0.0001886,0.000205,0.0001808,0.0001977,37314.5524,7.14032670751
1659916800,2022-08-08 00:00:00,PYR/BTC,0.0001875,0.0001935,0.0001849,0.0001877,27070.5344,5.11139284565
1659830400,2022-08-07 00:00:00,PYR/BTC,0.000186,0.00019,0.0001844,0.0001874,7121.0518,1.33281057858
1659744000,2022-08-06 00:00:00,PYR/BTC,0.0001901,0.0001903,0.0001841,0.0001855,13366.8901,2.49841156713
1659657600,2022-08-05 00:00:00,PYR/BTC,0.0001838,0.000191,0.0001821,0.000191,24941.412,4.64843449115
1659571200,2022-08-04 00:00:00,PYR/BTC,0.0001822,0.0001868,0.0001817,0.0001836,15029.2921,2.76702592441
1659484800,2022-08-03 00:00:00,PYR/BTC,0.0001824,0.0001875,0.0001796,0.0001824,18099.1012,3.3308770493
1659398400,2022-08-02 00:00:00,PYR/BTC,0.0001826,0.0001891,0.0001788,0.0001819,32544.0338,5.97195021887
1659312000,2022-08-01 00:00:00,PYR/BTC,0.0001797,0.0001855,0.0001781,0.0001822,34383.1941,6.25627529423
1659225600,2022-07-31 00:00:00,PYR/BTC,0.0001825,0.0001907,0.0001768,0.0001796,38562.3219,7.10953468495
1659139200,2022-07-30 00:00:00,PYR/BTC,0.0001826,0.0001917,0.0001781,0.0001824,42939.7528,7.95231861488
1659052800,2022-07-29 00:00:00,PYR/BTC,0.0001928,0.0002157,0.0001775,0.0001808,115177.5237834,21.75039570800056
1658966400,2022-07-28 00:00:00,PYR/BTC,0.0001845,0.000203,0.0001744,0.0001928,138265.9908,26.04198555799
1658880000,2022-07-27 00:00:00,PYR/BTC,0.0001692,0.0001877,0.0001662,0.0001845,79853.4213,14.14274787715
1658793600,2022-07-26 00:00:00,PYR/BTC,0.0001714,0.0001746,0.0001648,0.0001692,32641.4409,5.52284106811
1658707200,2022-07-25 00:00:00,PYR/BTC,0.0001845,0.0001861,0.0001711,0.0001711,30764.6484,5.49826953363
1658620800,2022-07-24 00:00:00,PYR/BTC,0.0001768,0.0001924,0.0001768,0.0001836,272689.7045,50.31308146377
1658534400,2022-07-23 00:00:00,PYR/BTC,0.0001762,0.0001798,0.0001733,0.0001768,29812.2891,5.25447081778
1658448000,2022-07-22 00:00:00,PYR/BTC,0.0001887,0.0001955,0.000175,0.0001762,44768.8976,8.24725384016
1658361600,2022-07-21 00:00:00,PYR/BTC,0.0001745,0.0001951,0.0001697,0.0001882,229049.3871,41.06919326916
1658275200,2022-07-20 00:00:00,PYR/BTC,0.0001934,0.0002012,0.0001708,0.0001749,259000.0436863,48.248551104646354
1658188800,2022-07-19 00:00:00,PYR/BTC,0.0001969,0.0002231,0.0001912,0.0001937,288299.96011778,59.162459750507469
1658102400,2022-07-18 00:00:00,PYR/BTC,0.000185,0.0002131,0.0001842,0.0001968,308440.79335497,60.69054064972474
1658016000,2022-07-17 00:00:00,PYR/BTC,0.0001744,0.0002219,0.00017,0.0001847,215222.82583482,42.677002806131944
1657929600,2022-07-16 00:00:00,PYR/BTC,0.0001626,0.0001751,0.0001585,0.0001743,8015.80417524,1.333476481876219
1657843200,2022-07-15 00:00:00,PYR/BTC,0.0001594,0.0001663,0.0001549,0.0001624,10107.81568917,1.624895697283399
1657756800,2022-07-14 00:00:00,PYR/BTC,0.0001663,0.0001666,0.0001549,0.0001585,4713.37216477,0.750014046552686
1657670400,2022-07-13 00:00:00,PYR/BTC,0.0001629,0.0001724,0.0001603,0.0001666,18238.86625619,3.039152588201589
1657584000,2022-07-12 00:00:00,PYR/BTC,0.0001458,0.0001773,0.0001448,0.0001628,180033.38778648,28.330273007461533
1657497600,2022-07-11 00:00:00,PYR/BTC,0.0001413,0.0001508,0.0001413,0.0001456,60370.2864,8.78642272949
1657411200,2022-07-10 00:00:00,PYR/BTC,0.000146,0.0001469,0.0001399,0.0001417,27120.81642642,3.874779215459574
1657324800,2022-07-09 00:00:00,PYR/BTC,0.000146,0.0001499,0.0001447,0.0001466,82007.47995449,12.017078233988051
1657238400,2022-07-08 00:00:00,PYR/BTC,0.0001405,0.0001533,0.0001344,0.0001463,63806.43196721,8.93361299701812
1657152000,2022-07-07 00:00:00,PYR/BTC,0.0001412,0.0001477,0.0001376,0.0001403,67363.0240928,9.5653362264786
1657065600,2022-07-06 00:00:00,PYR/BTC,0.0001409,0.0001437,0.0001382,0.0001408,57623.79973129,8.191038523831341
1656979200,2022-07-05 00:00:00,PYR/BTC,0.0001463,0.0001477,0.0001382,0.0001403,10685.69348731,1.502820133758681
1656892800,2022-07-04 00:00:00,PYR/BTC,0.0001417,0.000147,0.0001385,0.000147,3571.20787687,0.504544034408601
1656806400,2022-07-03 00:00:00,PYR/BTC,0.0001444,0.0001474,0.0001382,0.0001413,34942.36126727,4.929758075451185
1656720000,2022-07-02 00:00:00,PYR/BTC,0.0001465,0.000148,0.0001417,0.0001451,8307.49045441,1.204558300119447
1656633600,2022-07-01 00:00:00,PYR/BTC,0.0001506,0.0001526,0.0001409,0.0001467,16832.29815913,2.493876896977019
1656547200,2022-06-30 00:00:00,PYR/BTC,0.0001543,0.0001596,0.0001497,0.0001509,5944.41869967,0.914928790366949
