https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AAVE,Volume USDT
1659484800,2022-08-03 00:00:00,AAVE/USDT,93.369,101,91.427,94.923,23059.52647591,2231691.32286473398
1659398400,2022-08-02 00:00:00,AAVE/USDT,96.554,99.519,88.226,93.364,29010.25000926,2708660.09436316919
1659312000,2022-08-01 00:00:00,AAVE/USDT,97.424,100.403,94.108,96.541,23648.2368,2295241.73769257486
1659225600,2022-07-31 00:00:00,AAVE/USDT,95.217,109.34,93.75,97.633,38736.01255694,3939245.7416651839
1659139200,2022-07-30 00:00:00,AAVE/USDT,95.541,100.783,93.701,94.998,28878.19470795,2790369.84437356683
1659052800,2022-07-29 00:00:00,AAVE/USDT,100.473,102.298,93.683,95.554,39111.42147118,3825706.86013370677
1658966400,2022-07-28 00:00:00,AAVE/USDT,94.649,103.576,89.63,100.459,45961.68903679,4415309.42613585555
1658880000,2022-07-27 00:00:00,AAVE/USDT,81.11,95.615,78.948,94.6,32045.2081086,2800003.45789722551
1658793600,2022-07-26 00:00:00,AAVE/USDT,81.353,82.917,76.434,81.157,26265.66824726,2093973.14615334713
1658707200,2022-07-25 00:00:00,AAVE/USDT,90.585,91.4,81.177,81.177,33375.38621245,2845820.19091396642
1658620800,2022-07-24 00:00:00,AAVE/USDT,89.344,93.528,88.145,90.668,23087.09143775,2102833.15564888215
1658534400,2022-07-23 00:00:00,AAVE/USDT,89.561,93.119,85.294,89.451,24203.20453433,2137003.11742783667
1658448000,2022-07-22 00:00:00,AAVE/USDT,95.349,96.519,88.328,89.542,27796.00639135,2573121.59859243587
1658361600,2022-07-21 00:00:00,AAVE/USDT,90.82,97.664,87.792,95.406,32002.69745356,2969839.01407123218
1658275200,2022-07-20 00:00:00,AAVE/USDT,95.715,101,89.4,90.797,55511.31110271,5298816.50666598396
1658188800,2022-07-19 00:00:00,AAVE/USDT,96.203,102.406,92.123,95.683,60082.02445674,5867361.68081402792
1658102400,2022-07-18 00:00:00,AAVE/USDT,88.254,99.427,87.79,96.215,55047.68975132,5224897.33958899607
1658016000,2022-07-17 00:00:00,AAVE/USDT,92.839,93.616,86.4,88.297,34168.99267724,3069173.08292721655
1657929600,2022-07-16 00:00:00,AAVE/USDT,90.4,95.889,87.33,92.845,60694.23062489,5520070.96901944319
1657843200,2022-07-15 00:00:00,AAVE/USDT,91.238,95.549,86.759,90.422,84779.99877592,7726534.9660477694
1657756800,2022-07-14 00:00:00,AAVE/USDT,79.755,92.7,77.409,91.239,94331.19975465,7927525.424168494
1657670400,2022-07-13 00:00:00,AAVE/USDT,68.408,80.4,67.355,79.714,77310.29303207,5687610.15697523386
1657584000,2022-07-12 00:00:00,AAVE/USDT,69.913,71.955,65.705,68.379,50903.46954257,3515351.01785620893
1657497600,2022-07-11 00:00:00,AAVE/USDT,77.815,78.265,69.421,69.906,43042.94575834,3237321.20973993148
1657411200,2022-07-10 00:00:00,AAVE/USDT,81.937,82.344,74.882,77.779,62275.03075093,4873233.01512262117
1657324800,2022-07-09 00:00:00,AAVE/USDT,71.769,83.334,71.16,81.894,42199.34326987,3225083.3983514809
1657238400,2022-07-08 00:00:00,AAVE/USDT,71.112,75.767,67.755,71.865,46048.19783355,3298477.21112309117
1657152000,2022-07-07 00:00:00,AAVE/USDT,62.954,72.419,62.09,71.092,36703.7070785,2484656.66534232333
1657065600,2022-07-06 00:00:00,AAVE/USDT,60.645,63.993,59.7,63.011,31227.97746044,1925151.21660718774
1656979200,2022-07-05 00:00:00,AAVE/USDT,63.128,64.311,57.968,60.679,35500.27624246,2164045.97382466435
1656892800,2022-07-04 00:00:00,AAVE/USDT,57.678,63.378,56.2,63.047,34716.7483141,2063158.0292133908
1656806400,2022-07-03 00:00:00,AAVE/USDT,57.811,58.512,54.778,57.643,20219.41246455,1145225.83728280673
1656720000,2022-07-02 00:00:00,AAVE/USDT,56.367,58.47,54.794,57.925,32436.57966585,1834091.67616035985
1656633600,2022-07-01 00:00:00,AAVE/USDT,57.015,59.24,54.89,56.366,29591.87701914,1685043.25537402685
1656547200,2022-06-30 00:00:00,AAVE/USDT,59.915,60.252,53.041,57.139,33082.02772577,1832645.49111031089
1656460800,2022-06-29 00:00:00,AAVE/USDT,60.078,62.294,57.896,59.832,34204.50252763,2058393.49361899934
1656374400,2022-06-28 00:00:00,AAVE/USDT,65.541,69.36,59.475,60.109,31178.80328863,2028930.957243153
1656288000,2022-06-27 00:00:00,AAVE/USDT,65.381,68.25,62.745,65.493,26427.35794052,1731234.64891969747
1656201600,2022-06-26 00:00:00,AAVE/USDT,69.895,74.129,65.084,65.357,38618.71770341,2700869.01232198266
1656115200,2022-06-25 00:00:00,AAVE/USDT,71.132,75.739,66.635,69.854,49558.84263717,3500522.64062254655
1656028800,2022-06-24 00:00:00,AAVE/USDT,68.044,73,65.4,71.049,60856.47119444,4150982.84935639681
1655942400,2022-06-23 00:00:00,AAVE/USDT,61.89,70,61.745,67.938,61635.06925578,4071421.32778933519
1655856000,2022-06-22 00:00:00,AAVE/USDT,66.433,67.8,61.352,61.913,59665.07570443,3815299.77423640016
1655769600,2022-06-21 00:00:00,AAVE/USDT,61.597,80.098,59.95,66.433,85570.60263913,5860608.82696410596
1655683200,2022-06-20 00:00:00,AAVE/USDT,54.085,63.213,50.413,61.594,74860.62741811,4379288.43393706713
1655596800,2022-06-19 00:00:00,AAVE/USDT,49.663,55.36,46.021,54.127,67336.21364702,3389171.14928457063
1655510400,2022-06-18 00:00:00,AAVE/USDT,57.406,58.622,45.642,49.592,68335.9870789,3471043.40215994093
1655424000,2022-06-17 00:00:00,AAVE/USDT,56.611,59.776,55.621,57.468,26362.7454529,1526905.52813162851
1655337600,2022-06-16 00:00:00,AAVE/USDT,66.636,68.781,55.071,56.611,46043.05378209,2778483.45087193821
1655251200,2022-06-15 00:00:00,AAVE/USDT,62.228,67.12,52.726,66.626,64822.87309729,3816887.6447492924
1655164800,2022-06-14 00:00:00,AAVE/USDT,59.815,64.355,53.4,62.073,59732.84050368,3581208.95130893501
1655078400,2022-06-13 00:00:00,AAVE/USDT,70.434,71.119,55.17,59.814,66988.97179745,4099924.17558466686
1654992000,2022-06-12 00:00:00,AAVE/USDT,77.228,77.736,69.254,70.466,44858.49077093,3300341.07795628102
1654905600,2022-06-11 00:00:00,AAVE/USDT,88.144,89.145,75.502,77.149,25328.63971878,2040104.83245867056
1654819200,2022-06-10 00:00:00,AAVE/USDT,95.88,97.001,85.496,88.075,23307.02006945,2102767.00558546976
1654732800,2022-06-09 00:00:00,AAVE/USDT,96.479,99.604,94.474,95.837,9395.67521689,910276.17297769612
1654646400,2022-06-08 00:00:00,AAVE/USDT,99.241,101.702,95.447,96.314,13611.56424528,1333174.07912795105
1654560000,2022-06-07 00:00:00,AAVE/USDT,105.944,106.254,95.894,99.196,28241.09228644,2820268.73150872084
1654473600,2022-06-06 00:00:00,AAVE/USDT,103.617,111.94,103.46,105.944,27317.39845373,2937951.79587914263
1654387200,2022-06-05 00:00:00,AAVE/USDT,106.9,107.4,103.265,103.589,13567.61517798,1433957.16888213434
1654300800,2022-06-04 00:00:00,AAVE/USDT,107.044,107.944,102.672,106.895,17864.859726,1882339.68672576917
1654214400,2022-06-03 00:00:00,AAVE/USDT,111.012,113.359,103.725,106.985,22737.39683158,2454813.32809203916
1654128000,2022-06-02 00:00:00,AAVE/USDT,106.387,112.072,103.038,111.018,27044.83709395,2877368.15446077513
1654041600,2022-06-01 00:00:00,AAVE/USDT,113.035,120.992,100.82,106.3,37955.09424544,4241436.70428095084
1653955200,2022-05-31 00:00:00,AAVE/USDT,117.402,124.085,112.107,113.053,44264.85472026,5187397.98350121045
1653868800,2022-05-30 00:00:00,AAVE/USDT,95.463,123,94.433,117.372,41631.06204023,4592527.75884273336
1653782400,2022-05-29 00:00:00,AAVE/USDT,95.484,96.905,91.66,95.418,16624.5382267,1563905.87390673198
1653696000,2022-05-28 00:00:00,AAVE/USDT,92.405,96.964,90.771,95.443,17643.08449147,1660149.03493290661
1653609600,2022-05-27 00:00:00,AAVE/USDT,101.068,101.928,89.536,92.404,40741.25478139,3859286.7639655929
1653523200,2022-05-26 00:00:00,AAVE/USDT,102.042,106.059,92.343,100.98,51124.1092858,5174775.49253981938
1653436800,2022-05-25 00:00:00,AAVE/USDT,106.554,107.993,98.201,102.051,26567.07308946,2732402.38170837392
1653350400,2022-05-24 00:00:00,AAVE/USDT,99.418,108.28,93.148,106.528,20859.34977019,2093790.72546040065
1653264000,2022-05-23 00:00:00,AAVE/USDT,94.182,109.753,92.05,99.353,36083.19143767,3683120.87486136785
1653177600,2022-05-22 00:00:00,AAVE/USDT,91.333,96.883,90.396,94.205,14676.38049761,1372341.60786279759
1653091200,2022-05-21 00:00:00,AAVE/USDT,90.18,93.098,88.508,91.333,11626.92524868,1058894.02187096494
1653004800,2022-05-20 00:00:00,AAVE/USDT,91.781,98.25,84.598,90.195,49894.98789702,4576684.69893897218
1652918400,2022-05-19 00:00:00,AAVE/USDT,81.909,92.069,79.272,91.777,22309.14435456,1919956.34795386875
1652832000,2022-05-18 00:00:00,AAVE/USDT,92.686,97.213,81.304,81.886,22239.17981665,1981214.61782804613
1652745600,2022-05-17 00:00:00,AAVE/USDT,83.942,93.71,83.74,92.615,17578.67556249,1576305.16321272869
1652659200,2022-05-16 00:00:00,AAVE/USDT,92.167,92.167,80.862,83.848,18994.57841964,1615299.58527768264
1652572800,2022-05-15 00:00:00,AAVE/USDT,86.699,92.5,82.17,92.122,25528.10107038,2220309.95364295465
1652486400,2022-05-14 00:00:00,AAVE/USDT,82.491,87.453,77.55,86.685,18048.20875062,1481087.90113924836
1652400000,2022-05-13 00:00:00,AAVE/USDT,77.069,92.888,75.714,82.374,35032.62969155,3027585.70364962379
1652313600,2022-05-12 00:00:00,AAVE/USDT,82.631,88.84,64.69,77.024,59718.4223907,4528792.18605283188
1652227200,2022-05-11 00:00:00,AAVE/USDT,105.309,108.548,76.128,82.469,81152.18299922,7767303.11070941179
1652140800,2022-05-10 00:00:00,AAVE/USDT,99.297,118.309,96.55,105.321,74749.96101708,7986531.57499107456
1652054400,2022-05-09 00:00:00,AAVE/USDT,125.936,128.8,98.662,99.341,132177.58727323,14763286.97465698021
1651968000,2022-05-08 00:00:00,AAVE/USDT,132.245,133.34,125.161,125.919,26760.14512447,3493759.44177764377
1651881600,2022-05-07 00:00:00,AAVE/USDT,138.463,138.894,128.411,132.318,14149.5776501,1915356.25082859058
1651795200,2022-05-06 00:00:00,AAVE/USDT,141.422,142.757,132.72,138.438,16144.98529154,2223851.00255470741
1651708800,2022-05-05 00:00:00,AAVE/USDT,159.629,162.24,136.712,141.399,22716.33312619,3360343.59497924149
1651622400,2022-05-04 00:00:00,AAVE/USDT,141.172,160,140.723,159.521,14826.25196416,2209652.20117723575
1651536000,2022-05-03 00:00:00,AAVE/USDT,144.234,146.661,139.113,140.978,10553.30210307,1511090.4158993146
1651449600,2022-05-02 00:00:00,AAVE/USDT,146.635,148.9,138.799,144.228,12480.3285047,1802342.63904670543
1651363200,2022-05-01 00:00:00,AAVE/USDT,142.365,148.784,138.952,146.78,14032.52433553,2019324.76161066345
1651276800,2022-04-30 00:00:00,AAVE/USDT,157.284,162.644,138,142.318,17436.8710733,2657704.00484866229
1651190400,2022-04-29 00:00:00,AAVE/USDT,166.145,168.279,151.233,157.221,17833.3176886,2846276.66305620171
1651104000,2022-04-28 00:00:00,AAVE/USDT,168.591,176.049,164.003,166.155,21660.87912953,3686505.27280845394
1651017600,2022-04-27 00:00:00,AAVE/USDT,157.89,175.348,156.307,168.546,36631.28725732,6203995.81391925751
1650931200,2022-04-26 00:00:00,AAVE/USDT,168.906,178.8,154.8,158.063,25289.09406603,4238413.97474064717
1650844800,2022-04-25 00:00:00,AAVE/USDT,166.397,170.534,153.632,168.848,20815.97607318,3376363.4396925684
1650758400,2022-04-24 00:00:00,AAVE/USDT,173.519,174.829,165.536,166.264,7073.76601944,1204744.21902663259
1650672000,2022-04-23 00:00:00,AAVE/USDT,176.865,179.219,172.402,173.167,6276.45590209,1104164.10723532838
1650585600,2022-04-22 00:00:00,AAVE/USDT,173.809,180.631,171.135,176.989,17091.30600638,3016002.51205384804
1650499200,2022-04-21 00:00:00,AAVE/USDT,186.297,196.346,169.499,173.77,22574.17762161,4187596.96605989408
1650412800,2022-04-20 00:00:00,AAVE/USDT,182.895,198.918,178.704,186.145,29789.22104411,5614301.77912298011
1650326400,2022-04-19 00:00:00,AAVE/USDT,169.193,184.2,166.384,182.917,15074.19409772,2645584.9324222443
1650240000,2022-04-18 00:00:00,AAVE/USDT,166.826,169.913,157.617,169.193,14131.27496541,2312115.20247956711
1650153600,2022-04-17 00:00:00,AAVE/USDT,172.339,177.642,165.462,166.84,9219.57895205,1589432.28167777087
1650067200,2022-04-16 00:00:00,AAVE/USDT,176.025,176.221,169.911,172.303,6164.25375359,1067457.12416818091
1649980800,2022-04-15 00:00:00,AAVE/USDT,172.073,176.779,168.978,175.95,11191.82884825,1938758.05739781661
1649894400,2022-04-14 00:00:00,AAVE/USDT,178.368,180.529,166.463,172.003,22563.49588654,3920531.71545397385
1649808000,2022-04-13 00:00:00,AAVE/USDT,164.645,179.795,162.44,178.187,15107.71374792,2577334.44238933475
1649721600,2022-04-12 00:00:00,AAVE/USDT,157.868,171.15,157,164.32,28755.34558227,4757376.96916330447
1649635200,2022-04-11 00:00:00,AAVE/USDT,176.204,178.094,155.676,157.811,19764.10244397,3269028.83505588607
1649548800,2022-04-10 00:00:00,AAVE/USDT,184.927,188.836,175.414,176.135,12680.26939486,2309595.26934459947
1649462400,2022-04-09 00:00:00,AAVE/USDT,183.368,185.56,176.99,184.781,11836.04942639,2156724.54466877325
1649376000,2022-04-08 00:00:00,AAVE/USDT,202.083,202.083,181.037,183.348,26385.46949255,5098850.41863149846
1649289600,2022-04-07 00:00:00,AAVE/USDT,191.083,207.333,190,202.56,36974.7196205,7444035.31557572928
1649203200,2022-04-06 00:00:00,AAVE/USDT,221.076,221.08,190.501,191.189,33288.48987619,6826709.53584400896
1649116800,2022-04-05 00:00:00,AAVE/USDT,238.006,238.37,220.088,221.043,12605.04078941,2890882.13969905045
1649030400,2022-04-04 00:00:00,AAVE/USDT,242.642,242.642,224.59,238.039,22224.18544947,5220889.24760345713
1648944000,2022-04-03 00:00:00,AAVE/USDT,238.07,252.73,231.2,243.113,27904.4316642,6786793.54978986969
1648857600,2022-04-02 00:00:00,AAVE/USDT,244.717,257.17,235.256,238.063,41876.33674982,10249165.17210193409
1648771200,2022-04-01 00:00:00,AAVE/USDT,207.127,261,206.278,244.717,112703.86408132,26324077.32613081211
1648684800,2022-03-31 00:00:00,AAVE/USDT,223.497,227.645,203.505,206.896,38275.99044354,8269756.85481122963
1648598400,2022-03-30 00:00:00,AAVE/USDT,222.612,241.973,210.736,223.552,77609.31486555,17601852.02691941854
1648512000,2022-03-29 00:00:00,AAVE/USDT,167.768,224,167.173,223.276,79248.78036255,16193963.71946937365
1648425600,2022-03-28 00:00:00,AAVE/USDT,169.076,178.919,166.093,167.261,19028.62590597,3279493.92067556464
1648339200,2022-03-27 00:00:00,AAVE/USDT,163.401,169.517,158.56,169.363,16363.90396592,2679292.14792529023
1648252800,2022-03-26 00:00:00,AAVE/USDT,162.523,166.818,160.872,163.464,12128.81549314,1983932.17911655613
1648166400,2022-03-25 00:00:00,AAVE/USDT,168.067,174.308,160.251,162.502,25917.21467972,4342928.35515932122
1648080000,2022-03-24 00:00:00,AAVE/USDT,155.983,172.53,153.4,168,22651.3047281,3709584.62916675862
1647993600,2022-03-23 00:00:00,AAVE/USDT,152.835,157.247,149.6,156.104,13137.93217748,2014320.51175829406
1647907200,2022-03-22 00:00:00,AAVE/USDT,153.916,161.811,151.74,152.848,16098.57675954,2526836.64584047139
1647820800,2022-03-21 00:00:00,AAVE/USDT,152.767,162.444,147,153.894,19531.3613795,3021758.61678922443
1647734400,2022-03-20 00:00:00,AAVE/USDT,157.171,159.1,146.602,152.707,20649.64502567,3179150.62755045289
1647648000,2022-03-19 00:00:00,AAVE/USDT,160.318,165.623,155.108,157.157,16904.69949089,2718458.12606595746
1647561600,2022-03-18 00:00:00,AAVE/USDT,155.881,164.315,147.489,160.15,34094.65674214,5302834.20646541606
1647475200,2022-03-17 00:00:00,AAVE/USDT,141.717,156.892,136.821,155.623,35530.96686778,5186406.25828284244
1647388800,2022-03-16 00:00:00,AAVE/USDT,122.063,142.024,121.049,141.555,28344.89588546,3676477.99605644422
1647302400,2022-03-15 00:00:00,AAVE/USDT,118.468,122.994,114,122.007,6224.24210114,737320.66518907504
1647216000,2022-03-14 00:00:00,AAVE/USDT,115.583,121.329,113.447,118.513,9415.51238696,1100738.13106282177
1647129600,2022-03-13 00:00:00,AAVE/USDT,120.355,120.815,115,115.733,9561.56686943,1135132.19338672462
1647043200,2022-03-12 00:00:00,AAVE/USDT,116.663,121.5,116.393,120.367,10955.52505442,1313683.51980559712
1646956800,2022-03-11 00:00:00,AAVE/USDT,119.226,121.135,114.615,116.556,11730.88147949,1378832.78471296127
1646870400,2022-03-10 00:00:00,AAVE/USDT,127.502,128.392,116.561,119.135,13122.19100594,1586787.37018837877
1646784000,2022-03-09 00:00:00,AAVE/USDT,121.736,130.498,121.335,127.52,13572.86434663,1730827.18823115087
1646697600,2022-03-08 00:00:00,AAVE/USDT,117.099,125.346,115.832,121.742,11964.05163622,1451737.58483790641
1646611200,2022-03-07 00:00:00,AAVE/USDT,116.732,124.032,113.258,116.856,11581.23987093,1361820.08023489399
1646524800,2022-03-06 00:00:00,AAVE/USDT,124.564,125.741,116.376,116.687,8852.79707554,1064468.61261099963
1646438400,2022-03-05 00:00:00,AAVE/USDT,124.1,126.475,121.974,124.644,6737.62426783,837788.68292093768
1646352000,2022-03-04 00:00:00,AAVE/USDT,129.898,131.943,122.08,124.262,12985.84681242,1650961.42939485774
1646265600,2022-03-03 00:00:00,AAVE/USDT,137.544,137.789,126.397,129.884,11829.24226556,1552744.01387882285
1646179200,2022-03-02 00:00:00,AAVE/USDT,143.351,146.251,136.333,137.648,14798.28416793,2084410.35061154804
1646092800,2022-03-01 00:00:00,AAVE/USDT,145.862,150.863,139.6,143.329,16004.22728709,2304774.8463098843
1646006400,2022-02-28 00:00:00,AAVE/USDT,131.748,146.916,128.064,145.797,20143.79755541,2747326.63110323506
1645920000,2022-02-27 00:00:00,AAVE/USDT,136.564,144.56,129.498,131.58,18663.26154126,2565298.69396116309
1645833600,2022-02-26 00:00:00,AAVE/USDT,139.626,144.614,134.764,136.387,14491.35753751,2024154.00912259122
1645747200,2022-02-25 00:00:00,AAVE/USDT,125.353,143.2,121.875,139.626,20300.21311619,2719176.9370891242
1645660800,2022-02-24 00:00:00,AAVE/USDT,130.575,131.685,112.39,125.286,23446.17881857,2825535.9394196324
1645574400,2022-02-23 00:00:00,AAVE/USDT,134.65,143.069,130.212,130.686,8251.52421019,1132077.6963183426
1645488000,2022-02-22 00:00:00,AAVE/USDT,128.612,136.963,125.689,134.655,5389.14496905,711160.83638375895
1645401600,2022-02-21 00:00:00,AAVE/USDT,137.545,144.79,127.787,128.612,12151.77203077,1678726.82702537334
1645315200,2022-02-20 00:00:00,AAVE/USDT,146.239,146.398,135.29,137.326,11716.13191921,1624211.25322045323
1645228800,2022-02-19 00:00:00,AAVE/USDT,145.384,148.821,141.011,146.186,5650.30018477,819887.93588840658
1645142400,2022-02-18 00:00:00,AAVE/USDT,152.895,155.379,144.027,145.524,16510.94901132,2462398.13622488159
1645056000,2022-02-17 00:00:00,AAVE/USDT,170.335,173.922,150.604,152.927,19774.14382012,3181682.55542899903
1644969600,2022-02-16 00:00:00,AAVE/USDT,172.261,174.43,163.006,170.313,13873.59929429,2338303.20307254662
1644883200,2022-02-15 00:00:00,AAVE/USDT,161.151,172.918,160.477,172.224,10285.8453296,1705265.21924613702
1644796800,2022-02-14 00:00:00,AAVE/USDT,158.141,161.496,152.932,160.949,9963.39099669,1563263.6898306933
1644710400,2022-02-13 00:00:00,AAVE/USDT,162.401,165.273,155.9,157.929,6313.5759876,1016256.26108770554
1644624000,2022-02-12 00:00:00,AAVE/USDT,163.529,168.499,159.985,162.401,8995.87259628,1472182.6856853185
1644537600,2022-02-11 00:00:00,AAVE/USDT,175.337,181.057,160.348,163.536,12869.27496176,2222931.74706439797
1644451200,2022-02-10 00:00:00,AAVE/USDT,187.857,188.894,174.744,175.322,10841.94485386,1966454.37068947387
1644364800,2022-02-09 00:00:00,AAVE/USDT,184.166,190.575,176.226,187.985,8294.14793151,1532770.95224366743
1644278400,2022-02-08 00:00:00,AAVE/USDT,182.121,192.703,173.6,183.82,14550.33977947,2667456.60323029954
1644192000,2022-02-07 00:00:00,AAVE/USDT,173.442,184.04,169.89,182.099,11198.28793761,1999696.0990154717
1644105600,2022-02-06 00:00:00,AAVE/USDT,166.544,174.019,165.42,173.391,9867.49682044,1675463.95572860926
1644019200,2022-02-05 00:00:00,AAVE/USDT,166.788,173.413,164.26,166.198,9332.18197534,1579357.95556705759
1643932800,2022-02-04 00:00:00,AAVE/USDT,152.589,167,151.308,166.8,11028.40834978,1761302.0371460392
1643846400,2022-02-03 00:00:00,AAVE/USDT,151.265,153.672,145.03,152.745,7201.56772145,1076393.5183452243
1643760000,2022-02-02 00:00:00,AAVE/USDT,163.852,164.664,148.679,151.223,7917.20236715,1244608.24281841685
1643673600,2022-02-01 00:00:00,AAVE/USDT,157.601,168.146,157.338,163.748,15012.78635412,2450859.39946060447
1643587200,2022-01-31 00:00:00,AAVE/USDT,149.102,158.71,141.641,157.514,14075.62712404,2105744.42347615598
1643500800,2022-01-30 00:00:00,AAVE/USDT,153.957,155.36,145.947,149.067,7719.16096453,1174370.97694397895
1643414400,2022-01-29 00:00:00,AAVE/USDT,148.894,156.978,147.742,153.946,7119.4086827,1086295.7070904553
1643328000,2022-01-28 00:00:00,AAVE/USDT,144.553,150.599,139.35,148.939,22574.71851443,3245904.3512009916
1643241600,2022-01-27 00:00:00,AAVE/USDT,146.567,151.331,137.526,144.594,12256.72728507,1765125.4925892832
1643155200,2022-01-26 00:00:00,AAVE/USDT,152.172,164.012,142.62,146.365,13849.65106915,2126657.89865004298
