https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SOUL,Volume USDT
1661385600,2022-08-25 00:00:00,SOUL/USDT,0.2694,0.2878,0.2651,0.284,747920.66440876,205902.564979372276
1661299200,2022-08-24 00:00:00,SOUL/USDT,0.2738,0.2777,0.266,0.2693,744824.594,202304.47825248
1661212800,2022-08-23 00:00:00,SOUL/USDT,0.2599,0.2745,0.2552,0.2738,789683.27263695,209401.515571437
1661126400,2022-08-22 00:00:00,SOUL/USDT,0.2799,0.2803,0.2502,0.2597,802703.7519,207923.29551008
1661040000,2022-08-21 00:00:00,SOUL/USDT,0.27,0.2843,0.2687,0.2799,755168.4894,206421.51579041
1660953600,2022-08-20 00:00:00,SOUL/USDT,0.2729,0.275,0.2643,0.271,727320.1073,197534.33806843
1660867200,2022-08-19 00:00:00,SOUL/USDT,0.3126,0.3126,0.265,0.2726,769337.9566,214986.97365603
1660780800,2022-08-18 00:00:00,SOUL/USDT,0.3195,0.3223,0.3104,0.3125,674997.9028,214972.53915206
1660694400,2022-08-17 00:00:00,SOUL/USDT,0.3432,0.357,0.3142,0.3199,648920.1391,216349.11661879
1660608000,2022-08-16 00:00:00,SOUL/USDT,0.3647,0.3666,0.3389,0.3432,657121.4687,231662.21598125
1660521600,2022-08-15 00:00:00,SOUL/USDT,0.3726,0.3842,0.36,0.3647,653995.8949,242648.0635202
1660435200,2022-08-14 00:00:00,SOUL/USDT,0.375,0.3868,0.3667,0.3723,614441.7882,229410.003616637826
1660348800,2022-08-13 00:00:00,SOUL/USDT,0.3456,0.3943,0.3398,0.3751,635423.11909792,236907.56047789229
1660262400,2022-08-12 00:00:00,SOUL/USDT,0.3384,0.3535,0.3324,0.3457,679755.7078,230061.58359277
1660176000,2022-08-11 00:00:00,SOUL/USDT,0.3498,0.3683,0.3328,0.3387,713507.2596,254169.55972382
1660089600,2022-08-10 00:00:00,SOUL/USDT,0.32,0.3611,0.3124,0.3499,633493.2192,210201.35723812
1660003200,2022-08-09 00:00:00,SOUL/USDT,0.3301,0.3473,0.3172,0.32,693699.7867,227488.08006577
1659916800,2022-08-08 00:00:00,SOUL/USDT,0.3452,0.3675,0.3214,0.3301,691331.286,239268.02435404
1659830400,2022-08-07 00:00:00,SOUL/USDT,0.34,0.35,0.3346,0.3455,672575.3493,229351.31393284
1659744000,2022-08-06 00:00:00,SOUL/USDT,0.3377,0.3456,0.3339,0.3399,659870.6978,224610.02325869
1659657600,2022-08-05 00:00:00,SOUL/USDT,0.31,0.3628,0.3072,0.3377,755060.5812,252637.16839952
1659571200,2022-08-04 00:00:00,SOUL/USDT,0.3196,0.3287,0.3094,0.31,524429.2118,167478.94404113
1659484800,2022-08-03 00:00:00,SOUL/USDT,0.3038,0.3387,0.2973,0.3197,588309.1141,188465.68607815
1659398400,2022-08-02 00:00:00,SOUL/USDT,0.3108,0.3197,0.289,0.3036,772681.6811,233955.79671499
1659312000,2022-08-01 00:00:00,SOUL/USDT,0.3143,0.368,0.3083,0.3112,844871.98009031,280105.257556423655
1659225600,2022-07-31 00:00:00,SOUL/USDT,0.27,0.3512,0.2658,0.3145,1119765.5909,329069.88819459
1659139200,2022-07-30 00:00:00,SOUL/USDT,0.2603,0.2749,0.252,0.2699,838452.8548,219936.61402563
1659052800,2022-07-29 00:00:00,SOUL/USDT,0.2608,0.2679,0.255,0.2612,777594.4425,203394.56220742
1658966400,2022-07-28 00:00:00,SOUL/USDT,0.2544,0.266,0.2463,0.2611,828597.4341,211490.21137675
1658880000,2022-07-27 00:00:00,SOUL/USDT,0.2362,0.2587,0.2313,0.2552,917296.6919,223837.94518153
1658793600,2022-07-26 00:00:00,SOUL/USDT,0.2364,0.2377,0.223,0.2352,954013.8701,220621.5121535
1658707200,2022-07-25 00:00:00,SOUL/USDT,0.2393,0.2454,0.2345,0.2367,914093.8295,219732.13682127
1658620800,2022-07-24 00:00:00,SOUL/USDT,0.243,0.2454,0.2368,0.2394,908782.4455,219225.05607619
1658534400,2022-07-23 00:00:00,SOUL/USDT,0.25,0.2633,0.2372,0.2433,901186.3592,225031.95243798
1658448000,2022-07-22 00:00:00,SOUL/USDT,0.261,0.2797,0.2491,0.2506,831716.42587484,218894.916359860872
1658361600,2022-07-21 00:00:00,SOUL/USDT,0.2417,0.2641,0.2382,0.2611,883221.2599,219100.60390408
1658275200,2022-07-20 00:00:00,SOUL/USDT,0.2671,0.2741,0.239,0.2417,925937.80134757,241168.17420855524
1658188800,2022-07-19 00:00:00,SOUL/USDT,0.2423,0.2676,0.2376,0.2672,1370622.33935352,347492.9063405444
1658102400,2022-07-18 00:00:00,SOUL/USDT,0.2219,0.2624,0.2208,0.2426,920753.57615309,219019.031744140028
1658016000,2022-07-17 00:00:00,SOUL/USDT,0.24,0.2411,0.221,0.2226,946643.47283891,217692.489690828696
1657929600,2022-07-16 00:00:00,SOUL/USDT,0.2263,0.2417,0.2222,0.2404,857988.91470519,196409.362061065245
1657843200,2022-07-15 00:00:00,SOUL/USDT,0.2306,0.2395,0.2252,0.2272,867463.58148604,200615.361585993352
1657756800,2022-07-14 00:00:00,SOUL/USDT,0.2241,0.2461,0.2157,0.2313,870426.86975933,198517.357487519973
1657670400,2022-07-13 00:00:00,SOUL/USDT,0.2,0.2288,0.1996,0.2241,1101583.71754533,232636.085166542779
1657584000,2022-07-12 00:00:00,SOUL/USDT,0.1999,0.2065,0.1975,0.2004,1141719.59293326,229999.903181979495
1657497600,2022-07-11 00:00:00,SOUL/USDT,0.201,0.2052,0.1965,0.1999,1141045.19398571,229185.808132641647
1657411200,2022-07-10 00:00:00,SOUL/USDT,0.2008,0.2042,0.1964,0.2017,1173742.78631755,235055.662795998149
1657324800,2022-07-09 00:00:00,SOUL/USDT,0.2092,0.2111,0.1994,0.2012,1099152.15100555,224106.040284949662
1657238400,2022-07-08 00:00:00,SOUL/USDT,0.2047,0.2163,0.2039,0.2092,1043860.89817328,218280.669685775322
1657152000,2022-07-07 00:00:00,SOUL/USDT,0.1903,0.215,0.1893,0.2044,1414519.82674634,281835.621489420048
1657065600,2022-07-06 00:00:00,SOUL/USDT,0.1906,0.1969,0.1867,0.1911,1224818.87206374,234386.982598791189
1656979200,2022-07-05 00:00:00,SOUL/USDT,0.1965,0.1999,0.1847,0.19,1223310.14815013,234151.724160462285
1656892800,2022-07-04 00:00:00,SOUL/USDT,0.1805,0.1989,0.1771,0.1962,1285701.05821646,240031.087246342421
1656806400,2022-07-03 00:00:00,SOUL/USDT,0.19,0.1995,0.1752,0.1811,1277291.64184728,233612.316745613953
1656720000,2022-07-02 00:00:00,SOUL/USDT,0.1915,0.2029,0.1804,0.1904,1045834.6894459,200188.893183061478
1656633600,2022-07-01 00:00:00,SOUL/USDT,0.2124,0.2499,0.1896,0.1915,1474133.43914416,317698.264688690031
1656547200,2022-06-30 00:00:00,SOUL/USDT,0.2298,0.2328,0.2048,0.2129,1114797.27673402,244559.505724933396
1656460800,2022-06-29 00:00:00,SOUL/USDT,0.2491,0.2521,0.218,0.2308,988769.00906422,230548.916421118576
1656374400,2022-06-28 00:00:00,SOUL/USDT,0.25,0.2576,0.2447,0.249,948799.80324307,237596.135888209525
1656288000,2022-06-27 00:00:00,SOUL/USDT,0.2466,0.2758,0.2363,0.25,950156.53765947,236801.998848434002
1656201600,2022-06-26 00:00:00,SOUL/USDT,0.2493,0.28,0.2438,0.2461,959204.15860337,248181.365709571169
1656115200,2022-06-25 00:00:00,SOUL/USDT,0.2478,0.2558,0.2383,0.2496,973739.02153482,238915.09665066645
1656028800,2022-06-24 00:00:00,SOUL/USDT,0.2233,0.25,0.2193,0.2481,1381637.96977226,321338.486082411264
1655942400,2022-06-23 00:00:00,SOUL/USDT,0.22,0.2277,0.2175,0.2233,1079281.6925247,239017.746815614719
1655856000,2022-06-22 00:00:00,SOUL/USDT,0.2336,0.2336,0.2153,0.2205,1043021.29790896,232666.780477382565
1655769600,2022-06-21 00:00:00,SOUL/USDT,0.2317,0.2496,0.2258,0.2335,1381944.43154503,329500.83906789807
1655683200,2022-06-20 00:00:00,SOUL/USDT,0.2228,0.2336,0.2146,0.2317,1085244.45675102,241509.364557484705
1655596800,2022-06-19 00:00:00,SOUL/USDT,0.226,0.2293,0.2008,0.2225,1003946.75191009,215309.650337665427
1655510400,2022-06-18 00:00:00,SOUL/USDT,0.2207,0.2314,0.2,0.2266,1191780.88755254,255113.238431754021
1655424000,2022-06-17 00:00:00,SOUL/USDT,0.2191,0.2357,0.2135,0.2222,933250.51453713,206536.860301378409
1655337600,2022-06-16 00:00:00,SOUL/USDT,0.2537,0.2586,0.215,0.2193,1115225.78279093,257145.433937409017
1655251200,2022-06-15 00:00:00,SOUL/USDT,0.255,0.2778,0.2101,0.2537,930481.81476982,221310.300848588061
1655164800,2022-06-14 00:00:00,SOUL/USDT,0.2351,0.2696,0.224,0.2559,978976.37516502,246517.89001507388
1655078400,2022-06-13 00:00:00,SOUL/USDT,0.253,0.2649,0.2166,0.2339,1233986.67789237,295301.90602007776
1654992000,2022-06-12 00:00:00,SOUL/USDT,0.2617,0.2769,0.2476,0.2535,794801.06186543,208186.926500604897
1654905600,2022-06-11 00:00:00,SOUL/USDT,0.2804,0.2929,0.26,0.2614,777705.84970046,215478.93190549116
1654819200,2022-06-10 00:00:00,SOUL/USDT,0.2836,0.2934,0.2802,0.2814,733169.18815051,208273.756739302566
1654732800,2022-06-09 00:00:00,SOUL/USDT,0.2868,0.3027,0.2785,0.2833,741390.2679773,215077.164036882917
1654646400,2022-06-08 00:00:00,SOUL/USDT,0.2872,0.2979,0.2748,0.2868,769623.03578132,218867.796001635484
1654560000,2022-06-07 00:00:00,SOUL/USDT,0.2916,0.299,0.2639,0.2872,887651.40302038,249180.87809226047
1654473600,2022-06-06 00:00:00,SOUL/USDT,0.2898,0.3199,0.2869,0.2919,773240.14077342,232981.446102379297
1654387200,2022-06-05 00:00:00,SOUL/USDT,0.3,0.3078,0.2864,0.2901,697440.47564434,206192.135123599116
1654300800,2022-06-04 00:00:00,SOUL/USDT,0.2903,0.3068,0.2855,0.3008,689210.48580679,203412.270820705389
1654214400,2022-06-03 00:00:00,SOUL/USDT,0.3167,0.322,0.2867,0.2889,703018.03583999,209083.825273261984
1654128000,2022-06-02 00:00:00,SOUL/USDT,0.2806,0.3223,0.2786,0.3165,760554.87490326,231271.495311501307
1654041600,2022-06-01 00:00:00,SOUL/USDT,0.3446,0.3482,0.2746,0.2799,1112304.83739518,337244.26573617839
1653955200,2022-05-31 00:00:00,SOUL/USDT,0.3273,0.37,0.2869,0.3445,1023094.7862658,336387.175075635609
1653868800,2022-05-30 00:00:00,SOUL/USDT,0.2995,0.36,0.2932,0.3267,981375.67860479,311514.285372696079
1653782400,2022-05-29 00:00:00,SOUL/USDT,0.2825,0.3009,0.2776,0.2995,709232.23724466,204161.88299820754
1653696000,2022-05-28 00:00:00,SOUL/USDT,0.2759,0.29,0.2666,0.2826,807612.51780258,220962.529711035253
1653609600,2022-05-27 00:00:00,SOUL/USDT,0.2828,0.2891,0.252,0.2756,784204.61789363,211311.834262266849
1653523200,2022-05-26 00:00:00,SOUL/USDT,0.3239,0.3355,0.27,0.2813,901482.85049786,268382.287843151451
1653436800,2022-05-25 00:00:00,SOUL/USDT,0.344,0.3469,0.3106,0.3244,630057.38915636,204825.985915929951
1653350400,2022-05-24 00:00:00,SOUL/USDT,0.3461,0.3556,0.3166,0.344,943553.2937933,317629.337002917838
1653264000,2022-05-23 00:00:00,SOUL/USDT,0.3601,0.3929,0.3403,0.3461,883594.93488366,327223.670226798178
1653177600,2022-05-22 00:00:00,SOUL/USDT,0.358,0.3751,0.3383,0.3622,566365.2179516,202316.734497957455
1653091200,2022-05-21 00:00:00,SOUL/USDT,0.3336,0.4191,0.3146,0.3574,958022.86585348,336583.629816499351
1653004800,2022-05-20 00:00:00,SOUL/USDT,0.3883,0.4074,0.304,0.3331,1064519.97933828,373731.862935265758
1652918400,2022-05-19 00:00:00,SOUL/USDT,0.3983,0.4233,0.374,0.3883,649886.52340302,257675.201458129516
1652832000,2022-05-18 00:00:00,SOUL/USDT,0.45,0.4549,0.376,0.3968,871984.71415672,349658.632040013204
1652745600,2022-05-17 00:00:00,SOUL/USDT,0.3997,0.495,0.3906,0.4499,879218.92455032,387529.613004355013
1652659200,2022-05-16 00:00:00,SOUL/USDT,0.4755,0.489,0.3651,0.3996,1289040.73491427,518165.882922976009
1652572800,2022-05-15 00:00:00,SOUL/USDT,0.3063,0.495,0.2918,0.4756,2074589.07605306,837206.802218827812
1652486400,2022-05-14 00:00:00,SOUL/USDT,0.2627,0.3138,0.2423,0.3058,1287371.88883896,350357.932259510514
1652400000,2022-05-13 00:00:00,SOUL/USDT,0.2406,0.2999,0.233,0.2626,1734075.06625938,473511.419694835366
1652313600,2022-05-12 00:00:00,SOUL/USDT,0.2582,0.2977,0.2302,0.2401,1837061.13538015,460189.680727301715
1652227200,2022-05-11 00:00:00,SOUL/USDT,0.3681,0.3801,0.2446,0.2582,2858230.16694893,840066.567513302395
1652140800,2022-05-10 00:00:00,SOUL/USDT,0.3625,0.459,0.35,0.3685,1290764.53830372,511190.795001822697
1652054400,2022-05-09 00:00:00,SOUL/USDT,0.417,0.4329,0.3602,0.3639,1603332.27394357,628512.990678296805
1651968000,2022-05-08 00:00:00,SOUL/USDT,0.466,0.466,0.411,0.417,759895.9769718,330003.507715546676
1651881600,2022-05-07 00:00:00,SOUL/USDT,0.486,0.5,0.452,0.4666,493316.18093518,236671.90780353115
1651795200,2022-05-06 00:00:00,SOUL/USDT,0.5084,0.512,0.48,0.4855,636843.40543908,310499.959713250524
1651708800,2022-05-05 00:00:00,SOUL/USDT,0.5514,0.5797,0.48,0.5088,1077506.22420072,564414.475079459237
1651622400,2022-05-04 00:00:00,SOUL/USDT,0.5196,0.5639,0.4921,0.5512,837978.89984489,442018.928781774584
1651536000,2022-05-03 00:00:00,SOUL/USDT,0.4987,0.532,0.4886,0.5196,780965.19011783,400669.131624285195
1651449600,2022-05-02 00:00:00,SOUL/USDT,0.5488,0.6173,0.4801,0.4987,904031.20595418,474913.969240503171
1651363200,2022-05-01 00:00:00,SOUL/USDT,0.5028,0.5519,0.5,0.5485,840234.97357321,432750.746778059438
1651276800,2022-04-30 00:00:00,SOUL/USDT,0.5585,0.5755,0.5,0.5028,1035473.15657457,557378.088201145017
1651190400,2022-04-29 00:00:00,SOUL/USDT,0.5743,0.6066,0.551,0.5561,1574096.6334599,901231.930154067677
1651104000,2022-04-28 00:00:00,SOUL/USDT,0.6526,0.7388,0.49,0.5744,4174555.18425545,2357865.202300015031
1651017600,2022-04-27 00:00:00,SOUL/USDT,0.6709,0.7077,0.6419,0.6527,700526.77210762,469724.454532665194
1650931200,2022-04-26 00:00:00,SOUL/USDT,0.7718,0.78,0.6437,0.6694,1170121.42026112,811080.902532043154
1650844800,2022-04-25 00:00:00,SOUL/USDT,0.7763,0.7794,0.72,0.7716,826239.12130507,623509.026157575669
1650758400,2022-04-24 00:00:00,SOUL/USDT,0.7734,0.8259,0.765,0.7762,347511.35827543,273523.295445415991
1650672000,2022-04-23 00:00:00,SOUL/USDT,0.7966,0.7991,0.7615,0.775,385786.41751203,300585.037789278359
1650585600,2022-04-22 00:00:00,SOUL/USDT,0.8001,0.8225,0.7751,0.7968,494252.93582841,394533.247028042844
1650499200,2022-04-21 00:00:00,SOUL/USDT,0.8605,0.8931,0.7871,0.7977,596248.08724056,504455.549545925581
1650412800,2022-04-20 00:00:00,SOUL/USDT,0.8798,0.92,0.8318,0.862,747646.03925898,650070.051649522603
1650326400,2022-04-19 00:00:00,SOUL/USDT,0.8831,0.898,0.8391,0.879,774266.22526977,671615.731941718996
1650240000,2022-04-18 00:00:00,SOUL/USDT,0.7751,0.9185,0.74,0.8824,1277268.80130802,1071345.243253284858
1650153600,2022-04-17 00:00:00,SOUL/USDT,0.8279,0.8418,0.771,0.7749,409111.21489355,328024.274960762699
1650067200,2022-04-16 00:00:00,SOUL/USDT,0.8094,0.8384,0.7619,0.8279,507464.75372413,403188.652043545325
1649980800,2022-04-15 00:00:00,SOUL/USDT,0.7925,0.838,0.79,0.8094,417745.00806421,338656.420078376588
1649894400,2022-04-14 00:00:00,SOUL/USDT,0.8748,0.8855,0.7718,0.7915,757684.319159,623615.143743695124
1649808000,2022-04-13 00:00:00,SOUL/USDT,0.8,0.8947,0.72,0.8727,1314002.55149389,1067029.010746667358
1649721600,2022-04-12 00:00:00,SOUL/USDT,0.7385,0.8435,0.7368,0.7997,873120.0336361,698840.05277853205
1649635200,2022-04-11 00:00:00,SOUL/USDT,0.8432,0.8462,0.7344,0.7388,1007116.32690891,786156.426062058842
1649548800,2022-04-10 00:00:00,SOUL/USDT,0.834,0.925,0.811,0.8437,697925.09904883,599434.328316150418
1649462400,2022-04-09 00:00:00,SOUL/USDT,0.8303,0.8638,0.7613,0.8354,1028271.40092676,838889.932973761791
1649376000,2022-04-08 00:00:00,SOUL/USDT,0.9673,0.9727,0.82,0.83,1132120.62192916,1024265.566742607014
1649289600,2022-04-07 00:00:00,SOUL/USDT,0.9062,1.0399,0.9,0.9654,1073713.83320736,1042808.343165041686
1649203200,2022-04-06 00:00:00,SOUL/USDT,0.992,0.9999,0.9045,0.9067,1392551.33141162,1316392.719096183698
1649116800,2022-04-05 00:00:00,SOUL/USDT,1.1145,1.1398,0.8963,0.992,3239267.9916868,3277978.70824849172
1649030400,2022-04-04 00:00:00,SOUL/USDT,1.2035,1.2132,1.08,1.114,1128799.36281593,1284861.139956946194
1648944000,2022-04-03 00:00:00,SOUL/USDT,1.1503,1.2189,1.142,1.2062,605528.18398051,711015.532963582684
1648857600,2022-04-02 00:00:00,SOUL/USDT,1.2799,1.3153,1.1241,1.1516,1926033.89229439,2306330.505530463064
1648771200,2022-04-01 00:00:00,SOUL/USDT,1.1833,1.285,1.14,1.2799,1022538.36136,1233835.805370642704
1648684800,2022-03-31 00:00:00,SOUL/USDT,1.2725,1.3178,1.1618,1.186,1102263.18366027,1373074.053751938503
1648598400,2022-03-30 00:00:00,SOUL/USDT,1.3486,1.3486,1.2451,1.2733,772012.78663823,987575.302095219936
1648512000,2022-03-29 00:00:00,SOUL/USDT,1.2876,1.4139,1.2756,1.3491,767459.73294927,1038931.600698114293
1648425600,2022-03-28 00:00:00,SOUL/USDT,1.2345,1.3949,1.215,1.2878,1192784.93393027,1545128.595004951512
1648339200,2022-03-27 00:00:00,SOUL/USDT,1.1276,1.241,1.1226,1.2335,474096.29294967,558299.45771641586
1648252800,2022-03-26 00:00:00,SOUL/USDT,1.15,1.1502,1.1009,1.1275,404644.12522034,453822.987458016939
1648166400,2022-03-25 00:00:00,SOUL/USDT,1.2101,1.2199,1.125,1.149,694576.11825435,813822.837113960191
1648080000,2022-03-24 00:00:00,SOUL/USDT,1.1249,1.2494,1.1187,1.2097,1170669.94651539,1406720.93751657698
1647993600,2022-03-23 00:00:00,SOUL/USDT,1.1108,1.1495,1.1075,1.1248,494380.1302992,556654.586938867924
1647907200,2022-03-22 00:00:00,SOUL/USDT,1.1148,1.1546,1.0804,1.1107,823827.13907094,925067.685731549625
1647820800,2022-03-21 00:00:00,SOUL/USDT,1.153,1.158,1.0915,1.1156,548171.51629592,617860.464300526016
1647734400,2022-03-20 00:00:00,SOUL/USDT,1.1867,1.1911,1.1,1.1512,722923.27876313,824261.654309086646
1647648000,2022-03-19 00:00:00,SOUL/USDT,1.0629,1.2,1.0299,1.1867,1523335.75538862,1723944.93344210016
1647561600,2022-03-18 00:00:00,SOUL/USDT,1.0509,1.097,0.99,1.0629,976852.47948476,1018413.040856035529
1647475200,2022-03-17 00:00:00,SOUL/USDT,1.1015,1.127,1.0475,1.0508,697405.01604787,761216.610955965463
1647388800,2022-03-16 00:00:00,SOUL/USDT,0.9637,1.22,0.9525,1.1015,1934284.72943299,2033419.066488723408
1647302400,2022-03-15 00:00:00,SOUL/USDT,0.99,1.0077,0.9123,0.9647,610391.4326102,578321.545319676969
1647216000,2022-03-14 00:00:00,SOUL/USDT,0.9024,1.0274,0.9,0.9879,733130.35618378,704010.666448188998
1647129600,2022-03-13 00:00:00,SOUL/USDT,0.9229,0.9711,0.9,0.9061,614337.20800559,570711.004751648588
1647043200,2022-03-12 00:00:00,SOUL/USDT,1.0305,1.0388,0.8945,0.9211,866822.77441796,827128.578592000927
1646956800,2022-03-11 00:00:00,SOUL/USDT,1.0779,1.0944,1,1.0309,972193.62717794,1006553.039426090532
1646870400,2022-03-10 00:00:00,SOUL/USDT,1.1899,1.1916,1.0571,1.0779,1148712.39058639,1256914.234462577351
1646784000,2022-03-09 00:00:00,SOUL/USDT,1.0954,1.24,1.0916,1.1919,769212.32810593,916876.614248435374
1646697600,2022-03-08 00:00:00,SOUL/USDT,1.1202,1.1626,1.072,1.0947,536424.62879141,598553.62300981706
1646611200,2022-03-07 00:00:00,SOUL/USDT,1.1958,1.2053,1.0777,1.1193,991685.25388788,1121423.99291140659
1646524800,2022-03-06 00:00:00,SOUL/USDT,1.2215,1.2548,1.18,1.1946,415239.26606603,503878.305868266386
1646438400,2022-03-05 00:00:00,SOUL/USDT,1.2054,1.2574,1.16,1.2212,597678.11949991,723338.454743556061
1646352000,2022-03-04 00:00:00,SOUL/USDT,1.3081,1.3286,1.18,1.2028,697165.65029436,886600.579224054218
1646265600,2022-03-03 00:00:00,SOUL/USDT,1.3322,1.3688,1.26,1.3067,730786.07648714,959035.756031901095
1646179200,2022-03-02 00:00:00,SOUL/USDT,1.4182,1.4309,1.3,1.33,1378998.40486724,1872110.634079248378
1646092800,2022-03-01 00:00:00,SOUL/USDT,1.4457,1.497,1.3663,1.4182,1460273.18650032,2070516.662669559958
1646006400,2022-02-28 00:00:00,SOUL/USDT,1.2446,1.45,1.2,1.4457,1228975.27005831,1628518.736377099181
1645920000,2022-02-27 00:00:00,SOUL/USDT,1.3553,1.3899,1.2,1.2452,942306.48669621,1217345.065808772544
1645833600,2022-02-26 00:00:00,SOUL/USDT,1.3584,1.4562,1.313,1.3567,674131.95077913,932833.434466691364
1645747200,2022-02-25 00:00:00,SOUL/USDT,1.2458,1.3936,1.1717,1.3567,1397775.60046104,1797904.776353623622
1645660800,2022-02-24 00:00:00,SOUL/USDT,1.3014,1.3347,1.06,1.2458,2625146.855182,3076529.588800025297
1645574400,2022-02-23 00:00:00,SOUL/USDT,1.3953,1.5288,1.3,1.3021,1305872.12552271,1848846.2681426159
1645488000,2022-02-22 00:00:00,SOUL/USDT,1.3052,1.4011,1.2,1.3953,1414222.96382115,1852475.542610822654
1645401600,2022-02-21 00:00:00,SOUL/USDT,1.4395,1.5712,1.2937,1.3034,1481305.86642122,2134779.826691599151
1645315200,2022-02-20 00:00:00,SOUL/USDT,1.5268,1.5345,1.325,1.4395,1161521.98507273,1648543.336198416403
1645228800,2022-02-19 00:00:00,SOUL/USDT,1.5509,1.6572,1.5046,1.5277,902444.28579022,1413099.386447294871
1645142400,2022-02-18 00:00:00,SOUL/USDT,1.6831,1.7429,1.5256,1.5523,1061475.6247651,1738205.622738581685
1645056000,2022-02-17 00:00:00,SOUL/USDT,1.9363,1.9776,1.6258,1.6874,1511904.35165533,2665629.719867392833
1644969600,2022-02-16 00:00:00,SOUL/USDT,1.9716,2.0202,1.88,1.9361,1068883.07383228,2080713.328669727611
1644883200,2022-02-15 00:00:00,SOUL/USDT,1.7271,2.0387,1.7184,1.9716,1988808.86069791,3787971.864491061848
1644796800,2022-02-14 00:00:00,SOUL/USDT,1.6485,1.8405,1.6112,1.7277,1274963.73999011,2167767.924476178254
1644710400,2022-02-13 00:00:00,SOUL/USDT,1.7985,1.8734,1.6155,1.6476,978052.83583652,1719441.538364141381
1644624000,2022-02-12 00:00:00,SOUL/USDT,1.842,1.94,1.7,1.7977,1447578.92548216,2603155.018034267997
1644537600,2022-02-11 00:00:00,SOUL/USDT,2.1995,2.2399,1.772,1.8469,1836208.20224623,3726650.439853512309
1644451200,2022-02-10 00:00:00,SOUL/USDT,2.141,2.4427,1.95,2.1989,2333984.04469501,5045623.788122450679
1644364800,2022-02-09 00:00:00,SOUL/USDT,2.2692,2.3421,2.0951,2.1376,1489148.70974919,3287225.169277553934
1644278400,2022-02-08 00:00:00,SOUL/USDT,2.1863,2.3574,1.9655,2.2663,2343128.92790112,5024863.763360038804
1644192000,2022-02-07 00:00:00,SOUL/USDT,1.8619,2.2802,1.7989,2.1824,2117851.15629464,4405721.095038094742
1644105600,2022-02-06 00:00:00,SOUL/USDT,1.8645,1.9599,1.7082,1.8648,1550896.30868723,2825947.548402177481
1644019200,2022-02-05 00:00:00,SOUL/USDT,1.5622,1.93,1.5412,1.8645,2099548.97231748,3705858.269339593606
