https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GRT,Volume EUR
1660694400,2022-08-17 00:00:00,GRT/EUR,0.12942,0.13190,0.11956,0.12051,280306.28859592,33779.71083869432
1660608000,2022-08-16 00:00:00,GRT/EUR,0.13267,0.13381,0.12700,0.12930,234387.29858610,30306.27770718273
1660521600,2022-08-15 00:00:00,GRT/EUR,0.13992,0.14089,0.12967,0.12967,214933.30302450,27870.401403186916
1660435200,2022-08-14 00:00:00,GRT/EUR,0.14389,0.14557,0.13454,0.13696,81902.32763536,11217.342792938905
1660348800,2022-08-13 00:00:00,GRT/EUR,0.14372,0.14632,0.13894,0.14067,110964.99542465,15609.445906385514
1660262400,2022-08-12 00:00:00,GRT/EUR,0.13925,0.14199,0.13468,0.14198,55988.48242747,7949.244735052191
1660176000,2022-08-11 00:00:00,GRT/EUR,0.14246,0.14434,0.13707,0.13783,158343.62849211,21824.502315067522
1660089600,2022-08-10 00:00:00,GRT/EUR,0.13671,0.14131,0.13257,0.14119,194787.25369211,27502.012348789016
1660003200,2022-08-09 00:00:00,GRT/EUR,0.14579,0.18000,0.13340,0.13901,236964.22004619,32940.39622862087
1659916800,2022-08-08 00:00:00,GRT/EUR,0.12638,0.15441,0.12638,0.14627,709705.06523173,103808.55989144515
1659830400,2022-08-07 00:00:00,GRT/EUR,0.12377,0.12858,0.12333,0.12585,110374.50853645,13890.631899312231
1659744000,2022-08-06 00:00:00,GRT/EUR,0.12663,0.13062,0.12521,0.12521,89720.55271711,11233.910405709341
1659657600,2022-08-05 00:00:00,GRT/EUR,0.11797,0.13059,0.11751,0.12714,300976.30671201,38266.12763536495
1659571200,2022-08-04 00:00:00,GRT/EUR,0.11737,0.12364,0.11512,0.11640,226685.33981979,26386.173555023557
1659484800,2022-08-03 00:00:00,GRT/EUR,0.11565,0.12175,0.11296,0.11960,203940.19650076,24391.247501490896
1659398400,2022-08-02 00:00:00,GRT/EUR,0.12216,0.12216,0.11186,0.11775,225101.73139366,26505.728871603464
1659312000,2022-08-01 00:00:00,GRT/EUR,0.12661,0.12932,0.11879,0.12015,229518.31505625,27576.62555400844
1659225600,2022-07-31 00:00:00,GRT/EUR,0.13119,0.13733,0.12492,0.12614,222062.59640805,28010.975910911427
1659139200,2022-07-30 00:00:00,GRT/EUR,0.12716,0.14249,0.12351,0.12820,244911.29035932,31397.627424064827
1659052800,2022-07-29 00:00:00,GRT/EUR,0.11651,0.13618,0.11508,0.12573,261484.97220886,32876.505555819975
1658966400,2022-07-28 00:00:00,GRT/EUR,0.10906,0.11542,0.10628,0.11274,208042.35074242,23454.694622700434
1658880000,2022-07-27 00:00:00,GRT/EUR,0.09638,0.10790,0.09329,0.10790,243129.17833982,26233.638342866576
1658793600,2022-07-26 00:00:00,GRT/EUR,0.09268,0.09541,0.09244,0.09540,139150.71783797,13274.978481742339
1658707200,2022-07-25 00:00:00,GRT/EUR,0.10268,0.10268,0.09335,0.09335,146840.49420881,13707.560134392414
1658620800,2022-07-24 00:00:00,GRT/EUR,0.10382,0.10589,0.10284,0.10391,52104.82735542,5414.212610501692
1658534400,2022-07-23 00:00:00,GRT/EUR,0.10267,0.10628,0.10000,0.10554,25743.19138445,2716.936418714853
1658448000,2022-07-22 00:00:00,GRT/EUR,0.10599,0.11366,0.10173,0.10278,134762.45650608,13850.885279694901
1658361600,2022-07-21 00:00:00,GRT/EUR,0.10200,0.10740,0.10000,0.10415,219763.47157367,22888.36556439773
1658275200,2022-07-20 00:00:00,GRT/EUR,0.11167,0.11686,0.10780,0.10883,55517.57628882,6041.97782751228
1658188800,2022-07-19 00:00:00,GRT/EUR,0.11004,0.11312,0.10551,0.11204,160248.80616126,17954.27624230757
1658102400,2022-07-18 00:00:00,GRT/EUR,0.09991,0.11285,0.09991,0.10910,267457.46736722,29179.6096897637
1658016000,2022-07-17 00:00:00,GRT/EUR,0.10058,0.10205,0.09728,0.09887,203696.73043931,20139.495738534577
1657929600,2022-07-16 00:00:00,GRT/EUR,0.09775,0.10156,0.09569,0.09993,42487.11265508,4245.737167622145
1657843200,2022-07-15 00:00:00,GRT/EUR,0.09466,0.09900,0.09466,0.09769,53337.79288244,5210.568986685564
1657756800,2022-07-14 00:00:00,GRT/EUR,0.09389,0.09647,0.08996,0.09458,157725.05547442,14917.635746770642
1657670400,2022-07-13 00:00:00,GRT/EUR,0.08600,0.09391,0.08600,0.09391,172884.72448881,16235.604476744145
1657584000,2022-07-12 00:00:00,GRT/EUR,0.09114,0.09379,0.08848,0.08856,128453.43760693,11375.836434469722
1657497600,2022-07-11 00:00:00,GRT/EUR,0.09660,0.09846,0.09095,0.09096,120340.53497807,10946.175061605247
1657411200,2022-07-10 00:00:00,GRT/EUR,0.10215,0.10391,0.09787,0.09821,45772.43398977,4495.310742135312
1657324800,2022-07-09 00:00:00,GRT/EUR,0.09914,0.10815,0.09882,0.10604,44181.37587199,4684.993097465819
1657238400,2022-07-08 00:00:00,GRT/EUR,0.10138,0.10320,0.09716,0.09874,178649.53336365,17639.8549243268
1657152000,2022-07-07 00:00:00,GRT/EUR,0.09869,0.10184,0.09748,0.10022,189597.05307487,19001.41665916347
1657065600,2022-07-06 00:00:00,GRT/EUR,0.09559,0.09713,0.09315,0.09712,77265.48072794,7504.023488297533
1656979200,2022-07-05 00:00:00,GRT/EUR,0.09452,0.09637,0.08994,0.09508,363099.58205534,34523.50826182173
1656892800,2022-07-04 00:00:00,GRT/EUR,0.08876,0.09437,0.08806,0.09437,102789.55444397,9700.25025287745
1656806400,2022-07-03 00:00:00,GRT/EUR,0.08896,0.09097,0.08770,0.09045,42335.75436642,3829.268982442689
1656720000,2022-07-02 00:00:00,GRT/EUR,0.08857,0.09190,0.08660,0.09190,128705.35173968,11828.021824876592
1656633600,2022-07-01 00:00:00,GRT/EUR,0.09302,0.09306,0.08657,0.08871,278904.68233980,24741.634370363656
1656547200,2022-06-30 00:00:00,GRT/EUR,0.08943,0.09125,0.08625,0.09125,350603.07778639,31992.530848008086
1656460800,2022-06-29 00:00:00,GRT/EUR,0.09530,0.09658,0.08927,0.08938,179370.88396630,16032.169608907894
1656374400,2022-06-28 00:00:00,GRT/EUR,0.10224,0.10349,0.09405,0.09434,179670.76086414,16950.139579922965
1656288000,2022-06-27 00:00:00,GRT/EUR,0.10335,0.10777,0.10169,0.10200,163333.67651676,16660.03500470952
1656201600,2022-06-26 00:00:00,GRT/EUR,0.10964,0.11684,0.10273,0.10278,231787.83453189,23823.153633187652
1656115200,2022-06-25 00:00:00,GRT/EUR,0.10886,0.11289,0.10446,0.11024,265884.40281813,29311.09656667065
1656028800,2022-06-24 00:00:00,GRT/EUR,0.10685,0.11213,0.10402,0.11115,385349.02445021,42831.54406764084
1655942400,2022-06-23 00:00:00,GRT/EUR,0.09942,0.10802,0.09938,0.10617,100816.55376897,10703.693513651546
1655856000,2022-06-22 00:00:00,GRT/EUR,0.10320,0.10451,0.09794,0.10015,166427.04003353,16667.66805935803
1655769600,2022-06-21 00:00:00,GRT/EUR,0.09830,0.11124,0.09828,0.10366,188022.39493578,19490.401459042954
1655683200,2022-06-20 00:00:00,GRT/EUR,0.09828,0.10245,0.09340,0.09877,99606.24342955,9838.108663536654
1655596800,2022-06-19 00:00:00,GRT/EUR,0.09528,0.09914,0.08937,0.09842,176860.50277530,17406.610683145023
1655510400,2022-06-18 00:00:00,GRT/EUR,0.09162,0.09510,0.08498,0.09371,200951.38389873,18831.15418514999
1655424000,2022-06-17 00:00:00,GRT/EUR,0.09139,0.09628,0.09139,0.09395,78564.02687300,7381.09032471835
1655337600,2022-06-16 00:00:00,GRT/EUR,0.10847,0.10861,0.08988,0.08988,66235.79811344,5953.273534435988
1655251200,2022-06-15 00:00:00,GRT/EUR,0.09921,0.10737,0.08630,0.10660,360790.93323930,38460.31348330938
1655164800,2022-06-14 00:00:00,GRT/EUR,0.10185,0.10643,0.09670,0.10015,243150.96754832,24351.56939996425
1655078400,2022-06-13 00:00:00,GRT/EUR,0.10505,0.10852,0.09143,0.10148,482753.88764257,48989.864517968
1654992000,2022-06-12 00:00:00,GRT/EUR,0.11756,0.11756,0.10500,0.11278,278578.71401142,31418.107366207947
1654905600,2022-06-11 00:00:00,GRT/EUR,0.12955,0.13371,0.11415,0.11875,459662.51387120,54584.923522205
1654819200,2022-06-10 00:00:00,GRT/EUR,0.13985,0.13988,0.12899,0.13009,107028.07763825,13923.282619959944
1654732800,2022-06-09 00:00:00,GRT/EUR,0.13875,0.14199,0.13425,0.13902,104680.64994544,14552.70395541507
1654646400,2022-06-08 00:00:00,GRT/EUR,0.14372,0.14445,0.13885,0.13911,149742.96955245,20830.744494441322
1654560000,2022-06-07 00:00:00,GRT/EUR,0.14371,0.14710,0.13655,0.14591,147907.75459451,21581.220472884957
1654473600,2022-06-06 00:00:00,GRT/EUR,0.14740,0.15710,0.14432,0.14771,170113.72793724,25127.49875360972
1654387200,2022-06-05 00:00:00,GRT/EUR,0.15241,0.15986,0.14600,0.14801,72531.36934770,10735.367977153079
1654300800,2022-06-04 00:00:00,GRT/EUR,0.13607,0.16280,0.13607,0.15415,396901.75845304,61182.40606553612
1654214400,2022-06-03 00:00:00,GRT/EUR,0.14137,0.14173,0.13292,0.13760,90136.35519877,12402.762475350753
1654128000,2022-06-02 00:00:00,GRT/EUR,0.13767,0.14175,0.13260,0.14175,249103.89338109,35310.4768867695
1654041600,2022-06-01 00:00:00,GRT/EUR,0.15358,0.15358,0.13477,0.13807,618370.65955744,85378.43696509574
1653955200,2022-05-31 00:00:00,GRT/EUR,0.14588,0.15309,0.13942,0.15121,689287.55600499,104227.17134351455
1653868800,2022-05-30 00:00:00,GRT/EUR,0.13215,0.14615,0.13215,0.14540,370111.89027331,53814.26884573928
1653782400,2022-05-29 00:00:00,GRT/EUR,0.12772,0.13200,0.12610,0.13191,302291.00285137,39875.20618612422
1653696000,2022-05-28 00:00:00,GRT/EUR,0.12803,0.13219,0.12360,0.12687,68835.21902989,8733.124238322145
1653609600,2022-05-27 00:00:00,GRT/EUR,0.12910,0.13293,0.12370,0.12980,142290.27659707,18469.277902299687
1653523200,2022-05-26 00:00:00,GRT/EUR,0.14268,0.14279,0.12458,0.12999,569550.70168086,74035.89571149499
1653436800,2022-05-25 00:00:00,GRT/EUR,0.14394,0.14700,0.13987,0.14262,291710.10166701,41603.694699748965
1653350400,2022-05-24 00:00:00,GRT/EUR,0.14698,0.15041,0.13591,0.14501,245686.48293545,35626.99689046961
1653264000,2022-05-23 00:00:00,GRT/EUR,0.15384,0.16156,0.14392,0.14414,361657.93028308,52129.37407100314
1653177600,2022-05-22 00:00:00,GRT/EUR,0.15016,0.15838,0.14761,0.15070,157413.07492457,23722.1503911327
1653091200,2022-05-21 00:00:00,GRT/EUR,0.14255,0.15227,0.14187,0.14941,195609.55510677,29226.023628502506
1653004800,2022-05-20 00:00:00,GRT/EUR,0.15109,0.15355,0.14000,0.14359,299987.88630884,43075.260595086336
1652918400,2022-05-19 00:00:00,GRT/EUR,0.15114,0.15673,0.14196,0.15210,356743.44250576,54260.677605126104
1652832000,2022-05-18 00:00:00,GRT/EUR,0.17442,0.17442,0.14921,0.14923,254107.72091315,37920.49519186938
1652745600,2022-05-17 00:00:00,GRT/EUR,0.17331,0.18237,0.16000,0.16993,318511.77422027,54124.705793250476
1652659200,2022-05-16 00:00:00,GRT/EUR,0.18576,0.18681,0.16417,0.16486,256394.93888949,42269.26962532132
1652572800,2022-05-15 00:00:00,GRT/EUR,0.17974,0.19800,0.17908,0.19148,391261.45544008,74918.74348766652
1652486400,2022-05-14 00:00:00,GRT/EUR,0.14550,0.18200,0.13910,0.18200,490113.98260682,89200.74483444124
1652400000,2022-05-13 00:00:00,GRT/EUR,0.13125,0.15938,0.13125,0.14406,291071.69146321,41931.78787219003
1652313600,2022-05-12 00:00:00,GRT/EUR,0.15085,0.15616,0.11003,0.13044,624291.01443191,81432.51992249834
1652227200,2022-05-11 00:00:00,GRT/EUR,0.23676,0.24160,0.13654,0.14459,992250.34333872,143469.47714334552
1652140800,2022-05-10 00:00:00,GRT/EUR,0.22325,0.25309,0.21608,0.22403,511657.56854943,114626.6450821288
1652054400,2022-05-09 00:00:00,GRT/EUR,0.28506,0.29135,0.22344,0.22344,870797.95850104,194571.09584747237
1651968000,2022-05-08 00:00:00,GRT/EUR,0.27612,0.29400,0.26992,0.28548,249539.29886024,71238.47903862131
1651881600,2022-05-07 00:00:00,GRT/EUR,0.28400,0.28670,0.27550,0.27780,34904.40171456,9696.442796304767
1651795200,2022-05-06 00:00:00,GRT/EUR,0.28443,0.28466,0.26730,0.28206,371735.12864972,104851.61038694001
1651708800,2022-05-05 00:00:00,GRT/EUR,0.32428,0.32538,0.27500,0.28658,363253.10537161,104101.074937396
1651622400,2022-05-04 00:00:00,GRT/EUR,0.30546,0.32762,0.29493,0.32406,269431.63955255,87312.01711339936
1651536000,2022-05-03 00:00:00,GRT/EUR,0.29571,0.31773,0.29278,0.30417,223560.69125118,68000.45545787142
1651449600,2022-05-02 00:00:00,GRT/EUR,0.30077,0.30347,0.28411,0.29150,186217.71219488,54282.46310480752
1651363200,2022-05-01 00:00:00,GRT/EUR,0.29427,0.30799,0.28751,0.29882,165793.87151538,49542.52468622584
1651276800,2022-04-30 00:00:00,GRT/EUR,0.33214,0.34000,0.28100,0.29029,325593.74896342,94516.60938659118
1651190400,2022-04-29 00:00:00,GRT/EUR,0.34108,0.34363,0.31984,0.32955,358588.59028785,118172.86992936097
1651104000,2022-04-28 00:00:00,GRT/EUR,0.34624,0.38501,0.34000,0.34000,616264.73510816,209530.0099367744
1651017600,2022-04-27 00:00:00,GRT/EUR,0.31794,0.35027,0.31793,0.34755,263455.05221342,91563.80339677412
1650931200,2022-04-26 00:00:00,GRT/EUR,0.33632,0.38134,0.31701,0.31908,1016912.54218445,324476.4539602143
1650844800,2022-04-25 00:00:00,GRT/EUR,0.32918,0.33600,0.30388,0.33600,350528.45093288,117777.55951344769
1650758400,2022-04-24 00:00:00,GRT/EUR,0.32826,0.33600,0.32164,0.33329,117997.51276829,39327.391030543375
1650672000,2022-04-23 00:00:00,GRT/EUR,0.32915,0.33132,0.31982,0.32574,147700.25223224,48111.88016212985
1650585600,2022-04-22 00:00:00,GRT/EUR,0.32557,0.33790,0.32300,0.32718,207535.87888133,67901.58885239356
1650499200,2022-04-21 00:00:00,GRT/EUR,0.33544,0.36350,0.32431,0.32695,812056.53875394,265501.8853456007
1650412800,2022-04-20 00:00:00,GRT/EUR,0.33457,0.35089,0.32716,0.33300,483586.36608570,161034.2599065381
1650326400,2022-04-19 00:00:00,GRT/EUR,0.33681,0.34220,0.33028,0.33412,213970.31287292,71491.76093710003
1650240000,2022-04-18 00:00:00,GRT/EUR,0.32136,0.33600,0.30910,0.33600,116673.87274561,39202.421242524964
1650153600,2022-04-17 00:00:00,GRT/EUR,0.33684,0.34167,0.32341,0.32415,25627.19921569,8307.056625765914
1650067200,2022-04-16 00:00:00,GRT/EUR,0.34029,0.34037,0.33000,0.33705,41113.00266483,13857.137548180952
1649980800,2022-04-15 00:00:00,GRT/EUR,0.33713,0.34213,0.33313,0.34036,73777.31935171,25110.848414548014
1649894400,2022-04-14 00:00:00,GRT/EUR,0.35700,0.35700,0.32999,0.33676,95189.64328172,32056.064271552026
1649808000,2022-04-13 00:00:00,GRT/EUR,0.34512,0.35479,0.33592,0.35403,134926.06317975,47767.87414752689
1649721600,2022-04-12 00:00:00,GRT/EUR,0.31938,0.34446,0.31938,0.34082,102379.27453247,34892.90434615642
1649635200,2022-04-11 00:00:00,GRT/EUR,0.35000,0.35427,0.31500,0.31919,250039.96392229,79810.25608435573
1649548800,2022-04-10 00:00:00,GRT/EUR,0.37376,0.37591,0.35445,0.35666,83132.77489305,29650.13549335521
1649462400,2022-04-09 00:00:00,GRT/EUR,0.36396,0.37518,0.36084,0.37461,35825.07613946,13420.43177260311
1649376000,2022-04-08 00:00:00,GRT/EUR,0.39422,0.39734,0.35838,0.36081,201641.89268946,72754.41130128407
1649289600,2022-04-07 00:00:00,GRT/EUR,0.38234,0.40002,0.37469,0.39895,80642.38672348,32172.280183332346
1649203200,2022-04-06 00:00:00,GRT/EUR,0.41500,0.42538,0.37700,0.37798,195402.75804635,73858.33448635937
1649116800,2022-04-05 00:00:00,GRT/EUR,0.45222,0.45555,0.42000,0.42170,243037.34515151,102488.84845039177
1649030400,2022-04-04 00:00:00,GRT/EUR,0.46666,0.46773,0.42770,0.44929,482611.47932035,216832.51154384005
1648944000,2022-04-03 00:00:00,GRT/EUR,0.47222,0.48048,0.44851,0.46779,256600.56139333,120035.17661418584
1648857600,2022-04-02 00:00:00,GRT/EUR,0.44658,0.49825,0.44171,0.46968,606072.87497602,284660.30791873706
1648771200,2022-04-01 00:00:00,GRT/EUR,0.42500,0.44820,0.39469,0.43696,453482.88041034,198153.87942410217
1648684800,2022-03-31 00:00:00,GRT/EUR,0.43073,0.47407,0.41900,0.42400,648163.41225970,274821.2867981128
1648598400,2022-03-30 00:00:00,GRT/EUR,0.43930,0.44725,0.41315,0.43082,397891.18196671,171419.479014898
1648512000,2022-03-29 00:00:00,GRT/EUR,0.39549,0.44666,0.39549,0.43933,682657.18834482,299911.7825555298
1648425600,2022-03-28 00:00:00,GRT/EUR,0.38963,0.44343,0.38963,0.39383,825505.86416712,325108.97448493686
