https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume WNXM,Volume USDT
1663459200,2022-09-18 00:00:00,WNXM/USDT,15.9041,15.9563,15.9015,15.906,17.5212,278.62206381
1663372800,2022-09-17 00:00:00,WNXM/USDT,15.5,16.0838,15.4849,15.9818,564.3725,8904.32543666
1663286400,2022-09-16 00:00:00,WNXM/USDT,15.4903,15.6808,15.2,15.4782,462.6024,7123.44761497
1663200000,2022-09-15 00:00:00,WNXM/USDT,16.2421,16.4312,15.413,15.582,688.1163,10971.6824576
1663113600,2022-09-14 00:00:00,WNXM/USDT,15.8136,16.8626,15.8135,16.304,1465.4818,23853.56903112
1663027200,2022-09-13 00:00:00,WNXM/USDT,17.0851,17.1764,15.7879,15.8135,1765.9146,29153.36924643
1662940800,2022-09-12 00:00:00,WNXM/USDT,17.4198,17.5437,16.6721,17.0424,1243.2408,21359.22903553
1662854400,2022-09-11 00:00:00,WNXM/USDT,17.0065,17.804,16.7605,17.4246,1711.0405,29609.76564367
1662768000,2022-09-10 00:00:00,WNXM/USDT,17.0403,17.4203,16.7028,17.0001,1230.0114,20981.17271275
1662681600,2022-09-09 00:00:00,WNXM/USDT,16.1235,17.4203,16.1234,17.0403,2330.8056,39429.5594816
1662595200,2022-09-08 00:00:00,WNXM/USDT,15.8871,16.895,15.658,16.1235,1766.1039,28710.54915294
1662508800,2022-09-07 00:00:00,WNXM/USDT,15.4265,16.2989,14.9035,16.023,1632.7,25643.11394704
1662422400,2022-09-06 00:00:00,WNXM/USDT,16.2477,16.4,15.3181,15.4368,860.0271,13709.0088288
1662336000,2022-09-05 00:00:00,WNXM/USDT,16.1457,16.3255,15.792,16.1405,671.9156,10771.1746155
1662249600,2022-09-04 00:00:00,WNXM/USDT,15.9135,16.25,15.7154,16.1457,720.559,11566.08095144
1662163200,2022-09-03 00:00:00,WNXM/USDT,16.3079,16.5746,15.59,15.9048,1300.976,20834.55402414
1662076800,2022-09-02 00:00:00,WNXM/USDT,15.9605,16.4312,15.572,16.4107,1439.9406,23058.64146198
1661990400,2022-09-01 00:00:00,WNXM/USDT,15.3181,17.6,15.261,15.9605,5022.3456,82894.9398675
1661904000,2022-08-31 00:00:00,WNXM/USDT,15.7046,16.258,15.3051,15.3262,2195.4788,34525.33703673
1661817600,2022-08-30 00:00:00,WNXM/USDT,15.5516,16.7628,15.2,15.7944,4520.4481,72844.37118007
1661731200,2022-08-29 00:00:00,WNXM/USDT,15,15.5516,14.8021,15.5513,1114.6955,16875.37124399
1661644800,2022-08-28 00:00:00,WNXM/USDT,15.0337,15.8243,14.8552,14.8855,1338.0335,20625.75879012
1661558400,2022-08-27 00:00:00,WNXM/USDT,15.2561,16.2337,14.8105,15.2377,2143.0517,33100.03567544
1661472000,2022-08-26 00:00:00,WNXM/USDT,17.2,17.4322,15.2442,15.2492,2155.7007,35576.76547073
1661385600,2022-08-25 00:00:00,WNXM/USDT,17.4148,17.5896,17.0104,17.288,1513.8298,26088.70919583
1661299200,2022-08-24 00:00:00,WNXM/USDT,17.6502,18.413,16.6604,17.3799,6919.124,121031.72028403
1661212800,2022-08-23 00:00:00,WNXM/USDT,21.9669,24.165,16.5768,17.7,15321.5505,292618.47682279
1661126400,2022-08-22 00:00:00,WNXM/USDT,24.2108,25.0027,21.1527,21.9669,5625.3939,130817.38702007
1661040000,2022-08-21 00:00:00,WNXM/USDT,16.8167,29.9641,16.4451,24.3666,32986.2266,800863.73585918
1660953600,2022-08-20 00:00:00,WNXM/USDT,16.366,17.3898,16.2631,16.7127,983.8327,16518.52525137
1660867200,2022-08-19 00:00:00,WNXM/USDT,17.8253,18.088,16.3661,16.3661,1780.0434,30366.93485219
1660780800,2022-08-18 00:00:00,WNXM/USDT,17.9415,18.088,16.8707,17.6891,2114.2639,37013.66885311
1660694400,2022-08-17 00:00:00,WNXM/USDT,17.6276,18.8501,17.6276,17.9415,2464.4989,44617.5389039
1660608000,2022-08-16 00:00:00,WNXM/USDT,18.1,18.1,16.8721,17.6296,2232.2844,38761.91755857
1660521600,2022-08-15 00:00:00,WNXM/USDT,18.32,18.6362,17.8961,18.1,399.5731,7269.89255816
1660435200,2022-08-14 00:00:00,WNXM/USDT,18.8573,18.9915,18.2035,18.3432,506.7873,9452.76332897
1660348800,2022-08-13 00:00:00,WNXM/USDT,19.1085,19.1117,18.601,18.8485,283.4048,5337.63732489
1660262400,2022-08-12 00:00:00,WNXM/USDT,18.7607,20.0231,18.3589,19.1085,1708.87,32907.69091285
1660176000,2022-08-11 00:00:00,WNXM/USDT,18.5329,19.36,18.377,18.8364,991.3058,18636.99663287
1660089600,2022-08-10 00:00:00,WNXM/USDT,18.023,19.2468,16.995,18.4646,2642.2986,47064.16119885
1660003200,2022-08-09 00:00:00,WNXM/USDT,19.0185,19.1086,17.5555,18.0231,1418.5658,25741.37669628
1659916800,2022-08-08 00:00:00,WNXM/USDT,19.2057,19.36,18.7519,18.8873,1090.8988,20948.40752153
1659830400,2022-08-07 00:00:00,WNXM/USDT,18.77,19.2272,18.5,19.1556,2163.1431,40655.3864994
1659744000,2022-08-06 00:00:00,WNXM/USDT,19.1703,19.9921,18.7652,18.77,1095.4521,21114.89975951
1659657600,2022-08-05 00:00:00,WNXM/USDT,18.1066,19.2961,18.1066,19.1145,1350.439,25440.4670434
1659571200,2022-08-04 00:00:00,WNXM/USDT,18.6149,18.8304,17.556,18.0016,1256.2813,22800.75929665
1659484800,2022-08-03 00:00:00,WNXM/USDT,18.2563,19.2352,17.8359,18.5658,1670.1661,31129.51857021
1659398400,2022-08-02 00:00:00,WNXM/USDT,18.5436,18.992,17.4106,18.2849,2493.0918,45509.64510859
1659312000,2022-08-01 00:00:00,WNXM/USDT,20.5109,21.3533,17.846,18.5436,3860.903,74131.06364674
1659225600,2022-07-31 00:00:00,WNXM/USDT,17.6755,24,17.6755,20.4,14753.0847,311495.78617517
1659139200,2022-07-30 00:00:00,WNXM/USDT,17.4625,18.3114,17.3271,17.6565,2657.2394,47308.06605142
1659052800,2022-07-29 00:00:00,WNXM/USDT,17.2794,21.0135,16.723,17.5615,13848.08485968,258014.931752921328
1658966400,2022-07-28 00:00:00,WNXM/USDT,15.279,23.8662,13.7767,17.3412,27003.0032146,523659.289023961743
