https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SUPER,Volume BTC
1663459200,2022-09-18 00:00:00,SUPER/BTC,0.000006818,0.000006839,0.000006778,0.000006802,52.9214,0.0003608128256
1663372800,2022-09-17 00:00:00,SUPER/BTC,0.000006649,0.000006849,0.000006573,0.00000682,10766.689,0.0721483315231
1663286400,2022-09-16 00:00:00,SUPER/BTC,0.000006593,0.000006692,0.00000654,0.0000066,13095.3338,0.0865329051964
1663200000,2022-09-15 00:00:00,SUPER/BTC,0.000006738,0.000006795,0.000006565,0.00000661,5604.7082,0.0373602520514
1663113600,2022-09-14 00:00:00,SUPER/BTC,0.000006701,0.000006846,0.000006618,0.00000674,10365.8682,0.0699671932947
1663027200,2022-09-13 00:00:00,SUPER/BTC,0.000006344,0.000006757,0.00000605,0.000006685,21327.4072,0.1363596127377
1662940800,2022-09-12 00:00:00,SUPER/BTC,0.000006567,0.00000663,0.000006317,0.000006349,19653.5578,0.126893190679
1662854400,2022-09-11 00:00:00,SUPER/BTC,0.00000667,0.000006873,0.000006541,0.000006624,7478.6624,0.0502098898209
1662768000,2022-09-10 00:00:00,SUPER/BTC,0.000006651,0.000006716,0.00000654,0.00000665,8221.7143,0.054411626302
1662681600,2022-09-09 00:00:00,SUPER/BTC,0.000007105,0.000007106,0.000006487,0.00000664,18463.4912,0.124566809856
1662595200,2022-09-08 00:00:00,SUPER/BTC,0.000006979,0.000007475,0.000006899,0.000007032,11224.4276,0.0799254441674
1662508800,2022-09-07 00:00:00,SUPER/BTC,0.000006905,0.000007021,0.000006804,0.000006992,16117.9933,0.1115137928722
1662422400,2022-09-06 00:00:00,SUPER/BTC,0.000007009,0.000007123,0.00000687,0.000006948,8320.7391,0.0579168660942
1662336000,2022-09-05 00:00:00,SUPER/BTC,0.000006985,0.000007065,0.000006923,0.000007,10785.1684,0.075274331317
1662249600,2022-09-04 00:00:00,SUPER/BTC,0.000006915,0.000006982,0.000006829,0.000006941,2943.7148,0.0203640505551
1662163200,2022-09-03 00:00:00,SUPER/BTC,0.000006924,0.000006989,0.000006851,0.000006929,2994.6215,0.0207431280859
1662076800,2022-09-02 00:00:00,SUPER/BTC,0.000006855,0.000006928,0.000006771,0.000006912,39719.2266,0.2720341529129
1661990400,2022-09-01 00:00:00,SUPER/BTC,0.000006807,0.000006911,0.000006748,0.000006849,7087.0079,0.0484691988344
1661904000,2022-08-31 00:00:00,SUPER/BTC,0.000006843,0.000006912,0.000006719,0.000006779,4556.1011,0.0310808862545
1661817600,2022-08-30 00:00:00,SUPER/BTC,0.000006923,0.000006997,0.000006787,0.000006851,11815.5819,0.0818701276428
1661731200,2022-08-29 00:00:00,SUPER/BTC,0.000006729,0.000007334,0.000006684,0.000006923,97000.2058,0.6743692739496
1661644800,2022-08-28 00:00:00,SUPER/BTC,0.000006601,0.0000077,0.000006518,0.000006748,139345.5763,0.9752306123502
1661558400,2022-08-27 00:00:00,SUPER/BTC,0.00000647,0.000007863,0.00000636,0.000006612,68604.1559,0.4783264171339
1661472000,2022-08-26 00:00:00,SUPER/BTC,0.00000663,0.000006675,0.0000064,0.000006444,21618.66,0.140794211029
1661385600,2022-08-25 00:00:00,SUPER/BTC,0.000006671,0.000006736,0.000006551,0.000006613,12628.2828,0.0836864451965
1661299200,2022-08-24 00:00:00,SUPER/BTC,0.000006574,0.000006723,0.000006488,0.000006643,20644.7528,0.1371551609985
1661212800,2022-08-23 00:00:00,SUPER/BTC,0.000006579,0.000006736,0.000006543,0.000006602,13061.7107,0.0863978629925
1661126400,2022-08-22 00:00:00,SUPER/BTC,0.000006723,0.000006723,0.000006391,0.000006579,29818.5405,0.1936418593511
1661040000,2022-08-21 00:00:00,SUPER/BTC,0.000006587,0.0000068,0.000006539,0.000006708,46979.1602,0.3140217517643
1660953600,2022-08-20 00:00:00,SUPER/BTC,0.000006676,0.000007009,0.000005963,0.00000659,87734.6078,0.5833344779927
1660867200,2022-08-19 00:00:00,SUPER/BTC,0.000006825,0.000006825,0.000006505,0.000006618,19152.7494,0.126893022838
1660780800,2022-08-18 00:00:00,SUPER/BTC,0.000006809,0.00000701,0.000006757,0.000006834,6393.5985,0.0441447541386
1660694400,2022-08-17 00:00:00,SUPER/BTC,0.000007128,0.000007195,0.000006758,0.000006784,15556.0177,0.1076755482392
1660608000,2022-08-16 00:00:00,SUPER/BTC,0.000007341,0.000007388,0.000007009,0.000007076,35892.9876,0.2555835946267
1660521600,2022-08-15 00:00:00,SUPER/BTC,0.000007292,0.000008361,0.000007255,0.000007315,59839.7812,0.4624828227377
1660435200,2022-08-14 00:00:00,SUPER/BTC,0.000007396,0.000007527,0.000007261,0.00000734,27481.6538,0.2042298070186
1660348800,2022-08-13 00:00:00,SUPER/BTC,0.000007535,0.00000758,0.000007395,0.000007426,41155.9363,0.3081111093004
1660262400,2022-08-12 00:00:00,SUPER/BTC,0.000007409,0.000007564,0.000007308,0.00000747,27671.4291,0.206546577311
1660176000,2022-08-11 00:00:00,SUPER/BTC,0.00000748,0.00000779,0.00000738,0.000007418,29177.6618,0.2198991942502
1660089600,2022-08-10 00:00:00,SUPER/BTC,0.000007505,0.00000762,0.000007328,0.000007503,80053.4399,0.5973304008939
1660003200,2022-08-09 00:00:00,SUPER/BTC,0.000007377,0.000007602,0.000007188,0.000007508,20872.1141,0.1533166744953
1659916800,2022-08-08 00:00:00,SUPER/BTC,0.000007647,0.000007813,0.000007282,0.000007388,6368.2107,0.0483246527717
1659830400,2022-08-07 00:00:00,SUPER/BTC,0.000007405,0.000007789,0.000007341,0.000007647,43529.2171,0.3284230629694
1659744000,2022-08-06 00:00:00,SUPER/BTC,0.000007649,0.000007649,0.00000734,0.000007411,6485.6065,0.0485781263852
1659657600,2022-08-05 00:00:00,SUPER/BTC,0.000007126,0.000008019,0.000007038,0.000007649,265257.4023,2.0409826206705
1659571200,2022-08-04 00:00:00,SUPER/BTC,0.000007147,0.000007296,0.000007027,0.000007087,37307.0643,0.267129679866
1659484800,2022-08-03 00:00:00,SUPER/BTC,0.000007169,0.000007315,0.000006929,0.000007108,67923.7463,0.4838400474424
1659398400,2022-08-02 00:00:00,SUPER/BTC,0.000007068,0.000007371,0.000006819,0.000007062,22507.0464,0.1586271896701
1659312000,2022-08-01 00:00:00,SUPER/BTC,0.000007149,0.00000733,0.000006994,0.000007086,15401.1163,0.1105274928003
1659225600,2022-07-31 00:00:00,SUPER/BTC,0.000007034,0.000007419,0.00000699,0.000007149,40262.4498,0.2933679016226
1659139200,2022-07-30 00:00:00,SUPER/BTC,0.000007324,0.000007644,0.000006943,0.00000704,62034.0052,0.4491301609077
1659052800,2022-07-29 00:00:00,SUPER/BTC,0.000006786,0.00000934,0.00000657,0.000007277,206112.6598,1.5541883753569
1658966400,2022-07-28 00:00:00,SUPER/BTC,0.000006648,0.000006988,0.00000651,0.000006766,14511.7071,0.098231220798
1658880000,2022-07-27 00:00:00,SUPER/BTC,0.00000673,0.000007128,0.00000654,0.0000067,49168.6526,0.3397460404854
1658793600,2022-07-26 00:00:00,SUPER/BTC,0.00000656,0.00000713,0.000006391,0.000006806,51582.7547,0.3453475683708
1658707200,2022-07-25 00:00:00,SUPER/BTC,0.000007035,0.000007089,0.000006539,0.0000066,11130.2517,0.0749081162134
1658620800,2022-07-24 00:00:00,SUPER/BTC,0.000007083,0.000007371,0.000006888,0.000007058,42030.6448,0.2983437455746
1658534400,2022-07-23 00:00:00,SUPER/BTC,0.000007402,0.000008551,0.000006982,0.00000708,166757.6617,1.2782770292236
1658448000,2022-07-22 00:00:00,SUPER/BTC,0.000006037,0.000008467,0.000005994,0.000007366,438441.6034192,3.33259745927201046
1658361600,2022-07-21 00:00:00,SUPER/BTC,0.0000058,0.000006079,0.000005662,0.000005994,4897.4836,0.0289007049117
1658275200,2022-07-20 00:00:00,SUPER/BTC,0.000006226,0.000006386,0.000005774,0.000005794,53977.7011,0.3321588876108
1658188800,2022-07-19 00:00:00,SUPER/BTC,0.000006475,0.000006735,0.000006226,0.000006226,13144.9794,0.0848562466863
1658102400,2022-07-18 00:00:00,SUPER/BTC,0.00000646,0.000006658,0.000006323,0.000006474,21738.5705,0.1414102098093
1658016000,2022-07-17 00:00:00,SUPER/BTC,0.000006468,0.000006606,0.00000619,0.000006391,27131.1139,0.1723966575974
1657929600,2022-07-16 00:00:00,SUPER/BTC,0.00000625,0.000006519,0.000006071,0.000006519,8591.1167,0.0534059249219
1657843200,2022-07-15 00:00:00,SUPER/BTC,0.000006318,0.00000664,0.00000612,0.000006211,7029.2458,0.0443410444861
1657756800,2022-07-14 00:00:00,SUPER/BTC,0.00000604,0.000006767,0.000005935,0.000006339,61603.4335,0.3826287127841
1657670400,2022-07-13 00:00:00,SUPER/BTC,0.000005929,0.000006209,0.000005771,0.000006057,16397.764,0.0980129341618
