https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume NEAR,Volume USDT
1663459200,2022-09-18 00:00:00,NEAR/USDT,4.3818,4.3857,4.3346,4.3715,21362.46926366,93169.601216878021
1663372800,2022-09-17 00:00:00,NEAR/USDT,4.205,4.3924,4.2035,4.3799,723815.63667464,3109816.457659053013
1663286400,2022-09-16 00:00:00,NEAR/USDT,4.1848,4.2497,4.0923,4.2052,646451.20028283,2703419.862956951195
1663200000,2022-09-15 00:00:00,NEAR/USDT,4.5062,4.5176,4.1303,4.1846,1048640.41459847,4523455.192768963444
1663113600,2022-09-14 00:00:00,NEAR/USDT,4.4194,4.5478,4.3327,4.5072,1465816.93575118,6536892.419411930808
1663027200,2022-09-13 00:00:00,NEAR/USDT,5.0931,5.0961,4.4029,4.4204,2449998.65675807,11619380.208395457594
1662940800,2022-09-12 00:00:00,NEAR/USDT,4.8964,5.2759,4.7104,5.0942,2460655.61019315,12355784.57486387516
1662854400,2022-09-11 00:00:00,NEAR/USDT,4.8136,5.0444,4.6266,4.8956,1176840.43011152,5690839.148952856654
1662768000,2022-09-10 00:00:00,NEAR/USDT,4.8124,4.91,4.6534,4.8133,1105130.36618755,5273356.578263187282
1662681600,2022-09-09 00:00:00,NEAR/USDT,4.6883,4.9014,4.6121,4.8117,1483046.98597035,7075741.80238589488
1662595200,2022-09-08 00:00:00,NEAR/USDT,4.3769,4.712,4.3769,4.6895,2003999.20683387,9058557.970419209472
1662508800,2022-09-07 00:00:00,NEAR/USDT,4.0721,4.4281,4.029,4.3764,1529088.34257409,6414229.632171177607
1662422400,2022-09-06 00:00:00,NEAR/USDT,4.232,4.5381,3.9656,4.0712,2032420.34487054,8707442.312808257935
1662336000,2022-09-05 00:00:00,NEAR/USDT,4.24,4.2817,4.1143,4.2315,446962.75822326,1872727.751961834516
1662249600,2022-09-04 00:00:00,NEAR/USDT,4.1706,4.2445,4.0861,4.2409,434635.38680176,1821246.63731963592
1662163200,2022-09-03 00:00:00,NEAR/USDT,4.1779,4.2156,4.1214,4.1699,410513.83632368,1710008.033808367525
1662076800,2022-09-02 00:00:00,NEAR/USDT,4.3451,4.388,4.1135,4.1785,802509.56485054,3412841.679902979278
1661990400,2022-09-01 00:00:00,NEAR/USDT,4.3734,4.4302,4.1319,4.3437,1043684.03895146,4469545.300673019839
1661904000,2022-08-31 00:00:00,NEAR/USDT,4.1985,4.5725,4.1902,4.3742,1497666.47603959,6539002.196283082317
1661817600,2022-08-30 00:00:00,NEAR/USDT,4.0329,4.2948,3.9539,4.1991,1280974.69301849,5262228.803541148365
1661731200,2022-08-29 00:00:00,NEAR/USDT,3.7627,4.0592,3.6925,4.0343,922828.83447098,3593551.433109357722
1661644800,2022-08-28 00:00:00,NEAR/USDT,3.9145,3.9414,3.738,3.7631,618394.29293049,2389418.430453462103
1661558400,2022-08-27 00:00:00,NEAR/USDT,3.9359,3.9776,3.8239,3.9137,788179.73546849,3081538.924245478453
1661472000,2022-08-26 00:00:00,NEAR/USDT,4.3148,4.4374,3.8907,3.9352,1793888.27892742,7507746.70668457049
1661385600,2022-08-25 00:00:00,NEAR/USDT,4.2683,4.4462,4.2031,4.3142,632428.81504141,2732921.941043110309
1661299200,2022-08-24 00:00:00,NEAR/USDT,4.3084,4.4026,4.1451,4.2681,976691.42308067,4182988.46519029445
1661212800,2022-08-23 00:00:00,NEAR/USDT,4.1189,4.4175,4.005,4.3085,1433014.82244173,6100143.147720326106
1661126400,2022-08-22 00:00:00,NEAR/USDT,4.2278,4.2334,3.9274,4.1198,1127799.97951835,4578471.337559367826
1661040000,2022-08-21 00:00:00,NEAR/USDT,4.1494,4.3073,4.0831,4.2294,993157.72721317,4175228.014998407608
1660953600,2022-08-20 00:00:00,NEAR/USDT,4.249,4.443,4.0179,4.15,1314596.85466015,5601941.531124278684
1660867200,2022-08-19 00:00:00,NEAR/USDT,4.8524,4.9387,4.1921,4.2481,2396102.74771341,10715730.308484335865
1660780800,2022-08-18 00:00:00,NEAR/USDT,4.9871,5.2024,4.82,4.8518,968536.40647692,4858656.61956608392
1660694400,2022-08-17 00:00:00,NEAR/USDT,5.2616,5.5103,4.924,4.9872,1107802.24612275,5744829.240121079238
1660608000,2022-08-16 00:00:00,NEAR/USDT,5.3989,5.52,5.2333,5.2627,678066.54765795,3638901.856451530699
1660521600,2022-08-15 00:00:00,NEAR/USDT,5.6163,5.8192,5.293,5.3984,720912.54336044,3980151.081033138807
1660435200,2022-08-14 00:00:00,NEAR/USDT,5.8842,5.9386,5.5201,5.6139,730501.23462109,4195077.623541047636
1660348800,2022-08-13 00:00:00,NEAR/USDT,5.9754,6.1112,5.8247,5.8838,861831.95208069,5124637.353727394066
1660262400,2022-08-12 00:00:00,NEAR/USDT,5.7609,6.0692,5.6285,5.9749,1202880.03844956,7053570.291476914929
1660176000,2022-08-11 00:00:00,NEAR/USDT,5.9065,5.9642,5.7068,5.7604,1184834.43326823,6921815.823512487804
1660089600,2022-08-10 00:00:00,NEAR/USDT,5.364,6.0742,5.1778,5.9059,2161512.63766936,12311977.373248958709
1660003200,2022-08-09 00:00:00,NEAR/USDT,5.4883,5.6065,5.1655,5.3624,1233568.8548922,6622105.382049961442
1659916800,2022-08-08 00:00:00,NEAR/USDT,4.9805,5.7323,4.9755,5.49,1861705.41052953,10113799.348395042322
1659830400,2022-08-07 00:00:00,NEAR/USDT,4.9019,5.1895,4.8069,4.9817,1174143.03268867,5927879.424024043104
1659744000,2022-08-06 00:00:00,NEAR/USDT,5.198,5.2012,4.8,4.9015,1120182.02027389,5614012.278390702601
1659657600,2022-08-05 00:00:00,NEAR/USDT,4.4199,5.286,4.3945,5.1973,2197161.75714471,10979631.963725401445
1659571200,2022-08-04 00:00:00,NEAR/USDT,4.5123,4.749,4.3198,4.421,1139530.54060557,5146924.299720276955
1659484800,2022-08-03 00:00:00,NEAR/USDT,4.3108,4.6634,4.1571,4.5116,1314118.28925578,5814510.444495320944
1659398400,2022-08-02 00:00:00,NEAR/USDT,4.2706,4.46,4.036,4.3094,1650438.71312572,7048832.14649996453
1659312000,2022-08-01 00:00:00,NEAR/USDT,4.231,4.3697,4.1205,4.2702,1011864.62492362,4295884.23153153255
1659225600,2022-07-31 00:00:00,NEAR/USDT,4.3593,4.5913,4.2134,4.2315,1345207.53204367,5951133.814939098626
1659139200,2022-07-30 00:00:00,NEAR/USDT,4.3692,4.6911,4.292,4.3588,1921557.45877846,8621420.12351295646
1659052800,2022-07-29 00:00:00,NEAR/USDT,4.3682,4.5868,4.1823,4.3685,1754871.05561344,7705720.127036599456
1658966400,2022-07-28 00:00:00,NEAR/USDT,4.1527,4.4596,4.0273,4.3709,1722456.94613056,7279538.63677323491
1658880000,2022-07-27 00:00:00,NEAR/USDT,3.7555,4.1618,3.6394,4.1509,1371995.14461418,5318064.297070984771
1658793600,2022-07-26 00:00:00,NEAR/USDT,3.7853,3.8052,3.5668,3.7531,1294738.10741599,4762166.376528967438
1658707200,2022-07-25 00:00:00,NEAR/USDT,4.3523,4.384,3.7777,3.7795,1032647.4016398,4177742.742018124563
1658620800,2022-07-24 00:00:00,NEAR/USDT,4.3068,4.4937,4.2557,4.3531,812487.94839404,3558130.307120200349
1658534400,2022-07-23 00:00:00,NEAR/USDT,4.3202,4.4747,4.1345,4.3076,852079.51565697,3672351.033445894227
1658448000,2022-07-22 00:00:00,NEAR/USDT,4.3748,4.758,4.2814,4.3211,1671979.27370804,7580260.674788243851
1658361600,2022-07-21 00:00:00,NEAR/USDT,4.1829,4.4958,4.0425,4.3749,1661752.85781127,7061233.986758795022
1658275200,2022-07-20 00:00:00,NEAR/USDT,4.5313,4.6268,4.143,4.1826,2466943.87208948,10939092.679140531621
1658188800,2022-07-19 00:00:00,NEAR/USDT,4.0617,4.67,4.0123,4.5287,4283759.63590123,18776527.77209131883
1658102400,2022-07-18 00:00:00,NEAR/USDT,3.5233,4.1183,3.5159,4.0618,2519419.01556373,9820117.994035546046
1658016000,2022-07-17 00:00:00,NEAR/USDT,3.6446,3.7664,3.507,3.5232,1192408.74886062,4324780.187239352877
1657929600,2022-07-16 00:00:00,NEAR/USDT,3.5007,3.67,3.3751,3.6449,1058537.09836652,3732069.797901355874
1657843200,2022-07-15 00:00:00,NEAR/USDT,3.4904,3.6365,3.434,3.5009,1080312.16594626,3811411.276056693863
1657756800,2022-07-14 00:00:00,NEAR/USDT,3.337,3.5326,3.22,3.4911,1378105.73674609,4633474.349562358741
1657670400,2022-07-13 00:00:00,NEAR/USDT,3.1912,3.346,3.023,3.3376,1561324.22572115,4995924.425544121186
1657584000,2022-07-12 00:00:00,NEAR/USDT,3.2252,3.3376,3.1774,3.1869,879173.9623176,2866696.930893204488
1657497600,2022-07-11 00:00:00,NEAR/USDT,3.5264,3.5348,3.19,3.2252,1601022.1668948,5406657.302102807137
1657411200,2022-07-10 00:00:00,NEAR/USDT,3.7929,3.8268,3.501,3.5257,1071456.12136888,3876726.231919267085
1657324800,2022-07-09 00:00:00,NEAR/USDT,3.5865,3.88,3.5865,3.7933,1758655.41017115,6589284.078626936907
1657238400,2022-07-08 00:00:00,NEAR/USDT,3.7061,3.851,3.4883,3.5874,2004884.0778435,7272882.610267325252
1657152000,2022-07-07 00:00:00,NEAR/USDT,3.4994,3.7793,3.4364,3.7041,1372542.41497519,4936189.302994621505
1657065600,2022-07-06 00:00:00,NEAR/USDT,3.3931,3.548,3.312,3.4993,1466812.81344454,5052982.597371639529
1656979200,2022-07-05 00:00:00,NEAR/USDT,3.5211,3.5925,3.2638,3.3933,1644235.35011382,5650494.070265229963
1656892800,2022-07-04 00:00:00,NEAR/USDT,3.3203,3.5574,3.2105,3.5189,1077452.02672975,3657794.680429476727
1656806400,2022-07-03 00:00:00,NEAR/USDT,3.3135,3.3494,3.2032,3.3209,820253.86172898,2686869.01266530616
