https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume APE,Volume USDT
1663282800,2022-09-15 23:00:00,APE/USDT,4.9056,4.9288,4.8629,4.9131,27636.67018671,135184.678611958077
1663279200,2022-09-15 22:00:00,APE/USDT,4.9974,4.9974,4.8589,4.9102,46410.51043481,227826.170749973283
1663275600,2022-09-15 21:00:00,APE/USDT,4.9851,5.0282,4.9796,4.9996,28939.43494055,144842.401824275487
1663272000,2022-09-15 20:00:00,APE/USDT,4.9882,5.0145,4.9642,4.9873,16741.39119414,83574.900425470434
1663268400,2022-09-15 19:00:00,APE/USDT,4.9831,4.9986,4.9406,4.9833,17191.24786112,85435.228772286616
1663264800,2022-09-15 18:00:00,APE/USDT,5.0357,5.0357,4.9682,4.9838,23049.57021223,115189.102151540331
1663261200,2022-09-15 17:00:00,APE/USDT,5.018,5.0516,5.0064,5.0363,34819.53268063,175194.81494335702
1663257600,2022-09-15 16:00:00,APE/USDT,4.9823,5.0294,4.9548,5.0217,24525.28389608,122622.931382691309
1663254000,2022-09-15 15:00:00,APE/USDT,4.9465,5.0094,4.887,4.984,111862.53374816,554953.752228753683
1663250400,2022-09-15 14:00:00,APE/USDT,5.1281,5.1389,4.9144,4.9493,125126.61821099,623885.651863448876
1663246800,2022-09-15 13:00:00,APE/USDT,5.1377,5.1478,5.0648,5.1293,40263.53680034,205863.160591750662
1663243200,2022-09-15 12:00:00,APE/USDT,5.1043,5.1675,5.091,5.1334,53408.05885262,273782.250777180009
1663239600,2022-09-15 11:00:00,APE/USDT,5.0819,5.1067,5.0521,5.1045,23696.31422533,120387.861411678943
1663236000,2022-09-15 10:00:00,APE/USDT,5.121,5.1612,5.0755,5.0837,40921.59447188,209501.37038923471
1663232400,2022-09-15 09:00:00,APE/USDT,5.1544,5.1683,5.1,5.1201,78482.26352765,402776.103954245488
1663228800,2022-09-15 08:00:00,APE/USDT,5.2084,5.2139,5.0984,5.1566,168360.2020006,869099.921906408945
1663225200,2022-09-15 07:00:00,APE/USDT,5.2123,5.307,5.1937,5.2122,97941.81836938,514360.228784823715
1663221600,2022-09-15 06:00:00,APE/USDT,5.2218,5.3619,5.0604,5.2171,398697.99653109,2069807.45551043914
1663218000,2022-09-15 05:00:00,APE/USDT,4.987,5.2286,4.9847,5.2203,194058.17423484,998501.781103746993
1663214400,2022-09-15 04:00:00,APE/USDT,4.9689,5.0294,4.9436,4.9841,52175.63494819,260017.477115527958
1663210800,2022-09-15 03:00:00,APE/USDT,5.0063,5.0063,4.9022,4.9738,64500.50986873,319830.274699193678
1663207200,2022-09-15 02:00:00,APE/USDT,5.0428,5.0463,4.9556,5,34797.06840571,173813.393013874025
1663203600,2022-09-15 01:00:00,APE/USDT,5.0829,5.0961,4.9896,5.046,49516.16862118,249476.677429597418
1663200000,2022-09-15 00:00:00,APE/USDT,5.0993,5.1536,5.0496,5.0851,177801.81992596,907106.307695694089
1663196400,2022-09-14 23:00:00,APE/USDT,5.1172,5.1414,5.0689,5.101,154898.44616846,789121.786832022509
1663192800,2022-09-14 22:00:00,APE/USDT,5.0701,5.1599,5.0567,5.1172,68855.86399081,352018.347703309252
1663189200,2022-09-14 21:00:00,APE/USDT,4.9806,5.076,4.9529,5.0745,45169.13080568,226366.116797600413
1663185600,2022-09-14 20:00:00,APE/USDT,4.9933,5.0057,4.9496,4.9859,24059.77839432,119829.123439778764
1663182000,2022-09-14 19:00:00,APE/USDT,4.9262,5,4.9258,4.9942,51236.03376592,254205.317826783964
1663178400,2022-09-14 18:00:00,APE/USDT,4.9633,4.97,4.8148,4.9272,160334.77548468,783710.234090614761
1663174800,2022-09-14 17:00:00,APE/USDT,4.9576,5.0287,4.9536,4.9633,117658.58699097,583904.263859457889
1663171200,2022-09-14 16:00:00,APE/USDT,5.012,5.0194,4.945,4.9547,43054.95771111,214069.663524029429
1663167600,2022-09-14 15:00:00,APE/USDT,5.0094,5.0409,4.9857,5.0079,27447.11925477,137519.439711338669
1663164000,2022-09-14 14:00:00,APE/USDT,5.044,5.0581,4.9413,5.011,44761.4815718,224175.12848639065
1663160400,2022-09-14 13:00:00,APE/USDT,5.0285,5.0794,4.9647,5.0482,65493.83944362,329360.126193469194
1663156800,2022-09-14 12:00:00,APE/USDT,4.9959,5.1039,4.9346,5.0301,105041.60569856,526864.305682847329
1663153200,2022-09-14 11:00:00,APE/USDT,5.0915,5.0915,4.9514,4.9942,45726.80417132,228956.015132771178
1663149600,2022-09-14 10:00:00,APE/USDT,5.0661,5.098,5.0566,5.0858,27992.16337435,142021.829428380122
1663146000,2022-09-14 09:00:00,APE/USDT,5.0956,5.1204,5.0572,5.067,28455.30023235,144622.562619894573
1663142400,2022-09-14 08:00:00,APE/USDT,5.0524,5.1241,5.0245,5.0953,45375.69314391,230393.437164166014
1663138800,2022-09-14 07:00:00,APE/USDT,5.1248,5.1493,5.0052,5.0564,72437.91095977,368254.937194072619
1663135200,2022-09-14 06:00:00,APE/USDT,5.1951,5.2138,5.1074,5.1226,49769.01547247,256341.241861080178
1663131600,2022-09-14 05:00:00,APE/USDT,5.2284,5.2467,5.1835,5.1951,20109.61127365,104987.097004582596
1663128000,2022-09-14 04:00:00,APE/USDT,5.167,5.2625,5.165,5.2294,56013.78465237,291927.321129589083
1663124400,2022-09-14 03:00:00,APE/USDT,5.1437,5.1866,5.1229,5.1655,55726.03710929,287374.598170659778
1663120800,2022-09-14 02:00:00,APE/USDT,5.1927,5.1932,5.1047,5.1445,66412.0147678,342099.9425302845
1663117200,2022-09-14 01:00:00,APE/USDT,5.2205,5.2386,5.1741,5.1943,54162.02016884,281855.828932470324
1663113600,2022-09-14 00:00:00,APE/USDT,5.1363,5.2495,5.12,5.2234,81107.35372351,421160.701918688276
1663110000,2022-09-13 23:00:00,APE/USDT,5.2354,5.2622,5.1313,5.1384,58781.86331081,305554.972233770874
1663106400,2022-09-13 22:00:00,APE/USDT,5.3114,5.3114,5.1663,5.2369,90473.24894015,474099.364715443344
1663102800,2022-09-13 21:00:00,APE/USDT,5.2138,5.3455,5.1468,5.3088,98548.67456621,517176.589558872701
1663099200,2022-09-13 20:00:00,APE/USDT,5.2261,5.26,5.1891,5.2128,99652.62339505,521204.191801741711
1663095600,2022-09-13 19:00:00,APE/USDT,5.0775,5.2396,5.0217,5.225,102756.87777328,524834.986633696978
1663092000,2022-09-13 18:00:00,APE/USDT,5.2185,5.226,5.0714,5.0843,69223.15297217,357062.980792906464
1663088400,2022-09-13 17:00:00,APE/USDT,5.1963,5.2836,5.1823,5.2221,34698.29122062,181721.272828759767
1663084800,2022-09-13 16:00:00,APE/USDT,5.1618,5.2205,5.1453,5.2016,61579.59805568,319643.73134595409
1663081200,2022-09-13 15:00:00,APE/USDT,5.2585,5.2585,5.105,5.1626,161929.87061967,837056.537955305769
1663077600,2022-09-13 14:00:00,APE/USDT,5.4595,5.5459,5.241,5.2459,140645.00826536,760127.119427919081
1663074000,2022-09-13 13:00:00,APE/USDT,5.4464,5.5497,5.3785,5.4621,218484.25569744,1194286.189297427843
1663070400,2022-09-13 12:00:00,APE/USDT,5.816,5.8795,5.3773,5.4486,518128.45155004,2897491.076406111326
1663066800,2022-09-13 11:00:00,APE/USDT,5.828,5.8613,5.7768,5.8176,94481.86770712,549073.024550375179
1663063200,2022-09-13 10:00:00,APE/USDT,5.72,5.896,5.7158,5.8272,189348.28000813,1098858.910050073208
1663059600,2022-09-13 09:00:00,APE/USDT,5.6597,5.7324,5.634,5.712,72472.71270926,411928.431713289099
1663056000,2022-09-13 08:00:00,APE/USDT,5.7371,5.782,5.6561,5.6579,72329.70607333,413074.253699557798
1663052400,2022-09-13 07:00:00,APE/USDT,5.7215,5.8382,5.6545,5.7403,134893.18872626,775940.766376293969
1663048800,2022-09-13 06:00:00,APE/USDT,5.6795,5.7301,5.5934,5.7193,82108.57631106,464616.723893402178
1663045200,2022-09-13 05:00:00,APE/USDT,5.6468,5.7399,5.6122,5.6789,63433.7607891,360638.680708963374
1663041600,2022-09-13 04:00:00,APE/USDT,5.7521,5.7712,5.6372,5.6462,100147.61900383,570954.066653024791
1663038000,2022-09-13 03:00:00,APE/USDT,5.6488,5.776,5.5618,5.7596,172856.81909918,976817.967390497689
1663034400,2022-09-13 02:00:00,APE/USDT,5.4652,5.6651,5.4633,5.6594,131050.80347259,727424.896290377581
1663030800,2022-09-13 01:00:00,APE/USDT,5.3998,5.4968,5.3972,5.4601,39978.21540901,217075.630542363983
1663027200,2022-09-13 00:00:00,APE/USDT,5.488,5.4885,5.3436,5.4016,101358.43836249,547885.070738507938
1663023600,2022-09-12 23:00:00,APE/USDT,5.4619,5.497,5.4253,5.4891,35699.27442074,194996.0025751679
1663020000,2022-09-12 22:00:00,APE/USDT,5.5143,5.5576,5.4414,5.4634,104700.43410623,577094.964442074114
1663016400,2022-09-12 21:00:00,APE/USDT,5.4481,5.5365,5.3945,5.5092,63570.55776308,347781.329065926385
1663012800,2022-09-12 20:00:00,APE/USDT,5.3766,5.4576,5.3766,5.4544,47177.64396383,255581.591257740318
1663009200,2022-09-12 19:00:00,APE/USDT,5.3612,5.3849,5.3351,5.3754,23457.63532165,125843.32497747024
1663005600,2022-09-12 18:00:00,APE/USDT,5.4175,5.42,5.3265,5.3608,30812.77773976,165350.822338524596
1663002000,2022-09-12 17:00:00,APE/USDT,5.3174,5.4173,5.3104,5.4157,35422.81551961,189848.189695050045
1662998400,2022-09-12 16:00:00,APE/USDT,5.3436,5.3599,5.2249,5.3171,82816.49704513,437419.500327167954
1662994800,2022-09-12 15:00:00,APE/USDT,5.45,5.4527,5.3086,5.3428,52531.00922666,281957.418073785808
1662991200,2022-09-12 14:00:00,APE/USDT,5.4896,5.507,5.4257,5.4441,71666.15095954,391279.751971098267
1662987600,2022-09-12 13:00:00,APE/USDT,5.4778,5.6468,5.4441,5.4811,114223.22193192,633510.567652477147
1662984000,2022-09-12 12:00:00,APE/USDT,5.5154,5.5154,5.4263,5.4783,47637.8037582,261245.14281617551
1662980400,2022-09-12 11:00:00,APE/USDT,5.5371,5.5539,5.5004,5.5165,52246.65532182,288480.933913668676
1662976800,2022-09-12 10:00:00,APE/USDT,5.5147,5.5766,5.4504,5.5371,77642.94381755,429350.049438050035
1662973200,2022-09-12 09:00:00,APE/USDT,5.5979,5.602,5.4921,5.5151,46841.75292189,259446.760299847125
1662969600,2022-09-12 08:00:00,APE/USDT,5.4279,5.6219,5.4017,5.5984,126219.76428224,698084.435959383052
1662966000,2022-09-12 07:00:00,APE/USDT,5.41,5.4281,5.3718,5.4269,50623.18649442,273323.153789139369
1662962400,2022-09-12 06:00:00,APE/USDT,5.456,5.456,5.364,5.4127,26611.90115143,143810.607448850137
1662958800,2022-09-12 05:00:00,APE/USDT,5.4293,5.4652,5.3888,5.4554,24254.13308677,131752.023437698137
1662955200,2022-09-12 04:00:00,APE/USDT,5.4121,5.4481,5.4094,5.4295,33181.57174767,180156.688969407796
1662951600,2022-09-12 03:00:00,APE/USDT,5.4765,5.5069,5.3757,5.409,86245.09029171,468825.84470996405
1662948000,2022-09-12 02:00:00,APE/USDT,5.6209,5.6214,5.4435,5.4802,176393.26589597,969864.408108044623
1662944400,2022-09-12 01:00:00,APE/USDT,5.4753,5.655,5.4645,5.61,190691.63478298,1057965.014744456811
1662940800,2022-09-12 00:00:00,APE/USDT,5.6772,5.6772,5.4701,5.4747,125769.83423298,697719.571790416246
1662937200,2022-09-11 23:00:00,APE/USDT,5.6528,5.6849,5.6131,5.6777,37555.09946893,211909.743276274878
1662933600,2022-09-11 22:00:00,APE/USDT,5.5868,5.7294,5.578,5.6515,113204.7135786,640120.6264964621
1662930000,2022-09-11 21:00:00,APE/USDT,5.5829,5.685,5.502,5.5866,105750.11416071,593742.953248701591
1662926400,2022-09-11 20:00:00,APE/USDT,5.5754,5.6573,5.5359,5.5845,75343.24443767,421205.596025386476
1662922800,2022-09-11 19:00:00,APE/USDT,5.5367,5.5893,5.5359,5.582,34207.29313544,190260.921530320111
1662919200,2022-09-11 18:00:00,APE/USDT,5.5958,5.5978,5.528,5.5365,51555.88903101,286966.750011996989
1662915600,2022-09-11 17:00:00,APE/USDT,5.6318,5.6882,5.5566,5.5943,81754.74239242,459368.512811974864
1662912000,2022-09-11 16:00:00,APE/USDT,5.6474,5.6983,5.6292,5.6324,53581.57567424,303483.169767336968
1662908400,2022-09-11 15:00:00,APE/USDT,5.67,5.7201,5.6151,5.6475,185080.09265593,1050075.091562962507
1662904800,2022-09-11 14:00:00,APE/USDT,5.6383,5.6877,5.6352,5.6689,66077.89780828,374044.268650551102
1662901200,2022-09-11 13:00:00,APE/USDT,5.6536,5.7266,5.5915,5.634,147396.20107529,833253.315441015719
1662897600,2022-09-11 12:00:00,APE/USDT,5.7536,5.815,5.6137,5.6508,316796.0022044,1806547.969225946673
1662894000,2022-09-11 11:00:00,APE/USDT,5.4462,5.8257,5.4274,5.7554,339303.60742626,1914563.309559074994
1662890400,2022-09-11 10:00:00,APE/USDT,5.3472,5.4742,5.3402,5.4472,206021.98184011,1116218.512900289175
1662886800,2022-09-11 09:00:00,APE/USDT,5.1497,5.4169,5.1364,5.3543,193575.80754048,1025933.323985784419
1662883200,2022-09-11 08:00:00,APE/USDT,5.1701,5.1984,5.1072,5.1513,68451.25458894,352614.026910034244
1662879600,2022-09-11 07:00:00,APE/USDT,5.0371,5.2221,5.0359,5.17,95960.91040646,493825.898354992446
1662876000,2022-09-11 06:00:00,APE/USDT,5.0901,5.1,4.9573,5.0409,68584.20983077,345391.170702505496
1662872400,2022-09-11 05:00:00,APE/USDT,5.1259,5.127,5.0645,5.0897,40280.69792441,205630.636621767675
1662868800,2022-09-11 04:00:00,APE/USDT,5.0981,5.2266,5.0964,5.1242,86374.64407163,446453.311642242342
1662865200,2022-09-11 03:00:00,APE/USDT,5.075,5.0976,5.0505,5.0911,10898.1935596,55308.746723955445
1662861600,2022-09-11 02:00:00,APE/USDT,5.1309,5.1384,5.0247,5.0729,40172.30808017,204046.216277672568
1662858000,2022-09-11 01:00:00,APE/USDT,5.0606,5.155,5.0436,5.1252,31118.13730415,159209.204430328636
1662854400,2022-09-11 00:00:00,APE/USDT,5.0495,5.1004,5.0197,5.0578,58257.22310734,294941.573477095754
1662850800,2022-09-10 23:00:00,APE/USDT,5.1077,5.1218,5.0438,5.0505,66324.51014123,337374.122014388004
1662847200,2022-09-10 22:00:00,APE/USDT,5,5.1172,4.9957,5.1036,108879.58779382,549518.130939811032
1662843600,2022-09-10 21:00:00,APE/USDT,5.008,5.0323,4.9753,4.9986,34521.20423077,172587.576919071946
1662840000,2022-09-10 20:00:00,APE/USDT,5.0556,5.0573,4.982,5.0002,52874.23115223,264898.414466616586
1662836400,2022-09-10 19:00:00,APE/USDT,5.0474,5.0792,5.0347,5.0593,40386.34255674,204102.652264101815
1662832800,2022-09-10 18:00:00,APE/USDT,5.0025,5.0736,4.9973,5.0456,20469.49178121,102972.232459034549
1662829200,2022-09-10 17:00:00,APE/USDT,5.0366,5.0421,5.002,5.0032,45383.21596747,228067.099041006062
1662825600,2022-09-10 16:00:00,APE/USDT,5.005,5.0487,4.9664,5.0391,37888.18424792,189886.28262174262
1662822000,2022-09-10 15:00:00,APE/USDT,5.0012,5.0415,4.9814,5.0072,19470.14915269,97460.746987946047
1662818400,2022-09-10 14:00:00,APE/USDT,4.9731,5.0145,4.9454,4.9888,33281.36450175,166123.451428877369
1662814800,2022-09-10 13:00:00,APE/USDT,5.0362,5.0422,4.9557,4.9759,22869.78145403,114236.542887629199
1662811200,2022-09-10 12:00:00,APE/USDT,5.0412,5.0486,4.963,5.0362,32815.18127664,164553.417299774226
1662807600,2022-09-10 11:00:00,APE/USDT,5.01,5.0552,4.982,5.04,33451.17632573,167780.693688100469
1662804000,2022-09-10 10:00:00,APE/USDT,5.0174,5.0231,4.979,5.0087,21400.921454,107046.72504994435
1662800400,2022-09-10 09:00:00,APE/USDT,4.9932,5.0316,4.9932,5.0167,18305.09329642,91875.340207951058
1662796800,2022-09-10 08:00:00,APE/USDT,4.9551,5.0302,4.9551,4.9912,47510.43378586,236975.52782513453
1662793200,2022-09-10 07:00:00,APE/USDT,5.0557,5.0751,4.916,4.9548,59356.72996554,296507.295129457103
1662789600,2022-09-10 06:00:00,APE/USDT,5.0129,5.0708,5.005,5.0542,21040.99233717,105971.915430601499
1662786000,2022-09-10 05:00:00,APE/USDT,4.9683,5.0381,4.9562,5.0133,18809.42161534,94157.019122789676
1662782400,2022-09-10 04:00:00,APE/USDT,4.9761,5.0287,4.9451,4.9691,29526.66050548,147197.707631168626
1662778800,2022-09-10 03:00:00,APE/USDT,5.0301,5.049,4.969,4.9749,34865.63871405,174832.624437948852
1662775200,2022-09-10 02:00:00,APE/USDT,5.0106,5.0428,4.9992,5.038,16073.60241553,80706.15810785622
1662771600,2022-09-10 01:00:00,APE/USDT,5.0816,5.096,5.0002,5.0093,27323.1759419,137605.920474977868
1662768000,2022-09-10 00:00:00,APE/USDT,5.0493,5.0907,4.9844,5.0823,84154.58922274,423745.385283285892
1662764400,2022-09-09 23:00:00,APE/USDT,4.994,5.0919,4.945,5.0437,73599.77777918,370255.643101628052
1662760800,2022-09-09 22:00:00,APE/USDT,4.9984,5.0282,4.9351,4.994,111486.39797292,555721.240614841443
1662757200,2022-09-09 21:00:00,APE/USDT,5.0281,5.0517,4.9988,4.9988,21049.1404937,105899.895290080769
1662753600,2022-09-09 20:00:00,APE/USDT,5.0318,5.0457,4.9964,5.033,31010.90259348,155526.860227573446
1662750000,2022-09-09 19:00:00,APE/USDT,5.0327,5.0679,5.0058,5.0351,24449.61525808,123173.395684579093
1662746400,2022-09-09 18:00:00,APE/USDT,5.0189,5.05,4.9959,5.0324,34420.87792779,172921.053578121513
1662742800,2022-09-09 17:00:00,APE/USDT,5.121,5.1315,5.012,5.0193,41036.09873301,207846.254959169556
1662739200,2022-09-09 16:00:00,APE/USDT,5.1231,5.1471,5.0566,5.1256,87772.69240066,447474.369402881417
1662735600,2022-09-09 15:00:00,APE/USDT,5.1979,5.209,5.102,5.1216,43645.81287572,225131.018986472859
1662732000,2022-09-09 14:00:00,APE/USDT,5.1839,5.208,5.1566,5.1949,63333.77959128,328749.993959375097
1662728400,2022-09-09 13:00:00,APE/USDT,5.2083,5.2083,5.1417,5.1804,82958.61426172,429280.234754016618
1662724800,2022-09-09 12:00:00,APE/USDT,5.1777,5.2859,5.1706,5.203,85902.87111529,449332.621192420603
1662721200,2022-09-09 11:00:00,APE/USDT,5.2483,5.2537,5.152,5.1814,197760.52979567,1026650.899838370159
1662717600,2022-09-09 10:00:00,APE/USDT,5.2414,5.2921,5.1937,5.2503,101722.79010115,533288.233316123863
1662714000,2022-09-09 09:00:00,APE/USDT,5.1887,5.2975,5.1652,5.2388,83223.76772113,435192.401677368212
1662710400,2022-09-09 08:00:00,APE/USDT,5.1813,5.2507,5.161,5.1852,109625.70868548,570620.717158732927
1662706800,2022-09-09 07:00:00,APE/USDT,5.1947,5.2857,5.115,5.1839,133684.76386096,693681.521804242726
1662703200,2022-09-09 06:00:00,APE/USDT,4.7489,5.2049,4.7451,5.1963,312289.96495277,1577480.741124585969
1662699600,2022-09-09 05:00:00,APE/USDT,4.7213,4.751,4.6887,4.7507,66005.9145533,311592.489458749682
1662696000,2022-09-09 04:00:00,APE/USDT,4.6318,4.7353,4.6246,4.7188,83312.05757312,389787.384038438573
1662692400,2022-09-09 03:00:00,APE/USDT,4.5779,4.6479,4.5429,4.6315,67365.51794492,310077.107560454283
1662688800,2022-09-09 02:00:00,APE/USDT,4.5037,4.5789,4.503,4.5786,16891.41997791,76554.542349199167
1662685200,2022-09-09 01:00:00,APE/USDT,4.5137,4.524,4.5,4.5022,15711.67519075,70864.408400278506
1662681600,2022-09-09 00:00:00,APE/USDT,4.501,4.5352,4.4931,4.512,17502.99927634,79049.384504442954
1662678000,2022-09-08 23:00:00,APE/USDT,4.4812,4.5022,4.4736,4.4999,8509.22603433,38223.953033126243
1662674400,2022-09-08 22:00:00,APE/USDT,4.4884,4.4893,4.459,4.4789,21578.86762375,96484.441750075828
1662670800,2022-09-08 21:00:00,APE/USDT,4.4987,4.4993,4.4771,4.4882,10200.30970085,45798.596118291623
1662667200,2022-09-08 20:00:00,APE/USDT,4.4919,4.5166,4.4869,4.4972,37322.65490917,167903.518464712351
1662663600,2022-09-08 19:00:00,APE/USDT,4.4382,4.5012,4.4322,4.491,27431.18289864,122753.090657674004
1662660000,2022-09-08 18:00:00,APE/USDT,4.4409,4.4565,4.4295,4.4382,10218.67937738,45391.480341100928
1662656400,2022-09-08 17:00:00,APE/USDT,4.4259,4.4622,4.4126,4.4443,15622.23135674,69361.562468008734
1662652800,2022-09-08 16:00:00,APE/USDT,4.4644,4.4683,4.3972,4.4315,52606.32030622,232969.217606246697
1662649200,2022-09-08 15:00:00,APE/USDT,4.5067,4.5192,4.452,4.4633,40919.42268259,183486.608511058169
1662645600,2022-09-08 14:00:00,APE/USDT,4.4565,4.5125,4.4143,4.505,48482.32959387,216139.385756831736
1662642000,2022-09-08 13:00:00,APE/USDT,4.4266,4.4936,4.3521,4.4552,73450.19247238,324350.219525405435
1662638400,2022-09-08 12:00:00,APE/USDT,4.4594,4.4866,4.4041,4.4191,69918.37588041,310153.179684210657
1662634800,2022-09-08 11:00:00,APE/USDT,4.4984,4.5098,4.4484,4.4607,23888.5740465,107185.593300525859
1662631200,2022-09-08 10:00:00,APE/USDT,4.4609,4.5112,4.4608,4.4995,51879.5437088,233408.191917616552
1662627600,2022-09-08 09:00:00,APE/USDT,4.4673,4.4831,4.4479,4.4552,24667.4339291,110083.948328492412
