https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FTG,Volume USDT
1660003200,2022-08-09 00:00:00,FTG/USDT,0.01507,0.0153,0.01273,0.01394,6867942.82711246,98658.5262962169572
1659916800,2022-08-08 00:00:00,FTG/USDT,0.01524,0.01555,0.01488,0.0151,4701295.73160717,71202.8593205136885
1659830400,2022-08-07 00:00:00,FTG/USDT,0.01514,0.01599,0.01491,0.0152,4798453.23288753,73379.3218334533944
1659744000,2022-08-06 00:00:00,FTG/USDT,0.01542,0.01587,0.01483,0.0151,4525028.62847813,68780.0189628802589
1659657600,2022-08-05 00:00:00,FTG/USDT,0.015,0.01628,0.01485,0.01547,11094913.95432716,172664.8165966254982
1659571200,2022-08-04 00:00:00,FTG/USDT,0.01527,0.02149,0.01468,0.01499,42867548.87209391,730050.3639513465043
1659484800,2022-08-03 00:00:00,FTG/USDT,0.0154,0.0159,0.0149,0.01531,21007167.29456302,321020.9887193917454
1659398400,2022-08-02 00:00:00,FTG/USDT,0.0155,0.01622,0.0144,0.01537,27590343.34602984,417929.6347925005439
1659312000,2022-08-01 00:00:00,FTG/USDT,0.01486,0.01965,0.01467,0.01544,31751735.6615345,507170.1039975162219
1659225600,2022-07-31 00:00:00,FTG/USDT,0.01517,0.01585,0.01444,0.01486,23663631.69245431,354962.9944264256348
1659139200,2022-07-30 00:00:00,FTG/USDT,0.01425,0.01623,0.01412,0.01519,23143818.67982479,342558.5015278855519
1659052800,2022-07-29 00:00:00,FTG/USDT,0.01531,0.0164,0.01419,0.01425,20758835.52532379,310959.7745740133631
1658966400,2022-07-28 00:00:00,FTG/USDT,0.01463,0.01704,0.01425,0.01528,23493586.44569382,355324.1380847306351
1658880000,2022-07-27 00:00:00,FTG/USDT,0.01456,0.01566,0.01413,0.01467,21497250.30571139,311794.2672112891601
1658793600,2022-07-26 00:00:00,FTG/USDT,0.015,0.01551,0.014,0.01453,20749512.59088142,304893.066879550523
1658707200,2022-07-25 00:00:00,FTG/USDT,0.01714,0.01783,0.01403,0.015,25466950.88734546,400546.9198204159317
1658620800,2022-07-24 00:00:00,FTG/USDT,0.01834,0.019,0.01678,0.01713,14686083.74499825,260289.5816895266769
1658534400,2022-07-23 00:00:00,FTG/USDT,0.01846,0.01854,0.018,0.01833,16030461.67676342,292437.6936713194067
1658448000,2022-07-22 00:00:00,FTG/USDT,0.01945,0.0204,0.01801,0.01847,15685191.19062964,295026.1131906527731
1658361600,2022-07-21 00:00:00,FTG/USDT,0.01868,0.0204,0.01807,0.01945,17230062.56571205,324570.112315031335
1658275200,2022-07-20 00:00:00,FTG/USDT,0.01986,0.0206,0.01795,0.0186,17845166.02685855,342575.5735453681359
1658188800,2022-07-19 00:00:00,FTG/USDT,0.02098,0.02159,0.0179,0.01983,19505241.97083405,386357.6794874670843
1658102400,2022-07-18 00:00:00,FTG/USDT,0.01891,0.0257,0.0181,0.02091,25902572.41747124,540365.4688037402008
1658016000,2022-07-17 00:00:00,FTG/USDT,0.01848,0.0205,0.01832,0.0189,17773547.62663143,336232.6330366448206
1657929600,2022-07-16 00:00:00,FTG/USDT,0.01899,0.0215,0.01767,0.0185,19379814.45659052,376334.6921413480842
1657843200,2022-07-15 00:00:00,FTG/USDT,0.02005,0.02118,0.0185,0.01902,16727031.24949574,328910.4665060877671
1657756800,2022-07-14 00:00:00,FTG/USDT,0.0204,0.02099,0.01792,0.02002,17208557.03878574,338532.0527685601077
1657670400,2022-07-13 00:00:00,FTG/USDT,0.01963,0.02208,0.01942,0.0204,18880767.62609551,384428.9387362755481
1657584000,2022-07-12 00:00:00,FTG/USDT,0.02062,0.02209,0.01742,0.0196,19085630.99127443,396492.0860824014305
1657497600,2022-07-11 00:00:00,FTG/USDT,0.02262,0.02443,0.0203,0.0206,16064821.44757136,356551.2469272566092
1657411200,2022-07-10 00:00:00,FTG/USDT,0.02369,0.02459,0.02194,0.02264,15945752.9935667,368909.9883312786344
1657324800,2022-07-09 00:00:00,FTG/USDT,0.02735,0.02816,0.0227,0.02369,18450525.10464053,453834.4367906496813
1657238400,2022-07-08 00:00:00,FTG/USDT,0.02181,0.0333,0.02088,0.02712,28570694.74756227,719211.7128768437518
1657152000,2022-07-07 00:00:00,FTG/USDT,0.02257,0.02524,0.02098,0.02181,18496445.89373959,421279.8861863041756
1657065600,2022-07-06 00:00:00,FTG/USDT,0.02399,0.0249,0.02081,0.02259,16034959.66432237,372350.593807202179
1656979200,2022-07-05 00:00:00,FTG/USDT,0.02526,0.02905,0.02214,0.024,19815532.6697304,502635.5285932233649
1656892800,2022-07-04 00:00:00,FTG/USDT,0.03315,0.03689,0.02401,0.02528,30813128.81946897,913245.649853706285
1656806400,2022-07-03 00:00:00,FTG/USDT,0.02463,0.08888,0.0227,0.03318,67687264.73650793,2824086.8955061538052
1656720000,2022-07-02 00:00:00,FTG/USDT,0.02451,0.02534,0.0227,0.02464,14170033.08215168,344334.6266804570696
1656633600,2022-07-01 00:00:00,FTG/USDT,0.02533,0.0325,0.02443,0.02454,10899528.86545405,281219.8820231734525
1656547200,2022-06-30 00:00:00,FTG/USDT,0.02688,0.02688,0.02278,0.02533,11300537.70584995,279763.3212374379897
1656460800,2022-06-29 00:00:00,FTG/USDT,0.02617,0.02762,0.02557,0.02689,11274661.00734998,299548.7963364989894
1656374400,2022-06-28 00:00:00,FTG/USDT,0.02793,0.02871,0.026,0.02617,6241917.84702755,171521.1846968685301
1656288000,2022-06-27 00:00:00,FTG/USDT,0.02767,0.02891,0.02616,0.02793,5877206.02268518,162029.5221515523234
1656201600,2022-06-26 00:00:00,FTG/USDT,0.02793,0.02925,0.02586,0.02767,11014289.81838166,303580.2331709631811
1656115200,2022-06-25 00:00:00,FTG/USDT,0.02693,0.035,0.02542,0.02795,18977428.04965172,568678.5837386647748
1656028800,2022-06-24 00:00:00,FTG/USDT,0.02403,0.0298,0.0226,0.02693,14575123.54612544,342788.9664892458592
1655942400,2022-06-23 00:00:00,FTG/USDT,0.02183,0.02464,0.0216,0.02407,15927517.08829549,368927.7192641742413
1655856000,2022-06-22 00:00:00,FTG/USDT,0.02181,0.02231,0.021,0.02185,13077708.81599657,282953.1381789573677
1655769600,2022-06-21 00:00:00,FTG/USDT,0.02118,0.02416,0.02036,0.02183,16021986.93041446,346524.6289848757006
1655683200,2022-06-20 00:00:00,FTG/USDT,0.02388,0.02399,0.01995,0.0212,15371159.43560486,324732.1392542555562
1655596800,2022-06-19 00:00:00,FTG/USDT,0.02087,0.0248,0.01905,0.02388,16463400.25245497,344846.2762845544112
1655510400,2022-06-18 00:00:00,FTG/USDT,0.02271,0.026,0.02004,0.02084,16664976.90251418,363437.675363204508
1655424000,2022-06-17 00:00:00,FTG/USDT,0.02095,0.02437,0.02011,0.0227,14931830.14672811,328421.2432830572583
1655337600,2022-06-16 00:00:00,FTG/USDT,0.02297,0.02776,0.02078,0.02099,16501108.6083746,383959.1195252568545
1655251200,2022-06-15 00:00:00,FTG/USDT,0.02487,0.035,0.0212,0.02295,24123640.87745101,628728.8553634927517
1655164800,2022-06-14 00:00:00,FTG/USDT,0.01825,0.03666,0.0175,0.02487,23082436.85661696,552491.5074323944133
1655078400,2022-06-13 00:00:00,FTG/USDT,0.02232,0.02269,0.01793,0.01824,10215664.03625462,197032.1980561881
1654992000,2022-06-12 00:00:00,FTG/USDT,0.02689,0.02693,0.02179,0.02232,10466923.16295593,256387.8990435512809
1654905600,2022-06-11 00:00:00,FTG/USDT,0.02922,0.02993,0.02489,0.02686,9504136.65312263,263282.1834265274651
1654819200,2022-06-10 00:00:00,FTG/USDT,0.03291,0.03355,0.02833,0.02925,9311663.35211571,291341.0250865218489
1654732800,2022-06-09 00:00:00,FTG/USDT,0.03209,0.0389,0.03199,0.033,9552052.72845599,330377.3995219556579
1654646400,2022-06-08 00:00:00,FTG/USDT,0.03399,0.03899,0.03164,0.03212,7327936.17623721,249751.3167353259947
1654560000,2022-06-07 00:00:00,FTG/USDT,0.03435,0.03535,0.03005,0.034,1673157.88164616,53980.2449023368766
1654473600,2022-06-06 00:00:00,FTG/USDT,0.03332,0.03681,0.0327,0.03437,2062616.62465306,71234.460485712475
1654387200,2022-06-05 00:00:00,FTG/USDT,0.03255,0.0344,0.03025,0.03337,2164251.13285327,69895.9063209115856
1654300800,2022-06-04 00:00:00,FTG/USDT,0.03567,0.03582,0.03124,0.03252,2443148.06735424,80943.8567910097189
1654214400,2022-06-03 00:00:00,FTG/USDT,0.0394,0.04032,0.0328,0.03567,1981918.91213458,71889.8689180777478
1654128000,2022-06-02 00:00:00,FTG/USDT,0.03913,0.0408,0.03841,0.03955,1359935.97942447,53529.2555721598309
1654041600,2022-06-01 00:00:00,FTG/USDT,0.03997,0.04127,0.03852,0.03926,1394887.4923906,55524.7885431768283
1653955200,2022-05-31 00:00:00,FTG/USDT,0.0495,0.0495,0.0398,0.04001,2437971.82429079,107314.1782231658895
1653868800,2022-05-30 00:00:00,FTG/USDT,0.04167,0.0495,0.0405,0.0495,2104671.5501144,89574.2298972074082
1653782400,2022-05-29 00:00:00,FTG/USDT,0.03976,0.04374,0.03899,0.0417,2424378.47811707,99791.7683991947588
1653696000,2022-05-28 00:00:00,FTG/USDT,0.0399,0.04189,0.0397,0.03979,1332868.7387491,53735.6001943935555
1653609600,2022-05-27 00:00:00,FTG/USDT,0.04013,0.04227,0.0397,0.03985,1537458.08515641,62230.4538845865734
1653523200,2022-05-26 00:00:00,FTG/USDT,0.04147,0.04341,0.0397,0.04017,2921684.89236636,120259.1954606634392
1653436800,2022-05-25 00:00:00,FTG/USDT,0.0408,0.04432,0.04047,0.0415,2760049.99502237,116387.0152768486644
1653350400,2022-05-24 00:00:00,FTG/USDT,0.03968,0.0549,0.03856,0.04082,7344194.0095381,324115.8907272472104
1653264000,2022-05-23 00:00:00,FTG/USDT,0.0399,0.0429,0.03856,0.03969,2929321.08313539,118101.4135225452403
1653177600,2022-05-22 00:00:00,FTG/USDT,0.04287,0.0442,0.03828,0.04002,2614452.05286431,107681.4984015508026
1653091200,2022-05-21 00:00:00,FTG/USDT,0.04092,0.04437,0.03827,0.04286,2784483.77803379,115031.7522845933474
1653004800,2022-05-20 00:00:00,FTG/USDT,0.0431,0.04685,0.03844,0.04091,3341803.80130594,141418.6274400000729
1652918400,2022-05-19 00:00:00,FTG/USDT,0.03918,0.056,0.039,0.04309,5789263.34681523,256829.6319556599142
1652832000,2022-05-18 00:00:00,FTG/USDT,0.04016,0.04414,0.03816,0.03919,10875021.44870292,444532.0317482683385
1652745600,2022-05-17 00:00:00,FTG/USDT,0.04006,0.05007,0.03844,0.04017,10427879.90625459,425509.0218412498655
1652659200,2022-05-16 00:00:00,FTG/USDT,0.04092,0.045,0.03425,0.04009,10351343.92729717,404502.8169097819133
1652572800,2022-05-15 00:00:00,FTG/USDT,0.03619,0.064,0.034,0.04093,15710195.9957717,658459.650647505831
1652486400,2022-05-14 00:00:00,FTG/USDT,0.03401,0.04401,0.02802,0.03622,11983980.70061887,408822.14892147596
1652400000,2022-05-13 00:00:00,FTG/USDT,0.02666,0.0543,0.02401,0.034,13108067.61179413,451969.7032949543163
1652313600,2022-05-12 00:00:00,FTG/USDT,0.02417,0.03235,0.01827,0.02627,10902547.75659025,265432.5881815993228
1652227200,2022-05-11 00:00:00,FTG/USDT,0.04421,0.06826,0.01574,0.02437,11072570.12296164,415292.824764040224
1652140800,2022-05-10 00:00:00,FTG/USDT,0.05203,0.06,0.0377,0.04421,8989606.44394369,427819.486036940919
1652054400,2022-05-09 00:00:00,FTG/USDT,0.06947,0.06958,0.051,0.05203,6441531.04980582,380465.8703125803575
1651968000,2022-05-08 00:00:00,FTG/USDT,0.07601,0.07609,0.0666,0.0695,5988536.53704909,423014.7572884843148
1651881600,2022-05-07 00:00:00,FTG/USDT,0.0797,0.08196,0.0758,0.07604,7513746.37184797,600340.723772563692
1651795200,2022-05-06 00:00:00,FTG/USDT,0.08948,0.09038,0.07965,0.07983,5564460.25856165,474072.4222139150151
1651708800,2022-05-05 00:00:00,FTG/USDT,0.10136,0.10295,0.089,0.08953,6496689.85892979,625883.6276002478114
1651622400,2022-05-04 00:00:00,FTG/USDT,0.11068,0.11133,0.095,0.10133,9048752.64222062,930341.9585006911936
1651536000,2022-05-03 00:00:00,FTG/USDT,0.09832,0.12,0.09832,0.11087,13425572.60241038,1493346.8231707293716
1651449600,2022-05-02 00:00:00,FTG/USDT,0.10879,0.10987,0.09204,0.09829,10560681.99996286,1066908.4282241730162
1651363200,2022-05-01 00:00:00,FTG/USDT,0.09284,0.1392,0.09105,0.1088,30235201.00499493,3526961.7614978128624
1651276800,2022-04-30 00:00:00,FTG/USDT,0.07793,0.1166,0.07365,0.09255,23472842.18142222,2207792.3575850310538
1651190400,2022-04-29 00:00:00,FTG/USDT,0.08848,0.09497,0.06696,0.07792,11364888.91335365,935252.537609823846
1651104000,2022-04-28 00:00:00,FTG/USDT,0.10684,0.125,0.08511,0.0884,28480356.78480636,2938682.5482308564683
1651017600,2022-04-27 00:00:00,FTG/USDT,0.05225,0.145,0.05,0.10728,40437634.26312447,3842702.6717678249043
1650931200,2022-04-26 00:00:00,FTG/USDT,0.05984,0.05984,0.05043,0.05224,7965035.36233855,437720.6512639517235
1650844800,2022-04-25 00:00:00,FTG/USDT,0.06429,0.07042,0.055,0.06042,11443075.29878764,702374.7900221490858
1650758400,2022-04-24 00:00:00,FTG/USDT,0.09489,0.1138,0.06314,0.06467,35743344.64787794,3230780.1302542628825
1650672000,2022-04-23 00:00:00,FTG/USDT,0.03496,0.18999,0.03425,0.0949,58119472.62994823,5669297.401956452825
1650585600,2022-04-22 00:00:00,FTG/USDT,0.03503,0.03561,0.033,0.03492,8962919.10534147,311364.2137922093782
1650499200,2022-04-21 00:00:00,FTG/USDT,0.03552,0.03879,0.03456,0.03502,8556794.44446828,318123.5729979687657
1650412800,2022-04-20 00:00:00,FTG/USDT,0.03896,0.03905,0.03432,0.03553,9482934.38859096,349490.2303206171965
1650326400,2022-04-19 00:00:00,FTG/USDT,0.0379,0.03997,0.03429,0.03901,11108699.19543699,418274.4031017101314
1650240000,2022-04-18 00:00:00,FTG/USDT,0.04087,0.04099,0.03775,0.03775,9213490.33711951,363593.9080703615411
1650153600,2022-04-17 00:00:00,FTG/USDT,0.0407,0.0479,0.04058,0.04084,9394285.88833825,394194.9467501596252
1650067200,2022-04-16 00:00:00,FTG/USDT,0.04023,0.0414,0.03931,0.04072,9047040.3446775,365712.9190269549691
1649980800,2022-04-15 00:00:00,FTG/USDT,0.03982,0.04843,0.03932,0.04019,8802493.65885325,366638.4961844698514
1649894400,2022-04-14 00:00:00,FTG/USDT,0.04427,0.0444,0.0394,0.03979,8260175.52914903,350519.9165862082952
1649808000,2022-04-13 00:00:00,FTG/USDT,0.04047,0.04615,0.04032,0.0443,8768778.02020806,365652.125663919487
1649721600,2022-04-12 00:00:00,FTG/USDT,0.04073,0.04203,0.03892,0.04053,7994189.27982794,322133.113795121658
1649635200,2022-04-11 00:00:00,FTG/USDT,0.04706,0.04719,0.0405,0.04072,6954788.39945031,302378.9271747650942
1649548800,2022-04-10 00:00:00,FTG/USDT,0.04436,0.04771,0.04375,0.04706,8850592.07700225,403928.9812412958258
1649462400,2022-04-09 00:00:00,FTG/USDT,0.04686,0.04831,0.04305,0.04441,8770780.3048456,397285.7817514895928
1649376000,2022-04-08 00:00:00,FTG/USDT,0.04907,0.05153,0.04569,0.04688,7423604.65296954,363098.5046018526644
1649289600,2022-04-07 00:00:00,FTG/USDT,0.05279,0.05279,0.04787,0.04902,7631672.13593922,384344.9628954782415
1649203200,2022-04-06 00:00:00,FTG/USDT,0.06111,0.06213,0.0511,0.05275,5655033.31300322,317152.3485329201074
1649116800,2022-04-05 00:00:00,FTG/USDT,0.05892,0.06214,0.058,0.06109,6039746.20722457,358573.8297788961491
1649030400,2022-04-04 00:00:00,FTG/USDT,0.05918,0.06402,0.0575,0.05896,8483556.97321871,511400.064757961228
1648944000,2022-04-03 00:00:00,FTG/USDT,0.05995,0.06649,0.05836,0.05903,9158886.33248204,571178.3334747606383
1648857600,2022-04-02 00:00:00,FTG/USDT,0.06063,0.06201,0.0566,0.05997,9788843.63047499,583588.8161140972405
1648771200,2022-04-01 00:00:00,FTG/USDT,0.05747,0.06147,0.05554,0.06065,8640397.20696426,501915.9334185125258
1648684800,2022-03-31 00:00:00,FTG/USDT,0.0603,0.06349,0.056,0.05745,10011079.27931077,599169.0354248517288
1648598400,2022-03-30 00:00:00,FTG/USDT,0.06428,0.06489,0.05941,0.06029,11281751.95061816,693084.7980736827112
1648512000,2022-03-29 00:00:00,FTG/USDT,0.05684,0.0738,0.056,0.06415,14504506.71745048,957421.5553707659388
1648425600,2022-03-28 00:00:00,FTG/USDT,0.05753,0.06898,0.05602,0.05729,12035162.2005762,730315.2326331539696
1648339200,2022-03-27 00:00:00,FTG/USDT,0.06297,0.06297,0.05403,0.05751,8755448.03977079,503856.4090272874597
1648252800,2022-03-26 00:00:00,FTG/USDT,0.05267,0.075,0.0517,0.06299,21089261.18539617,1288624.4973641642028
1648166400,2022-03-25 00:00:00,FTG/USDT,0.05388,0.0574,0.05102,0.0526,19443532.80199018,1040291.2067846904029
1648080000,2022-03-24 00:00:00,FTG/USDT,0.05373,0.05887,0.05214,0.05386,20056466.20153822,1098288.704089312038
1647993600,2022-03-23 00:00:00,FTG/USDT,0.051,0.06206,0.05,0.05375,21493488.88007555,1142295.2260780710052
1647907200,2022-03-22 00:00:00,FTG/USDT,0.04981,0.05346,0.04973,0.05099,14956485.54494904,763217.9859483105121
1647820800,2022-03-21 00:00:00,FTG/USDT,0.05897,0.05901,0.04888,0.04981,16217626.71489599,879088.9786576528249
1647734400,2022-03-20 00:00:00,FTG/USDT,0.07358,0.077,0.05499,0.05899,14884655.80466391,956779.491900858923
1647648000,2022-03-19 00:00:00,FTG/USDT,0.0559,0.0832,0.05451,0.07346,22375052.05223948,1420993.6458679445377
1647561600,2022-03-18 00:00:00,FTG/USDT,0.06107,0.06135,0.05521,0.05597,14832135.2965465,877534.0022836737137
1647475200,2022-03-17 00:00:00,FTG/USDT,0.06575,0.06605,0.05985,0.06106,11514219.87834996,718751.1985268450764
1647388800,2022-03-16 00:00:00,FTG/USDT,0.0681,0.06839,0.06293,0.06569,8602551.44438747,578178.7923033935125
1647302400,2022-03-15 00:00:00,FTG/USDT,0.06879,0.07866,0.06716,0.06807,10538059.32068217,759647.8760886942307
1647216000,2022-03-14 00:00:00,FTG/USDT,0.07632,0.077,0.06566,0.06877,13550905.00120422,982050.2081135581149
1647129600,2022-03-13 00:00:00,FTG/USDT,0.09393,0.09479,0.06977,0.07628,12590106.26965049,1052467.9199133455729
1647043200,2022-03-12 00:00:00,FTG/USDT,0.08915,0.10583,0.08627,0.09398,10977335.80288316,1033272.1066034150024
1646956800,2022-03-11 00:00:00,FTG/USDT,0.08944,0.09634,0.08888,0.08918,9108208.32270685,830346.1321260409206
1646870400,2022-03-10 00:00:00,FTG/USDT,0.09556,0.1075,0.0889,0.0894,10320387.40390816,973402.9257161712813
1646784000,2022-03-09 00:00:00,FTG/USDT,0.09072,0.13081,0.08978,0.09553,10834930.0633455,1071279.000729211553
1646697600,2022-03-08 00:00:00,FTG/USDT,0.09707,0.09709,0.08405,0.09072,9406399.60208652,840586.4689990597368
1646611200,2022-03-07 00:00:00,FTG/USDT,0.10168,0.10172,0.09178,0.09705,10288162.40481583,996167.8828718678535
1646524800,2022-03-06 00:00:00,FTG/USDT,0.11306,0.11354,0.101,0.10159,8408685.36772605,913756.0849814307889
1646438400,2022-03-05 00:00:00,FTG/USDT,0.10468,0.11745,0.10445,0.113,8975424.04939747,1008184.3385973181413
1646352000,2022-03-04 00:00:00,FTG/USDT,0.1111,0.11838,0.10453,0.10466,8934477.65087444,982517.1351782138471
1646265600,2022-03-03 00:00:00,FTG/USDT,0.11943,0.11944,0.10985,0.1111,6275752.85671004,706081.4952267147481
1646179200,2022-03-02 00:00:00,FTG/USDT,0.12183,0.12412,0.11888,0.11942,7993021.15524036,975453.6312898342281
1646092800,2022-03-01 00:00:00,FTG/USDT,0.12601,0.12784,0.12175,0.12184,6856743.56068016,853628.7082999320776
1646006400,2022-02-28 00:00:00,FTG/USDT,0.11676,0.12612,0.11557,0.12601,6422513.8959064,762769.8933044624671
1645920000,2022-02-27 00:00:00,FTG/USDT,0.12808,0.12896,0.11641,0.11674,7375705.07341596,902646.9594357833436
1645833600,2022-02-26 00:00:00,FTG/USDT,0.11337,0.13096,0.11315,0.12804,7204312.04306189,877784.1220070781219
1645747200,2022-02-25 00:00:00,FTG/USDT,0.12675,0.12675,0.10932,0.11334,7535606.74597512,889109.9656943545886
1645660800,2022-02-24 00:00:00,FTG/USDT,0.17923,0.1833,0.10002,0.12682,6607325.14317479,802565.5740645343489
1645574400,2022-02-23 00:00:00,FTG/USDT,0.11414,0.225,0.11414,0.17923,9770467.79384496,1323545.5972354046939
1645488000,2022-02-22 00:00:00,FTG/USDT,0.112,0.1237,0.11192,0.11409,6363920.95468901,731577.6557076141609
1645401600,2022-02-21 00:00:00,FTG/USDT,0.11959,0.12551,0.11157,0.11202,7042074.58818288,843094.4100004130217
1645315200,2022-02-20 00:00:00,FTG/USDT,0.14727,0.15044,0.118,0.11956,7761442.27263776,1003934.2528843662289
1645228800,2022-02-19 00:00:00,FTG/USDT,0.15089,0.17166,0.1456,0.14725,7245970.46178662,1121259.1382409865909
1645142400,2022-02-18 00:00:00,FTG/USDT,0.1663,0.1802,0.15,0.15131,5786559.0213099,947849.2079484176539
1645056000,2022-02-17 00:00:00,FTG/USDT,0.21031,0.21322,0.13771,0.16626,5283484.07695851,1014659.0912410370311
1644969600,2022-02-16 00:00:00,FTG/USDT,0.24136,0.2445,0.2,0.21024,4634141.34981767,1029572.4221487868496
1644883200,2022-02-15 00:00:00,FTG/USDT,0.21898,0.25288,0.20766,0.24262,4525258.59549322,1068144.2395815764704
1644796800,2022-02-14 00:00:00,FTG/USDT,0.26815,0.26956,0.20766,0.21737,3494100.88479666,903824.8736797755539
1644710400,2022-02-13 00:00:00,FTG/USDT,0.27353,0.27412,0.26577,0.26809,3329430.71050561,902700.229913655901
1644624000,2022-02-12 00:00:00,FTG/USDT,0.28102,0.28218,0.2659,0.27351,3010288.10990289,838397.077073575151
1644537600,2022-02-11 00:00:00,FTG/USDT,0.27317,0.28361,0.26856,0.281,2586005.66910061,716318.8266968878009
1644451200,2022-02-10 00:00:00,FTG/USDT,0.28996,0.29037,0.2715,0.27325,2912021.36140253,818358.3149128811069
1644364800,2022-02-09 00:00:00,FTG/USDT,0.29954,0.29989,0.28544,0.28997,3062114.60063667,894451.6131618067873
