https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XMR,Volume BTC
1663459200,2022-09-18 00:00:00,XMR/BTC,0.007357,0.007377,0.007335,0.007335,41.7574,0.3068656546
1663372800,2022-09-17 00:00:00,XMR/BTC,0.007549,0.00764,0.007336,0.00734,2727.015723,20.52989090978287
1663286400,2022-09-16 00:00:00,XMR/BTC,0.007403,0.007595,0.007312,0.007535,3528.09436782,26.43153616557906
1663200000,2022-09-15 00:00:00,XMR/BTC,0.007413,0.00749,0.007295,0.007397,3951.42890695,29.18725373482145
1663113600,2022-09-14 00:00:00,XMR/BTC,0.007214,0.007635,0.007167,0.007419,6602.18432645,48.99878414289828
1663027200,2022-09-13 00:00:00,XMR/BTC,0.007323,0.007423,0.007062,0.007211,4373.97890038,31.79281020006385
1662940800,2022-09-12 00:00:00,XMR/BTC,0.0073,0.007448,0.007161,0.007331,7174.7863062,52.26638834195598
1662854400,2022-09-11 00:00:00,XMR/BTC,0.007291,0.007477,0.007203,0.007298,4456.81111798,32.44199197021231
1662768000,2022-09-10 00:00:00,XMR/BTC,0.007554,0.00759,0.00727,0.007289,2890.15390934,21.49627997579965
1662681600,2022-09-09 00:00:00,XMR/BTC,0.007877,0.007915,0.007304,0.007554,4690.83015887,35.17523452212617
1662595200,2022-09-08 00:00:00,XMR/BTC,0.007737,0.007964,0.007691,0.007878,2644.97961343,20.6498408401557
1662508800,2022-09-07 00:00:00,XMR/BTC,0.007709,0.007926,0.007565,0.007738,2599.36189832,20.07026818610546
1662422400,2022-09-06 00:00:00,XMR/BTC,0.007972,0.008011,0.007677,0.007713,3983.32643656,31.25154932693907
1662336000,2022-09-05 00:00:00,XMR/BTC,0.007777,0.008251,0.007777,0.007966,5088.24105771,40.37757092197297
1662249600,2022-09-04 00:00:00,XMR/BTC,0.007786,0.0079,0.007759,0.007778,2324.26825171,18.21133252519153
1662163200,2022-09-03 00:00:00,XMR/BTC,0.007678,0.007847,0.007644,0.007785,2341.223302,18.15595307830233
1662076800,2022-09-02 00:00:00,XMR/BTC,0.007676,0.007699,0.007496,0.00769,3126.81693136,23.71043875957309
1661990400,2022-09-01 00:00:00,XMR/BTC,0.007439,0.007715,0.007419,0.007674,2788.1416137,21.24653259214727
1661904000,2022-08-31 00:00:00,XMR/BTC,0.007514,0.007554,0.007363,0.007439,3593.48266108,26.83636502372124
1661817600,2022-08-30 00:00:00,XMR/BTC,0.007529,0.007601,0.007354,0.007508,4710.87362195,35.21669782532321
1661731200,2022-08-29 00:00:00,XMR/BTC,0.007493,0.007589,0.007307,0.00753,3514.00219985,26.20544905812799
1661644800,2022-08-28 00:00:00,XMR/BTC,0.007244,0.007504,0.007201,0.007482,2744.94983313,20.13381097553891
1661558400,2022-08-27 00:00:00,XMR/BTC,0.007042,0.007261,0.006992,0.007235,3025.42712105,21.64178705149004
1661472000,2022-08-26 00:00:00,XMR/BTC,0.007146,0.007207,0.00701,0.007046,4367.23135514,31.05034898402463
1661385600,2022-08-25 00:00:00,XMR/BTC,0.007062,0.007189,0.007027,0.00714,2638.68938142,18.70794824225476
1661299200,2022-08-24 00:00:00,XMR/BTC,0.007188,0.007222,0.00703,0.007061,3208.56529282,22.86626194016538
1661212800,2022-08-23 00:00:00,XMR/BTC,0.00719,0.00725,0.007152,0.007176,2197.45388262,15.81435979282974
1661126400,2022-08-22 00:00:00,XMR/BTC,0.007176,0.007268,0.007062,0.00719,4318.90064538,30.98346311784953
1661040000,2022-08-21 00:00:00,XMR/BTC,0.007049,0.007329,0.007038,0.00717,3588.44253633,25.76676889976834
1660953600,2022-08-20 00:00:00,XMR/BTC,0.006833,0.007084,0.006809,0.007042,3356.50218582,23.17576514241017
1660867200,2022-08-19 00:00:00,XMR/BTC,0.006943,0.00723,0.006776,0.006838,4608.29231197,31.95938940341276
1660780800,2022-08-18 00:00:00,XMR/BTC,0.007241,0.007279,0.006839,0.006942,3555.22487607,25.17182968225885
1660694400,2022-08-17 00:00:00,XMR/BTC,0.007123,0.007276,0.006759,0.00724,9301.90563893,65.43471949030936
1660608000,2022-08-16 00:00:00,XMR/BTC,0.006822,0.007272,0.006808,0.00712,4535.62195179,32.24386275073038
1660521600,2022-08-15 00:00:00,XMR/BTC,0.006854,0.006963,0.006733,0.006836,2005.03064639,13.75418752168078
1660435200,2022-08-14 00:00:00,XMR/BTC,0.006853,0.006916,0.006759,0.006849,2168.65483545,14.80486329539611
1660348800,2022-08-13 00:00:00,XMR/BTC,0.006849,0.006925,0.006733,0.00684,1468.80076736,10.03019122775947
1660262400,2022-08-12 00:00:00,XMR/BTC,0.006701,0.006998,0.00665,0.006841,8703.69544056,59.48815012767397
1660176000,2022-08-11 00:00:00,XMR/BTC,0.007018,0.007115,0.006586,0.006704,11773.56884847,80.46075784263168
1660089600,2022-08-10 00:00:00,XMR/BTC,0.006933,0.007234,0.006828,0.007012,14835.31841202,104.46466066443134
1660003200,2022-08-09 00:00:00,XMR/BTC,0.007027,0.007478,0.006775,0.006944,14153.25535157,98.36368251827834
1659916800,2022-08-08 00:00:00,XMR/BTC,0.007106,0.007109,0.00688,0.00703,7573.57372385,53.02676235826139
1659830400,2022-08-07 00:00:00,XMR/BTC,0.00701,0.007452,0.006934,0.0071,12911.24025918,92.83841639999116
1659744000,2022-08-06 00:00:00,XMR/BTC,0.006942,0.007118,0.0069,0.007014,6621.05185884,46.42784232345725
1659657600,2022-08-05 00:00:00,XMR/BTC,0.007048,0.007065,0.006817,0.006932,2016.92636407,13.95252947075668
1659571200,2022-08-04 00:00:00,XMR/BTC,0.006861,0.007094,0.006808,0.007048,3797.43367168,26.53284795612666
1659484800,2022-08-03 00:00:00,XMR/BTC,0.006834,0.007141,0.006745,0.00686,4816.46690149,33.3322355371404
1659398400,2022-08-02 00:00:00,XMR/BTC,0.006896,0.006995,0.006744,0.006822,3978.95566067,27.35203918338648
1659312000,2022-08-01 00:00:00,XMR/BTC,0.006629,0.006918,0.00659,0.006912,4182.56610797,28.28991376717514
1659225600,2022-07-31 00:00:00,XMR/BTC,0.006589,0.006687,0.006554,0.006622,2796.2574081,18.50672811780463
1659139200,2022-07-30 00:00:00,XMR/BTC,0.006733,0.00681,0.006562,0.006594,2943.407352,19.59811390335758
1659052800,2022-07-29 00:00:00,XMR/BTC,0.006813,0.006897,0.006712,0.006739,3055.34998326,20.76811832559513
1658966400,2022-07-28 00:00:00,XMR/BTC,0.007041,0.007079,0.00675,0.006814,3627.72956372,25.02816738417616
1658880000,2022-07-27 00:00:00,XMR/BTC,0.007102,0.00731,0.006975,0.007043,3869.27937635,27.62633912029931
1658793600,2022-07-26 00:00:00,XMR/BTC,0.006737,0.007155,0.006555,0.007113,5781.4635529,39.90714653554994
1658707200,2022-07-25 00:00:00,XMR/BTC,0.006707,0.006832,0.00661,0.006738,3324.48972367,22.33607183938046
1658620800,2022-07-24 00:00:00,XMR/BTC,0.006522,0.006732,0.006512,0.006711,2280.99738692,15.13296984789374
1658534400,2022-07-23 00:00:00,XMR/BTC,0.006568,0.00661,0.006405,0.00652,3664.77717977,23.95309609362959
1658448000,2022-07-22 00:00:00,XMR/BTC,0.006526,0.006669,0.00637,0.006572,3843.04659325,25.02708388728616
1658361600,2022-07-21 00:00:00,XMR/BTC,0.00655,0.006701,0.006443,0.006517,7408.660583,48.63644240889181
