https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LMR,Volume USDT
1663459200,2022-09-18 00:00:00,LMR/USDT,0.01911,0.02,0.01911,0.01959,158892.6755,3122.789115095
1663372800,2022-09-17 00:00:00,LMR/USDT,0.01802,0.01925,0.01759,0.01919,789444.8321,14398.119967469
1663286400,2022-09-16 00:00:00,LMR/USDT,0.0189,0.01894,0.01784,0.01804,719986.8058,13225.337620648
1663200000,2022-09-15 00:00:00,LMR/USDT,0.01997,0.02019,0.01892,0.01892,590687.2451,11519.266094364
1663113600,2022-09-14 00:00:00,LMR/USDT,0.02037,0.0207,0.01645,0.01996,3632233.3383,67658.241615476
1663027200,2022-09-13 00:00:00,LMR/USDT,0.0215,0.02222,0.02037,0.02037,1972898.6831,41559.384554479
1662940800,2022-09-12 00:00:00,LMR/USDT,0.02106,0.02443,0.02039,0.02144,6260712.1307,140390.483629584
1662854400,2022-09-11 00:00:00,LMR/USDT,0.01914,0.02855,0.019,0.02106,23500932.43546959,559638.710463911529
1662768000,2022-09-10 00:00:00,LMR/USDT,0.01773,0.02012,0.0175,0.01913,2862102.5613,53470.098178875
1662681600,2022-09-09 00:00:00,LMR/USDT,0.01821,0.01852,0.01742,0.01774,1793903.3884,31877.933429232
1662595200,2022-09-08 00:00:00,LMR/USDT,0.01979,0.02006,0.01739,0.01822,2506672.9844,47633.806693955
1662508800,2022-09-07 00:00:00,LMR/USDT,0.01669,0.02,0.01615,0.01979,3595810.0307,62864.309735487
1662422400,2022-09-06 00:00:00,LMR/USDT,0.01726,0.01768,0.0165,0.01657,805672.4980366,13678.441595896266
1662336000,2022-09-05 00:00:00,LMR/USDT,0.01766,0.01832,0.01653,0.01727,1601014.6017,28285.998266441
1662249600,2022-09-04 00:00:00,LMR/USDT,0.01918,0.01936,0.01766,0.01766,902387.9262,16458.303309872
1662163200,2022-09-03 00:00:00,LMR/USDT,0.01937,0.02029,0.01831,0.01918,1916070.5362,37327.247900121
1662076800,2022-09-02 00:00:00,LMR/USDT,0.01845,0.02007,0.01845,0.01937,3005899.2339,58364.733665328
1661990400,2022-09-01 00:00:00,LMR/USDT,0.0185,0.0188,0.01764,0.01856,365597.936,6680.513814682
1661904000,2022-08-31 00:00:00,LMR/USDT,0.01909,0.01997,0.01767,0.01851,1845192.2522,34544.303098642
1661817600,2022-08-30 00:00:00,LMR/USDT,0.0213,0.02155,0.01898,0.01911,2628193.2355,53138.890145367
1661731200,2022-08-29 00:00:00,LMR/USDT,0.02332,0.02422,0.02106,0.02131,2347823.0995,52940.544781904
1661644800,2022-08-28 00:00:00,LMR/USDT,0.02354,0.02475,0.02251,0.02333,1994491.4756,46479.186242864
1661558400,2022-08-27 00:00:00,LMR/USDT,0.02626,0.02741,0.02337,0.02368,2373920.2781,60753.448848117
1661472000,2022-08-26 00:00:00,LMR/USDT,0.02891,0.029,0.0262,0.0262,2493843.1119,68731.304619409
1661385600,2022-08-25 00:00:00,LMR/USDT,0.02944,0.0316,0.02809,0.02903,2306908.0098,68545.10654256
1661299200,2022-08-24 00:00:00,LMR/USDT,0.02846,0.03315,0.02723,0.02943,7089838.6127,217695.216130521
1661212800,2022-08-23 00:00:00,LMR/USDT,0.02754,0.02912,0.02741,0.0284,719960.8901,20332.467388061
1661126400,2022-08-22 00:00:00,LMR/USDT,0.02846,0.02858,0.02675,0.02755,1397315.9358,38647.455281965
1661040000,2022-08-21 00:00:00,LMR/USDT,0.02708,0.03011,0.02708,0.02849,1945340.0321,55451.307401106
1660953600,2022-08-20 00:00:00,LMR/USDT,0.02692,0.03456,0.02673,0.02706,7068957.8165,209856.272133438
1660867200,2022-08-19 00:00:00,LMR/USDT,0.02634,0.03016,0.02474,0.02694,4367494.5965,121588.638665069
1660780800,2022-08-18 00:00:00,LMR/USDT,0.02672,0.03458,0.02603,0.0264,3085714.4284,88161.590673136
1660694400,2022-08-17 00:00:00,LMR/USDT,0.02812,0.02949,0.02602,0.02668,1690021.7672,47116.981729445
1660608000,2022-08-16 00:00:00,LMR/USDT,0.02632,0.033,0.02556,0.02812,5488130.5723,159761.013701326
1660521600,2022-08-15 00:00:00,LMR/USDT,0.02774,0.02866,0.0252,0.02632,3094843.275,82741.564660347
1660435200,2022-08-14 00:00:00,LMR/USDT,0.02885,0.03427,0.02761,0.02774,12465850.3916,387413.972271686
1660348800,2022-08-13 00:00:00,LMR/USDT,0.02617,0.03123,0.02553,0.02882,20723747.8528,595413.751568266
1660262400,2022-08-12 00:00:00,LMR/USDT,0.02368,0.02844,0.02331,0.0261,3929221.6609,101191.822982465
1660176000,2022-08-11 00:00:00,LMR/USDT,0.0264,0.0269,0.0229,0.02359,2512207.8733,62203.885189711
1660089600,2022-08-10 00:00:00,LMR/USDT,0.02399,0.028,0.02211,0.02634,6004207.83327226,150106.0178621311228
1660003200,2022-08-09 00:00:00,LMR/USDT,0.02152,0.02399,0.02147,0.02398,2373453.3411,53329.096363302
1659916800,2022-08-08 00:00:00,LMR/USDT,0.02219,0.02799,0.02121,0.02147,6894453.192,168482.022349395
1659830400,2022-08-07 00:00:00,LMR/USDT,0.01967,0.02759,0.01897,0.02234,8076523.8175,189686.70062423
1659744000,2022-08-06 00:00:00,LMR/USDT,0.02042,0.02062,0.01844,0.01967,1010477.362,19621.560161234
1659657600,2022-08-05 00:00:00,LMR/USDT,0.02223,0.02277,0.01935,0.02042,3695678.03751416,78924.6612793760856
1659571200,2022-08-04 00:00:00,LMR/USDT,0.02014,0.03213,0.02,0.02223,19199128.7915,497257.5219322628236
