https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume KNC,Volume BTC
1663459200,2022-09-18 00:00:00,KNC/BTC,0.00009463,0.00009533,0.00009463,0.00009533,11.19,0.001063349958
1663372800,2022-09-17 00:00:00,KNC/BTC,0.00009525,0.00010019,0.00009355,0.00009463,2319.5764,0.222135479956
1663286400,2022-09-16 00:00:00,KNC/BTC,0.00010141,0.00010377,0.00009525,0.00009525,4366.1514,0.427300405844
1663200000,2022-09-15 00:00:00,KNC/BTC,0.00009563,0.00010409,0.00009385,0.00010126,16156.3628,1.591589969523
1663113600,2022-09-14 00:00:00,KNC/BTC,0.00009695,0.0000995,0.00009275,0.00009563,2642.6872,0.256308165117
1663027200,2022-09-13 00:00:00,KNC/BTC,0.00008522,0.00009812,0.00008259,0.00009705,11930.5938,1.08798013448
1662940800,2022-09-12 00:00:00,KNC/BTC,0.00009185,0.00009202,0.0000852,0.00008547,1574.43,0.139113785076
1662854400,2022-09-11 00:00:00,KNC/BTC,0.00009503,0.00009627,0.00009125,0.00009212,1919.9763,0.179517396489
1662768000,2022-09-10 00:00:00,KNC/BTC,0.00008652,0.00009588,0.00008627,0.00009475,14359.1086,1.326841112589
1662681600,2022-09-09 00:00:00,KNC/BTC,0.00009182,0.00009262,0.00008591,0.00008633,8253.1719,0.732614483357
1662595200,2022-09-08 00:00:00,KNC/BTC,0.00009039,0.00009343,0.00008996,0.00009161,5523.5983,0.506650218447
1662508800,2022-09-07 00:00:00,KNC/BTC,0.00008924,0.00009301,0.00008914,0.00009035,5036.4107,0.455405471389
1662422400,2022-09-06 00:00:00,KNC/BTC,0.00008428,0.00009035,0.00008384,0.00008933,5755.0442,0.498213992342
1662336000,2022-09-05 00:00:00,KNC/BTC,0.00008421,0.00008463,0.0000832,0.00008444,2105.2325,0.175891044168
1662249600,2022-09-04 00:00:00,KNC/BTC,0.00008582,0.00008637,0.00008422,0.00008422,355.6512,0.030266199155
1662163200,2022-09-03 00:00:00,KNC/BTC,0.00008989,0.00008989,0.00008591,0.00008609,2308.0561,0.202138582104
1662076800,2022-09-02 00:00:00,KNC/BTC,0.00008852,0.00009082,0.0000869,0.00008972,1546.2855,0.13748440703
1661990400,2022-09-01 00:00:00,KNC/BTC,0.00008582,0.00008953,0.00008455,0.00008852,965.2113,0.083691533213
1661904000,2022-08-31 00:00:00,KNC/BTC,0.00008737,0.0000877,0.00008446,0.00008604,1714.3969,0.14787964433
1661817600,2022-08-30 00:00:00,KNC/BTC,0.00008411,0.00008869,0.00008302,0.00008744,4495.3977,0.380963134418
1661731200,2022-08-29 00:00:00,KNC/BTC,0.00008505,0.00008505,0.00008251,0.00008429,1007.2582,0.08397551227
1661644800,2022-08-28 00:00:00,KNC/BTC,0.00008923,0.00008974,0.00008404,0.00008502,2897.4595,0.247514663549
1661558400,2022-08-27 00:00:00,KNC/BTC,0.0000848,0.00009122,0.00008304,0.00008896,3527.4938,0.313833152304
1661472000,2022-08-26 00:00:00,KNC/BTC,0.00008379,0.00008522,0.00008057,0.00008497,5600.0236,0.459383444744
1661385600,2022-08-25 00:00:00,KNC/BTC,0.00008652,0.00008788,0.00008246,0.00008387,1917.89,0.161208984125
1661299200,2022-08-24 00:00:00,KNC/BTC,0.00008888,0.0000919,0.00008548,0.0000864,3460.1789,0.304967465826
1661212800,2022-08-23 00:00:00,KNC/BTC,0.00009005,0.00009102,0.00008602,0.00008896,6034.0074,0.528461669597
1661126400,2022-08-22 00:00:00,KNC/BTC,0.0000832,0.0000908,0.00008279,0.00009005,8807.4323,0.767211289177
1661040000,2022-08-21 00:00:00,KNC/BTC,0.00008447,0.00008463,0.00008107,0.00008329,2851.5552,0.236708095736
1660953600,2022-08-20 00:00:00,KNC/BTC,0.00008541,0.00008541,0.00008076,0.00008454,4023.3691,0.330804366465
1660867200,2022-08-19 00:00:00,KNC/BTC,0.00007552,0.00008573,0.00007426,0.00008541,20557.4084,1.646148623359
1660780800,2022-08-18 00:00:00,KNC/BTC,0.00007312,0.00007678,0.00006972,0.00007595,8689.1035,0.642879781192
1660694400,2022-08-17 00:00:00,KNC/BTC,0.00006861,0.00007346,0.00006625,0.00007308,10697.3965,0.743581266111
1660608000,2022-08-16 00:00:00,KNC/BTC,0.00006899,0.00006943,0.00006709,0.00006861,2301.28,0.157240305856
1660521600,2022-08-15 00:00:00,KNC/BTC,0.00006776,0.0000715,0.0000673,0.00006942,7974.8518,0.548039864033
1660435200,2022-08-14 00:00:00,KNC/BTC,0.0000699,0.00007022,0.00006769,0.00006794,1365.1422,0.094183849325
1660348800,2022-08-13 00:00:00,KNC/BTC,0.00006899,0.00007102,0.00006796,0.0000699,3673.4206,0.255033135316
1660262400,2022-08-12 00:00:00,KNC/BTC,0.00006914,0.00007041,0.00006852,0.00006919,6869.6522,0.480194128967
1660176000,2022-08-11 00:00:00,KNC/BTC,0.00006784,0.00007263,0.00006772,0.00006959,11182.1646,0.779354037663
1660089600,2022-08-10 00:00:00,KNC/BTC,0.00006585,0.00006802,0.00006494,0.00006753,1320.2949,0.087761991219
1660003200,2022-08-09 00:00:00,KNC/BTC,0.00006745,0.00006851,0.00006525,0.00006597,839.9868,0.055821278371
1659916800,2022-08-08 00:00:00,KNC/BTC,0.00006779,0.0000685,0.0000661,0.00006751,1502.3377,0.101917525562
1659830400,2022-08-07 00:00:00,KNC/BTC,0.00006788,0.00006841,0.0000673,0.00006788,683.5959,0.046391667447
1659744000,2022-08-06 00:00:00,KNC/BTC,0.00006897,0.00006938,0.0000676,0.00006788,541.8957,0.037008579258
1659657600,2022-08-05 00:00:00,KNC/BTC,0.0000667,0.00006975,0.00006625,0.00006881,4403.2525,0.298726537015
1659571200,2022-08-04 00:00:00,KNC/BTC,0.00006405,0.00006669,0.00006405,0.00006669,855.7022,0.055697449264
1659484800,2022-08-03 00:00:00,KNC/BTC,0.0000648,0.00006516,0.00006362,0.00006394,1816.754,0.117118698975
1659398400,2022-08-02 00:00:00,KNC/BTC,0.00006758,0.00007022,0.00006448,0.00006492,4251.426,0.280442256744
1659312000,2022-08-01 00:00:00,KNC/BTC,0.0000661,0.00006882,0.00006569,0.00006745,1762.4102,0.11785253242
1659225600,2022-07-31 00:00:00,KNC/BTC,0.00006719,0.00006804,0.00006521,0.00006625,916.2243,0.060668712047
1659139200,2022-07-30 00:00:00,KNC/BTC,0.00006819,0.00007238,0.00006656,0.00006713,12920.7548,0.906716111718
1659052800,2022-07-29 00:00:00,KNC/BTC,0.00006303,0.00006912,0.00006291,0.00006798,2166.0319,0.144400453675
1658966400,2022-07-28 00:00:00,KNC/BTC,0.00006272,0.0000642,0.00006131,0.00006303,601.8346,0.037712022856
1658880000,2022-07-27 00:00:00,KNC/BTC,0.00006336,0.00006361,0.00006124,0.00006275,361.1228,0.022595847375
1658793600,2022-07-26 00:00:00,KNC/BTC,0.00006149,0.00006373,0.00006126,0.00006373,1821.8719,0.113910243681
1658707200,2022-07-25 00:00:00,KNC/BTC,0.00006277,0.00006833,0.00006139,0.00006151,8786.3524,0.574947793801
1658620800,2022-07-24 00:00:00,KNC/BTC,0.00006333,0.00006432,0.00006289,0.00006291,609.4615,0.038725862784
1658534400,2022-07-23 00:00:00,KNC/BTC,0.00006175,0.00006389,0.00006175,0.00006369,928.2099,0.058642440631
1658448000,2022-07-22 00:00:00,KNC/BTC,0.00006348,0.00006402,0.0000614,0.00006209,467.1496,0.029277410871
1658361600,2022-07-21 00:00:00,KNC/BTC,0.00006157,0.00006388,0.00006027,0.00006348,754.4696,0.046784694613
1658275200,2022-07-20 00:00:00,KNC/BTC,0.00006519,0.00006654,0.00006172,0.00006197,1805.9651,0.115476948525
1658188800,2022-07-19 00:00:00,KNC/BTC,0.00006475,0.00007275,0.00006398,0.00006492,13248.3146,0.912011865944
1658102400,2022-07-18 00:00:00,KNC/BTC,0.00006548,0.00006623,0.00006407,0.00006434,1252.2627,0.081549246798
1658016000,2022-07-17 00:00:00,KNC/BTC,0.00006623,0.00006623,0.00006395,0.00006521,1013.1924,0.065828830292
1657929600,2022-07-16 00:00:00,KNC/BTC,0.00006791,0.00006791,0.0000648,0.00006607,1176.5742,0.077482363259
1657843200,2022-07-15 00:00:00,KNC/BTC,0.00006446,0.00007047,0.00006446,0.00006791,3536.2803,0.24088915548
1657756800,2022-07-14 00:00:00,KNC/BTC,0.00006348,0.00006446,0.00006228,0.00006446,239.2077,0.015105423063
1657670400,2022-07-13 00:00:00,KNC/BTC,0.00006178,0.00006454,0.0000616,0.00006362,610.3308,0.038661136149
1657584000,2022-07-12 00:00:00,KNC/BTC,0.00006211,0.00006291,0.00006155,0.00006253,105.5795,0.006574151195
1657497600,2022-07-11 00:00:00,KNC/BTC,0.00006305,0.00006389,0.00006168,0.00006215,1260.8968,0.078948015317
1657411200,2022-07-10 00:00:00,KNC/BTC,0.00006451,0.00006451,0.00006305,0.00006322,417.542,0.026747595241
1657324800,2022-07-09 00:00:00,KNC/BTC,0.00006374,0.00006563,0.00006374,0.00006456,2213.5813,0.143239568102
