https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BRZ,Volume USDT
1663545600000.0,2022-09-19 00:00:00,BRZ/USDT,0.18959,0.18959,0.18944,0.18958,3347.3607975524847,634.59266
1663542000000.0,2022-09-18 23:00:00,BRZ/USDT,0.18959,0.18959,0.18959,0.18959,1843.9999999999998,349.60396
1663538400000.0,2022-09-18 22:00:00,BRZ/USDT,0.18958,0.18959,0.18944,0.18959,8357.84925365262,1584.56464
1663534800000.0,2022-09-18 21:00:00,BRZ/USDT,0.18946,0.18959,0.18945,0.18958,13399.515507964976,2540.28015
1663531200000.0,2022-09-18 20:00:00,BRZ/USDT,0.18945,0.18959,0.18945,0.18946,29434.627203631375,5576.68447
1663527600000.0,2022-09-18 19:00:00,BRZ/USDT,0.18951,0.18951,0.18945,0.18945,260.0,49.257
1663524000000.0,2022-09-18 18:00:00,BRZ/USDT,0.18948,0.18951,0.18946,0.18951,901.8777373225687,170.91485
1663520400000.0,2022-09-18 17:00:00,BRZ/USDT,0.18953,0.18953,0.18942,0.18948,17816.798712265147,3375.92702
1663516800000.0,2022-09-18 16:00:00,BRZ/USDT,0.18955,0.18955,0.18944,0.18953,10864.602595895109,2059.16813
1663513200000.0,2022-09-18 15:00:00,BRZ/USDT,0.18943,0.18955,0.18943,0.18955,43.00000000000001,8.15065
1663509600000.0,2022-09-18 14:00:00,BRZ/USDT,0.18955,0.18958,0.18942,0.18943,39827.99841630154,7544.61774
1663506000000.0,2022-09-18 13:00:00,BRZ/USDT,0.18954,0.18955,0.18954,0.18955,6010.0,1139.1955
1663502400000.0,2022-09-18 12:00:00,BRZ/USDT,0.18944,0.18954,0.18944,0.18954,10.0,1.8954
1663498800000.0,2022-09-18 11:00:00,BRZ/USDT,0.18954,0.18954,0.18944,0.18944,0.0,0.0
1663495200000.0,2022-09-18 10:00:00,BRZ/USDT,0.18952,0.18954,0.18944,0.18953,0.0,0.0
1663491600000.0,2022-09-18 09:00:00,BRZ/USDT,0.18952,0.18954,0.18943,0.1895,83.97171503957783,15.91264
1663488000000.0,2022-09-18 08:00:00,BRZ/USDT,0.18957,0.18958,0.18942,0.18952,23329.53867665682,4421.41417
1663484400000.0,2022-09-18 07:00:00,BRZ/USDT,0.18942,0.18958,0.18942,0.18957,2839.1947038033445,538.22614
1663480800000.0,2022-09-18 06:00:00,BRZ/USDT,0.18943,0.18943,0.18942,0.18942,0.0,0.0
1663477200000.0,2022-09-18 05:00:00,BRZ/USDT,0.18942,0.18944,0.18942,0.18943,0.0,0.0
1663473600000.0,2022-09-18 04:00:00,BRZ/USDT,0.18943,0.18943,0.18942,0.18942,0.0,0.0
1663470000000.0,2022-09-18 03:00:00,BRZ/USDT,0.18943,0.18944,0.18942,0.18943,377.98004539935596,71.60076
1663466400000.0,2022-09-18 02:00:00,BRZ/USDT,0.18949,0.1895,0.18943,0.18943,20211.036213904874,3828.57659
1663462800000.0,2022-09-18 01:00:00,BRZ/USDT,0.18946,0.18949,0.18943,0.18949,526.8331310359387,99.82961
1663459200000.0,2022-09-18 00:00:00,BRZ/USDT,0.18955,0.18957,0.18943,0.18946,8074.732291776629,1529.83878
1663455600000.0,2022-09-17 23:00:00,BRZ/USDT,0.18945,0.18961,0.18945,0.18955,629.1043524136112,119.24673
1663452000000.0,2022-09-17 22:00:00,BRZ/USDT,0.18962,0.18964,0.18945,0.18945,632.032831881763,119.73862
1663448400000.0,2022-09-17 21:00:00,BRZ/USDT,0.18948,0.18964,0.18946,0.18962,3114.595717751292,590.58964
1663444800000.0,2022-09-17 20:00:00,BRZ/USDT,0.18963,0.18964,0.18946,0.18948,1332.8776124129195,252.55365
1663441200000.0,2022-09-17 19:00:00,BRZ/USDT,0.18954,0.18964,0.18947,0.18963,3633.3801613668725,688.99788
1663437600000.0,2022-09-17 18:00:00,BRZ/USDT,0.18954,0.18958,0.18947,0.18954,3138.2030705919597,594.81501
1663434000000.0,2022-09-17 17:00:00,BRZ/USDT,0.18958,0.18958,0.1895,0.18954,3379.649150575077,640.5787
1663430400000.0,2022-09-17 16:00:00,BRZ/USDT,0.18965,0.18965,0.18941,0.18958,80628.576695854,15285.56557
1663426800000.0,2022-09-17 15:00:00,BRZ/USDT,0.18963,0.18967,0.18948,0.18965,471.7538623780648,89.46812
1663423200000.0,2022-09-17 14:00:00,BRZ/USDT,0.18965,0.18967,0.18962,0.18963,559.1179138321996,106.02553
1663419600000.0,2022-09-17 13:00:00,BRZ/USDT,0.18965,0.18965,0.18962,0.18965,0.0,0.0
1663416000000.0,2022-09-17 12:00:00,BRZ/USDT,0.18947,0.18968,0.18947,0.18965,103479.11558133403,19624.81427
1663412400000.0,2022-09-17 11:00:00,BRZ/USDT,0.18947,0.18948,0.18932,0.18947,632.0250171531113,119.74978
1663408800000.0,2022-09-17 10:00:00,BRZ/USDT,0.18955,0.18955,0.18932,0.18947,2977.873014197498,564.2176
1663405200000.0,2022-09-17 09:00:00,BRZ/USDT,0.18955,0.18955,0.18955,0.18955,0.0,0.0
1663401600000.0,2022-09-17 08:00:00,BRZ/USDT,0.18955,0.18955,0.18955,0.18955,0.0,0.0
1663398000000.0,2022-09-17 07:00:00,BRZ/USDT,0.18955,0.18955,0.18953,0.18955,0.0,0.0
1663394400000.0,2022-09-17 06:00:00,BRZ/USDT,0.18953,0.18955,0.18953,0.18955,0.0,0.0
1663390800000.0,2022-09-17 05:00:00,BRZ/USDT,0.18955,0.18955,0.18953,0.18953,0.0,0.0
1663387200000.0,2022-09-17 04:00:00,BRZ/USDT,0.18955,0.18955,0.18954,0.18955,0.0,0.0
1663383600000.0,2022-09-17 03:00:00,BRZ/USDT,0.18955,0.18955,0.18949,0.18955,0.0,0.0
1663380000000.0,2022-09-17 02:00:00,BRZ/USDT,0.18955,0.18955,0.18951,0.18955,0.0,0.0
1663376400000.0,2022-09-17 01:00:00,BRZ/USDT,0.1893,0.18955,0.18927,0.18955,38288.45196518069,7257.57607
1663372800000.0,2022-09-17 00:00:00,BRZ/USDT,0.18928,0.18958,0.18928,0.1893,30305.305758055998,5736.79438
1663369200000.0,2022-09-16 23:00:00,BRZ/USDT,0.1892,0.18934,0.18781,0.18928,404743.38419273036,76609.82776
1663365600000.0,2022-09-16 22:00:00,BRZ/USDT,0.18909,0.18944,0.18902,0.1892,131203.32256871037,24823.66863
1663362000000.0,2022-09-16 21:00:00,BRZ/USDT,0.1892,0.1892,0.18908,0.18909,9000.213601988471,1701.85039
1663358400000.0,2022-09-16 20:00:00,BRZ/USDT,0.18936,0.18936,0.18905,0.1892,174783.46162790695,33069.03094
1663354800000.0,2022-09-16 19:00:00,BRZ/USDT,0.18912,0.18968,0.18909,0.18936,397876.52128221374,75341.89807
1663351200000.0,2022-09-16 18:00:00,BRZ/USDT,0.18857,0.18918,0.18829,0.18912,144424.69379230117,27313.59809
1663347600000.0,2022-09-16 17:00:00,BRZ/USDT,0.18813,0.18858,0.1881,0.18857,76494.26335047993,14424.52324
1663344000000.0,2022-09-16 16:00:00,BRZ/USDT,0.18815,0.18852,0.18779,0.18813,48062.232551958754,9041.94781
1663340400000.0,2022-09-16 15:00:00,BRZ/USDT,0.18933,0.18933,0.18802,0.18815,240147.38618123837,45183.73071
1663336800000.0,2022-09-16 14:00:00,BRZ/USDT,0.18781,0.18933,0.18781,0.18933,111899.44625785665,21185.92216
1663333200000.0,2022-09-16 13:00:00,BRZ/USDT,0.1887,0.1887,0.18781,0.18781,60331.330120866834,11330.82711
1663329600000.0,2022-09-16 12:00:00,BRZ/USDT,0.18987,0.18987,0.1887,0.1887,113167.54303126657,21354.71537
1663326000000.0,2022-09-16 11:00:00,BRZ/USDT,0.18941,0.18987,0.18937,0.18987,161084.87586243218,30585.18538
1663322400000.0,2022-09-16 10:00:00,BRZ/USDT,0.18983,0.18983,0.18941,0.18941,24000.0,4545.84
1663318800000.0,2022-09-16 09:00:00,BRZ/USDT,0.18983,0.18983,0.18978,0.18981,4459.4698382593115,846.45197
1663315200000.0,2022-09-16 08:00:00,BRZ/USDT,0.18989,0.18989,0.18979,0.18983,4213.331296423115,799.81668
1663311600000.0,2022-09-16 07:00:00,BRZ/USDT,0.18986,0.18989,0.18981,0.18989,0.0,0.0
1663308000000.0,2022-09-16 06:00:00,BRZ/USDT,0.18985,0.18989,0.18983,0.18986,0.0,0.0
1663304400000.0,2022-09-16 05:00:00,BRZ/USDT,0.18987,0.18989,0.18982,0.18985,0.0,0.0
1663300800000.0,2022-09-16 04:00:00,BRZ/USDT,0.18989,0.18989,0.18985,0.18987,0.0,0.0
1663297200000.0,2022-09-16 03:00:00,BRZ/USDT,0.18985,0.18989,0.18985,0.18989,0.0,0.0
1663293600000.0,2022-09-16 02:00:00,BRZ/USDT,0.18977,0.18989,0.18861,0.18985,251861.67511193047,47815.93902
1663290000000.0,2022-09-16 01:00:00,BRZ/USDT,0.18971,0.18984,0.18971,0.18977,9989.84049112083,1895.77203
1663286400000.0,2022-09-16 00:00:00,BRZ/USDT,0.19014,0.19014,0.18971,0.18971,5561.272521216594,1055.02901
1663282800000.0,2022-09-15 23:00:00,BRZ/USDT,0.18971,0.19014,0.18971,0.19014,30025.644209529823,5709.07599
1663279200000.0,2022-09-15 22:00:00,BRZ/USDT,0.18967,0.19005,0.18967,0.18974,16322.589332771162,3097.0481
1663275600000.0,2022-09-15 21:00:00,BRZ/USDT,0.18992,0.19005,0.18953,0.18967,53807.787472979384,10205.72305
