https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume STMX,Volume USDT,tradecount
1663545600000,2022-09-19 00:00:00,STMX/USDT,0.00707900,0.00710100,0.00705800,0.00707100,1317254.00000000,9322.50233800,59
1663459200000,2022-09-18 00:00:00,STMX/USDT,0.00757800,0.00763900,0.00695100,0.00708500,169110363.00000000,1248684.06889200,5193
1663372800000,2022-09-17 00:00:00,STMX/USDT,0.00741400,0.00765400,0.00740700,0.00758200,132440227.00000000,995612.11300600,4916
1663286400000,2022-09-16 00:00:00,STMX/USDT,0.00707700,0.00752100,0.00695600,0.00740600,300597391.00000000,2206081.86612900,10041
1663200000000,2022-09-15 00:00:00,STMX/USDT,0.00727800,0.00744900,0.00677800,0.00706600,445640557.00000000,3159370.13137400,11897
1663113600000,2022-09-14 00:00:00,STMX/USDT,0.00734400,0.00748600,0.00700900,0.00727900,168071941.00000000,1223730.56600900,6047
1663027200000,2022-09-13 00:00:00,STMX/USDT,0.00794700,0.00836100,0.00730600,0.00735400,518750531.00000000,4121635.83400000,17304
1662940800000,2022-09-12 00:00:00,STMX/USDT,0.00823900,0.00846200,0.00789300,0.00793400,301719801.00000000,2480400.25017800,11571
1662854400000,2022-09-11 00:00:00,STMX/USDT,0.00808500,0.00842000,0.00795500,0.00823500,263996486.00000000,2166891.11244900,8768
1662768000000,2022-09-10 00:00:00,STMX/USDT,0.00814100,0.00825900,0.00796000,0.00809100,173861528.00000000,1410266.22480800,6274
1662681600000,2022-09-09 00:00:00,STMX/USDT,0.00794400,0.00830500,0.00787900,0.00813800,368817982.00000000,2989548.28608000,12446
1662595200000,2022-09-08 00:00:00,STMX/USDT,0.00750500,0.00801100,0.00745300,0.00794500,254444197.00000000,1957589.50627800,7640
1662508800000,2022-09-07 00:00:00,STMX/USDT,0.00723300,0.00757900,0.00715600,0.00749800,126172771.00000000,931453.21314500,4833
1662422400000,2022-09-06 00:00:00,STMX/USDT,0.00788100,0.00799600,0.00723600,0.00724600,206572902.00000000,1582702.65617700,7073
1662336000000,2022-09-05 00:00:00,STMX/USDT,0.00800300,0.00807700,0.00771300,0.00787700,151357284.00000000,1184638.23285200,5292
1662249600000,2022-09-04 00:00:00,STMX/USDT,0.00766000,0.00808200,0.00766000,0.00799900,210727607.00000000,1660713.40412800,7234
1662163200000,2022-09-03 00:00:00,STMX/USDT,0.00768400,0.00775300,0.00758700,0.00766400,60071269.00000000,460734.22544300,2209
1662076800000,2022-09-02 00:00:00,STMX/USDT,0.00772000,0.00789000,0.00755000,0.00769000,155145426.00000000,1196283.04938200,5897
1661990400000,2022-09-01 00:00:00,STMX/USDT,0.00793600,0.00803900,0.00746100,0.00773100,189504969.00000000,1459395.69271300,7518
1661904000000,2022-08-31 00:00:00,STMX/USDT,0.00820400,0.00825300,0.00783600,0.00793900,388726168.00000000,3116148.56696800,16255
1661817600000,2022-08-30 00:00:00,STMX/USDT,0.00763600,0.00826800,0.00738900,0.00820300,494902632.00000000,3853915.56962000,16882
1661731200000,2022-08-29 00:00:00,STMX/USDT,0.00729600,0.00766700,0.00713000,0.00764100,169628713.00000000,1255263.90113700,5636
1661644800000,2022-08-28 00:00:00,STMX/USDT,0.00755600,0.00772000,0.00724200,0.00729300,147193068.00000000,1114230.78488900,4690
1661558400000,2022-08-27 00:00:00,STMX/USDT,0.00777100,0.00785400,0.00741600,0.00756300,165382081.00000000,1257262.06092500,5336
1661472000000,2022-08-26 00:00:00,STMX/USDT,0.00870000,0.00884100,0.00770400,0.00777100,395981958.00000000,3286877.66043100,12533
1661385600000,2022-08-25 00:00:00,STMX/USDT,0.00829700,0.00877800,0.00829700,0.00870100,218789672.00000000,1878343.09612300,7347
1661299200000,2022-08-24 00:00:00,STMX/USDT,0.00830000,0.00905800,0.00816300,0.00828900,542594547.00000000,4602286.14132300,19659
1661212800000,2022-08-23 00:00:00,STMX/USDT,0.00814100,0.00833900,0.00786800,0.00829500,173908742.00000000,1415118.00238000,6028
1661126400000,2022-08-22 00:00:00,STMX/USDT,0.00828600,0.00828600,0.00774900,0.00812700,209611711.00000000,1681604.65135400,6478
1661040000000,2022-08-21 00:00:00,STMX/USDT,0.00800200,0.00831900,0.00797300,0.00826500,196365282.00000000,1602246.00217200,6457
1660953600000,2022-08-20 00:00:00,STMX/USDT,0.00783300,0.00831900,0.00775300,0.00799000,436673052.00000000,3522243.31490100,13457
1660867200000,2022-08-19 00:00:00,STMX/USDT,0.00890300,0.00890500,0.00769800,0.00783900,782949627.00000000,6315366.33265700,22248
1660780800000,2022-08-18 00:00:00,STMX/USDT,0.00941000,0.00946700,0.00870000,0.00890500,241169871.00000000,2223680.21566700,8216
1660694400000,2022-08-17 00:00:00,STMX/USDT,0.00999000,0.01014000,0.00934100,0.00941000,151048552.00000000,1458286.84995500,6546
1660608000000,2022-08-16 00:00:00,STMX/USDT,0.00979000,0.01012000,0.00970000,0.00998000,149727910.00000000,1486127.35233000,6015
1660521600000,2022-08-15 00:00:00,STMX/USDT,0.00969000,0.01068000,0.00961000,0.00981000,456682788.00000000,4568243.69903000,14663
1660435200000,2022-08-14 00:00:00,STMX/USDT,0.00987000,0.01022000,0.00951000,0.00969000,230836144.00000000,2278255.65691000,9582
1660348800000,2022-08-13 00:00:00,STMX/USDT,0.01003000,0.01013000,0.00978000,0.00986000,220093440.00000000,2189495.19326000,8166
1660262400000,2022-08-12 00:00:00,STMX/USDT,0.01005000,0.01026000,0.00975000,0.01003000,691576673.00000000,6894520.25784000,20839
1660176000000,2022-08-11 00:00:00,STMX/USDT,0.00926000,0.01899000,0.00922000,0.01005000,2895884127.00000000,35335300.96577000,145372
1660089600000,2022-08-10 00:00:00,STMX/USDT,0.00850000,0.00957000,0.00834000,0.00926000,474035644.00000000,4248519.27136000,16378
1660003200000,2022-08-09 00:00:00,STMX/USDT,0.00910000,0.00919000,0.00836000,0.00851000,127659657.00000000,1124006.79650000,5145
1659916800000,2022-08-08 00:00:00,STMX/USDT,0.00899000,0.00929000,0.00895000,0.00910000,164567847.00000000,1502336.10110000,6273
1659830400000,2022-08-07 00:00:00,STMX/USDT,0.00907000,0.00926000,0.00890000,0.00898000,173461522.00000000,1575186.71037000,6486
1659744000000,2022-08-06 00:00:00,STMX/USDT,0.00889000,0.00940000,0.00885000,0.00907000,300929591.00000000,2755270.05051000,10123
1659657600000,2022-08-05 00:00:00,STMX/USDT,0.00864000,0.00890000,0.00864000,0.00890000,68846475.00000000,603854.90593000,2890
1659571200000,2022-08-04 00:00:00,STMX/USDT,0.00865000,0.00888000,0.00848000,0.00865000,112423195.00000000,973566.88534000,4103
1659484800000,2022-08-03 00:00:00,STMX/USDT,0.00860000,0.00899000,0.00840000,0.00865000,337989460.00000000,2964230.38145000,9463
1659398400000,2022-08-02 00:00:00,STMX/USDT,0.00884000,0.00897000,0.00830000,0.00859000,169439189.00000000,1452448.58575000,6412
1659312000000,2022-08-01 00:00:00,STMX/USDT,0.00962000,0.00967000,0.00873000,0.00884000,578575938.00000000,5272492.49022000,19203
1659225600000,2022-07-31 00:00:00,STMX/USDT,0.00805000,0.01216000,0.00800000,0.00964000,1799863411.00000000,18119716.19582000,78691
1659139200000,2022-07-30 00:00:00,STMX/USDT,0.00816000,0.00855000,0.00799000,0.00804000,112525631.00000000,938236.20472000,4481
1659052800000,2022-07-29 00:00:00,STMX/USDT,0.00820000,0.00837000,0.00788000,0.00817000,129194399.00000000,1056983.92489000,5047
1658966400000,2022-07-28 00:00:00,STMX/USDT,0.00775000,0.00831000,0.00761000,0.00818000,118247317.00000000,940046.36661000,3890
1658880000000,2022-07-27 00:00:00,STMX/USDT,0.00725000,0.00774000,0.00712000,0.00773000,84448397.00000000,624218.75113000,2814
1658793600000,2022-07-26 00:00:00,STMX/USDT,0.00730000,0.00732000,0.00697000,0.00725000,112492272.00000000,798121.85211000,2968
1658707200000,2022-07-25 00:00:00,STMX/USDT,0.00783000,0.00786000,0.00730000,0.00731000,78472353.00000000,588558.65185000,2575
1658620800000,2022-07-24 00:00:00,STMX/USDT,0.00768000,0.00797000,0.00767000,0.00781000,82594718.00000000,647547.61048000,2289
1658534400000,2022-07-23 00:00:00,STMX/USDT,0.00768000,0.00788000,0.00743000,0.00769000,91431350.00000000,698921.65144000,2798
1658448000000,2022-07-22 00:00:00,STMX/USDT,0.00790000,0.00810000,0.00757000,0.00767000,100037841.00000000,787512.99815000,3430
1658361600000,2022-07-21 00:00:00,STMX/USDT,0.00797000,0.00807000,0.00760000,0.00791000,183371807.00000000,1424013.83151000,5587
1658275200000,2022-07-20 00:00:00,STMX/USDT,0.00856000,0.00878000,0.00792000,0.00796000,120284787.00000000,1019866.32300000,4169
1658188800000,2022-07-19 00:00:00,STMX/USDT,0.00811000,0.00877000,0.00806000,0.00855000,255780555.00000000,2131662.88372000,8651
1658102400000,2022-07-18 00:00:00,STMX/USDT,0.00757000,0.00821000,0.00757000,0.00809000,191985589.00000000,1526503.41355000,5419
1658016000000,2022-07-17 00:00:00,STMX/USDT,0.00776000,0.00790000,0.00754000,0.00757000,197110144.00000000,1516347.22995000,5281
1657929600000,2022-07-16 00:00:00,STMX/USDT,0.00744000,0.00785000,0.00740000,0.00776000,192252175.00000000,1471136.81643000,5597
1657843200000,2022-07-15 00:00:00,STMX/USDT,0.00762000,0.00763000,0.00723000,0.00744000,144656725.00000000,1075685.71298000,4593
1657756800000,2022-07-14 00:00:00,STMX/USDT,0.00714000,0.00777000,0.00704000,0.00761000,365910697.00000000,2740404.34525000,9991
1657670400000,2022-07-13 00:00:00,STMX/USDT,0.00659000,0.00721000,0.00655000,0.00713000,264124977.00000000,1830764.90473000,6807
1657584000000,2022-07-12 00:00:00,STMX/USDT,0.00701000,0.00702000,0.00657000,0.00660000,106409357.00000000,726489.27731000,2848
1657497600000,2022-07-11 00:00:00,STMX/USDT,0.00773000,0.00774000,0.00699000,0.00703000,227795038.00000000,1663643.91113000,5775
1657411200000,2022-07-10 00:00:00,STMX/USDT,0.00785000,0.00795000,0.00752000,0.00774000,399801648.00000000,3082138.41314000,7717
1657324800000,2022-07-09 00:00:00,STMX/USDT,0.00764000,0.00805000,0.00759000,0.00785000,250441546.00000000,1955363.77646000,6009
1657238400000,2022-07-08 00:00:00,STMX/USDT,0.00750000,0.00790000,0.00745000,0.00763000,232709632.00000000,1794506.15156000,6357
1657152000000,2022-07-07 00:00:00,STMX/USDT,0.00723000,0.00770000,0.00711000,0.00750000,204215543.00000000,1501885.04998000,4547
1657065600000,2022-07-06 00:00:00,STMX/USDT,0.00702000,0.00731000,0.00684000,0.00725000,141585528.00000000,999998.08142000,3726
