https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DEFIBULL,Volume USDT
1663545600000.0,2022-09-19 00:00:00,DEFIBULL/USDT,0.01092,0.011045,0.010715,0.01085,0.0,0.0
1663459200000.0,2022-09-18 00:00:00,DEFIBULL/USDT,0.015415,0.015435,0.010585,0.01092,226263.00595238098,2470.792025
1663372800000.0,2022-09-17 00:00:00,DEFIBULL/USDT,0.01411,0.015505,0.01411,0.015415,531.2422964644826,8.1891
1663286400000.0,2022-09-16 00:00:00,DEFIBULL/USDT,0.014115,0.014405,0.013325,0.01411,49354.18143160879,696.3875
1663200000000.0,2022-09-15 00:00:00,DEFIBULL/USDT,0.01597,0.016365,0.01382,0.014115,12695.929861849096,179.20305
1663113600000.0,2022-09-14 00:00:00,DEFIBULL/USDT,0.01535,0.016285,0.01478,0.01597,4985.253600500939,79.6145
1663027200000.0,2022-09-13 00:00:00,DEFIBULL/USDT,0.020255,0.021305,0.015125,0.01535,884129.4039087947,13571.38635
1662940800000.0,2022-09-12 00:00:00,DEFIBULL/USDT,0.01993,0.022315,0.01891,0.020255,54019.75808442361,1094.1702
1662854400000.0,2022-09-11 00:00:00,DEFIBULL/USDT,0.020545,0.02085,0.0189,0.01993,305885.0075263422,6096.2882
1662768000000.0,2022-09-10 00:00:00,DEFIBULL/USDT,0.01946,0.020815,0.01895,0.020545,58568.228279386705,1203.28425
1662681600000.0,2022-09-09 00:00:00,DEFIBULL/USDT,0.017045,0.02059,0.017045,0.01946,104571.30524152105,2034.9576
1662595200000.0,2022-09-08 00:00:00,DEFIBULL/USDT,0.01623,0.017155,0.01549,0.017045,38040.041067761806,648.3925
1662508800000.0,2022-09-07 00:00:00,DEFIBULL/USDT,0.0142,0.016695,0.01356,0.01623,101069.10967344424,1640.35165
1662422400000.0,2022-09-06 00:00:00,DEFIBULL/USDT,0.017655,0.01932,0.01383,0.0142,274788.0704225352,3901.9906
1662336000000.0,2022-09-05 00:00:00,DEFIBULL/USDT,0.01725,0.01788,0.016235,0.017655,123.19173038799207,2.17495
1662249600000.0,2022-09-04 00:00:00,DEFIBULL/USDT,0.016255,0.01725,0.015985,0.01725,66105.5072463768,1140.32
1662163200000.0,2022-09-03 00:00:00,DEFIBULL/USDT,0.01724,0.01842,0.0158,0.016255,74621.39341741003,1212.97075
1662076800000.0,2022-09-02 00:00:00,DEFIBULL/USDT,0.016495,0.018595,0.016035,0.01724,577229.1067285383,9951.4298
1661990400000.0,2022-09-01 00:00:00,DEFIBULL/USDT,0.015945,0.016605,0.01423,0.016495,99748.4601394362,1645.35085
1661904000000.0,2022-08-31 00:00:00,DEFIBULL/USDT,0.01596,0.0176,0.015675,0.015945,448233.342740671,7147.08065
1661817600000.0,2022-08-30 00:00:00,DEFIBULL/USDT,0.017295,0.018035,0.014515,0.01596,197539.16040100253,3152.725
1661731200000.0,2022-08-29 00:00:00,DEFIBULL/USDT,0.014035,0.017495,0.01364,0.017295,186866.58282740676,3231.85755
1661644800000.0,2022-08-28 00:00:00,DEFIBULL/USDT,0.01576,0.01644,0.013845,0.014035,158269.67937299606,2221.31495
1661558400000.0,2022-08-27 00:00:00,DEFIBULL/USDT,0.015605,0.01618,0.014895,0.01576,60391.487944162436,951.76985
1661472000000.0,2022-08-26 00:00:00,DEFIBULL/USDT,0.02242,0.022955,0.01525,0.015605,442411.9865427747,6903.83905
1661385600000.0,2022-08-25 00:00:00,DEFIBULL/USDT,0.023065,0.02419,0.02079,0.022565,28651.74385109683,646.5266
1661299200000.0,2022-08-24 00:00:00,DEFIBULL/USDT,0.022525,0.023805,0.02093,0.023065,305216.72230652504,7039.8237
1661212800000.0,2022-08-23 00:00:00,DEFIBULL/USDT,0.021775,0.02323,0.01969,0.022525,347160.1598224195,7819.7826
1661126400000.0,2022-08-22 00:00:00,DEFIBULL/USDT,0.02193,0.02193,0.018355,0.021775,133674.80597014926,2910.7689
1661040000000.0,2022-08-21 00:00:00,DEFIBULL/USDT,0.019655,0.022425,0.019435,0.02193,20021.26082991336,439.06625
1660953600000.0,2022-08-20 00:00:00,DEFIBULL/USDT,0.020065,0.02211,0.018095,0.019655,96828.4660391758,1903.1635
1660867200000.0,2022-08-19 00:00:00,DEFIBULL/USDT,0.02842,0.02865,0.019825,0.020065,532403.5908298031,10682.67805
1660780800000.0,2022-08-18 00:00:00,DEFIBULL/USDT,0.03225,0.03397,0.02813,0.02842,87707.83743842364,2492.65674
1660694400000.0,2022-08-17 00:00:00,DEFIBULL/USDT,0.0378,0.04198,0.03153,0.03225,23182.79379844961,747.6451
1660608000000.0,2022-08-16 00:00:00,DEFIBULL/USDT,0.03868,0.03989,0.03662,0.0378,93296.02671957672,3526.58981
1660521600000.0,2022-08-15 00:00:00,DEFIBULL/USDT,0.04206,0.04636,0.03689,0.03868,177327.46406411583,6859.02631
1660435200000.0,2022-08-14 00:00:00,DEFIBULL/USDT,0.04662,0.05011,0.04101,0.04206,130348.53613884926,5482.45943
1660348800000.0,2022-08-13 00:00:00,DEFIBULL/USDT,0.04758,0.051,0.04596,0.04662,76267.50579150578,3555.59112
1660262400000.0,2022-08-12 00:00:00,DEFIBULL/USDT,0.04341,0.04776,0.04151,0.04758,27157.756410256414,1292.16605
1660176000000.0,2022-08-11 00:00:00,DEFIBULL/USDT,0.04546,0.04852,0.04236,0.04341,623.6452430315596,27.07244
1660089600000.0,2022-08-10 00:00:00,DEFIBULL/USDT,0.03775,0.04568,0.03473,0.04546,313031.5145182578,14230.41265
1660003200000.0,2022-08-09 00:00:00,DEFIBULL/USDT,0.04304,0.04467,0.03514,0.03775,2408.4866225165565,90.92037
1659916800000.0,2022-08-08 00:00:00,DEFIBULL/USDT,0.04062,0.04718,0.04041,0.04304,90838.62755576208,3909.69453
1659830400000.0,2022-08-07 00:00:00,DEFIBULL/USDT,0.03868,0.04246,0.03634,0.04062,96503.35942885278,3919.96646
1659744000000.0,2022-08-06 00:00:00,DEFIBULL/USDT,0.04016,0.04079,0.03831,0.03868,10474.386763185108,405.14928
1659657600000.0,2022-08-05 00:00:00,DEFIBULL/USDT,0.03395,0.04032,0.03359,0.04016,69232.56673306772,2780.37988
1659571200000.0,2022-08-04 00:00:00,DEFIBULL/USDT,0.03405,0.03698,0.03238,0.03395,46089.130191458025,1564.72597
1659484800000.0,2022-08-03 00:00:00,DEFIBULL/USDT,0.0329,0.03802,0.03005,0.03405,347.83113069016156,11.84365
1659398400000.0,2022-08-02 00:00:00,DEFIBULL/USDT,0.03544,0.03733,0.02964,0.0329,17738.372036474164,583.59244
1659312000000.0,2022-08-01 00:00:00,DEFIBULL/USDT,0.0373,0.03957,0.03323,0.03544,1772.6216139954854,62.82171
1659225600000.0,2022-07-31 00:00:00,DEFIBULL/USDT,0.03907,0.04449,0.03706,0.0373,170314.0868632708,6352.71544
1659139200000.0,2022-07-30 00:00:00,DEFIBULL/USDT,0.03997,0.04455,0.03754,0.03907,64970.54875863834,2538.39934
1659052800000.0,2022-07-29 00:00:00,DEFIBULL/USDT,0.04008,0.04261,0.03485,0.03997,87427.01100825619,3494.45763
1658966400000.0,2022-07-28 00:00:00,DEFIBULL/USDT,0.0316,0.04249,0.03107,0.04008,77535.35878243514,3107.61718
1658880000000.0,2022-07-27 00:00:00,DEFIBULL/USDT,0.02223,0.0317,0.020815,0.0316,81768.88924050632,2583.8969
1658793600000.0,2022-07-26 00:00:00,DEFIBULL/USDT,0.02316,0.023555,0.01915,0.02223,102874.889788574,2286.9088
1658707200000.0,2022-07-25 00:00:00,DEFIBULL/USDT,0.03157,0.03198,0.02316,0.02316,3513.2642487046633,81.3672
1658620800000.0,2022-07-24 00:00:00,DEFIBULL/USDT,0.02935,0.03328,0.0289,0.03157,225015.0269242952,7103.7244
1658534400000.0,2022-07-23 00:00:00,DEFIBULL/USDT,0.0293,0.0318,0.02635,0.02935,32474.425894378193,953.1244
1658448000000.0,2022-07-22 00:00:00,DEFIBULL/USDT,0.0338,0.03633,0.02861,0.0293,10300.484300341297,301.80419
1658361600000.0,2022-07-21 00:00:00,DEFIBULL/USDT,0.0304,0.03485,0.02695,0.0338,223031.1656804734,7538.4534
1658275200000.0,2022-07-20 00:00:00,DEFIBULL/USDT,0.03671,0.03973,0.029,0.0304,224122.65690789474,6813.32877
1658188800000.0,2022-07-19 00:00:00,DEFIBULL/USDT,0.03439,0.03961,0.03191,0.03671,272510.32388994825,10003.85399
1658102400000.0,2022-07-18 00:00:00,DEFIBULL/USDT,0.02615,0.03477,0.02607,0.03439,323905.2779877872,11139.10251
1658016000000.0,2022-07-17 00:00:00,DEFIBULL/USDT,0.02928,0.03072,0.02581,0.02615,22540.95984703633,589.4461
1657929600000.0,2022-07-16 00:00:00,DEFIBULL/USDT,0.02551,0.02998,0.02385,0.02928,244785.87090163934,7167.3303
1657843200000.0,2022-07-15 00:00:00,DEFIBULL/USDT,0.02541,0.02782,0.02473,0.02551,284266.2289298314,7251.6315
1657756800000.0,2022-07-14 00:00:00,DEFIBULL/USDT,0.02053,0.02585,0.01943,0.02538,3754.2592592592596,95.2831
1657670400000.0,2022-07-13 00:00:00,DEFIBULL/USDT,0.01677,0.020625,0.01542,0.020585,6229.186300704397,128.2278
