https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume COMP,Volume BTC
1660176000,2022-08-11 00:00:00,COMP/BTC,0.00270366,0.00270366,0.00270366,0.00270366,0.00000000,0.0
1660089600,2022-08-10 00:00:00,COMP/BTC,0.00265500,0.00270366,0.00265500,0.00270366,2.91287974,0.007875436437848401
1660003200,2022-08-09 00:00:00,COMP/BTC,0.00258918,0.00258918,0.00254716,0.00254716,5.92974195,0.015104001505362001
1659916800,2022-08-08 00:00:00,COMP/BTC,0.00272697,0.00272697,0.00264998,0.00265342,6.20077802,0.0164532684138284
1659830400,2022-08-07 00:00:00,COMP/BTC,0.00288550,0.00289055,0.00288550,0.00289055,25.92233870,0.074929816129285
1659744000,2022-08-06 00:00:00,COMP/BTC,0.00261996,0.00277445,0.00261996,0.00277445,35.06463439,0.0972850748833355
1659657600,2022-08-05 00:00:00,COMP/BTC,0.00259000,0.00262000,0.00259000,0.00262000,11.48170071,0.030082055860199998
1659571200,2022-08-04 00:00:00,COMP/BTC,0.00247933,0.00247933,0.00247933,0.00247933,3.28568805,0.0081463049530065
1659484800,2022-08-03 00:00:00,COMP/BTC,0.00252130,0.00252130,0.00249657,0.00249657,6.11603646,0.0152691131449422
1659398400,2022-08-02 00:00:00,COMP/BTC,0.00240000,0.00252000,0.00240000,0.00247914,5.67370582,0.0140659110465948
1659312000,2022-08-01 00:00:00,COMP/BTC,0.00262500,0.00263037,0.00262500,0.00263037,1.67898863,0.0044163613226931
1659225600,2022-07-31 00:00:00,COMP/BTC,0.00248095,0.00256720,0.00246406,0.00254468,20.74613079,0.0527922640986972
1659139200,2022-07-30 00:00:00,COMP/BTC,0.00253138,0.00253138,0.00253138,0.00253138,1.90215765,0.004815083832057
1659052800,2022-07-29 00:00:00,COMP/BTC,0.00247838,0.00247838,0.00234686,0.00234686,2.44934664,0.0057482736555504
1658966400,2022-07-28 00:00:00,COMP/BTC,0.00237242,0.00252705,0.00237242,0.00243322,14.63907506,0.0356200902174932
1658880000,2022-07-27 00:00:00,COMP/BTC,0.00227125,0.00248992,0.00227125,0.00238967,129.53390766,0.3095432931178722
1658793600,2022-07-26 00:00:00,COMP/BTC,0.00232978,0.00238209,0.00228136,0.00228136,2.22736832,0.0050814289905152
1658707200,2022-07-25 00:00:00,COMP/BTC,0.00241377,0.00242559,0.00237974,0.00238204,4.07257985,0.009701048105894002
1658620800,2022-07-24 00:00:00,COMP/BTC,0.00245665,0.00245665,0.00245665,0.00245665,2.75773202,0.0067747823669330005
1658534400,2022-07-23 00:00:00,COMP/BTC,0.00250511,0.00250698,0.00244026,0.00244026,2.85171437,0.0069589245085362
1658448000,2022-07-22 00:00:00,COMP/BTC,0.00253201,0.00253201,0.00253201,0.00253201,2.04935499,0.0051889873282299
1658361600,2022-07-21 00:00:00,COMP/BTC,0.00242280,0.00251258,0.00242280,0.00251258,3.71666658,0.0093384221155764
1658275200,2022-07-20 00:00:00,COMP/BTC,0.00252659,0.00252659,0.00241670,0.00241670,3.00994000,0.007274121997999999
1658188800,2022-07-19 00:00:00,COMP/BTC,0.00257403,0.00263224,0.00257403,0.00263000,37.15043984,0.09770565677919998
1658102400,2022-07-18 00:00:00,COMP/BTC,0.00269180,0.00270597,0.00259266,0.00259266,4.45747904,0.011556727607846401
1658016000,2022-07-17 00:00:00,COMP/BTC,0.00255001,0.00256785,0.00254656,0.00256785,510.81205038,1.311688723568283
1657929600,2022-07-16 00:00:00,COMP/BTC,0.00260667,0.00264262,0.00260553,0.00264262,0.57247431,0.0015128320610922
1657843200,2022-07-15 00:00:00,COMP/BTC,0.00273000,0.00278508,0.00268648,0.00269026,40.43724116,0.1087866924031016
1657756800,2022-07-14 00:00:00,COMP/BTC,0.00241897,0.00267224,0.00241897,0.00267224,8.37217986,0.0223724739090864
1657670400,2022-07-13 00:00:00,COMP/BTC,0.00234935,0.00244590,0.00234337,0.00244590,41.01374646,0.100315522466514
1657584000,2022-07-12 00:00:00,COMP/BTC,0.00249285,0.00249285,0.00241475,0.00241475,21.20791406,0.051211810476385
1657497600,2022-07-11 00:00:00,COMP/BTC,0.00256571,0.00264067,0.00243339,0.00243339,17.65489626,0.042961248010121404
1657411200,2022-07-10 00:00:00,COMP/BTC,0.00260676,0.00270960,0.00251243,0.00251243,50.43337489,0.1267103240748827
1657324800,2022-07-09 00:00:00,COMP/BTC,0.00221677,0.00244389,0.00221677,0.00244389,61.57456631,0.1504814668593459
1657238400,2022-07-08 00:00:00,COMP/BTC,0.00225682,0.00225683,0.00217410,0.00217592,155.04145117,0.3373577944298264
1657152000,2022-07-07 00:00:00,COMP/BTC,0.00230357,0.00230357,0.00230357,0.00230357,0.08682176,0.0002000000016832
1657065600,2022-07-06 00:00:00,COMP/BTC,0.00227180,0.00230357,0.00227160,0.00230357,5.34402998,0.012310347141028601
1656979200,2022-07-05 00:00:00,COMP/BTC,0.00247314,0.00247314,0.00227218,0.00227218,67.90720487,0.1542973927615166
1656892800,2022-07-04 00:00:00,COMP/BTC,0.00249389,0.00249389,0.00245615,0.00245615,2.14710374,0.005273608851001
1656806400,2022-07-03 00:00:00,COMP/BTC,0.00244722,0.00256958,0.00244722,0.00256958,10.64593901,0.0273555919613158
1656720000,2022-07-02 00:00:00,COMP/BTC,0.00245185,0.00245185,0.00245185,0.00245185,0.00000000,0.0
1656633600,2022-07-01 00:00:00,COMP/BTC,0.00245185,0.00245185,0.00245185,0.00245185,0.27600000,0.0006767106000000002
1656547200,2022-06-30 00:00:00,COMP/BTC,0.00243725,0.00243725,0.00230000,0.00241500,4.30304791,0.01039186070265
1656460800,2022-06-29 00:00:00,COMP/BTC,0.00229822,0.00250989,0.00229822,0.00246402,42.61349164,0.1050004956707928
1656374400,2022-06-28 00:00:00,COMP/BTC,0.00238298,0.00251530,0.00233102,0.00233102,82.19053826,0.1915877884948252
1656288000,2022-06-27 00:00:00,COMP/BTC,0.00241225,0.00246925,0.00237406,0.00240279,14.62846661,0.035149133285841905
1656201600,2022-06-26 00:00:00,COMP/BTC,0.00254215,0.00254215,0.00246812,0.00246812,3.55318652,0.0087696907137424
1656115200,2022-06-25 00:00:00,COMP/BTC,0.00236193,0.00262500,0.00231014,0.00255003,120.89666537,0.3082901235934611
1656028800,2022-06-24 00:00:00,COMP/BTC,0.00210045,0.00210799,0.00210045,0.00210799,1.39708683,0.0029450450667717
1655942400,2022-06-23 00:00:00,COMP/BTC,0.00202206,0.00209712,0.00202206,0.00209712,3.26433101,0.0068456938476912
1655856000,2022-06-22 00:00:00,COMP/BTC,0.00185283,0.00194309,0.00185283,0.00194309,44.98924745,0.0874181568276205
1655769600,2022-06-21 00:00:00,COMP/BTC,0.00183734,0.00204170,0.00183734,0.00189290,118.31272161,0.223954150735569
1655683200,2022-06-20 00:00:00,COMP/BTC,0.00168000,0.00171206,0.00165951,0.00165951,4.13600000,0.006863733360000001
1655596800,2022-06-19 00:00:00,COMP/BTC,0.00151947,0.00152778,0.00151947,0.00152778,4.57960483,0.0069966286671774005
1655510400,2022-06-18 00:00:00,COMP/BTC,0.00154472,0.00157436,0.00149874,0.00149874,18.42462867,0.0276137279728758
1655424000,2022-06-17 00:00:00,COMP/BTC,0.00148241,0.00152151,0.00148241,0.00152151,14.83193478,0.022566937087117798
1655337600,2022-06-16 00:00:00,COMP/BTC,0.00159163,0.00159163,0.00148492,0.00148492,173.09041304,0.25702541613135677
1655251200,2022-06-15 00:00:00,COMP/BTC,0.00160136,0.00160136,0.00147924,0.00155559,55.66520493,0.0865922361370587
1655164800,2022-06-14 00:00:00,COMP/BTC,0.00158188,0.00161867,0.00156184,0.00156184,41.61216300,0.06499154065992001
1655078400,2022-06-13 00:00:00,COMP/BTC,0.00150459,0.00156326,0.00141500,0.00156326,77.21673455,0.12070983245263299
1654992000,2022-06-12 00:00:00,COMP/BTC,0.00150000,0.00157575,0.00150000,0.00157575,33.53058396,0.05283581767497
