https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume BTC
1663545600000.0,2022-09-19 00:00:00,ETH/BTC,0.06872,0.0688775,0.0686675,0.0687275,232.18395689498382,15.9574228975
1663459200000.0,2022-09-18 00:00:00,ETH/BTC,0.07302,0.07305,0.0681275,0.06872,21711.7037544383,1492.028282005
1663372800000.0,2022-09-17 00:00:00,ETH/BTC,0.0724125,0.0734525,0.0712925,0.0730175,22499.86046711405,1642.8835616575
1663286400000.0,2022-09-16 00:00:00,ETH/BTC,0.0747325,0.07495,0.0722625,0.0724125,25872.397933609525,1873.4850153675
1663200000000.0,2022-09-15 00:00:00,ETH/BTC,0.08102,0.081665,0.07426,0.0747325,74017.4079859499,5531.50594231
1663113600000.0,2022-09-14 00:00:00,ETH/BTC,0.07803,0.0811675,0.07744,0.08102,33063.47195491855,2678.8024977875
1663027200000.0,2022-09-13 00:00:00,ETH/BTC,0.0766475,0.079885,0.07509,0.07803,72610.3801236063,5665.787961045
1662940800000.0,2022-09-12 00:00:00,ETH/BTC,0.08091,0.0810375,0.07636,0.0766475,28874.36327991781,2213.1477594975
1662854400000.0,2022-09-11 00:00:00,ETH/BTC,0.081965,0.082295,0.0800125,0.08091,26405.567960264496,2136.474503665
1662768000000.0,2022-09-10 00:00:00,ETH/BTC,0.08043,0.082205,0.08023,0.081965,13295.022578936134,1089.7265256825
1662681600000.0,2022-09-09 00:00:00,ETH/BTC,0.0846575,0.084935,0.0800575,0.08043,23209.631888536616,1866.750692795
1662595200000.0,2022-09-08 00:00:00,ETH/BTC,0.0845125,0.0855225,0.0837325,0.0846575,30247.913546791486,2560.7127410875
1662508800000.0,2022-09-07 00:00:00,ETH/BTC,0.082945,0.08565,0.0802325,0.0845125,32877.09543810087,2778.5255282125
1662422400000.0,2022-09-06 00:00:00,ETH/BTC,0.081705,0.0849,0.0816625,0.082945,23689.795921393696,1964.9501227
1662336000000.0,2022-09-05 00:00:00,ETH/BTC,0.07895,0.0820325,0.07894,0.081705,26467.087371091122,2162.493373655
1662249600000.0,2022-09-04 00:00:00,ETH/BTC,0.07853,0.0793775,0.07837,0.07895,6611.563618081064,521.9829476475
1662163200000.0,2022-09-03 00:00:00,ETH/BTC,0.0789675,0.0789675,0.07767,0.07853,9071.451861454221,712.38111468
1662076800000.0,2022-09-02 00:00:00,ETH/BTC,0.0787975,0.080765,0.0781025,0.0789675,18228.319321619656,1439.44480603
1661990400000.0,2022-09-01 00:00:00,ETH/BTC,0.07752,0.0792375,0.0767325,0.078835,42740.38111279888,3369.4379450275
1661904000000.0,2022-08-31 00:00:00,ETH/BTC,0.076965,0.07926,0.07691,0.07752,35352.503121001035,2740.52604194
1661817600000.0,2022-08-30 00:00:00,ETH/BTC,0.0764925,0.078265,0.0753075,0.0769625,24880.42907432191,1914.8600226325
1661731200000.0,2022-08-29 00:00:00,ETH/BTC,0.0729425,0.0768625,0.0727325,0.0764925,14818.669934176552,1133.51710994
1661644800000.0,2022-08-28 00:00:00,ETH/BTC,0.07443,0.075005,0.0728725,0.0729425,12868.159176783085,938.6357007525
