https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XHV,Volume USDT
1642636800,2022-01-20 00:00:00,XHV/USDT,2.86,3.07,2.75,2.77,114941.43674527,331823.47031392024
1642550400,2022-01-19 00:00:00,XHV/USDT,3.125,3.132,2.8,2.86,129449.51157341,377522.61350138176
1642464000,2022-01-18 00:00:00,XHV/USDT,2.776,3.49,2.766,3.13,368513.24445132,1152187.7932495238
1642377600,2022-01-17 00:00:00,XHV/USDT,3.034,3.073,2.65,2.775,120190.21846951,339442.29064869048
1642291200,2022-01-16 00:00:00,XHV/USDT,3.192,3.2,3,3.02,73631.5335494,228039.23589315263
1642204800,2022-01-15 00:00:00,XHV/USDT,3.19,3.25,3.02,3.192,44930.401978,140121.34098779618
1642118400,2022-01-14 00:00:00,XHV/USDT,3.032,3.32,2.952,3.194,115870.94195817,361774.80202153076
1642032000,2022-01-13 00:00:00,XHV/USDT,3.206,3.4,2.98,3.032,163507.50175557,520271.74263749474
1641945600,2022-01-12 00:00:00,XHV/USDT,3.146,3.291,3.006,3.221,134704.5450387,422603.01637364501
1641859200,2022-01-11 00:00:00,XHV/USDT,2.76,3.981,2.721,3.146,303802.40791095,957859.10764122735
1641772800,2022-01-10 00:00:00,XHV/USDT,2.726,3.102,2.5,2.764,173315.6242223,469075.37612887011
1641686400,2022-01-09 00:00:00,XHV/USDT,2.875,3.171,2.614,2.737,233167.07273225,661722.80192254234
1641600000,2022-01-08 00:00:00,XHV/USDT,2.66,3.092,2.501,2.893,246611.69107,681807.86884465724
1641513600,2022-01-07 00:00:00,XHV/USDT,3.14,3.14,2.575,2.672,255666.8292883,726124.42531723614
1641427200,2022-01-06 00:00:00,XHV/USDT,3.462,3.6,3.03,3.124,223192.44917763,711923.3232677379
1641340800,2022-01-05 00:00:00,XHV/USDT,3.84,4.041,3.4,3.475,310479.54500645,1159125.7257822335
1641254400,2022-01-04 00:00:00,XHV/USDT,3.603,4.259,3.358,3.821,168861.11700821,611982.04789485513
1641168000,2022-01-03 00:00:00,XHV/USDT,3.855,4.027,3.516,3.602,100487.54690779,378486.48370919559
1641081600,2022-01-02 00:00:00,XHV/USDT,4.042,4.047,3.028,3.843,445812.01681696,1588255.35772881705
1640995200,2022-01-01 00:00:00,XHV/USDT,3.832,4.162,3.772,4.045,132907.41959858,526023.4496101248
1640908800,2021-12-31 00:00:00,XHV/USDT,3.971,4.133,3.696,3.849,145066.4561539,569493.41557211367
1640822400,2021-12-30 00:00:00,XHV/USDT,4.042,4.36,3.94,3.951,197594.25805875,814620.11930478608
1640736000,2021-12-29 00:00:00,XHV/USDT,4.552,4.697,4.002,4.038,140408.5336454,601908.72730101631
1640649600,2021-12-28 00:00:00,XHV/USDT,5.225,5.248,4.416,4.552,99414.41510637,478982.63463061062
