https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume RACA,Volume USDT
1661731200,2022-08-29 00:00:00,RACA/USDT,0.000366,0.0004029,0.0003657,0.00039,141634377.9827,54590.16562127137
1661644800,2022-08-28 00:00:00,RACA/USDT,0.0003698,0.0003877,0.0003656,0.000366,98239594.6391,36819.08525973343
1661558400,2022-08-27 00:00:00,RACA/USDT,0.0003748,0.00038,0.000362,0.0003694,133471742.5997,49686.70649683299
1661472000,2022-08-26 00:00:00,RACA/USDT,0.000397,0.0004004,0.0003749,0.0003749,120091227.2818,46670.62717676682
1661385600,2022-08-25 00:00:00,RACA/USDT,0.000399,0.0004055,0.000393,0.0003979,122372483.1492,48653.3407879622
1661299200,2022-08-24 00:00:00,RACA/USDT,0.0004,0.00041,0.0003936,0.000399,92311049.1216,36888.8948125163
1661212800,2022-08-23 00:00:00,RACA/USDT,0.000397,0.0004416,0.000388,0.0004004,337548490.3807,133710.32856554004
1661126400,2022-08-22 00:00:00,RACA/USDT,0.0004057,0.0004108,0.0003801,0.0003969,170131784.8669,66903.39828687507
1661040000,2022-08-21 00:00:00,RACA/USDT,0.0003891,0.000425,0.0003889,0.0004052,142215720.1252,57758.26459404339
1660953600,2022-08-20 00:00:00,RACA/USDT,0.000384,0.0003965,0.0003822,0.0003891,100917087.5713,39241.23376242361
1660867200,2022-08-19 00:00:00,RACA/USDT,0.0004145,0.0004297,0.000382,0.000384,261445053.7689,103597.8591444379
1660780800,2022-08-18 00:00:00,RACA/USDT,0.00043,0.00044,0.0004145,0.0004146,145132285.7716,62099.27810271117
1660694400,2022-08-17 00:00:00,RACA/USDT,0.0004483,0.0004667,0.00043,0.00043,162696628.7736,72635.9884582783
1660608000,2022-08-16 00:00:00,RACA/USDT,0.0004525,0.0004662,0.0004387,0.0004481,247392077.1038,111489.25122994343
1660521600,2022-08-15 00:00:00,RACA/USDT,0.0004808,0.00049,0.0004452,0.0004526,314612177.1473,146049.41706147836
1660435200,2022-08-14 00:00:00,RACA/USDT,0.000487,0.0005249,0.000454,0.0004815,1032623367.8174,509224.69710560174
1660348800,2022-08-13 00:00:00,RACA/USDT,0.0004294,0.00055,0.0004239,0.000487,673304856.1348,329673.23685140378
1660262400,2022-08-12 00:00:00,RACA/USDT,0.0004199,0.0004307,0.0004142,0.0004293,176780329.5429,74397.11345455873
1660176000,2022-08-11 00:00:00,RACA/USDT,0.0004247,0.0004388,0.0004191,0.0004199,139396865.571,59464.87991655228
1660089600,2022-08-10 00:00:00,RACA/USDT,0.0004108,0.0004343,0.0004042,0.0004237,170802949.6748,71532.90285691702
1660003200,2022-08-09 00:00:00,RACA/USDT,0.0004231,0.0004362,0.0004041,0.0004089,218476987.34944097,91270.141920801086596
1659916800,2022-08-08 00:00:00,RACA/USDT,0.0004176,0.00043,0.000416,0.000423,200205901.8869,84711.56146748074
1659830400,2022-08-07 00:00:00,RACA/USDT,0.0004153,0.0004257,0.0004111,0.0004177,124974660.1039,52029.61047121096
1659744000,2022-08-06 00:00:00,RACA/USDT,0.0004208,0.0004399,0.000415,0.0004152,159933843.0768,67439.62404392776
1659657600,2022-08-05 00:00:00,RACA/USDT,0.000408,0.0004459,0.0004068,0.0004223,165219794.6783,69080.86059408906
1659571200,2022-08-04 00:00:00,RACA/USDT,0.0004038,0.0004289,0.0003993,0.0004076,144774387.1039,59548.31466980637
1659484800,2022-08-03 00:00:00,RACA/USDT,0.0004025,0.0004169,0.0003955,0.0004031,123409607.8911,50168.74796805554
1659398400,2022-08-02 00:00:00,RACA/USDT,0.0004087,0.0004142,0.00039,0.0004045,196287976.8671,78534.65062147156
1659312000,2022-08-01 00:00:00,RACA/USDT,0.0004033,0.0004145,0.000398,0.0004071,141622813.4829,57298.08889594667
1659225600,2022-07-31 00:00:00,RACA/USDT,0.0004064,0.0004319,0.0003836,0.000402,219653580.3184,90030.01908425901
1659139200,2022-07-30 00:00:00,RACA/USDT,0.0004064,0.0004738,0.0004022,0.0004064,256774074.202,108503.35236705278
1659052800,2022-07-29 00:00:00,RACA/USDT,0.0004125,0.000452,0.0003918,0.0004066,195414460.2651,80696.86236417574
1658966400,2022-07-28 00:00:00,RACA/USDT,0.0003997,0.00048,0.0003914,0.0004101,243089351.7489,99667.33866725538
1658880000,2022-07-27 00:00:00,RACA/USDT,0.0003764,0.0004,0.0003757,0.0004,147631088.2707,56849.27860430236
1658793600,2022-07-26 00:00:00,RACA/USDT,0.0003803,0.0003841,0.0003693,0.0003762,71481892.3046,26871.73186131498
1658707200,2022-07-25 00:00:00,RACA/USDT,0.0003966,0.0004038,0.0003804,0.0003804,202052311.3946,78760.33007803205
1658620800,2022-07-24 00:00:00,RACA/USDT,0.0003865,0.0004085,0.000383,0.0003976,81035146.306,31961.84415045816
1658534400,2022-07-23 00:00:00,RACA/USDT,0.0003881,0.0003999,0.000381,0.0003863,88840570.2199,34294.09844465132
1658448000,2022-07-22 00:00:00,RACA/USDT,0.0003984,0.0004092,0.0003833,0.0003874,172985508.1984,68795.6037253499
1658361600,2022-07-21 00:00:00,RACA/USDT,0.0003913,0.0003999,0.0003481,0.0003981,293987551.2278,114295.47771933274
1658275200,2022-07-20 00:00:00,RACA/USDT,0.0004181,0.00043,0.0003903,0.0003912,217801996.14036842,89911.495133714809743
1658188800,2022-07-19 00:00:00,RACA/USDT,0.0004124,0.000431,0.0003838,0.0004182,294980419.1031239,122381.478531768427562
1658102400,2022-07-18 00:00:00,RACA/USDT,0.0003928,0.000458,0.0003645,0.0004122,644745342.81836301,260617.058226714738591
1658016000,2022-07-17 00:00:00,RACA/USDT,0.0003988,0.0004211,0.0003922,0.000393,203541468.85534933,81674.289137302126154
1657929600,2022-07-16 00:00:00,RACA/USDT,0.0003852,0.0004211,0.0003735,0.0003987,169936613.15710237,67079.990867477891466
1657843200,2022-07-15 00:00:00,RACA/USDT,0.0003852,0.0003965,0.0003799,0.0003854,101605036.768381,39261.818697233876856
1657756800,2022-07-14 00:00:00,RACA/USDT,0.0003844,0.0003919,0.0003716,0.000385,134738358.75046221,51371.828596811406821
1657670400,2022-07-13 00:00:00,RACA/USDT,0.000375,0.000384,0.0003567,0.000384,122947807.42505129,45553.813783265822764
1657584000,2022-07-12 00:00:00,RACA/USDT,0.0003821,0.0003875,0.000371,0.0003733,94380196.17165725,35677.801682530290742
1657497600,2022-07-11 00:00:00,RACA/USDT,0.0003904,0.0004,0.0003799,0.0003823,240568054.52054569,93094.717782577111703
1657411200,2022-07-10 00:00:00,RACA/USDT,0.0004069,0.000408,0.0003832,0.0003916,169967698.34622805,67401.619448767154506
1657324800,2022-07-09 00:00:00,RACA/USDT,0.000405,0.0004139,0.0003982,0.0004066,104881545.5207711,42554.448228019462001
1657238400,2022-07-08 00:00:00,RACA/USDT,0.0004176,0.000425,0.000398,0.0004056,114350809.14945596,46934.362750810947876
1657152000,2022-07-07 00:00:00,RACA/USDT,0.0004051,0.000461,0.0003954,0.0004172,406658973.9218858,167263.693345034875394
1657065600,2022-07-06 00:00:00,RACA/USDT,0.0003949,0.0004223,0.0003861,0.000406,291537376.15026692,116026.472846357465372
1656979200,2022-07-05 00:00:00,RACA/USDT,0.000417,0.0004308,0.0003809,0.0003948,502528134.85718685,200490.839811525626765
1656892800,2022-07-04 00:00:00,RACA/USDT,0.0003779,0.0004308,0.0003724,0.000417,355876555.1165543,141716.535420393805909
1656806400,2022-07-03 00:00:00,RACA/USDT,0.0003689,0.0003999,0.0003631,0.0003771,209689065.04906381,78904.32699199385809
1656720000,2022-07-02 00:00:00,RACA/USDT,0.0003746,0.000379,0.0003581,0.0003691,283948438.49456411,104395.219814600597277
1656633600,2022-07-01 00:00:00,RACA/USDT,0.000375,0.0003905,0.0003696,0.0003737,330221387.86402499,124823.357426749265591
1656547200,2022-06-30 00:00:00,RACA/USDT,0.00039,0.0004019,0.0003556,0.0003749,321740251.5524489,119469.294604812534737
1656460800,2022-06-29 00:00:00,RACA/USDT,0.0003868,0.000409,0.000341,0.0003899,448088103.22872171,171107.136108769815667
1656374400,2022-06-28 00:00:00,RACA/USDT,0.0004198,0.0004327,0.0003837,0.000387,384754597.63623823,157307.604288425238959
1656288000,2022-06-27 00:00:00,RACA/USDT,0.0004258,0.0004604,0.0004122,0.0004198,430571104.5504471,184971.825346913936808
1656201600,2022-06-26 00:00:00,RACA/USDT,0.0004351,0.000499,0.000416,0.0004256,702485075.59408695,317094.261852727789765
1656115200,2022-06-25 00:00:00,RACA/USDT,0.0004125,0.0004826,0.0003996,0.0004331,394246778.77140829,165279.677642540510021
1656028800,2022-06-24 00:00:00,RACA/USDT,0.0003852,0.0004292,0.000375,0.0004125,332246434.74859346,133932.21986736418077
1655942400,2022-06-23 00:00:00,RACA/USDT,0.0003628,0.0003991,0.0003617,0.0003874,223436857.73269474,84684.684701675849313
1655856000,2022-06-22 00:00:00,RACA/USDT,0.0003836,0.0003858,0.0003612,0.000363,223612489.23085631,82503.228206464879042
1655769600,2022-06-21 00:00:00,RACA/USDT,0.0003813,0.0004212,0.0003769,0.000383,439458921.27297095,172977.100672982565846
1655683200,2022-06-20 00:00:00,RACA/USDT,0.000353,0.0003929,0.0003402,0.0003805,477523436.44657834,174190.438586752931866
1655596800,2022-06-19 00:00:00,RACA/USDT,0.0003323,0.0003619,0.0003214,0.0003528,237469909.53112354,80334.073873470527574
1655510400,2022-06-18 00:00:00,RACA/USDT,0.0003504,0.0003546,0.000312,0.000333,358773043.49835787,117825.885732205996694
1655424000,2022-06-17 00:00:00,RACA/USDT,0.000346,0.0003637,0.000343,0.0003508,129146399.68883998,45381.485691756278319
1655337600,2022-06-16 00:00:00,RACA/USDT,0.000378,0.0003899,0.00034,0.000346,177548351.50576226,62932.969682119342378
1655251200,2022-06-15 00:00:00,RACA/USDT,0.000362,0.000382,0.000321,0.000377,316724852.25439859,109496.905129343406534
1655164800,2022-06-14 00:00:00,RACA/USDT,0.000345,0.000376,0.000328,0.000363,402938477.99549718,144392.32429695622182
1655078400,2022-06-13 00:00:00,RACA/USDT,0.00038,0.00038,0.00032,0.000345,462461562.57822977,160835.2482351143945
1654992000,2022-06-12 00:00:00,RACA/USDT,0.000413,0.000416,0.000343,0.00038,365331510.43117291,140607.02398565697912
1654905600,2022-06-11 00:00:00,RACA/USDT,0.000461,0.000472,0.000398,0.000413,251085994.19895128,107979.43178942173941
1654819200,2022-06-10 00:00:00,RACA/USDT,0.000483,0.000485,0.000452,0.000461,182409324.48824977,86214.22617807632328
1654732800,2022-06-09 00:00:00,RACA/USDT,0.000473,0.00049,0.00047,0.000483,183778336.48405234,87672.41716179805259
1654646400,2022-06-08 00:00:00,RACA/USDT,0.000487,0.000497,0.000471,0.000473,223792481.25902815,107482.42850654854531
1654560000,2022-06-07 00:00:00,RACA/USDT,0.000508,0.000508,0.000473,0.000489,287338783.14563255,140256.30325782197727
1654473600,2022-06-06 00:00:00,RACA/USDT,0.000505,0.000526,0.000497,0.000507,244845914.08516612,124584.62770561804505
1654387200,2022-06-05 00:00:00,RACA/USDT,0.000508,0.000512,0.000494,0.000504,146429428.09321974,73527.92578967674675
1654300800,2022-06-04 00:00:00,RACA/USDT,0.000503,0.000509,0.00047,0.000509,157971220.02032609,79261.7086426146759
1654214400,2022-06-03 00:00:00,RACA/USDT,0.000511,0.000518,0.00049,0.000502,130787480.0655525,65809.06010481635521
1654128000,2022-06-02 00:00:00,RACA/USDT,0.000493,0.000529,0.000489,0.000511,321972270.95550688,162748.38765594867842
1654041600,2022-06-01 00:00:00,RACA/USDT,0.000524,0.000564,0.000483,0.000493,408175128.9761202,210175.4499744999555
1653955200,2022-05-31 00:00:00,RACA/USDT,0.000538,0.000584,0.000509,0.000523,511673302.74479517,272114.18583846496452
1653868800,2022-05-30 00:00:00,RACA/USDT,0.000493,0.000573,0.000488,0.000541,525834408.03483783,275918.71044273028651
1653782400,2022-05-29 00:00:00,RACA/USDT,0.00049,0.000535,0.000477,0.000493,292818012.01307621,143199.62807639800156
1653696000,2022-05-28 00:00:00,RACA/USDT,0.00049,0.000499,0.000468,0.000491,319609899.96694764,155455.13203754740542
1653609600,2022-05-27 00:00:00,RACA/USDT,0.000492,0.000533,0.000467,0.00049,507872321.38603954,247845.88189562860142
1653523200,2022-05-26 00:00:00,RACA/USDT,0.000542,0.000561,0.000482,0.000492,540431603.01982302,276162.06735709040838
1653436800,2022-05-25 00:00:00,RACA/USDT,0.000559,0.000578,0.000536,0.000545,236658522.06178093,130159.92910818094427
1653350400,2022-05-24 00:00:00,RACA/USDT,0.000546,0.000579,0.00053,0.00056,307479906.33977201,169576.63190259842508
1653264000,2022-05-23 00:00:00,RACA/USDT,0.000566,0.000593,0.000542,0.000547,371712084.27321605,211866.9121270235309
1653177600,2022-05-22 00:00:00,RACA/USDT,0.000552,0.000578,0.000536,0.000564,324853572.24844389,182825.84189311405529
1653091200,2022-05-21 00:00:00,RACA/USDT,0.000544,0.000589,0.000538,0.000555,381795912.21846746,212172.10613675155856
1653004800,2022-05-20 00:00:00,RACA/USDT,0.000548,0.000571,0.000523,0.000543,598758252.25118212,330614.31985944723518
1652918400,2022-05-19 00:00:00,RACA/USDT,0.000519,0.000592,0.000486,0.000549,1012136056.68190902,543955.4424644147854
1652832000,2022-05-18 00:00:00,RACA/USDT,0.000587,0.000617,0.000512,0.000521,435343513.86235311,240141.60866844763503
1652745600,2022-05-17 00:00:00,RACA/USDT,0.000577,0.000639,0.000551,0.000585,532690635.79420714,310152.31537568017951
1652659200,2022-05-16 00:00:00,RACA/USDT,0.000656,0.000656,0.000529,0.00058,560671268.98675644,318556.98744163774115
1652572800,2022-05-15 00:00:00,RACA/USDT,0.000517,0.000729,0.000494,0.000653,576591210.54498282,319415.28523164608738
1652486400,2022-05-14 00:00:00,RACA/USDT,0.00052,0.000547,0.000456,0.000518,499684301.75896359,250774.71056986993439
1652400000,2022-05-13 00:00:00,RACA/USDT,0.000501,0.000619,0.000496,0.000517,868578327.67168462,473115.59794492286521
1652313600,2022-05-12 00:00:00,RACA/USDT,0.000449,0.000616,0.000367,0.000499,951030182.94499967,442539.17845437263872
1652227200,2022-05-11 00:00:00,RACA/USDT,0.000774,0.000804,0.000413,0.000449,1093364023.19583419,591462.4231566889524
1652140800,2022-05-10 00:00:00,RACA/USDT,0.000737,0.000897,0.000699,0.000774,473067838.86108812,378032.70971189238285
1652054400,2022-05-09 00:00:00,RACA/USDT,0.000821,0.000835,0.000734,0.000735,415135886.39040231,322143.20278315567404
1651968000,2022-05-08 00:00:00,RACA/USDT,0.000924,0.000933,0.000805,0.000821,602212999.27990678,517471.84557097427099
1651881600,2022-05-07 00:00:00,RACA/USDT,0.000976,0.001065,0.000907,0.000928,174414967.27546202,166883.27964815012544
1651795200,2022-05-06 00:00:00,RACA/USDT,0.001005,0.001021,0.000913,0.000971,230279198.19766031,220185.87553438618232
1651708800,2022-05-05 00:00:00,RACA/USDT,0.001124,0.001251,0.000957,0.001005,252050168.88992717,264418.4835129900809
1651622400,2022-05-04 00:00:00,RACA/USDT,0.001005,0.001143,0.000998,0.001119,173739892.25550147,186848.50954424206009
1651536000,2022-05-03 00:00:00,RACA/USDT,0.001051,0.00107,0.001,0.001002,122822892.98091446,126805.44715597482713
1651449600,2022-05-02 00:00:00,RACA/USDT,0.001054,0.0011,0.001011,0.001051,267781565.55154684,277019.75832014451964
1651363200,2022-05-01 00:00:00,RACA/USDT,0.001016,0.001114,0.000989,0.001056,252153358.87700657,261616.55666939121925
1651276800,2022-04-30 00:00:00,RACA/USDT,0.001168,0.001269,0.000989,0.00101,196571993.45971017,219646.14546576144265
1651190400,2022-04-29 00:00:00,RACA/USDT,0.001275,0.001289,0.001118,0.001169,361967706.93120212,427364.05029024114115
1651104000,2022-04-28 00:00:00,RACA/USDT,0.001308,0.001328,0.00125,0.001269,157510431.12715239,203825.66099890814055
1651017600,2022-04-27 00:00:00,RACA/USDT,0.001292,0.001341,0.001248,0.001312,241719718.78695099,313993.8041151321416
1650931200,2022-04-26 00:00:00,RACA/USDT,0.001437,0.00149,0.001274,0.001298,364121006.92760473,491485.43529248243027
1650844800,2022-04-25 00:00:00,RACA/USDT,0.001633,0.001749,0.001221,0.001434,1250989160.69343515,1696115.87802186595862
1650758400,2022-04-24 00:00:00,RACA/USDT,0.001721,0.001782,0.001616,0.001634,145981370.57845002,244495.91933298219644
1650672000,2022-04-23 00:00:00,RACA/USDT,0.001742,0.00185,0.001715,0.00172,139312406.80166423,244048.77255883504108
1650585600,2022-04-22 00:00:00,RACA/USDT,0.00179,0.00186,0.001705,0.001741,367208227.37211241,648107.82262059232339
1650499200,2022-04-21 00:00:00,RACA/USDT,0.0013,0.002,0.0013,0.001791,623888713.78399033,1149710.97934977641248
