https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume WMT,Volume USDT
1660953600,2022-08-20 00:00:00,WMT/USDT,0.2018,0.2073,0.1967,0.2043,1088952.1838,221127.66559129
1660867200,2022-08-19 00:00:00,WMT/USDT,0.2222,0.2275,0.2002,0.2013,895894.4301,189035.32097645
1660780800,2022-08-18 00:00:00,WMT/USDT,0.2283,0.2329,0.2215,0.2217,843606.9555,191735.78799116
1660694400,2022-08-17 00:00:00,WMT/USDT,0.233,0.2623,0.2253,0.228,918093.3728,214518.15831746
1660608000,2022-08-16 00:00:00,WMT/USDT,0.2315,0.2606,0.2262,0.234,1085892.3174,255037.85731678
1660521600,2022-08-15 00:00:00,WMT/USDT,0.2362,0.2443,0.2244,0.2316,887912.3947,208576.1397044
1660435200,2022-08-14 00:00:00,WMT/USDT,0.229,0.2447,0.2218,0.2363,1103142.357,260539.12827837
1660348800,2022-08-13 00:00:00,WMT/USDT,0.2292,0.238,0.215,0.229,992192.1648,228105.59896983
1660262400,2022-08-12 00:00:00,WMT/USDT,0.2222,0.238,0.215,0.2305,1065787.6805,236140.10782807
1660176000,2022-08-11 00:00:00,WMT/USDT,0.2245,0.235,0.2193,0.2224,1086508.413,243684.72900003
1660089600,2022-08-10 00:00:00,WMT/USDT,0.2178,0.2389,0.21,0.225,994601.9985,215553.3374926
1660003200,2022-08-09 00:00:00,WMT/USDT,0.2251,0.2287,0.2094,0.2179,4708355.0593,1049210.55713104
1659916800,2022-08-08 00:00:00,WMT/USDT,0.2238,0.2395,0.2147,0.2249,2035946.3501,463981.72203102
1659830400,2022-08-07 00:00:00,WMT/USDT,0.2136,0.2308,0.2131,0.2235,1076884.576,236551.7887475
1659744000,2022-08-06 00:00:00,WMT/USDT,0.2164,0.219,0.2091,0.2135,895401.1257,193557.68940238
1659657600,2022-08-05 00:00:00,WMT/USDT,0.2127,0.2179,0.2065,0.2167,859196.8444,183300.46572692
1659571200,2022-08-04 00:00:00,WMT/USDT,0.2122,0.2157,0.2051,0.2127,778047.7568,164328.8773788
1659484800,2022-08-03 00:00:00,WMT/USDT,0.2041,0.2366,0.1979,0.2119,1228135.6022,259702.25213481
1659398400,2022-08-02 00:00:00,WMT/USDT,0.2071,0.2141,0.2002,0.204,1132658.0969,234190.01167477
1659312000,2022-08-01 00:00:00,WMT/USDT,0.2111,0.2147,0.1994,0.2074,941385.5647,196008.62499685
1659225600,2022-07-31 00:00:00,WMT/USDT,0.2389,0.2389,0.2106,0.211,1457779.5226,329569.78443566
1659139200,2022-07-30 00:00:00,WMT/USDT,0.2501,0.2502,0.2389,0.2389,1057449.9734,256489.7808686
1659052800,2022-07-29 00:00:00,WMT/USDT,0.2504,0.27,0.2448,0.2502,695423.9232,176660.93496704
1658966400,2022-07-28 00:00:00,WMT/USDT,0.2484,0.27,0.2392,0.2501,397329.3091,98151.49919691
1658880000,2022-07-27 00:00:00,WMT/USDT,0.224,0.2724,0.2212,0.2478,932779.3554,215339.98196751
1658793600,2022-07-26 00:00:00,WMT/USDT,0.2269,0.2368,0.217,0.2237,948661.8287,211440.46764921
1658707200,2022-07-25 00:00:00,WMT/USDT,0.2296,0.2309,0.2157,0.2275,1029102.1406,228985.55440406
1658620800,2022-07-24 00:00:00,WMT/USDT,0.2311,0.2388,0.2189,0.2309,1080263.6021,246450.86054168
1658534400,2022-07-23 00:00:00,WMT/USDT,0.2146,0.2342,0.21,0.2315,973311.5473,208619.59639703
1658448000,2022-07-22 00:00:00,WMT/USDT,0.2204,0.2257,0.2136,0.2151,977482.8682,214659.10519013
1658361600,2022-07-21 00:00:00,WMT/USDT,0.2219,0.2376,0.2087,0.2204,665964.9902,143872.05698223
1658275200,2022-07-20 00:00:00,WMT/USDT,0.2199,0.2448,0.2153,0.2216,930299.17629194,211823.215579151952
1658188800,2022-07-19 00:00:00,WMT/USDT,0.214,0.2274,0.2015,0.22,1141571.80460968,241304.720526400115
1658102400,2022-07-18 00:00:00,WMT/USDT,0.1898,0.214,0.1884,0.214,1063107.46717592,216762.070248095722
1658016000,2022-07-17 00:00:00,WMT/USDT,0.1967,0.203,0.18,0.1896,1010425.16759413,194440.135562345835
1657929600,2022-07-16 00:00:00,WMT/USDT,0.1888,0.1967,0.1853,0.1967,963253.30003098,182123.583553087373
1657843200,2022-07-15 00:00:00,WMT/USDT,0.1881,0.196,0.1828,0.1889,1325183.38452645,247688.875896465679
1657756800,2022-07-14 00:00:00,WMT/USDT,0.1897,0.1949,0.175,0.1886,1215601.44348445,225833.343659330854
1657670400,2022-07-13 00:00:00,WMT/USDT,0.19,0.1921,0.17,0.1903,1524880.68055018,276680.417764600476
1657584000,2022-07-12 00:00:00,WMT/USDT,0.1976,0.1997,0.1862,0.1901,1977121.45537766,381507.459459811044
1657497600,2022-07-11 00:00:00,WMT/USDT,0.206,0.21,0.196,0.1977,1799272.8148084,363034.526991108159
1657411200,2022-07-10 00:00:00,WMT/USDT,0.2139,0.2157,0.2013,0.2061,1654388.68083555,343689.4933612713
1657324800,2022-07-09 00:00:00,WMT/USDT,0.2114,0.2195,0.2067,0.2139,1726177.77427664,369847.649987186148
1657238400,2022-07-08 00:00:00,WMT/USDT,0.2213,0.2291,0.2077,0.2118,1730743.14068019,368131.146293158765
1657152000,2022-07-07 00:00:00,WMT/USDT,0.2114,0.2248,0.2082,0.2218,1803864.99704377,388721.532114018716
1657065600,2022-07-06 00:00:00,WMT/USDT,0.2151,0.2185,0.1899,0.2115,1996273.96202286,420107.750015904129
1656979200,2022-07-05 00:00:00,WMT/USDT,0.223,0.224,0.21,0.2153,1905443.44651045,412770.374125031127
1656892800,2022-07-04 00:00:00,WMT/USDT,0.2165,0.2255,0.2074,0.2228,1759660.39574462,378806.399968741995
1656806400,2022-07-03 00:00:00,WMT/USDT,0.2217,0.2242,0.2107,0.2175,1455659.25602018,314527.405759230715
1656720000,2022-07-02 00:00:00,WMT/USDT,0.2164,0.222,0.1924,0.222,1602848.6754545,341135.795589619683
1656633600,2022-07-01 00:00:00,WMT/USDT,0.2382,0.2622,0.205,0.2162,2067868.6671269,446964.117854647292
1656547200,2022-06-30 00:00:00,WMT/USDT,0.2153,0.2584,0.2009,0.2399,1847553.2919103,389599.015033698123
1656460800,2022-06-29 00:00:00,WMT/USDT,0.224,0.2256,0.205,0.2153,1931155.35617028,416872.393388963847
1656374400,2022-06-28 00:00:00,WMT/USDT,0.2293,0.2337,0.2068,0.2239,1933942.63233493,437939.920358768884
1656288000,2022-06-27 00:00:00,WMT/USDT,0.2375,0.2415,0.2274,0.2291,1495646.62047225,350257.957108169906
1656201600,2022-06-26 00:00:00,WMT/USDT,0.2314,0.2617,0.229,0.2379,1518535.32852069,364703.613011662957
1656115200,2022-06-25 00:00:00,WMT/USDT,0.2386,0.2488,0.2274,0.2314,1609331.7476167,375542.891331027321
1656028800,2022-06-24 00:00:00,WMT/USDT,0.2225,0.259,0.2159,0.2387,2009914.25871195,471234.334973450487
1655942400,2022-06-23 00:00:00,WMT/USDT,0.2188,0.2236,0.205,0.2221,1688510.98636251,370309.026356251369
1655856000,2022-06-22 00:00:00,WMT/USDT,0.2362,0.2539,0.2018,0.2188,2289548.88138698,510290.80327754535
1655769600,2022-06-21 00:00:00,WMT/USDT,0.2353,0.2512,0.2292,0.236,1509461.9416254,362876.955873661871
1655683200,2022-06-20 00:00:00,WMT/USDT,0.2274,0.241,0.2172,0.2354,1399822.57737847,325694.366413987878
1655596800,2022-06-19 00:00:00,WMT/USDT,0.2169,0.2332,0.2,0.229,1606216.69581742,349612.322561350886
1655510400,2022-06-18 00:00:00,WMT/USDT,0.2396,0.2433,0.2091,0.2165,1482690.92252043,334252.457645826747
1655424000,2022-06-17 00:00:00,WMT/USDT,0.2367,0.2471,0.2315,0.2398,1313175.09798301,314284.491916885539
1655337600,2022-06-16 00:00:00,WMT/USDT,0.2595,0.2703,0.2348,0.2369,1229132.89974912,303253.182802894211
1655251200,2022-06-15 00:00:00,WMT/USDT,0.2447,0.2652,0.205,0.2605,1582708.79671991,378595.289760114812
1655164800,2022-06-14 00:00:00,WMT/USDT,0.2264,0.26,0.2196,0.2447,1712165.74748935,408925.546585756457
1655078400,2022-06-13 00:00:00,WMT/USDT,0.2489,0.2524,0.2218,0.227,1727582.61951234,402131.318937408612
1654992000,2022-06-12 00:00:00,WMT/USDT,0.2746,0.2763,0.2451,0.2484,1461811.52825164,376753.459954650841
1654905600,2022-06-11 00:00:00,WMT/USDT,0.2874,0.2961,0.2626,0.2747,1335433.61248679,374712.805170131285
1654819200,2022-06-10 00:00:00,WMT/USDT,0.3152,0.3168,0.2845,0.2874,1296063.15196805,386093.353398212088
1654732800,2022-06-09 00:00:00,WMT/USDT,0.3176,0.3261,0.3101,0.3151,1353431.83714337,429501.136422035588
1654646400,2022-06-08 00:00:00,WMT/USDT,0.3066,0.3548,0.3055,0.3179,1662408.07541299,537205.716622050615
1654560000,2022-06-07 00:00:00,WMT/USDT,0.297,0.3198,0.2818,0.3065,1409469.89616176,421442.742339695106
1654473600,2022-06-06 00:00:00,WMT/USDT,0.2824,0.3162,0.2813,0.2968,1568808.67379734,474263.942498816962
1654387200,2022-06-05 00:00:00,WMT/USDT,0.2829,0.2854,0.24,0.2824,1721941.54827066,470033.87175770886
1654300800,2022-06-04 00:00:00,WMT/USDT,0.2845,0.2886,0.275,0.2826,1423303.48236793,399317.567935216529
1654214400,2022-06-03 00:00:00,WMT/USDT,0.2958,0.2979,0.2728,0.2843,1559461.50344973,446342.943198079411
1654128000,2022-06-02 00:00:00,WMT/USDT,0.2727,0.2971,0.2681,0.2939,1451685.90662406,417229.573313590883
1654041600,2022-06-01 00:00:00,WMT/USDT,0.307,0.3274,0.2498,0.2727,1670426.01593418,483580.907559766978
1653955200,2022-05-31 00:00:00,WMT/USDT,0.2788,0.3362,0.2716,0.3071,1540167.8602889,465563.566093131634
1653868800,2022-05-30 00:00:00,WMT/USDT,0.2354,0.2822,0.2264,0.2791,1586561.88315416,391948.644732731982
1653782400,2022-05-29 00:00:00,WMT/USDT,0.2198,0.2416,0.217,0.2366,713971.84775263,165859.670618076446
1653696000,2022-05-28 00:00:00,WMT/USDT,0.204,0.2515,0.2038,0.22,500008.47831273,110638.586109731487
1653609600,2022-05-27 00:00:00,WMT/USDT,0.2161,0.2366,0.2,0.2048,440220.30627848,93293.952826315891
1653523200,2022-05-26 00:00:00,WMT/USDT,0.2418,0.2426,0.2002,0.2162,1504143.43011957,324516.682183531206
1653436800,2022-05-25 00:00:00,WMT/USDT,0.2418,0.2504,0.2301,0.2418,581651.23824502,140075.085734731586
1653350400,2022-05-24 00:00:00,WMT/USDT,0.2396,0.257,0.2254,0.2432,1334069.1325946,316426.041110238111
1653264000,2022-05-23 00:00:00,WMT/USDT,0.2425,0.2544,0.2393,0.2402,1082679.32154745,265008.688368070989
1653177600,2022-05-22 00:00:00,WMT/USDT,0.2419,0.2461,0.2376,0.2423,263466.28797429,63837.732167490207
1653091200,2022-05-21 00:00:00,WMT/USDT,0.2333,0.2571,0.232,0.2413,295893.8239082,70886.4541404175
1653004800,2022-05-20 00:00:00,WMT/USDT,0.2382,0.2636,0.231,0.233,361183.70788931,86476.053200467883
1652918400,2022-05-19 00:00:00,WMT/USDT,0.2373,0.2608,0.2294,0.2389,795247.82539733,187749.031963035266
1652832000,2022-05-18 00:00:00,WMT/USDT,0.2682,0.2698,0.231,0.2376,1512551.13056002,370531.958604841317
1652745600,2022-05-17 00:00:00,WMT/USDT,0.2542,0.2811,0.25,0.2684,1529307.35911665,396723.912936796482
1652659200,2022-05-16 00:00:00,WMT/USDT,0.2638,0.3186,0.2443,0.2541,1388276.37064131,368957.615732969006
1652572800,2022-05-15 00:00:00,WMT/USDT,0.2348,0.2689,0.2255,0.2643,980644.52155909,234166.760079760176
1652486400,2022-05-14 00:00:00,WMT/USDT,0.2435,0.2547,0.2075,0.2337,1557558.38032869,360693.710494491034
1652400000,2022-05-13 00:00:00,WMT/USDT,0.2079,0.2857,0.2079,0.2441,1240435.63693168,314312.727002200789
1652313600,2022-05-12 00:00:00,WMT/USDT,0.2575,0.2639,0.1759,0.2086,1589405.42220252,344821.472909776734
1652227200,2022-05-11 00:00:00,WMT/USDT,0.3159,0.3261,0.2423,0.2576,2829309.5719241,847227.733311434836
1652140800,2022-05-10 00:00:00,WMT/USDT,0.3088,0.3389,0.3038,0.3165,612615.63914943,198892.610148531775
1652054400,2022-05-09 00:00:00,WMT/USDT,0.3776,0.378,0.3075,0.3081,1372670.26300938,478639.778860723829
1651968000,2022-05-08 00:00:00,WMT/USDT,0.3819,0.3839,0.3714,0.3775,758946.60994423,284721.974802917003
1651881600,2022-05-07 00:00:00,WMT/USDT,0.3815,0.3919,0.3806,0.3812,604636.49045163,234274.883630854207
1651795200,2022-05-06 00:00:00,WMT/USDT,0.3858,0.3895,0.3742,0.3817,1215507.32182225,464323.258551594286
1651708800,2022-05-05 00:00:00,WMT/USDT,0.4298,0.4319,0.384,0.386,2188926.88067338,904150.501706751379
1651622400,2022-05-04 00:00:00,WMT/USDT,0.3911,0.4407,0.3901,0.4306,1785319.80509831,719690.735627606871
1651536000,2022-05-03 00:00:00,WMT/USDT,0.3958,0.4076,0.39,0.3905,2537276.15546364,1011294.021297527461
1651449600,2022-05-02 00:00:00,WMT/USDT,0.4009,0.4043,0.3942,0.3971,1357171.00532238,541639.865368056881
1651363200,2022-05-01 00:00:00,WMT/USDT,0.3965,0.4047,0.3925,0.4011,321252.53297413,127935.260230992268
1651276800,2022-04-30 00:00:00,WMT/USDT,0.4191,0.421,0.3949,0.3956,603126.56066471,249606.624741634134
1651190400,2022-04-29 00:00:00,WMT/USDT,0.4442,0.4457,0.4191,0.4191,574722.04893382,250771.948202327735
1651104000,2022-04-28 00:00:00,WMT/USDT,0.4439,0.4492,0.4423,0.4447,353566.2790571,157336.058463229722
1651017600,2022-04-27 00:00:00,WMT/USDT,0.4424,0.4505,0.4364,0.443,1216564.03714953,537205.472683624208
1650931200,2022-04-26 00:00:00,WMT/USDT,0.4691,0.475,0.4384,0.4423,2402032.33545687,1092909.632113632923
1650844800,2022-04-25 00:00:00,WMT/USDT,0.4804,0.4849,0.4553,0.4698,2444620.8143465,1146582.876293952551
1650758400,2022-04-24 00:00:00,WMT/USDT,0.5058,0.509,0.4796,0.4804,2214417.91172199,1094855.817440978519
1650672000,2022-04-23 00:00:00,WMT/USDT,0.5058,0.5116,0.5019,0.5057,1963277.70927397,997378.117537826388
1650585600,2022-04-22 00:00:00,WMT/USDT,0.5254,0.5291,0.5,0.5054,2273602.0716398,1166936.996711421921
1650499200,2022-04-21 00:00:00,WMT/USDT,0.5402,0.5559,0.5247,0.5251,1867413.31305579,1005018.827781713727
1650412800,2022-04-20 00:00:00,WMT/USDT,0.5645,0.5675,0.5376,0.5402,2269673.01223795,1246471.762150040464
1650326400,2022-04-19 00:00:00,WMT/USDT,0.5622,0.5703,0.5583,0.5641,1001213.57936303,563555.992678934792
1650240000,2022-04-18 00:00:00,WMT/USDT,0.5729,0.5733,0.5511,0.5625,1978804.79219042,1107596.202328923688
1650153600,2022-04-17 00:00:00,WMT/USDT,0.5779,0.5848,0.5719,0.5726,759370.32235898,439600.607755001929
1650067200,2022-04-16 00:00:00,WMT/USDT,0.5769,0.5878,0.5696,0.5781,392020.95310536,226898.458962076384
1649980800,2022-04-15 00:00:00,WMT/USDT,0.5639,0.5805,0.5628,0.5772,427713.11651926,244764.178446487868
1649894400,2022-04-14 00:00:00,WMT/USDT,0.5759,0.5851,0.5637,0.5649,376081.30983776,215145.105638968182
1649808000,2022-04-13 00:00:00,WMT/USDT,0.5599,0.5761,0.5579,0.576,574693.05672579,324939.841463277385
1649721600,2022-04-12 00:00:00,WMT/USDT,0.5455,0.564,0.5416,0.5595,1165463.42584616,644613.340346762664
1649635200,2022-04-11 00:00:00,WMT/USDT,0.5968,0.5969,0.5417,0.5461,2192711.7956053,1236610.445635828295
1649548800,2022-04-10 00:00:00,WMT/USDT,0.59,0.6104,0.59,0.5966,2007207.0124908,1205177.269080446684
1649462400,2022-04-09 00:00:00,WMT/USDT,0.5998,0.6072,0.5829,0.5899,1755109.03561653,1044987.896375235079
1649376000,2022-04-08 00:00:00,WMT/USDT,0.6172,0.6225,0.5995,0.5997,1065904.71740622,651140.457621066102
1649289600,2022-04-07 00:00:00,WMT/USDT,0.626,0.6294,0.613,0.6183,265791.54559168,164588.955870380062
1649203200,2022-04-06 00:00:00,WMT/USDT,0.677,0.6775,0.6251,0.6279,1154057.1135683,746674.589305382094
1649116800,2022-04-05 00:00:00,WMT/USDT,0.6755,0.6899,0.6755,0.6769,307866.97274391,210080.763705663733
1649030400,2022-04-04 00:00:00,WMT/USDT,0.6652,0.6978,0.6524,0.6801,390585.90541864,266301.865704773318
1648944000,2022-04-03 00:00:00,WMT/USDT,0.6588,0.6657,0.6546,0.6642,237960.35208335,156783.431513632697
1648857600,2022-04-02 00:00:00,WMT/USDT,0.6655,0.6723,0.6586,0.6594,684663.1088047,454626.641999426195
1648771200,2022-04-01 00:00:00,WMT/USDT,0.6745,0.6769,0.6528,0.6654,314390.93173493,209146.095285596945
1648684800,2022-03-31 00:00:00,WMT/USDT,0.7123,0.7163,0.665,0.6743,927380.79772196,639603.368637808489
1648598400,2022-03-30 00:00:00,WMT/USDT,0.7313,0.7313,0.6978,0.7127,794493.04329244,562796.867911463744
1648512000,2022-03-29 00:00:00,WMT/USDT,0.741,0.7632,0.7271,0.73,159459.73910825,118722.123940430289
1648425600,2022-03-28 00:00:00,WMT/USDT,0.7477,0.7725,0.7408,0.7424,257257.12845495,194041.635653395526
1648339200,2022-03-27 00:00:00,WMT/USDT,0.728,0.7575,0.7037,0.7481,748331.40288827,543973.155171717896
1648252800,2022-03-26 00:00:00,WMT/USDT,0.7413,0.7454,0.7247,0.7304,220402.92158428,161371.949227567058
1648166400,2022-03-25 00:00:00,WMT/USDT,0.7654,0.7682,0.7292,0.7425,770647.03381,574014.532853310944
1648080000,2022-03-24 00:00:00,WMT/USDT,0.7636,0.7874,0.7577,0.7636,1492510.66876279,1149769.87047864906
1647993600,2022-03-23 00:00:00,WMT/USDT,0.7187,0.7641,0.7099,0.7637,416929.76753066,310280.609129887996
1647907200,2022-03-22 00:00:00,WMT/USDT,0.6907,0.7501,0.6904,0.7198,300747.67380684,217301.006574693836
1647820800,2022-03-21 00:00:00,WMT/USDT,0.6668,0.7013,0.6638,0.6919,277874.62999608,190290.719639289553
1647734400,2022-03-20 00:00:00,WMT/USDT,0.6925,0.7021,0.6651,0.667,375025.13479871,256851.299444618912
1647648000,2022-03-19 00:00:00,WMT/USDT,0.6824,0.697,0.6611,0.6925,444203.50170746,301742.539226304828
1647561600,2022-03-18 00:00:00,WMT/USDT,0.669,0.6916,0.6598,0.6846,323860.51707012,217014.490887536398
1647475200,2022-03-17 00:00:00,WMT/USDT,0.6587,0.6739,0.657,0.6704,295195.02332352,197280.275161385089
1647388800,2022-03-16 00:00:00,WMT/USDT,0.6518,0.6632,0.6362,0.661,540485.08088278,349217.536283133425
1647302400,2022-03-15 00:00:00,WMT/USDT,0.6497,0.6644,0.639,0.6518,1040641.44814519,676771.93637761029
1647216000,2022-03-14 00:00:00,WMT/USDT,0.672,0.6768,0.643,0.6476,393086.23712361,259479.471954640552
1647129600,2022-03-13 00:00:00,WMT/USDT,0.6706,0.6805,0.6604,0.6756,310271.89364691,208051.469056585595
1647043200,2022-03-12 00:00:00,WMT/USDT,0.6751,0.681,0.6663,0.6691,347127.73063758,233977.104788637233
1646956800,2022-03-11 00:00:00,WMT/USDT,0.6765,0.6856,0.6665,0.6776,327496.63825891,222101.516083855349
1646870400,2022-03-10 00:00:00,WMT/USDT,0.7097,0.711,0.6724,0.6776,613832.60638842,422735.08461782302
1646784000,2022-03-09 00:00:00,WMT/USDT,0.6882,0.7255,0.682,0.7078,333161.60826389,236882.230198875066
1646697600,2022-03-08 00:00:00,WMT/USDT,0.6788,0.7,0.666,0.6869,656692.63218804,448773.796812720283
1646611200,2022-03-07 00:00:00,WMT/USDT,0.7152,0.7201,0.6743,0.6799,680009.33748197,474869.298707526538
1646524800,2022-03-06 00:00:00,WMT/USDT,0.7466,0.7489,0.7153,0.7199,381489.51922518,277106.275733795006
1646438400,2022-03-05 00:00:00,WMT/USDT,0.7272,0.7594,0.71,0.7484,266128.26452981,197609.63874965864
1646352000,2022-03-04 00:00:00,WMT/USDT,0.753,0.7662,0.7248,0.7295,532781.37715565,398257.32533773282
1646265600,2022-03-03 00:00:00,WMT/USDT,0.7801,0.7834,0.737,0.7529,751353.39595873,577742.757767957939
1646179200,2022-03-02 00:00:00,WMT/USDT,0.7613,0.7918,0.7613,0.78,501997.78601177,388995.89303361995
1646092800,2022-03-01 00:00:00,WMT/USDT,0.7887,0.7998,0.7552,0.7636,1263160.32457187,984348.762170850193
1646006400,2022-02-28 00:00:00,WMT/USDT,0.7575,0.7991,0.7277,0.7885,1168272.17215334,901718.850685756395
1645920000,2022-02-27 00:00:00,WMT/USDT,0.7959,0.8043,0.7488,0.7547,710231.16562396,556429.82442669708
1645833600,2022-02-26 00:00:00,WMT/USDT,0.7951,0.831,0.7888,0.7974,264435.68881465,212304.129030694959
1645747200,2022-02-25 00:00:00,WMT/USDT,0.7626,0.8153,0.7374,0.7967,615991.92483837,476623.388269167774
1645660800,2022-02-24 00:00:00,WMT/USDT,0.833,0.8432,0.6769,0.764,805123.32176638,589166.579190443767
1645574400,2022-02-23 00:00:00,WMT/USDT,0.5,0.9128,0.5,0.8332,1277879.5487283,1107006.382155182717
