https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume EOS
1663545600000,2022-09-19 00:00:00,EOS/ETH,0.00095321,0.00095681,0.00095171,0.00095411,7.8795270919384945,8258.51012141
1663459200000,2022-09-18 00:00:00,EOS/ETH,0.0010033,0.0010077,0.00093239,0.0009543,40.43194607902619,42368.17151737
1663372800000,2022-09-17 00:00:00,EOS/ETH,0.0009922,0.0010331,0.0009866,0.0010019,12.344766020636051,12321.35544529
1663286400000,2022-09-16 00:00:00,EOS/ETH,0.00093769,0.0010028,0.00093769,0.00099279,40.88452568281938,41181.44389329
1663200000000,2022-09-15 00:00:00,EOS/ETH,0.00089984,0.00095629,0.00088024,0.0009371,43.97682815156126,46928.63958122
1663113600000,2022-09-14 00:00:00,EOS/ETH,0.0009322,0.0009396,0.00089341,0.00089996,18.244622163059503,20272.70341244
1663027200000,2022-09-13 00:00:00,EOS/ETH,0.0009664,0.00099591,0.00092192,0.0009337,34.9388514191726,37419.78303435
1662940800000,2022-09-12 00:00:00,EOS/ETH,0.00097139,0.0010074,0.0009618,0.0009667,5.687980326250509,5883.91468527
1662854400000,2022-09-11 00:00:00,EOS/ETH,0.00098676,0.0010353,0.0009683,0.0009699,13.502317117374831,13921.34974469
1662768000000,2022-09-10 00:00:00,EOS/ETH,0.0009661,0.0010807,0.0009484,0.00098438,28.80257741002123,29259.61255818
1662681600000,2022-09-09 00:00:00,EOS/ETH,0.00098039,0.0010231,0.00095063,0.00096769,20.473858879282897,21157.45629208
1662595200000,2022-09-08 00:00:00,EOS/ETH,0.0010219,0.0010576,0.00097591,0.00097939,21.549853949610945,22003.34284566
1662508800000,2022-09-07 00:00:00,EOS/ETH,0.0008943,0.0010584,0.00089331,0.0010206,58.72660186102945,57541.25206842
1662422400000,2022-09-06 00:00:00,EOS/ETH,0.00096831,0.0009734,0.00088231,0.0008951,38.3445427348736,42838.27810845
1662336000000,2022-09-05 00:00:00,EOS/ETH,0.0009465,0.0009924,0.0009132,0.0009692,36.663228794791394,37828.34171976
1662249600000,2022-09-04 00:00:00,EOS/ETH,0.00097432,0.0009945,0.0009424,0.00094529,23.799485177449032,25176.91415063
1662163200000,2022-09-03 00:00:00,EOS/ETH,0.0009849,0.0010192,0.00096185,0.00097396,34.65711160083246,35583.71144691
1662076800000,2022-09-02 00:00:00,EOS/ETH,0.00093358,0.00098988,0.0009328,0.00098191,75.58604201274566,76978.58460831
1661990400000,2022-09-01 00:00:00,EOS/ETH,0.00088419,0.00095758,0.00087101,0.0009326,33.205869611299434,35605.69334259
1661904000000,2022-08-31 00:00:00,EOS/ETH,0.00091411,0.0009162,0.00087621,0.0008832,33.07206530679936,37445.7261173
1661817600000,2022-08-30 00:00:00,EOS/ETH,0.00096339,0.00096739,0.00089576,0.00091412,27.264959341433045,29826.45532472
1661731200000,2022-08-29 00:00:00,EOS/ETH,0.00099621,0.00099769,0.00095372,0.00096239,19.897462944499356,20675.05163655
1661644800000,2022-08-28 00:00:00,EOS/ETH,0.0010321,0.001053,0.00097674,0.00099861,18.665162944438617,18691.14363409
1661558400000,2022-08-27 00:00:00,EOS/ETH,0.0010265,0.0010574,0.00099185,0.0010316,35.065374548146856,33991.25101604
1661472000000,2022-08-26 00:00:00,EOS/ETH,0.0010223,0.001072,0.00099099,0.0010253,55.43875163613677,54070.76137339
1661385600000,2022-08-25 00:00:00,EOS/ETH,0.001071,0.001071,0.000977,0.0010203,38.90842245755935,38134.29624381
1661299200000,2022-08-24 00:00:00,EOS/ETH,0.0010834,0.0010942,0.00101,0.0010708,59.20591848450756,55291.29481183
1661212800000,2022-08-23 00:00:00,EOS/ETH,0.0011293,0.0011604,0.0010626,0.0010848,54.02809750675286,49804.66215593
1661126400000,2022-08-22 00:00:00,EOS/ETH,0.00096901,0.0012266,0.00093672,0.0011308,104.24986386240936,92191.24855183
1661040000000,2022-08-21 00:00:00,EOS/ETH,0.00089663,0.00097609,0.00087651,0.0009705,41.780406173939085,43050.39276037
1660953600000,2022-08-20 00:00:00,EOS/ETH,0.00079199,0.00089974,0.00078601,0.00089376,34.72698258359676,38854.93038802
1660867200000,2022-08-19 00:00:00,EOS/ETH,0.00080286,0.00080842,0.00072649,0.0007909,62.29978748106062,78770.75165136
1660780800000,2022-08-18 00:00:00,EOS/ETH,0.00080671,0.00083544,0.00076641,0.00080211,41.81534584132911,52131.68498252
1660694400000,2022-08-17 00:00:00,EOS/ETH,0.00073679,0.0008739,0.0007326,0.0008081,102.00671307654927,126230.30946238
1660608000000,2022-08-16 00:00:00,EOS/ETH,0.00067049,0.0007374,0.000663,0.0007374,41.298188416878446,56005.13753306
1660521600000,2022-08-15 00:00:00,EOS/ETH,0.0006747,0.00068075,0.0006614,0.00067009,41.87121478556522,62485.95679023
1660435200000,2022-08-14 00:00:00,EOS/ETH,0.00068094,0.00069202,0.0006663,0.00067431,31.68651848806091,46991.02562332
1660348800000,2022-08-13 00:00:00,EOS/ETH,0.00067921,0.0007059,0.00066631,0.00068145,51.16489192430604,75082.38597741
1660262400000,2022-08-12 00:00:00,EOS/ETH,0.00069779,0.00069779,0.00067731,0.00067795,73.78104059923714,108829.61958734
1660176000000,2022-08-11 00:00:00,EOS/ETH,0.00069041,0.000703,0.00068025,0.00069841,93.24411293971532,133509.13208533
