https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AKT,Volume USDT
1663459200,2022-09-18 00:00:00,AKT/USDT,0.3422,0.3438,0.3398,0.3398,1111.6351,378.98943338
1663372800,2022-09-17 00:00:00,AKT/USDT,0.3395,0.3468,0.3305,0.3422,31213.6198,10571.94005458
1663286400,2022-09-16 00:00:00,AKT/USDT,0.3278,0.3423,0.3149,0.3395,85108.4107,27809.7544398
1663200000,2022-09-15 00:00:00,AKT/USDT,0.3206,0.328,0.3112,0.328,14422.6424,4615.33643854
1663113600,2022-09-14 00:00:00,AKT/USDT,0.3205,0.3272,0.3,0.3224,47569.8675,14998.54875465
1663027200,2022-09-13 00:00:00,AKT/USDT,0.344,0.3676,0.3176,0.3181,71159.7043,23869.92744476
1662940800,2022-09-12 00:00:00,AKT/USDT,0.3486,0.3562,0.337,0.3473,23957.9778,8272.02658206
1662854400,2022-09-11 00:00:00,AKT/USDT,0.3598,0.3602,0.3452,0.3486,7547.7322,2666.06931976
1662768000,2022-09-10 00:00:00,AKT/USDT,0.3634,0.3634,0.3457,0.359,47712.6948,16835.06916852
1662681600,2022-09-09 00:00:00,AKT/USDT,0.3468,0.3688,0.3468,0.3639,33076.0231,11970.42786836
1662595200,2022-09-08 00:00:00,AKT/USDT,0.3316,0.3492,0.3256,0.3468,16950.6885,5715.59743734
1662508800,2022-09-07 00:00:00,AKT/USDT,0.3131,0.3316,0.3102,0.3288,12349.5799,3954.1343787
1662422400,2022-09-06 00:00:00,AKT/USDT,0.3266,0.3292,0.3131,0.3131,13943.5847,4484.33480301
1662336000,2022-09-05 00:00:00,AKT/USDT,0.3338,0.3414,0.3105,0.3236,96303.0312,31344.56190912
1662249600,2022-09-04 00:00:00,AKT/USDT,0.3341,0.3372,0.3302,0.3359,2988.5206,1001.2179195
1662163200,2022-09-03 00:00:00,AKT/USDT,0.3389,0.3401,0.3296,0.3341,7300.2976,2446.13949443
1662076800,2022-09-02 00:00:00,AKT/USDT,0.3422,0.3473,0.3352,0.3389,10864.0764,3719.87201919
1661990400,2022-09-01 00:00:00,AKT/USDT,0.3316,0.3455,0.324,0.344,9886.4888,3317.37450159
1661904000,2022-08-31 00:00:00,AKT/USDT,0.3269,0.3335,0.3209,0.3316,19750.7103,6467.25717911
1661817600,2022-08-30 00:00:00,AKT/USDT,0.3259,0.3329,0.3186,0.3256,24829.0888,8046.01163282
1661731200,2022-08-29 00:00:00,AKT/USDT,0.3198,0.3286,0.3097,0.324,19755.5684,6347.37514629
1661644800,2022-08-28 00:00:00,AKT/USDT,0.3238,0.3355,0.3126,0.3166,51479.6345,16621.71943467
1661558400,2022-08-27 00:00:00,AKT/USDT,0.3264,0.3338,0.3152,0.3236,31926.2563,10319.6619474
1661472000,2022-08-26 00:00:00,AKT/USDT,0.3751,0.3785,0.3236,0.3236,45882.8687,16343.97732386
1661385600,2022-08-25 00:00:00,AKT/USDT,0.3728,0.378,0.3686,0.378,7766.7003,2895.3756141
1661299200,2022-08-24 00:00:00,AKT/USDT,0.3711,0.3763,0.36,0.3728,29736.5602,10850.99100048
1661212800,2022-08-23 00:00:00,AKT/USDT,0.3638,0.3725,0.3616,0.3711,15052.4685,5507.37774392
1661126400,2022-08-22 00:00:00,AKT/USDT,0.3628,0.3652,0.3526,0.3638,12849.0651,4604.69795663
1661040000,2022-08-21 00:00:00,AKT/USDT,0.3566,0.3688,0.3562,0.367,16702.5439,6030.74310531
1660953600,2022-08-20 00:00:00,AKT/USDT,0.3668,0.3844,0.3474,0.3544,56848.6081,20762.24123858
1660867200,2022-08-19 00:00:00,AKT/USDT,0.385,0.3935,0.3601,0.3668,51332.7253,19187.73377483
1660780800,2022-08-18 00:00:00,AKT/USDT,0.4041,0.4178,0.385,0.385,102372.1818,41289.15825021
1660694400,2022-08-17 00:00:00,AKT/USDT,0.4065,0.422,0.4,0.4041,27359.8348,11266.20201128
1660608000,2022-08-16 00:00:00,AKT/USDT,0.4213,0.422,0.4006,0.4033,44918.9704,18402.95930871
1660521600,2022-08-15 00:00:00,AKT/USDT,0.4326,0.4326,0.4,0.4189,36024.3872,15027.05474819
1660435200,2022-08-14 00:00:00,AKT/USDT,0.4359,0.4414,0.4251,0.4296,16103.476,7007.88179124
1660348800,2022-08-13 00:00:00,AKT/USDT,0.424,0.4436,0.424,0.436,14514.8258,6345.41027444
1660262400,2022-08-12 00:00:00,AKT/USDT,0.409,0.4262,0.4035,0.4237,20418.7477,8481.23745334
1660176000,2022-08-11 00:00:00,AKT/USDT,0.4115,0.4187,0.409,0.4104,15364.2468,6390.54538532
1660089600,2022-08-10 00:00:00,AKT/USDT,0.4046,0.4157,0.3971,0.4118,21288.5631,8733.25797227
1660003200,2022-08-09 00:00:00,AKT/USDT,0.4138,0.4159,0.4,0.4046,25415.6574,10274.09761846
1659916800,2022-08-08 00:00:00,AKT/USDT,0.4111,0.4211,0.4055,0.4134,48577.5354,20039.0615521
1659830400,2022-08-07 00:00:00,AKT/USDT,0.3943,0.4234,0.3908,0.4088,43967.2221,17828.53009168
1659744000,2022-08-06 00:00:00,AKT/USDT,0.3975,0.4071,0.386,0.3943,25576.8963,10160.80613204
1659657600,2022-08-05 00:00:00,AKT/USDT,0.3804,0.4071,0.3773,0.3975,22102.3577,8685.4852084
1659571200,2022-08-04 00:00:00,AKT/USDT,0.3847,0.3911,0.3776,0.382,12586.818,4849.30307391
1659484800,2022-08-03 00:00:00,AKT/USDT,0.3769,0.3872,0.3704,0.3827,12233.8328,4648.31946601
1659398400,2022-08-02 00:00:00,AKT/USDT,0.3818,0.4266,0.3608,0.3769,69396.7348,26345.30364605
1659312000,2022-08-01 00:00:00,AKT/USDT,0.3859,0.3931,0.3782,0.3818,9240.3341,3565.5563062
1659225600,2022-07-31 00:00:00,AKT/USDT,0.3845,0.3961,0.3781,0.3859,21297.1892,8259.83554126
1659139200,2022-07-30 00:00:00,AKT/USDT,0.3838,0.3999,0.3716,0.3806,34637.3954,13343.68437958
1659052800,2022-07-29 00:00:00,AKT/USDT,0.3722,0.3838,0.3596,0.38,27046.4485,10083.5529175
