https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AKT,Volume USDT
1658966400,2022-07-28 00:00:00,AKT/USDT,0.3486,0.379,0.3486,0.3722,53458.6658,19822.00626778
1658880000,2022-07-27 00:00:00,AKT/USDT,0.3244,0.3505,0.3244,0.348,26864.1823,9058.61348523
1658793600,2022-07-26 00:00:00,AKT/USDT,0.323,0.3347,0.31,0.3259,92121.9234,29592.89187722
1658707200,2022-07-25 00:00:00,AKT/USDT,0.345,0.3453,0.3137,0.323,26508.2227,8667.69070198
1658620800,2022-07-24 00:00:00,AKT/USDT,0.341,0.3505,0.3316,0.3416,18432.1841,6284.55401393
1658534400,2022-07-23 00:00:00,AKT/USDT,0.348,0.3596,0.332,0.338,23842.9693,8239.10516673
1658448000,2022-07-22 00:00:00,AKT/USDT,0.3524,0.3788,0.3422,0.3476,27478.3573,9756.87270773
1658361600,2022-07-21 00:00:00,AKT/USDT,0.3242,0.3559,0.32,0.3559,46857.4989,15816.46225446
1658275200,2022-07-20 00:00:00,AKT/USDT,0.3432,0.365,0.3248,0.3248,83619.7535,28466.64572711
1658188800,2022-07-19 00:00:00,AKT/USDT,0.3067,0.3602,0.3013,0.3436,237990.7996,78734.98110031
1658102400,2022-07-18 00:00:00,AKT/USDT,0.2875,0.311,0.2867,0.3061,41233.1337,12401.88231236
1658016000,2022-07-17 00:00:00,AKT/USDT,0.2854,0.2989,0.2781,0.2866,69072.5563,19611.98127721
1657929600,2022-07-16 00:00:00,AKT/USDT,0.2787,0.3079,0.2701,0.2854,72229.6325,20511.27198221
1657843200,2022-07-15 00:00:00,AKT/USDT,0.264,0.2874,0.2623,0.2787,62234.7261,16937.54624807
1657756800,2022-07-14 00:00:00,AKT/USDT,0.2519,0.2699,0.2483,0.264,53356.0746,13770.51486926
1657670400,2022-07-13 00:00:00,AKT/USDT,0.2459,0.2522,0.2391,0.2522,41663.7214,10240.87645421
1657584000,2022-07-12 00:00:00,AKT/USDT,0.2669,0.2788,0.2429,0.2435,112535.2422,29552.53668777
1657497600,2022-07-11 00:00:00,AKT/USDT,0.2567,0.3368,0.2535,0.2682,447106.6282,127382.96890569
1657411200,2022-07-10 00:00:00,AKT/USDT,0.2471,0.2601,0.2395,0.2567,190328.47311611,47412.699020862359
1657324800,2022-07-09 00:00:00,AKT/USDT,0.2403,0.2496,0.2379,0.2496,28383.7677,6922.30246016
1657238400,2022-07-08 00:00:00,AKT/USDT,0.2399,0.2427,0.2323,0.2427,48203.09871402,11400.236112281252
1657152000,2022-07-07 00:00:00,AKT/USDT,0.2343,0.2426,0.2297,0.2403,28646.43839604,6752.18301159669
1657065600,2022-07-06 00:00:00,AKT/USDT,0.24,0.2426,0.2303,0.2366,44471.31759191,10549.368971150508
1656979200,2022-07-05 00:00:00,AKT/USDT,0.2447,0.2496,0.2327,0.24,47118.64795493,11354.608712889824
1656892800,2022-07-04 00:00:00,AKT/USDT,0.2414,0.2474,0.231,0.2447,30457.10130772,7254.125627191546
1656806400,2022-07-03 00:00:00,AKT/USDT,0.2467,0.2489,0.2376,0.2414,29010.9131724,7054.879152113969
1656720000,2022-07-02 00:00:00,AKT/USDT,0.2388,0.25,0.2379,0.2492,32574.46917374,7920.414546537626
1656633600,2022-07-01 00:00:00,AKT/USDT,0.231,0.2454,0.2302,0.2411,82721.55379632,19610.757229309696
1656547200,2022-06-30 00:00:00,AKT/USDT,0.237,0.2391,0.2255,0.231,52423.50167199,12114.50516993717
1656460800,2022-06-29 00:00:00,AKT/USDT,0.2379,0.2417,0.2286,0.237,36292.13782837,8530.085183016627
1656374400,2022-06-28 00:00:00,AKT/USDT,0.2433,0.2446,0.2343,0.2379,32769.07593122,7848.8749848818
1656288000,2022-06-27 00:00:00,AKT/USDT,0.2564,0.2601,0.2414,0.2427,87807.02148852,22120.322491125194
1656201600,2022-06-26 00:00:00,AKT/USDT,0.2664,0.2685,0.2543,0.2543,39632.98618032,10425.67303643905
1656115200,2022-06-25 00:00:00,AKT/USDT,0.2578,0.2748,0.2575,0.2664,48582.17448403,12849.562261566772
1656028800,2022-06-24 00:00:00,AKT/USDT,0.2515,0.2679,0.2515,0.2601,72812.21081396,18918.559591416878
1655942400,2022-06-23 00:00:00,AKT/USDT,0.2326,0.254,0.2252,0.2515,89367.92353438,21365.732347574499
1655856000,2022-06-22 00:00:00,AKT/USDT,0.2241,0.2355,0.2123,0.2326,58214.67437598,13003.983076323504
1655769600,2022-06-21 00:00:00,AKT/USDT,0.2102,0.2487,0.2046,0.2231,278203.53635603,62422.541718292097
1655683200,2022-06-20 00:00:00,AKT/USDT,0.2055,0.4988,0.1935,0.2128,590216.61969018,146481.298111813671
1655596800,2022-06-19 00:00:00,AKT/USDT,0.1975,0.2199,0.192,0.2078,94776.71584408,19290.302370736789
1655510400,2022-06-18 00:00:00,AKT/USDT,0.2251,0.2295,0.185,0.2012,42686.08234321,8898.553532115606
1655424000,2022-06-17 00:00:00,AKT/USDT,0.2147,0.3007,0.201,0.2278,195387.26527507,42737.880927782236
1655337600,2022-06-16 00:00:00,AKT/USDT,0.2621,0.2646,0.2147,0.216,153960.08000449,36524.257476689133
1655251200,2022-06-15 00:00:00,AKT/USDT,0.2673,0.2779,0.2519,0.256,56190.41735099,14850.898764999366
1655164800,2022-06-14 00:00:00,AKT/USDT,0.2813,0.2897,0.2625,0.2689,58541.2777905,15959.662391745684
1655078400,2022-06-13 00:00:00,AKT/USDT,0.3041,0.3072,0.2717,0.2813,102410.0588866,29718.904938157905
1654992000,2022-06-12 00:00:00,AKT/USDT,0.3401,0.3547,0.3031,0.3072,82029.38141689,27073.834258676109
1654905600,2022-06-11 00:00:00,AKT/USDT,0.3404,0.3444,0.3362,0.3401,9134.47338806,3096.805707850677
1654819200,2022-06-10 00:00:00,AKT/USDT,0.3511,0.3563,0.3394,0.3404,24435.29853408,8527.518053200145
1654732800,2022-06-09 00:00:00,AKT/USDT,0.3474,0.3567,0.344,0.348,21583.40806361,7552.528499238826
1654646400,2022-06-08 00:00:00,AKT/USDT,0.3547,0.3588,0.3394,0.3474,80360.30408198,28064.207668874679
1654560000,2022-06-07 00:00:00,AKT/USDT,0.3517,0.3719,0.3311,0.3534,106866.99558344,36975.606198783606
1654473600,2022-06-06 00:00:00,AKT/USDT,0.3802,0.389,0.3423,0.3505,166427.53692148,60808.437797899564
1654387200,2022-06-05 00:00:00,AKT/USDT,0.3897,0.4106,0.3539,0.3764,161330.04209108,61109.75792533334
1654300800,2022-06-04 00:00:00,AKT/USDT,0.4003,0.4003,0.3838,0.389,93050.22947286,36240.872007754963
1654214400,2022-06-03 00:00:00,AKT/USDT,0.4069,0.411,0.39,0.3964,29911.55137422,11906.599994510577
1654128000,2022-06-02 00:00:00,AKT/USDT,0.4046,0.4117,0.39,0.4069,92217.47201439,36932.58287562662
1654041600,2022-06-01 00:00:00,AKT/USDT,0.4315,0.4322,0.395,0.4006,27911.85377036,11423.424107958986
1653955200,2022-05-31 00:00:00,AKT/USDT,0.4328,0.4414,0.4216,0.4315,24765.60561808,10677.571005564432
1653868800,2022-05-30 00:00:00,AKT/USDT,0.4174,0.4424,0.4132,0.4335,38119.60215441,16237.360085553644
1653782400,2022-05-29 00:00:00,AKT/USDT,0.4117,0.4174,0.4042,0.4174,12167.84613554,5002.314915815298
1653696000,2022-05-28 00:00:00,AKT/USDT,0.4067,0.4138,0.3992,0.4117,9508.2588799,3865.149450145955
1653609600,2022-05-27 00:00:00,AKT/USDT,0.4483,0.4483,0.4,0.4027,38553.21908979,16381.320627868012
1653523200,2022-05-26 00:00:00,AKT/USDT,0.4787,0.4887,0.445,0.4476,71492.78891753,32707.135238231013
1653436800,2022-05-25 00:00:00,AKT/USDT,0.4496,0.4787,0.445,0.4771,40940.34564739,18518.363595562455
1653350400,2022-05-24 00:00:00,AKT/USDT,0.4468,0.4612,0.43,0.4496,68001.06409672,30203.668161954508
1653264000,2022-05-23 00:00:00,AKT/USDT,0.4755,0.4787,0.4462,0.4504,46020.47560705,21317.659362729967
1653177600,2022-05-22 00:00:00,AKT/USDT,0.458,0.4968,0.408,0.4708,101230.09965108,46450.475335325051
1653091200,2022-05-21 00:00:00,AKT/USDT,0.452,0.4666,0.4379,0.4626,35357.72008509,16092.005085255794
1653004800,2022-05-20 00:00:00,AKT/USDT,0.438,0.4806,0.4357,0.4512,92373.1463588,42401.377207896461
1652918400,2022-05-19 00:00:00,AKT/USDT,0.4117,0.5533,0.3985,0.438,120737.54597697,53064.072269118332
1652832000,2022-05-18 00:00:00,AKT/USDT,0.4537,0.4927,0.4062,0.4117,66738.21284474,29455.336223397006
1652745600,2022-05-17 00:00:00,AKT/USDT,0.4342,0.4612,0.4342,0.4499,35646.53418933,16033.465004182639
1652659200,2022-05-16 00:00:00,AKT/USDT,0.4573,0.4642,0.4292,0.4342,61150.6611964,27096.168056294141
1652572800,2022-05-15 00:00:00,AKT/USDT,0.4138,0.4573,0.4055,0.4532,90896.93285928,38538.158639677233
1652486400,2022-05-14 00:00:00,AKT/USDT,0.3978,0.45,0.3811,0.4138,165243.29311042,66691.964397551427
1652400000,2022-05-13 00:00:00,AKT/USDT,0.4022,0.5,0.3452,0.3978,228320.27986594,91941.342432773945
1652313600,2022-05-12 00:00:00,AKT/USDT,0.4968,0.5929,0.251,0.3872,105014.93518739,43899.109179754787
1652227200,2022-05-11 00:00:00,AKT/USDT,0.6637,0.6707,0.4233,0.5007,134633.921476,74992.296851569717
1652140800,2022-05-10 00:00:00,AKT/USDT,0.6487,0.775,0.6181,0.663,235800.91768094,158745.907409806986
1652054400,2022-05-09 00:00:00,AKT/USDT,0.817,0.8252,0.5389,0.6492,279786.61437634,203025.63834263629
1651968000,2022-05-08 00:00:00,AKT/USDT,0.8464,0.8805,0.796,0.8171,137504.4915476,113353.965722547114
1651881600,2022-05-07 00:00:00,AKT/USDT,0.62,0.9504,0.62,0.8464,340734.95754011,297253.418614911416
