https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EUR,Volume BCH
1660435200000,2022-08-14 00:00:00,BCH/EUR,140.7128,143.574,135.2362,136.0259,51477.21588254207,378.43687035
1660348800000,2022-08-13 00:00:00,BCH/EUR,139.2996,142.9925,139.1515,140.8338,52302.754588786825,371.37927535
1660262400000,2022-08-12 00:00:00,BCH/EUR,138.389,139.5662,135.1,139.3394,52267.158752593685,375.10681654
1660176000000,2022-08-11 00:00:00,BCH/EUR,138.0609,142.958,130.3154,138.3647,48018.0624696485,347.03983364
1660089600000,2022-08-10 00:00:00,BCH/EUR,131.8557,138.7627,129.8093,137.9953,45404.38102691865,329.02845986
1660003200000,2022-08-09 00:00:00,BCH/EUR,140.8336,141.4126,140.5872,140.7294,2996.7063654667863,21.29410319
1659916800000,2022-08-08 00:00:00,BCH/EUR,138.8941,144.9733,138.1073,140.7887,52774.65216927197,374.85005664
1659830400000,2022-08-07 00:00:00,BCH/EUR,139.0077,141.1591,135.6171,138.732,52595.411556501,379.11521175
1659744000000,2022-08-06 00:00:00,BCH/EUR,139.0719,140.8701,136.9615,139.2174,52639.204579531666,378.10794182
1659657600000,2022-08-05 00:00:00,BCH/EUR,131.2314,139.0215,131.0287,138.9492,52984.50580653657,381.32285617
1659571200000,2022-08-04 00:00:00,BCH/EUR,131.5447,135.9694,129.7693,131.4442,48894.12677155519,371.97629695
1659484800000,2022-08-03 00:00:00,BCH/EUR,131.7291,140.2515,128.5707,131.6878,48507.71501661882,368.35390231
1659398400000,2022-08-02 00:00:00,BCH/EUR,134.5469,135.0779,125.6877,131.728,50384.884182693124,382.49183304
1659312000000,2022-08-01 00:00:00,BCH/EUR,136.8065,138.9195,130.6613,134.5788,51459.2826808163,382.37287508
1659225600000,2022-07-31 00:00:00,BCH/EUR,142.2456,146.9864,135.9988,136.8646,50911.83194648954,371.98685377
1659139200000,2022-07-30 00:00:00,BCH/EUR,148.7033,151.0419,140.7837,142.0751,53674.91347942041,377.79254408
1659052800000,2022-07-29 00:00:00,BCH/EUR,152.4792,161.0843,144.9853,148.6798,59243.9653929315,398.46680849
1658966400000,2022-07-28 00:00:00,BCH/EUR,124.5928,156.8345,124.5875,152.6885,59645.09767551278,390.63254715
1658880000000,2022-07-27 00:00:00,BCH/EUR,117.3393,124.7215,114.9019,124.6067,46586.80621437249,373.87079679
1658793600000,2022-07-26 00:00:00,BCH/EUR,115.6676,117.4005,112.4291,117.3921,43708.91852602443,372.3327083
1658707200000,2022-07-25 00:00:00,BCH/EUR,129.5712,130.1551,115.5734,115.7354,60739.97736523934,524.81762162
1658620800000,2022-07-24 00:00:00,BCH/EUR,120.1572,132.0446,120.1572,129.43,49023.8008856141,378.76690787
1658534400000,2022-07-23 00:00:00,BCH/EUR,120.9292,124.1027,115.9961,120.0521,44599.73127803139,371.50313304
1658448000000,2022-07-22 00:00:00,BCH/EUR,120.4266,126.3517,117.7008,121.0223,45500.99468944616,375.97198772
1658361600000,2022-07-21 00:00:00,BCH/EUR,119.8985,121.9104,115.7214,120.4332,46389.84797826466,385.19152508
1658275200000,2022-07-20 00:00:00,BCH/EUR,125.5327,128.3667,118.1441,119.8416,45039.384082662,375.82428875
1658188800000,2022-07-19 00:00:00,BCH/EUR,119.8875,126.4921,114.4957,125.5222,47699.63981061732,380.00959042
1658102400000,2022-07-18 00:00:00,BCH/EUR,109.4588,120.1285,109.4279,119.8286,45980.12211382909,383.71575829
1658016000000,2022-07-17 00:00:00,BCH/EUR,108.6634,114.9097,107.3076,109.4461,42171.12400637044,385.31408617
1657929600000,2022-07-16 00:00:00,BCH/EUR,105.2085,109.4565,103.1952,108.7599,41589.95500998118,382.40155618
1657843200000,2022-07-15 00:00:00,BCH/EUR,102.7832,105.8799,101.8835,105.2427,40997.52564519237,389.5522031
1657756800000,2022-07-14 00:00:00,BCH/EUR,101.9448,103.7771,99.0806,102.7184,39577.29951336576,385.2990264
1657670400000,2022-07-13 00:00:00,BCH/EUR,97.1216,101.9452,95.5773,101.9452,38519.60953043243,377.84623043
1657584000000,2022-07-12 00:00:00,BCH/EUR,98.7326,100.3236,96.8843,97.0443,32550.254747212784,335.41645153
1657497600000,2022-07-11 00:00:00,BCH/EUR,104.9957,105.2275,98.5246,98.723,33416.964832721715,338.49219364
1657411200000,2022-07-10 00:00:00,BCH/EUR,109.6808,109.6808,103.7769,105.1451,34523.45218096456,328.34104662
1657324800000,2022-07-09 00:00:00,BCH/EUR,106.7832,110.8752,106.7832,109.6415,35553.99269791549,324.274957
1657238400000,2022-07-08 00:00:00,BCH/EUR,109.7542,111.3499,105.5356,106.7375,36013.668253709,337.40408248
1657152000000,2022-07-07 00:00:00,BCH/EUR,103.993,110.4678,103.0317,109.7599,36809.12531142118,335.36041224
1657065600000,2022-07-06 00:00:00,BCH/EUR,101.2508,104.9555,100.1979,104.1132,33482.4023612092,321.59613153
1656979200000,2022-07-05 00:00:00,BCH/EUR,103.461,103.8142,98.7665,101.2959,34430.265590947005,339.89791878
1656892800000,2022-07-04 00:00:00,BCH/EUR,101.1946,103.5587,98.251,103.5254,33640.72028442044,324.95136734
1656806400000,2022-07-03 00:00:00,BCH/EUR,102.0907,103.2647,97.702,101.1319,33139.29809955249,327.68392663
1656720000000,2022-07-02 00:00:00,BCH/EUR,97.0187,102.4387,96.5316,102.1019,34680.67758819857,339.66730872
1656633600000,2022-07-01 00:00:00,BCH/EUR,98.2561,101.2957,94.3566,97.0054,33090.75789643565,341.12284364
1656547200000,2022-06-30 00:00:00,BCH/EUR,99.8326,100.1487,93.7936,98.3505,34966.99296844839,355.53447078
1656460800000,2022-06-29 00:00:00,BCH/EUR,97.9484,102.7739,96.6279,99.7842,34977.484645972756,350.53129299
1656374400000,2022-06-28 00:00:00,BCH/EUR,105.411,105.8318,104.7586,105.5341,1311.082795546678,12.42330958
1656288000000,2022-06-27 00:00:00,BCH/EUR,107.0878,110.4234,104.2689,105.2972,35746.85246725211,339.48530889
1656201600000,2022-06-26 00:00:00,BCH/EUR,109.6655,112.6928,106.9211,107.0137,36405.51813880565,340.19492961
1656115200000,2022-06-25 00:00:00,BCH/EUR,108.0565,109.8553,105.6643,109.6655,36478.70117146248,332.63607216
1656028800000,2022-06-24 00:00:00,BCH/EUR,110.4749,114.8239,107.9703,108.0987,37569.665319106374,347.54964971
1655942400000,2022-06-23 00:00:00,BCH/EUR,106.7809,112.1228,106.0509,110.3424,35695.76121611405,323.49995302
1655856000000,2022-06-22 00:00:00,BCH/EUR,113.249,113.3988,106.4094,106.817,37471.959116762875,350.80520064
1655769600000,2022-06-21 00:00:00,BCH/EUR,112.8395,116.4675,108.208,113.2978,40761.03800057119,359.76901582
1655683200000,2022-06-20 00:00:00,BCH/EUR,115.2296,118.1725,110.8705,112.8411,38492.397898304924,341.12037102
1655596800000,2022-06-19 00:00:00,BCH/EUR,110.6995,117.4681,106.3593,115.1311,42300.992903288796,367.41586681
1655510400000,2022-06-18 00:00:00,BCH/EUR,115.5493,118.6432,104.3202,110.4024,39555.52095281628,358.28497345
1655424000000,2022-06-17 00:00:00,BCH/EUR,103.6611,115.8268,101.7307,115.4108,39895.68245340131,345.68413401
1655337600000,2022-06-16 00:00:00,BCH/EUR,121.8695,124.6413,101.9711,103.6972,33969.30725650972,327.58172117
1655251200000,2022-06-15 00:00:00,BCH/EUR,120.766,125.4637,106.6527,122.0251,46310.24494961314,379.51409136
1655164800000,2022-06-14 00:00:00,BCH/EUR,121.5426,128.5753,113.0973,120.9109,44013.34514620506,364.01470129
1655078400000,2022-06-13 00:00:00,BCH/EUR,139.3465,141.7361,118.768,121.6759,46813.01931601514,384.7353446
1654992000000,2022-06-12 00:00:00,BCH/EUR,149.224,150.3608,139.1948,139.6034,50243.86922185628,359.90433773
1654905600000,2022-06-11 00:00:00,BCH/EUR,159.6295,161.1687,147.6031,149.2213,50093.26298265469,335.69780576
1654819200000,2022-06-10 00:00:00,BCH/EUR,165.4276,166.9812,157.9754,159.5611,53357.64723019846,334.40260333
1654732800000,2022-06-09 00:00:00,BCH/EUR,165.3293,168.0807,162.9042,165.4621,54972.97539737329,332.23907709
1654646400000,2022-06-08 00:00:00,BCH/EUR,170.1376,170.6186,163.7598,165.328,54902.57600418864,332.08274463
1654560000000,2022-06-07 00:00:00,BCH/EUR,173.8074,175.075,162.3296,170.1071,57051.46005186474,335.38553095
1654473600000,2022-06-06 00:00:00,BCH/EUR,168.0971,175.9938,167.4772,173.8406,58756.92577882696,337.99311426
1654387200000,2022-06-05 00:00:00,BCH/EUR,175.7421,177.2913,163.2244,167.852,57342.474982234286,341.62521139
1654300800000,2022-06-04 00:00:00,BCH/EUR,171.1205,176.5249,168.3935,175.6763,57250.0561400066,325.88377681
1654214400000,2022-06-03 00:00:00,BCH/EUR,176.1862,177.9735,168.701,171.1591,56751.855539942015,331.57369687
1654128000000,2022-06-02 00:00:00,BCH/EUR,175.0072,176.4753,171.1476,176.1735,58344.94641305671,331.17890269
1654041600000,2022-06-01 00:00:00,BCH/EUR,190.5521,194.8093,174.3875,174.9663,57870.23143290237,330.7507299
1653955200000,2022-05-31 00:00:00,BCH/EUR,182.8532,192.2795,179.7714,190.2886,61110.0722106786,321.14415793
1653868800000,2022-05-30 00:00:00,BCH/EUR,172.6528,183.7478,172.2298,182.8179,62340.18437445008,340.99606425
1653782400000,2022-05-29 00:00:00,BCH/EUR,166.8863,172.9606,164.1324,172.5025,57936.819804861276,335.86075451
1653696000000,2022-05-28 00:00:00,BCH/EUR,162.7272,168.0478,161.44,166.8263,53819.7945932575,322.60977192
1653609600000,2022-05-27 00:00:00,BCH/EUR,168.0285,171.2574,160.1291,162.6932,54031.1504691479,332.10454075
1653523200000,2022-05-26 00:00:00,BCH/EUR,177.9191,179.9925,162.3682,167.7704,59117.43950961228,352.37109472
1653436800000,2022-05-25 00:00:00,BCH/EUR,182.2583,187.0035,177.945,178.0164,59225.61350158845,332.69751271
1653350400000,2022-05-24 00:00:00,BCH/EUR,179.5073,183.6677,171.3078,182.3812,52781.53808012575,289.40229629
1653264000000,2022-05-23 00:00:00,BCH/EUR,187.68,194.372,177.1673,179.4638,59621.97823050011,332.2228674
1653177600000,2022-05-22 00:00:00,BCH/EUR,182.1202,191.0906,180.4737,187.6773,60167.023512475345,320.58764439
1653091200000,2022-05-21 00:00:00,BCH/EUR,179.9472,184.7064,176.9506,182.0786,59543.259515127844,327.01953725
1653004800000,2022-05-20 00:00:00,BCH/EUR,185.9147,188.9287,177.2342,180.0165,59820.411993554524,332.30516088
1652918400000,2022-05-19 00:00:00,BCH/EUR,178.1379,187.015,172.9731,185.8113,62343.48897131617,335.52043913
1652832000000,2022-05-18 00:00:00,BCH/EUR,196.0168,197.7105,178.0237,178.2163,59902.63016640243,336.12318383
1652745600000,2022-05-17 00:00:00,BCH/EUR,189.0741,201.8566,186.6216,195.9144,70817.45004233117,361.47138772
1652659200000,2022-05-16 00:00:00,BCH/EUR,206.3314,206.3314,188.3227,188.9199,61879.835802746056,327.54535548
1652572800000,2022-05-15 00:00:00,BCH/EUR,201.0882,207.2714,195.2697,206.4632,67926.81490988313,329.00204448
1652486400000,2022-05-14 00:00:00,BCH/EUR,194.3979,227.2304,179.7947,200.957,67739.31610702038,337.08363534
1652400000000,2022-05-13 00:00:00,BCH/EUR,186.5856,213.9547,184.7244,194.1998,68595.48378571469,353.22118656
1652313600000,2022-05-12 00:00:00,BCH/EUR,184.4435,217.5109,142.0469,186.3107,83148.66338868921,446.29032787
1652227200000,2022-05-11 00:00:00,BCH/EUR,220.1638,235.6378,174.7558,184.2224,66779.8779761217,362.49597213
1652140800000,2022-05-10 00:00:00,BCH/EUR,207.9167,231.0288,200.7219,220.2323,75212.07733259893,341.51247266
1652054400000,2022-05-09 00:00:00,BCH/EUR,248.4443,252.3962,206.8415,208.5046,73488.24569123173,352.45383407
1651968000000,2022-05-08 00:00:00,BCH/EUR,254.9036,255.3274,247.1237,248.5898,83207.34052395666,334.71743621
1651881600000,2022-05-07 00:00:00,BCH/EUR,260.6152,262.7657,251.1195,254.8961,84759.24010172195,332.52466437
1651795200000,2022-05-06 00:00:00,BCH/EUR,263.1569,263.8147,252.5734,260.7114,85820.02684160665,329.17634918
1651708800000,2022-05-05 00:00:00,BCH/EUR,282.6917,284.4827,260.3135,263.5319,86051.76656476453,326.53263823
1651622400000,2022-05-04 00:00:00,BCH/EUR,265.7109,282.6443,265.2415,282.5163,91795.09993987143,324.91965929
1651536000000,2022-05-03 00:00:00,BCH/EUR,271.5474,275.1085,263.3753,265.6974,80071.82564047481,301.36473161
1651449600000,2022-05-02 00:00:00,BCH/EUR,269.8178,274.4772,266.2302,271.48,89969.7596812212,331.40474319
1651363200000,2022-05-01 00:00:00,BCH/EUR,264.6455,272.1792,260.3376,269.6707,88840.43438671285,329.4404412
1651276800000,2022-04-30 00:00:00,BCH/EUR,279.4861,282.0965,255.4131,264.5315,84829.59608877193,320.67861895
1651190400000,2022-04-29 00:00:00,BCH/EUR,292.0881,292.9993,276.3813,279.4839,86980.40174862387,311.2179333
1651104000000,2022-04-28 00:00:00,BCH/EUR,291.0092,296.8175,288.4318,292.2709,94960.82444509408,324.90687388
1651017600000,2022-04-27 00:00:00,BCH/EUR,278.1806,292.5931,276.7927,290.9738,94148.783802798,323.56447145
1650931200000,2022-04-26 00:00:00,BCH/EUR,293.84,300.8738,274.7894,278.2206,90422.12368230047,325.0015408
1650844800000,2022-04-25 00:00:00,BCH/EUR,285.3766,294.1822,279.3118,293.883,95825.69225183489,326.0674903
1650758400000,2022-04-24 00:00:00,BCH/EUR,289.9348,290.9004,289.7088,290.0521,4957.828195789287,17.09288847
1650672000000,2022-04-23 00:00:00,BCH/EUR,297.4032,299.6466,289.7208,290.0073,93619.09822465916,322.81635057
1650585600000,2022-04-22 00:00:00,BCH/EUR,292.3891,308.0978,291.6678,297.6014,98972.17364976864,332.56622331
1650499200000,2022-04-21 00:00:00,BCH/EUR,305.1749,308.2139,304.9251,308.0149,5520.334327256061,17.92229638
1650412800000,2022-04-20 00:00:00,BCH/EUR,315.2713,317.6942,304.1653,304.7353,99907.20191871545,327.8491265
1650326400000,2022-04-19 00:00:00,BCH/EUR,315.8937,318.5458,308.9907,315.3297,103055.19278234657,326.81727342
1650240000000,2022-04-18 00:00:00,BCH/EUR,304.1606,316.0404,290.6194,315.9742,103524.409142536,327.63563969
1650153600000,2022-04-17 00:00:00,BCH/EUR,317.9644,322.59,304.0324,304.0324,97825.03527724292,321.75858651
1650067200000,2022-04-16 00:00:00,BCH/EUR,315.4961,320.9223,314.6348,318.0262,101653.25705585974,319.63799541
1649980800000,2022-04-15 00:00:00,BCH/EUR,312.5079,319.005,309.3367,315.7248,85805.6049713641,271.77340827
1649894400000,2022-04-14 00:00:00,BCH/EUR,313.7397,322.9361,307.7237,312.4414,73063.66886551486,233.84759147
1649808000000,2022-04-13 00:00:00,BCH/EUR,281.7984,320.1973,279.0653,313.5591,71796.77547762753,228.97366231
1649721600000,2022-04-12 00:00:00,BCH/EUR,271.0659,282.5769,270.1271,281.7839,66013.40102377547,234.26959817
1649635200000,2022-04-11 00:00:00,BCH/EUR,293.8103,294.3267,268.1821,271.0524,63715.4330180986,235.06684692
1649548800000,2022-04-10 00:00:00,BCH/EUR,299.8843,300.3995,299.883,300.3657,2651.837270904123,8.82869539
1649462400000,2022-04-09 00:00:00,BCH/EUR,297.5264,301.4801,296.9373,299.8383,70448.25343266527,234.95415173
1649376000000,2022-04-08 00:00:00,BCH/EUR,309.7495,311.3615,296.7094,297.2822,70225.99428170573,236.22670406
1649289600000,2022-04-07 00:00:00,BCH/EUR,304.2598,312.3,301.4218,310.4902,75314.46601112872,242.56632258
1649203200000,2022-04-06 00:00:00,BCH/EUR,336.0472,337.7521,303.5,303.9997,72384.0884273033,238.10578901
1649116800000,2022-04-05 00:00:00,BCH/EUR,342.7112,360.0,335.9939,335.9939,72856.99047899099,216.84021787
