https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume TUSD
1663459200,2022-09-18 00:00:00,BTC/TUSD,20059.8,20059.8,19993.5,19993.5,0.00021023,4.203913743
1663372800,2022-09-17 00:00:00,BTC/TUSD,19794.4,20198.6,19778.1,20106.2,1.89659314,37961.954915858
1663286400,2022-09-16 00:00:00,BTC/TUSD,19700,19902.4,19377.8,19761.4,4.0115345,78920.868004655
1663200000,2022-09-15 00:00:00,BTC/TUSD,20229.7,20307.8,19514.4,19690.9,4.80159066,95787.900786464
1663113600,2022-09-14 00:00:00,BTC/TUSD,20098.5,20532.7,19707.6,20260.2,8.71911408,176164.793780714
1663027200,2022-09-13 00:00:00,BTC/TUSD,22315.9,22761.5,19990,20224.5,22.89783543,493997.883329649
1662940800,2022-09-12 00:00:00,BTC/TUSD,21777.3,22476,21606.3,22357.2,11.45672674,254215.680747826
1662854400,2022-09-11 00:00:00,BTC/TUSD,21636.9,21862.5,21383.2,21793.5,4.53091123,98076.597160077
1662768000,2022-09-10 00:00:00,BTC/TUSD,21351.5,21793.5,21170.9,21674,4.55233387,97616.478815874
1662681600,2022-09-09 00:00:00,BTC/TUSD,19309.2,21579.7,19289.2,21372.9,12.69230476,264213.061654381
1662595200,2022-09-08 00:00:00,BTC/TUSD,19300,19439.5,19050,19329,9.3002857,178451.31188595
1662508800,2022-09-07 00:00:00,BTC/TUSD,18799.4,19456.9,18568.3,19300,5.16511202,97801.314284736
1662422400,2022-09-06 00:00:00,BTC/TUSD,19944,20157,18734.4,18856.3,7.2455986,139603.241742703
1662336000,2022-09-05 00:00:00,BTC/TUSD,20008.4,20222,19670.4,19793.3,3.1384962,62223.884156831
1662249600,2022-09-04 00:00:00,BTC/TUSD,19809.4,20000,19605.8,19964,1.2514265,24775.567283168
1662163200,2022-09-03 00:00:00,BTC/TUSD,19954,20060.5,19657.9,19796.4,1.99217768,39456.306525164
1662076800,2022-09-02 00:00:00,BTC/TUSD,20069.1,20405.5,19756,19942.7,5.5876346,112128.562617921
1661990400,2022-09-01 00:00:00,BTC/TUSD,20029.9,20220.2,19572.2,20108.4,3.25849924,64873.069841606
1661904000,2022-08-31 00:00:00,BTC/TUSD,19891.9,20413.4,19891.9,20019.1,3.96003785,79811.574484047
1661817600,2022-08-30 00:00:00,BTC/TUSD,20264.5,20542.4,19599.3,19800.1,6.97804933,139516.694002261
1661731200,2022-08-29 00:00:00,BTC/TUSD,19601.7,20395.7,19547.9,20290.6,4.77448888,95750.547041361
1661644800,2022-08-28 00:00:00,BTC/TUSD,19991.9,20146.5,19600,19605.9,5.69696322,113401.167966716
1661558400,2022-08-27 00:00:00,BTC/TUSD,20233.9,20350.8,19865,20067.3,3.94794979,79156.283763228
1661472000,2022-08-26 00:00:00,BTC/TUSD,21480.8,21849.8,20200,20243.8,16.00348547,334931.223849182
1661385600,2022-08-25 00:00:00,BTC/TUSD,21359.4,21811.1,21323.9,21549,4.72330779,101878.144090186
1661299200,2022-08-24 00:00:00,BTC/TUSD,21513.2,21854.4,21179.4,21337.1,10.15520165,217193.536407524
1661212800,2022-08-23 00:00:00,BTC/TUSD,21410.5,21616.3,20907.8,21513.8,4.84718842,103811.774218294
1661126400,2022-08-22 00:00:00,BTC/TUSD,21484.7,21498.5,20907.8,21368.1,7.30415724,154948.689087474
1661040000,2022-08-21 00:00:00,BTC/TUSD,21128.5,21715.1,21088,21514.1,2.83656064,60696.923390602
1660953600,2022-08-20 00:00:00,BTC/TUSD,20875.2,21352.4,20766.5,21093.5,2.9952793,63438.269420715
1660867200,2022-08-19 00:00:00,BTC/TUSD,23137.4,23145.4,20792.1,20819.4,20.47985618,446383.365321893
1660780800,2022-08-18 00:00:00,BTC/TUSD,23350.5,23597.2,23145.2,23186.2,5.12331085,119939.413890662
1660694400,2022-08-17 00:00:00,BTC/TUSD,23901.3,24469.9,23225,23336.6,8.76804228,207984.586438022
1660608000,2022-08-16 00:00:00,BTC/TUSD,24023,24250.7,23699.1,23844.9,5.17755914,124132.683982572
1660521600,2022-08-15 00:00:00,BTC/TUSD,24322.5,25079,23835.7,24104.6,6.20152443,149649.642166583
1660435200,2022-08-14 00:00:00,BTC/TUSD,24438.9,25016.9,24202.5,24222.3,3.32023156,81556.666855181
1660348800,2022-08-13 00:00:00,BTC/TUSD,24403.8,24873.8,24308.6,24439.7,3.98521755,97844.470734138
1660262400,2022-08-12 00:00:00,BTC/TUSD,23950.2,24431.9,23658.7,24368.9,2.90652102,69680.046601183
1660176000,2022-08-11 00:00:00,BTC/TUSD,24022.9,24901.9,23892.3,23934.1,8.384758,205445.088885668
1660089600,2022-08-10 00:00:00,BTC/TUSD,23120.7,24827.6,22718.4,23990.7,9.6950458,227945.914141001
1660003200,2022-08-09 00:00:00,BTC/TUSD,23823.3,23918.6,22889,23217,4.0551685,94334.746564029
1659916800,2022-08-08 00:00:00,BTC/TUSD,23198.2,24282.8,23193,23823.9,8.39030874,200092.989726922
1659830400,2022-08-07 00:00:00,BTC/TUSD,22998.8,23395.8,22850.1,23181.5,4.99280923,115574.748689853
1659744000,2022-08-06 00:00:00,BTC/TUSD,23304.4,23320,22914.8,22914.8,3.4026229,78871.037789444
1659657600,2022-08-05 00:00:00,BTC/TUSD,22637.3,23451.7,22620.2,23188.4,16.43569738,380314.829437233
1659571200,2022-08-04 00:00:00,BTC/TUSD,22811.5,23214.2,22373.5,22624.6,3.98851198,90555.925929759
1659484800,2022-08-03 00:00:00,BTC/TUSD,22974.5,25700,22025.7,22860.5,22.76706175,531197.879910265
1659398400,2022-08-02 00:00:00,BTC/TUSD,23255.1,23460.3,22700,22961.8,3.71207719,85508.130199259
1659312000,2022-08-01 00:00:00,BTC/TUSD,23270.6,23467.2,22871.1,23374.1,5.34974791,124433.506029062
1659225600,2022-07-31 00:00:00,BTC/TUSD,23580.1,24160.6,23243.4,23308.8,4.1807254,99275.220697136
1659139200,2022-07-30 00:00:00,BTC/TUSD,23772.1,25500,23511,23603.5,9.73290077,234521.478189376
1659052800,2022-07-29 00:00:00,BTC/TUSD,23873.8,24392.8,23418.5,23772.5,12.77137981,304374.801992722
1658966400,2022-07-28 00:00:00,BTC/TUSD,23000,26022.5,22499.9,23862.1,40.16842503,949563.62744028
1658880000,2022-07-27 00:00:00,BTC/TUSD,21235.1,23076.6,21014,22978.6,8.39331371,184429.255964964
1658793600,2022-07-26 00:00:00,BTC/TUSD,21246.2,21288.4,20739.3,21288.4,5.18140653,108871.475349274
1658707200,2022-07-25 00:00:00,BTC/TUSD,22575.5,22575.5,21305.1,21320.7,5.41521183,118384.244176291
