https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume BCH
1663549200000,2022-09-19 01:00:00,BCH/BTC,0.00577809,0.00579962,0.00577465,0.00579962,0.04643755734,8.007
1663545600000,2022-09-19 00:00:00,BCH/BTC,0.00575789,0.00580865,0.00574903,0.00577984,0.16215584347226877,28.05542082
1663542000000,2022-09-18 23:00:00,BCH/BTC,0.00577549,0.00579065,0.00575305,0.00575975,0.169517406967105,29.43138278
1663538400000,2022-09-18 22:00:00,BCH/BTC,0.00577177,0.00578842,0.00575517,0.00577133,0.1804694891,31.27
1663534800000,2022-09-18 21:00:00,BCH/BTC,0.00585472,0.00585826,0.00570495,0.00578739,0.293253900097326,50.6711834
1663531200000,2022-09-18 20:00:00,BCH/BTC,0.00589848,0.00589848,0.00585477,0.00585631,0.1811049188073354,30.92474934
1663527600000,2022-09-18 19:00:00,BCH/BTC,0.00588659,0.00590303,0.00588399,0.00589881,0.1603730085732021,27.18734941
1663524000000,2022-09-18 18:00:00,BCH/BTC,0.00589105,0.00592034,0.005868,0.00589067,0.1748236483340347,29.67805841
1663520400000,2022-09-18 17:00:00,BCH/BTC,0.00592782,0.00593628,0.0058756,0.0058928,0.175357438683456,29.75791452
1663516800000,2022-09-18 16:00:00,BCH/BTC,0.00595772,0.00596234,0.00591162,0.00593213,0.1708031758691441,28.79289157
1663513200000,2022-09-18 15:00:00,BCH/BTC,0.00597491,0.00597641,0.00595967,0.00596094,0.1818133153009326,30.50077929
1663509600000,2022-09-18 14:00:00,BCH/BTC,0.0060025,0.00600283,0.00595691,0.00597206,0.18465653504221902,30.92007365
1663506000000,2022-09-18 13:00:00,BCH/BTC,0.00600689,0.00600879,0.00599848,0.00600636,0.1675573500830016,27.89665456
1663502400000,2022-09-18 12:00:00,BCH/BTC,0.00600588,0.00601828,0.00600205,0.00600813,0.1579260926115936,26.28539872
1663498800000,2022-09-18 11:00:00,BCH/BTC,0.00602646,0.006028,0.0060139,0.0060139,0.1904962964,31.676
1663495200000,2022-09-18 10:00:00,BCH/BTC,0.00603309,0.0060409,0.00599916,0.00602914,0.184527074750343,30.60586995
1663491600000,2022-09-18 09:00:00,BCH/BTC,0.00605218,0.00606993,0.00602859,0.00604712,0.1707553900256656,28.23747338
1663488000000,2022-09-18 08:00:00,BCH/BTC,0.00605637,0.00605915,0.00604321,0.00605339,0.18987063074,31.366
1663484400000,2022-09-18 07:00:00,BCH/BTC,0.00604522,0.00605574,0.00603453,0.00605301,0.16957507515,28.015
1663480800000,2022-09-18 06:00:00,BCH/BTC,0.00606952,0.00607006,0.0060363,0.00605409,0.18653691310012918,30.81171788
1663477200000,2022-09-18 05:00:00,BCH/BTC,0.00606767,0.00608383,0.00605884,0.00607014,0.1481499500378382,24.40634813
1663473600000,2022-09-18 04:00:00,BCH/BTC,0.00605428,0.0060701,0.00604937,0.00606645,0.177336510065676,29.23233688
1663470000000,2022-09-18 03:00:00,BCH/BTC,0.00605177,0.00605964,0.00605074,0.00605795,0.15780353955,26.049
1663466400000,2022-09-18 02:00:00,BCH/BTC,0.00602375,0.0060588,0.00602161,0.00605588,0.18656406156645639,30.80709353
1663462800000,2022-09-18 01:00:00,BCH/BTC,0.00603024,0.00603521,0.00601187,0.00602162,0.1773270946406432,29.44840336
1663459200000,2022-09-18 00:00:00,BCH/BTC,0.00607591,0.00607723,0.00602844,0.00603009,0.1881373932202842,31.19976538
1663455600000,2022-09-17 23:00:00,BCH/BTC,0.00607131,0.00607784,0.00605972,0.00607703,0.2052060286674059,33.76748653
1663452000000,2022-09-17 22:00:00,BCH/BTC,0.00610076,0.00610076,0.00606521,0.00607449,0.1669049322500142,27.47636958
1663448400000,2022-09-17 21:00:00,BCH/BTC,0.00609256,0.00611437,0.00608718,0.00609653,0.17892705897,29.349
1663444800000,2022-09-17 20:00:00,BCH/BTC,0.00610756,0.00610996,0.00608334,0.00608993,0.20585790379,33.803
1663441200000,2022-09-17 19:00:00,BCH/BTC,0.00608464,0.00611111,0.0060809,0.00610331,0.17795420967,29.157
1663437600000,2022-09-17 18:00:00,BCH/BTC,0.00608773,0.00610708,0.00606782,0.00608486,0.171372460308607,28.16374745
1663434000000,2022-09-17 17:00:00,BCH/BTC,0.00610286,0.00611293,0.00608596,0.00608596,0.15770771076714798,25.9133663
1663430400000,2022-09-17 16:00:00,BCH/BTC,0.00612589,0.0061271,0.00608725,0.00609862,0.1889370727949936,30.98029928
1663426800000,2022-09-17 15:00:00,BCH/BTC,0.0061442,0.00617124,0.00612103,0.0061235,0.18543532988694,30.28257204
1663423200000,2022-09-17 14:00:00,BCH/BTC,0.00613679,0.00618584,0.00613447,0.00614673,0.18520058409090662,30.12993642
1663419600000,2022-09-17 13:00:00,BCH/BTC,0.0061448,0.00616637,0.00613789,0.00614609,0.1912048599,31.11
1663416000000,2022-09-17 12:00:00,BCH/BTC,0.00607619,0.00616621,0.0060653,0.00614582,0.2142726365300724,34.86477582
1663412400000,2022-09-17 11:00:00,BCH/BTC,0.00609374,0.00609833,0.00606276,0.0060747,0.16496455319999997,27.156
1663408800000,2022-09-17 10:00:00,BCH/BTC,0.00608487,0.00610374,0.00606517,0.00609902,0.1710165208,28.04
