https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DINO,Volume USDT
1653454800,2022-05-25 05:00:00,DINO/USDT,0.0059,0.006,0.0059,0.0059,10859.87933333,64.94679381998
1653451200,2022-05-25 04:00:00,DINO/USDT,0.0058,0.006,0.0058,0.0059,14066.43413333,83.99545967998
1653447600,2022-05-25 03:00:00,DINO/USDT,0.0058,0.006,0.0058,0.0058,2516.42,14.64205218
1653444000,2022-05-25 02:00:00,DINO/USDT,0.0059,0.006,0.0059,0.006,15661.4096,92.40431664
1653440400,2022-05-25 01:00:00,DINO/USDT,0.006,0.006,0.0058,0.0058,12165.083,70.68243047
1653436800,2022-05-25 00:00:00,DINO/USDT,0.006,0.006,0.006,0.006,13839.776,83.038656
1653433200,2022-05-24 23:00:00,DINO/USDT,0.006,0.006,0.0059,0.0059,9890.46976666,59.33570828996
1653429600,2022-05-24 22:00:00,DINO/USDT,0.0058,0.0059,0.0058,0.0059,23829.7847,138.62454457
1653426000,2022-05-24 21:00:00,DINO/USDT,0.0059,0.006,0.0057,0.0058,172704.7426,1004.08499934
1653422400,2022-05-24 20:00:00,DINO/USDT,0.0059,0.006,0.0058,0.0059,51186.4257,300.49183511
1653418800,2022-05-24 19:00:00,DINO/USDT,0.006,0.0062,0.0059,0.0059,63190.3477,382.1662171
1653415200,2022-05-24 18:00:00,DINO/USDT,0.006,0.0061,0.0059,0.006,33165.9867,198.05634267
1653411600,2022-05-24 17:00:00,DINO/USDT,0.0062,0.0062,0.006,0.006,6124.0321,37.31520774
1653408000,2022-05-24 16:00:00,DINO/USDT,0.0062,0.0062,0.0062,0.0062,48.2496,0.29914752
1653404400,2022-05-24 15:00:00,DINO/USDT,0.006,0.0063,0.006,0.0063,8672.12603174,53.246168909962
1653400800,2022-05-24 14:00:00,DINO/USDT,0.0061,0.0062,0.0059,0.0061,75109.13952257,447.089807139934
1653397200,2022-05-24 13:00:00,DINO/USDT,0.0061,0.0063,0.0059,0.0063,212647.54475238,1295.864930989994
1653393600,2022-05-24 12:00:00,DINO/USDT,0.0061,0.0062,0.0061,0.0061,3069.9802,18.93421794
1653390000,2022-05-24 11:00:00,DINO/USDT,0.0061,0.0063,0.0061,0.0061,52946.3369365,326.92658296995
1653386400,2022-05-24 10:00:00,DINO/USDT,0.0063,0.0063,0.0061,0.0063,65872.123273,405.7300526599
1653382800,2022-05-24 09:00:00,DINO/USDT,0.0062,0.0063,0.0061,0.0063,60536.82099678,376.968063220036
1653379200,2022-05-24 08:00:00,DINO/USDT,0.0061,0.0062,0.006,0.0061,8974.27860322,54.579500389964
1653375600,2022-05-24 07:00:00,DINO/USDT,0.0061,0.0062,0.0061,0.0061,19555.3325,120.56356018
1653372000,2022-05-24 06:00:00,DINO/USDT,0.0061,0.0062,0.0061,0.0061,8688.9621,53.50427565
1653368400,2022-05-24 05:00:00,DINO/USDT,0.0061,0.0062,0.0061,0.0061,31566.66857741,192.781599289942
1653364800,2022-05-24 04:00:00,DINO/USDT,0.006,0.006,0.006,0.006,321.2764,1.9276584
1653361200,2022-05-24 03:00:00,DINO/USDT,0.0059,0.0062,0.0058,0.006,118970.92837523,713.40680309976
1653357600,2022-05-24 02:00:00,DINO/USDT,0.0062,0.0062,0.006,0.006,38762.0143,234.33013299
1653354000,2022-05-24 01:00:00,DINO/USDT,0.0064,0.0064,0.0059,0.0062,140037.6835,854.46557691
1653350400,2022-05-24 00:00:00,DINO/USDT,0.0063,0.0064,0.0062,0.0064,22081.66835,137.66048109
1653346800,2022-05-23 23:00:00,DINO/USDT,0.0063,0.0064,0.0062,0.0064,71795.6227,447.99273983
1653343200,2022-05-23 22:00:00,DINO/USDT,0.0065,0.0065,0.0063,0.0064,17735.3922,111.9978309
1653339600,2022-05-23 21:00:00,DINO/USDT,0.0064,0.0066,0.0063,0.0065,32445.86592121,208.749611059986
1653336000,2022-05-23 20:00:00,DINO/USDT,0.0064,0.0066,0.0064,0.0064,28390.2453,185.88543455
1653332400,2022-05-23 19:00:00,DINO/USDT,0.0066,0.0067,0.0063,0.0065,11211.2994,72.27923187
1653328800,2022-05-23 18:00:00,DINO/USDT,0.0067,0.0068,0.0065,0.0067,7642.97025074,50.717744329958
1653325200,2022-05-23 17:00:00,DINO/USDT,0.0065,0.0067,0.0063,0.0067,264526.22744768,1735.95496304992
1653321600,2022-05-23 16:00:00,DINO/USDT,0.0065,0.0067,0.0063,0.0063,322311.51531445,2106.947881259939
1653318000,2022-05-23 15:00:00,DINO/USDT,0.0064,0.0067,0.0063,0.0066,108951.76476716,708.179508189972
1653314400,2022-05-23 14:00:00,DINO/USDT,0.0081,0.0081,0.006,0.0064,2245944.43235329,15828.919679814403
1653310800,2022-05-23 13:00:00,DINO/USDT,0.0071,0.0093,0.0069,0.008,2222615.3884235,18888.66312879767
1653307200,2022-05-23 12:00:00,DINO/USDT,0.0067,0.0071,0.0066,0.0071,299607.65493624,2064.117982000056
1653303600,2022-05-23 11:00:00,DINO/USDT,0.0067,0.0067,0.0065,0.0067,116776.80988484,766.168126908428
1653300000,2022-05-23 10:00:00,DINO/USDT,0.0067,0.0068,0.0065,0.0066,70535.3153,459.95929672
1653296400,2022-05-23 09:00:00,DINO/USDT,0.0067,0.0068,0.0066,0.0067,25917.06507058,175.730430459944
1653292800,2022-05-23 08:00:00,DINO/USDT,0.0069,0.0069,0.0065,0.0067,79566.4772,526.09173439
1653289200,2022-05-23 07:00:00,DINO/USDT,0.0068,0.0069,0.0066,0.0067,42329.99426376,282.123511009944
1653285600,2022-05-23 06:00:00,DINO/USDT,0.0068,0.0069,0.0067,0.0068,8440.3197,56.98119894
1653282000,2022-05-23 05:00:00,DINO/USDT,0.0067,0.0068,0.0066,0.0068,73905.5494,495.33341739
1653278400,2022-05-23 04:00:00,DINO/USDT,0.0066,0.0067,0.0064,0.0067,69138.01049253,450.088538119951
1653274800,2022-05-23 03:00:00,DINO/USDT,0.0068,0.0069,0.0065,0.0067,232008.51247058,1538.533737169944
1653271200,2022-05-23 02:00:00,DINO/USDT,0.0069,0.007,0.0067,0.0069,32181.8234,222.34074306
1653267600,2022-05-23 01:00:00,DINO/USDT,0.007,0.0071,0.0068,0.0069,12246.3929,83.92840152
1653264000,2022-05-23 00:00:00,DINO/USDT,0.007,0.007,0.0069,0.007,3062.5595,21.36230599
1653260400,2022-05-22 23:00:00,DINO/USDT,0.0071,0.0071,0.0068,0.007,20680.5628,142.022675125507
1653256800,2022-05-22 22:00:00,DINO/USDT,0.0071,0.0071,0.0069,0.0071,4127.6102,28.87460744
1653253200,2022-05-22 21:00:00,DINO/USDT,0.0071,0.0072,0.0069,0.0071,12216.9096,85.52417432
1653249600,2022-05-22 20:00:00,DINO/USDT,0.0071,0.0073,0.0069,0.0071,43751.42117776,306.831779127618
1653246000,2022-05-22 19:00:00,DINO/USDT,0.0072,0.0072,0.0069,0.0071,64761.73246357,454.099113679958
1653242400,2022-05-22 18:00:00,DINO/USDT,0.0072,0.0074,0.0071,0.0072,54404.8222,395.66818627
1653238800,2022-05-22 17:00:00,DINO/USDT,0.0075,0.0076,0.0071,0.0072,126180.50891578,925.130783049928
1653235200,2022-05-22 16:00:00,DINO/USDT,0.0072,0.0075,0.007,0.0075,171216.3885,1260.62917973
1653231600,2022-05-22 15:00:00,DINO/USDT,0.0069,0.0072,0.0069,0.0072,33285.10714428,232.47884895996
1653228000,2022-05-22 14:00:00,DINO/USDT,0.007,0.007,0.0068,0.0068,44723.29268571,307.69056563997
1653224400,2022-05-22 13:00:00,DINO/USDT,0.0068,0.0071,0.0067,0.007,284164.99283025,1936.463681608725
1653220800,2022-05-22 12:00:00,DINO/USDT,0.0071,0.0071,0.0068,0.0068,255116.21016974,1768.000527901205
1653217200,2022-05-22 11:00:00,DINO/USDT,0.0071,0.0071,0.0069,0.007,9916.21547042,69.175156328552
1653213600,2022-05-22 10:00:00,DINO/USDT,0.007,0.0071,0.0069,0.0071,32623.91774709,227.069557450052
1653210000,2022-05-22 09:00:00,DINO/USDT,0.0069,0.007,0.0069,0.007,36269.47635713,252.33262541991
1653206400,2022-05-22 08:00:00,DINO/USDT,0.0071,0.0071,0.0069,0.007,47716.92533098,337.308827289958
1653202800,2022-05-22 07:00:00,DINO/USDT,0.0069,0.0071,0.0069,0.0071,96863.02973762,678.369584319959
1653199200,2022-05-22 06:00:00,DINO/USDT,0.0071,0.0071,0.0069,0.007,12952.50812857,90.72860432999
1653195600,2022-05-22 05:00:00,DINO/USDT,0.007,0.0072,0.007,0.0071,14244.1508,100.65957582
1653192000,2022-05-22 04:00:00,DINO/USDT,0.0069,0.0071,0.0069,0.0071,24434.1569,168.95569739
1653188400,2022-05-22 03:00:00,DINO/USDT,0.007,0.007,0.0069,0.007,30830.6939,214.41444489
1653184800,2022-05-22 02:00:00,DINO/USDT,0.007,0.0071,0.0069,0.007,9243.42730824,64.791339399933
1653181200,2022-05-22 01:00:00,DINO/USDT,0.007,0.0071,0.007,0.0071,2780.0642,19.66719957
1653177600,2022-05-22 00:00:00,DINO/USDT,0.0071,0.0071,0.007,0.0071,17501.0359,124.19059349
1653174000,2022-05-21 23:00:00,DINO/USDT,0.0069,0.0071,0.0069,0.0071,7278.67410563,51.230309509973
1653170400,2022-05-21 22:00:00,DINO/USDT,0.0069,0.007,0.0068,0.007,46849.51085713,320.85627187991
1653166800,2022-05-21 21:00:00,DINO/USDT,0.0073,0.0075,0.0068,0.007,650732.8384619,4539.683902229965
1653163200,2022-05-21 20:00:00,DINO/USDT,0.0075,0.0075,0.0073,0.0075,162220.12486426,1187.909136528857
1653159600,2022-05-21 19:00:00,DINO/USDT,0.0076,0.0077,0.0074,0.0075,133289.50393749,1005.64566499111
1653156000,2022-05-21 18:00:00,DINO/USDT,0.0069,0.0078,0.0068,0.0077,408575.70535348,3013.206351089954
1653152400,2022-05-21 17:00:00,DINO/USDT,0.0069,0.0072,0.0069,0.0071,52957.3310183,373.49542878993
1653148800,2022-05-21 16:00:00,DINO/USDT,0.0071,0.0072,0.0068,0.007,240749.4396228,1694.079694149935
1653145200,2022-05-21 15:00:00,DINO/USDT,0.0069,0.0071,0.0068,0.0071,38244.61805352,268.154992289992
1653141600,2022-05-21 14:00:00,DINO/USDT,0.0068,0.007,0.0068,0.0069,85383.9856,581.20757913
1653138000,2022-05-21 13:00:00,DINO/USDT,0.0071,0.0071,0.0068,0.0069,291730.4519,1997.40191907857
1653134400,2022-05-21 12:00:00,DINO/USDT,0.007,0.0071,0.007,0.0071,14071.84680845,98.996225299995
1653130800,2022-05-21 11:00:00,DINO/USDT,0.0071,0.0072,0.0069,0.0071,74354.2191,519.60167405
1653127200,2022-05-21 10:00:00,DINO/USDT,0.0071,0.0073,0.0071,0.0072,12841.329,91.41961596
1653123600,2022-05-21 09:00:00,DINO/USDT,0.0072,0.0074,0.0071,0.0072,35689.78282328,258.692508369944
1653120000,2022-05-21 08:00:00,DINO/USDT,0.0072,0.0074,0.0072,0.0073,15849.2183,115.64028488
1653116400,2022-05-21 07:00:00,DINO/USDT,0.0072,0.0073,0.0072,0.0073,18732.9206041,135.92503003993
1653112800,2022-05-21 06:00:00,DINO/USDT,0.0071,0.0074,0.0071,0.0074,53329.75719301,386.819258907204
1653109200,2022-05-21 05:00:00,DINO/USDT,0.0071,0.0072,0.0068,0.0072,203361.78041088,1421.008834502622
1653105600,2022-05-21 04:00:00,DINO/USDT,0.007,0.0072,0.0069,0.0071,78785.03659577,560.404409519544
1653102000,2022-05-21 03:00:00,DINO/USDT,0.0068,0.0071,0.0068,0.007,283114.46507246,1932.570495005894
1653098400,2022-05-21 02:00:00,DINO/USDT,0.0068,0.0071,0.0068,0.0069,72050.48947202,499.424356259914
1653094800,2022-05-21 01:00:00,DINO/USDT,0.0072,0.0073,0.0067,0.007,694634.83277142,4734.13261256994
1653091200,2022-05-21 00:00:00,DINO/USDT,0.0075,0.0075,0.0069,0.0072,458779.75171733,3261.107387919975
1653087600,2022-05-20 23:00:00,DINO/USDT,0.0077,0.0079,0.0071,0.0075,335981.87674617,2551.631924233154
1653084000,2022-05-20 22:00:00,DINO/USDT,0.0075,0.0078,0.0074,0.0077,54404.36565064,410.727744546594
1653080400,2022-05-20 21:00:00,DINO/USDT,0.0075,0.0075,0.0073,0.0075,31590.4487,234.54095926
1653076800,2022-05-20 20:00:00,DINO/USDT,0.0075,0.0077,0.0074,0.0075,78139.00122445,594.646573919845
1653073200,2022-05-20 19:00:00,DINO/USDT,0.0076,0.0077,0.007,0.0076,586472.55756804,4378.517150801991
1653069600,2022-05-20 18:00:00,DINO/USDT,0.0075,0.0077,0.0075,0.0077,96189.832138,724.907047987336
1653066000,2022-05-20 17:00:00,DINO/USDT,0.0077,0.0079,0.0075,0.0076,158626.3930658,1214.565089599804
1653062400,2022-05-20 16:00:00,DINO/USDT,0.0075,0.0082,0.0075,0.0078,746650.49330663,5894.149132290064
1653058800,2022-05-20 15:00:00,DINO/USDT,0.0079,0.008,0.0074,0.0076,239675.11245128,1816.632175369984
1653055200,2022-05-20 14:00:00,DINO/USDT,0.0078,0.008,0.0077,0.0079,287633.05082625,2282.58470404
1653051600,2022-05-20 13:00:00,DINO/USDT,0.0077,0.008,0.0075,0.0078,192076.6571,1489.05413942
1653048000,2022-05-20 12:00:00,DINO/USDT,0.0082,0.0082,0.0077,0.0077,251731.09628888,1970.856933649928
1653044400,2022-05-20 11:00:00,DINO/USDT,0.008,0.0084,0.008,0.0082,174172.6384,1413.67978273
1653040800,2022-05-20 10:00:00,DINO/USDT,0.0079,0.0084,0.0078,0.008,1029039.19492408,8232.903390889863
1653037200,2022-05-20 09:00:00,DINO/USDT,0.0085,0.0089,0.0078,0.0079,534857.91678612,4434.870463729657
1653033600,2022-05-20 08:00:00,DINO/USDT,0.0086,0.0086,0.008,0.0086,412336.42916909,3397.25097902989
1653030000,2022-05-20 07:00:00,DINO/USDT,0.0093,0.0093,0.0079,0.0086,1930090.02914957,16316.612709318155
1653026400,2022-05-20 06:00:00,DINO/USDT,0.0092,0.0096,0.009,0.0093,769074.07820315,7099.658835998478
1653022800,2022-05-20 05:00:00,DINO/USDT,0.0096,0.0096,0.009,0.0091,384991.8400622,3552.811439564759
1653019200,2022-05-20 04:00:00,DINO/USDT,0.0098,0.0102,0.0096,0.0096,1021745.77453781,10220.862268199071
1653015600,2022-05-20 03:00:00,DINO/USDT,0.0096,0.0101,0.0095,0.0096,401032.93097706,3958.534932806762
1653012000,2022-05-20 02:00:00,DINO/USDT,0.0095,0.0099,0.0094,0.0096,558010.69416956,5290.674771769765
1653008400,2022-05-20 01:00:00,DINO/USDT,0.01,0.0105,0.0094,0.0096,1028586.70231578,10041.003576541868
1653004800,2022-05-20 00:00:00,DINO/USDT,0.0102,0.0102,0.0095,0.0099,440719.30564145,4300.732088709859
1653001200,2022-05-19 23:00:00,DINO/USDT,0.01,0.0105,0.0096,0.0102,1166105.10981005,11677.864794943908
1652997600,2022-05-19 22:00:00,DINO/USDT,0.0105,0.0115,0.0097,0.0099,3162474.21332279,32928.99043197519
1652994000,2022-05-19 21:00:00,DINO/USDT,0.012,0.012,0.0098,0.0105,4311099.30055524,46179.632616248753
1652990400,2022-05-19 20:00:00,DINO/USDT,0.01,0.0135,0.0096,0.012,5806322.01807115,68108.500740562721
1652986800,2022-05-19 19:00:00,DINO/USDT,0.0108,0.0112,0.0091,0.0102,8354035.5375129,83328.932607115653
1652983200,2022-05-19 18:00:00,DINO/USDT,0.0089,0.0134,0.0089,0.0108,8627497.82485561,95691.508827382625
1652979600,2022-05-19 17:00:00,DINO/USDT,0.009,0.0103,0.0086,0.0091,3819566.18001799,35719.710747885828
1652976000,2022-05-19 16:00:00,DINO/USDT,0.0072,0.0135,0.0072,0.009,11624493.91830763,116533.42534492429
1652972400,2022-05-19 15:00:00,DINO/USDT,0.0072,0.0074,0.0071,0.0071,136112.94221507,982.950259810011
1652968800,2022-05-19 14:00:00,DINO/USDT,0.007,0.0073,0.0068,0.0072,203732.47528493,1444.990729429989
1652965200,2022-05-19 13:00:00,DINO/USDT,0.0068,0.0071,0.0067,0.0068,282636.6511,1954.99821263
1652961600,2022-05-19 12:00:00,DINO/USDT,0.0067,0.0068,0.0066,0.0067,36438.47160552,245.645623579925
1652958000,2022-05-19 11:00:00,DINO/USDT,0.0066,0.0067,0.0064,0.0067,4380.87130303,28.815738429998
1652954400,2022-05-19 10:00:00,DINO/USDT,0.0066,0.0067,0.0064,0.0065,68491.4107,450.62144424
1652950800,2022-05-19 09:00:00,DINO/USDT,0.0067,0.0067,0.0064,0.0066,27081.4822,176.827238
1652947200,2022-05-19 08:00:00,DINO/USDT,0.0065,0.0068,0.0064,0.0067,183106.01100882,1208.423259459976
1652943600,2022-05-19 07:00:00,DINO/USDT,0.0065,0.0065,0.0064,0.0065,3666.2774,23.66300966
1652940000,2022-05-19 06:00:00,DINO/USDT,0.0063,0.0065,0.0062,0.0065,193969.738,1234.23333369
1652936400,2022-05-19 05:00:00,DINO/USDT,0.0063,0.0064,0.0062,0.0063,3836.1242,24.23978124
1652932800,2022-05-19 04:00:00,DINO/USDT,0.0063,0.0064,0.0062,0.0064,8900.583,56.1345591
1652929200,2022-05-19 03:00:00,DINO/USDT,0.0063,0.0064,0.0062,0.0063,4938.41609523,31.206945649949
1652925600,2022-05-19 02:00:00,DINO/USDT,0.0064,0.0064,0.0062,0.0063,4158.6545,26.2500063
1652922000,2022-05-19 01:00:00,DINO/USDT,0.0064,0.0064,0.0062,0.0064,4760.0647,30.05203653
1652918400,2022-05-19 00:00:00,DINO/USDT,0.0064,0.0064,0.0062,0.0064,4159.8721,26.40041589
1652914800,2022-05-18 23:00:00,DINO/USDT,0.0064,0.0064,0.0062,0.0064,19066.3706,118.69562384
1652911200,2022-05-18 22:00:00,DINO/USDT,0.0063,0.0064,0.0062,0.0064,6457.4958,40.74231484
1652907600,2022-05-18 21:00:00,DINO/USDT,0.0063,0.0064,0.0062,0.0063,26499.0655,167.01527603
1652904000,2022-05-18 20:00:00,DINO/USDT,0.0064,0.0064,0.0062,0.0063,39029.8209,243.63307538
1652900400,2022-05-18 19:00:00,DINO/USDT,0.0065,0.0065,0.0063,0.0064,78645.1565,501.58009605
1652896800,2022-05-18 18:00:00,DINO/USDT,0.0066,0.0066,0.0064,0.0065,31026.81143075,201.270793909875
1652893200,2022-05-18 17:00:00,DINO/USDT,0.0064,0.0066,0.0063,0.0066,34726.1299,222.55651948
1652889600,2022-05-18 16:00:00,DINO/USDT,0.0065,0.0065,0.0062,0.0064,323405.0804,2059.7505034
1652886000,2022-05-18 15:00:00,DINO/USDT,0.0064,0.0065,0.0064,0.0065,3764.56847692,24.38094725998
1652882400,2022-05-18 14:00:00,DINO/USDT,0.0065,0.0065,0.0064,0.0065,51757.2866,333.33316858
1652878800,2022-05-18 13:00:00,DINO/USDT,0.0066,0.0066,0.0064,0.0065,6056.4415,39.06986725
1652875200,2022-05-18 12:00:00,DINO/USDT,0.0065,0.0066,0.0063,0.0066,24269.84944545,155.52487601997
1652871600,2022-05-18 11:00:00,DINO/USDT,0.0066,0.0071,0.0064,0.0065,358559.83680459,2400.351355159943
1652868000,2022-05-18 10:00:00,DINO/USDT,0.0065,0.0067,0.0065,0.0067,47150.1918,307.65162269
1652864400,2022-05-18 09:00:00,DINO/USDT,0.0065,0.0067,0.0064,0.0067,73183.55226923,476.191631649995
1652860800,2022-05-18 08:00:00,DINO/USDT,0.0066,0.0066,0.0065,0.0066,5729.1383,37.4525188
1652857200,2022-05-18 07:00:00,DINO/USDT,0.0066,0.0066,0.0064,0.0066,17029.518,110.83002404
1652853600,2022-05-18 06:00:00,DINO/USDT,0.0065,0.0066,0.0064,0.0066,24182.9159,157.36231202
1652850000,2022-05-18 05:00:00,DINO/USDT,0.0067,0.0068,0.0064,0.0066,91858.01730588,604.556645639984
1652846400,2022-05-18 04:00:00,DINO/USDT,0.0068,0.0069,0.0066,0.0067,73455.7764,491.15141266
1652842800,2022-05-18 03:00:00,DINO/USDT,0.0067,0.007,0.0066,0.0069,55889.0096,380.73020948
1652839200,2022-05-18 02:00:00,DINO/USDT,0.0066,0.0067,0.0066,0.0067,4441.05574477,29.681065809959
1652835600,2022-05-18 01:00:00,DINO/USDT,0.0068,0.0068,0.0066,0.0067,3890.5903,26.15691571
1652832000,2022-05-18 00:00:00,DINO/USDT,0.0068,0.0069,0.0064,0.0068,129256.5036,852.77520982
1652828400,2022-05-17 23:00:00,DINO/USDT,0.0066,0.0069,0.0066,0.0068,73981.4544,503.36118085
1652824800,2022-05-17 22:00:00,DINO/USDT,0.0068,0.0068,0.0066,0.0067,68373.5862,464.77853473
1652821200,2022-05-17 21:00:00,DINO/USDT,0.0071,0.0071,0.0066,0.0068,158832.19050985,1101.234246329935
1652817600,2022-05-17 20:00:00,DINO/USDT,0.0069,0.0071,0.0069,0.0071,32977.5301,227.84673632
1652814000,2022-05-17 19:00:00,DINO/USDT,0.007,0.0071,0.007,0.0071,247268.23998731,1751.692873509901
1652810400,2022-05-17 18:00:00,DINO/USDT,0.0071,0.0073,0.0069,0.0071,214614.006753,1522.288664409799
1652806800,2022-05-17 17:00:00,DINO/USDT,0.0072,0.0072,0.007,0.0072,35182.99552222,247.426106199984
1652803200,2022-05-17 16:00:00,DINO/USDT,0.0071,0.0072,0.007,0.0071,59506.1372,426.17474287
1652799600,2022-05-17 15:00:00,DINO/USDT,0.0069,0.0073,0.0068,0.0072,72361.3858183,511.19010414993
1652796000,2022-05-17 14:00:00,DINO/USDT,0.0069,0.0073,0.0068,0.007,210269.80643561,1496.312101859953
1652792400,2022-05-17 13:00:00,DINO/USDT,0.007,0.0071,0.0069,0.007,20453.199,141.54159771
1652788800,2022-05-17 12:00:00,DINO/USDT,0.0071,0.0073,0.007,0.0071,196972.58982222,1413.034807713317
1652785200,2022-05-17 11:00:00,DINO/USDT,0.0069,0.0072,0.0068,0.0071,47588.94121111,333.986439139992
1652781600,2022-05-17 10:00:00,DINO/USDT,0.0068,0.0073,0.0067,0.007,216033.68977916,1497.438560329952
1652778000,2022-05-17 09:00:00,DINO/USDT,0.0068,0.0072,0.0068,0.0069,131244.9904,909.68815266
1652774400,2022-05-17 08:00:00,DINO/USDT,0.0065,0.0069,0.0065,0.0069,94237.5807,632.4883668
1652770800,2022-05-17 07:00:00,DINO/USDT,0.0065,0.0066,0.0065,0.0066,4138.0517,27.24365098
1652767200,2022-05-17 06:00:00,DINO/USDT,0.0068,0.0068,0.0064,0.0066,211595.3501,1392.65767329
1652763600,2022-05-17 05:00:00,DINO/USDT,0.007,0.007,0.0067,0.0068,29085.67160553,198.744811319922
1652760000,2022-05-17 04:00:00,DINO/USDT,0.0068,0.007,0.0068,0.007,37191.29841285,258.10260634995
1652756400,2022-05-17 03:00:00,DINO/USDT,0.0071,0.0073,0.0068,0.007,90652.9301,633.29209436
1652752800,2022-05-17 02:00:00,DINO/USDT,0.0071,0.0073,0.0071,0.0073,198209.10349176,1444.054893989848
1652749200,2022-05-17 01:00:00,DINO/USDT,0.0069,0.0073,0.0069,0.0072,101982.37995205,741.85149344095
1652745600,2022-05-17 00:00:00,DINO/USDT,0.0069,0.0071,0.0067,0.0071,7191.058,49.79218293
1652742000,2022-05-16 23:00:00,DINO/USDT,0.0068,0.0069,0.0067,0.0069,12027.7979,81.94835044
1652738400,2022-05-16 22:00:00,DINO/USDT,0.0064,0.007,0.0064,0.0069,55975.37149091,378.154170579097
1652734800,2022-05-16 21:00:00,DINO/USDT,0.0066,0.0067,0.0063,0.0065,847842.147,5428.502351570909
1652731200,2022-05-16 20:00:00,DINO/USDT,0.0071,0.0071,0.0065,0.0065,150576.14460909,991.193512929994
1652727600,2022-05-16 19:00:00,DINO/USDT,0.0069,0.0076,0.0067,0.0071,311492.38290288,2157.242155019892
1652724000,2022-05-16 18:00:00,DINO/USDT,0.0062,0.01,0.0061,0.0069,3912298.30466774,32120.570998445877
1652720400,2022-05-16 17:00:00,DINO/USDT,0.0064,0.0064,0.0061,0.0061,44768.43699677,276.327544939974
1652716800,2022-05-16 16:00:00,DINO/USDT,0.0062,0.0064,0.0061,0.0063,25794.9508,161.99737336
1652713200,2022-05-16 15:00:00,DINO/USDT,0.006,0.0063,0.0058,0.0062,128471.6416629,783.16778000998
1652709600,2022-05-16 14:00:00,DINO/USDT,0.0062,0.0062,0.0058,0.0058,31810.0778,192.5199537
1652706000,2022-05-16 13:00:00,DINO/USDT,0.0062,0.0062,0.0061,0.0061,11370.90997419,70.048479019978
1652702400,2022-05-16 12:00:00,DINO/USDT,0.0062,0.0062,0.006,0.0062,23347.33151612,143.010338609944
1652698800,2022-05-16 11:00:00,DINO/USDT,0.0062,0.0062,0.006,0.0061,18939.72509354,115.778474689948
1652695200,2022-05-16 10:00:00,DINO/USDT,0.0062,0.0062,0.006,0.006,25330.0103,154.65493008
1652691600,2022-05-16 09:00:00,DINO/USDT,0.0061,0.0062,0.006,0.0061,6224.6722,38.51960836
1652688000,2022-05-16 08:00:00,DINO/USDT,0.0067,0.0068,0.006,0.0061,494236.6485,3057.43734437
1652684400,2022-05-16 07:00:00,DINO/USDT,0.0067,0.0068,0.0066,0.0068,3255.4161,21.789980719402
1652680800,2022-05-16 06:00:00,DINO/USDT,0.0067,0.0067,0.0065,0.0067,54272.8453,353.62259648
