https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SURV,Volume USDT
1663459200,2022-09-18 00:00:00,SURV/USDT,0.000943,0.00095,0.000915,0.000926,3651750.7855,3406.8061780755
1663372800,2022-09-17 00:00:00,SURV/USDT,0.000919,0.0011,0.000867,0.000943,153021836.9819,148074.8413821807
1663286400,2022-09-16 00:00:00,SURV/USDT,0.000863,0.00115,0.000801,0.000926,132046564.1248,125439.0367412392
1663200000,2022-09-15 00:00:00,SURV/USDT,0.000954,0.001422,0.000797,0.000863,278347726.9181,303378.8865011914
1663113600,2022-09-14 00:00:00,SURV/USDT,0.000993,0.001009,0.000846,0.000954,35061591.3,32471.3990547512
1663027200,2022-09-13 00:00:00,SURV/USDT,0.001002,0.001119,0.00094,0.000994,35237544.425,35605.7293813397
1662940800,2022-09-12 00:00:00,SURV/USDT,0.001118,0.001177,0.00098,0.000997,52044309.3395291,55360.878221351118
1662854400,2022-09-11 00:00:00,SURV/USDT,0.001139,0.001187,0.001079,0.001118,16687508.4753,19060.0908017424
1662768000,2022-09-10 00:00:00,SURV/USDT,0.001185,0.001239,0.001084,0.001139,43490309.4452,50215.8365250027
1662681600,2022-09-09 00:00:00,SURV/USDT,0.001029,0.00152,0.000962,0.00118,222266189.6343,275138.9748258902
1662595200,2022-09-08 00:00:00,SURV/USDT,0.001091,0.001264,0.000973,0.001019,84859664.0087,91012.7705292635
1662508800,2022-09-07 00:00:00,SURV/USDT,0.000942,0.0018,0.00089,0.001092,319648348.17034931,410239.86057379610805
1662422400,2022-09-06 00:00:00,SURV/USDT,0.001115,0.001188,0.000876,0.000939,61025889.64139543,61216.57506597039963
1662336000,2022-09-05 00:00:00,SURV/USDT,0.0011,0.0012,0.001037,0.001114,65548546.4451,73439.2486481781
1662249600,2022-09-04 00:00:00,SURV/USDT,0.001073,0.001139,0.000964,0.001099,54615671.6364,57609.5263781081
1662163200,2022-09-03 00:00:00,SURV/USDT,0.001132,0.001364,0.001043,0.001071,94790541.9152,108374.7482599937
1662076800,2022-09-02 00:00:00,SURV/USDT,0.001251,0.001262,0.001088,0.001132,52911480.1582134,61973.5909451486728
1661990400,2022-09-01 00:00:00,SURV/USDT,0.001438,0.001458,0.001121,0.001251,48570593.7075097,61271.5982992870966
1661904000,2022-08-31 00:00:00,SURV/USDT,0.001515,0.001588,0.001387,0.001436,9709168.54380801,14453.84223435083242
