https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume NEAR,Volume BTC
1663459200,2022-09-18 00:00:00,NEAR/BTC,0.0002178,0.0002188,0.000217,0.0002184,497.8106,0.10840164435
1663372800,2022-09-17 00:00:00,NEAR/BTC,0.0002127,0.000218,0.0002124,0.0002178,32920.0897,7.08622444129
1663286400,2022-09-16 00:00:00,NEAR/BTC,0.0002124,0.0002146,0.00021,0.0002126,6412.8749,1.36464913974
1663200000,2022-09-15 00:00:00,NEAR/BTC,0.0002227,0.0002231,0.0002103,0.0002123,10892.536,2.34973347931
1663113600,2022-09-14 00:00:00,NEAR/BTC,0.0002189,0.0002249,0.0002171,0.0002228,9299.7543,2.0511515182
1663027200,2022-09-13 00:00:00,NEAR/BTC,0.000227,0.0002283,0.0002135,0.0002188,31860.9323,7.02484418716
1662940800,2022-09-12 00:00:00,NEAR/BTC,0.000224,0.0002384,0.0002158,0.0002278,33681.8275,7.64186039083
1662854400,2022-09-11 00:00:00,NEAR/BTC,0.0002223,0.0002325,0.0002165,0.0002241,15619.3926,3.52009286247
1662768000,2022-09-10 00:00:00,NEAR/BTC,0.0002251,0.0002305,0.0002199,0.0002222,9383.1632,2.10455408299
1662681600,2022-09-09 00:00:00,NEAR/BTC,0.0002427,0.0002427,0.0002216,0.0002253,25528.5518,5.8399661628
1662595200,2022-09-08 00:00:00,NEAR/BTC,0.0002269,0.0002438,0.0002269,0.0002425,29386.6252,6.90681030799
1662508800,2022-09-07 00:00:00,NEAR/BTC,0.000217,0.000229,0.0002155,0.0002272,15582.0197,3.46348742414
1662422400,2022-09-06 00:00:00,NEAR/BTC,0.000214,0.0002287,0.0002119,0.0002164,20529.8836,4.52546735937
1662336000,2022-09-05 00:00:00,NEAR/BTC,0.0002125,0.0002145,0.0002094,0.0002137,4226.6268,0.89530626632
1662249600,2022-09-04 00:00:00,NEAR/BTC,0.0002102,0.0002131,0.0002088,0.000212,8568.8497,1.81114133458
1662163200,2022-09-03 00:00:00,NEAR/BTC,0.0002088,0.0002113,0.0002083,0.0002103,3733.7941,0.78365981198
1662076800,2022-09-02 00:00:00,NEAR/BTC,0.0002157,0.0002181,0.0002073,0.0002095,12849.5936,2.70807434171
1661990400,2022-09-01 00:00:00,NEAR/BTC,0.000218,0.00022,0.0002113,0.0002158,12743.0725,2.74077362168
