https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FIL,Volume USDT
1663459200,2022-09-18 00:00:00,FIL/USDT,5.9121,5.9155,5.8365,5.8663,4820.69396862,28306.444961469963
1663372800,2022-09-17 00:00:00,FIL/USDT,5.8258,5.9572,5.7946,5.908,162073.36747203,949472.798283862033
1663286400,2022-09-16 00:00:00,FIL/USDT,5.7271,5.8563,5.6468,5.826,153908.0226131,883514.785879306352
1663200000,2022-09-15 00:00:00,FIL/USDT,5.955,5.9733,5.6298,5.7255,256816.98075153,1493612.95499418154
1663113600,2022-09-14 00:00:00,FIL/USDT,5.8673,6.0215,5.7316,5.9609,271555.84349992,1601996.785908384083
1663027200,2022-09-13 00:00:00,FIL/USDT,6.5481,6.5522,5.81,5.8655,476179.65478262,2954426.761011389799
1662940800,2022-09-12 00:00:00,FIL/USDT,6.4088,6.7946,6.3247,6.5501,562225.4605728,3665314.703040851644
1662854400,2022-09-11 00:00:00,FIL/USDT,6.3578,6.9878,6.155,6.4161,481519.51462451,3143494.30182536216
1662768000,2022-09-10 00:00:00,FIL/USDT,6.3792,6.56,6.1949,6.352,431412.06414136,2737813.842539355478
1662681600,2022-09-09 00:00:00,FIL/USDT,5.8695,6.4889,5.8578,6.3825,815757.95502006,5118540.910600630424
1662595200,2022-09-08 00:00:00,FIL/USDT,5.8541,5.9551,5.7023,5.8588,307388.47386575,1789170.924468341387
1662508800,2022-09-07 00:00:00,FIL/USDT,5.6013,5.9481,5.516,5.8568,270290.55663951,1548661.543894116753
1662422400,2022-09-06 00:00:00,FIL/USDT,6.1436,6.3005,5.5268,5.5956,574642.65182989,3428849.801419898221
1662336000,2022-09-05 00:00:00,FIL/USDT,6.2643,6.3376,5.9142,6.1373,397094.08564934,2423667.773126742591
1662249600,2022-09-04 00:00:00,FIL/USDT,6.5084,6.6477,6.1279,6.2649,461674.80750015,2899745.358818346645
1662163200,2022-09-03 00:00:00,FIL/USDT,5.8259,6.6465,5.8006,6.5136,756351.21129852,4828064.736343543414
1662076800,2022-09-02 00:00:00,FIL/USDT,5.7716,5.9879,5.6873,5.8254,221033.12412622,1285616.608306856759
1661990400,2022-09-01 00:00:00,FIL/USDT,5.746,5.8103,5.5954,5.7717,240125.34249383,1373450.681266095666
1661904000,2022-08-31 00:00:00,FIL/USDT,5.721,5.8886,5.6753,5.7496,180178.03335895,1044496.004603483822
1661817600,2022-08-30 00:00:00,FIL/USDT,6.0151,6.1069,5.5745,5.7133,245087.90580172,1429366.496686961016
1661731200,2022-08-29 00:00:00,FIL/USDT,5.6439,6.0548,5.5234,6.0135,248561.30162441,1442220.937805696803
1661644800,2022-08-28 00:00:00,FIL/USDT,5.8301,5.8854,5.5858,5.6435,171251.05220668,990102.630601574826
1661558400,2022-08-27 00:00:00,FIL/USDT,5.6626,5.8658,5.5844,5.8257,287784.57537503,1648879.317930057304
1661472000,2022-08-26 00:00:00,FIL/USDT,6.3544,6.36,5.5562,5.6646,559729.90642551,3389028.50700270731
1661385600,2022-08-25 00:00:00,FIL/USDT,6.2734,6.491,6.2547,6.3556,302778.98665746,1932687.477927859248
1661299200,2022-08-24 00:00:00,FIL/USDT,6.3773,6.5993,6.1736,6.2693,418933.80627525,2658005.470215208581
1661212800,2022-08-23 00:00:00,FIL/USDT,6.3258,6.445,6.1174,6.3769,326173.23845343,2057278.931665078563
1661126400,2022-08-22 00:00:00,FIL/USDT,6.4189,6.4249,6.0299,6.33,476886.34568906,2961930.886624364095
1661040000,2022-08-21 00:00:00,FIL/USDT,6.2479,6.5773,6.2116,6.4138,325719.79069146,2078671.057704642603
1660953600,2022-08-20 00:00:00,FIL/USDT,6.4654,6.7276,6.056,6.2541,509083.79521728,3257987.856561947319
1660867200,2022-08-19 00:00:00,FIL/USDT,7.4816,7.5692,6.3561,6.4695,784879.11111507,5386658.803334410606
1660780800,2022-08-18 00:00:00,FIL/USDT,8.1931,8.32,6.5783,7.479,376162.53365915,2954619.897006866773
1660694400,2022-08-17 00:00:00,FIL/USDT,8.4292,8.8968,7.9758,8.1903,583088.65081157,4892181.49060271608
1660608000,2022-08-16 00:00:00,FIL/USDT,8.4171,8.8263,8.1519,8.4231,477406.79252412,4043375.143337436561
1660521600,2022-08-15 00:00:00,FIL/USDT,8.2328,8.5899,8.003,8.4174,403740.82060712,3330337.417791048791
1660435200,2022-08-14 00:00:00,FIL/USDT,8.3718,8.7977,7.9759,8.2273,501585.62705339,4216626.095274562429
1660348800,2022-08-13 00:00:00,FIL/USDT,8.7547,8.8767,8.2315,8.3687,454047.90833882,3904876.897995841205
1660262400,2022-08-12 00:00:00,FIL/USDT,8.3473,8.8156,8.16,8.751,401043.94731894,3429693.648965831684
1660176000,2022-08-11 00:00:00,FIL/USDT,8.2954,9.01,8.2262,8.3453,527993.00046973,4551213.402790022854
1660089600,2022-08-10 00:00:00,FIL/USDT,8.0411,8.5384,7.7011,8.3029,600808.31590579,4907666.707638653604
1660003200,2022-08-09 00:00:00,FIL/USDT,8.7268,8.8385,7.8146,8.0405,661135.78855454,5506522.675919570522
1659916800,2022-08-08 00:00:00,FIL/USDT,8.7912,9.3962,8.5084,8.7277,605616.50521509,5472921.677915453497
1659830400,2022-08-07 00:00:00,FIL/USDT,9.4414,9.4491,8.6493,8.7897,630678.76146229,5603074.416108574253
1659744000,2022-08-06 00:00:00,FIL/USDT,8.3394,9.52,8.1654,9.4414,1183034.83723357,10776958.197121115428
1659657600,2022-08-05 00:00:00,FIL/USDT,8.0751,8.4186,8.0448,8.3294,512588.24086056,4218875.344191208486
1659571200,2022-08-04 00:00:00,FIL/USDT,8.084,8.6306,7.8599,8.0892,722663.91763765,5945885.135800030488
1659484800,2022-08-03 00:00:00,FIL/USDT,8.1967,8.7606,7.9072,8.0825,1072230.05863502,8914009.955976194272
1659398400,2022-08-02 00:00:00,FIL/USDT,8.7841,8.8766,7.6763,8.1916,1970016.61872468,16183393.027135170874
1659312000,2022-08-01 00:00:00,FIL/USDT,9.7709,11.3793,8.366,8.7796,1943339.45883931,18455252.081681759744
1659225600,2022-07-31 00:00:00,FIL/USDT,8.0337,10.7,7.9191,9.7764,1818205.38830759,17118466.148753433005
1659139200,2022-07-30 00:00:00,FIL/USDT,5.9621,8.896,5.9596,8.032,1600772.56824019,12240000.440959781305
1659052800,2022-07-29 00:00:00,FIL/USDT,5.9353,6.2171,5.7804,5.9621,430085.78626354,2567001.313847325494
1658966400,2022-07-28 00:00:00,FIL/USDT,5.6556,6.0625,5.5538,5.9289,414653.04635267,2403782.691342729037
1658880000,2022-07-27 00:00:00,FIL/USDT,5.3169,5.6558,5.2211,5.6558,191004.671072,1031845.945511071667
1658793600,2022-07-26 00:00:00,FIL/USDT,5.239,5.3227,5.1056,5.3144,249307.01438354,1294414.267834259764
1658707200,2022-07-25 00:00:00,FIL/USDT,5.6417,5.6885,5.2146,5.2388,195724.51081301,1066953.107556891611
1658620800,2022-07-24 00:00:00,FIL/USDT,5.5743,5.9145,5.5454,5.6441,202584.68969794,1157984.56600786833
1658534400,2022-07-23 00:00:00,FIL/USDT,5.4901,5.6571,5.3973,5.5781,151714.67192574,839045.871746426922
1658448000,2022-07-22 00:00:00,FIL/USDT,5.6214,5.8019,5.4252,5.4834,190853.59981351,1075735.136377470373
1658361600,2022-07-21 00:00:00,FIL/USDT,5.5803,5.7374,5.3751,5.6247,232529.15503727,1286502.607084018132
1658275200,2022-07-20 00:00:00,FIL/USDT,6.0592,6.1827,5.4637,5.5852,406142.6913699,2396230.411771936219
1658188800,2022-07-19 00:00:00,FIL/USDT,5.94,6.2682,5.6434,6.0452,482566.31084357,2861452.918258326034
1658102400,2022-07-18 00:00:00,FIL/USDT,5.6869,6.1574,5.604,5.9419,490813.06492954,2880760.821353329176
1658016000,2022-07-17 00:00:00,FIL/USDT,5.3972,6.226,5.3711,5.6898,334636.11494095,1905717.020764644712
1657929600,2022-07-16 00:00:00,FIL/USDT,5.2311,5.45,5.1616,5.3951,138870.99534317,738289.730854253106
1657843200,2022-07-15 00:00:00,FIL/USDT,5.3656,5.4617,5.2069,5.228,90862.9685855,486757.739190789448
1657756800,2022-07-14 00:00:00,FIL/USDT,5.3015,5.4184,5.1586,5.3664,88995.06576465,470782.198414021447
1657670400,2022-07-13 00:00:00,FIL/USDT,5.0738,5.3148,4.9962,5.3013,144016.76498697,743472.482760597475
1657584000,2022-07-12 00:00:00,FIL/USDT,5.1969,5.2814,5.0597,5.0861,179295.74321313,927430.022951607142
1657497600,2022-07-11 00:00:00,FIL/USDT,5.4801,5.4839,5.1465,5.2014,112029.71413246,595632.816153663567
1657411200,2022-07-10 00:00:00,FIL/USDT,5.8011,5.8011,5.4366,5.4895,87410.04996344,486936.630214143239
1657324800,2022-07-09 00:00:00,FIL/USDT,5.7334,5.9036,5.6844,5.802,69693.2438065,404242.979504962466
1657238400,2022-07-08 00:00:00,FIL/USDT,5.7991,5.9286,5.5679,5.7319,141869.41474373,813796.997709420212
1657152000,2022-07-07 00:00:00,FIL/USDT,5.5696,5.8657,5.5328,5.7968,140634.16812217,801833.267352284532
1657065600,2022-07-06 00:00:00,FIL/USDT,5.4846,5.6701,5.4279,5.566,157808.88746787,871357.282446965264
1656979200,2022-07-05 00:00:00,FIL/USDT,5.5592,5.6309,5.3129,5.487,170846.80329574,934506.069242083504
1656892800,2022-07-04 00:00:00,FIL/USDT,5.3139,5.6004,5.2176,5.5554,129599.15032148,702619.06116929389
1656806400,2022-07-03 00:00:00,FIL/USDT,5.3441,5.395,5.1896,5.3137,72569.64361295,383091.631876165968
1656720000,2022-07-02 00:00:00,FIL/USDT,5.3498,5.4026,5.2141,5.3352,184589.5765615,981311.010834404353
1656633600,2022-07-01 00:00:00,FIL/USDT,5.3928,5.5465,5.2323,5.35,268931.23945265,1443106.5455152876
1656547200,2022-06-30 00:00:00,FIL/USDT,5.4582,5.5027,5.087,5.3981,294824.46226906,1545223.427581328589
1656460800,2022-06-29 00:00:00,FIL/USDT,5.5228,5.6013,5.3636,5.4581,214423.12144865,1174636.07995148307
1656374400,2022-06-28 00:00:00,FIL/USDT,5.7784,5.9656,5.4318,5.5228,237524.97171949,1357308.002293181931
1656288000,2022-06-27 00:00:00,FIL/USDT,5.8233,6.1099,5.6547,5.7827,272463.72430525,1602656.69470397866
1656201600,2022-06-26 00:00:00,FIL/USDT,6.0731,6.3438,5.8089,5.8238,281092.03571442,1711762.502396129024
1656115200,2022-06-25 00:00:00,FIL/USDT,6.1215,6.2973,5.847,6.0693,279438.34677534,1700202.963532904895
1656028800,2022-06-24 00:00:00,FIL/USDT,5.803,6.309,5.7478,6.1159,270138.67713602,1625419.095442566854
1655942400,2022-06-23 00:00:00,FIL/USDT,5.5202,5.92,5.516,5.7911,232890.64780626,1339638.493452447149
1655856000,2022-06-22 00:00:00,FIL/USDT,5.9685,5.9765,5.4452,5.5194,341094.49224853,1928391.149062158105
1655769600,2022-06-21 00:00:00,FIL/USDT,5.4586,6.3972,5.3923,5.9705,465804.08074886,2760850.239042977754
1655683200,2022-06-20 00:00:00,FIL/USDT,5.491,5.685,5.2895,5.4516,236642.26343641,1296400.405146248788
1655596800,2022-06-19 00:00:00,FIL/USDT,5.1155,5.545,4.9852,5.4851,282468.88218776,1481217.092484691605
1655510400,2022-06-18 00:00:00,FIL/USDT,5.338,5.419,4.8,5.11,328571.34855256,1669856.270177038226
1655424000,2022-06-17 00:00:00,FIL/USDT,5.3052,5.4786,5.2838,5.3438,151636.89819715,817042.796607564486
1655337600,2022-06-16 00:00:00,FIL/USDT,5.8745,5.9459,5.2069,5.308,241587.78958717,1331262.390107622201
1655251200,2022-06-15 00:00:00,FIL/USDT,5.4706,5.8761,5.0749,5.8761,365348.69711392,1957504.923229285873
1655164800,2022-06-14 00:00:00,FIL/USDT,5.3325,5.7181,5.0017,5.4702,384172.20187046,2089595.746224769299
1655078400,2022-06-13 00:00:00,FIL/USDT,5.6778,5.8338,5.1216,5.3337,596683.49716438,3219454.067011241401
1654992000,2022-06-12 00:00:00,FIL/USDT,6.109,6.1793,5.5915,5.6803,278728.45036224,1639419.086566825723
1654905600,2022-06-11 00:00:00,FIL/USDT,6.825,6.911,6.0603,6.1083,266713.50542314,1706062.375581948553
1654819200,2022-06-10 00:00:00,FIL/USDT,7.2165,7.2469,6.7317,6.8262,218264.16157535,1523750.698387457766
1654732800,2022-06-09 00:00:00,FIL/USDT,7.1884,7.3317,7.08,7.224,125371.30568624,905035.927075876077
1654646400,2022-06-08 00:00:00,FIL/USDT,7.3299,7.4584,7.14,7.183,232103.46680669,1690521.525153526443
1654560000,2022-06-07 00:00:00,FIL/USDT,7.5609,7.6645,6.9898,7.3238,247275.61983562,1798709.181050713503
1654473600,2022-06-06 00:00:00,FIL/USDT,7.3655,7.8796,7.355,7.5691,161044.84063176,1229016.309917595938
