https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EOSBULL,Volume USDT
1660608000000.0,2022-08-16 00:00:00,EOSBULL/USDT,5.4e-07,6.6e-07,5e-07,6.6e-07,12265174242.424242,8095.015
1660521600000.0,2022-08-15 00:00:00,EOSBULL/USDT,5.8e-07,6.3e-07,5.1e-07,5.4e-07,1185816666.6666667,640.341
1660435200000.0,2022-08-14 00:00:00,EOSBULL/USDT,6.4e-07,6.7e-07,5.7e-07,5.8e-07,3968468965.5172415,2301.712
1660348800000.0,2022-08-13 00:00:00,EOSBULL/USDT,6.1e-07,7e-07,6.1e-07,6.4e-07,103543750.0,66.268
1660262400000.0,2022-08-12 00:00:00,EOSBULL/USDT,5.9e-07,6.1e-07,5.4e-07,6.1e-07,1505106557.3770492,918.115
1660176000000.0,2022-08-11 00:00:00,EOSBULL/USDT,5.4e-07,6.1e-07,5.4e-07,5.9e-07,5502481355.932203,3246.464
1660089600000.0,2022-08-10 00:00:00,EOSBULL/USDT,4.4e-07,5.5e-07,4e-07,5.4e-07,8132220370.370371,4391.399
1660003200000.0,2022-08-09 00:00:00,EOSBULL/USDT,5.2e-07,5.4e-07,4.2e-07,4.4e-07,15671343181.81818,6895.391
1659916800000.0,2022-08-08 00:00:00,EOSBULL/USDT,5e-07,5.8e-07,5e-07,5.2e-07,10346671153.846155,5380.269
1659830400000.0,2022-08-07 00:00:00,EOSBULL/USDT,5e-07,5.3e-07,4.7e-07,5e-07,2821986000.0,1410.993
1659744000000.0,2022-08-06 00:00:00,EOSBULL/USDT,5.3e-07,5.5e-07,5e-07,5e-07,7139230000.0,3569.615
1659657600000.0,2022-08-05 00:00:00,EOSBULL/USDT,4.6e-07,5.4e-07,4.5e-07,5.3e-07,4053152830.1886787,2148.171
1659571200000.0,2022-08-04 00:00:00,EOSBULL/USDT,4.4e-07,4.7e-07,4.3e-07,4.6e-07,1872154347.826087,861.191
1659484800000.0,2022-08-03 00:00:00,EOSBULL/USDT,4.6e-07,5e-07,4.2e-07,4.4e-07,20582954545.454544,9056.5
1659398400000.0,2022-08-02 00:00:00,EOSBULL/USDT,5.4e-07,5.5e-07,4.2e-07,4.6e-07,27771908695.652172,12775.078
1659312000000.0,2022-08-01 00:00:00,EOSBULL/USDT,6.7e-07,7e-07,5.1e-07,5.4e-07,13460768518.518517,7268.815
1659225600000.0,2022-07-31 00:00:00,EOSBULL/USDT,6.3e-07,8.1e-07,6e-07,6.7e-07,5247983582.089552,3516.149
1659139200000.0,2022-07-30 00:00:00,EOSBULL/USDT,6.3e-07,7.3e-07,5.8e-07,6.3e-07,1050003174.6031746,661.502
1659052800000.0,2022-07-29 00:00:00,EOSBULL/USDT,6.5e-07,6.5e-07,5.5e-07,6.3e-07,8591711111.11111,5412.778
1658966400000.0,2022-07-28 00:00:00,EOSBULL/USDT,5.5e-07,6.8e-07,5.3e-07,6.5e-07,16868321538.461536,10964.409
1658880000000.0,2022-07-27 00:00:00,EOSBULL/USDT,4e-07,5.6e-07,3.7e-07,5.5e-07,871207272.7272726,479.164
1658793600000.0,2022-07-26 00:00:00,EOSBULL/USDT,4e-07,4e-07,3.6e-07,4e-07,11116762500.0,4446.705
1658707200000.0,2022-07-25 00:00:00,EOSBULL/USDT,5.4e-07,5.4e-07,4e-07,4e-07,5359507500.0,2143.803
1658620800000.0,2022-07-24 00:00:00,EOSBULL/USDT,4.9e-07,5.9e-07,4.9e-07,5.4e-07,15112103703.703703,8160.536
1658534400000.0,2022-07-23 00:00:00,EOSBULL/USDT,5e-07,5.1e-07,4.4e-07,4.9e-07,5555844897.959184,2722.364
1658448000000.0,2022-07-22 00:00:00,EOSBULL/USDT,3.6e-07,5.2e-07,3.5e-07,5e-07,4767340000.0,2383.67
1658361600000.0,2022-07-21 00:00:00,EOSBULL/USDT,3.6e-07,3.6e-07,3.2e-07,3.6e-07,2008277777.777778,722.98
1658275200000.0,2022-07-20 00:00:00,EOSBULL/USDT,3.9e-07,4.3e-07,3.5e-07,3.6e-07,10070602777.777779,3625.417
1658188800000.0,2022-07-19 00:00:00,EOSBULL/USDT,3.6e-07,4e-07,3.5e-07,3.9e-07,3623669230.7692304,1413.231
1658102400000.0,2022-07-18 00:00:00,EOSBULL/USDT,3.1e-07,3.7e-07,3.1e-07,3.6e-07,5000000.0,1.8
1658016000000.0,2022-07-17 00:00:00,EOSBULL/USDT,3.3e-07,3.4e-07,3.1e-07,3.1e-07,152477419.3548387,47.268
1657929600000.0,2022-07-16 00:00:00,EOSBULL/USDT,3e-07,3.3e-07,2.8e-07,3.3e-07,3648272727.2727275,1203.93
1657843200000.0,2022-07-15 00:00:00,EOSBULL/USDT,2.9e-07,3.1e-07,2.7e-07,3e-07,5154600000.000001,1546.38
1657756800000.0,2022-07-14 00:00:00,EOSBULL/USDT,2.7e-07,2.9e-07,2.4e-07,2.9e-07,1403103448.2758622,406.9
1657670400000.0,2022-07-13 00:00:00,EOSBULL/USDT,2.6e-07,2.7e-07,2.3e-07,2.7e-07,1299777777.7777777,350.94
1657584000000.0,2022-07-12 00:00:00,EOSBULL/USDT,2.6e-07,3.1e-07,2.6e-07,2.6e-07,1176115384.6153848,305.79
1657497600000.0,2022-07-11 00:00:00,EOSBULL/USDT,3.4e-07,3.4e-07,2.6e-07,2.6e-07,16832350000.0,4376.411
1657411200000.0,2022-07-10 00:00:00,EOSBULL/USDT,3.8e-07,3.8e-07,3.3e-07,3.4e-07,8700000.000000002,2.958
1657324800000.0,2022-07-09 00:00:00,EOSBULL/USDT,3.5e-07,3.8e-07,3.5e-07,3.8e-07,38889473.684210524,14.778
1657238400000.0,2022-07-08 00:00:00,EOSBULL/USDT,3.6e-07,3.9e-07,3.4e-07,3.5e-07,40620000.0,14.217
1657152000000.0,2022-07-07 00:00:00,EOSBULL/USDT,3.2e-07,3.6e-07,3.2e-07,3.6e-07,75288888.88888888,27.104
1657065600000.0,2022-07-06 00:00:00,EOSBULL/USDT,3.1e-07,3.3e-07,3e-07,3.2e-07,5664000000.0,1812.48
1656979200000.0,2022-07-05 00:00:00,EOSBULL/USDT,3.1e-07,3.3e-07,2.7e-07,3.1e-07,5373354838.709678,1665.74
1656892800000.0,2022-07-04 00:00:00,EOSBULL/USDT,2.7e-07,3.1e-07,2.7e-07,3.1e-07,4673803225.806452,1448.879
1656806400000.0,2022-07-03 00:00:00,EOSBULL/USDT,2.8e-07,2.8e-07,2.6e-07,2.7e-07,61999999.99999999,16.74
1656720000000.0,2022-07-02 00:00:00,EOSBULL/USDT,2.5e-07,2.9e-07,2.5e-07,2.8e-07,34178571.428571425,9.57
1656633600000.0,2022-07-01 00:00:00,EOSBULL/USDT,2.6e-07,2.9e-07,2.4e-07,2.5e-07,44240000.00000001,11.06
1656547200000.0,2022-06-30 00:00:00,EOSBULL/USDT,2.7e-07,2.7e-07,2.3e-07,2.6e-07,204884615.3846154,53.27
1656460800000.0,2022-06-29 00:00:00,EOSBULL/USDT,2.8e-07,2.9e-07,2.6e-07,2.7e-07,8203888888.888889,2215.05
1656374400000.0,2022-06-28 00:00:00,EOSBULL/USDT,3.2e-07,3.4e-07,2.8e-07,2.8e-07,5963678571.428571,1669.83
1656288000000.0,2022-06-27 00:00:00,EOSBULL/USDT,3.3e-07,3.6e-07,3.1e-07,3.2e-07,55934375.0,17.899
1656201600000.0,2022-06-26 00:00:00,EOSBULL/USDT,3.5e-07,3.7e-07,3.3e-07,3.3e-07,5745454.545454545,1.896
1656115200000.0,2022-06-25 00:00:00,EOSBULL/USDT,3.5e-07,3.6e-07,3.1e-07,3.5e-07,3071060000.0000005,1074.871
1656028800000.0,2022-06-24 00:00:00,EOSBULL/USDT,3e-07,3.6e-07,3e-07,3.5e-07,79028571.42857143,27.66
1655942400000.0,2022-06-23 00:00:00,EOSBULL/USDT,2.8e-07,3e-07,2.7e-07,3e-07,174966666.6666667,52.49
1655856000000.0,2022-06-22 00:00:00,EOSBULL/USDT,2.9e-07,2.9e-07,2.7e-07,2.8e-07,314607142.85714287,88.09
1655769600000.0,2022-06-21 00:00:00,EOSBULL/USDT,3e-07,3.3e-07,2.9e-07,2.9e-07,5950724137.931035,1725.71
1655683200000.0,2022-06-20 00:00:00,EOSBULL/USDT,3e-07,3.3e-07,2.8e-07,3e-07,31533333.333333336,9.46
1655596800000.0,2022-06-19 00:00:00,EOSBULL/USDT,2.3e-07,3e-07,2.3e-07,3e-07,9687933333.333334,2906.38
1655510400000.0,2022-06-18 00:00:00,EOSBULL/USDT,3e-07,3e-07,2e-07,2.3e-07,14751869565.21739,3392.93
1655424000000.0,2022-06-17 00:00:00,EOSBULL/USDT,2.9e-07,3.3e-07,2.8e-07,3e-07,341000000.0,102.3
1655337600000.0,2022-06-16 00:00:00,EOSBULL/USDT,3.9e-07,4e-07,2.8e-07,2.9e-07,12170106896.551725,3529.331
1655251200000.0,2022-06-15 00:00:00,EOSBULL/USDT,3.2e-07,3.9e-07,2.5e-07,3.9e-07,12818579487.179487,4999.246
1655164800000.0,2022-06-14 00:00:00,EOSBULL/USDT,3.2e-07,3.5e-07,2.5e-07,3.2e-07,8563937500.0,2740.46
1655078400000.0,2022-06-13 00:00:00,EOSBULL/USDT,4.6e-07,4.8e-07,2.6e-07,3.2e-07,15109987500.0,4835.196
1654992000000.0,2022-06-12 00:00:00,EOSBULL/USDT,5.9e-07,6e-07,4.6e-07,4.6e-07,2432044347.826087,1118.7404
1654905600000.0,2022-06-11 00:00:00,EOSBULL/USDT,7e-07,7.6e-07,5.7e-07,5.9e-07,2942379661.016949,1736.004
1654819200000.0,2022-06-10 00:00:00,EOSBULL/USDT,8.3e-07,8.4e-07,6.9e-07,7e-07,1399237142.857143,979.466
1654732800000.0,2022-06-09 00:00:00,EOSBULL/USDT,8.6e-07,8.9e-07,8.2e-07,8.3e-07,123428915.6626506,102.446
1654646400000.0,2022-06-08 00:00:00,EOSBULL/USDT,9.3e-07,9.6e-07,8.4e-07,8.6e-07,14204651.162790697,12.216
1654560000000.0,2022-06-07 00:00:00,EOSBULL/USDT,9.7e-07,9.9e-07,7.8e-07,9.3e-07,492837634.4086022,458.339
1654473600000.0,2022-06-06 00:00:00,EOSBULL/USDT,8.8e-07,1.01e-06,8.8e-07,9.7e-07,184381443.29896906,178.85
1654387200000.0,2022-06-05 00:00:00,EOSBULL/USDT,9.2e-07,9.3e-07,8.7e-07,8.8e-07,1100000.0,0.968
1654300800000.0,2022-06-04 00:00:00,EOSBULL/USDT,8.7e-07,9.3e-07,8.3e-07,9.2e-07,673276086.9565217,619.414
1654214400000.0,2022-06-03 00:00:00,EOSBULL/USDT,9.4e-07,9.5e-07,8.2e-07,8.7e-07,2602494252.8735633,2264.17
1654128000000.0,2022-06-02 00:00:00,EOSBULL/USDT,8.7e-07,9.4e-07,8.5e-07,9.4e-07,424359574.4680851,398.898
1654041600000.0,2022-06-01 00:00:00,EOSBULL/USDT,1.17e-06,1.23e-06,8.4e-07,8.7e-07,1359202298.8505747,1182.506
1653955200000.0,2022-05-31 00:00:00,EOSBULL/USDT,1.19e-06,1.22e-06,1.06e-06,1.17e-06,69010256.41025642,80.742
1653868800000.0,2022-05-30 00:00:00,EOSBULL/USDT,9.7e-07,1.22e-06,9.5e-07,1.19e-06,1389902521.0084033,1653.984
1653782400000.0,2022-05-29 00:00:00,EOSBULL/USDT,9.1e-07,9.8e-07,8.5e-07,9.7e-07,32542268.041237112,31.566
1653696000000.0,2022-05-28 00:00:00,EOSBULL/USDT,8.2e-07,9.2e-07,8.1e-07,9.1e-07,139894505.4945055,127.304
1653609600000.0,2022-05-27 00:00:00,EOSBULL/USDT,8.7e-07,9e-07,7.7e-07,8.2e-07,712810975.6097561,584.505
1653523200000.0,2022-05-26 00:00:00,EOSBULL/USDT,1.09e-06,1.1e-06,7.6e-07,8.7e-07,2119460919.5402298,1843.931
1653436800000.0,2022-05-25 00:00:00,EOSBULL/USDT,1.12e-06,1.18e-06,1.04e-06,1.09e-06,1738093577.9816513,1894.522
1653350400000.0,2022-05-24 00:00:00,EOSBULL/USDT,1.04e-06,1.14e-06,9.6e-07,1.12e-06,1652626785.7142856,1850.942
1653264000000.0,2022-05-23 00:00:00,EOSBULL/USDT,1.16e-06,1.33e-06,1.01e-06,1.04e-06,2148854807.692308,2234.809
1653177600000.0,2022-05-22 00:00:00,EOSBULL/USDT,1.05e-06,1.18e-06,1.01e-06,1.16e-06,1807131896.5517244,2096.273
1653091200000.0,2022-05-21 00:00:00,EOSBULL/USDT,9.9e-07,1.14e-06,8.7e-07,1.05e-06,482887619.0476191,507.032
1653004800000.0,2022-05-20 00:00:00,EOSBULL/USDT,1.08e-06,1.13e-06,9.1e-07,9.9e-07,414735353.53535354,410.588
1652918400000.0,2022-05-19 00:00:00,EOSBULL/USDT,9.6e-07,1.1e-06,8.7e-07,1.08e-06,1375694444.4444444,1485.75
1652832000000.0,2022-05-18 00:00:00,EOSBULL/USDT,1.23e-06,1.27e-06,9.5e-07,9.6e-07,694203125.0,666.435
1652745600000.0,2022-05-17 00:00:00,EOSBULL/USDT,1.11e-06,1.28e-06,1.1e-06,1.23e-06,415086178.8617886,510.556
1652659200000.0,2022-05-16 00:00:00,EOSBULL/USDT,1.33e-06,1.33e-06,1e-06,1.11e-06,1077605405.4054055,1196.142
1652572800000.0,2022-05-15 00:00:00,EOSBULL/USDT,1.19e-06,1.33e-06,1.11e-06,1.33e-06,991241353.3834587,1318.351
1652486400000.0,2022-05-14 00:00:00,EOSBULL/USDT,1.19e-06,1.25e-06,9.6e-07,1.19e-06,574789075.6302521,683.999
1652400000000.0,2022-05-13 00:00:00,EOSBULL/USDT,9.8e-07,1.44e-06,9.7e-07,1.19e-06,974885714.2857143,1160.114
1652313600000.0,2022-05-12 00:00:00,EOSBULL/USDT,1.69e-06,1.8e-06,6.9e-07,9.8e-07,9556418673.469389,9365.2903
1652227200000.0,2022-05-11 00:00:00,EOSBULL/USDT,3.44e-06,3.56e-06,1.49e-06,1.69e-06,3140123668.6390533,5306.809
1652140800000.0,2022-05-10 00:00:00,EOSBULL/USDT,2.85e-06,3.99e-06,2.84e-06,3.44e-06,1514054912.7906976,5208.3489
1652054400000.0,2022-05-09 00:00:00,EOSBULL/USDT,5.91e-06,6.06e-06,2.65e-06,2.85e-06,3062477263.157895,8728.0602
1651968000000.0,2022-05-08 00:00:00,EOSBULL/USDT,6.08e-06,6.24e-06,5.73e-06,5.91e-06,611973485.6175973,3616.7633
1651881600000.0,2022-05-07 00:00:00,EOSBULL/USDT,6.55e-06,6.79e-06,5.76e-06,6.08e-06,281910690.78947365,1714.017
1651795200000.0,2022-05-06 00:00:00,EOSBULL/USDT,6.51e-06,6.77e-06,5.83e-06,6.55e-06,971492442.7480916,6363.2755
1651708800000.0,2022-05-05 00:00:00,EOSBULL/USDT,9.3e-06,9.6e-06,6.15e-06,6.51e-06,335215852.53456223,2182.2552
1651622400000.0,2022-05-04 00:00:00,EOSBULL/USDT,7.5e-06,9.44e-06,7.44e-06,9.3e-06,765122086.0215054,7115.6354
1651536000000.0,2022-05-03 00:00:00,EOSBULL/USDT,8.01e-06,8.25e-06,6.99e-06,7.5e-06,424819826.6666667,3186.1487
1651449600000.0,2022-05-02 00:00:00,EOSBULL/USDT,8.07e-06,8.57e-06,7.3e-06,8.01e-06,338753171.03620476,2713.4129
1651363200000.0,2022-05-01 00:00:00,EOSBULL/USDT,7.04e-06,8.1e-06,7e-06,8.07e-06,1120699603.4696405,9044.0458
1651276800000.0,2022-04-30 00:00:00,EOSBULL/USDT,1.084e-05,1.107e-05,6.14e-06,7.04e-06,1263929048.2954545,8898.0605
1651190400000.0,2022-04-29 00:00:00,EOSBULL/USDT,1.159e-05,1.239e-05,1.028e-05,1.084e-05,854961577.4907749,9267.7835
1651104000000.0,2022-04-28 00:00:00,EOSBULL/USDT,1.059e-05,1.2e-05,1.041e-05,1.159e-05,54597627.26488352,632.7865
1651017600000.0,2022-04-27 00:00:00,EOSBULL/USDT,9.66e-06,1.098e-05,9.48e-06,1.059e-05,851726326.723324,9019.7818
1650931200000.0,2022-04-26 00:00:00,EOSBULL/USDT,1.284e-05,1.4e-05,9.27e-06,9.66e-06,2185757111.8012424,21114.4137
1650844800000.0,2022-04-25 00:00:00,EOSBULL/USDT,1.254e-05,1.314e-05,1.001e-05,1.284e-05,3675436440.809969,47192.6039
1650758400000.0,2022-04-24 00:00:00,EOSBULL/USDT,1.346e-05,1.407e-05,1.243e-05,1.254e-05,2267379051.0366826,28432.9333
1650672000000.0,2022-04-23 00:00:00,EOSBULL/USDT,1.44e-05,1.515e-05,1.309e-05,1.346e-05,628429115.8989599,8458.6559
1650585600000.0,2022-04-22 00:00:00,EOSBULL/USDT,1.542e-05,1.664e-05,1.425e-05,1.44e-05,1138910958.3333335,16400.3178
1650499200000.0,2022-04-21 00:00:00,EOSBULL/USDT,2.155e-05,2.351e-05,1.46e-05,1.542e-05,4370188709.468223,67388.3099
1650412800000.0,2022-04-20 00:00:00,EOSBULL/USDT,1.918e-05,2.397e-05,1.653e-05,2.155e-05,1336810672.8538284,28808.27
1650326400000.0,2022-04-19 00:00:00,EOSBULL/USDT,1.535e-05,1.966e-05,1.487e-05,1.918e-05,75131282.58602712,1441.018
1650240000000.0,2022-04-18 00:00:00,EOSBULL/USDT,1.49e-05,1.55e-05,1.282e-05,1.535e-05,227703263.8436482,3495.2451
1650153600000.0,2022-04-17 00:00:00,EOSBULL/USDT,1.902e-05,2.028e-05,1.439e-05,1.494e-05,143488614.45783132,2143.7199
1650067200000.0,2022-04-16 00:00:00,EOSBULL/USDT,1.575e-05,1.953e-05,1.553e-05,1.902e-05,181947697.16088328,3460.6452
1649980800000.0,2022-04-15 00:00:00,EOSBULL/USDT,1.364e-05,1.596e-05,1.334e-05,1.575e-05,97500190.47619048,1535.628
1649894400000.0,2022-04-14 00:00:00,EOSBULL/USDT,1.452e-05,1.471e-05,1.268e-05,1.364e-05,217706781.5249267,2969.5205
1649808000000.0,2022-04-13 00:00:00,EOSBULL/USDT,1.246e-05,1.455e-05,1.195e-05,1.452e-05,395790888.4297521,5746.8837
1649721600000.0,2022-04-12 00:00:00,EOSBULL/USDT,1.13e-05,1.27e-05,1.113e-05,1.246e-05,302806243.9807384,3772.9658
1649635200000.0,2022-04-11 00:00:00,EOSBULL/USDT,1.536e-05,1.552e-05,1.062e-05,1.13e-05,369581619.4690265,4176.2723
1649548800000.0,2022-04-10 00:00:00,EOSBULL/USDT,1.625e-05,1.756e-05,1.523e-05,1.536e-05,21796796.875000004,334.7988
1649462400000.0,2022-04-09 00:00:00,EOSBULL/USDT,1.555e-05,1.677e-05,1.533e-05,1.625e-05,50793280.00000001,825.3908
1649376000000.0,2022-04-08 00:00:00,EOSBULL/USDT,1.82e-05,1.886e-05,1.492e-05,1.555e-05,392273163.98713833,6099.8477
1649289600000.0,2022-04-07 00:00:00,EOSBULL/USDT,1.67e-05,1.886e-05,1.595e-05,1.82e-05,268747631.8681319,4891.2069
1649203200000.0,2022-04-06 00:00:00,EOSBULL/USDT,2.577e-05,2.607e-05,1.648e-05,1.67e-05,1450054029.94012,24215.9023
1649116800000.0,2022-04-05 00:00:00,EOSBULL/USDT,2.981e-05,3e-05,2.548e-05,2.577e-05,45656973.224679865,1176.5802
1649030400000.0,2022-04-04 00:00:00,EOSBULL/USDT,2.839e-05,3.087e-05,2.487e-05,2.981e-05,247554575.64575645,7379.6019
1648944000000.0,2022-04-03 00:00:00,EOSBULL/USDT,2.681e-05,2.895e-05,2.498e-05,2.839e-05,41549520.95808383,1179.5909
1648857600000.0,2022-04-02 00:00:00,EOSBULL/USDT,2.837e-05,3.091e-05,2.634e-05,2.681e-05,225046885.49048862,6033.507
1648771200000.0,2022-04-01 00:00:00,EOSBULL/USDT,2.769e-05,2.887e-05,2.342e-05,2.837e-05,21856436.376454,620.0671
1648684800000.0,2022-03-31 00:00:00,EOSBULL/USDT,3.127e-05,3.395e-05,2.634e-05,2.769e-05,251746753.34055614,6970.8676
1648598400000.0,2022-03-30 00:00:00,EOSBULL/USDT,3.001e-05,3.507e-05,2.78e-05,3.127e-05,463492548.76878804,14493.412
1648512000000.0,2022-03-29 00:00:00,EOSBULL/USDT,2.947e-05,3.223e-05,2.702e-05,3.001e-05,126851706.09796734,3806.8197
1648425600000.0,2022-03-28 00:00:00,EOSBULL/USDT,2.39e-05,3.801e-05,2.282e-05,2.947e-05,376232048.86325073,11087.55848
1648339200000.0,2022-03-27 00:00:00,EOSBULL/USDT,2.014e-05,2.398e-05,1.972e-05,2.39e-05,18678205.0209205,446.4091
1648252800000.0,2022-03-26 00:00:00,EOSBULL/USDT,1.997e-05,2.02e-05,1.912e-05,2.014e-05,11718326.713008938,236.0071
1648166400000.0,2022-03-25 00:00:00,EOSBULL/USDT,2.107e-05,2.17e-05,1.828e-05,1.997e-05,103462408.61291938,2066.1443
1648080000000.0,2022-03-24 00:00:00,EOSBULL/USDT,1.99e-05,2.283e-05,1.854e-05,2.107e-05,37805719.031798765,796.5665
1647993600000.0,2022-03-23 00:00:00,EOSBULL/USDT,2.131e-05,2.199e-05,1.869e-05,1.99e-05,476308271.356784,9478.5346
1647907200000.0,2022-03-22 00:00:00,EOSBULL/USDT,1.696e-05,2.179e-05,1.696e-05,2.131e-05,211308413.89019236,4502.9823
1647820800000.0,2022-03-21 00:00:00,EOSBULL/USDT,1.424e-05,1.866e-05,1.313e-05,1.696e-05,1334218343.1603773,22628.3431
1647734400000.0,2022-03-20 00:00:00,EOSBULL/USDT,1.431e-05,1.538e-05,1.324e-05,1.424e-05,65051446.62921348,926.3326
1647648000000.0,2022-03-19 00:00:00,EOSBULL/USDT,1.287e-05,1.446e-05,1.287e-05,1.431e-05,323525856.0447239,4629.655
1647561600000.0,2022-03-18 00:00:00,EOSBULL/USDT,1.201e-05,1.303e-05,1.155e-05,1.287e-05,85119533.7995338,1095.4884
1647475200000.0,2022-03-17 00:00:00,EOSBULL/USDT,1.2e-05,1.228e-05,1.157e-05,1.201e-05,17381640.29975021,208.7535
1647388800000.0,2022-03-16 00:00:00,EOSBULL/USDT,1.059e-05,1.215e-05,1.042e-05,1.2e-05,121304791.66666667,1455.6575
1647302400000.0,2022-03-15 00:00:00,EOSBULL/USDT,1.021e-05,1.079e-05,9.52e-06,1.059e-05,61982285.1746931,656.3924
1647216000000.0,2022-03-14 00:00:00,EOSBULL/USDT,9.39e-06,1.031e-05,9.09e-06,1.021e-05,12218677.766895201,124.7527
1647129600000.0,2022-03-13 00:00:00,EOSBULL/USDT,1.044e-05,1.09e-05,9.2e-06,9.39e-06,167618509.05218318,1573.9378
1647043200000.0,2022-03-12 00:00:00,EOSBULL/USDT,1.051e-05,1.097e-05,1.039e-05,1.044e-05,40274080.45977012,420.4614
