https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SOL3L,Volume USDT
1660003200,2022-08-09 00:00:00,SOL3L/USDT,0.000845,0.000879,0.000706,0.000743,1782983925.04701185,1392763.57084730259749
1659916800,2022-08-08 00:00:00,SOL3L/USDT,0.000765,0.00093,0.000762,0.000848,1600507041.64348004,1374148.24865614918383
1659830400,2022-08-07 00:00:00,SOL3L/USDT,0.000734,0.000818,0.000687,0.000762,1103143523.05043725,829278.66293531946859
1659744000,2022-08-06 00:00:00,SOL3L/USDT,0.000775,0.000781,0.000726,0.000736,888877053.62154814,673822.73751342191994
1659657600,2022-08-05 00:00:00,SOL3L/USDT,0.000674,0.000805,0.000673,0.000775,1968086818.97011209,1461918.48890868883819
1659571200,2022-08-04 00:00:00,SOL3L/USDT,0.000669,0.000725,0.000634,0.000672,1934073341.83068569,1316387.99868718756389
1659484800,2022-08-03 00:00:00,SOL3L/USDT,0.000742,0.000793,0.000614,0.000672,3767211743.61440338,2654227.73597888263051
1659398400,2022-08-02 00:00:00,SOL3L/USDT,0.00085,0.000896,0.000732,0.000739,1773637924.08897262,1435191.6575304839713
1659312000,2022-08-01 00:00:00,SOL3L/USDT,0.000891,0.000955,0.0008,0.00085,1393725960.60338644,1222939.18245315390111
1659225600,2022-07-31 00:00:00,SOL3L/USDT,0.000985,0.001089,0.000885,0.000892,1421733838.95421054,1403004.14486823422609
1659139200,2022-07-30 00:00:00,SOL3L/USDT,0.00087,0.001151,0.000843,0.000986,1864050376.98261644,1848416.33606243426443
1659052800,2022-07-29 00:00:00,SOL3L/USDT,0.000925,0.001017,0.000822,0.000869,2275359367.64544874,2071237.62390430480305
1658966400,2022-07-28 00:00:00,SOL3L/USDT,0.000771,0.001012,0.000709,0.000922,2584112543.72677669,2121939.47513763717935
1658880000,2022-07-27 00:00:00,SOL3L/USDT,0.000594,0.000785,0.000565,0.000767,2406303668.76629283,1604118.38621813687453
1658793600,2022-07-26 00:00:00,SOL3L/USDT,0.000622,0.000635,0.00052,0.000596,2175758357.89457091,1255518.90567258106874
1658707200,2022-07-25 00:00:00,SOL3L/USDT,0.000889,0.000901,0.000621,0.000623,2165620039.32148841,1592832.91111688982326
1658620800,2022-07-24 00:00:00,SOL3L/USDT,0.000837,0.000961,0.000804,0.00089,1261635946.48992926,1108258.02887385366696
1658534400,2022-07-23 00:00:00,SOL3L/USDT,0.000881,0.000973,0.000751,0.000836,1498656087.59852415,1282534.28185015935783
1658448000,2022-07-22 00:00:00,SOL3L/USDT,0.001069,0.001154,0.000854,0.00088,1466393526.5760616,1490230.9314921969471
1658361600,2022-07-21 00:00:00,SOL3L/USDT,0.001017,0.001144,0.000846,0.001073,1929345645.87215387,1921331.8695054508268
1658275200,2022-07-20 00:00:00,SOL3L/USDT,0.00124,0.001348,0.000961,0.001016,1684181662.96994152,2002570.14966265665776
1658188800,2022-07-19 00:00:00,SOL3L/USDT,0.001134,0.001427,0.001063,0.00124,1888794023.9353253,2348566.8998513333091
1658102400,2022-07-18 00:00:00,SOL3L/USDT,0.000816,0.001173,0.000813,0.00114,1690266437.71431787,1673553.0983825814122
1658016000,2022-07-17 00:00:00,SOL3L/USDT,0.000888,0.000989,0.000802,0.000815,1113954320.67909934,984227.97135640185264
1657929600,2022-07-16 00:00:00,SOL3L/USDT,0.000754,0.000942,0.000696,0.000892,1012709586.74803193,822378.87770180386352
1657843200,2022-07-15 00:00:00,SOL3L/USDT,0.00074,0.00084,0.000708,0.000753,1247705755.07868216,963554.65276055463804
1657756800,2022-07-14 00:00:00,SOL3L/USDT,0.000628,0.000745,0.000563,0.000743,1451747778.34125241,936085.65753095006431
1657670400,2022-07-13 00:00:00,SOL3L/USDT,0.000523,0.000636,0.000488,0.000624,1445306410.08203986,801869.9304912926974
1657584000,2022-07-12 00:00:00,SOL3L/USDT,0.00056,0.000618,0.000521,0.000521,1419451243.2112144,813513.51035669087343
1657497600,2022-07-11 00:00:00,SOL3L/USDT,0.000773,0.000774,0.000555,0.000561,1285233571.45542649,859859.73868620427994
1657411200,2022-07-10 00:00:00,SOL3L/USDT,0.000854,0.000856,0.000738,0.000772,1018120831.4683314,806082.70122539147549
1657324800,2022-07-09 00:00:00,SOL3L/USDT,0.000863,0.000914,0.000835,0.000852,901271788.82406018,789894.29951739966941
1657238400,2022-07-08 00:00:00,SOL3L/USDT,0.000878,0.00097,0.000747,0.000863,1531320549.2030621,1301244.67285790956562
1657152000,2022-07-07 00:00:00,SOL3L/USDT,0.000794,0.00093,0.000753,0.000877,1506576696.18736174,1250280.01611314218377
1657065600,2022-07-06 00:00:00,SOL3L/USDT,0.000699,0.000828,0.000663,0.00079,1706448713.56852142,1258579.52003656889335
1656979200,2022-07-05 00:00:00,SOL3L/USDT,0.000773,0.000783,0.000567,0.000698,2058261105.6011238,1382165.76321842343086
1656892800,2022-07-04 00:00:00,SOL3L/USDT,0.000607,0.000788,0.000557,0.000772,1324151945.84054854,861496.830333087829
1656806400,2022-07-03 00:00:00,SOL3L/USDT,0.00061,0.000623,0.000542,0.000607,1030551469.30250545,602783.38909622953195
1656720000,2022-07-02 00:00:00,SOL3L/USDT,0.000586,0.000659,0.000532,0.00061,1826139411.57831651,1063914.51092421060178
1656633600,2022-07-01 00:00:00,SOL3L/USDT,0.000634,0.000718,0.00053,0.000587,3050254754.83274567,1850969.6221466921284
1656547200,2022-06-30 00:00:00,SOL3L/USDT,0.000651,0.000662,0.000476,0.00064,3432686776.33382428,1890857.15556549198659
1656460800,2022-06-29 00:00:00,SOL3L/USDT,0.000741,0.000793,0.000606,0.00065,3462903233.54375143,2486099.83826558146154
1656374400,2022-06-28 00:00:00,SOL3L/USDT,0.000991,0.00109,0.000721,0.000744,3141141915.35766624,2852820.92249334264567
1656288000,2022-06-27 00:00:00,SOL3L/USDT,0.00105,0.001197,0.000946,0.000994,1652418135.35870146,1745654.81712743454256
1656201600,2022-06-26 00:00:00,SOL3L/USDT,0.001313,0.001342,0.001034,0.001049,1395832733.2992485,1660836.05270619689449
1656115200,2022-06-25 00:00:00,SOL3L/USDT,0.001288,0.001355,0.00108,0.001315,1394622318.72653697,1717369.6664707219673
1656028800,2022-06-24 00:00:00,SOL3L/USDT,0.00101,0.001382,0.000967,0.001289,2009692614.34878289,2300270.57654083660223
1655942400,2022-06-23 00:00:00,SOL3L/USDT,0.000749,0.001037,0.00073,0.001005,2288818626.80564288,2068723.87266548665815
1655856000,2022-06-22 00:00:00,SOL3L/USDT,0.000905,0.000944,0.000709,0.000748,2639704459.75842399,2132501.84105038053474
1655769600,2022-06-21 00:00:00,SOL3L/USDT,0.000825,0.001098,0.00075,0.000909,2563117296.76061973,2380156.54633914128217
1655683200,2022-06-20 00:00:00,SOL3L/USDT,0.000754,0.000947,0.000595,0.000821,3925395900.13182998,2945659.42540171663561
1655596800,2022-06-19 00:00:00,SOL3L/USDT,0.000627,0.000825,0.000448,0.00075,4333146581.71159507,2692621.62805806629508
1655510400,2022-06-18 00:00:00,SOL3L/USDT,0.000558,0.000628,0.000356,0.000625,6231699301.33516153,3084338.80861529954278
1655424000,2022-06-17 00:00:00,SOL3L/USDT,0.000532,0.000633,0.000497,0.000561,3490539084.38754568,2036769.47246433573543
1655337600,2022-06-16 00:00:00,SOL3L/USDT,0.000868,0.000952,0.0005,0.000527,4012748192.07263135,2709947.35484749416505
1655251200,2022-06-15 00:00:00,SOL3L/USDT,0.000556,0.000871,0.0004,0.000861,3159094983.47427757,1978508.02524440309905
1655164800,2022-06-14 00:00:00,SOL3L/USDT,0.000517,0.00069,0.00038,0.000558,2041489967.15854851,1100645.10984803008433
1655078400,2022-06-13 00:00:00,SOL3L/USDT,0.000704,0.000735,0.000399,0.00051,2822808766.05781262,1423972.57176264543066
1654992000,2022-06-12 00:00:00,SOL3L/USDT,0.000976,0.001014,0.0007,0.000709,933119235.0673009,805484.62330983838608
1654905600,2022-06-11 00:00:00,SOL3L/USDT,0.001328,0.00142,0.000912,0.000973,693230820.10211949,773074.65260291647694
1654819200,2022-06-10 00:00:00,SOL3L/USDT,0.001683,0.001796,0.001302,0.001337,567215875.1270135,853525.2620634814677
1654732800,2022-06-09 00:00:00,SOL3L/USDT,0.001555,0.00192,0.001489,0.001685,456277684.22764865,782260.16882244530081
1654646400,2022-06-08 00:00:00,SOL3L/USDT,0.001614,0.001805,0.001476,0.001548,502446101.31590533,805340.26972642643234
1654560000,2022-06-07 00:00:00,SOL3L/USDT,0.002042,0.002096,0.001313,0.001601,823161001.46761866,1344349.36231161547702
1654473600,2022-06-06 00:00:00,SOL3L/USDT,0.001578,0.002339,0.001546,0.002043,629841714.83504548,1289130.47869309820539
1654387200,2022-06-05 00:00:00,SOL3L/USDT,0.00163,0.001804,0.001493,0.001572,343966355.17828835,567575.50199551001089
1654300800,2022-06-04 00:00:00,SOL3L/USDT,0.001557,0.001678,0.001249,0.001625,404294072.77546912,582678.19997051939339
1654214400,2022-06-03 00:00:00,SOL3L/USDT,0.001934,0.002,0.001468,0.001542,371089699.67028296,605873.18041871518083
1654128000,2022-06-02 00:00:00,SOL3L/USDT,0.001815,0.002037,0.00155,0.001934,372408104.06449419,676569.67898085584135
1654041600,2022-06-01 00:00:00,SOL3L/USDT,0.002938,0.003,0.00175,0.001826,248106665.24607266,571112.53253861505117
1653955200,2022-05-31 00:00:00,SOL3L/USDT,0.003229,0.00344,0.002698,0.002935,189525250.74084257,580368.20521125289535
1653868800,2022-05-30 00:00:00,SOL3L/USDT,0.002813,0.003449,0.00267,0.003235,233848763.61614941,712831.7358825244229
1653782400,2022-05-29 00:00:00,SOL3L/USDT,0.002694,0.002928,0.002218,0.002807,221812634.67591746,579576.06916855937924
1653696000,2022-05-28 00:00:00,SOL3L/USDT,0.002212,0.00285,0.002089,0.002718,183817110.6723838,454757.85398864684969
1653609600,2022-05-27 00:00:00,SOL3L/USDT,0.00264,0.002724,0.001978,0.002211,273248358.595683,644256.32155970378693
1653523200,2022-05-26 00:00:00,SOL3L/USDT,0.003694,0.003831,0.002245,0.002632,280752827.32561463,835153.80084805541975
1653436800,2022-05-25 00:00:00,SOL3L/USDT,0.004127,0.004329,0.003583,0.003697,175685585.54168736,680436.53158884719346
1653350400,2022-05-24 00:00:00,SOL3L/USDT,0.004039,0.004397,0.0035,0.004117,145940094.00377765,585968.98490397857445
1653264000,2022-05-23 00:00:00,SOL3L/USDT,0.004896,0.005595,0.003865,0.004017,155319583.29542927,747819.56316921165471
1653177600,2022-05-22 00:00:00,SOL3L/USDT,0.004363,0.00512,0.004206,0.004891,86394471.29411699,403253.91876839510391
1653091200,2022-05-21 00:00:00,SOL3L/USDT,0.004184,0.004604,0.003947,0.004368,83292881.44962179,357093.04572449404655
1653004800,2022-05-20 00:00:00,SOL3L/USDT,0.004924,0.005348,0.003735,0.004183,131361781.72634072,594975.03157652581107
1652918400,2022-05-19 00:00:00,SOL3L/USDT,0.004356,0.005446,0.0039,0.004915,140295339.16341896,662442.22932483631988
1652832000,2022-05-18 00:00:00,SOL3L/USDT,0.006933,0.007249,0.004149,0.004363,103530503.21688366,551272.85260883542918
1652745600,2022-05-17 00:00:00,SOL3L/USDT,0.005879,0.007407,0.00565,0.006933,81330365.90884991,535573.7781266583287
1652659200,2022-05-16 00:00:00,SOL3L/USDT,0.007799,0.007799,0.005091,0.005865,119566449.9104346,735379.64767559801895
1652572800,2022-05-15 00:00:00,SOL3L/USDT,0.005722,0.008062,0.004865,0.00788,78155766.21923587,486569.03365294756475
1652486400,2022-05-14 00:00:00,SOL3L/USDT,0.004711,0.006096,0.003936,0.005713,149575636.35053146,736400.59271503754607
1652400000,2022-05-13 00:00:00,SOL3L/USDT,0.003688,0.006522,0.003445,0.004731,227650115.39790965,1185972.43679615993145
1652313600,2022-05-12 00:00:00,SOL3L/USDT,0.006802,0.0085,0.0025,0.003688,449133468.85341817,1810949.17220629002755
1652227200,2022-05-11 00:00:00,SOL3L/USDT,0.018873,0.020499,0.004048,0.006814,356741757.64997357,2989507.21872806892394
1652140800,2022-05-10 00:00:00,SOL3L/USDT,0.015863,0.0248,0.014313,0.019005,112045789.46255388,2252112.38765435040342
1652054400,2022-05-09 00:00:00,SOL3L/USDT,0.030624,0.032321,0.0153,0.015863,66516326.55014809,1528798.9205222813286
1651968000,2022-05-08 00:00:00,SOL3L/USDT,0.035208,0.036247,0.02851,0.030448,28210395.96773044,923437.86184965205065
1651881600,2022-05-07 00:00:00,SOL3L/USDT,0.038979,0.040017,0.032907,0.034842,19507261.77191915,730672.3038437314435
1651795200,2022-05-06 00:00:00,SOL3L/USDT,0.04333,0.0442,0.036158,0.038976,24028571.44394307,957205.14460152164675
1651708800,2022-05-05 00:00:00,SOL3L/USDT,0.059213,0.063359,0.038122,0.043428,31926532.54922027,1590127.24818449854025
1651622400,2022-05-04 00:00:00,SOL3L/USDT,0.047555,0.059375,0.046808,0.059156,25182895.68261636,1322492.13041224626054
1651536000,2022-05-03 00:00:00,SOL3L/USDT,0.050471,0.053211,0.045381,0.047414,17639711.38984305,875982.91890387255177
1651449600,2022-05-02 00:00:00,SOL3L/USDT,0.053935,0.056185,0.04601,0.050487,22764824.99870729,1155453.18863965345592
1651363200,2022-05-01 00:00:00,SOL3L/USDT,0.045638,0.059017,0.045431,0.054097,23748128.32475022,1234060.34135960111785
1651276800,2022-04-30 00:00:00,SOL3L/USDT,0.065207,0.067226,0.039901,0.046001,18802148.14892652,1075331.79415933686672
1651190400,2022-04-29 00:00:00,SOL3L/USDT,0.073974,0.075,0.061479,0.065207,17563899.81775754,1206635.15549344979347
1651104000,2022-04-28 00:00:00,SOL3L/USDT,0.074112,0.078994,0.06999,0.074,18381388.08196085,1379080.1940592614997
1651017600,2022-04-27 00:00:00,SOL3L/USDT,0.069102,0.079356,0.067311,0.073992,22392139.50952647,1655038.86930846845072
1650931200,2022-04-26 00:00:00,SOL3L/USDT,0.081829,0.084797,0.066782,0.069035,20518518.56832014,1554906.94104835226057
1650844800,2022-04-25 00:00:00,SOL3L/USDT,0.077894,0.083236,0.066731,0.081666,19703143.27461097,1469350.64648006835469
1650758400,2022-04-24 00:00:00,SOL3L/USDT,0.08107,0.0852,0.076376,0.078127,12790796.5644962,1038233.95057293430096
1650672000,2022-04-23 00:00:00,SOL3L/USDT,0.081296,0.086712,0.076352,0.081047,11823731.46673455,978862.60445750462005
1650585600,2022-04-22 00:00:00,SOL3L/USDT,0.084832,0.088604,0.078297,0.081559,19971100.3638474,1667962.42658584937998
1650499200,2022-04-21 00:00:00,SOL3L/USDT,0.093805,0.105962,0.079729,0.084765,22379364.33827544,2137721.57916004892658
1650412800,2022-04-20 00:00:00,SOL3L/USDT,0.102587,0.109018,0.09,0.094087,22666368.22354298,2257314.62054986407043
1650326400,2022-04-19 00:00:00,SOL3L/USDT,0.087237,0.103506,0.083686,0.102611,24581822.26300399,2316027.02426316655416
1650240000,2022-04-18 00:00:00,SOL3L/USDT,0.08223,0.087614,0.069287,0.087237,21419732.50918438,1701291.35367992186208
1650153600,2022-04-17 00:00:00,SOL3L/USDT,0.086837,0.096279,0.080158,0.082247,13224668.2302781,1176243.14749349104217
1650067200,2022-04-16 00:00:00,SOL3L/USDT,0.085902,0.091,0.083409,0.086838,8243017.37352388,713787.12712554990918
1649980800,2022-04-15 00:00:00,SOL3L/USDT,0.08408,0.089367,0.081268,0.085756,10192913.48472562,869976.20618156509699
1649894400,2022-04-14 00:00:00,SOL3L/USDT,0.09444,0.103207,0.078581,0.084333,16645110.34174759,1502159.39491213824751
1649808000,2022-04-13 00:00:00,SOL3L/USDT,0.090617,0.09856,0.08216,0.094743,18832905.00318663,1733458.91757726840262
1649721600,2022-04-12 00:00:00,SOL3L/USDT,0.08295,0.107367,0.079111,0.090798,24786418.39117049,2290686.35054722833592
1649635200,2022-04-11 00:00:00,SOL3L/USDT,0.119634,0.124169,0.078435,0.082943,23251805.48528078,2250682.69683464980561
1649548800,2022-04-10 00:00:00,SOL3L/USDT,0.126797,0.136466,0.116046,0.119754,11887539.59781267,1495048.89083933541628
1649462400,2022-04-09 00:00:00,SOL3L/USDT,0.1175,0.128483,0.112491,0.126773,11477762.53835448,1366527.27323943303628
1649376000,2022-04-08 00:00:00,SOL3L/USDT,0.153877,0.169398,0.110401,0.1175,17571672.16419054,2503781.3315176780918
1649289600,2022-04-07 00:00:00,SOL3L/USDT,0.133816,0.158824,0.125446,0.153878,15002539.70330623,2142516.17547257753702
1649203200,2022-04-06 00:00:00,SOL3L/USDT,0.197123,0.2022,0.130209,0.133828,19952889.19578867,3327454.85566903978355
1649116800,2022-04-05 00:00:00,SOL3L/USDT,0.226178,0.249792,0.194112,0.1979,12341673.34165397,2755928.99816559455821
1649030400,2022-04-04 00:00:00,SOL3L/USDT,0.251558,0.258771,0.191612,0.226025,12961429.24206462,2910119.32297527642665
1648944000,2022-04-03 00:00:00,SOL3L/USDT,0.226163,0.270246,0.218102,0.251439,10395671.40811729,2595175.94443476940749
1648857600,2022-04-02 00:00:00,SOL3L/USDT,0.239152,0.2848,0.223573,0.226977,14414727.26201432,3625177.04371328757655
1648771200,2022-04-01 00:00:00,SOL3L/USDT,0.185609,0.256918,0.161578,0.239152,20893579.43316014,4359028.61793808702121
1648684800,2022-03-31 00:00:00,SOL3L/USDT,0.176761,0.215102,0.173988,0.185609,20453238.80078144,3935107.18327884218262
1648598400,2022-03-30 00:00:00,SOL3L/USDT,0.141124,0.192195,0.125266,0.17676,21777206.41162503,3540503.08268624705176
1648512000,2022-03-29 00:00:00,SOL3L/USDT,0.12148,0.155674,0.120596,0.141124,16696788.38142145,2351098.88613189421049
1648425600,2022-03-28 00:00:00,SOL3L/USDT,0.125876,0.149256,0.118801,0.120904,19640921.05027147,2639202.2183249278976
1648339200,2022-03-27 00:00:00,SOL3L/USDT,0.109392,0.12856,0.099636,0.126157,16030389.88700688,1792192.96631168344963
1648252800,2022-03-26 00:00:00,SOL3L/USDT,0.099617,0.114304,0.096731,0.109155,15128072.15533419,1623873.75454296173475
1648166400,2022-03-25 00:00:00,SOL3L/USDT,0.111854,0.12,0.094693,0.099601,19380430.92653121,2109315.52430213941645
1648080000,2022-03-24 00:00:00,SOL3L/USDT,0.091439,0.1167,0.087333,0.112228,26635139.90413089,2732972.09567568822491
1647993600,2022-03-23 00:00:00,SOL3L/USDT,0.079391,0.094506,0.076533,0.091314,19568454.50549108,1686892.81875097868487
1647907200,2022-03-22 00:00:00,SOL3L/USDT,0.074769,0.0879,0.073486,0.079391,15696419.47600303,1286022.84398401382816
1647820800,2022-03-21 00:00:00,SOL3L/USDT,0.074964,0.081096,0.070579,0.074791,12935211.33894655,985520.72036405244316
1647734400,2022-03-20 00:00:00,SOL3L/USDT,0.084882,0.085423,0.0725,0.074896,10385415.25054048,814940.8278461988257
1647648000,2022-03-19 00:00:00,SOL3L/USDT,0.078499,0.090987,0.077,0.085165,11143519.13436612,938704.63279484947923
1647561600,2022-03-18 00:00:00,SOL3L/USDT,0.074225,0.085172,0.065714,0.078499,15621768.81612093,1165960.42147949250875
1647475200,2022-03-17 00:00:00,SOL3L/USDT,0.073486,0.0815,0.070593,0.074447,14553897.8543055,1104449.91906435097836
1647388800,2022-03-16 00:00:00,SOL3L/USDT,0.062733,0.073898,0.059756,0.073508,19131773.1624207,1253171.55493676157728
1647302400,2022-03-15 00:00:00,SOL3L/USDT,0.059868,0.069017,0.054366,0.062509,12938792.17652631,797562.46143574411473
1647216000,2022-03-14 00:00:00,SOL3L/USDT,0.054622,0.06164,0.05358,0.059901,10769906.58402176,623741.87757683462175
1647129600,2022-03-13 00:00:00,SOL3L/USDT,0.060514,0.0644,0.052502,0.054622,11069297.31718017,658394.33196040016291
1647043200,2022-03-12 00:00:00,SOL3L/USDT,0.059699,0.064,0.058991,0.0606,10879273.06296301,667022.87104513808771
1646956800,2022-03-11 00:00:00,SOL3L/USDT,0.064359,0.067691,0.05773,0.0596,21578208.8955086,1339656.46820055468974
1646870400,2022-03-10 00:00:00,SOL3L/USDT,0.078099,0.079449,0.058829,0.064424,17702957.77525212,1158688.27310997482614
1646784000,2022-03-09 00:00:00,SOL3L/USDT,0.06491,0.0825,0.064419,0.077799,20728447.9972064,1586430.10214165947758
1646697600,2022-03-08 00:00:00,SOL3L/USDT,0.063693,0.072832,0.062678,0.065,14628675.43538841,981491.87888029808943
1646611200,2022-03-07 00:00:00,SOL3L/USDT,0.0703,0.076,0.058407,0.063728,19159328.8967074,1283881.73794477769881
1646524800,2022-03-06 00:00:00,SOL3L/USDT,0.084532,0.086143,0.0691,0.070384,11189296.02251241,865356.77013344907224
1646438400,2022-03-05 00:00:00,SOL3L/USDT,0.0819,0.09,0.076,0.0845,11251986.36442695,931922.97424885970047
1646352000,2022-03-04 00:00:00,SOL3L/USDT,0.1059,0.106562,0.077,0.0821,21141117.59868714,1932459.39862044643616
1646265600,2022-03-03 00:00:00,SOL3L/USDT,0.124205,0.128213,0.098961,0.106182,16707219.81688149,1885197.63700189595178
1646179200,2022-03-02 00:00:00,SOL3L/USDT,0.1166,0.1446,0.1104,0.124305,24034432.78899936,3109661.52877669980538
1646092800,2022-03-01 00:00:00,SOL3L/USDT,0.12,0.1287,0.1017,0.1164,24285418.52643755,2770377.046625138128
1646006400,2022-02-28 00:00:00,SOL3L/USDT,0.0811,0.1285,0.0776,0.1196,28421693.21762049,2906979.306078584147
1645920000,2022-02-27 00:00:00,SOL3L/USDT,0.096,0.1024,0.0773,0.0811,19278180.23504436,1723808.126333197888
1645833600,2022-02-26 00:00:00,SOL3L/USDT,0.1036,0.1123,0.0926,0.096,16211360.87416761,1632898.388144676352
1645747200,2022-02-25 00:00:00,SOL3L/USDT,0.0941,0.1117,0.0864,0.1037,21294546.88029523,2046840.790594567311
1645660800,2022-02-24 00:00:00,SOL3L/USDT,0.08,0.1073,0.0531,0.0939,33625040.83321662,2621408.049849622051
1645574400,2022-02-23 00:00:00,SOL3L/USDT,0.0857,0.1056,0.08,0.08,19665852.01050556,1828737.6888738136
1645488000,2022-02-22 00:00:00,SOL3L/USDT,0.0762,0.09,0.071,0.0856,17763054.11382643,1432328.162093688762
1645401600,2022-02-21 00:00:00,SOL3L/USDT,0.1041,0.1209,0.0754,0.0762,22446675.35816605,2313943.548183501077
1645315200,2022-02-20 00:00:00,SOL3L/USDT,0.1054,0.1143,0.0862,0.1042,17753626.68230524,1774196.520885462556
