https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ANKR,Volume BTC
1663459200,2022-09-18 00:00:00,ANKR/BTC,0.0000017192,0.0000017192,0.0000017062,0.0000017062,1882.2849,0.00323404881758
1663372800,2022-09-17 00:00:00,ANKR/BTC,0.0000016705,0.0000017823,0.0000016569,0.0000017197,57915.1888,0.09890960463786
1663286400,2022-09-16 00:00:00,ANKR/BTC,0.0000016669,0.0000017246,0.0000016455,0.00000167,29649.6297,0.05000469745965
1663200000,2022-09-15 00:00:00,ANKR/BTC,0.0000016997,0.0000016997,0.0000016409,0.0000016638,25206.2684,0.04203858873406
1663113600,2022-09-14 00:00:00,ANKR/BTC,0.0000016718,0.0000017183,0.0000016646,0.0000016989,23776.6446,0.04021135804212
1663027200,2022-09-13 00:00:00,ANKR/BTC,0.0000016646,0.0000017166,0.000001623,0.0000016762,145417.1737,0.24101732810816
1662940800,2022-09-12 00:00:00,ANKR/BTC,0.000001733,0.0000017417,0.0000016695,0.0000016785,26343.2731,0.04504219453727
1662854400,2022-09-11 00:00:00,ANKR/BTC,0.0000017488,0.000001793,0.0000017127,0.00000174,35944.5471,0.0628072597265
1662768000,2022-09-10 00:00:00,ANKR/BTC,0.000001831,0.0000018348,0.000001742,0.0000017478,61456.3753,0.10876251044554
1662681600,2022-09-09 00:00:00,ANKR/BTC,0.0000018263,0.0000018863,0.0000017193,0.0000018305,294378.2754,0.52618806869041
1662595200,2022-09-08 00:00:00,ANKR/BTC,0.0000017851,0.0000019323,0.0000017387,0.0000018333,292573.9929,0.53598614779306
1662508800,2022-09-07 00:00:00,ANKR/BTC,0.0000017669,0.000001795,0.0000017286,0.0000017849,63626.14,0.1118791439638
1662422400,2022-09-06 00:00:00,ANKR/BTC,0.0000018,0.0000018723,0.0000017523,0.000001766,398558.0209,0.71985507932131
1662336000,2022-09-05 00:00:00,ANKR/BTC,0.0000017831,0.0000018348,0.0000017353,0.0000017999,94717.6796,0.17032797254937
