https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XPRT,Volume USDT
1660089600,2022-08-10 00:00:00,XPRT/USDT,0.745,0.764,0.703,0.738,81347.789,59404.3002517
1660003200,2022-08-09 00:00:00,XPRT/USDT,0.755,0.775,0.73,0.745,66439.4651,49794.0956327
1659916800,2022-08-08 00:00:00,XPRT/USDT,0.767,0.798,0.748,0.755,84845.4515,64611.1025781
1659830400,2022-08-07 00:00:00,XPRT/USDT,0.768,0.849,0.751,0.761,123857.2374,99611.5876073
1659744000,2022-08-06 00:00:00,XPRT/USDT,0.781,0.794,0.759,0.773,35129.5201,27304.3111651
1659657600,2022-08-05 00:00:00,XPRT/USDT,0.791,0.808,0.751,0.775,80346.3298,62443.3464555
1659571200,2022-08-04 00:00:00,XPRT/USDT,0.8,0.83,0.78,0.791,39969.67,31897.9077737
1659484800,2022-08-03 00:00:00,XPRT/USDT,0.804,0.839,0.791,0.8,44440.0652,36228.2067251
1659398400,2022-08-02 00:00:00,XPRT/USDT,0.829,0.836,0.803,0.804,29843.3845,24288.5429826
1659312000,2022-08-01 00:00:00,XPRT/USDT,0.828,0.857,0.816,0.827,16020.2113,13249.6408944
1659225600,2022-07-31 00:00:00,XPRT/USDT,0.832,0.884,0.822,0.823,29182.58755707,24800.11454401487
1659139200,2022-07-30 00:00:00,XPRT/USDT,0.86,0.873,0.823,0.831,27675.9674,23522.516967
1659052800,2022-07-29 00:00:00,XPRT/USDT,0.87,0.893,0.834,0.86,41046.1035,35294.1934669
1658966400,2022-07-28 00:00:00,XPRT/USDT,0.851,0.887,0.84,0.879,44278.25403804,38242.82929558068
1658880000,2022-07-27 00:00:00,XPRT/USDT,0.804,0.886,0.801,0.85,33400.9562,28223.7215762
1658793600,2022-07-26 00:00:00,XPRT/USDT,0.811,0.828,0.788,0.804,19876.86691902,16074.19450213502
1658707200,2022-07-25 00:00:00,XPRT/USDT,0.843,0.854,0.808,0.811,47096.3589,39100.5844308
1658620800,2022-07-24 00:00:00,XPRT/USDT,0.861,0.873,0.831,0.846,29239.93833805,24860.0232807098
1658534400,2022-07-23 00:00:00,XPRT/USDT,0.865,0.924,0.847,0.852,44626.4841,38919.7666834
1658448000,2022-07-22 00:00:00,XPRT/USDT,0.876,0.899,0.854,0.869,15624.5555,13679.4265257
1658361600,2022-07-21 00:00:00,XPRT/USDT,0.878,0.898,0.854,0.876,29430.58711903,25784.30512730834
1658275200,2022-07-20 00:00:00,XPRT/USDT,0.971,0.993,0.861,0.88,31775.33355364,29699.18617708771
1658188800,2022-07-19 00:00:00,XPRT/USDT,0.812,1.105,0.808,0.979,145948.95856707,138565.27198126047
1658102400,2022-07-18 00:00:00,XPRT/USDT,0.827,0.9,0.784,0.816,94408.95257444,78793.79881719366
1658016000,2022-07-17 00:00:00,XPRT/USDT,0.854,0.88,0.808,0.822,23170.83962891,19479.23364133978
1657929600,2022-07-16 00:00:00,XPRT/USDT,0.844,0.874,0.814,0.861,25096.80157995,21074.13521544375
1657843200,2022-07-15 00:00:00,XPRT/USDT,0.797,0.88,0.779,0.84,70497.36681437,57989.37810262301
1657756800,2022-07-14 00:00:00,XPRT/USDT,0.778,0.831,0.732,0.797,102009.28406212,79939.77853688576
1657670400,2022-07-13 00:00:00,XPRT/USDT,0.734,0.802,0.715,0.774,73392.83838547,55131.70106808203
1657584000,2022-07-12 00:00:00,XPRT/USDT,0.752,0.777,0.726,0.734,36952.0395366,27830.84706567663
1657497600,2022-07-11 00:00:00,XPRT/USDT,0.784,0.839,0.742,0.754,73671.89938187,57527.05482901212
1657411200,2022-07-10 00:00:00,XPRT/USDT,0.819,0.824,0.754,0.784,71476.22618864,56106.98835553909
1657324800,2022-07-09 00:00:00,XPRT/USDT,0.841,0.849,0.806,0.827,31226.54643983,25866.96742391647
1657238400,2022-07-08 00:00:00,XPRT/USDT,0.866,0.882,0.821,0.841,36492.97716719,31164.23422552559
1657152000,2022-07-07 00:00:00,XPRT/USDT,0.861,0.975,0.765,0.866,179147.021791,151559.77693441812
1657065600,2022-07-06 00:00:00,XPRT/USDT,0.902,0.92,0.841,0.86,50866.84784608,44429.91941911949
1656979200,2022-07-05 00:00:00,XPRT/USDT,0.902,0.927,0.863,0.898,50036.99913353,44740.12321040015
1656892800,2022-07-04 00:00:00,XPRT/USDT,0.882,0.909,0.86,0.902,23984.02655843,21243.69412820574
1656806400,2022-07-03 00:00:00,XPRT/USDT,0.91,0.919,0.87,0.882,22579.14487325,20157.8843379408
1656720000,2022-07-02 00:00:00,XPRT/USDT,0.915,0.967,0.887,0.915,34052.64714051,31593.18969713429
1656633600,2022-07-01 00:00:00,XPRT/USDT,0.915,0.97,0.895,0.923,70580.9484811,65234.83941459031
1656547200,2022-06-30 00:00:00,XPRT/USDT,1.035,1.065,0.906,0.919,101981.47240174,101111.96043738088
1656460800,2022-06-29 00:00:00,XPRT/USDT,0.909,1.13,0.88,1.036,253949.45114289,250986.07134419342
1656374400,2022-06-28 00:00:00,XPRT/USDT,0.914,0.98,0.882,0.909,154925.77212853,142351.44302726667
1656288000,2022-06-27 00:00:00,XPRT/USDT,0.931,0.961,0.9,0.914,59392.46406661,55326.41997992075
1656201600,2022-06-26 00:00:00,XPRT/USDT,0.922,0.953,0.892,0.936,145003.0663319,134630.14184716815
1656115200,2022-06-25 00:00:00,XPRT/USDT,1.021,1.047,0.904,0.925,149761.46316048,142607.13579565697
1656028800,2022-06-24 00:00:00,XPRT/USDT,1.052,1.089,0.983,1.028,136379.89298126,140076.16582099777
1655942400,2022-06-23 00:00:00,XPRT/USDT,1.034,1.115,1.034,1.05,81800.35953542,87001.87697605346
1655856000,2022-06-22 00:00:00,XPRT/USDT,1.076,1.18,0.998,1.034,187730.68385345,199876.21531852599
1655769600,2022-06-21 00:00:00,XPRT/USDT,0.895,1.32,0.816,1.069,287359.51011072,286101.09257872033
1655683200,2022-06-20 00:00:00,XPRT/USDT,0.888,0.922,0.856,0.895,99417.22702091,88343.73200789949
1655596800,2022-06-19 00:00:00,XPRT/USDT,0.903,0.938,0.81,0.888,174623.77058478,150076.82705693336
1655510400,2022-06-18 00:00:00,XPRT/USDT,0.909,0.936,0.866,0.903,116349.16386566,104232.30336046354
1655424000,2022-06-17 00:00:00,XPRT/USDT,0.905,0.955,0.9,0.91,61912.12508771,56919.05167536927
1655337600,2022-06-16 00:00:00,XPRT/USDT,0.941,1.031,0.9,0.907,170932.8755003,164665.76403763308
1655251200,2022-06-15 00:00:00,XPRT/USDT,0.86,0.989,0.818,0.934,346311.07870296,308015.23607920691
1655164800,2022-06-14 00:00:00,XPRT/USDT,1.018,1.053,0.85,0.86,269542.90178852,261859.21279330876
1655078400,2022-06-13 00:00:00,XPRT/USDT,1.169,1.17,0.97,1.018,251051.07177931,265148.60997677441
1654992000,2022-06-12 00:00:00,XPRT/USDT,1.3,1.31,1.17,1.17,92938.24062435,114908.44002828905
1654905600,2022-06-11 00:00:00,XPRT/USDT,1.378,1.401,1.274,1.3,108858.34902474,144443.62401803236
1654819200,2022-06-10 00:00:00,XPRT/USDT,1.393,1.423,1.371,1.379,42945.6998387,59643.50578104478
1654732800,2022-06-09 00:00:00,XPRT/USDT,1.435,1.442,1.371,1.393,38959.33621799,54191.44834873335
1654646400,2022-06-08 00:00:00,XPRT/USDT,1.378,1.459,1.363,1.435,50363.27549923,70798.17038489627
1654560000,2022-06-07 00:00:00,XPRT/USDT,1.411,1.829,1.333,1.381,191532.28060202,285200.89308939245
1654473600,2022-06-06 00:00:00,XPRT/USDT,1.455,1.496,1.371,1.411,62318.04320792,89108.08621238666
1654387200,2022-06-05 00:00:00,XPRT/USDT,1.462,1.498,1.347,1.454,92132.3028971,130741.28933471245
1654300800,2022-06-04 00:00:00,XPRT/USDT,1.49,1.506,1.43,1.462,62742.84545926,91353.09315257923
1654214400,2022-06-03 00:00:00,XPRT/USDT,1.553,1.618,1.449,1.495,160160.90262626,242770.01223415139
1654128000,2022-06-02 00:00:00,XPRT/USDT,1.63,1.699,1.504,1.553,101583.12395686,157554.25487021128
1654041600,2022-06-01 00:00:00,XPRT/USDT,1.609,1.7,1.519,1.636,154410.69001329,248966.76195546749
1653955200,2022-05-31 00:00:00,XPRT/USDT,1.639,1.805,1.538,1.609,126443.67466477,203085.76676956042
1653868800,2022-05-30 00:00:00,XPRT/USDT,1.524,1.73,1.482,1.639,101686.95073067,162227.60397982227
1653782400,2022-05-29 00:00:00,XPRT/USDT,1.471,1.732,1.4,1.524,131709.68932943,198611.71543372101
1653696000,2022-05-28 00:00:00,XPRT/USDT,1.384,1.693,1.384,1.471,85557.63774014,124825.36514449002
1653609600,2022-05-27 00:00:00,XPRT/USDT,1.381,1.579,1.33,1.384,126569.16380805,176174.60099604573
1653523200,2022-05-26 00:00:00,XPRT/USDT,1.49,1.553,1.321,1.381,97530.59280367,136293.34154421503
1653436800,2022-05-25 00:00:00,XPRT/USDT,1.493,1.618,1.453,1.492,44264.23387883,66867.74629127356
1653350400,2022-05-24 00:00:00,XPRT/USDT,1.579,1.635,1.425,1.492,98878.97563074,148253.49276535057
1653264000,2022-05-23 00:00:00,XPRT/USDT,1.599,1.89,1.564,1.579,104343.10320869,175868.93687202708
1653177600,2022-05-22 00:00:00,XPRT/USDT,1.69,1.768,1.593,1.596,110836.79028755,187988.77131046172
1653091200,2022-05-21 00:00:00,XPRT/USDT,1.683,1.768,1.65,1.687,73830.57977373,125822.27687177505
1653004800,2022-05-20 00:00:00,XPRT/USDT,1.532,1.845,1.527,1.689,225581.81828729,383407.28014200244
1652918400,2022-05-19 00:00:00,XPRT/USDT,1.348,1.562,1.337,1.527,193881.45857055,283436.15209372948
1652832000,2022-05-18 00:00:00,XPRT/USDT,1.527,1.567,1.336,1.349,97140.05925835,140587.0675593854
1652745600,2022-05-17 00:00:00,XPRT/USDT,1.573,1.749,1.454,1.529,57985.7271662,90849.46250647293
1652659200,2022-05-16 00:00:00,XPRT/USDT,1.63,1.7,1.48,1.576,92205.19368238,144473.55238043511
1652572800,2022-05-15 00:00:00,XPRT/USDT,1.411,1.738,1.377,1.631,112241.51210948,167154.89917309219
1652486400,2022-05-14 00:00:00,XPRT/USDT,1.337,1.46,1.243,1.411,88360.81538617,118107.71988885327
1652400000,2022-05-13 00:00:00,XPRT/USDT,1.344,1.578,1.102,1.337,359147.70650082,470257.00252599985
1652313600,2022-05-12 00:00:00,XPRT/USDT,1.913,2.099,1.222,1.341,266968.77297962,409163.20298038337
1652227200,2022-05-11 00:00:00,XPRT/USDT,1.886,1.962,1.338,1.913,396378.43498042,635241.68598223693
1652140800,2022-05-10 00:00:00,XPRT/USDT,1.613,2.226,1.486,1.899,139914.74245502,263945.57937483295
1652054400,2022-05-09 00:00:00,XPRT/USDT,2.01,2.05,1.604,1.614,78579.98938751,146364.99211729522
1651968000,2022-05-08 00:00:00,XPRT/USDT,2.116,2.128,1.991,2.012,45765.09732999,94006.78222792127
1651881600,2022-05-07 00:00:00,XPRT/USDT,2.195,2.333,2.073,2.118,56540.63957249,121042.97290998366
1651795200,2022-05-06 00:00:00,XPRT/USDT,2.274,2.286,2.168,2.197,41637.92095132,92003.23496977876
1651708800,2022-05-05 00:00:00,XPRT/USDT,2.355,2.381,2.195,2.274,59896.35848618,138954.2457520067
1651622400,2022-05-04 00:00:00,XPRT/USDT,2.307,2.368,2.3,2.355,55695.94782168,130864.24201371083
1651536000,2022-05-03 00:00:00,XPRT/USDT,2.384,2.49,2.307,2.317,36175.17331048,85978.75974031502
1651449600,2022-05-02 00:00:00,XPRT/USDT,2.344,2.397,2.312,2.384,18220.18668617,42946.31229447374
1651363200,2022-05-01 00:00:00,XPRT/USDT,2.36,2.394,2.291,2.344,31018.80334711,73163.82441928971
1651276800,2022-04-30 00:00:00,XPRT/USDT,2.461,2.505,2.284,2.362,30416.54103896,72816.90493933015
1651190400,2022-04-29 00:00:00,XPRT/USDT,2.617,2.65,2.413,2.461,32715.18137401,82374.20768635877
1651104000,2022-04-28 00:00:00,XPRT/USDT,2.48,2.676,2.392,2.617,80078.99341086,202821.20782553296
1651017600,2022-04-27 00:00:00,XPRT/USDT,2.566,2.6,2.451,2.48,43170.76838382,109593.15853264337
1650931200,2022-04-26 00:00:00,XPRT/USDT,2.719,2.742,2.558,2.566,30510.59853248,80408.30946049399
1650844800,2022-04-25 00:00:00,XPRT/USDT,2.67,2.779,2.26,2.722,139944.63742272,358325.69398744062
1650758400,2022-04-24 00:00:00,XPRT/USDT,2.774,2.803,2.651,2.678,20168.59734825,55055.62814056843
1650672000,2022-04-23 00:00:00,XPRT/USDT,2.844,2.845,2.711,2.768,35690.77317266,98975.59951643002
1650585600,2022-04-22 00:00:00,XPRT/USDT,2.836,2.885,2.81,2.844,22478.593432,63969.35639267111
1650499200,2022-04-21 00:00:00,XPRT/USDT,2.925,2.937,2.82,2.84,37901.36325026,109191.94758179014
1650412800,2022-04-20 00:00:00,XPRT/USDT,2.928,3.1,2.859,2.925,32911.06481436,96748.57704463249
1650326400,2022-04-19 00:00:00,XPRT/USDT,3.002,3.08,2.855,2.929,49474.23387829,147314.57872507011
1650240000,2022-04-18 00:00:00,XPRT/USDT,2.994,3.1,2.809,3.001,98778.13685867,292172.51873034409
1650153600,2022-04-17 00:00:00,XPRT/USDT,2.84,3.1,2.815,2.994,175899.93482679,530668.56758818863
1650067200,2022-04-16 00:00:00,XPRT/USDT,2.805,2.9,2.791,2.84,34818.34747519,98741.50968283167
1649980800,2022-04-15 00:00:00,XPRT/USDT,2.776,2.844,2.764,2.806,30668.78890784,86023.59491640563
1649894400,2022-04-14 00:00:00,XPRT/USDT,2.777,2.9,2.74,2.777,83679.42088774,236634.26540500282
1649808000,2022-04-13 00:00:00,XPRT/USDT,2.814,2.84,2.704,2.777,84819.03620584,236439.55803379285
1649721600,2022-04-12 00:00:00,XPRT/USDT,2.927,2.951,2.742,2.819,116356.43214986,328514.29237826773
1649635200,2022-04-11 00:00:00,XPRT/USDT,3.226,3.226,2.917,2.927,67004.49817689,202889.14955042127
1649548800,2022-04-10 00:00:00,XPRT/USDT,3.041,3.4,2.931,3.225,165551.88274775,526125.78857477782
1649462400,2022-04-09 00:00:00,XPRT/USDT,2.987,3.159,2.949,3.044,72578.31685491,220437.69695711494
1649376000,2022-04-08 00:00:00,XPRT/USDT,3.244,3.245,2.983,2.987,48358.91956601,150922.71965175654
1649289600,2022-04-07 00:00:00,XPRT/USDT,3.446,3.462,2.659,3.245,391203.89460035,1169335.60027133603
1649203200,2022-04-06 00:00:00,XPRT/USDT,3.621,3.75,3.443,3.446,166420.45463156,599800.76570752356
1649116800,2022-04-05 00:00:00,XPRT/USDT,3.817,3.83,3.29,3.62,335092.99271738,1167728.1682901919
1649030400,2022-04-04 00:00:00,XPRT/USDT,3.556,4.008,3.39,3.824,164253.07463704,616798.67271138603
1648944000,2022-04-03 00:00:00,XPRT/USDT,3.561,3.677,3.451,3.556,77088.10146467,276750.25543630266
1648857600,2022-04-02 00:00:00,XPRT/USDT,3.46,4.286,3.31,3.561,280661.23296577,1012740.85583047496
1648771200,2022-04-01 00:00:00,XPRT/USDT,3.403,4.061,3.317,3.454,303807.51279314,1069314.36321300169
1648684800,2022-03-31 00:00:00,XPRT/USDT,3.506,3.665,3.384,3.402,112983.91961931,397141.94562076327
1648598400,2022-03-30 00:00:00,XPRT/USDT,3.582,3.665,3.443,3.506,145959.29575102,518171.79476771234
1648512000,2022-03-29 00:00:00,XPRT/USDT,3.416,3.68,3.416,3.585,133669.20073308,480391.41654924561
1648425600,2022-03-28 00:00:00,XPRT/USDT,3.664,3.755,3.417,3.417,79267.39951209,285211.36056855268
1648339200,2022-03-27 00:00:00,XPRT/USDT,3.408,3.749,3.297,3.664,105242.11607899,370404.67673228417
1648252800,2022-03-26 00:00:00,XPRT/USDT,3.199,3.489,3.18,3.406,70753.44317414,235217.52799914743
1648166400,2022-03-25 00:00:00,XPRT/USDT,3.382,3.452,3.175,3.199,71110.86414348,235847.47882976971
1648080000,2022-03-24 00:00:00,XPRT/USDT,3.486,3.596,3.338,3.389,89247.46384121,310233.15379100963
1647993600,2022-03-23 00:00:00,XPRT/USDT,3.704,3.778,3.396,3.486,51211.62821333,183140.51749120219
1647907200,2022-03-22 00:00:00,XPRT/USDT,3.382,3.79,3.375,3.703,87160.58825298,317526.70239759059
1647820800,2022-03-21 00:00:00,XPRT/USDT,3.608,3.657,3.377,3.39,41964.83288016,146808.81585749243
1647734400,2022-03-20 00:00:00,XPRT/USDT,3.69,3.801,3.587,3.601,39994.88498253,147246.81481307779
1647648000,2022-03-19 00:00:00,XPRT/USDT,3.756,3.92,3.616,3.691,51638.37742072,194347.62941501025
1647561600,2022-03-18 00:00:00,XPRT/USDT,3.612,3.793,3.535,3.754,42292.65295662,153557.88756291369
1647475200,2022-03-17 00:00:00,XPRT/USDT,3.346,3.737,3.227,3.609,92912.52579642,325951.76248713353
1647388800,2022-03-16 00:00:00,XPRT/USDT,3.178,3.429,3.126,3.347,44649.57469478,143774.05528034997
1647302400,2022-03-15 00:00:00,XPRT/USDT,3.31,3.353,3.123,3.187,70148.24325186,225023.69676535014
1647216000,2022-03-14 00:00:00,XPRT/USDT,3.281,3.371,3.206,3.311,38876.0146431,128070.07139411098
1647129600,2022-03-13 00:00:00,XPRT/USDT,3.206,3.518,3.205,3.283,81400.73504682,273685.26416650309
1647043200,2022-03-12 00:00:00,XPRT/USDT,3.259,3.39,3.157,3.214,55373.28430149,179495.06844970001
1646956800,2022-03-11 00:00:00,XPRT/USDT,3.272,3.39,3.193,3.26,52270.32737233,169583.82794570422
1646870400,2022-03-10 00:00:00,XPRT/USDT,3.361,3.58,3.23,3.272,67474.45263233,223904.91663643365
1646784000,2022-03-09 00:00:00,XPRT/USDT,3.193,3.583,3.186,3.368,124723.7805569,427225.24891465938
1646697600,2022-03-08 00:00:00,XPRT/USDT,3.231,3.354,3.137,3.189,74552.44690213,239876.06429645235
1646611200,2022-03-07 00:00:00,XPRT/USDT,3.23,3.365,3.061,3.233,90250.38582142,290487.2168509119
1646524800,2022-03-06 00:00:00,XPRT/USDT,3.578,3.58,3.227,3.23,82026.52966293,276072.88656521809
1646438400,2022-03-05 00:00:00,XPRT/USDT,3.553,3.597,3.429,3.579,64223.31588462,223761.8666064564
1646352000,2022-03-04 00:00:00,XPRT/USDT,3.33,3.92,3.304,3.54,168160.43681482,614191.86813317875
1646265600,2022-03-03 00:00:00,XPRT/USDT,3.485,3.83,3.193,3.324,108451.44811513,368479.24626049727
1646179200,2022-03-02 00:00:00,XPRT/USDT,3.253,3.491,3.054,3.484,89143.88181658,295219.33062525804
1646092800,2022-03-01 00:00:00,XPRT/USDT,3.377,3.45,3.18,3.252,79659.29294168,261564.79636689411
1646006400,2022-02-28 00:00:00,XPRT/USDT,3.112,3.379,3.07,3.379,53124.76109677,168579.73182587611
1645920000,2022-02-27 00:00:00,XPRT/USDT,3.329,3.35,3.094,3.113,49217.28773519,159826.53414072104
1645833600,2022-02-26 00:00:00,XPRT/USDT,3.27,3.725,3.258,3.345,94891.99166099,321564.92566632798
1645747200,2022-02-25 00:00:00,XPRT/USDT,3.124,3.34,3.047,3.27,72490.50458885,228142.33537587992
1645660800,2022-02-24 00:00:00,XPRT/USDT,3.167,3.171,2.789,3.14,112186.77677294,333793.06027694794
1645574400,2022-02-23 00:00:00,XPRT/USDT,3.112,3.373,3.015,3.164,125973.21892735,408123.71340206521
1645488000,2022-02-22 00:00:00,XPRT/USDT,2.993,3.159,2.923,3.102,65688.50924344,200146.5039240762
1645401600,2022-02-21 00:00:00,XPRT/USDT,3.197,3.359,2.969,2.993,57886.68056149,183073.36268216605
1645315200,2022-02-20 00:00:00,XPRT/USDT,3.066,3.339,3.034,3.196,70990.12559591,224628.50653326907
1645228800,2022-02-19 00:00:00,XPRT/USDT,3.111,3.224,3.031,3.065,39711.96865404,123101.16286272448
1645142400,2022-02-18 00:00:00,XPRT/USDT,3.157,3.7,3.1,3.114,127511.94744278,424014.96896290189
1645056000,2022-02-17 00:00:00,XPRT/USDT,3.224,3.473,3.127,3.162,122543.82750765,403192.6874566711
1644969600,2022-02-16 00:00:00,XPRT/USDT,3.203,3.304,3.109,3.227,125990.94718077,402518.06175076729
1644883200,2022-02-15 00:00:00,XPRT/USDT,2.967,3.656,2.967,3.203,204579.25742383,659571.41850478133
1644796800,2022-02-14 00:00:00,XPRT/USDT,2.94,2.998,2.803,2.96,86713.33592088,253416.38856222867
1644710400,2022-02-13 00:00:00,XPRT/USDT,2.962,3.077,2.937,2.94,61132.89891481,182350.66318007824
1644624000,2022-02-12 00:00:00,XPRT/USDT,2.991,3.112,2.936,2.965,162889.00541834,489603.26247856706
1644537600,2022-02-11 00:00:00,XPRT/USDT,3.127,3.166,2.964,2.991,181592.20886029,563520.93040296792
1644451200,2022-02-10 00:00:00,XPRT/USDT,3.198,3.226,3.089,3.126,90444.2303672,287131.17925697906
1644364800,2022-02-09 00:00:00,XPRT/USDT,3.179,3.3,3.15,3.199,53792.88031299,172855.70504561346
1644278400,2022-02-08 00:00:00,XPRT/USDT,3.388,3.451,3.069,3.182,182019.82902067,598956.50344548146
1644192000,2022-02-07 00:00:00,XPRT/USDT,3.363,3.55,3.332,3.388,149492.72887903,511786.94236851652
1644105600,2022-02-06 00:00:00,XPRT/USDT,3.348,3.512,3.308,3.369,64652.06179371,219354.27743700973
1644019200,2022-02-05 00:00:00,XPRT/USDT,3.502,3.67,3.295,3.348,137700.37653644,470618.0712780997
1643932800,2022-02-04 00:00:00,XPRT/USDT,3.353,3.65,3.189,3.505,146736.24434468,504067.58166376635
1643846400,2022-02-03 00:00:00,XPRT/USDT,3.107,3.39,3,3.343,120445.40425029,380457.47704401973
1643760000,2022-02-02 00:00:00,XPRT/USDT,3.371,3.396,3.098,3.104,73344.74825389,238984.29967072547
1643673600,2022-02-01 00:00:00,XPRT/USDT,3.353,3.568,3.327,3.385,155835.73183718,536592.0316565622
1643587200,2022-01-31 00:00:00,XPRT/USDT,3.191,3.429,3.002,3.356,216006.4681493,690727.1226969758
1643500800,2022-01-30 00:00:00,XPRT/USDT,3.162,3.257,3.01,3.187,280000.59499798,881592.11031543815
1643414400,2022-01-29 00:00:00,XPRT/USDT,3.224,3.364,3.112,3.163,153724.45614403,492665.35653319918
1643328000,2022-01-28 00:00:00,XPRT/USDT,3.341,3.388,3.104,3.225,117771.9416857,379206.36366876959
1643241600,2022-01-27 00:00:00,XPRT/USDT,3.531,3.942,3.25,3.373,165303.55095429,566167.56290593617
1643155200,2022-01-26 00:00:00,XPRT/USDT,3.806,4.16,3.437,3.531,163987.53412772,603080.24286605605
1643068800,2022-01-25 00:00:00,XPRT/USDT,3.796,4.079,3.61,3.806,94487.48873851,362100.01984818055
1642982400,2022-01-24 00:00:00,XPRT/USDT,3.835,3.915,3.412,3.803,141349.00846164,520678.44463533862
1642896000,2022-01-23 00:00:00,XPRT/USDT,3.52,4.055,3.504,3.848,128785.98912731,481819.08081309404
1642809600,2022-01-22 00:00:00,XPRT/USDT,3.907,3.993,3.3,3.52,216186.5278596,774219.44089850476
1642723200,2022-01-21 00:00:00,XPRT/USDT,4.34,4.535,3.77,3.907,177771.91808207,734876.27899650685
