https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UNI3L,Volume USDT
1663401600,2022-09-17 08:00:00,UNI3L/USDT,0.00073,0.000735,0.000724,0.00073,369988.6028,270.334747697
1663398000,2022-09-17 07:00:00,UNI3L/USDT,0.00073,0.00073,0.00073,0.00073,2939.726,2.14599998
1663394400,2022-09-17 06:00:00,UNI3L/USDT,0.000717,0.000729,0.000717,0.000724,782165.3846,563.3193298194
1663390800,2022-09-17 05:00:00,UNI3L/USDT,0.000737,0.000737,0.000714,0.000714,1053507.5475,758.1422337602
1663387200,2022-09-17 04:00:00,UNI3L/USDT,0.000745,0.000756,0.000738,0.000739,3531546.2196,2618.551599471
1663383600,2022-09-17 03:00:00,UNI3L/USDT,0.000729,0.000737,0.000722,0.000737,1056417.5919,770.4084439873
1663380000,2022-09-17 02:00:00,UNI3L/USDT,0.000732,0.000745,0.000725,0.000726,345345.056,253.9160279863
1663376400,2022-09-17 01:00:00,UNI3L/USDT,0.00072,0.000741,0.00072,0.000741,1444434.1312,1046.2093772444
1663372800,2022-09-17 00:00:00,UNI3L/USDT,0.000709,0.000757,0.000708,0.00072,6034850.098,4411.2047378158
1663369200,2022-09-16 23:00:00,UNI3L/USDT,0.000696,0.00071,0.000694,0.00071,3686135.6352,2575.0475491127
1663365600,2022-09-16 22:00:00,UNI3L/USDT,0.000704,0.000712,0.000696,0.000703,251994.1947,176.2130520386
1663362000,2022-09-16 21:00:00,UNI3L/USDT,0.000707,0.000717,0.000697,0.0007,947007.6896,670.7271777829
1663358400,2022-09-16 20:00:00,UNI3L/USDT,0.00069,0.000711,0.00069,0.000706,393012.003,276.1213433563
1663354800,2022-09-16 19:00:00,UNI3L/USDT,0.00069,0.000691,0.000681,0.000688,1018278.8578,698.4043834308
1663351200,2022-09-16 18:00:00,UNI3L/USDT,0.000678,0.000695,0.00066,0.000681,893845.0104,609.2397722299
1663347600,2022-09-16 17:00:00,UNI3L/USDT,0.000676,0.000688,0.000652,0.000679,4787951.8904,3201.7394278979
1663344000,2022-09-16 16:00:00,UNI3L/USDT,0.00069,0.000692,0.000651,0.000666,2234502.2504,1496.0711422813
1663340400,2022-09-16 15:00:00,UNI3L/USDT,0.000695,0.000706,0.00068,0.0007,8430082.9747,5928.4407535412
1663336800,2022-09-16 14:00:00,UNI3L/USDT,0.000672,0.000716,0.000657,0.000697,5581908.2809,3864.2348018389
1663333200,2022-09-16 13:00:00,UNI3L/USDT,0.0007,0.000707,0.000651,0.00066,2873095.4981,1960.6438231523
1663329600,2022-09-16 12:00:00,UNI3L/USDT,0.00073,0.00073,0.0007,0.0007,1776110.9735,1249.1109606136
1663326000,2022-09-16 11:00:00,UNI3L/USDT,0.00071,0.000729,0.000706,0.000729,3291413.815,2361.8584526019
1663322400,2022-09-16 10:00:00,UNI3L/USDT,0.0007,0.000718,0.000685,0.000716,2683333.6929,1852.9354469489
1663318800,2022-09-16 09:00:00,UNI3L/USDT,0.000697,0.000711,0.000697,0.0007,3040132.5964,2141.5251190215
1663315200,2022-09-16 08:00:00,UNI3L/USDT,0.000717,0.000724,0.000695,0.000699,659799.1785,467.8948464959
1663311600,2022-09-16 07:00:00,UNI3L/USDT,0.000729,0.000729,0.000718,0.000719,149110.8573,107.9993561626
1663308000,2022-09-16 06:00:00,UNI3L/USDT,0.000733,0.000733,0.000726,0.00073,293839.3278,214.2831720388
1663304400,2022-09-16 05:00:00,UNI3L/USDT,0.000726,0.00074,0.000726,0.000732,1402053.0212,1031.3365054887
1663300800,2022-09-16 04:00:00,UNI3L/USDT,0.000737,0.000744,0.000737,0.000744,552979.6517,407.6321692234
1663297200,2022-09-16 03:00:00,UNI3L/USDT,0.000714,0.000733,0.000713,0.000733,207980.7259,148.5012940659
1663293600,2022-09-16 02:00:00,UNI3L/USDT,0.00072,0.000722,0.00071,0.000722,8842.9524,6.369178491
1663290000,2022-09-16 01:00:00,UNI3L/USDT,0.000742,0.000742,0.000722,0.000722,935157.8866,685.4227491701
1663286400,2022-09-16 00:00:00,UNI3L/USDT,0.000735,0.000735,0.000707,0.000729,1965350.8274,1406.735219546
1663282800,2022-09-15 23:00:00,UNI3L/USDT,0.000736,0.000737,0.000714,0.000724,3373808.9958,2432.3531261459
1663279200,2022-09-15 22:00:00,UNI3L/USDT,0.000746,0.000748,0.000714,0.000714,829488.0845,599.7254284586
1663275600,2022-09-15 21:00:00,UNI3L/USDT,0.000753,0.000762,0.000753,0.000762,191673.7979,144.9209209998
1663272000,2022-09-15 20:00:00,UNI3L/USDT,0.000753,0.000761,0.000752,0.000756,18591.519,14.0518906586
1663268400,2022-09-15 19:00:00,UNI3L/USDT,0.000747,0.000757,0.000747,0.000757,195912.7967,147.4552116525
1663264800,2022-09-15 18:00:00,UNI3L/USDT,0.000747,0.000768,0.000747,0.00075,931602.0688,703.4097465738
1663261200,2022-09-15 17:00:00,UNI3L/USDT,0.000771,0.000771,0.00075,0.000757,372407.2704,284.4822974234
1663257600,2022-09-15 16:00:00,UNI3L/USDT,0.000738,0.000764,0.000738,0.000762,336796.2587,253.112442423
1663254000,2022-09-15 15:00:00,UNI3L/USDT,0.000729,0.000746,0.00069,0.000732,4354455.8906,3144.170456378
1663250400,2022-09-15 14:00:00,UNI3L/USDT,0.00082,0.00082,0.000712,0.000729,9533582.5773,7532.839289194
1663246800,2022-09-15 13:00:00,UNI3L/USDT,0.000822,0.000822,0.000791,0.00082,10347191.1344,8295.9674242847
1663243200,2022-09-15 12:00:00,UNI3L/USDT,0.000816,0.000824,0.00081,0.000811,20178.7285,16.385281892
1663239600,2022-09-15 11:00:00,UNI3L/USDT,0.00081,0.000821,0.000806,0.00081,4838768.9917,3934.0956674613
1663236000,2022-09-15 10:00:00,UNI3L/USDT,0.000829,0.000849,0.000805,0.000805,4045324.6716,3355.0807414262
1663232400,2022-09-15 09:00:00,UNI3L/USDT,0.000806,0.000828,0.000797,0.000828,1241247.2859,1013.7539127207
1663228800,2022-09-15 08:00:00,UNI3L/USDT,0.00083,0.00084,0.000793,0.000808,3598213.1199,2928.323358411
1663225200,2022-09-15 07:00:00,UNI3L/USDT,0.0008,0.000869,0.000798,0.000831,9149315.5439,7655.7317199173
1663221600,2022-09-15 06:00:00,UNI3L/USDT,0.000773,0.000835,0.000726,0.000804,27845060.9427,21564.4068274029
1663218000,2022-09-15 05:00:00,UNI3L/USDT,0.000753,0.00078,0.000753,0.000777,4413393.4339,3368.6290549798
1663214400,2022-09-15 04:00:00,UNI3L/USDT,0.000763,0.000783,0.000749,0.00075,8330463.1176,6317.925743825
1663210800,2022-09-15 03:00:00,UNI3L/USDT,0.000781,0.000793,0.000758,0.00076,5553892.6201,4302.8056366706
1663207200,2022-09-15 02:00:00,UNI3L/USDT,0.000817,0.000817,0.000766,0.000795,6460851.7046,5118.8119546044
1663203600,2022-09-15 01:00:00,UNI3L/USDT,0.00082,0.00082,0.000788,0.000818,9669709.8725,7790.4003503693
1663200000,2022-09-15 00:00:00,UNI3L/USDT,0.000849,0.000852,0.000807,0.00082,1157890.2103,964.605816395
1663196400,2022-09-14 23:00:00,UNI3L/USDT,0.000864,0.000865,0.000851,0.000852,2161871.9945,1846.7614202214
1663192800,2022-09-14 22:00:00,UNI3L/USDT,0.000849,0.000872,0.000843,0.000872,481096.8034,413.08819414
1663189200,2022-09-14 21:00:00,UNI3L/USDT,0.000822,0.000849,0.000822,0.000849,977237.286,822.9938285908
1663185600,2022-09-14 20:00:00,UNI3L/USDT,0.000823,0.000824,0.000814,0.000817,19879.9313,16.308227173
1663182000,2022-09-14 19:00:00,UNI3L/USDT,0.000808,0.000832,0.000801,0.000828,1092623.14,888.5024946313
1663178400,2022-09-14 18:00:00,UNI3L/USDT,0.000822,0.000822,0.000762,0.000805,13641060.1282,10489.514176763
1663174800,2022-09-14 17:00:00,UNI3L/USDT,0.000827,0.000831,0.000821,0.000822,952496.455,783.9774021713
1663171200,2022-09-14 16:00:00,UNI3L/USDT,0.000825,0.000832,0.000817,0.000822,3108027.6921,2562.1557947505
1663167600,2022-09-14 15:00:00,UNI3L/USDT,0.000845,0.000845,0.000825,0.000834,6468525.3542,5362.7919427228
1663164000,2022-09-14 14:00:00,UNI3L/USDT,0.000849,0.00085,0.000819,0.000844,1705457.3359,1422.8291958703
1663160400,2022-09-14 13:00:00,UNI3L/USDT,0.000852,0.000864,0.000803,0.000849,998082.3219,840.1614391911
1663156800,2022-09-14 12:00:00,UNI3L/USDT,0.000801,0.000865,0.000795,0.000855,5080835.8758,4161.099454444
1663153200,2022-09-14 11:00:00,UNI3L/USDT,0.000839,0.000839,0.0008,0.000808,413324.6733,338.2292895268
1663149600,2022-09-14 10:00:00,UNI3L/USDT,0.000837,0.000838,0.000835,0.000838,1303053.4876,1090.925228917
1663146000,2022-09-14 09:00:00,UNI3L/USDT,0.000831,0.000843,0.000825,0.000833,368009.0159,305.8887337144
1663142400,2022-09-14 08:00:00,UNI3L/USDT,0.000829,0.000843,0.0008,0.000843,2548556.7021,2081.3000703979
1663138800,2022-09-14 07:00:00,UNI3L/USDT,0.00084,0.00084,0.000795,0.000829,755380.2738,610.9023572023
1663135200,2022-09-14 06:00:00,UNI3L/USDT,0.000845,0.000853,0.000832,0.00084,2049964.1784,1736.2107488938
1663131600,2022-09-14 05:00:00,UNI3L/USDT,0.000864,0.000866,0.000844,0.000856,17410326.8013,14920.4027827434
1663128000,2022-09-14 04:00:00,UNI3L/USDT,0.000839,0.000862,0.000836,0.000854,10425578.0036,8759.3641514256
1663124400,2022-09-14 03:00:00,UNI3L/USDT,0.000847,0.000852,0.000832,0.00084,17488025.2367,14625.859404462
1663120800,2022-09-14 02:00:00,UNI3L/USDT,0.000837,0.000856,0.000836,0.000847,1894052.4061,1600.8311344285
1663117200,2022-09-14 01:00:00,UNI3L/USDT,0.000826,0.000838,0.00082,0.000838,148050.8448,122.1351011503
1663113600,2022-09-14 00:00:00,UNI3L/USDT,0.000795,0.00082,0.000788,0.00082,543097.5359,437.8014276351
1663110000,2022-09-13 23:00:00,UNI3L/USDT,0.000819,0.000819,0.000777,0.000805,2506453.4255,1987.3057369662
1663106400,2022-09-13 22:00:00,UNI3L/USDT,0.000838,0.000839,0.000814,0.000826,3211337.5055,2656.1597757579
1663102800,2022-09-13 21:00:00,UNI3L/USDT,0.000844,0.000851,0.000806,0.000837,1331620.412,1109.984125114
1663099200,2022-09-13 20:00:00,UNI3L/USDT,0.00085,0.000871,0.000844,0.000844,6917622.3684,5979.1180686652
1663095600,2022-09-13 19:00:00,UNI3L/USDT,0.000825,0.000863,0.00079,0.000863,14523149.5466,11977.7215869723
1663092000,2022-09-13 18:00:00,UNI3L/USDT,0.000872,0.000878,0.000818,0.000818,3140368.3237,2684.9761086178
1663088400,2022-09-13 17:00:00,UNI3L/USDT,0.000883,0.000904,0.000875,0.000875,5301614.1096,4670.4766886971
1663084800,2022-09-13 16:00:00,UNI3L/USDT,0.000857,0.000896,0.000855,0.000891,4718568.8691,4184.2707382848
1663081200,2022-09-13 15:00:00,UNI3L/USDT,0.000862,0.000886,0.000847,0.00087,5629823.851,4840.4423571193
1663077600,2022-09-13 14:00:00,UNI3L/USDT,0.000889,0.000921,0.000838,0.000863,9760246.4953,8501.6393991285
1663074000,2022-09-13 13:00:00,UNI3L/USDT,0.000905,0.00092,0.000876,0.000889,10223222.9082,9271.4531895476
1663070400,2022-09-13 12:00:00,UNI3L/USDT,0.001112,0.001146,0.000883,0.000909,39785479.1907,38482.8948224478
1663066800,2022-09-13 11:00:00,UNI3L/USDT,0.001108,0.001137,0.001104,0.001113,529116.5832,591.0985899133
1663063200,2022-09-13 10:00:00,UNI3L/USDT,0.001084,0.001126,0.001081,0.001109,1457381.04,1608.6562250207
1663059600,2022-09-13 09:00:00,UNI3L/USDT,0.001094,0.001117,0.001068,0.001073,3983142.117,4331.1698872801
1663056000,2022-09-13 08:00:00,UNI3L/USDT,0.001106,0.001117,0.001078,0.001094,7861950.179,8518.372730184
1663052400,2022-09-13 07:00:00,UNI3L/USDT,0.001094,0.001114,0.001078,0.001103,860461.3687,938.3665322577
1663048800,2022-09-13 06:00:00,UNI3L/USDT,0.001105,0.001145,0.001078,0.001093,4133466.6202,4661.5652829823
1663045200,2022-09-13 05:00:00,UNI3L/USDT,0.001108,0.001113,0.001094,0.0011,819061.0796,905.2303272502
1663041600,2022-09-13 04:00:00,UNI3L/USDT,0.001117,0.00113,0.001097,0.001097,1038746.8424,1156.4639872866
1663038000,2022-09-13 03:00:00,UNI3L/USDT,0.001093,0.001117,0.001063,0.001117,2201108.0603,2384.0247292072
1663034400,2022-09-13 02:00:00,UNI3L/USDT,0.001049,0.001093,0.001027,0.001093,4407801.4799,4596.1788043156
1663030800,2022-09-13 01:00:00,UNI3L/USDT,0.001057,0.001066,0.001035,0.00106,3286411.9124,3443.2733825353
1663027200,2022-09-13 00:00:00,UNI3L/USDT,0.001093,0.0011,0.001013,0.001056,17332636.5631,18139.13331172
1663023600,2022-09-12 23:00:00,UNI3L/USDT,0.001092,0.001101,0.001088,0.001101,432552.5582,474.0630772983
1663020000,2022-09-12 22:00:00,UNI3L/USDT,0.001097,0.001098,0.001073,0.001086,789425.0985,856.0378120317
1663016400,2022-09-12 21:00:00,UNI3L/USDT,0.001132,0.001132,0.001097,0.001097,2730995.4805,3026.7419871032
1663012800,2022-09-12 20:00:00,UNI3L/USDT,0.001133,0.001144,0.001115,0.001133,8329077.2121,9487.0667632105
1663009200,2022-09-12 19:00:00,UNI3L/USDT,0.001142,0.001147,0.001123,0.001123,3461977.4809,3907.1849658079
1663005600,2022-09-12 18:00:00,UNI3L/USDT,0.001156,0.001156,0.001117,0.001132,8535947.5762,9719.7406495829
1663002000,2022-09-12 17:00:00,UNI3L/USDT,0.001138,0.001174,0.001124,0.001174,1299034.8705,1484.4411008794
1662998400,2022-09-12 16:00:00,UNI3L/USDT,0.001114,0.001149,0.001066,0.001149,6784143.0666,7352.1113730856
1662994800,2022-09-12 15:00:00,UNI3L/USDT,0.001191,0.001191,0.001101,0.001101,4982797.7678,5669.0778550656
1662991200,2022-09-12 14:00:00,UNI3L/USDT,0.001182,0.001238,0.001177,0.001191,9649937.3232,11868.0663710625
1662987600,2022-09-12 13:00:00,UNI3L/USDT,0.001183,0.001197,0.001164,0.001181,7625408.6429,8959.5800722931
1662984000,2022-09-12 12:00:00,UNI3L/USDT,0.001201,0.001207,0.001178,0.001184,1322668.5958,1581.2487018996
1662980400,2022-09-12 11:00:00,UNI3L/USDT,0.001201,0.001219,0.00119,0.001208,4785784.5919,5743.4770171342
1662976800,2022-09-12 10:00:00,UNI3L/USDT,0.001213,0.001233,0.001183,0.001201,8008025.9684,9710.1667055722
1662973200,2022-09-12 09:00:00,UNI3L/USDT,0.00121,0.00123,0.001194,0.001229,9696685.9574,11707.5501429634
1662969600,2022-09-12 08:00:00,UNI3L/USDT,0.001119,0.00121,0.001103,0.001198,22743811.0616,26164.0622122513
1662966000,2022-09-12 07:00:00,UNI3L/USDT,0.00106,0.001119,0.00106,0.001119,3792808.5199,4129.0313350183
1662962400,2022-09-12 06:00:00,UNI3L/USDT,0.001049,0.00106,0.001042,0.00106,7108165.7615,7504.4346910841
1662958800,2022-09-12 05:00:00,UNI3L/USDT,0.00102,0.001051,0.001013,0.001051,10833290.7744,11304.712925924
1662955200,2022-09-12 04:00:00,UNI3L/USDT,0.001004,0.001025,0.001004,0.001025,1320976.8564,1335.1970711175
1662951600,2022-09-12 03:00:00,UNI3L/USDT,0.001023,0.001029,0.000978,0.001,15844230.90717681,15903.12986011021
1662948000,2022-09-12 02:00:00,UNI3L/USDT,0.001097,0.001107,0.001015,0.001024,16918901.2818,17874.9194140919
1662944400,2022-09-12 01:00:00,UNI3L/USDT,0.000978,0.001126,0.000972,0.001087,9949118.3759,10431.6671592395
1662940800,2022-09-12 00:00:00,UNI3L/USDT,0.001014,0.001029,0.000978,0.000978,3349950.6494,3374.105421011
1662937200,2022-09-11 23:00:00,UNI3L/USDT,0.001007,0.001025,0.000995,0.001025,901627.6019,910.3968793564
1662933600,2022-09-11 22:00:00,UNI3L/USDT,0.000979,0.001024,0.000974,0.00101,3046039.3972,3045.2726145124
1662930000,2022-09-11 21:00:00,UNI3L/USDT,0.001027,0.001032,0.00096,0.000979,13739076.4275,13867.5056976605
1662926400,2022-09-11 20:00:00,UNI3L/USDT,0.00105,0.001051,0.001,0.001026,2969601.8501,3041.6809700988
1662922800,2022-09-11 19:00:00,UNI3L/USDT,0.001065,0.001065,0.001036,0.001049,5961596.6036,6302.2072010389
1662919200,2022-09-11 18:00:00,UNI3L/USDT,0.001092,0.001092,0.001054,0.001054,649435.0389,695.5994136831
1662915600,2022-09-11 17:00:00,UNI3L/USDT,0.001098,0.001122,0.001085,0.001091,2501730.2483,2760.4934568711
1662912000,2022-09-11 16:00:00,UNI3L/USDT,0.001097,0.00112,0.001086,0.001105,4082895.8024,4511.3434485042
1662908400,2022-09-11 15:00:00,UNI3L/USDT,0.00105,0.001097,0.00105,0.001097,7866247.3739,8496.164810738
1662904800,2022-09-11 14:00:00,UNI3L/USDT,0.001058,0.001058,0.00104,0.00104,2235901.2162,2333.4908652257
1662901200,2022-09-11 13:00:00,UNI3L/USDT,0.001051,0.00106,0.001026,0.001054,29744467.299,30863.8075486426
1662897600,2022-09-11 12:00:00,UNI3L/USDT,0.001056,0.001065,0.001037,0.001065,746811.569,787.3617616149
1662894000,2022-09-11 11:00:00,UNI3L/USDT,0.00105,0.001084,0.00105,0.001059,9633095.4341,10361.3968953943
1662890400,2022-09-11 10:00:00,UNI3L/USDT,0.001053,0.001053,0.001033,0.001046,3549908.4489,3690.5670640554
1662886800,2022-09-11 09:00:00,UNI3L/USDT,0.001049,0.001055,0.001041,0.001042,388578.8921,405.3801177398
1662883200,2022-09-11 08:00:00,UNI3L/USDT,0.001051,0.001061,0.00104,0.001052,5176321.7516,5412.1094087718
1662879600,2022-09-11 07:00:00,UNI3L/USDT,0.00103,0.00105,0.001027,0.00105,1376806.2216,1433.7391042855
1662876000,2022-09-11 06:00:00,UNI3L/USDT,0.00105,0.001056,0.000968,0.001036,11953966.2328,11825.1695725796
1662872400,2022-09-11 05:00:00,UNI3L/USDT,0.001056,0.001058,0.001041,0.001052,5296780.4039,5555.5268656346
1662868800,2022-09-11 04:00:00,UNI3L/USDT,0.001064,0.001069,0.001059,0.001059,209421.2266,222.6013824499
1662865200,2022-09-11 03:00:00,UNI3L/USDT,0.001066,0.001096,0.001061,0.001074,1245725.6058,1349.1487511262
1662861600,2022-09-11 02:00:00,UNI3L/USDT,0.001057,0.001085,0.001053,0.001053,2595933.673,2794.5274889023
1662858000,2022-09-11 01:00:00,UNI3L/USDT,0.001115,0.001132,0.001056,0.001056,2036664.8468,2235.5501483818
1662854400,2022-09-11 00:00:00,UNI3L/USDT,0.001123,0.001143,0.001111,0.001121,629352.2133,710.4498615365
1662850800,2022-09-10 23:00:00,UNI3L/USDT,0.001122,0.001132,0.001107,0.001117,2425993.931,2716.5188859741
1662847200,2022-09-10 22:00:00,UNI3L/USDT,0.001076,0.00114,0.001076,0.001117,6817220.8693,7523.2317407005
1662843600,2022-09-10 21:00:00,UNI3L/USDT,0.001055,0.0011,0.00105,0.001063,3909648.5351,4232.0853056055
1662840000,2022-09-10 20:00:00,UNI3L/USDT,0.001061,0.001063,0.001046,0.001056,1476043.672,1561.0247264259
1662836400,2022-09-10 19:00:00,UNI3L/USDT,0.00107,0.00107,0.001063,0.001063,172443.9376,183.7208101859
1662832800,2022-09-10 18:00:00,UNI3L/USDT,0.001056,0.001069,0.001055,0.001061,7577088.7554,8006.2126130721
1662829200,2022-09-10 17:00:00,UNI3L/USDT,0.001055,0.001056,0.001041,0.001056,722149.9289,758.7776245613
1662825600,2022-09-10 16:00:00,UNI3L/USDT,0.001031,0.001077,0.001025,0.001059,892421.9376,935.6064677549
1662822000,2022-09-10 15:00:00,UNI3L/USDT,0.001035,0.001055,0.001034,0.001036,888205.9152,928.8760926156
1662818400,2022-09-10 14:00:00,UNI3L/USDT,0.00103,0.00106,0.001028,0.001034,5543127.9189,5795.0233016413
1662814800,2022-09-10 13:00:00,UNI3L/USDT,0.001084,0.001086,0.001021,0.001032,2003736.9168,2102.6328606159
1662811200,2022-09-10 12:00:00,UNI3L/USDT,0.001075,0.001097,0.001045,0.001057,8148993.1441,8759.4483788745
1662807600,2022-09-10 11:00:00,UNI3L/USDT,0.001063,0.001069,0.001054,0.001069,1156439.3505,1221.4059380903
1662804000,2022-09-10 10:00:00,UNI3L/USDT,0.001063,0.001066,0.001041,0.00106,223349.2232,235.229231454
1662800400,2022-09-10 09:00:00,UNI3L/USDT,0.001046,0.001069,0.001046,0.001056,461677.4782,489.4331040776
1662796800,2022-09-10 08:00:00,UNI3L/USDT,0.001041,0.001074,0.001034,0.001046,2634589.0695,2778.849287892
1662793200,2022-09-10 07:00:00,UNI3L/USDT,0.001107,0.001113,0.001018,0.001035,12996416.2438,13533.4048614304
1662789600,2022-09-10 06:00:00,UNI3L/USDT,0.001093,0.001119,0.001085,0.001102,811703.9764,889.5712454416
1662786000,2022-09-10 05:00:00,UNI3L/USDT,0.001066,0.001092,0.001053,0.001078,727477.6814,780.6146891161
1662782400,2022-09-10 04:00:00,UNI3L/USDT,0.001076,0.001101,0.001054,0.00106,2741636.1096,2947.9824680046
1662778800,2022-09-10 03:00:00,UNI3L/USDT,0.001091,0.001091,0.001064,0.001075,488233.1198,524.6146891265
1662775200,2022-09-10 02:00:00,UNI3L/USDT,0.001057,0.001098,0.001051,0.001084,7464213.5908,8109.0853085918
1662771600,2022-09-10 01:00:00,UNI3L/USDT,0.001048,0.001076,0.001036,0.001048,626550.1844,661.9344016723
1662768000,2022-09-10 00:00:00,UNI3L/USDT,0.001048,0.001056,0.001019,0.001046,5807184.81,5985.4090367113
1662764400,2022-09-09 23:00:00,UNI3L/USDT,0.001037,0.001047,0.000987,0.001046,7973817.7896,8162.923256523
1662760800,2022-09-09 22:00:00,UNI3L/USDT,0.001025,0.001045,0.001025,0.001037,392148.763,408.0521755238
1662757200,2022-09-09 21:00:00,UNI3L/USDT,0.001026,0.001028,0.00101,0.001013,951093.6573,972.3536804174
1662753600,2022-09-09 20:00:00,UNI3L/USDT,0.001012,0.001055,0.001012,0.001038,7042182.8579,7337.7953403785
1662750000,2022-09-09 19:00:00,UNI3L/USDT,0.001003,0.001005,0.000993,0.001005,2910903.9014,2907.5856546307
1662746400,2022-09-09 18:00:00,UNI3L/USDT,0.000994,0.001001,0.000982,0.00099,2728458.0182,2713.9860953498
1662742800,2022-09-09 17:00:00,UNI3L/USDT,0.001073,0.001074,0.000979,0.000995,18405978.5591,18648.1480237597
1662739200,2022-09-09 16:00:00,UNI3L/USDT,0.001078,0.001091,0.001046,0.001077,8809273.866,9394.4463168079
1662735600,2022-09-09 15:00:00,UNI3L/USDT,0.001093,0.00112,0.001069,0.001095,21797187.0157,23722.5410176579
1662732000,2022-09-09 14:00:00,UNI3L/USDT,0.001077,0.001103,0.00107,0.00109,2968100.9143,3224.0314604492
1662728400,2022-09-09 13:00:00,UNI3L/USDT,0.001083,0.001086,0.001044,0.001066,5223255.5023,5538.4370276696
1662724800,2022-09-09 12:00:00,UNI3L/USDT,0.001084,0.001136,0.001084,0.001092,3562028.2402,3976.9597675023
1662721200,2022-09-09 11:00:00,UNI3L/USDT,0.001098,0.001099,0.001077,0.001082,3393144.8414,3680.1747294297
1662717600,2022-09-09 10:00:00,UNI3L/USDT,0.001069,0.0011,0.001058,0.001092,3321277.1737,3581.5075474231
1662714000,2022-09-09 09:00:00,UNI3L/USDT,0.00105,0.001068,0.001038,0.00106,5981454.1518,6277.7026211691
1662710400,2022-09-09 08:00:00,UNI3L/USDT,0.001029,0.001075,0.001028,0.001058,2820697.7614,2976.0255811798
1662706800,2022-09-09 07:00:00,UNI3L/USDT,0.001029,0.001038,0.001021,0.001029,2481355.0566,2547.9348648252
1662703200,2022-09-09 06:00:00,UNI3L/USDT,0.001048,0.00106,0.001024,0.001042,10452810.5344,10876.5258598478
1662699600,2022-09-09 05:00:00,UNI3L/USDT,0.001005,0.001057,0.001005,0.001048,1646379.1568,1692.5690969575
1662696000,2022-09-09 04:00:00,UNI3L/USDT,0.00097,0.001016,0.000954,0.001008,4942513.4367,4855.7976550697
1662692400,2022-09-09 03:00:00,UNI3L/USDT,0.000923,0.00097,0.000923,0.00097,14786223.2718,14229.1849421427
1662688800,2022-09-09 02:00:00,UNI3L/USDT,0.000918,0.000932,0.000911,0.000918,549139.6654,503.2049416919
1662685200,2022-09-09 01:00:00,UNI3L/USDT,0.000915,0.000932,0.000914,0.000919,1362087.5584,1252.6306031548
1662681600,2022-09-09 00:00:00,UNI3L/USDT,0.000907,0.000935,0.000907,0.00092,1724018.2237,1592.191814961
1662678000,2022-09-08 23:00:00,UNI3L/USDT,0.000908,0.000908,0.000885,0.000906,8488129.1622,7644.7999890255
1662674400,2022-09-08 22:00:00,UNI3L/USDT,0.000902,0.000907,0.000896,0.000896,2272265.4829,2047.3691250721
1662670800,2022-09-08 21:00:00,UNI3L/USDT,0.000911,0.00092,0.000908,0.00092,4398063.1902,4042.4344304491
1662667200,2022-09-08 20:00:00,UNI3L/USDT,0.00093,0.000942,0.000912,0.00093,14058660.3445,13116.6791870806
1662663600,2022-09-08 19:00:00,UNI3L/USDT,0.000881,0.000928,0.000881,0.000919,4216775.4201,3800.2389603065
1662660000,2022-09-08 18:00:00,UNI3L/USDT,0.00087,0.000891,0.000866,0.000891,1591097.0377,1383.6463718208
