https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume ZAR,tradecount
1617231600000,2021-03-31 23:00:00,ETH/ZAR,25318.20000000,25495.80000000,25318.20000000,25407.00000000,0.02188000,555.90516000,4
1617228000000,2021-03-31 22:00:00,ETH/ZAR,25939.70000000,25939.70000000,25407.00000000,25407.00000000,0.08310000,2137.58741000,14
1617224400000,2021-03-31 21:00:00,ETH/ZAR,25850.90000000,25939.70000000,25562.90000000,25907.30000000,0.52282000,13431.65221800,17
1617220800000,2021-03-31 20:00:00,ETH/ZAR,25407.00000000,25939.70000000,25407.00000000,25939.70000000,0.17602000,4487.47437800,15
1617217200000,2021-03-31 19:00:00,ETH/ZAR,25367.20000000,25670.20000000,25367.20000000,25495.80000000,8.03826000,205453.02915500,21
1617213600000,2021-03-31 18:00:00,ETH/ZAR,24785.70000000,25318.20000000,24785.70000000,25318.20000000,5.19842000,131188.15429500,26
1617210000000,2021-03-31 17:00:00,ETH/ZAR,24696.80000000,24918.80000000,23986.60000000,24874.40000000,5.67355000,141221.63024800,41
1617206400000,2021-03-31 16:00:00,ETH/ZAR,24608.00000000,24874.40000000,22960.20000000,24696.80000000,4.02884000,96895.12446200,144
1617202800000,2021-03-31 15:00:00,ETH/ZAR,24696.80000000,24785.60000000,24164.20000000,24652.30000000,0.26644000,6535.79449100,43
1617199200000,2021-03-31 14:00:00,ETH/ZAR,24608.00000000,24608.00000000,23897.80000000,24473.50000000,0.55863000,13674.54905700,24
1617195600000,2021-03-31 13:00:00,ETH/ZAR,24430.50000000,24519.30000000,24430.50000000,24430.50000000,0.01547000,378.42557100,3
1617192000000,2021-03-31 12:00:00,ETH/ZAR,24314.10000000,24430.50000000,24183.30000000,24341.70000000,0.35091000,8506.89110300,10
1617188400000,2021-03-31 11:00:00,ETH/ZAR,24252.90000000,24332.60000000,24164.20000000,24332.60000000,0.49199000,11966.20796300,5
1617184800000,2021-03-31 10:00:00,ETH/ZAR,23897.80000000,24193.40000000,23631.50000000,24164.20000000,12.02811000,290277.55580200,35
1617181200000,2021-03-31 09:00:00,ETH/ZAR,23414.40000000,23986.60000000,23414.40000000,23809.10000000,7.07438000,167446.87641800,58
1617177600000,2021-03-31 08:00:00,ETH/ZAR,22921.30000000,24089.70000000,22566.20000000,23454.00000000,18.14164000,422257.50372700,155
1617174000000,2021-03-31 07:00:00,ETH/ZAR,23505.90000000,23542.70000000,23010.10000000,23010.10000000,0.22140000,5193.46106500,11
1617170400000,2021-03-31 06:00:00,ETH/ZAR,23524.70000000,23583.10000000,23466.20000000,23583.10000000,6.08362000,143015.27736500,22
1617166800000,2021-03-31 05:00:00,ETH/ZAR,23341.60000000,23669.40000000,22552.10000000,22552.10000000,2.59583000,60740.69292600,46
1617163200000,2021-03-31 04:00:00,ETH/ZAR,23141.10000000,23149.20000000,22546.30000000,22546.30000000,3.37613000,78004.68219800,21
1617159600000,2021-03-31 03:00:00,ETH/ZAR,23153.30000000,23421.60000000,23044.70000000,23421.60000000,5.33313000,123599.99811200,22
1617156000000,2021-03-31 02:00:00,ETH/ZAR,23280.20000000,23742.00000000,22546.00000000,23479.90000000,5.49937000,128953.83420800,34
1617152400000,2021-03-31 01:00:00,ETH/ZAR,24127.80000000,24127.80000000,23498.90000000,23498.90000000,3.17728000,75259.92921900,26
1617148800000,2021-03-31 00:00:00,ETH/ZAR,24512.30000000,24512.30000000,24392.10000000,24392.10000000,3.14725000,76931.56706100,17
1617145200000,2021-03-30 23:00:00,ETH/ZAR,24212.90000000,24463.20000000,23818.70000000,24397.90000000,9.90582000,241063.04956000,67
1617141600000,2021-03-30 22:00:00,ETH/ZAR,24537.20000000,24537.20000000,23280.40000000,23933.40000000,9.61486000,231593.92562200,28
1617138000000,2021-03-30 21:00:00,ETH/ZAR,24528.30000000,24528.30000000,24528.30000000,24528.30000000,0.02761000,677.22636300,1
1617134400000,2021-03-30 20:00:00,ETH/ZAR,24578.00000000,24692.80000000,24407.10000000,24483.70000000,8.41006000,206943.21860000,20
1617130800000,2021-03-30 19:00:00,ETH/ZAR,24524.90000000,24809.30000000,23876.90000000,24141.40000000,5.09759000,124004.89582500,21
1617127200000,2021-03-30 18:00:00,ETH/ZAR,24684.90000000,24684.90000000,24435.30000000,24440.20000000,0.45551000,11188.74463400,5
1617123600000,2021-03-30 17:00:00,ETH/ZAR,24303.40000000,24594.80000000,24303.40000000,24594.80000000,1.51379000,37186.96495800,3
1617120000000,2021-03-30 16:00:00,ETH/ZAR,23800.90000000,24497.60000000,21834.60000000,24292.20000000,13.19211000,317765.67416500,48
1617116400000,2021-03-30 15:00:00,ETH/ZAR,24554.20000000,24554.20000000,24201.30000000,24201.30000000,0.51162000,12413.56433600,9
1617112800000,2021-03-30 14:00:00,ETH/ZAR,24684.90000000,24684.90000000,24684.90000000,24684.90000000,0.00000000,0.00000000,0
1617109200000,2021-03-30 13:00:00,ETH/ZAR,24401.80000000,24684.90000000,24401.80000000,24684.90000000,4.61431000,113686.82171800,11
1617105600000,2021-03-30 12:00:00,ETH/ZAR,24374.30000000,24824.20000000,24374.30000000,24505.60000000,5.22417000,128637.08252300,19
1617102000000,2021-03-30 11:00:00,ETH/ZAR,24567.60000000,24567.60000000,24552.70000000,24553.10000000,0.65611000,16109.66254400,7
1617098400000,2021-03-30 10:00:00,ETH/ZAR,24472.20000000,24472.20000000,23800.70000000,24442.10000000,3.10459000,74805.89203300,12
1617094800000,2021-03-30 09:00:00,ETH/ZAR,24167.40000000,24386.70000000,23981.40000000,24375.30000000,6.41461000,155261.51616800,10
1617091200000,2021-03-30 08:00:00,ETH/ZAR,21879.20000000,24089.70000000,21064.00000000,23915.80000000,47.72207000,1065442.65418400,126
1617087600000,2021-03-30 07:00:00,ETH/ZAR,20930.20000000,23545.00000000,20930.20000000,21145.90000000,4.33376000,97600.47370100,25
1617084000000,2021-03-30 06:00:00,ETH/ZAR,21834.60000000,23329.60000000,21145.90000000,21145.90000000,3.43599000,74812.73457000,16
1617080400000,2021-03-30 05:00:00,ETH/ZAR,23622.40000000,23663.00000000,18204.00000000,22545.80000000,124.64501000,2836453.33277100,484
1617076800000,2021-03-30 04:00:00,ETH/ZAR,23782.40000000,23910.80000000,23716.60000000,23820.30000000,2.20912000,52488.47228200,11
1617073200000,2021-03-30 03:00:00,ETH/ZAR,23967.10000000,23967.10000000,23838.70000000,23838.70000000,0.81729000,19533.08355200,4
1617069600000,2021-03-30 02:00:00,ETH/ZAR,24012.80000000,24012.80000000,23961.10000000,23967.10000000,5.95928000,142950.58113400,9
1617066000000,2021-03-30 01:00:00,ETH/ZAR,24062.40000000,24062.40000000,24062.40000000,24062.40000000,0.00000000,0.00000000,0
1617062400000,2021-03-30 00:00:00,ETH/ZAR,24665.90000000,24665.90000000,22115.20000000,24062.40000000,9.54834000,231447.58840800,32
1617058800000,2021-03-29 23:00:00,ETH/ZAR,24736.90000000,24736.90000000,24736.90000000,24736.90000000,0.00000000,0.00000000,0
1617055200000,2021-03-29 22:00:00,ETH/ZAR,24736.90000000,24736.90000000,24736.90000000,24736.90000000,0.05708000,1411.98225200,1
1617051600000,2021-03-29 21:00:00,ETH/ZAR,24728.20000000,24773.50000000,24728.20000000,24736.90000000,6.49284000,160732.13605600,7
1617048000000,2021-03-29 20:00:00,ETH/ZAR,24695.60000000,24695.60000000,24615.80000000,24615.80000000,0.32365000,7969.33038800,4
1617044400000,2021-03-29 19:00:00,ETH/ZAR,24958.50000000,24958.50000000,24848.40000000,24882.50000000,16.36516000,407434.40286100,497
1617040800000,2021-03-29 18:00:00,ETH/ZAR,24839.80000000,24926.20000000,24795.50000000,24871.40000000,69.39152000,1725521.02957700,584
1617037200000,2021-03-29 17:00:00,ETH/ZAR,24329.10000000,24880.30000000,24319.00000000,24802.20000000,31.33398000,776217.71515700,44
1617033600000,2021-03-29 16:00:00,ETH/ZAR,24356.10000000,24413.00000000,24077.30000000,24334.40000000,13.99693000,339503.63186300,43
1617030000000,2021-03-29 15:00:00,ETH/ZAR,24021.80000000,24363.70000000,24021.80000000,24355.70000000,12.26555000,295653.58912700,48
1617026400000,2021-03-29 14:00:00,ETH/ZAR,23988.40000000,24245.60000000,23934.40000000,24064.30000000,2.76597000,66653.71220200,12
1617022800000,2021-03-29 13:00:00,ETH/ZAR,24152.50000000,24152.50000000,23812.60000000,24057.20000000,2.13483000,51214.46277700,8
1617019200000,2021-03-29 12:00:00,ETH/ZAR,24129.00000000,24351.70000000,24126.70000000,24151.40000000,9.78031000,236231.76504300,17
1617015600000,2021-03-29 11:00:00,ETH/ZAR,24364.10000000,24364.10000000,23865.20000000,23865.20000000,5.89946000,141849.83022200,18
1617012000000,2021-03-29 10:00:00,ETH/ZAR,24335.80000000,24335.80000000,24335.80000000,24335.80000000,0.07431000,1808.39329800,1
1617008400000,2021-03-29 09:00:00,ETH/ZAR,24089.70000000,24231.30000000,24089.70000000,24231.30000000,0.37863000,9173.52392700,5
1617004800000,2021-03-29 08:00:00,ETH/ZAR,23715.50000000,23948.00000000,23660.60000000,23935.30000000,3.91534000,93133.57632800,19
1617001200000,2021-03-29 07:00:00,ETH/ZAR,23621.10000000,23621.10000000,23548.20000000,23592.60000000,8.66148000,204318.15359900,16
1616997600000,2021-03-29 06:00:00,ETH/ZAR,23507.60000000,23525.10000000,23501.30000000,23525.10000000,1.06016000,24923.77565800,6
1616994000000,2021-03-29 05:00:00,ETH/ZAR,23594.20000000,23594.20000000,23511.10000000,23511.10000000,2.58595000,60812.28474500,6
1616990400000,2021-03-29 04:00:00,ETH/ZAR,23594.20000000,23594.20000000,23594.20000000,23594.20000000,0.00000000,0.00000000,0
1616986800000,2021-03-29 03:00:00,ETH/ZAR,23594.20000000,23594.20000000,23594.20000000,23594.20000000,0.00684000,161.38432800,1
1616983200000,2021-03-29 02:00:00,ETH/ZAR,23264.10000000,23264.10000000,23264.10000000,23264.10000000,0.00000000,0.00000000,0
1616979600000,2021-03-29 01:00:00,ETH/ZAR,23264.10000000,23264.10000000,23264.10000000,23264.10000000,0.00000000,0.00000000,0
1616976000000,2021-03-29 00:00:00,ETH/ZAR,23264.10000000,23264.10000000,23264.10000000,23264.10000000,0.00000000,0.00000000,0
1616972400000,2021-03-28 23:00:00,ETH/ZAR,23264.10000000,23264.10000000,23264.10000000,23264.10000000,0.00000000,0.00000000,0
1616968800000,2021-03-28 22:00:00,ETH/ZAR,23310.90000000,23406.50000000,23262.00000000,23264.10000000,0.40298000,9387.38712400,5
1616965200000,2021-03-28 21:00:00,ETH/ZAR,23298.80000000,23337.50000000,23231.10000000,23310.90000000,3.75083000,87360.67469900,10
1616961600000,2021-03-28 20:00:00,ETH/ZAR,23433.80000000,23433.80000000,23381.70000000,23381.70000000,0.79746000,18670.84614800,2
1616958000000,2021-03-28 19:00:00,ETH/ZAR,23280.20000000,23483.00000000,23267.90000000,23411.10000000,1.46708000,34213.25063400,9
1616954400000,2021-03-28 18:00:00,ETH/ZAR,23611.00000000,23611.00000000,23495.00000000,23496.50000000,0.41190000,9712.83457900,6
1616950800000,2021-03-28 17:00:00,ETH/ZAR,23636.80000000,23701.60000000,23596.20000000,23701.60000000,0.71662000,16931.05034200,5
1616947200000,2021-03-28 16:00:00,ETH/ZAR,23595.80000000,23595.80000000,23595.80000000,23595.80000000,0.03223000,760.49263400,1
1616943600000,2021-03-28 15:00:00,ETH/ZAR,23620.30000000,23620.30000000,23588.00000000,23588.00000000,0.45070000,10642.41369300,2
1616940000000,2021-03-28 14:00:00,ETH/ZAR,23450.30000000,23450.30000000,23450.30000000,23450.30000000,0.00000000,0.00000000,0
1616936400000,2021-03-28 13:00:00,ETH/ZAR,23450.30000000,23450.30000000,23450.30000000,23450.30000000,0.00000000,0.00000000,0
1616932800000,2021-03-28 12:00:00,ETH/ZAR,23490.00000000,23605.30000000,23450.30000000,23450.30000000,0.23885000,5627.96875100,3
1616929200000,2021-03-28 11:00:00,ETH/ZAR,24002.20000000,24002.20000000,24002.20000000,24002.20000000,0.00000000,0.00000000,0
1616925600000,2021-03-28 10:00:00,ETH/ZAR,23846.10000000,24002.20000000,23846.10000000,24002.20000000,0.04337000,1037.57711700,2
1616922000000,2021-03-28 09:00:00,ETH/ZAR,24034.40000000,24034.40000000,24034.40000000,24034.40000000,0.00000000,0.00000000,0
1616918400000,2021-03-28 08:00:00,ETH/ZAR,24034.40000000,24034.40000000,24034.40000000,24034.40000000,0.53200000,12786.30080000,1
1616914800000,2021-03-28 07:00:00,ETH/ZAR,24086.40000000,24086.40000000,24086.40000000,24086.40000000,0.00000000,0.00000000,0
1616911200000,2021-03-28 06:00:00,ETH/ZAR,23941.60000000,24086.40000000,23941.60000000,24086.40000000,1.43841000,34573.11640800,6
1616907600000,2021-03-28 05:00:00,ETH/ZAR,24029.10000000,24165.60000000,23987.30000000,24165.60000000,4.74250000,114325.41220100,16
1616904000000,2021-03-28 04:00:00,ETH/ZAR,24000.00000000,24000.00000000,24000.00000000,24000.00000000,0.90520000,21724.80000000,3
1616900400000,2021-03-28 03:00:00,ETH/ZAR,23721.60000000,23721.60000000,23721.60000000,23721.60000000,0.00000000,0.00000000,0
1616896800000,2021-03-28 02:00:00,ETH/ZAR,23613.40000000,23721.60000000,23613.40000000,23721.60000000,12.65079000,299562.91405600,9
1616893200000,2021-03-28 01:00:00,ETH/ZAR,23487.40000000,23525.30000000,23487.40000000,23525.30000000,1.85090000,43487.24602800,3
1616889600000,2021-03-28 00:00:00,ETH/ZAR,23494.00000000,23494.00000000,23356.10000000,23426.80000000,2.81990000,65956.80289600,11
1616886000000,2021-03-27 23:00:00,ETH/ZAR,23248.20000000,23465.90000000,23248.20000000,23465.90000000,28.71150000,670363.25429100,28
1616882400000,2021-03-27 22:00:00,ETH/ZAR,23244.30000000,23335.80000000,23027.60000000,23315.90000000,44.77694000,1039934.27099000,80
1616878800000,2021-03-27 21:00:00,ETH/ZAR,23881.80000000,24001.30000000,23211.60000000,23226.50000000,35.89015000,846364.30573500,137
1616875200000,2021-03-27 20:00:00,ETH/ZAR,23784.30000000,23784.30000000,23784.30000000,23784.30000000,0.01880000,447.14484000,2
1616871600000,2021-03-27 19:00:00,ETH/ZAR,23764.90000000,23784.30000000,23764.90000000,23784.30000000,0.97321000,23146.99812900,2
1616868000000,2021-03-27 18:00:00,ETH/ZAR,23800.60000000,23803.60000000,23758.60000000,23764.90000000,2.17441000,51749.86544800,5
1616864400000,2021-03-27 17:00:00,ETH/ZAR,23547.90000000,23887.90000000,23280.20000000,23732.50000000,67.01254000,1577190.30062000,171
1616860800000,2021-03-27 16:00:00,ETH/ZAR,23654.10000000,23783.70000000,23453.90000000,23763.80000000,13.91059000,329980.62097000,21
1616857200000,2021-03-27 15:00:00,ETH/ZAR,23588.80000000,23687.60000000,23584.30000000,23687.60000000,2.38031000,56158.38751800,5
1616853600000,2021-03-27 14:00:00,ETH/ZAR,23619.60000000,23619.60000000,23619.60000000,23619.60000000,0.00798000,188.48440800,1
1616850000000,2021-03-27 13:00:00,ETH/ZAR,23448.50000000,23619.60000000,23448.50000000,23619.60000000,0.30763000,7239.67457500,2
1616846400000,2021-03-27 12:00:00,ETH/ZAR,23538.50000000,23571.90000000,23534.80000000,23559.00000000,6.86409000,161711.62137900,15
1616842800000,2021-03-27 11:00:00,ETH/ZAR,23764.70000000,23764.70000000,23764.70000000,23764.70000000,0.00000000,0.00000000,0
1616839200000,2021-03-27 10:00:00,ETH/ZAR,23764.70000000,23764.70000000,23764.70000000,23764.70000000,0.00000000,0.00000000,0
1616835600000,2021-03-27 09:00:00,ETH/ZAR,23764.70000000,23764.70000000,23764.70000000,23764.70000000,0.00000000,0.00000000,0
1616832000000,2021-03-27 08:00:00,ETH/ZAR,23764.70000000,23764.70000000,23764.70000000,23764.70000000,0.01692000,402.09872400,1
1616828400000,2021-03-27 07:00:00,ETH/ZAR,23795.60000000,23795.60000000,23660.40000000,23684.90000000,3.63935000,86315.20341800,7
1616824800000,2021-03-27 06:00:00,ETH/ZAR,23866.60000000,23866.60000000,23866.60000000,23866.60000000,0.89600000,21384.47360000,2
1616821200000,2021-03-27 05:00:00,ETH/ZAR,23744.20000000,23744.20000000,23744.20000000,23744.20000000,0.18600000,4416.42120000,1
1616817600000,2021-03-27 04:00:00,ETH/ZAR,23819.80000000,23819.80000000,23819.80000000,23819.80000000,0.00000000,0.00000000,0
1616814000000,2021-03-27 03:00:00,ETH/ZAR,23819.80000000,23819.80000000,23819.80000000,23819.80000000,0.00000000,0.00000000,0
1616810400000,2021-03-27 02:00:00,ETH/ZAR,23819.80000000,23819.80000000,23819.80000000,23819.80000000,0.00000000,0.00000000,0
1616806800000,2021-03-27 01:00:00,ETH/ZAR,23819.80000000,23819.80000000,23819.80000000,23819.80000000,0.06085000,1449.43483000,1
1616803200000,2021-03-27 00:00:00,ETH/ZAR,24089.70000000,24089.70000000,23859.30000000,23859.30000000,0.02384000,570.37243200,2
1616799600000,2021-03-26 23:00:00,ETH/ZAR,23620.70000000,23853.80000000,23606.50000000,23853.80000000,5.97929000,141572.84645900,26
1616796000000,2021-03-26 22:00:00,ETH/ZAR,23609.00000000,23666.00000000,23609.00000000,23633.50000000,0.72075000,17048.52707900,5
1616792400000,2021-03-26 21:00:00,ETH/ZAR,23493.20000000,23542.80000000,23493.20000000,23542.80000000,0.11255000,2644.53414000,3
1616788800000,2021-03-26 20:00:00,ETH/ZAR,23288.00000000,23353.40000000,23288.00000000,23353.40000000,0.92835000,21644.96662500,5
1616785200000,2021-03-26 19:00:00,ETH/ZAR,23329.70000000,23329.70000000,23295.30000000,23295.30000000,1.91772000,44674.06567600,4
1616781600000,2021-03-26 18:00:00,ETH/ZAR,22791.20000000,23187.20000000,22395.60000000,23159.10000000,41.16908000,935965.32673000,108
1616778000000,2021-03-26 17:00:00,ETH/ZAR,23648.80000000,23648.80000000,22637.30000000,22650.70000000,40.11875000,924861.18414000,121
1616774400000,2021-03-26 16:00:00,ETH/ZAR,23256.30000000,23648.80000000,23256.30000000,23648.80000000,1.91270000,44890.77999600,5
1616770800000,2021-03-26 15:00:00,ETH/ZAR,23324.00000000,23324.00000000,23324.00000000,23324.00000000,0.01542000,359.65608000,1
1616767200000,2021-03-26 14:00:00,ETH/ZAR,23389.40000000,23389.40000000,23338.30000000,23355.20000000,1.12200000,26197.14750000,3
1616763600000,2021-03-26 13:00:00,ETH/ZAR,23171.10000000,23403.30000000,23160.70000000,23403.30000000,4.78502000,111918.00968100,5
1616760000000,2021-03-26 12:00:00,ETH/ZAR,22944.20000000,22944.20000000,22944.20000000,22944.20000000,0.00000000,0.00000000,0
1616756400000,2021-03-26 11:00:00,ETH/ZAR,23066.60000000,23066.60000000,22926.40000000,22944.20000000,9.24935000,212207.70827200,12
1616752800000,2021-03-26 10:00:00,ETH/ZAR,23011.80000000,23070.60000000,22111.80000000,23070.60000000,1.41522000,32358.78508600,5
1616749200000,2021-03-26 09:00:00,ETH/ZAR,22842.70000000,22842.70000000,22842.70000000,22842.70000000,0.00000000,0.00000000,0
1616745600000,2021-03-26 08:00:00,ETH/ZAR,22842.70000000,22842.70000000,22842.70000000,22842.70000000,0.00000000,0.00000000,0
1616742000000,2021-03-26 07:00:00,ETH/ZAR,22906.50000000,22960.40000000,22842.70000000,22842.70000000,7.81264000,179229.49914800,30
1616738400000,2021-03-26 06:00:00,ETH/ZAR,22866.50000000,22866.50000000,22866.50000000,22866.50000000,0.00000000,0.00000000,0
1616734800000,2021-03-26 05:00:00,ETH/ZAR,22814.70000000,22866.50000000,22814.70000000,22866.50000000,7.14695000,163362.37968300,13
1616731200000,2021-03-26 04:00:00,ETH/ZAR,22969.80000000,22969.80000000,22791.40000000,22791.40000000,0.33990000,7750.67170800,3
1616727600000,2021-03-26 03:00:00,ETH/ZAR,22826.20000000,22975.80000000,22826.20000000,22959.50000000,15.03079000,343766.64577400,71
1616724000000,2021-03-26 02:00:00,ETH/ZAR,22863.40000000,22863.40000000,22863.40000000,22863.40000000,0.00000000,0.00000000,0
1616720400000,2021-03-26 01:00:00,ETH/ZAR,22863.40000000,22863.40000000,22863.40000000,22863.40000000,0.00000000,0.00000000,0
1616716800000,2021-03-26 00:00:00,ETH/ZAR,22863.40000000,22863.40000000,22863.40000000,22863.40000000,0.00493000,112.71656200,1
1616713200000,2021-03-25 23:00:00,ETH/ZAR,22498.70000000,22498.70000000,22498.70000000,22498.70000000,0.00000000,0.00000000,0
1616709600000,2021-03-25 22:00:00,ETH/ZAR,22774.30000000,22797.50000000,22498.70000000,22498.70000000,1.57399000,35834.38281300,6
1616706000000,2021-03-25 21:00:00,ETH/ZAR,22716.20000000,22742.90000000,22681.80000000,22719.30000000,23.22686000,527552.21112900,101
1616702400000,2021-03-25 20:00:00,ETH/ZAR,22774.40000000,22774.40000000,22774.40000000,22774.40000000,0.65000000,14803.36000000,1
1616698800000,2021-03-25 19:00:00,ETH/ZAR,22774.40000000,22774.40000000,22774.40000000,22774.40000000,0.00000000,0.00000000,0
1616695200000,2021-03-25 18:00:00,ETH/ZAR,22622.10000000,22774.40000000,22620.30000000,22774.40000000,3.71698000,84202.49139100,8
1616691600000,2021-03-25 17:00:00,ETH/ZAR,22700.60000000,22700.60000000,22646.20000000,22646.20000000,0.97725000,22156.35319400,5
1616688000000,2021-03-25 16:00:00,ETH/ZAR,22590.20000000,22595.80000000,22590.20000000,22595.80000000,0.26629000,6016.29173400,3
1616684400000,2021-03-25 15:00:00,ETH/ZAR,22478.30000000,22478.30000000,22478.30000000,22478.30000000,0.29994000,6742.14130200,1
1616680800000,2021-03-25 14:00:00,ETH/ZAR,22630.00000000,22773.80000000,22577.50000000,22773.80000000,3.24743000,73516.92910500,11
1616677200000,2021-03-25 13:00:00,ETH/ZAR,22152.10000000,22593.80000000,22111.40000000,22593.80000000,2.24552000,49836.91453700,8
1616673600000,2021-03-25 12:00:00,ETH/ZAR,22544.70000000,22545.90000000,6000.00000000,22395.90000000,40.79363000,836324.76907900,101
1616670000000,2021-03-25 11:00:00,ETH/ZAR,22947.80000000,22947.80000000,22596.30000000,22596.30000000,2.34593000,53068.89464400,8
1616666400000,2021-03-25 10:00:00,ETH/ZAR,22855.20000000,22855.20000000,22855.20000000,22855.20000000,0.00000000,0.00000000,0
1616662800000,2021-03-25 09:00:00,ETH/ZAR,22722.10000000,22855.20000000,22722.10000000,22855.20000000,1.10564000,25169.81587000,3
1616659200000,2021-03-25 08:00:00,ETH/ZAR,22544.50000000,22777.20000000,22544.50000000,22777.20000000,2.01956000,45723.63418100,3
1616655600000,2021-03-25 07:00:00,ETH/ZAR,22487.80000000,22487.80000000,22297.40000000,22297.40000000,0.69845000,15586.69383200,5
1616652000000,2021-03-25 06:00:00,ETH/ZAR,22522.40000000,22522.40000000,22486.50000000,22503.40000000,3.36886000,75809.64491500,6
