https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SXPHALF,Volume USDT
1663473600000.0,2022-09-18 04:00:00,SXPHALF/USDT,6679.5,6710.0,6679.5,6700.0,0.0,0.0
1663470000000.0,2022-09-18 03:00:00,SXPHALF/USDT,6696.0,6711.0,6674.0,6679.5,0.0,0.0
1663466400000.0,2022-09-18 02:00:00,SXPHALF/USDT,6694.0,6717.5,6688.5,6696.0,0.0,0.0
1663462800000.0,2022-09-18 01:00:00,SXPHALF/USDT,6683.5,6714.0,6682.0,6694.0,0.0,0.0
1663459200000.0,2022-09-18 00:00:00,SXPHALF/USDT,6706.0,6719.0,6680.0,6683.5,0.0,0.0
1663455600000.0,2022-09-17 23:00:00,SXPHALF/USDT,6703.5,6719.0,6701.5,6706.0,0.0,0.0
1663452000000.0,2022-09-17 22:00:00,SXPHALF/USDT,6686.0,6711.0,6685.0,6703.5,0.0,0.0
1663448400000.0,2022-09-17 21:00:00,SXPHALF/USDT,6692.5,6702.5,6683.0,6686.0,0.0,0.0
1663444800000.0,2022-09-17 20:00:00,SXPHALF/USDT,6685.5,6835.0,6679.0,6692.5,0.0,0.0
1663441200000.0,2022-09-17 19:00:00,SXPHALF/USDT,6694.0,6835.0,6681.5,6685.5,0.0,0.0
1663437600000.0,2022-09-17 18:00:00,SXPHALF/USDT,6701.5,6715.0,6688.5,6694.0,0.0,0.0
1663434000000.0,2022-09-17 17:00:00,SXPHALF/USDT,6706.0,6715.5,6693.0,6701.5,0.0,0.0
1663430400000.0,2022-09-17 16:00:00,SXPHALF/USDT,6691.5,6717.0,6690.5,6706.0,0.0,0.0
1663426800000.0,2022-09-17 15:00:00,SXPHALF/USDT,6692.0,6705.0,6675.0,6691.5,0.0,0.0
1663423200000.0,2022-09-17 14:00:00,SXPHALF/USDT,6666.0,6705.0,6664.5,6692.0,0.0,0.0
1663419600000.0,2022-09-17 13:00:00,SXPHALF/USDT,6642.0,6673.0,6640.5,6666.0,0.0,0.0
1663416000000.0,2022-09-17 12:00:00,SXPHALF/USDT,6632.0,6835.0,6623.5,6642.0,0.0,0.0
1663412400000.0,2022-09-17 11:00:00,SXPHALF/USDT,6626.0,6710.0,6626.0,6632.0,0.0,0.0
1663408800000.0,2022-09-17 10:00:00,SXPHALF/USDT,6633.5,6639.5,6610.5,6626.0,0.0,0.0
1663405200000.0,2022-09-17 09:00:00,SXPHALF/USDT,6642.0,6651.5,6627.5,6633.5,0.0,0.0
1663401600000.0,2022-09-17 08:00:00,SXPHALF/USDT,6639.5,6653.5,6637.0,6642.0,0.0,0.0
1663398000000.0,2022-09-17 07:00:00,SXPHALF/USDT,6625.0,6640.5,6618.0,6639.5,0.0,0.0
1663394400000.0,2022-09-17 06:00:00,SXPHALF/USDT,6618.0,6628.5,6615.0,6625.0,0.0,0.0
1663390800000.0,2022-09-17 05:00:00,SXPHALF/USDT,6632.0,6644.5,6606.5,6614.0,0.0,0.0
1663387200000.0,2022-09-17 04:00:00,SXPHALF/USDT,6624.0,6650.5,6620.5,6632.0,0.0,0.0
1663383600000.0,2022-09-17 03:00:00,SXPHALF/USDT,6620.5,6646.5,6620.0,6624.0,0.0,0.0
1663380000000.0,2022-09-17 02:00:00,SXPHALF/USDT,6634.5,6647.0,6619.5,6620.5,0.0,0.0
1663376400000.0,2022-09-17 01:00:00,SXPHALF/USDT,6625.5,6636.5,6612.5,6634.5,0.0,0.0
1663372800000.0,2022-09-17 00:00:00,SXPHALF/USDT,6600.5,6649.0,6597.0,6625.5,0.0,0.0
1663369200000.0,2022-09-16 23:00:00,SXPHALF/USDT,6591.0,6610.5,6582.0,6600.5,0.0,0.0
1663365600000.0,2022-09-16 22:00:00,SXPHALF/USDT,6600.0,6610.5,6590.0,6591.0,0.0,0.0
1663362000000.0,2022-09-16 21:00:00,SXPHALF/USDT,6610.0,6621.0,6599.0,6600.0,0.0,0.0
1663358400000.0,2022-09-16 20:00:00,SXPHALF/USDT,6588.5,6611.0,6585.0,6610.0,0.0,0.0
1663354800000.0,2022-09-16 19:00:00,SXPHALF/USDT,6577.0,6604.5,6574.5,6588.5,0.0,0.0
1663351200000.0,2022-09-16 18:00:00,SXPHALF/USDT,6571.0,6588.5,6550.5,6577.0,0.0,0.0
1663347600000.0,2022-09-16 17:00:00,SXPHALF/USDT,6564.5,6584.0,6542.5,6571.0,0.0,0.0
1663344000000.0,2022-09-16 16:00:00,SXPHALF/USDT,6585.0,6592.0,6536.5,6564.5,0.0,0.0
1663340400000.0,2022-09-16 15:00:00,SXPHALF/USDT,6580.0,6604.0,6566.5,6585.0,0.0,0.0
1663336800000.0,2022-09-16 14:00:00,SXPHALF/USDT,6543.0,6609.0,6540.0,6580.0,0.0,0.0
1663333200000.0,2022-09-16 13:00:00,SXPHALF/USDT,6568.5,6607.5,6539.0,6543.0,0.0,0.0
1663329600000.0,2022-09-16 12:00:00,SXPHALF/USDT,6599.0,6604.5,6567.5,6568.5,0.0,0.0
1663326000000.0,2022-09-16 11:00:00,SXPHALF/USDT,6585.0,6618.0,6582.0,6599.0,0.0,0.0
1663322400000.0,2022-09-16 10:00:00,SXPHALF/USDT,6571.0,6602.0,6568.0,6585.0,0.0,0.0
1663318800000.0,2022-09-16 09:00:00,SXPHALF/USDT,6537.0,6584.5,6533.0,6571.0,0.0,0.0
1663315200000.0,2022-09-16 08:00:00,SXPHALF/USDT,6571.5,6625.0,6529.0,6537.0,0.0,0.0
1663311600000.0,2022-09-16 07:00:00,SXPHALF/USDT,6584.0,6602.5,6569.5,6571.5,0.0,0.0
1663308000000.0,2022-09-16 06:00:00,SXPHALF/USDT,6571.5,6592.0,6567.5,6584.0,0.0,0.0
1663304400000.0,2022-09-16 05:00:00,SXPHALF/USDT,6574.0,6581.5,6568.5,6571.5,0.0,0.0
1663300800000.0,2022-09-16 04:00:00,SXPHALF/USDT,6558.0,6581.5,6557.5,6574.0,0.0,0.0
1663297200000.0,2022-09-16 03:00:00,SXPHALF/USDT,6545.5,6564.5,6538.0,6558.0,0.0,0.0
1663293600000.0,2022-09-16 02:00:00,SXPHALF/USDT,6559.0,6577.0,6526.0,6545.5,0.0,0.0
1663290000000.0,2022-09-16 01:00:00,SXPHALF/USDT,6584.0,6590.0,6553.0,6559.0,0.0,0.0
1663286400000.0,2022-09-16 00:00:00,SXPHALF/USDT,6561.5,6835.0,6520.5,6584.0,0.0,0.0
1663282800000.0,2022-09-15 23:00:00,SXPHALF/USDT,6568.0,6572.5,6548.5,6561.5,0.0,0.0
1663279200000.0,2022-09-15 22:00:00,SXPHALF/USDT,6589.5,6597.5,6544.0,6568.0,0.0,0.0
1663275600000.0,2022-09-15 21:00:00,SXPHALF/USDT,6595.5,6697.0,6573.5,6589.5,0.0,0.0
1663272000000.0,2022-09-15 20:00:00,SXPHALF/USDT,6590.5,6835.0,6576.0,6595.5,0.0,0.0
1663268400000.0,2022-09-15 19:00:00,SXPHALF/USDT,6588.5,6603.0,6572.5,6590.5,0.0,0.0
1663264800000.0,2022-09-15 18:00:00,SXPHALF/USDT,6598.0,6616.5,6585.5,6588.5,0.0,0.0
1663261200000.0,2022-09-15 17:00:00,SXPHALF/USDT,6601.5,6614.5,6595.0,6598.0,0.0,0.0
1663257600000.0,2022-09-15 16:00:00,SXPHALF/USDT,6578.0,6604.0,6566.5,6601.5,0.0,0.0
1663254000000.0,2022-09-15 15:00:00,SXPHALF/USDT,6575.0,6593.0,6549.5,6578.0,0.0,0.0
1663250400000.0,2022-09-15 14:00:00,SXPHALF/USDT,6646.0,6651.0,6565.5,6575.0,0.0,0.0
1663246800000.0,2022-09-15 13:00:00,SXPHALF/USDT,6646.0,6662.0,6619.0,6646.0,0.0,0.0
1663243200000.0,2022-09-15 12:00:00,SXPHALF/USDT,6646.0,6835.0,6628.5,6646.0,0.0,0.0
1663239600000.0,2022-09-15 11:00:00,SXPHALF/USDT,6626.5,6661.0,6621.5,6646.0,0.0,0.0
1663236000000.0,2022-09-15 10:00:00,SXPHALF/USDT,6652.5,6750.5,6620.5,6626.5,0.0,0.0
1663232400000.0,2022-09-15 09:00:00,SXPHALF/USDT,6655.5,6669.0,6642.5,6652.5,0.0,0.0
1663228800000.0,2022-09-15 08:00:00,SXPHALF/USDT,6681.5,6695.0,6641.0,6655.5,0.0,0.0
1663225200000.0,2022-09-15 07:00:00,SXPHALF/USDT,6665.5,6727.0,6658.5,6681.5,0.0,0.0
1663221600000.0,2022-09-15 06:00:00,SXPHALF/USDT,6631.5,6835.0,6578.0,6665.5,0.0,0.0
1663218000000.0,2022-09-15 05:00:00,SXPHALF/USDT,6606.0,6835.0,6601.0,6631.5,0.0,0.0
1663214400000.0,2022-09-15 04:00:00,SXPHALF/USDT,6616.5,6835.0,6591.0,6606.0,0.0,0.0
1663210800000.0,2022-09-15 03:00:00,SXPHALF/USDT,6637.0,6647.5,6591.0,6616.5,0.0,0.0
1663207200000.0,2022-09-15 02:00:00,SXPHALF/USDT,6677.0,6835.0,6611.0,6637.0,0.0,0.0
1663203600000.0,2022-09-15 01:00:00,SXPHALF/USDT,6669.5,6686.5,6635.5,6677.0,0.0,0.0
1663200000000.0,2022-09-15 00:00:00,SXPHALF/USDT,6705.0,6825.5,6658.5,6669.5,0.0,0.0
1663196400000.0,2022-09-14 23:00:00,SXPHALF/USDT,6707.0,6722.0,6691.5,6705.0,0.0,0.0
1663192800000.0,2022-09-14 22:00:00,SXPHALF/USDT,6702.5,6721.5,6692.0,6707.0,0.0,0.0
1663189200000.0,2022-09-14 21:00:00,SXPHALF/USDT,6681.0,6713.0,6669.0,6702.5,0.0,0.0
1663185600000.0,2022-09-14 20:00:00,SXPHALF/USDT,6682.5,6692.5,6671.0,6681.0,0.0,0.0
1663182000000.0,2022-09-14 19:00:00,SXPHALF/USDT,6665.5,6804.5,6650.0,6682.5,0.0,0.0
1663178400000.0,2022-09-14 18:00:00,SXPHALF/USDT,6672.5,6738.0,6606.5,6665.5,0.0,0.0
1663174800000.0,2022-09-14 17:00:00,SXPHALF/USDT,6670.5,6778.5,6666.5,6672.5,0.0,0.0
1663171200000.0,2022-09-14 16:00:00,SXPHALF/USDT,6690.0,6702.0,6663.0,6670.5,0.0,0.0
1663167600000.0,2022-09-14 15:00:00,SXPHALF/USDT,6699.5,6713.5,6688.0,6690.0,0.0,0.0
1663164000000.0,2022-09-14 14:00:00,SXPHALF/USDT,6698.0,6726.0,6677.0,6699.5,0.0,0.0
1663160400000.0,2022-09-14 13:00:00,SXPHALF/USDT,6710.5,6725.5,6661.0,6698.0,0.0,0.0
1663156800000.0,2022-09-14 12:00:00,SXPHALF/USDT,6681.5,6742.0,6646.5,6710.5,0.0,0.0
1663153200000.0,2022-09-14 11:00:00,SXPHALF/USDT,6695.5,6835.0,6664.5,6681.5,0.0,0.0
1663149600000.0,2022-09-14 10:00:00,SXPHALF/USDT,6697.0,6705.0,6692.0,6695.5,0.0,0.0
1663146000000.0,2022-09-14 09:00:00,SXPHALF/USDT,6691.5,6707.0,6676.0,6697.0,0.0,0.0
1663142400000.0,2022-09-14 08:00:00,SXPHALF/USDT,6657.0,6707.0,6640.5,6691.5,0.0,0.0
1663138800000.0,2022-09-14 07:00:00,SXPHALF/USDT,6678.0,6705.5,6626.0,6657.0,0.0,0.0
1663135200000.0,2022-09-14 06:00:00,SXPHALF/USDT,6707.0,6722.5,6674.0,6678.0,0.0,0.0
1663131600000.0,2022-09-14 05:00:00,SXPHALF/USDT,6715.5,6835.0,6707.0,6707.0,0.0,0.0
1663128000000.0,2022-09-14 04:00:00,SXPHALF/USDT,6714.5,6726.0,6697.5,6715.5,0.0,0.0
1663124400000.0,2022-09-14 03:00:00,SXPHALF/USDT,6711.5,6726.0,6697.0,6714.5,0.0,0.0
1663120800000.0,2022-09-14 02:00:00,SXPHALF/USDT,6695.5,6835.0,6689.5,6711.5,0.0,0.0
1663117200000.0,2022-09-14 01:00:00,SXPHALF/USDT,6680.5,6709.5,6679.0,6695.5,0.0,0.0
1663113600000.0,2022-09-14 00:00:00,SXPHALF/USDT,6659.0,6686.5,6641.0,6680.5,0.0,0.0
1663110000000.0,2022-09-13 23:00:00,SXPHALF/USDT,6673.5,6685.5,6645.5,6659.0,0.0,0.0
1663106400000.0,2022-09-13 22:00:00,SXPHALF/USDT,6691.0,6704.0,6653.0,6673.5,0.0,0.0
1663102800000.0,2022-09-13 21:00:00,SXPHALF/USDT,6702.0,6835.0,6681.0,6691.0,0.0,0.0
1663099200000.0,2022-09-13 20:00:00,SXPHALF/USDT,6692.5,6724.0,6692.5,6702.0,0.0,0.0
1663095600000.0,2022-09-13 19:00:00,SXPHALF/USDT,6700.5,6835.0,6665.5,6692.5,0.0,0.0
1663092000000.0,2022-09-13 18:00:00,SXPHALF/USDT,6771.0,6783.5,6694.5,6700.5,0.0,0.0
1663088400000.0,2022-09-13 17:00:00,SXPHALF/USDT,6775.0,6835.0,6767.0,6771.0,0.0,0.0
1663084800000.0,2022-09-13 16:00:00,SXPHALF/USDT,6777.0,6835.0,6762.0,6775.0,0.0,0.0
1663081200000.0,2022-09-13 15:00:00,SXPHALF/USDT,6790.0,6835.0,6776.5,6777.0,0.0,0.0
1663077600000.0,2022-09-13 14:00:00,SXPHALF/USDT,6823.0,6835.0,6774.5,6790.0,0.0,0.0
1663074000000.0,2022-09-13 13:00:00,SXPHALF/USDT,6859.0,6859.5,6823.0,6823.0,0.06075157262201377,414.50798
1663070400000.0,2022-09-13 12:00:00,SXPHALF/USDT,7019.5,7028.0,6850.5,6859.0,0.060346624872430386,413.9175
1663066800000.0,2022-09-13 11:00:00,SXPHALF/USDT,7002.5,7030.5,6998.5,7019.5,0.0,0.0
1663063200000.0,2022-09-13 10:00:00,SXPHALF/USDT,6996.0,7010.0,6985.5,7002.5,0.0,0.0
1663059600000.0,2022-09-13 09:00:00,SXPHALF/USDT,7014.5,7032.0,6927.0,6996.0,0.0,0.0
1663056000000.0,2022-09-13 08:00:00,SXPHALF/USDT,7042.0,7051.0,7001.5,7014.5,0.0,0.0
1663052400000.0,2022-09-13 07:00:00,SXPHALF/USDT,6994.5,7049.0,6979.0,7042.0,0.0,0.0
1663048800000.0,2022-09-13 06:00:00,SXPHALF/USDT,7018.0,7043.0,6979.0,6994.5,0.0,0.0
1663045200000.0,2022-09-13 05:00:00,SXPHALF/USDT,6971.5,7025.0,6952.5,7018.0,0.0,0.0
1663041600000.0,2022-09-13 04:00:00,SXPHALF/USDT,6973.0,6991.0,6892.5,6971.5,0.0,0.0
1663038000000.0,2022-09-13 03:00:00,SXPHALF/USDT,6943.0,6977.0,6909.5,6973.0,0.0,0.0
1663034400000.0,2022-09-13 02:00:00,SXPHALF/USDT,6926.5,6953.5,6892.5,6943.0,0.0,0.0
1663030800000.0,2022-09-13 01:00:00,SXPHALF/USDT,6930.5,6941.5,6895.0,6926.5,0.0,0.0
1663027200000.0,2022-09-13 00:00:00,SXPHALF/USDT,6976.0,6981.0,6892.5,6930.5,0.0,0.0
1663023600000.0,2022-09-12 23:00:00,SXPHALF/USDT,6965.5,6977.5,6892.5,6976.0,0.0,0.0
1663020000000.0,2022-09-12 22:00:00,SXPHALF/USDT,6963.0,6978.5,6892.5,6965.5,0.0,0.0
1663016400000.0,2022-09-12 21:00:00,SXPHALF/USDT,6990.0,6990.0,6950.0,6963.0,0.0,0.0
1663012800000.0,2022-09-12 20:00:00,SXPHALF/USDT,6986.0,6995.5,6960.5,6990.0,0.0,0.0
1663009200000.0,2022-09-12 19:00:00,SXPHALF/USDT,6972.0,6989.0,6956.0,6986.0,0.0,0.0
1663005600000.0,2022-09-12 18:00:00,SXPHALF/USDT,6967.0,6978.0,6942.0,6972.0,0.0,0.0
1663002000000.0,2022-09-12 17:00:00,SXPHALF/USDT,6946.5,6967.0,6892.5,6967.0,0.0,0.0
1662998400000.0,2022-09-12 16:00:00,SXPHALF/USDT,6953.5,6959.0,6892.5,6946.5,0.0,0.0
1662994800000.0,2022-09-12 15:00:00,SXPHALF/USDT,7007.0,7009.5,6939.0,6953.5,0.0,0.0
1662991200000.0,2022-09-12 14:00:00,SXPHALF/USDT,7038.0,7050.5,6991.0,7007.0,0.0,0.0
1662987600000.0,2022-09-12 13:00:00,SXPHALF/USDT,7040.5,7055.5,7012.0,7038.0,0.0,0.0
1662984000000.0,2022-09-12 12:00:00,SXPHALF/USDT,7014.0,7042.0,6892.5,7040.5,0.0,0.0
1662980400000.0,2022-09-12 11:00:00,SXPHALF/USDT,7028.5,7048.5,7006.0,7014.0,0.0,0.0
1662976800000.0,2022-09-12 10:00:00,SXPHALF/USDT,7010.5,7035.5,6974.5,7028.5,0.0,0.0
1662973200000.0,2022-09-12 09:00:00,SXPHALF/USDT,7012.0,7018.0,6989.5,7010.5,0.0,0.0
1662969600000.0,2022-09-12 08:00:00,SXPHALF/USDT,6990.5,7026.5,6965.0,7012.0,0.0,0.0
1662966000000.0,2022-09-12 07:00:00,SXPHALF/USDT,6975.0,6995.0,6967.0,6990.5,0.0,0.0
1662962400000.0,2022-09-12 06:00:00,SXPHALF/USDT,6961.0,6982.5,6943.5,6975.0,0.0,0.0
1662958800000.0,2022-09-12 05:00:00,SXPHALF/USDT,6952.0,6968.0,6926.0,6961.0,0.0,0.0
1662955200000.0,2022-09-12 04:00:00,SXPHALF/USDT,6932.5,6961.5,6917.5,6952.0,0.0,0.0
1662951600000.0,2022-09-12 03:00:00,SXPHALF/USDT,6947.0,6968.0,6900.0,6932.5,0.0,0.0
1662948000000.0,2022-09-12 02:00:00,SXPHALF/USDT,7009.0,7015.5,6892.5,6947.0,0.0,0.0
1662944400000.0,2022-09-12 01:00:00,SXPHALF/USDT,6892.5,7027.5,6892.5,7009.0,0.0,0.0
1662940800000.0,2022-09-12 00:00:00,SXPHALF/USDT,6943.0,6943.0,6892.5,6892.5,0.0,0.0
1662937200000.0,2022-09-11 23:00:00,SXPHALF/USDT,6917.0,6945.5,6896.0,6943.0,0.0,0.0
1662933600000.0,2022-09-11 22:00:00,SXPHALF/USDT,6892.5,6933.0,6892.5,6917.0,0.0,0.0
1662930000000.0,2022-09-11 21:00:00,SXPHALF/USDT,6915.0,6938.0,6892.5,6892.5,0.0,0.0
1662926400000.0,2022-09-11 20:00:00,SXPHALF/USDT,6974.0,6991.5,6892.5,6915.0,0.0021330368763557484,14.74995
1662922800000.0,2022-09-11 19:00:00,SXPHALF/USDT,6977.5,6991.5,6972.5,6974.0,0.0,0.0
1662919200000.0,2022-09-11 18:00:00,SXPHALF/USDT,6992.5,7004.5,6977.0,6977.5,0.0,0.0
1662915600000.0,2022-09-11 17:00:00,SXPHALF/USDT,6987.0,7017.5,6966.5,6992.5,0.002147651054701466,15.01745
1662912000000.0,2022-09-11 16:00:00,SXPHALF/USDT,6965.0,7009.0,6935.5,6987.0,0.0,0.0
1662908400000.0,2022-09-11 15:00:00,SXPHALF/USDT,6949.5,6974.5,6937.0,6965.0,0.0,0.0
1662904800000.0,2022-09-11 14:00:00,SXPHALF/USDT,6964.5,6967.0,6909.0,6949.5,0.0,0.0
1662901200000.0,2022-09-11 13:00:00,SXPHALF/USDT,6957.0,6964.5,6934.5,6964.5,0.0,0.0
1662897600000.0,2022-09-11 12:00:00,SXPHALF/USDT,6938.0,6961.5,6920.5,6957.0,0.0,0.0
1662894000000.0,2022-09-11 11:00:00,SXPHALF/USDT,6936.0,6951.5,6921.0,6938.0,0.0,0.0
1662890400000.0,2022-09-11 10:00:00,SXPHALF/USDT,6920.0,6942.0,6918.5,6936.0,0.0,0.0
1662886800000.0,2022-09-11 09:00:00,SXPHALF/USDT,6943.0,6945.5,6918.5,6920.0,0.0,0.0
1662883200000.0,2022-09-11 08:00:00,SXPHALF/USDT,6928.0,6947.5,6917.5,6943.0,0.0,0.0
1662879600000.0,2022-09-11 07:00:00,SXPHALF/USDT,6909.5,6934.0,6909.0,6928.0,0.0,0.0
1662876000000.0,2022-09-11 06:00:00,SXPHALF/USDT,6946.0,6951.5,6888.5,6909.5,0.0,0.0
1662872400000.0,2022-09-11 05:00:00,SXPHALF/USDT,6945.5,6956.0,6927.5,6946.0,0.0,0.0
1662868800000.0,2022-09-11 04:00:00,SXPHALF/USDT,6951.5,6964.5,6939.0,6945.5,0.0,0.0
1662865200000.0,2022-09-11 03:00:00,SXPHALF/USDT,6942.5,6959.5,6927.5,6951.5,0.0,0.0
1662861600000.0,2022-09-11 02:00:00,SXPHALF/USDT,6939.0,6959.0,6927.5,6942.5,0.0,0.0
1662858000000.0,2022-09-11 01:00:00,SXPHALF/USDT,6965.5,6981.5,6938.5,6939.0,0.0,0.0
1662854400000.0,2022-09-11 00:00:00,SXPHALF/USDT,6962.5,6988.5,6950.0,6965.5,0.0,0.0
1662850800000.0,2022-09-10 23:00:00,SXPHALF/USDT,6962.0,6980.5,6950.0,6962.5,0.0,0.0
1662847200000.0,2022-09-10 22:00:00,SXPHALF/USDT,6953.0,6983.0,6947.0,6962.0,0.0,0.0
1662843600000.0,2022-09-10 21:00:00,SXPHALF/USDT,6929.5,6977.0,6923.0,6953.0,0.0,0.0
1662840000000.0,2022-09-10 20:00:00,SXPHALF/USDT,6933.5,6944.5,6910.5,6929.5,0.0,0.0
1662836400000.0,2022-09-10 19:00:00,SXPHALF/USDT,6943.5,6951.0,6933.5,6933.5,0.0,0.0
1662832800000.0,2022-09-10 18:00:00,SXPHALF/USDT,6936.5,6958.5,6933.0,6943.5,0.0,0.0
1662829200000.0,2022-09-10 17:00:00,SXPHALF/USDT,6948.5,6952.0,6933.0,6936.5,0.0,0.0
1662825600000.0,2022-09-10 16:00:00,SXPHALF/USDT,6931.0,6966.5,6909.0,6948.5,0.0,0.0
1662822000000.0,2022-09-10 15:00:00,SXPHALF/USDT,6928.0,6941.0,6912.5,6931.0,0.0,0.0
1662818400000.0,2022-09-10 14:00:00,SXPHALF/USDT,6921.0,6941.5,6911.5,6928.0,0.0,0.0
1662814800000.0,2022-09-10 13:00:00,SXPHALF/USDT,6938.5,6948.0,6909.0,6921.0,0.0,0.0
1662811200000.0,2022-09-10 12:00:00,SXPHALF/USDT,6944.0,6965.5,6910.0,6938.5,0.0,0.0
1662807600000.0,2022-09-10 11:00:00,SXPHALF/USDT,6934.0,6951.5,6921.5,6944.0,0.0,0.0
1662804000000.0,2022-09-10 10:00:00,SXPHALF/USDT,6955.5,6955.5,6916.5,6934.0,0.0,0.0
1662800400000.0,2022-09-10 09:00:00,SXPHALF/USDT,6933.5,6971.5,6928.5,6955.5,0.0,0.0
1662796800000.0,2022-09-10 08:00:00,SXPHALF/USDT,6910.5,6980.0,6909.0,6933.5,0.0,0.0
1662793200000.0,2022-09-10 07:00:00,SXPHALF/USDT,6982.0,6984.5,6909.0,6910.5,0.0,0.0
1662789600000.0,2022-09-10 06:00:00,SXPHALF/USDT,6919.5,6996.0,6909.0,6982.0,0.0,0.0
1662786000000.0,2022-09-10 05:00:00,SXPHALF/USDT,6911.5,6929.5,6909.0,6919.5,0.0,0.0
1662782400000.0,2022-09-10 04:00:00,SXPHALF/USDT,6933.0,6964.0,6909.0,6909.0,0.0,0.0
1662778800000.0,2022-09-10 03:00:00,SXPHALF/USDT,6963.0,6963.0,6923.5,6933.0,0.0,0.0
1662775200000.0,2022-09-10 02:00:00,SXPHALF/USDT,6951.0,6966.0,6932.5,6963.0,0.0,0.0
1662771600000.0,2022-09-10 01:00:00,SXPHALF/USDT,6956.5,6985.0,6937.5,6951.0,0.0,0.0
1662768000000.0,2022-09-10 00:00:00,SXPHALF/USDT,6938.5,6964.5,6909.0,6941.0,0.0,0.0
1662764400000.0,2022-09-09 23:00:00,SXPHALF/USDT,6923.0,6955.5,6903.0,6938.5,0.0,0.0
1662760800000.0,2022-09-09 22:00:00,SXPHALF/USDT,6920.0,6932.5,6912.0,6923.0,0.0,0.0
1662757200000.0,2022-09-09 21:00:00,SXPHALF/USDT,6913.5,6931.5,6909.0,6920.0,0.0,0.0
1662753600000.0,2022-09-09 20:00:00,SXPHALF/USDT,6914.0,6924.0,6909.0,6913.5,0.0,0.0
1662750000000.0,2022-09-09 19:00:00,SXPHALF/USDT,6909.0,6918.0,6909.0,6914.0,0.0,0.0
1662746400000.0,2022-09-09 18:00:00,SXPHALF/USDT,6902.0,6909.0,6895.5,6909.0,0.0,0.0
1662742800000.0,2022-09-09 17:00:00,SXPHALF/USDT,6909.0,6911.0,6899.0,6902.0,0.0,0.0
1662739200000.0,2022-09-09 16:00:00,SXPHALF/USDT,6909.0,6909.0,6888.5,6909.0,0.0,0.0
1662735600000.0,2022-09-09 15:00:00,SXPHALF/USDT,6918.5,6923.5,6909.0,6909.0,0.0,0.0
1662732000000.0,2022-09-09 14:00:00,SXPHALF/USDT,6909.0,6922.0,6909.0,6918.5,0.0,0.0
1662728400000.0,2022-09-09 13:00:00,SXPHALF/USDT,6926.0,6929.0,6908.0,6909.0,0.0,0.0
1662724800000.0,2022-09-09 12:00:00,SXPHALF/USDT,6909.0,6981.5,6909.0,6926.0,0.0,0.0
1662721200000.0,2022-09-09 11:00:00,SXPHALF/USDT,6903.0,6909.0,6885.0,6909.0,0.0,0.0
1662717600000.0,2022-09-09 10:00:00,SXPHALF/USDT,6909.0,6909.0,6899.5,6903.0,0.0,0.0
