https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume NEAR
1663545600000,2022-09-19 00:00:00,NEAR/BTC,0.00021136,0.00021662,0.00020421,0.00021,0.0051815972061,24.67427241
1663459200000,2022-09-18 00:00:00,NEAR/BTC,0.00021785,0.00023199,0.00020099,0.00021054,0.12274279016912219,582.99035893
1663372800000,2022-09-17 00:00:00,NEAR/BTC,0.00021252,0.00021802,0.00021224,0.00021763,0.0686453373555712,315.42221824
1663286400000,2022-09-16 00:00:00,NEAR/BTC,0.00021226,0.00021729,0.00020991,0.0002126,0.06898081567584999,324.46291475
1663200000000,2022-09-15 00:00:00,NEAR/BTC,0.00022101,0.00022242,0.00021025,0.00021223,0.0786888162954871,370.77140977
1663113600000,2022-09-14 00:00:00,NEAR/BTC,0.00021904,0.0002251,0.00021753,0.00022274,0.072301439549304,324.6001596
1663027200000,2022-09-13 00:00:00,NEAR/BTC,0.0002271,0.000241,0.00021398,0.00021887,0.1642618123167989,750.49943947
1662940800000,2022-09-12 00:00:00,NEAR/BTC,0.00022353,0.0002373,0.00021574,0.00022782,0.08568129660623701,376.09207535
1662854400000,2022-09-11 00:00:00,NEAR/BTC,0.00022249,0.00023219,0.00021634,0.00022428,0.10965448425801239,488.91780033
1662768000000,2022-09-10 00:00:00,NEAR/BTC,0.00022526,0.00023027,0.00021976,0.00022223,0.0987216526991369,444.23188903
1662681600000,2022-09-09 00:00:00,NEAR/BTC,0.00024191,0.00024191,0.00022173,0.00022548,0.0789951660497124,350.34223013
1662595200000,2022-09-08 00:00:00,NEAR/BTC,0.00022822,0.00024326,0.00022776,0.00024248,0.0796169364894736,328.34434382
1662508800000,2022-09-07 00:00:00,NEAR/BTC,0.00021709,0.00022897,0.00021563,0.00022669,0.0694848013861548,306.51904092
1662422400000,2022-09-06 00:00:00,NEAR/BTC,0.00021374,0.0002288,0.00021175,0.00021771,0.1008360408624966,463.16678546
1662336000000,2022-09-05 00:00:00,NEAR/BTC,0.00021193,0.0002139,0.00020914,0.00021371,0.0677743115991207,317.13214917
1662249600000,2022-09-04 00:00:00,NEAR/BTC,0.00021023,0.00021328,0.00020886,0.00021167,0.0832757280208523,393.42244069
1662163200000,2022-09-03 00:00:00,NEAR/BTC,0.00020961,0.00021214,0.00020842,0.00021045,0.0668091334141845,317.45846241
1662076800000,2022-09-02 00:00:00,NEAR/BTC,0.00021586,0.00021789,0.000208,0.00020961,0.0734679659600172,350.49838252
1661990400000,2022-09-01 00:00:00,NEAR/BTC,0.00021997,0.00022365,0.00021082,0.00021587,0.0709135954931987,328.50139201
1661904000000,2022-08-31 00:00:00,NEAR/BTC,0.00021158,0.00022146,0.00021044,0.00021741,0.0763551308570145,351.20339845
1661817600000,2022-08-30 00:00:00,NEAR/BTC,0.00019885,0.00021516,0.00019772,0.00021172,0.0988520194166116,466.89977053
1661731200000,2022-08-29 00:00:00,NEAR/BTC,0.00019256,0.00019918,0.00018826,0.0001988,0.06501574429526401,327.04096728
1661644800000,2022-08-28 00:00:00,NEAR/BTC,0.00019553,0.00019686,0.00019106,0.00019222,0.0893519479103286,464.84209713
1661558400000,2022-08-27 00:00:00,NEAR/BTC,0.00019449,0.00019656,0.00019184,0.00019555,0.0707545915867805,361.82353151
1661472000000,2022-08-26 00:00:00,NEAR/BTC,0.00020015,0.00020466,0.00019268,0.00019425,0.063577917774,327.299448
1661385600000,2022-08-25 00:00:00,NEAR/BTC,0.0001993,0.00020411,0.00019544,0.0002002,0.063393488015858,316.65078929
1661299200000,2022-08-24 00:00:00,NEAR/BTC,0.00020023,0.0002032,0.00019556,0.0001995,0.066602123187495,333.84522901
1661212800000,2022-08-23 00:00:00,NEAR/BTC,0.00019263,0.00020418,0.0001913,0.00019994,0.0641357172368822,320.77481863
1661126400000,2022-08-22 00:00:00,NEAR/BTC,0.00019678,0.00019722,0.00019454,0.00019558,0.0039367896107078,20.12879441
1661040000000,2022-08-21 00:00:00,NEAR/BTC,0.00019632,0.00019932,0.00019347,0.00019668,0.20471159560540922,1040.83585319
1660953600000,2022-08-20 00:00:00,NEAR/BTC,0.00020465,0.00020811,0.0001917,0.00019638,0.0912552703211412,464.68718974
1660867200000,2022-08-19 00:00:00,NEAR/BTC,0.00020909,0.00021318,0.00019916,0.00020432,0.39008384361292797,1909.1809104
1660780800000,2022-08-18 00:00:00,NEAR/BTC,0.00021365,0.00022071,0.00020844,0.00020916,0.08568796413368521,409.67663097
1660694400000,2022-08-17 00:00:00,NEAR/BTC,0.00022139,0.00022683,0.00021192,0.00021353,0.1799996972460156,842.97146652
1660608000000,2022-08-16 00:00:00,NEAR/BTC,0.000224,0.0002297,0.00021955,0.00022151,0.08304630104863081,374.90994108
1660521600000,2022-08-15 00:00:00,NEAR/BTC,0.0002313,0.00023642,0.00022227,0.00022427,0.08252962101042,367.992246
1660435200000,2022-08-14 00:00:00,NEAR/BTC,0.00024099,0.00024101,0.00022827,0.00023117,0.0832374671161971,360.07036863
1660348800000,2022-08-13 00:00:00,NEAR/BTC,0.00024478,0.00024653,0.00023941,0.00024055,0.121654683892017,505.73553894
1660262400000,2022-08-12 00:00:00,NEAR/BTC,0.00024126,0.00025394,0.00023704,0.00024473,0.08209474127813961,335.45025652
1660176000000,2022-08-11 00:00:00,NEAR/BTC,0.00024641,0.0002481,0.00023642,0.00024051,0.1256869947263556,522.58531756
1660089600000,2022-08-10 00:00:00,NEAR/BTC,0.00023218,0.00025268,0.00022901,0.00024649,0.17769383760281848,720.89674065
1660003200000,2022-08-09 00:00:00,NEAR/BTC,0.0002308,0.00023437,0.00022703,0.00022834,0.0099452877514872,43.55473308
1659916800000,2022-08-08 00:00:00,NEAR/BTC,0.00021536,0.00023632,0.00021479,0.00023072,0.0943414789602432,408.90030756
1659830400000,2022-08-07 00:00:00,NEAR/BTC,0.00021406,0.00022562,0.00021036,0.00021495,0.114647657117994,533.36895612
1659744000000,2022-08-06 00:00:00,NEAR/BTC,0.00022463,0.00022463,0.00021265,0.0002137,0.071922253244472,336.55710456
1659657600000,2022-08-05 00:00:00,NEAR/BTC,0.00019539,0.00022558,0.00019406,0.00022426,0.13477700516436578,600.98548633
