https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AAVE,Volume BTC
1663545600,2022-09-19 00:00:00,AAVE/BTC,0.00380000,0.00380000,0.00380000,0.00380000,0.00000000,0.0
1663459200,2022-09-18 00:00:00,AAVE/BTC,0.00405430,0.00405430,0.00380000,0.00380000,120.67564102,0.458567435876
1663372800,2022-09-17 00:00:00,AAVE/BTC,0.00401023,0.00402837,0.00401023,0.00402837,0.79584998,0.0032059781839325996
1663286400,2022-09-16 00:00:00,AAVE/BTC,0.00398534,0.00405166,0.00395830,0.00405166,178.19712758,0.7219941739307829
1663200000,2022-09-15 00:00:00,AAVE/BTC,0.00402539,0.00410507,0.00397188,0.00397188,251.12245911,0.9974282728898267
1663113600,2022-09-14 00:00:00,AAVE/BTC,0.00420207,0.00420225,0.00415989,0.00415989,19.03068879,0.07916557199063311
1663027200,2022-09-13 00:00:00,AAVE/BTC,0.00400000,0.00416065,0.00400000,0.00415642,115.12230339,0.4784966442562638
1662940800,2022-09-12 00:00:00,AAVE/BTC,0.00418221,0.00421048,0.00418221,0.00421048,1.51191105,0.006365871237804
1662854400,2022-09-11 00:00:00,AAVE/BTC,0.00421715,0.00423399,0.00421306,0.00423399,40.79435183,0.17272287770470168
1662768000,2022-09-10 00:00:00,AAVE/BTC,0.00426696,0.00428115,0.00425629,0.00426938,3.66719167,0.0156566347720646
1662681600,2022-09-09 00:00:00,AAVE/BTC,0.00441911,0.00441911,0.00441291,0.00441291,103.20465290,0.455432844828939
1662595200,2022-09-08 00:00:00,AAVE/BTC,0.00452516,0.00461172,0.00452516,0.00461172,35.53024850,0.16385555761242
1662508800,2022-09-07 00:00:00,AAVE/BTC,0.00442215,0.00459161,0.00440451,0.00459161,111.93404889,0.513957498223813
1662422400,2022-09-06 00:00:00,AAVE/BTC,0.00462259,0.00462259,0.00445735,0.00445735,89.88785969,0.40066165138922144
1662336000,2022-09-05 00:00:00,AAVE/BTC,0.00458211,0.00458371,0.00458211,0.00458371,28.26427397,0.1295552352390287
1662249600,2022-09-04 00:00:00,AAVE/BTC,0.00439056,0.00443121,0.00439056,0.00443121,3.24715381,0.014388820434410098
1662163200,2022-09-03 00:00:00,AAVE/BTC,0.00439484,0.00439484,0.00436843,0.00437843,2.51267911,0.0110015895955973
1662076800,2022-09-02 00:00:00,AAVE/BTC,0.00440000,0.00449373,0.00435369,0.00435369,8.30139640,0.036141706492716
1661990400,2022-09-01 00:00:00,AAVE/BTC,0.00423704,0.00432225,0.00417623,0.00432225,65.65165610,0.28376287057822497
1661904000,2022-08-31 00:00:00,AAVE/BTC,0.00425726,0.00427299,0.00425726,0.00427299,3.24786707,0.0138781035114393
1661817600,2022-08-30 00:00:00,AAVE/BTC,0.00423305,0.00429860,0.00422067,0.00427045,114.43522146,0.488689891483857
1661731200,2022-08-29 00:00:00,AAVE/BTC,0.00400000,0.00422780,0.00400000,0.00422111,16.63679963,0.07022576128618929
1661644800,2022-08-28 00:00:00,AAVE/BTC,0.00406846,0.00406846,0.00406846,0.00406846,0.04906940,0.000199636891124
1661558400,2022-08-27 00:00:00,AAVE/BTC,0.00409991,0.00409991,0.00407580,0.00407586,3.23821141,0.013198496357562598
1661472000,2022-08-26 00:00:00,AAVE/BTC,0.00425825,0.00429860,0.00405013,0.00405013,200.88289754,0.8136018498136801
1661385600,2022-08-25 00:00:00,AAVE/BTC,0.00417630,0.00440304,0.00411063,0.00433510,61.88930323,0.268296318432373
1661299200,2022-08-24 00:00:00,AAVE/BTC,0.00410820,0.00416394,0.00410002,0.00414653,78.82808312,0.3268630114995736
1661212800,2022-08-23 00:00:00,AAVE/BTC,0.00414202,0.00435130,0.00411238,0.00411238,927.22307614,3.813093633856613
1661126400,2022-08-22 00:00:00,AAVE/BTC,0.00397258,0.00407171,0.00392902,0.00406912,31.30197544,0.1273714943024128
1661040000,2022-08-21 00:00:00,AAVE/BTC,0.00388817,0.00401020,0.00388817,0.00398435,52.98070242,0.211093661687127
1660953600,2022-08-20 00:00:00,AAVE/BTC,0.00401790,0.00402701,0.00394571,0.00394571,4.29562110,0.016949275130481
1660867200,2022-08-19 00:00:00,AAVE/BTC,0.00410956,0.00410956,0.00395561,0.00402740,25.76066954,0.103748520505396
1660780800,2022-08-18 00:00:00,AAVE/BTC,0.00427987,0.00427987,0.00410054,0.00410054,57.95600705,0.23765092514880698
1660694400,2022-08-17 00:00:00,AAVE/BTC,0.00456502,0.00456502,0.00435357,0.00435357,10.16854463,0.0442694708448291
1660608000,2022-08-16 00:00:00,AAVE/BTC,0.00445387,0.00448245,0.00445387,0.00448245,0.48368637,0.0021680999692065
1660521600,2022-08-15 00:00:00,AAVE/BTC,0.00436848,0.00443229,0.00436848,0.00443229,4.04017702,0.0179072362039758
1660435200,2022-08-14 00:00:00,AAVE/BTC,0.00446064,0.00446064,0.00439957,0.00441595,3.65987075,0.0161618062384625
1660348800,2022-08-13 00:00:00,AAVE/BTC,0.00471721,0.00471721,0.00452000,0.00452000,12.09806430,0.054683250636
1660262400,2022-08-12 00:00:00,AAVE/BTC,0.00464017,0.00464017,0.00464017,0.00464017,2.24338380,0.010409682207246
1660176000,2022-08-11 00:00:00,AAVE/BTC,0.00453925,0.00453925,0.00442696,0.00442696,2.29766197,0.0101716576347112
1660089600,2022-08-10 00:00:00,AAVE/BTC,0.00420426,0.00467660,0.00420426,0.00462579,176.57927123,0.8168186270630217
1660003200,2022-08-09 00:00:00,AAVE/BTC,0.00423285,0.00425280,0.00423285,0.00425280,1.65536464,0.007039934740992
1659916800,2022-08-08 00:00:00,AAVE/BTC,0.00433600,0.00433600,0.00427595,0.00427645,3.65260062,0.015620163921399
1659830400,2022-08-07 00:00:00,AAVE/BTC,0.00433600,0.00433600,0.00433600,0.00433600,0.00000000,0.0
