https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UNI,Volume USDT
1661644800,2022-08-28 00:00:00,UNI/USDT,6.0556,6.1102,5.7088,5.7397,113786.19568335,677578.23186927645
1661558400,2022-08-27 00:00:00,UNI/USDT,6.1552,6.2002,5.9418,6.0546,195129.73728663,1186057.432497480898
1661472000,2022-08-26 00:00:00,UNI/USDT,7.0266,7.0267,6.0732,6.1518,278776.83659076,1832383.479968230338
1661385600,2022-08-25 00:00:00,UNI/USDT,7.0486,7.2512,6.9192,7.0269,127261.35712325,903349.159417215673
1661299200,2022-08-24 00:00:00,UNI/USDT,7.1201,7.2822,6.8712,7.0431,125976.24344161,891539.647500232928
1661212800,2022-08-23 00:00:00,UNI/USDT,6.9841,7.2096,6.7492,7.1085,104673.17659596,737751.15714090707
1661126400,2022-08-22 00:00:00,UNI/USDT,7.2071,7.3429,6.6167,6.9781,185646.11676964,1280997.18499595989
1661040000,2022-08-21 00:00:00,UNI/USDT,7.0028,7.3211,6.9748,7.2071,128110.15097788,913889.290954367295
1660953600,2022-08-20 00:00:00,UNI/USDT,6.8963,7.1999,6.7342,7.0038,195744.42116056,1374289.078517824536
1660867200,2022-08-19 00:00:00,UNI/USDT,7.5748,7.6917,6.8,6.8923,386214.15177156,2750631.244491079676
1660780800,2022-08-18 00:00:00,UNI/USDT,7.9627,8.2071,7.4168,7.572,182185.16268685,1433880.059625990645
1660694400,2022-08-17 00:00:00,UNI/USDT,8.3412,8.6637,7.86,7.9581,204116.67990536,1676589.836129292596
1660608000,2022-08-16 00:00:00,UNI/USDT,8.4675,8.5666,8.1861,8.3377,172778.62910008,1445760.084983303634
1660521600,2022-08-15 00:00:00,UNI/USDT,8.8777,9.1614,8.2773,8.4706,240544.19870495,2094041.060326805413
1660435200,2022-08-14 00:00:00,UNI/USDT,8.9803,9.6114,8.7514,8.8679,229537.46056799,2116693.848032331743
1660348800,2022-08-13 00:00:00,UNI/USDT,9.2059,9.3411,8.9013,8.9878,145893.93699195,1329320.566100732907
1660262400,2022-08-12 00:00:00,UNI/USDT,8.9601,9.2483,8.7439,9.1976,134730.99333103,1215878.799507405443
1660176000,2022-08-11 00:00:00,UNI/USDT,9.2173,9.6091,8.8543,8.9541,206340.10659213,1908439.172400996742
1660089600,2022-08-10 00:00:00,UNI/USDT,8.4372,9.4329,8.1845,9.2133,303508.56179231,2708623.79987496515
1660003200,2022-08-09 00:00:00,UNI/USDT,8.7882,8.866,8.0768,8.4353,190626.36072303,1620156.387488052299
1659916800,2022-08-08 00:00:00,UNI/USDT,8.7885,9.283,8.7296,8.7877,253686.85809868,2276721.338246641117
1659830400,2022-08-07 00:00:00,UNI/USDT,8.7753,8.9884,8.6859,8.7864,112954.76951869,1000072.148603160368
1659744000,2022-08-06 00:00:00,UNI/USDT,8.969,9.1407,8.7158,8.7728,136371.08916631,1219488.754550218038
1659657600,2022-08-05 00:00:00,UNI/USDT,8.8192,9.2677,8.7871,8.967,269918.65763617,2437184.167279141598
1659571200,2022-08-04 00:00:00,UNI/USDT,8.9047,9.1237,8.512,8.8182,378719.71334177,3338616.580265219304
1659484800,2022-08-03 00:00:00,UNI/USDT,8.2522,9.3925,8.036,8.8986,497276.72167031,4428901.734829783602
1659398400,2022-08-02 00:00:00,UNI/USDT,8.3594,8.6757,7.8133,8.2469,437765.38489057,3572737.201069773587
1659312000,2022-08-01 00:00:00,UNI/USDT,8.3278,8.5798,8.055,8.3506,298038.52499942,2475295.888755913408
1659225600,2022-07-31 00:00:00,UNI/USDT,8.7777,9.1461,8.3222,8.3262,504862.02533309,4465893.65345025699
1659139200,2022-07-30 00:00:00,UNI/USDT,9.0763,9.1664,8.5115,8.7714,397757.43205631,3512679.232308517367
1659052800,2022-07-29 00:00:00,UNI/USDT,9.2807,9.4079,8.6132,9.0769,644006.28160095,5806190.83447257049
1658966400,2022-07-28 00:00:00,UNI/USDT,8.0403,9.8359,7.9633,9.2856,1051066.85569379,9220815.184436653285
1658880000,2022-07-27 00:00:00,UNI/USDT,6.6548,8.195,6.5046,8.0381,554212.55437147,4094653.465193675936
1658793600,2022-07-26 00:00:00,UNI/USDT,7.0514,7.0568,6.221,6.6442,378248.14795571,2493969.597146417214
1658707200,2022-07-25 00:00:00,UNI/USDT,7.2422,7.5264,6.8071,7.0514,648323.89198099,4657168.181056344861
1658620800,2022-07-24 00:00:00,UNI/USDT,6.9674,7.3535,6.8834,7.2416,293564.17538414,2072957.590984928581
1658534400,2022-07-23 00:00:00,UNI/USDT,6.8899,7.2131,6.6404,6.9699,261704.39658737,1797816.92121865713
1658448000,2022-07-22 00:00:00,UNI/USDT,7.2198,7.46,6.8203,6.888,242137.88847682,1729211.483431781218
1658361600,2022-07-21 00:00:00,UNI/USDT,6.8593,7.2892,6.6688,7.2198,254743.92407183,1781540.502171810281
1658275200,2022-07-20 00:00:00,UNI/USDT,7.3507,7.6047,6.7893,6.8605,374527.06893721,2735724.873267161597
1658188800,2022-07-19 00:00:00,UNI/USDT,7.324,7.75,7.21,7.349,348160.57751214,2601262.091800255473
1658102400,2022-07-18 00:00:00,UNI/USDT,6.951,7.455,6.9257,7.3301,277708.95920152,2004394.969124782864
1658016000,2022-07-17 00:00:00,UNI/USDT,7.3775,7.4747,6.88,6.9482,175038.21414219,1242514.615506305697
1657929600,2022-07-16 00:00:00,UNI/USDT,6.7832,7.6914,6.6734,7.3794,346823.87333186,2472586.429819739805
1657843200,2022-07-15 00:00:00,UNI/USDT,7.0177,7.2576,6.7,6.7878,287992.5960016,2006455.366970902939
1657756800,2022-07-14 00:00:00,UNI/USDT,6.1176,7.1044,6.0312,7.0195,641558.946843,4156856.036427889078
1657670400,2022-07-13 00:00:00,UNI/USDT,5.5331,6.2457,5.2426,6.1197,390971.06356861,2212954.051411451202
1657584000,2022-07-12 00:00:00,UNI/USDT,5.5657,5.884,5.4473,5.5298,260054.94005658,1467584.277448254417
1657497600,2022-07-11 00:00:00,UNI/USDT,6.2403,6.2729,5.2254,5.5654,461225.00357831,2677252.88251104502
1657411200,2022-07-10 00:00:00,UNI/USDT,6.4549,6.4775,5.9832,6.2351,316343.14459609,1971068.434797652705
1657324800,2022-07-09 00:00:00,UNI/USDT,5.7891,6.6207,5.7891,6.4553,285715.0227894,1781955.943445364425
1657238400,2022-07-08 00:00:00,UNI/USDT,5.7301,5.9635,5.5238,5.7898,219217.37127988,1259634.324729496348
1657152000,2022-07-07 00:00:00,UNI/USDT,5.3479,5.8283,5.2859,5.7268,184083.60761056,1018925.555925976716
1657065600,2022-07-06 00:00:00,UNI/USDT,5.3084,5.4994,5.1889,5.3459,228278.8099812,1222074.413884616264
1656979200,2022-07-05 00:00:00,UNI/USDT,5.3438,5.4468,5.0075,5.2991,197795.44218867,1042516.04949348345
1656892800,2022-07-04 00:00:00,UNI/USDT,4.9194,5.3555,4.7329,5.3486,167267.69680416,831291.571885320203
1656806400,2022-07-03 00:00:00,UNI/USDT,4.9187,4.9552,4.7213,4.9157,203096.24801077,984204.760857293243
1656720000,2022-07-02 00:00:00,UNI/USDT,4.8602,5.0827,4.7182,4.9143,203658.50224022,996377.118224680409
1656633600,2022-07-01 00:00:00,UNI/USDT,5.0073,5.1337,4.7485,4.8572,215323.42370934,1061149.723830131619
1656547200,2022-06-30 00:00:00,UNI/USDT,5.1182,5.1456,4.6,5.0041,273382.57337321,1322983.092682986971
1656460800,2022-06-29 00:00:00,UNI/USDT,4.9169,5.2656,4.7805,5.12,214189.94769796,1072800.917217563093
1656374400,2022-06-28 00:00:00,UNI/USDT,5.3332,5.4867,4.8553,4.9241,231228.05006645,1206445.798188969418
1656288000,2022-06-27 00:00:00,UNI/USDT,5.5918,5.9275,5.2725,5.3366,396561.94702716,2217312.18884520904
1656201600,2022-06-26 00:00:00,UNI/USDT,5.6192,6.0837,5.4728,5.5937,357525.29304813,2039781.582673069281
1656115200,2022-06-25 00:00:00,UNI/USDT,5.4695,5.7688,5.2451,5.622,332402.59566042,1820084.325319140509
1656028800,2022-06-24 00:00:00,UNI/USDT,5.6183,5.7956,5.3557,5.4677,495056.67774785,2756708.14611155597
1655942400,2022-06-23 00:00:00,UNI/USDT,4.9852,5.6674,4.958,5.6246,675623.84767319,3614131.342244567429
1655856000,2022-06-22 00:00:00,UNI/USDT,4.7774,5.36,4.5595,4.9783,1016762.69804237,5038923.297479184486
1655769600,2022-06-21 00:00:00,UNI/USDT,4.2964,5.2096,4.2196,4.7747,537268.28106071,2547258.372165902508
1655683200,2022-06-20 00:00:00,UNI/USDT,4.1916,4.3946,3.9856,4.3014,403837.23874508,1691136.077918688095
1655596800,2022-06-19 00:00:00,UNI/USDT,3.6386,4.2626,3.494,4.1909,327281.63551049,1253139.031359203021
1655510400,2022-06-18 00:00:00,UNI/USDT,3.9333,4.0868,3.3272,3.6456,337713.44402963,1239082.893577235174
1655424000,2022-06-17 00:00:00,UNI/USDT,3.8325,4.01,3.7927,3.9344,180891.01091241,707319.53495629909
1655337600,2022-06-16 00:00:00,UNI/USDT,4.417,4.4658,3.7538,3.836,272006.12372987,1104055.563262520824
1655251200,2022-06-15 00:00:00,UNI/USDT,3.8615,4.4351,3.3906,4.4245,315480.22890628,1237158.629968890261
1655164800,2022-06-14 00:00:00,UNI/USDT,3.6628,3.9293,3.3542,3.8612,193209.24234515,712191.352594310501
1655078400,2022-06-13 00:00:00,UNI/USDT,4.0655,4.1348,3.4445,3.6618,210933.70184348,784740.382835095874
1654992000,2022-06-12 00:00:00,UNI/USDT,4.3854,4.4727,4.0517,4.0667,110820.51245447,469092.651515343745
1654905600,2022-06-11 00:00:00,UNI/USDT,4.8111,4.966,4.334,4.3884,115722.13106146,535820.594753060451
1654819200,2022-06-10 00:00:00,UNI/USDT,5.1988,5.2256,4.7569,4.8124,105345.8887256,526128.515404893813
1654732800,2022-06-09 00:00:00,UNI/USDT,5.0808,5.3559,5.0288,5.2009,89215.96574969,464405.361965181356
1654646400,2022-06-08 00:00:00,UNI/USDT,5.2175,5.3278,5.0304,5.081,96636.85669112,498300.271437374103
1654560000,2022-06-07 00:00:00,UNI/USDT,5.3749,5.42,4.936,5.2147,250000.14276772,1282298.372673159053
1654473600,2022-06-06 00:00:00,UNI/USDT,5.0862,5.4203,5.0862,5.3749,113342.11107493,602080.315312912874
1654387200,2022-06-05 00:00:00,UNI/USDT,5.1301,5.2252,4.9156,5.0898,82762.84057602,422830.103310112235
1654300800,2022-06-04 00:00:00,UNI/USDT,5.0721,5.1744,4.9231,5.1293,86397.81186609,435645.769702660824
1654214400,2022-06-03 00:00:00,UNI/USDT,5.2946,5.337,4.9632,5.0799,73354.22652767,374436.553555130987
1654128000,2022-06-02 00:00:00,UNI/USDT,5.133,5.3387,5.0458,5.2946,152097.94015818,788084.872645244734
1654041600,2022-06-01 00:00:00,UNI/USDT,5.6897,5.816,5.097,5.1329,150495.55179057,828517.805082636915
1653955200,2022-05-31 00:00:00,UNI/USDT,5.6497,5.8784,5.5464,5.6942,115185.65171501,655470.720965825607
1653868800,2022-05-30 00:00:00,UNI/USDT,4.9425,5.6969,4.888,5.6475,133804.40546725,716627.399175347022
1653782400,2022-05-29 00:00:00,UNI/USDT,4.9795,5.0304,4.7744,4.9391,80400.97275014,393286.042719331131
1653696000,2022-05-28 00:00:00,UNI/USDT,4.7002,5.0315,4.6087,4.9795,76558.59570836,371357.556040424304
1653609600,2022-05-27 00:00:00,UNI/USDT,4.9425,5.0857,4.5939,4.6937,256335.72399231,1239636.235580882109
1653523200,2022-05-26 00:00:00,UNI/USDT,5.6259,5.7707,4.7722,4.9477,195049.42765003,1009925.41501436768
1653436800,2022-05-25 00:00:00,UNI/USDT,5.6009,5.796,5.372,5.6193,143012.22074836,797917.781374191386
1653350400,2022-05-24 00:00:00,UNI/USDT,5.626,5.8208,5.2744,5.6001,157317.99879383,873605.847494711733
1653264000,2022-05-23 00:00:00,UNI/USDT,5.485,5.98,5.37,5.6266,291141.32729323,1670651.634508059189
1653177600,2022-05-22 00:00:00,UNI/USDT,5.2347,5.5464,5.1218,5.4854,91763.95694862,487481.982936029636
1653091200,2022-05-21 00:00:00,UNI/USDT,5.0957,5.3719,4.9825,5.2347,64667.60025948,335713.89964142232
1653004800,2022-05-20 00:00:00,UNI/USDT,5.1902,5.5271,4.9245,5.094,166618.78673914,871927.740075798759
1652918400,2022-05-19 00:00:00,UNI/USDT,4.8995,5.2263,4.7222,5.1948,146648.82020382,729631.618966292214
1652832000,2022-05-18 00:00:00,UNI/USDT,5.4697,5.5485,4.8651,4.8997,109045.36069651,560768.839066780388
1652745600,2022-05-17 00:00:00,UNI/USDT,5.0572,5.5093,5.0312,5.4697,74302.34562359,395097.075170976538
1652659200,2022-05-16 00:00:00,UNI/USDT,5.451,5.4572,4.894,5.0553,77922.54824647,393582.415613911075
1652572800,2022-05-15 00:00:00,UNI/USDT,5.1719,5.4759,4.9825,5.4504,59214.83761617,308819.897224764593
1652486400,2022-05-14 00:00:00,UNI/USDT,5.1318,5.3818,4.7176,5.179,80981.22665316,407520.056705562526
1652400000,2022-05-13 00:00:00,UNI/USDT,4.665,5.4687,4.6005,5.1283,138401.22010878,714358.401502589203
1652313600,2022-05-12 00:00:00,UNI/USDT,4.9115,5.2,3.5522,4.6624,341608.40229985,1468394.149564099952
1652227200,2022-05-11 00:00:00,UNI/USDT,6.0725,6.221,4.6502,4.9146,603536.85611418,3355102.685589297167
1652140800,2022-05-10 00:00:00,UNI/USDT,5.9383,6.6599,5.749,6.0725,301894.30154766,1891819.574142757326
1652054400,2022-05-09 00:00:00,UNI/USDT,7.1001,7.2201,5.9031,5.9458,333377.28788951,2206613.675526554033
1651968000,2022-05-08 00:00:00,UNI/USDT,7.1694,7.3389,6.8565,7.0955,122034.0693578,870385.968820829825
1651881600,2022-05-07 00:00:00,UNI/USDT,7.583,7.6498,6.9744,7.1777,174223.059808,1294112.301069019796
1651795200,2022-05-06 00:00:00,UNI/USDT,7.3471,7.6883,6.87,7.5859,204385.21001059,1496574.87199082422
1651708800,2022-05-05 00:00:00,UNI/USDT,7.9433,8.108,6.962,7.3463,158338.46379379,1199836.685183175542
1651622400,2022-05-04 00:00:00,UNI/USDT,6.8554,7.9719,6.8264,7.9432,184441.16845435,1364718.160982391166
1651536000,2022-05-03 00:00:00,UNI/USDT,6.9331,7.1275,6.6979,6.8568,79216.65951392,549730.276297201628
1651449600,2022-05-02 00:00:00,UNI/USDT,7.1114,7.1876,6.6421,6.932,111390.77729096,764858.013774212754
1651363200,2022-05-01 00:00:00,UNI/USDT,6.7562,7.2315,6.5734,7.1193,139483.66901565,963238.106280440299
1651276800,2022-04-30 00:00:00,UNI/USDT,7.6233,7.7913,6.3188,6.7546,182677.97542076,1271402.462834859076
1651190400,2022-04-29 00:00:00,UNI/USDT,8.1681,8.2234,7.5094,7.6195,87295.06458064,689523.789043714613
1651104000,2022-04-28 00:00:00,UNI/USDT,8.2286,8.3485,8.0243,8.1703,60582.36645003,496635.595441186309
1651017600,2022-04-27 00:00:00,UNI/USDT,8.0025,8.4,7.9796,8.2297,61804.99079146,508921.95056548714
1650931200,2022-04-26 00:00:00,UNI/USDT,8.7335,8.8085,7.9057,8.0034,87316.1381481,732762.812643642106
1650844800,2022-04-25 00:00:00,UNI/USDT,8.7074,8.7768,8.1619,8.7335,125356.70280778,1063223.067663157314
1650758400,2022-04-24 00:00:00,UNI/USDT,8.9013,9.1548,8.6805,8.7118,61653.89512893,547943.674374320677
1650672000,2022-04-23 00:00:00,UNI/USDT,8.9081,9.2177,8.8327,8.9028,78651.71771454,712800.013430185925
1650585600,2022-04-22 00:00:00,UNI/USDT,8.8541,9.1308,8.7366,8.9029,109528.81605043,979814.677955431553
1650499200,2022-04-21 00:00:00,UNI/USDT,9.3161,9.7116,8.6,8.8562,150461.72971781,1387315.602188592773
1650412800,2022-04-20 00:00:00,UNI/USDT,9.5419,9.6986,9.1061,9.3204,138099.75047309,1297437.378791926738
1650326400,2022-04-19 00:00:00,UNI/USDT,9.3881,9.6198,9.2017,9.5441,74673.8962502,704210.227576231255
1650240000,2022-04-18 00:00:00,UNI/USDT,9.2393,9.4065,8.8533,9.3808,82109.40755703,749493.271947807105
1650153600,2022-04-17 00:00:00,UNI/USDT,9.6648,9.7118,9.1914,9.239,63443.58404137,604842.623485050684
1650067200,2022-04-16 00:00:00,UNI/USDT,9.765,9.819,9.5005,9.6642,23892.27664775,231040.976987709552
1649980800,2022-04-15 00:00:00,UNI/USDT,9.4756,9.9585,9.4524,9.7694,78446.35213593,759701.571931982025
1649894400,2022-04-14 00:00:00,UNI/USDT,9.661,9.7515,9.3212,9.475,106452.39891546,1013455.509780802101
1649808000,2022-04-13 00:00:00,UNI/USDT,9.3215,9.7308,9.2622,9.657,100564.96146716,957421.821018087402
1649721600,2022-04-12 00:00:00,UNI/USDT,8.9806,9.4882,8.9281,9.3163,121056.5953731,1118794.951309427933
1649635200,2022-04-11 00:00:00,UNI/USDT,9.8793,9.8883,8.9,8.98,164500.09708876,1537151.491355708873
1649548800,2022-04-10 00:00:00,UNI/USDT,10.0485,10.3124,9.826,9.8781,51377.65579615,518001.022977570228
1649462400,2022-04-09 00:00:00,UNI/USDT,9.7386,10.084,9.7195,10.0489,49161.74043523,487046.175050848561
1649376000,2022-04-08 00:00:00,UNI/USDT,10.4414,10.5422,9.6094,9.7388,106079.07593738,1071498.591462314066
1649289600,2022-04-07 00:00:00,UNI/USDT,9.9493,10.5492,9.8141,10.445,118507.07453794,1198871.777967449035
1649203200,2022-04-06 00:00:00,UNI/USDT,11.0997,11.0997,9.9,9.9496,196751.24801042,2058088.539547934022
1649116800,2022-04-05 00:00:00,UNI/USDT,11.5453,11.8958,11.0396,11.1071,79104.04631816,908874.400644164337
1649030400,2022-04-04 00:00:00,UNI/USDT,11.8743,12.1643,11.0432,11.5521,136400.45690438,1588060.587591957115
1648944000,2022-04-03 00:00:00,UNI/USDT,11.6498,12.0355,11.4671,11.856,94078.44722352,1109037.265860386127
1648857600,2022-04-02 00:00:00,UNI/USDT,11.5852,12.0164,11.4387,11.6326,138465.07179537,1624075.361689858061
1648771200,2022-04-01 00:00:00,UNI/USDT,11.3008,12.0884,10.8658,11.5752,156311.10036191,1786095.599180556859
1648684800,2022-03-31 00:00:00,UNI/USDT,11.7299,12.49,10.7497,11.2841,279685.7521431,3293755.710800642933
1648598400,2022-03-30 00:00:00,UNI/USDT,11.2391,11.8476,10.8155,11.7297,105502.17867159,1214474.504188607991
1648512000,2022-03-29 00:00:00,UNI/USDT,10.906,11.7188,10.8769,11.2534,100754.18482777,1140748.193942881897
1648425600,2022-03-28 00:00:00,UNI/USDT,11.4113,11.571,10.7628,10.8962,174006.95920319,1976441.083174550366
1648339200,2022-03-27 00:00:00,UNI/USDT,10.6225,11.4372,10.4688,11.4128,112220.02909339,1230509.022582992623
1648252800,2022-03-26 00:00:00,UNI/USDT,10.5704,10.7495,10.3473,10.6225,48110.6833735,506544.91900031644
1648166400,2022-03-25 00:00:00,UNI/USDT,10.7849,11.1359,10.422,10.5803,158607.82779095,1716754.982276191455
1648080000,2022-03-24 00:00:00,UNI/USDT,10.0021,10.7939,9.9607,10.7733,157291.34628246,1632826.268197342408
1647993600,2022-03-23 00:00:00,UNI/USDT,9.7442,10.25,9.639,10.0009,108038.5742247,1068845.172157186165
1647907200,2022-03-22 00:00:00,UNI/USDT,9.3392,10.1651,9.2716,9.7511,142579.76106285,1410582.003848960289
1647820800,2022-03-21 00:00:00,UNI/USDT,9.3244,9.6097,9.1759,9.3488,99824.00566965,939614.148420205285
1647734400,2022-03-20 00:00:00,UNI/USDT,9.7363,9.7827,9.1326,9.321,85469.46932231,804890.775450620308
1647648000,2022-03-19 00:00:00,UNI/USDT,9.6273,9.9555,9.554,9.7312,110503.26881985,1075480.970768138778
1647561600,2022-03-18 00:00:00,UNI/USDT,9.2302,9.775,9.0102,9.6324,84827.97706746,795380.826337791063
1647475200,2022-03-17 00:00:00,UNI/USDT,9.0908,9.4074,9.0254,9.2221,61888.32300234,569794.657938078685
1647388800,2022-03-16 00:00:00,UNI/USDT,8.7106,9.2224,8.5201,9.0937,106906.50943415,945823.032976772665
1647302400,2022-03-15 00:00:00,UNI/USDT,8.4879,8.7915,8.1401,8.7119,60879.67623118,518891.135158941482
1647216000,2022-03-14 00:00:00,UNI/USDT,8.202,8.5777,8.095,8.4923,75401.84344584,630486.115532315522
1647129600,2022-03-13 00:00:00,UNI/USDT,8.4584,8.7533,8.1201,8.1946,104308.71623577,883499.307227418813
1647043200,2022-03-12 00:00:00,UNI/USDT,8.5085,8.8718,8.4343,8.4513,69574.2495485,602703.380958410238
1646956800,2022-03-11 00:00:00,UNI/USDT,8.68,9.0543,8.3638,8.506,96504.16123045,839636.646801420478
1646870400,2022-03-10 00:00:00,UNI/USDT,9.2101,9.2972,8.5058,8.6727,96987.42627944,854515.627982095648
1646784000,2022-03-09 00:00:00,UNI/USDT,8.8131,9.4522,8.7506,9.2101,151463.88497399,1395408.944256444805
1646697600,2022-03-08 00:00:00,UNI/USDT,8.303,8.8754,8.2457,8.8176,95334.01487461,820982.491706311239
1646611200,2022-03-07 00:00:00,UNI/USDT,8.4751,8.7941,8.1001,8.3064,121221.02098538,1018841.155829129994
1646524800,2022-03-06 00:00:00,UNI/USDT,9.0278,9.0779,8.4415,8.473,82593.51220909,715327.415532480603
1646438400,2022-03-05 00:00:00,UNI/USDT,8.7962,9.1416,8.6576,9.0286,75111.53333084,670048.859611914209
1646352000,2022-03-04 00:00:00,UNI/USDT,9.5326,9.5673,8.6592,8.7926,100958.88101604,916488.114213049561
1646265600,2022-03-03 00:00:00,UNI/USDT,10.0385,10.1268,9.4211,9.5557,84799.13655285,832304.385629291724
1646179200,2022-03-02 00:00:00,UNI/USDT,10.3532,10.5835,9.9502,10.0506,124754.19579987,1276455.25055414778
1646092800,2022-03-01 00:00:00,UNI/USDT,10.5326,10.8288,10.0284,10.353,178806.38683402,1866913.774329570131
1646006400,2022-02-28 00:00:00,UNI/USDT,9.7607,10.5521,9.3585,10.5399,382331.09767514,3770732.316748824521
1645920000,2022-02-27 00:00:00,UNI/USDT,9.06,10.1449,8.6502,9.77,265646.77770968,2575546.263484034532
1645833600,2022-02-26 00:00:00,UNI/USDT,9.2464,9.5644,8.9392,9.0454,67429.05413477,620042.123628360924
1645747200,2022-02-25 00:00:00,UNI/USDT,8.82,9.4245,8.4628,9.246,143880.59214283,1290859.468167776596
1645660800,2022-02-24 00:00:00,UNI/USDT,8.7464,9.0511,7.5109,8.8092,377237.32779128,3070448.012855274905
1645574400,2022-02-23 00:00:00,UNI/USDT,8.8635,9.4615,8.7136,8.7266,128696.37643438,1163909.762574406018
1645488000,2022-02-22 00:00:00,UNI/USDT,8.5279,8.973,8.1391,8.8496,183244.55090076,1576826.51316414802
1645401600,2022-02-21 00:00:00,UNI/USDT,9.3665,9.7506,8.5,8.5272,181589.88990027,1670485.022348116718
1645315200,2022-02-20 00:00:00,UNI/USDT,10.0167,10.0408,9.1843,9.3274,159010.78496893,1503868.871222046214
1645228800,2022-02-19 00:00:00,UNI/USDT,10.1634,10.4182,9.7666,10.0188,117728.08124413,1181783.730649693458
1645142400,2022-02-18 00:00:00,UNI/USDT,10.385,10.6952,10.0505,10.16,144172.61035177,1495268.360190841747
1645056000,2022-02-17 00:00:00,UNI/USDT,11.2182,11.3751,10.2322,10.3967,167936.21250805,1806886.739058776489
1644969600,2022-02-16 00:00:00,UNI/USDT,11.4815,11.5299,10.7852,11.2139,199356.13792891,2226084.922279784245
1644883200,2022-02-15 00:00:00,UNI/USDT,10.6156,11.5312,10.6156,11.4702,182236.42152975,2008522.310144614864
1644796800,2022-02-14 00:00:00,UNI/USDT,10.3492,10.7128,10.112,10.6151,142211.86052068,1478228.262969761497
1644710400,2022-02-13 00:00:00,UNI/USDT,10.6237,10.8514,10.2528,10.3367,75065.66374279,789781.066080068922
1644624000,2022-02-12 00:00:00,UNI/USDT,10.6377,10.9705,10.4029,10.64,112735.62969319,1207002.785047634314
1644537600,2022-02-11 00:00:00,UNI/USDT,11.4045,11.6615,10.3836,10.6405,169267.48732117,1888351.036119592022
1644451200,2022-02-10 00:00:00,UNI/USDT,12.3316,12.3482,11.35,11.4127,222362.16591534,2626341.661542375664
1644364800,2022-02-09 00:00:00,UNI/USDT,11.9435,12.6418,11.5891,12.3241,159593.74484358,1947282.972847598072
1644278400,2022-02-08 00:00:00,UNI/USDT,12.3775,12.9201,11.5101,11.928,314203.48890435,3804986.789456882565
1644192000,2022-02-07 00:00:00,UNI/USDT,11.6821,12.6032,11.3862,12.3744,309975.96314749,3742020.633209565558
1644105600,2022-02-06 00:00:00,UNI/USDT,11.247,11.7224,11.0105,11.6736,131141.99192523,1488295.268130426038
1644019200,2022-02-05 00:00:00,UNI/USDT,11.1698,12.0158,11.1081,11.2453,191365.59177285,2199093.023687643899
1643932800,2022-02-04 00:00:00,UNI/USDT,10.393,11.1999,10.3273,11.1798,219680.44492781,2365751.945725446866
