https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume EUR
1663246800,2022-09-15 13:00:00,USDT/EUR,0.99938,1.00150,0.99909,1.00024,213176.98468,213228.1471563232
1663243200,2022-09-15 12:00:00,USDT/EUR,1.00160,1.00193,0.99859,0.99932,228125.62505,227970.499624966
1663239600,2022-09-15 11:00:00,USDT/EUR,1.00210,1.00268,1.00071,1.00175,317618.50889,318174.34128055745
1663236000,2022-09-15 10:00:00,USDT/EUR,1.00061,1.00292,1.00035,1.00190,406868.93530,407641.98627707
1663232400,2022-09-15 09:00:00,USDT/EUR,1.00109,1.00173,1.00020,1.00050,157049.31434,157127.83899717
1663228800,2022-09-15 08:00:00,USDT/EUR,1.00263,1.00281,1.00089,1.00094,39449.77657,39486.8593599758
1663225200,2022-09-15 07:00:00,USDT/EUR,1.00412,1.00445,1.00254,1.00271,44106.11656,44225.6441358776
1663221600,2022-09-15 06:00:00,USDT/EUR,1.00410,1.00463,1.00367,1.00391,51224.20457,51424.491209868705
1663218000,2022-09-15 05:00:00,USDT/EUR,1.00337,1.00424,1.00337,1.00424,26765.13216,26878.6163203584
1663214400,2022-09-15 04:00:00,USDT/EUR,1.00283,1.00334,1.00282,1.00334,23532.86471,23611.4644781314
1663210800,2022-09-15 03:00:00,USDT/EUR,1.00286,1.00317,1.00264,1.00268,16758.12642,16803.0381988056
1663207200,2022-09-15 02:00:00,USDT/EUR,1.00203,1.00314,1.00200,1.00284,127227.09010,127588.415035884
1663203600,2022-09-15 01:00:00,USDT/EUR,1.00262,1.00289,1.00206,1.00206,20112.78626,20154.2185996956
1663200000,2022-09-15 00:00:00,USDT/EUR,1.00186,1.00274,1.00186,1.00255,24838.58179,24901.9201735645
1663196400,2022-09-14 23:00:00,USDT/EUR,1.00188,1.00204,1.00177,1.00185,9756.72585,9774.7757928225
1663192800,2022-09-14 22:00:00,USDT/EUR,1.00196,1.00201,1.00157,1.00189,16610.66739,16642.061551367096
1663189200,2022-09-14 21:00:00,USDT/EUR,1.00228,1.00253,0.99714,1.00198,1066533.78175,1068645.518637865
1663185600,2022-09-14 20:00:00,USDT/EUR,1.00231,1.00257,1.00206,1.00206,29967.36665,30029.099425299
1663182000,2022-09-14 19:00:00,USDT/EUR,1.00211,1.00323,1.00211,1.00232,105050.84528,105294.5632410496
1663178400,2022-09-14 18:00:00,USDT/EUR,1.00142,1.00208,1.00129,1.00203,65011.39445,65143.367580733495
1663174800,2022-09-14 17:00:00,USDT/EUR,1.00028,1.00141,1.00022,1.00139,19959.68577,19987.4297332203
1663171200,2022-09-14 16:00:00,USDT/EUR,1.00087,1.00124,0.99930,1.00044,42486.84276,42505.5369708144
1663167600,2022-09-14 15:00:00,USDT/EUR,1.00050,1.00094,0.99984,1.00072,47632.01827,47666.313323154405
1663164000,2022-09-14 14:00:00,USDT/EUR,1.00089,1.00277,1.00053,1.00053,134988.15645,135059.7001729185
1663160400,2022-09-14 13:00:00,USDT/EUR,1.00009,1.00175,0.99939,1.00098,146621.75245,146765.441767401
1663156800,2022-09-14 12:00:00,USDT/EUR,1.00027,1.00142,0.99897,1.00014,212355.83730,212385.56711722203
1663153200,2022-09-14 11:00:00,USDT/EUR,0.99869,1.00082,0.99869,1.00044,77139.66039,77173.6018405716
1663149600,2022-09-14 10:00:00,USDT/EUR,0.99855,0.99893,0.99739,0.99866,433895.33499,433313.9152411134
1663146000,2022-09-14 09:00:00,USDT/EUR,1.00087,1.00106,0.99814,0.99814,194065.22032,193704.2590102048
1663142400,2022-09-14 08:00:00,USDT/EUR,1.00126,1.00169,0.99925,1.00068,614731.32120,615149.338498416
1663138800,2022-09-14 07:00:00,USDT/EUR,1.00311,1.00346,1.00087,1.00125,313332.03209,313723.6971301125
1663135200,2022-09-14 06:00:00,USDT/EUR,1.00178,1.00383,1.00137,1.00343,60126.96639,60333.2018847177
1663131600,2022-09-14 05:00:00,USDT/EUR,1.00008,1.00176,0.99993,1.00162,103607.52377,103775.3679585074
1663128000,2022-09-14 04:00:00,USDT/EUR,1.00124,1.00124,1.00009,1.00051,5999.65910,6002.718926141
1663124400,2022-09-14 03:00:00,USDT/EUR,1.00159,1.00178,1.00116,1.00121,7101.39485,7109.987537768499
1663120800,2022-09-14 02:00:00,USDT/EUR,1.00165,1.00165,1.00113,1.00126,6921.21876,6929.9394956376
1663117200,2022-09-14 01:00:00,USDT/EUR,1.00228,1.00275,1.00158,1.00199,35143.01623,35212.9508322977
1663113600,2022-09-14 00:00:00,USDT/EUR,1.00237,1.00294,1.00182,1.00228,43457.79276,43556.8765274928
1663110000,2022-09-13 23:00:00,USDT/EUR,1.00317,1.00363,1.00215,1.00215,74384.41173,74544.33821521951
1663106400,2022-09-13 22:00:00,USDT/EUR,1.00360,1.00434,1.00263,1.00309,178403.35413,178954.6204942617
1663102800,2022-09-13 21:00:00,USDT/EUR,1.00318,1.00369,1.00290,1.00338,211942.90321,212659.27022284977
1663099200,2022-09-13 20:00:00,USDT/EUR,1.00279,1.00324,0.99864,1.00314,1379212.14840,1383542.874545976
1663095600,2022-09-13 19:00:00,USDT/EUR,1.00230,1.00288,1.00199,1.00279,161170.37833,161620.04368554073
1663092000,2022-09-13 18:00:00,USDT/EUR,1.00152,1.00260,1.00089,1.00228,145378.97140,145710.43545479202
1663088400,2022-09-13 17:00:00,USDT/EUR,1.00041,1.00162,0.99957,1.00129,256670.14415,257001.24863595353
1663084800,2022-09-13 16:00:00,USDT/EUR,0.99988,1.00085,0.99925,1.00028,119122.22491,119155.57913297482
1663081200,2022-09-13 15:00:00,USDT/EUR,0.99817,1.00003,0.99780,0.99981,589509.79700,589397.79013857
1663077600,2022-09-13 14:00:00,USDT/EUR,0.99685,0.99860,0.99617,0.99834,286421.70119,285946.2411660246
1663074000,2022-09-13 13:00:00,USDT/EUR,0.99584,0.99918,0.99575,0.99682,788676.77299,786168.7808518918
1663070400,2022-09-13 12:00:00,USDT/EUR,0.98266,0.99628,0.98248,0.99585,2931685.36342,2919518.869161807
1663066800,2022-09-13 11:00:00,USDT/EUR,0.98245,0.98289,0.98175,0.98263,2123014.09109,2086137.3363277665
1663063200,2022-09-13 10:00:00,USDT/EUR,0.98322,0.98396,0.98241,0.98241,933161.47689,916747.1665115049
1663059600,2022-09-13 09:00:00,USDT/EUR,0.98460,0.98554,0.98319,0.98323,414390.09469,407440.7728020487
1663056000,2022-09-13 08:00:00,USDT/EUR,0.98518,0.98628,0.98461,0.98461,230151.72193,226609.6869294973
1663052400,2022-09-13 07:00:00,USDT/EUR,0.98592,0.98695,0.98490,0.98563,545895.18505,538050.6712408315
1663048800,2022-09-13 06:00:00,USDT/EUR,0.98628,0.98629,0.98532,0.98596,51826.62425,51098.978445529996
1663045200,2022-09-13 05:00:00,USDT/EUR,0.98727,0.98727,0.98625,0.98645,11689.83583,11531.4385545035
1663041600,2022-09-13 04:00:00,USDT/EUR,0.98711,0.98794,0.98706,0.98730,11761.68224,11612.308875552
1663038000,2022-09-13 03:00:00,USDT/EUR,0.98714,0.98730,0.98676,0.98711,17560.89634,17334.5363861774
1663034400,2022-09-13 02:00:00,USDT/EUR,0.98681,0.98762,0.98681,0.98694,7072.78392,6980.413362004801
1663030800,2022-09-13 01:00:00,USDT/EUR,0.98662,0.98752,0.98647,0.98697,21735.82028,21452.6025417516
1663027200,2022-09-13 00:00:00,USDT/EUR,0.98730,0.98762,0.98597,0.98660,295493.96685,291534.34769421
1663023600,2022-09-12 23:00:00,USDT/EUR,0.98755,0.98761,0.98726,0.98726,18241.45293,18009.0568196718
1663020000,2022-09-12 22:00:00,USDT/EUR,0.98790,0.98794,0.98765,0.98767,7153.38981,7065.1885136427
1663016400,2022-09-12 21:00:00,USDT/EUR,0.98742,0.98798,0.98730,0.98792,364446.59323,360044.0783837816
1663012800,2022-09-12 20:00:00,USDT/EUR,0.98877,0.98886,0.98198,0.98769,1388844.54235,1371747.8660336714
1663009200,2022-09-12 19:00:00,USDT/EUR,0.98850,0.98910,0.98836,0.98871,15378.58537,15204.9611411727
1663005600,2022-09-12 18:00:00,USDT/EUR,0.98731,0.98909,0.98731,0.98853,68334.77387,67550.97401371111
1663002000,2022-09-12 17:00:00,USDT/EUR,0.98646,0.98730,0.98615,0.98730,95080.14517,93872.627326341
1662998400,2022-09-12 16:00:00,USDT/EUR,0.98762,0.98762,0.98604,0.98604,98624.06301,97247.2710903804
1662994800,2022-09-12 15:00:00,USDT/EUR,0.98755,0.98814,0.98676,0.98782,323076.17345,319141.105657379
1662991200,2022-09-12 14:00:00,USDT/EUR,0.98818,0.98829,0.98667,0.98730,327403.54759,323245.522535607
1662987600,2022-09-12 13:00:00,USDT/EUR,0.98648,0.98938,0.98613,0.98820,641131.55949,633566.207088018
1662984000,2022-09-12 12:00:00,USDT/EUR,0.98586,0.98658,0.98430,0.98606,323298.29137,318791.5131883022
1662980400,2022-09-12 11:00:00,USDT/EUR,0.98671,0.98731,0.98574,0.98589,37425.69187,36897.615357714305
1662976800,2022-09-12 10:00:00,USDT/EUR,0.98482,0.98713,0.98482,0.98674,309608.93050,305503.51608157
1662973200,2022-09-12 09:00:00,USDT/EUR,0.98152,0.98479,0.98139,0.98479,235210.62833,231633.07467310072
1662969600,2022-09-12 08:00:00,USDT/EUR,0.98269,0.98339,0.98103,0.98103,22707.46783,22276.7071652649
1662966000,2022-09-12 07:00:00,USDT/EUR,0.98628,0.98680,0.98106,0.98266,761286.70384,748085.9923954144
1662962400,2022-09-12 06:00:00,USDT/EUR,0.99190,0.99205,0.98627,0.98627,481176.43546,474569.8830011342
1662958800,2022-09-12 05:00:00,USDT/EUR,0.99242,0.99242,0.99140,0.99140,59572.71364,59060.388302695996
1662955200,2022-09-12 04:00:00,USDT/EUR,0.99213,0.99265,0.99203,0.99238,26681.83250,26478.516936350003
1662951600,2022-09-12 03:00:00,USDT/EUR,0.99205,0.99234,0.99186,0.99195,55725.46228,55276.872308646
1662948000,2022-09-12 02:00:00,USDT/EUR,0.99146,0.99202,0.99087,0.99202,68356.17737,67810.6950745874
1662944400,2022-09-12 01:00:00,USDT/EUR,0.99309,0.99322,0.99127,0.99146,117857.95105,116851.444148033
1662940800,2022-09-12 00:00:00,USDT/EUR,0.99282,0.99370,0.99266,0.99312,15793.38309,15684.7246143408
1662937200,2022-09-11 23:00:00,USDT/EUR,0.99330,0.99388,0.99285,0.99285,10949.86079,10871.569285351501
1662933600,2022-09-11 22:00:00,USDT/EUR,0.99089,0.99396,0.99081,0.99330,303467.04686,301433.81764603796
1662930000,2022-09-11 21:00:00,USDT/EUR,0.99088,0.99097,0.99012,0.99077,456172.27573,451961.8056250121
1662926400,2022-09-11 20:00:00,USDT/EUR,0.99324,0.99326,0.99038,0.99038,250885.87075,248472.34867338501
1662922800,2022-09-11 19:00:00,USDT/EUR,0.99447,0.99471,0.99297,0.99297,162216.30731,161075.9266696107
1662919200,2022-09-11 18:00:00,USDT/EUR,0.99447,0.99481,0.99447,0.99481,4383.39252,4360.6427128212
1662915600,2022-09-11 17:00:00,USDT/EUR,0.99451,0.99482,0.99433,0.99433,1682.87049,1673.3286143217001
1662912000,2022-09-11 16:00:00,USDT/EUR,0.99485,0.99489,0.99475,0.99475,16660.67092,16573.20239767
1662908400,2022-09-11 15:00:00,USDT/EUR,0.99487,0.99499,0.99481,0.99485,7699.19347,7659.542623629501
1662904800,2022-09-11 14:00:00,USDT/EUR,0.99497,0.99501,0.99459,0.99486,44057.19943,43830.7454249298
1662901200,2022-09-11 13:00:00,USDT/EUR,0.99457,0.99494,0.99448,0.99494,14721.59617,14647.104893379801
1662897600,2022-09-11 12:00:00,USDT/EUR,0.99485,0.99502,0.99457,0.99491,12305.15460,12242.521363086
1662894000,2022-09-11 11:00:00,USDT/EUR,0.99500,0.99502,0.99481,0.99490,2897.38631,2882.6096398189998
1662890400,2022-09-11 10:00:00,USDT/EUR,0.99467,0.99508,0.99465,0.99476,38205.42698,38005.2305426248
1662886800,2022-09-11 09:00:00,USDT/EUR,0.99491,0.99493,0.99467,0.99480,758.46401,754.519997148
1662883200,2022-09-11 08:00:00,USDT/EUR,0.99495,0.99496,0.99467,0.99467,1106.70456,1100.8058246952
1662879600,2022-09-11 07:00:00,USDT/EUR,0.99457,0.99486,0.99456,0.99467,7207.58959,7169.1731374853
1662876000,2022-09-11 06:00:00,USDT/EUR,0.99493,0.99494,0.99457,0.99457,6112.87649,6079.683570659299
1662872400,2022-09-11 05:00:00,USDT/EUR,0.99496,0.99496,0.99470,0.99493,6021.06881,5990.541991133299
1662868800,2022-09-11 04:00:00,USDT/EUR,0.99471,0.99496,0.99471,0.99496,5107.67021,5081.9275521416
1662865200,2022-09-11 03:00:00,USDT/EUR,0.99470,0.99474,0.99469,0.99471,4226.79862,4204.438855300199
1662861600,2022-09-11 02:00:00,USDT/EUR,0.99470,0.99471,0.99435,0.99435,6353.33045,6317.4341329575
1662858000,2022-09-11 01:00:00,USDT/EUR,0.99456,0.99470,0.99435,0.99470,10240.39091,10186.116838177
1662854400,2022-09-11 00:00:00,USDT/EUR,0.99435,0.99459,0.99434,0.99458,14077.28757,14000.9886713706
1662850800,2022-09-10 23:00:00,USDT/EUR,0.99464,0.99491,0.99435,0.99435,13433.82418,13357.923073382999
1662847200,2022-09-10 22:00:00,USDT/EUR,0.99480,0.99493,0.99441,0.99490,23715.80135,23594.850763115002
1662843600,2022-09-10 21:00:00,USDT/EUR,0.99458,0.99481,0.99441,0.99466,10538.23121,10481.9570553386
1662840000,2022-09-10 20:00:00,USDT/EUR,0.99486,0.99500,0.99458,0.99458,6074.10685,6041.1851908730005
1662836400,2022-09-10 19:00:00,USDT/EUR,0.99494,0.99501,0.99486,0.99486,5137.10930,5110.704558198
1662832800,2022-09-10 18:00:00,USDT/EUR,0.99481,0.99490,0.99458,0.99490,24413.21847,24288.711055803
1662829200,2022-09-10 17:00:00,USDT/EUR,0.99481,0.99483,0.99458,0.99458,16468.13057,16378.873302310602
1662825600,2022-09-10 16:00:00,USDT/EUR,0.99477,0.99492,0.99455,0.99492,1387.89053,1380.8400461075998
1662822000,2022-09-10 15:00:00,USDT/EUR,0.99492,0.99497,0.99466,0.99478,204126.57163,203061.0309260914
1662818400,2022-09-10 14:00:00,USDT/EUR,0.99455,0.99494,0.99455,0.99493,20603.38648,20498.9273105464
1662814800,2022-09-10 13:00:00,USDT/EUR,0.99433,0.99498,0.99423,0.99486,284599.50590,283136.664439674
1662811200,2022-09-10 12:00:00,USDT/EUR,0.99437,0.99439,0.99427,0.99430,63621.71101,63259.067257243
1662807600,2022-09-10 11:00:00,USDT/EUR,0.99451,0.99481,0.99436,0.99437,85964.51370,85480.53348786899
1662804000,2022-09-10 10:00:00,USDT/EUR,0.99478,0.99478,0.99444,0.99451,257905.77579,256489.87308091292
1662800400,2022-09-10 09:00:00,USDT/EUR,0.99492,0.99524,0.99489,0.99489,6364.15589,6331.6350534021
1662796800,2022-09-10 08:00:00,USDT/EUR,0.99503,0.99524,0.99492,0.99492,5898.79268,5868.826813185599
1662793200,2022-09-10 07:00:00,USDT/EUR,0.99513,0.99526,0.99502,0.99503,91946.73605,91489.7607718315
1662789600,2022-09-10 06:00:00,USDT/EUR,0.99507,0.99513,0.99504,0.99513,26055.79200,25928.90029296
1662786000,2022-09-10 05:00:00,USDT/EUR,0.99447,0.99510,0.99447,0.99507,40746.22192,40545.3430459344
1662782400,2022-09-10 04:00:00,USDT/EUR,0.99437,0.99456,0.99434,0.99447,34603.48657,34412.1292892679
1662778800,2022-09-10 03:00:00,USDT/EUR,0.99440,0.99445,0.99430,0.99434,50800.22494,50512.6956668396
1662775200,2022-09-10 02:00:00,USDT/EUR,0.99467,0.99467,0.99429,0.99440,36547.66916,36343.002212704
1662771600,2022-09-10 01:00:00,USDT/EUR,0.99467,0.99471,0.99450,0.99450,82100.40754,81648.85529853
1662768000,2022-09-10 00:00:00,USDT/EUR,0.99495,0.99501,0.99467,0.99470,98637.55594,98114.776893518
1662764400,2022-09-09 23:00:00,USDT/EUR,0.99502,0.99523,0.99490,0.99494,139416.09491,138710.64946975542
1662760800,2022-09-09 22:00:00,USDT/EUR,0.99502,0.99521,0.99492,0.99502,177241.44523,176358.7828327546
1662757200,2022-09-09 21:00:00,USDT/EUR,0.99557,0.99564,0.99477,0.99502,252375.19329,251118.3648274158
1662753600,2022-09-09 20:00:00,USDT/EUR,0.99545,0.99607,0.99262,0.99558,565258.65606,562760.2128002148
1662750000,2022-09-09 19:00:00,USDT/EUR,0.99594,0.99608,0.99522,0.99542,137802.65225,137171.51610269502
1662746400,2022-09-09 18:00:00,USDT/EUR,0.99572,0.99633,0.99570,0.99585,293753.23794,292534.16200254904
1662742800,2022-09-09 17:00:00,USDT/EUR,0.99500,0.99573,0.99466,0.99570,139863.09266,139261.681361562
1662739200,2022-09-09 16:00:00,USDT/EUR,0.99590,0.99621,0.99490,0.99490,329313.67910,327634.17933659
1662735600,2022-09-09 15:00:00,USDT/EUR,0.99597,0.99687,0.99509,0.99564,188838.90267,188015.5650543588
1662732000,2022-09-09 14:00:00,USDT/EUR,0.99535,0.99664,0.99447,0.99582,198742.80244,197912.0575258008
1662728400,2022-09-09 13:00:00,USDT/EUR,0.99578,0.99698,0.99437,0.99516,493883.32000,491492.92473120004
1662724800,2022-09-09 12:00:00,USDT/EUR,0.99628,0.99658,0.99454,0.99579,336670.44995,335253.0673557105
1662721200,2022-09-09 11:00:00,USDT/EUR,0.99268,0.99628,0.99268,0.99606,109607.00409,109175.1524938854
1662717600,2022-09-09 10:00:00,USDT/EUR,0.99155,0.99268,0.99072,0.99268,112990.65599,112163.5643881532
1662714000,2022-09-09 09:00:00,USDT/EUR,0.98938,0.99242,0.98938,0.99168,153431.87975,152155.32651048
