https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume KOL,Volume USDT
1654473600,2022-06-06 00:00:00,KOL/USDT,0.008,0.0129,0.0077,0.0094,31546742.15013596,310241.194517297698
1654387200,2022-06-05 00:00:00,KOL/USDT,0.0079,0.0093,0.0075,0.008,11805619.38537504,94292.053727006175
1654300800,2022-06-04 00:00:00,KOL/USDT,0.0075,0.0081,0.0074,0.0079,2586540.68425598,19955.618859901941
1654214400,2022-06-03 00:00:00,KOL/USDT,0.0078,0.008,0.0073,0.0075,2260696.20514209,17124.829536084777
1654128000,2022-06-02 00:00:00,KOL/USDT,0.0079,0.0098,0.0076,0.0079,17561521.14734269,146426.043699284498
1654041600,2022-06-01 00:00:00,KOL/USDT,0.0074,0.0109,0.007,0.0079,25140930.0513546,210126.668685837825
1653955200,2022-05-31 00:00:00,KOL/USDT,0.0076,0.0078,0.0071,0.0074,5715756.08617807,42767.547628300257
1653868800,2022-05-30 00:00:00,KOL/USDT,0.0075,0.0085,0.0073,0.0077,7044775.42408264,55339.850552682757
1653782400,2022-05-29 00:00:00,KOL/USDT,0.0072,0.0092,0.0068,0.0075,22325926.53646219,180578.953250928049
1653696000,2022-05-28 00:00:00,KOL/USDT,0.0071,0.0075,0.0068,0.0071,3186761.43850251,22748.585549762833
1653609600,2022-05-27 00:00:00,KOL/USDT,0.0075,0.0077,0.0069,0.007,4750963.87876321,34725.118267677435
1653523200,2022-05-26 00:00:00,KOL/USDT,0.0109,0.012,0.0072,0.0076,37027104.45764518,348882.99434848371
1653436800,2022-05-25 00:00:00,KOL/USDT,0.0069,0.0138,0.0066,0.011,50988047.15097069,538644.682363617448
1653350400,2022-05-24 00:00:00,KOL/USDT,0.0072,0.0076,0.0067,0.0069,2866073.93575344,20307.989162058702
1653264000,2022-05-23 00:00:00,KOL/USDT,0.0076,0.0082,0.0072,0.0073,3459307.06273428,26435.769853716148
1653177600,2022-05-22 00:00:00,KOL/USDT,0.0075,0.0079,0.0073,0.0077,3811574.85882185,28953.252202202205
1653091200,2022-05-21 00:00:00,KOL/USDT,0.0076,0.0085,0.0072,0.0075,3854430.63652377,29924.819497093795
1653004800,2022-05-20 00:00:00,KOL/USDT,0.0082,0.0089,0.007,0.0076,7991529.53381138,64313.707282648691
1652918400,2022-05-19 00:00:00,KOL/USDT,0.0101,0.0102,0.0078,0.0083,24048386.51594351,211887.56510109249
1652832000,2022-05-18 00:00:00,KOL/USDT,0.0066,0.0193,0.0064,0.0102,91300802.72330287,1126079.293580079562
1652745600,2022-05-17 00:00:00,KOL/USDT,0.0064,0.0068,0.0059,0.0067,4545248.51256093,28769.804134817385
1652659200,2022-05-16 00:00:00,KOL/USDT,0.0065,0.007,0.0057,0.0065,6123330.94876449,38533.366773035844
1652572800,2022-05-15 00:00:00,KOL/USDT,0.0054,0.0094,0.005,0.0064,16729795.59239759,112431.776041977623
1652486400,2022-05-14 00:00:00,KOL/USDT,0.0055,0.0058,0.0046,0.0054,4049752.70010509,20843.793362595074
1652400000,2022-05-13 00:00:00,KOL/USDT,0.0047,0.0064,0.0046,0.0055,6075343.951077,34411.593359041775
1652313600,2022-05-12 00:00:00,KOL/USDT,0.0062,0.007,0.0045,0.0048,6819357.04101478,35538.390493090885
1652227200,2022-05-11 00:00:00,KOL/USDT,0.013,0.0133,0.0056,0.0062,5354074.80499643,47594.276906906216
1652140800,2022-05-10 00:00:00,KOL/USDT,0.0135,0.0144,0.0126,0.013,3314802.79120763,44394.585505844035
1652054400,2022-05-09 00:00:00,KOL/USDT,0.0132,0.0184,0.0125,0.0135,15152163.08840411,230807.053851364464
1651968000,2022-05-08 00:00:00,KOL/USDT,0.014,0.014,0.0131,0.0131,721485.99665023,9735.483024455934
1651881600,2022-05-07 00:00:00,KOL/USDT,0.0144,0.0149,0.0137,0.014,1249167.68627623,17758.296605816489
1651795200,2022-05-06 00:00:00,KOL/USDT,0.0153,0.0155,0.0143,0.0145,2826406.81017234,42088.886342920753
1651708800,2022-05-05 00:00:00,KOL/USDT,0.0179,0.0186,0.0146,0.0153,5358720.83082119,88416.039540006639
1651622400,2022-05-04 00:00:00,KOL/USDT,0.0177,0.0192,0.0164,0.0178,4741940.37659724,84098.432704881602
1651536000,2022-05-03 00:00:00,KOL/USDT,0.0162,0.0185,0.0161,0.0178,4186303.30421193,73916.32411365086
1651449600,2022-05-02 00:00:00,KOL/USDT,0.016,0.0189,0.0154,0.0161,11728839.05942722,200942.251654970144
1651363200,2022-05-01 00:00:00,KOL/USDT,0.0153,0.0209,0.0149,0.016,15334733.58254484,266283.499984173797
1651276800,2022-04-30 00:00:00,KOL/USDT,0.0163,0.0183,0.0149,0.0154,7891008.8805125,130904.888735036603
1651190400,2022-04-29 00:00:00,KOL/USDT,0.0194,0.02,0.0153,0.0162,5829648.19196606,101307.866220224347
1651104000,2022-04-28 00:00:00,KOL/USDT,0.0197,0.0234,0.019,0.0194,5015705.11416228,104015.765384645269
1651017600,2022-04-27 00:00:00,KOL/USDT,0.0204,0.0215,0.0195,0.0197,1366137.49147414,27750.603075582627
1650931200,2022-04-26 00:00:00,KOL/USDT,0.0233,0.0234,0.02,0.0203,2050301.4305554,44619.588719750121
1650844800,2022-04-25 00:00:00,KOL/USDT,0.0253,0.0254,0.0225,0.0232,2060402.25639273,48862.389342897722
1650758400,2022-04-24 00:00:00,KOL/USDT,0.0258,0.0267,0.0251,0.0254,1631965.13836995,42462.947008684508
1650672000,2022-04-23 00:00:00,KOL/USDT,0.0263,0.0362,0.025,0.0258,6686421.93928115,187163.636205685947
1650585600,2022-04-22 00:00:00,KOL/USDT,0.0266,0.027,0.0253,0.0264,891037.00688264,23451.264957063259
1650499200,2022-04-21 00:00:00,KOL/USDT,0.0282,0.0293,0.0257,0.0267,1501973.73787942,42266.146218573174
1650412800,2022-04-20 00:00:00,KOL/USDT,0.0306,0.0316,0.0276,0.0281,1884863.36219146,54741.072758748613
1650326400,2022-04-19 00:00:00,KOL/USDT,0.0306,0.0352,0.03,0.0304,8126506.99090689,265973.018571594603
1650240000,2022-04-18 00:00:00,KOL/USDT,0.0285,0.0323,0.0276,0.0305,2823509.19644996,84085.173183780023
1650153600,2022-04-17 00:00:00,KOL/USDT,0.0304,0.0306,0.0282,0.0285,958761.65008166,28362.921101382134
1650067200,2022-04-16 00:00:00,KOL/USDT,0.0293,0.0306,0.0286,0.0303,545467.23167635,16099.700641373481
1649980800,2022-04-15 00:00:00,KOL/USDT,0.0303,0.0309,0.0287,0.0292,1830029.47589817,54245.152309677146
1649894400,2022-04-14 00:00:00,KOL/USDT,0.03,0.0328,0.0295,0.0303,2628078.89027205,81984.858748267886
1649808000,2022-04-13 00:00:00,KOL/USDT,0.0295,0.0323,0.0288,0.03,1409953.63863833,42605.449328111923
1649721600,2022-04-12 00:00:00,KOL/USDT,0.0283,0.0323,0.0277,0.0294,3271373.67197609,98293.146544336997
1649635200,2022-04-11 00:00:00,KOL/USDT,0.0343,0.0344,0.0278,0.0282,2993661.19690977,92914.749322899194
1649548800,2022-04-10 00:00:00,KOL/USDT,0.0367,0.0381,0.0343,0.0344,3546437.20931837,127999.489176278985
1649462400,2022-04-09 00:00:00,KOL/USDT,0.037,0.0375,0.0342,0.0368,4480747.02231342,162640.11745672109
1649376000,2022-04-08 00:00:00,KOL/USDT,0.0415,0.0419,0.0361,0.0371,6385605.68292443,251856.585223843313
1649289600,2022-04-07 00:00:00,KOL/USDT,0.0422,0.0432,0.039,0.0415,4768906.07956039,197627.374854586671
1649203200,2022-04-06 00:00:00,KOL/USDT,0.0466,0.0467,0.0415,0.0423,3860566.2726153,171580.654351215851
1649116800,2022-04-05 00:00:00,KOL/USDT,0.0468,0.0485,0.0455,0.0465,5365462.99129685,252153.428090473766
1649030400,2022-04-04 00:00:00,KOL/USDT,0.0493,0.0514,0.045,0.0468,6825593.21717952,324476.10648259364
1648944000,2022-04-03 00:00:00,KOL/USDT,0.0507,0.0518,0.0466,0.049,7391941.92012037,360210.251681904147
1648857600,2022-04-02 00:00:00,KOL/USDT,0.046,0.0579,0.046,0.0508,19829269.71552736,1029867.277964489003
1648771200,2022-04-01 00:00:00,KOL/USDT,0.0452,0.0477,0.0424,0.0461,5010688.5953334,225767.41563079127
1648684800,2022-03-31 00:00:00,KOL/USDT,0.0474,0.0484,0.0441,0.0453,6661732.92123373,306867.890949827401
1648598400,2022-03-30 00:00:00,KOL/USDT,0.0456,0.0512,0.0444,0.0474,12858495.10545464,614206.372203286476
1648512000,2022-03-29 00:00:00,KOL/USDT,0.0483,0.0484,0.0441,0.0457,5643222.16114793,262404.93591950476
1648425600,2022-03-28 00:00:00,KOL/USDT,0.0479,0.0538,0.0465,0.0484,7814252.78794564,387420.179666164987
1648339200,2022-03-27 00:00:00,KOL/USDT,0.0479,0.0486,0.0455,0.048,2228941.92681492,104941.748895515824
1648252800,2022-03-26 00:00:00,KOL/USDT,0.0453,0.049,0.045,0.0479,2470226.78683053,116125.193416347517
1648166400,2022-03-25 00:00:00,KOL/USDT,0.0458,0.0478,0.0446,0.0453,2515638.72351207,116105.601802515624
1648080000,2022-03-24 00:00:00,KOL/USDT,0.0468,0.0506,0.0437,0.046,4066547.2454997,188443.934314355519
1647993600,2022-03-23 00:00:00,KOL/USDT,0.0443,0.0489,0.0432,0.0468,5276786.77959883,243242.023874049831
1647907200,2022-03-22 00:00:00,KOL/USDT,0.0458,0.0464,0.044,0.0443,1138777.74704676,51028.60748697567
1647820800,2022-03-21 00:00:00,KOL/USDT,0.0456,0.0468,0.0444,0.0458,1664139.72130866,76074.357829746096
1647734400,2022-03-20 00:00:00,KOL/USDT,0.0477,0.0492,0.044,0.0456,2225902.30489979,103029.502475856528
1647648000,2022-03-19 00:00:00,KOL/USDT,0.0462,0.052,0.0445,0.0475,2077882.88300839,98531.195684811646
1647561600,2022-03-18 00:00:00,KOL/USDT,0.0462,0.0485,0.043,0.0461,1527799.82184889,68710.749365737758
1647475200,2022-03-17 00:00:00,KOL/USDT,0.0469,0.0473,0.0442,0.0464,1345933.32109373,61415.579241648513
1647388800,2022-03-16 00:00:00,KOL/USDT,0.0468,0.049,0.0445,0.0469,1891394.91426153,87084.52619719086
1647302400,2022-03-15 00:00:00,KOL/USDT,0.0492,0.0505,0.0441,0.0468,3339204.3085943,158584.612416709987
1647216000,2022-03-14 00:00:00,KOL/USDT,0.0506,0.0525,0.0479,0.049,1592659.17937477,79540.073601468733
1647129600,2022-03-13 00:00:00,KOL/USDT,0.0507,0.0602,0.0488,0.0506,4745054.38691288,255448.114156239025
1647043200,2022-03-12 00:00:00,KOL/USDT,0.0515,0.0548,0.0488,0.0508,2249271.52396238,115446.385344388555
1646956800,2022-03-11 00:00:00,KOL/USDT,0.0506,0.0549,0.048,0.0515,2027822.52885543,102220.854217751484
1646870400,2022-03-10 00:00:00,KOL/USDT,0.0524,0.0538,0.05,0.0503,1310727.04612228,67170.733437789195
1646784000,2022-03-09 00:00:00,KOL/USDT,0.0512,0.0589,0.051,0.0525,2342419.17823846,127605.312916140817
1646697600,2022-03-08 00:00:00,KOL/USDT,0.0527,0.0545,0.0509,0.0513,1264338.08925594,66016.25862127881
1646611200,2022-03-07 00:00:00,KOL/USDT,0.0575,0.058,0.051,0.0527,2172082.04044202,115266.84644611127
1646524800,2022-03-06 00:00:00,KOL/USDT,0.0588,0.0595,0.054,0.0574,2204166.09818765,126850.265427294992
1646438400,2022-03-05 00:00:00,KOL/USDT,0.0553,0.0639,0.0541,0.0584,3579903.05181735,206880.687433085966
1646352000,2022-03-04 00:00:00,KOL/USDT,0.0591,0.0694,0.053,0.0552,7582263.15596607,462093.013253966899
1646265600,2022-03-03 00:00:00,KOL/USDT,0.0572,0.0669,0.0551,0.0591,6088375.32543724,362147.995539334267
1646179200,2022-03-02 00:00:00,KOL/USDT,0.0645,0.067,0.0564,0.057,7647435.18077416,471988.759413392795
1646092800,2022-03-01 00:00:00,KOL/USDT,0.0526,0.1197,0.0509,0.0647,34288493.66498167,2695544.480596974481
1646006400,2022-02-28 00:00:00,KOL/USDT,0.0492,0.0552,0.048,0.0531,2980555.53967036,151242.590088400238
1645920000,2022-02-27 00:00:00,KOL/USDT,0.0545,0.0552,0.0452,0.0491,1486860.34701806,75798.07853729966
1645833600,2022-02-26 00:00:00,KOL/USDT,0.0551,0.0599,0.0526,0.0546,1809223.58080356,100734.453530460104
1645747200,2022-02-25 00:00:00,KOL/USDT,0.0528,0.0641,0.0497,0.055,3615045.08299429,201738.150507275621
1645660800,2022-02-24 00:00:00,KOL/USDT,0.0613,0.0615,0.049,0.0528,1391043.85432328,73533.30477018513
1645574400,2022-02-23 00:00:00,KOL/USDT,0.0652,0.0666,0.061,0.0615,625895.97362741,40248.500603326096
1645488000,2022-02-22 00:00:00,KOL/USDT,0.0706,0.0707,0.0621,0.0649,1149931.91820728,75533.817371005622
1645401600,2022-02-21 00:00:00,KOL/USDT,0.0772,0.0804,0.07,0.0709,858300.18109771,64062.044862508889
1645315200,2022-02-20 00:00:00,KOL/USDT,0.0817,0.0824,0.0752,0.0769,472933.91164514,37262.492113898651
1645228800,2022-02-19 00:00:00,KOL/USDT,0.0817,0.083,0.077,0.0817,697732.74389912,56300.598797430599
1645142400,2022-02-18 00:00:00,KOL/USDT,0.0859,0.0896,0.0801,0.0811,932739.85982754,77960.410995577751
1645056000,2022-02-17 00:00:00,KOL/USDT,0.0884,0.1123,0.084,0.0858,2470543.51838419,232027.222635148875
1644969600,2022-02-16 00:00:00,KOL/USDT,0.0899,0.0919,0.0853,0.0883,500898.37977042,44248.501252345288
1644883200,2022-02-15 00:00:00,KOL/USDT,0.0884,0.0935,0.088,0.0895,647314.55934711,58742.501908438974
1644796800,2022-02-14 00:00:00,KOL/USDT,0.09,0.0902,0.0835,0.0888,624005.51381921,54347.916280370376
1644710400,2022-02-13 00:00:00,KOL/USDT,0.0936,0.0998,0.0889,0.0906,555288.57391874,51671.759430170208
1644624000,2022-02-12 00:00:00,KOL/USDT,0.0881,0.096,0.087,0.0935,837118.26214964,75255.053356349514
1644537600,2022-02-11 00:00:00,KOL/USDT,0.0983,0.0983,0.0875,0.0877,778769.23679694,72481.137139484045
1644451200,2022-02-10 00:00:00,KOL/USDT,0.1024,0.1046,0.0951,0.0985,888583.41352895,89213.992399194848
1644364800,2022-02-09 00:00:00,KOL/USDT,0.1039,0.1095,0.1,0.1024,1436967.96363873,149809.91913695787
1644278400,2022-02-08 00:00:00,KOL/USDT,0.1071,0.135,0.0961,0.1033,1669236.49293737,185161.370683258809
1644192000,2022-02-07 00:00:00,KOL/USDT,0.1035,0.1156,0.102,0.107,1169028.44038361,126455.700590803819
1644105600,2022-02-06 00:00:00,KOL/USDT,0.1027,0.1085,0.1,0.1031,693650.96394632,71552.616634086634
