https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume KOL,Volume USDT
1663459200,2022-09-18 00:00:00,KOL/USDT,0.005383,0.00545,0.005201,0.005256,279771.3737,1491.775357185
1663372800,2022-09-17 00:00:00,KOL/USDT,0.004852,0.00545,0.004852,0.005383,9239581.0759,48021.6170329153
1663286400,2022-09-16 00:00:00,KOL/USDT,0.004845,0.005161,0.004825,0.004849,3144490.6775,15479.1535823373
1663200000,2022-09-15 00:00:00,KOL/USDT,0.00483,0.00639,0.0048,0.004846,8918947.1351,48202.4640088753
1663113600,2022-09-14 00:00:00,KOL/USDT,0.005018,0.005197,0.0048,0.004832,2596218.5003,12775.2609426828
1663027200,2022-09-13 00:00:00,KOL/USDT,0.005548,0.005563,0.005,0.005002,3070705.5412,15908.708230496
1662940800,2022-09-12 00:00:00,KOL/USDT,0.005544,0.005699,0.0053,0.005538,3063338.137,16920.0030078875
1662854400,2022-09-11 00:00:00,KOL/USDT,0.006062,0.0061,0.005152,0.005539,5439173.594,30491.3700121069
1662768000,2022-09-10 00:00:00,KOL/USDT,0.005329,0.007202,0.005266,0.006098,22679119.4461,136837.9978974269
1662681600,2022-09-09 00:00:00,KOL/USDT,0.00545,0.005543,0.005177,0.005341,5474086.5378,29474.2996900635
1662595200,2022-09-08 00:00:00,KOL/USDT,0.005212,0.008,0.005177,0.00545,11930104.52902356,74679.7705040708356
1662508800,2022-09-07 00:00:00,KOL/USDT,0.005049,0.006838,0.004808,0.00521,5359187.2104,29077.8008602426
1662422400,2022-09-06 00:00:00,KOL/USDT,0.005395,0.005427,0.005049,0.005049,575764.2091,2994.1536140616
1662336000,2022-09-05 00:00:00,KOL/USDT,0.005422,0.005499,0.00524,0.005403,921922.8797,4952.5562106047
1662249600,2022-09-04 00:00:00,KOL/USDT,0.005861,0.006053,0.005349,0.005419,3303590.5938,18605.1144919138
1662163200,2022-09-03 00:00:00,KOL/USDT,0.0056,0.006902,0.005401,0.005872,3092675.2983,18523.2343872899
1662076800,2022-09-02 00:00:00,KOL/USDT,0.005487,0.005616,0.005278,0.005568,1316307.0041,7139.6217154231
1661990400,2022-09-01 00:00:00,KOL/USDT,0.005326,0.005952,0.005198,0.005463,2065914.7079,11166.1978143245
1661904000,2022-08-31 00:00:00,KOL/USDT,0.005616,0.006108,0.005295,0.0053,1613794.89098653,9049.70768589209396
1661817600,2022-08-30 00:00:00,KOL/USDT,0.005823,0.005999,0.005564,0.005615,522542.2744089,3008.75190258620756
1661731200,2022-08-29 00:00:00,KOL/USDT,0.005724,0.005899,0.005633,0.005828,232806.44187337,1339.13031014090205
1661644800,2022-08-28 00:00:00,KOL/USDT,0.006031,0.006227,0.005724,0.005724,1702820.08819786,10053.6954179477926
1661558400,2022-08-27 00:00:00,KOL/USDT,0.006171,0.006838,0.005946,0.006046,1120504.35009452,7062.6788580617618
1661472000,2022-08-26 00:00:00,KOL/USDT,0.006932,0.006932,0.006151,0.006179,889296.36101285,5926.19165125349428
1661385600,2022-08-25 00:00:00,KOL/USDT,0.006907,0.0071,0.006779,0.00692,390719.43424839,2711.58306259101179
1661299200,2022-08-24 00:00:00,KOL/USDT,0.007176,0.007176,0.006706,0.006911,1508693.3783469,10469.42743572713725
1661212800,2022-08-23 00:00:00,KOL/USDT,0.007066,0.007362,0.00701,0.007229,1517610.78170395,10915.27797740874738
1661126400,2022-08-22 00:00:00,KOL/USDT,0.007236,0.007346,0.007,0.007066,788257.81730847,5630.38671623709603
1661040000,2022-08-21 00:00:00,KOL/USDT,0.007055,0.007365,0.0069,0.007179,1493522.89678609,10625.44947762379206
1660953600,2022-08-20 00:00:00,KOL/USDT,0.007389,0.008699,0.006941,0.007073,4582890.01795322,34804.06890837840076
1660867200,2022-08-19 00:00:00,KOL/USDT,0.00798,0.008,0.00714,0.007447,2356005.31712773,17451.7111723753366
1660780800,2022-08-18 00:00:00,KOL/USDT,0.00817,0.00817,0.007801,0.007969,1118085.27469636,8925.50668591408158
1660694400,2022-08-17 00:00:00,KOL/USDT,0.00854,0.00919,0.007949,0.008225,5665786.74426851,48161.16949559322865
1660608000,2022-08-16 00:00:00,KOL/USDT,0.008092,0.008603,0.007903,0.008555,1903507.46573289,15804.46695348436097
1660521600,2022-08-15 00:00:00,KOL/USDT,0.008172,0.008307,0.007908,0.008123,705668.04668439,5709.04702645832209
1660435200,2022-08-14 00:00:00,KOL/USDT,0.008369,0.008498,0.0081,0.00819,893394.00698022,7398.49794207284309
1660348800,2022-08-13 00:00:00,KOL/USDT,0.008482,0.008519,0.008273,0.008361,751045.65016388,6319.7358097239986
1660262400,2022-08-12 00:00:00,KOL/USDT,0.008471,0.008626,0.008302,0.008518,537139.83079328,4548.09153707771839
1660176000,2022-08-11 00:00:00,KOL/USDT,0.008155,0.00879,0.008101,0.008498,1586014.1595748,13451.32473885682114
1660089600,2022-08-10 00:00:00,KOL/USDT,0.008194,0.008453,0.00805,0.008165,855027.24474498,7053.33348828960401
1660003200,2022-08-09 00:00:00,KOL/USDT,0.00839,0.008898,0.008102,0.008196,5175639.0741388,43524.3028719268134
1659916800,2022-08-08 00:00:00,KOL/USDT,0.007936,0.008987,0.007776,0.008356,9395808.40538623,79912.87658266394226
1659830400,2022-08-07 00:00:00,KOL/USDT,0.00788,0.00832,0.007753,0.007919,1220649.62276419,9854.5563504148573
1659744000,2022-08-06 00:00:00,KOL/USDT,0.008018,0.008298,0.00781,0.007898,408319.1087811,3278.83664039927721
1659657600,2022-08-05 00:00:00,KOL/USDT,0.008018,0.008392,0.007731,0.008053,2164868.23331524,17394.4216720229942
1659571200,2022-08-04 00:00:00,KOL/USDT,0.008307,0.008498,0.00788,0.008007,1677052.67311353,13728.1708081654468
1659484800,2022-08-03 00:00:00,KOL/USDT,0.008655,0.008898,0.008246,0.008357,1544699.92594728,13263.50102188499516
1659398400,2022-08-02 00:00:00,KOL/USDT,0.008653,0.0105,0.008512,0.008612,6227311.73956898,58480.33803227587089
1659312000,2022-08-01 00:00:00,KOL/USDT,0.008747,0.00909,0.008356,0.008633,1967576.71710465,17091.92434224356756
1659225600,2022-07-31 00:00:00,KOL/USDT,0.008142,0.0093,0.0081,0.008784,2444226.95656609,21031.25774410286853
1659139200,2022-07-30 00:00:00,KOL/USDT,0.008085,0.008599,0.008068,0.0081,1205439.40847579,9958.98283138978038
1659052800,2022-07-29 00:00:00,KOL/USDT,0.008384,0.008597,0.007988,0.008107,856159.82290738,7024.99734179652071
1658966400,2022-07-28 00:00:00,KOL/USDT,0.00808,0.008599,0.0078,0.008402,778421.4714365,6369.7562056143429
1658880000,2022-07-27 00:00:00,KOL/USDT,0.008077,0.008255,0.007514,0.008102,1621442.69036777,12635.30317067359818
1658793600,2022-07-26 00:00:00,KOL/USDT,0.0087,0.0087,0.00786,0.008085,1212944.54308383,9789.59512380214498
1658707200,2022-07-25 00:00:00,KOL/USDT,0.00901,0.0092,0.0087,0.0087,335437.37757114,2997.74108835773458
1658620800,2022-07-24 00:00:00,KOL/USDT,0.008928,0.009105,0.008701,0.008997,895943.65735704,8010.5470556781578
1658534400,2022-07-23 00:00:00,KOL/USDT,0.008703,0.008996,0.008641,0.008928,280947.32643431,2486.48408969260269
1658448000,2022-07-22 00:00:00,KOL/USDT,0.009194,0.0092,0.0086,0.008703,792558.96743053,7075.8552458726788
1658361600,2022-07-21 00:00:00,KOL/USDT,0.0092,0.009404,0.008892,0.009197,2336525.50175456,21225.32358760576954
1658275200,2022-07-20 00:00:00,KOL/USDT,0.009449,0.009703,0.009051,0.009202,915431.66898545,8560.38750003913851
1658188800,2022-07-19 00:00:00,KOL/USDT,0.00932,0.009703,0.009,0.009467,1574950.80955948,14747.3377095144402
1658102400,2022-07-18 00:00:00,KOL/USDT,0.009012,0.009594,0.00872,0.00932,1360155.23028805,12458.79888211248663
1658016000,2022-07-17 00:00:00,KOL/USDT,0.009345,0.009941,0.0085,0.008969,3817382.44623014,35058.25465572696765
1657929600,2022-07-16 00:00:00,KOL/USDT,0.009614,0.009796,0.009,0.009378,1360559.69791726,12661.52782749474382
1657843200,2022-07-15 00:00:00,KOL/USDT,0.009349,0.009941,0.009284,0.0096,1576846.73824671,15266.23960487462371
1657756800,2022-07-14 00:00:00,KOL/USDT,0.0092,0.0098,0.00897,0.009335,1557118.61688922,14632.0459102465909
1657670400,2022-07-13 00:00:00,KOL/USDT,0.009313,0.009694,0.008794,0.0092,1689640.31504104,15589.67659268699292
1657584000,2022-07-12 00:00:00,KOL/USDT,0.010193,0.01022,0.009313,0.009313,1467607.39352468,14424.62218430175882
1657497600,2022-07-11 00:00:00,KOL/USDT,0.011811,0.011811,0.009313,0.010184,6332803.91662108,65546.56483711327745
1657411200,2022-07-10 00:00:00,KOL/USDT,0.012227,0.012823,0.011811,0.011811,749222.4600975,9107.67225914708497
1657324800,2022-07-09 00:00:00,KOL/USDT,0.012498,0.01364,0.0108,0.012227,6699630.34837105,79775.67481127372275
1657238400,2022-07-08 00:00:00,KOL/USDT,0.012242,0.014815,0.011605,0.012427,8688096.34015646,113547.17970837701904
1657152000,2022-07-07 00:00:00,KOL/USDT,0.011612,0.0153,0.011219,0.012242,16982780.88886594,212810.51013390551617
1657065600,2022-07-06 00:00:00,KOL/USDT,0.011804,0.011898,0.011365,0.011558,1669344.63903977,19320.37792133464585
1656979200,2022-07-05 00:00:00,KOL/USDT,0.012107,0.012298,0.0115,0.011849,2539183.1521939,29916.50937339998555
1656892800,2022-07-04 00:00:00,KOL/USDT,0.011989,0.013497,0.01149,0.012061,6728333.8582395,83580.72908581099541
1656806400,2022-07-03 00:00:00,KOL/USDT,0.011878,0.012899,0.011505,0.012036,1687228.3356477,20251.63893131264487
1656720000,2022-07-02 00:00:00,KOL/USDT,0.012166,0.012715,0.0116,0.011837,3130245.83459163,38178.11761977300677
1656633600,2022-07-01 00:00:00,KOL/USDT,0.013909,0.015679,0.012077,0.012173,8414652.19657721,112786.532752607224
1656547200,2022-06-30 00:00:00,KOL/USDT,0.012231,0.0161,0.01145,0.0139,14814974.52494586,197464.52587933151504
1656460800,2022-06-29 00:00:00,KOL/USDT,0.0126,0.015,0.011401,0.012213,13596304.48825388,174607.88352166243521
1656374400,2022-06-28 00:00:00,KOL/USDT,0.010666,0.0155,0.010562,0.0126,17706069.27931504,225907.07942637703591
1656288000,2022-06-27 00:00:00,KOL/USDT,0.010885,0.01375,0.010509,0.010735,11211496.56870871,130502.56097344965545
1656201600,2022-06-26 00:00:00,KOL/USDT,0.010396,0.0115,0.01015,0.010883,3532146.90194799,38031.42535789925078
1656115200,2022-06-25 00:00:00,KOL/USDT,0.0107,0.011098,0.010114,0.010386,2553604.08659321,26901.19051747439406
1656028800,2022-06-24 00:00:00,KOL/USDT,0.010255,0.011099,0.010097,0.010728,3551185.83173711,37697.77687052754634
1655942400,2022-06-23 00:00:00,KOL/USDT,0.010133,0.010684,0.010098,0.010238,2777148.85730593,28535.75710533326067
1655856000,2022-06-22 00:00:00,KOL/USDT,0.009886,0.0108,0.0096,0.010098,5214505.45624525,53731.99000780052591
1655769600,2022-06-21 00:00:00,KOL/USDT,0.010924,0.010997,0.0095,0.009858,3777693.8926016,38761.18241936790596
1655683200,2022-06-20 00:00:00,KOL/USDT,0.010008,0.0115,0.0095,0.0109,3492005.35888539,36320.6241278927901
1655596800,2022-06-19 00:00:00,KOL/USDT,0.009348,0.0106,0.0092,0.010038,4397541.43709691,42835.65955792861261
1655510400,2022-06-18 00:00:00,KOL/USDT,0.010065,0.010179,0.0087,0.009383,6939617.32529467,65355.16564523743066
1655424000,2022-06-17 00:00:00,KOL/USDT,0.009659,0.011,0.009646,0.010001,9722308.85489303,99515.49289349345211
1655337600,2022-06-16 00:00:00,KOL/USDT,0.010175,0.0109,0.009408,0.009605,8977131.7605845,89018.50162116075671
1655251200,2022-06-15 00:00:00,KOL/USDT,0.0093,0.011303,0.0085,0.010192,10621728.00039509,100217.54041226757225
1655164800,2022-06-14 00:00:00,KOL/USDT,0.0093,0.0103,0.0086,0.0093,12085166.2790818,116159.639019975523
1655078400,2022-06-13 00:00:00,KOL/USDT,0.01,0.0112,0.0086,0.0094,11564694.24331499,111509.084891424857
1654992000,2022-06-12 00:00:00,KOL/USDT,0.0108,0.0113,0.0096,0.01,7242724.26611154,75235.60638474958
1654905600,2022-06-11 00:00:00,KOL/USDT,0.012,0.0158,0.0105,0.0109,26126005.72232677,328613.417015850185
1654819200,2022-06-10 00:00:00,KOL/USDT,0.0103,0.0146,0.0091,0.012,45154356.88338509,540068.805894120237
1654732800,2022-06-09 00:00:00,KOL/USDT,0.0116,0.0123,0.0092,0.0104,28353826.61261429,295085.704019765375
1654646400,2022-06-08 00:00:00,KOL/USDT,0.0113,0.0135,0.0096,0.0116,37434716.13965677,417089.439258500143
1654560000,2022-06-07 00:00:00,KOL/USDT,0.0095,0.025,0.0085,0.0114,160894870.24279126,2380861.404992710677
