https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume ZEC
1663545600000,2022-09-19 00:00:00,ZEC/BTC,0.0027415,0.0027735,0.0027315,0.0027706,0.012970315072414,4.68141019
1663542000000,2022-09-18 23:00:00,ZEC/BTC,0.0027489,0.0027574,0.0027332,0.002746,0.024246883184860003,8.82989191
1663538400000,2022-09-18 22:00:00,ZEC/BTC,0.0027321,0.0027438,0.002707,0.0027391,0.09710988342974099,35.453208509999996
1663534800000,2022-09-18 21:00:00,ZEC/BTC,0.0027954,0.0027972,0.002672,0.0027414,0.413056198242432,150.67345088
1663531200000,2022-09-18 20:00:00,ZEC/BTC,0.0028135,0.0028186,0.0027968,0.0027997,0.015681381975896,5.60109368
1663527600000,2022-09-18 19:00:00,ZEC/BTC,0.0028155,0.0028304,0.0028155,0.0028196,0.04814701218532799,17.07583068
1663524000000,2022-09-18 18:00:00,ZEC/BTC,0.0028319,0.0028319,0.0028177,0.002823,0.00549327482487,1.94589969
1663520400000,2022-09-18 17:00:00,ZEC/BTC,0.0028326,0.0028405,0.002812,0.0028233,0.074283720239655,26.31095535
1663516800000,2022-09-18 16:00:00,ZEC/BTC,0.0028532,0.0028582,0.0028314,0.0028374,0.10065746927105401,35.475248210000004
1663513200000,2022-09-18 15:00:00,ZEC/BTC,0.0028724,0.0028804,0.0028478,0.0028552,0.032538181323664005,11.39611282
1663509600000,2022-09-18 14:00:00,ZEC/BTC,0.0028871,0.0028871,0.0028599,0.0028691,0.004184274151278,1.45839258
1663506000000,2022-09-18 13:00:00,ZEC/BTC,0.0028818,0.0028876,0.00288,0.0028824,0.004610641901616,1.59958434
1663502400000,2022-09-18 12:00:00,ZEC/BTC,0.0028799,0.0028881,0.0028731,0.0028881,0.005875349137263001,2.03433023
1663498800000,2022-09-18 11:00:00,ZEC/BTC,0.0028887,0.0028908,0.0028846,0.0028853,0.006038561186801,2.09287117
1663495200000,2022-09-18 10:00:00,ZEC/BTC,0.0028929,0.0029046,0.0028793,0.0028921,0.11359920076507898,39.27913999
1663491600000,2022-09-18 09:00:00,ZEC/BTC,0.0029208,0.0029297,0.0028895,0.0028895,0.01405180123664,4.86305632
1663488000000,2022-09-18 08:00:00,ZEC/BTC,0.0029159,0.0029267,0.0029159,0.0029188,0.002122485161616,0.72717732
1663484400000,2022-09-18 07:00:00,ZEC/BTC,0.0029183,0.0029198,0.0029149,0.0029197,0.006741390132659001,2.3089324700000002
1663480800000,2022-09-18 06:00:00,ZEC/BTC,0.0029167,0.0029256,0.0029137,0.0029137,0.013353558427375999,4.58302448
1663477200000,2022-09-18 05:00:00,ZEC/BTC,0.0029068,0.0029146,0.0029068,0.0029146,0.0025572355602819998,0.87738817
1663473600000,2022-09-18 04:00:00,ZEC/BTC,0.0029065,0.0029126,0.0029065,0.0029101,0.001555990863539,0.53468639
1663470000000,2022-09-18 03:00:00,ZEC/BTC,0.0029241,0.0029241,0.0029053,0.0029053,0.013895102801253,4.78267401
1663466400000,2022-09-18 02:00:00,ZEC/BTC,0.0029251,0.0029295,0.0029198,0.0029201,0.001037265453173,0.35521573
1663462800000,2022-09-18 01:00:00,ZEC/BTC,0.0029253,0.0029299,0.0029209,0.0029289,0.0034189708116720004,1.1673224800000002
1663459200000,2022-09-18 00:00:00,ZEC/BTC,0.0029219,0.0029264,0.0029086,0.0029233,0.010228974163438001,3.49911886
1663455600000,2022-09-17 23:00:00,ZEC/BTC,0.002918,0.0029244,0.0029145,0.0029196,0.006804249372144,2.33054164
1663452000000,2022-09-17 22:00:00,ZEC/BTC,0.0029091,0.00292,0.0029091,0.0029198,0.01068186143154,3.6584223
1663448400000,2022-09-17 21:00:00,ZEC/BTC,0.0029144,0.0029251,0.0029129,0.0029142,0.005617875510936001,1.9277590800000002
1663444800000,2022-09-17 20:00:00,ZEC/BTC,0.0029209,0.0029209,0.0029098,0.0029185,0.0011419097042600001,0.39126596
1663441200000,2022-09-17 19:00:00,ZEC/BTC,0.0029125,0.00292,0.0029125,0.0029175,0.001396901888325,0.47880099000000004
1663437600000,2022-09-17 18:00:00,ZEC/BTC,0.0029143,0.0029209,0.0029105,0.0029105,0.004113837988284999,1.41344717
1663434000000,2022-09-17 17:00:00,ZEC/BTC,0.0029079,0.0029205,0.0029002,0.0029135,0.00438089773537,1.50365462
1663430400000,2022-09-17 16:00:00,ZEC/BTC,0.0029044,0.0029119,0.002883,0.0029018,0.071474537819344,24.63110408
1663426800000,2022-09-17 15:00:00,ZEC/BTC,0.0029046,0.00291,0.0028908,0.0029002,0.001901592231248,0.65567624
1663423200000,2022-09-17 14:00:00,ZEC/BTC,0.002893,0.0029069,0.002893,0.0029034,0.0031138053042059997,1.07246859
1663419600000,2022-09-17 13:00:00,ZEC/BTC,0.0028954,0.0029001,0.0028897,0.0028953,0.010267198843086,3.54616062
1663416000000,2022-09-17 12:00:00,ZEC/BTC,0.0028832,0.0029005,0.0028777,0.0028986,0.019689718661556,6.79283746
1663412400000,2022-09-17 11:00:00,ZEC/BTC,0.0028823,0.0028834,0.0028736,0.002878,0.00218526373076,0.7592994200000001
1663408800000,2022-09-17 10:00:00,ZEC/BTC,0.0028786,0.0028802,0.0028673,0.0028776,0.00109769922372,0.38146345
1663405200000,2022-09-17 09:00:00,ZEC/BTC,0.0028777,0.0028837,0.0028747,0.0028785,0.0014750944924650001,0.51245249
1663401600000,2022-09-17 08:00:00,ZEC/BTC,0.0028667,0.002888,0.0028667,0.0028758,0.12015211147533601,41.78041292
1663398000000,2022-09-17 07:00:00,ZEC/BTC,0.0028676,0.0028706,0.0028645,0.0028648,0.0014716941124639999,0.51371618
1663394400000,2022-09-17 06:00:00,ZEC/BTC,0.002865,0.0028729,0.0028605,0.0028729,0.0014366252181710001,0.50006099
1663390800000,2022-09-17 05:00:00,ZEC/BTC,0.0028718,0.0028796,0.002865,0.002865,0.01083831433875,3.78300675
1663387200000,2022-09-17 04:00:00,ZEC/BTC,0.0028695,0.0028763,0.0028657,0.0028657,0.007910921661104001,2.76055472
1663383600000,2022-09-17 03:00:00,ZEC/BTC,0.0028594,0.0028664,0.0028594,0.0028639,0.00575801328583,2.0105497
1663380000000,2022-09-17 02:00:00,ZEC/BTC,0.0028588,0.0028731,0.0028587,0.0028625,0.0017492353925000002,0.6110866
1663376400000,2022-09-17 01:00:00,ZEC/BTC,0.0028521,0.002859,0.002852,0.0028566,0.000849679073154,0.29744419
1663372800000,2022-09-17 00:00:00,ZEC/BTC,0.0028622,0.0028759,0.0028567,0.0028567,0.00174566023786,0.6110758
1663369200000,2022-09-16 23:00:00,ZEC/BTC,0.0028612,0.0028735,0.0028601,0.0028668,0.0016551794035080001,0.57736131
1663365600000,2022-09-16 22:00:00,ZEC/BTC,0.0028576,0.0028715,0.0028576,0.0028655,0.00200943731945,0.7012519
1663362000000,2022-09-16 21:00:00,ZEC/BTC,0.0028674,0.0028705,0.0028545,0.0028621,0.059791262424029,20.89069649
1663358400000,2022-09-16 20:00:00,ZEC/BTC,0.0028731,0.0028733,0.0028626,0.0028626,0.011051950984619998,3.8608086999999998
1663354800000,2022-09-16 19:00:00,ZEC/BTC,0.002872,0.0028824,0.0028676,0.0028684,0.048057124923252,16.75398303
1663351200000,2022-09-16 18:00:00,ZEC/BTC,0.002876,0.0028857,0.0028699,0.0028699,0.061965279768887,21.59144213
1663347600000,2022-09-16 17:00:00,ZEC/BTC,0.0028839,0.0028965,0.0028776,0.0028805,0.221759839858935,76.98657867
1663344000000,2022-09-16 16:00:00,ZEC/BTC,0.0029208,0.002928,0.0028578,0.002889,0.39105478805031,135.35991279
1663340400000,2022-09-16 15:00:00,ZEC/BTC,0.0029335,0.0029364,0.0029064,0.0029178,0.321379406299512,110.14442604
1663336800000,2022-09-16 14:00:00,ZEC/BTC,0.0029234,0.0029389,0.0029212,0.0029337,0.106690321948749,36.36715477
1663333200000,2022-09-16 13:00:00,ZEC/BTC,0.0029526,0.0029526,0.002913,0.0029311,0.036808619115954996,12.55795405
